Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
T1,05/12/2015,Osmanlispor,Kasimpasa,0.0,1.0,A,0.0,0.0,2.15,3.4,3.3,2.0,3.4,3.5,2.0,3.3,3.3,2.1,3.25,3.25,2015/16,€44.60m,€55.65m,2.0625,0.06495190528383288,1.9992860700040758,0.031491832864888665,0.016666666666666607,0.2502447926446033,3.3375000000000004,0.06495190528383288,1.999726395603083,0.01946124502886378,0.010299625468164653,0.2500955039932231,3.3375000000000004,0.09601432184835763,1.999408505514097,0.028768336134339365,0.014044943820224587,0.25019569299676503,H
T1,06/12/2015,Buyuksehyr,Genclerbirligi,2.0,0.0,H,0.0,0.0,1.85,3.6,4.0,1.85,3.5,4.0,1.9,3.3,3.7,1.91,3.3,3.8,2015/16,€54.10m,€37.35m,1.8775,0.02772634126602346,1.9998427165172763,0.014767691752875345,0.007656458055925297,0.25005444551703293,3.425,0.1299038105676659,1.9989648017732642,0.037928119873771066,0.020072992700729708,0.25035421505449185,3.875,0.12990381056766576,1.9991871947573576,0.03352356401746213,0.01774193548387082,0.25028526308859056,H
T1,06/12/2015,Gaziantepspor,Fenerbahce,2.0,2.0,D,1.0,0.0,7.0,4.33,1.44,7.25,4.0,1.45,6.5,3.9,1.45,7.0,4.0,1.44,2015/16,€38.30m,€168.80m,6.9375,0.2724311839712921,1.9988775135069186,0.03926935985171778,0.020270270270270174,0.2504073063701682,4.0575,0.16253845698787722,1.998856140888822,0.040058769436322174,0.019870609981515575,0.250373537661326,1.445,0.0050000000000000044,1.9999913632624142,0.0034602076124567505,0.0017301038062285112,0.25000299325918035,A
T1,06/12/2015,Mersin Idman Yurdu,Rizespor,3.0,0.0,H,1.0,0.0,2.9,3.3,2.38,2.9,3.1,2.4,2.7,3.2,2.4,2.8,3.2,2.38,2015/16,€21.68m,€36.65m,2.825,0.08291561975888491,1.9993754394645173,0.029350661861552177,0.015486725663716783,0.25022196729894153,3.2,0.07071067811865465,1.9996477221810776,0.022097086912079577,0.01171875,0.25012224927205307,2.3899999999999997,0.010000000000000009,1.9999873715511773,0.004184100418410046,0.0020920502092052207,0.2500043766740778,A
T1,07/12/2015,Akhisar Belediyespor,Sivasspor,1.0,0.0,H,0.0,0.0,2.15,3.4,3.3,2.2,3.2,3.2,2.2,3.2,3.0,2.15,3.2,3.2,2015/16,€34.75m,€32.05m,2.175,0.025000000000000133,1.9999046950184836,0.01149425287356328,0.005747126436781658,0.25003302946228034,3.25,0.08660254037844375,1.9994929160860586,0.026646935501059617,0.011538461538461497,0.2501670750723992,3.175,0.1089724735885168,1.999143554432918,0.03432203892551711,0.017716535433070835,0.25030886742598457,H
T1,07/12/2015,Trabzonspor,Eskisehirspor,3.0,1.0,H,1.0,0.0,1.73,3.8,4.5,1.7,3.6,4.75,1.7,3.5,4.4,1.8,3.5,4.0,2015/16,€107.30m,€38.58m,1.7325,0.040850336595920515,1.999601644579763,0.023578837862003186,0.011904761904761862,0.2501334868479171,3.6,0.12247448713915883,1.999172524019207,0.034020690871988564,0.01736111111111094,0.2502742340940347,4.4125,0.27012728481217885,1.9972714228683988,0.06121864811607453,0.033286118980169865,0.25099290424483617,H
T1,11/12/2015,Bursaspor,Osmanlispor,0.0,4.0,A,0.0,3.0,2.05,3.4,3.25,2.15,3.2,3.3,2.2,3.2,3.0,2.15,3.3,3.1,2015/16,€81.00m,€44.60m,2.1375,0.054486236794258534,1.9995285832264655,0.025490637096729135,0.013157894736842257,0.25016820006396445,3.2749999999999995,0.08291561975888487,1.9995394706875227,0.02531774649126256,0.013358778625954137,0.2501564306067181,3.1625,0.11924240017711814,1.9989717300104966,0.03770510677537332,0.02075098814229248,0.2503610406936078,H
T1,12/12/2015,Antalyaspor,Mersin Idman Yurdu,3.0,2.0,H,0.0,2.0,1.91,3.6,3.75,2.0,3.4,3.5,2.0,3.3,3.3,2.05,3.4,3.25,2015/16,€47.55m,€21.68m,1.99,0.05049752469181037,1.9995331601625757,0.025375640548648427,0.013190954773869334,0.2501659864802616,3.425,0.10897247358851693,1.9992745705826054,0.03181678060978597,0.01642335766423364,0.2502433928724234,3.45,0.1968501968502953,1.9976725267135094,0.057058028072549366,0.030797101449275166,0.2507711433181359,H
T1,12/12/2015,Eskisehirspor,Gaziantepspor,1.0,2.0,A,0.0,1.0,2.1,3.3,3.5,2.05,3.3,3.4,2.1,3.3,3.1,2.05,3.25,3.4,2015/16,€38.58m,€38.30m,2.075,0.025000000000000133,1.9998952874186189,0.0120481927710844,0.0060240963855420215,0.2500362897372623,3.2874999999999996,0.02165063509461089,1.9999686338557123,0.006585744515470994,0.002851711026615966,0.2500110098207601,3.35,0.14999999999999994,1.9985334858302353,0.04477611940298506,0.022388059701492713,0.2505449255355689,H
T1,12/12/2015,Kasimpasa,Konyaspor,2.0,1.0,H,2.0,0.0,1.73,3.6,4.75,1.75,3.5,4.5,1.8,3.4,4.0,1.75,3.4,4.5,2015/16,€55.65m,€36.05m,1.7575,0.025860201081971523,1.9998444212321227,0.014714196917195745,0.0074679943100994794,0.25005289718212936,3.475,0.08291561975888508,1.9995908651694054,0.023860610002556855,0.0125899280575541,0.25013912875740063,4.4375,0.2724311839712921,1.9972411644715642,0.06139294286677006,0.03169014084507049,0.25103024577135985,H
T1,12/12/2015,Rizespor,Trabzonspor,3.0,0.0,H,2.0,0.0,2.6,3.3,2.63,2.45,3.3,2.7,2.5,3.2,2.6,2.4,3.25,2.75,2015/16,€36.65m,€107.30m,2.4875000000000003,0.07395099728874524,1.9993650364816706,0.029729044136178988,0.01633165829145744,0.2502157265560919,3.2625,0.04145780987944235,1.9998832701248068,0.01270737467569114,0.006704980842911823,0.25004088804644675,2.67,0.058736700622353664,1.9996512836647975,0.02199876427803508,0.01217228464419473,0.25012019496977717,H
T1,13/12/2015,Fenerbahce,Buyuksehyr,1.0,0.0,H,0.0,0.0,1.57,3.75,6.0,1.5,4.0,6.0,1.55,3.7,5.4,1.55,3.6,6.0,2015/16,€168.80m,€54.10m,1.5425,0.025860201081971523,1.9997963277954776,0.016765122257355932,0.008508914100486376,0.2500722142501287,3.7625,0.1473728265318949,1.9989027380933604,0.039168857550005286,0.020764119601329067,0.2503645568505534,5.85,0.25980762113533146,1.9985517609237435,0.04441155916843273,0.019230769230769162,0.2505478451424398,H
T1,13/12/2015,Genclerbirligi,Sivasspor,0.0,1.0,A,0.0,1.0,2.38,3.3,2.9,2.2,3.2,3.2,2.3,3.2,2.8,2.3,3.25,2.88,2015/16,€37.35m,€32.05m,2.295,0.0638357266740184,1.999440552480117,0.027815131448374032,0.014705882352941124,0.25019639342808603,3.2375,0.04145780987944235,1.9998819567038997,0.012805501121063274,0.006756756756756577,0.25004048964307457,2.9450000000000003,0.15190457530963325,1.9981100109032417,0.051580500954035054,0.025891341256366607,0.25060666225805833,H
T1,13/12/2015,Kayserispor,Akhisar Belediyespor,3.0,2.0,H,2.0,1.0,2.0,3.3,3.8,2.0,3.2,3.7,2.1,3.3,3.1,2.0,3.1,3.75,2015/16,€39.35m,€34.75m,2.025,0.043301270189221974,1.9996728229883816,0.021383343303319494,0.009259259259259078,0.2501088692117869,3.2249999999999996,0.08291561975888487,1.9995210732554167,0.025710269692677482,0.013565891472868241,0.25016966048337025,3.5875,0.2836701429477554,1.9953472991166912,0.07907181684954855,0.03745644599303133,0.2518783110927702,H
T1,14/12/2015,Besiktas,Galatasaray,2.0,1.0,H,0.0,0.0,2.1,3.5,3.3,2.0,3.4,3.5,2.1,3.3,3.1,2.0,3.5,3.3,2015/16,€127.95m,€117.23m,2.05,0.050000000000000044,1.9995708393473226,0.02439024390243905,0.012195121951219523,0.2501487209994051,3.425,0.08291561975888508,1.9995754864095185,0.024208940075586886,0.012773722627737127,0.25015018575738046,3.3,0.14142135623730948,1.9986743989590225,0.042854956435548326,0.022727272727272707,0.25046167426532007,H
T1,19/12/2015,Gaziantepspor,Rizespor,2.0,0.0,H,2.0,0.0,2.8,3.1,2.6,2.7,3.1,2.6,2.6,3.2,2.5,2.62,3.1,2.6,2015/16,€38.30m,€36.65m,2.68,0.07874007874011801,1.9993803157016856,0.02938062639556642,0.01585820895522394,0.25020963637316107,3.125,0.043301270189221974,1.999862229734252,0.013856406460551031,0.006000000000000005,0.25004650009300017,2.575,0.043301270189221974,1.9997946751504678,0.01681602725795028,0.007281553398058138,0.25007352220370554,A
T1,19/12/2015,Konyaspor,Bursaspor,1.0,0.0,H,1.0,0.0,2.38,3.25,3.0,2.4,3.2,2.85,2.4,3.2,2.7,2.45,3.2,2.7,2015/16,€36.05m,€81.00m,2.4074999999999998,0.025860201081971616,1.9999170048579875,0.010741516544951866,0.005451713395638658,0.25002836253738325,3.2125000000000004,0.02165063509461089,1.9999673202178099,0.006739497305715452,0.0029182879377431803,0.250011180513111,2.8125,0.12437342963832741,1.9985988944278994,0.0442216638714053,0.023333333333333206,0.2504692520599371,H
T1,19/12/2015,Mersin Idman Yurdu,Kasimpasa,1.0,2.0,A,1.0,1.0,4.2,3.3,1.91,3.6,3.3,2.0,3.3,3.3,2.0,3.3,3.5,2.0,2015/16,€21.68m,€55.65m,3.6000000000000005,0.3674234614174769,1.9926705313986384,0.10206207261596578,0.05208333333333326,0.25224098179299226,3.3499999999999996,0.08660254037844395,1.9995225978491105,0.025851504590580287,0.011194029850746245,0.25015752993068685,1.9775,0.038971143170299774,1.9997176771154432,0.019707278467913918,0.008533501896333728,0.25010166870561934,A
T1,19/12/2015,Trabzonspor,Antalyaspor,3.0,0.0,H,1.0,0.0,1.7,3.75,4.75,1.75,3.5,4.5,1.8,3.4,4.0,1.75,3.75,4.0,2015/16,€107.30m,€47.55m,1.75,0.03535533905932741,1.9997055323693778,0.020203050891044235,0.010714285714285676,0.2501021658493121,3.6,0.15411035007422444,1.998674696006365,0.04280843057617346,0.02256944444444442,0.25046470908413493,4.3125,0.3247595264191645,1.9959263005261438,0.07530655685082076,0.03985507246376807,0.2513782293806075,H
T1,20/12/2015,Buyuksehyr,Eskisehirspor,2.0,1.0,H,0.0,1.0,1.57,3.8,6.0,1.6,3.7,5.5,1.6,3.6,5.0,1.65,3.6,4.8,2015/16,€54.10m,€38.58m,1.605,0.028722813232690082,1.9997696533364762,0.01789583378983806,0.009345794392523477,0.250078694202874,3.675,0.08291561975888491,1.999634112571236,0.022562073403778207,0.01190476190476164,0.2501245468390907,5.325,0.465698400254929,1.9945254441520397,0.08745509863942327,0.0481220657276995,0.2518243969695421,H
T1,20/12/2015,Galatasaray,Akhisar Belediyespor,3.0,2.0,H,2.0,0.0,1.44,4.5,6.5,1.45,4.25,6.25,1.5,3.8,5.7,1.5,4.2,5.5,2015/16,€117.23m,€34.75m,1.4725,0.027726341266023566,1.9997441542063135,0.018829433796959977,0.009762308998302105,0.25008880460613553,4.1875,0.25093574874855923,1.9973839636242285,0.05992495492502907,0.03208955223880605,0.25095484684876873,5.9875,0.40369388154887853,1.9967213418135228,0.0674227777117125,0.03705636743215046,0.25113327859389717,H
T1,20/12/2015,Genclerbirligi,Fenerbahce,0.0,1.0,A,0.0,1.0,6.0,3.8,1.57,5.75,3.75,1.57,5.4,3.7,1.55,6.0,3.6,1.55,2015/16,€37.35m,€168.80m,5.7875,0.24590394466132487,1.9986849080155236,0.04248880253327428,0.02213822894168449,0.2504786371011357,3.7125000000000004,0.0739509972887451,1.9997129188839569,0.019919460549156928,0.01094276094276081,0.25010101566135046,1.56,0.010000000000000009,1.9999703586266961,0.006410256410256416,0.0032051282051281937,0.2500102728468113,A
T1,20/12/2015,Sivasspor,Kayserispor,0.0,0.0,D,0.0,0.0,2.5,3.1,2.9,2.4,3.1,2.9,2.4,3.2,2.7,2.45,3.2,2.7,2015/16,€32.05m,€39.35m,2.4375,0.04145780987944255,1.9997918936490342,0.017008332258232842,0.008974358974358942,0.25007114557165405,3.1500000000000004,0.050000000000000044,1.999818246960343,0.015873015873015886,0.007936507936507908,0.2500629881582263,2.8,0.09999999999999987,1.9990797181805822,0.03571428571428567,0.017857142857143016,0.2503188775510205,H
T1,21/12/2015,Osmanlispor,Besiktas,2.0,3.0,A,2.0,1.0,3.5,3.3,2.1,3.7,3.25,2.0,3.3,3.3,2.0,3.25,3.25,2.1,2015/16,€44.60m,€127.95m,3.4375,0.1780975856096877,1.998075881258577,0.05181020672281824,0.028181818181818086,0.2506458903791472,3.2750000000000004,0.02499999999999991,1.999957965472508,0.007633587786259514,0.003816793893129722,0.2500145679156227,2.05,0.050000000000000044,1.9995708393473224,0.02439024390243905,0.012195121951219523,0.2501487209994051,A
T1,26/12/2015,Antalyaspor,Gaziantepspor,0.0,0.0,D,0.0,0.0,2.0,3.5,3.6,2.0,3.25,3.7,2.0,3.3,3.3,2.0,3.3,3.5,2015/16,€47.55m,€38.30m,2.0,0.0,2.0,0.0,0.0,0.25,3.3375000000000004,0.09601432184835763,1.999408505514097,0.028768336134339365,0.014044943820224587,0.25019569299676503,3.5250000000000004,0.14790199457749054,1.9987216636605158,0.0419580126460966,0.02304964539007104,0.2504582193101249,H
T1,26/12/2015,Kasimpasa,Trabzonspor,1.0,1.0,D,1.0,1.0,2.2,3.3,3.25,2.1,3.2,3.4,2.2,3.2,3.0,2.15,3.3,3.1,2015/16,€55.65m,€107.30m,2.1625000000000005,0.04145780987944255,1.9997340157929084,0.019171241562747996,0.01011560693641611,0.250093687726523,3.25,0.04999999999999982,1.9998292601233938,0.01538461538461533,0.007692307692307887,0.2500591715976332,3.1875,0.15155444566227672,1.9983730916338776,0.047546492756792694,0.026470588235294246,0.25055741463359893,H
T1,26/12/2015,Rizespor,Buyuksehyr,2.0,1.0,H,0.0,1.0,2.8,3.5,2.38,2.8,3.2,2.45,2.5,3.2,2.6,2.7,3.1,2.5,2015/16,€36.65m,€54.10m,2.7,0.12247448713915883,1.9984963638485835,0.04536092116265142,0.02314814814814814,0.2505559058102254,3.25,0.14999999999999997,1.9984832652202469,0.04615384615384614,0.023076923076923217,0.25049265022368594,2.4825,0.08011710179481038,1.9992504863039626,0.032272749967698036,0.01787512588116824,0.2502568314103112,A
T1,27/12/2015,Akhisar Belediyespor,Osmanlispor,0.0,0.0,D,0.0,0.0,2.3,3.5,2.88,2.5,3.2,2.75,2.3,3.2,2.8,2.45,3.0,2.88,2015/16,€34.75m,€44.60m,2.3875,0.08926785535678575,1.9989927452733058,0.037389677636350045,0.019633507853403342,0.2503466956049957,3.2249999999999996,0.17853571071357124,1.9978038177385304,0.05535991029878179,0.029069767441860517,0.2507383072731851,2.8274999999999997,0.055396299515400815,1.9997225659892293,0.019591971535066605,0.01038903625110521,0.2500970927156324,H
T1,27/12/2015,Besiktas,Konyaspor,4.0,0.0,H,0.0,0.0,1.36,4.75,8.5,1.36,4.75,7.5,1.4,4.1,7.0,1.36,4.5,7.5,2015/16,€127.95m,€36.05m,1.37,0.017320508075688693,1.9998852552188593,0.012642706624590286,0.005474452554744547,0.25003881786657006,4.525,0.26575364531836637,1.9974740400355986,0.058730087363174886,0.030386740331491913,0.250943848802225,7.625,0.5448623679425842,1.9963675821806277,0.07145735973017499,0.03688524590163933,0.25117760855399496,H
T1,27/12/2015,Bursaspor,Mersin Idman Yurdu,2.0,1.0,H,0.0,1.0,1.57,4.0,5.5,1.62,3.6,5.5,1.6,3.6,5.0,1.6,3.75,5.0,2015/16,€81.00m,€21.68m,1.5975000000000001,0.01785357107135714,1.999909760372267,0.011175944332617928,0.005868544600938996,0.2500315251246358,3.7375,0.16345871038277524,1.998634284278797,0.043734772008769296,0.02257525083612033,0.2504496765013825,5.25,0.25,1.9983636725938132,0.047619047619047616,0.023809523809523725,0.25056689342403626,H
T1,27/12/2015,Kayserispor,Galatasaray,1.0,1.0,D,1.0,0.0,3.2,3.5,2.15,3.2,3.3,2.15,3.8,3.4,1.85,3.25,3.4,2.05,2015/16,€39.35m,€117.23m,3.3625,0.253414186658916,1.9960110656474717,0.07536481387625756,0.0343866171003715,0.25120604022121973,3.4,0.07071067811865482,1.9996879534788257,0.020797258270192596,0.011029411764705843,0.25010827189812007,2.05,0.12247448713915883,1.9973802020449556,0.059743652263004314,0.030487804878048586,0.250989841237229,A
T1,28/12/2015,Eskisehirspor,Genclerbirligi,2.0,0.0,H,2.0,0.0,2.15,3.5,3.2,2.1,3.2,3.4,2.1,3.3,3.1,2.2,3.1,3.2,2015/16,€38.58m,€37.35m,2.1375,0.04145780987944252,1.9997294787125228,0.019395466610265505,0.010233918128654818,0.2500923110115052,3.2750000000000004,0.14790199457749034,1.9985375270802297,0.0451609143748062,0.024809160305343525,0.25049239882965146,3.225,0.10897247358851676,1.9991821218999624,0.03378991429101295,0.017441860465116532,0.2502738984992825,H
T1,28/12/2015,Fenerbahce,Sivasspor,2.0,1.0,H,1.0,1.0,1.33,5.0,9.0,1.33,4.75,8.75,1.3,4.8,8.5,1.35,4.6,7.5,2015/16,€168.80m,€32.05m,1.3275,0.01785357107135714,1.9998692765313142,0.013449017756201238,0.0070621468926554964,0.25004574567126514,4.7875,0.14306903927824507,1.9993572352007045,0.02988387243409819,0.01631853785900783,0.25022046171424495,8.4375,0.5694020986965187,1.9966477443414667,0.06748469317884666,0.03518518518518521,0.2512853815100219,H
T1,16/01/2016,Akhisar Belediyespor,Konyaspor,0.0,2.0,A,0.0,2.0,2.5,3.2,2.88,2.45,3.1,2.9,2.5,3.2,2.6,2.5,3.0,2.8,2015/16,€34.75m,€36.05m,2.4875,0.02165063509461089,1.9999451691473982,0.008703772902356138,0.0037688442211054607,0.2500193254142081,3.125,0.08291561975888508,1.9994898567400974,0.026532998322843223,0.014000000000000012,0.2501808504430148,2.7949999999999995,0.11863810517704665,1.99868397852145,0.042446549258335124,0.021914132379248885,0.2504854394531322,H
T1,16/01/2016,Galatasaray,Sivasspor,3.0,1.0,H,2.0,0.0,1.55,4.2,5.5,1.55,4.1,5.25,1.5,3.8,5.7,1.5,4.2,5.5,2015/16,€117.23m,€32.05m,1.525,0.025000000000000022,1.9998061328047112,0.016393442622950834,0.008196721311475308,0.250067186240258,4.075,0.16393596310755015,1.9988168584420374,0.040229684198171814,0.019938650306748684,0.25043817866480805,5.4875,0.15958931668504636,1.999388341505407,0.02908233561458704,0.015375854214122908,0.250214868049755,H
T1,16/01/2016,Kasimpasa,Gaziantepspor,1.0,2.0,A,1.0,1.0,1.62,3.75,5.5,1.6,3.9,5.0,1.6,3.6,5.0,1.65,3.6,4.8,2015/16,€55.65m,€38.30m,1.6175000000000002,0.020463381929681054,1.9998848754363643,0.01265124076023558,0.006568778979907153,0.25003933183813365,3.7125,0.12437342963832741,1.999194625628579,0.03350126050864038,0.017676767676767513,0.25027187494505987,5.075,0.25860201081971507,1.9981506794711652,0.05095606124526405,0.025862068965517127,0.2506018758118084,H
T1,16/01/2016,Kayserispor,Osmanlispor,1.0,0.0,H,1.0,0.0,2.25,3.2,3.3,2.2,3.1,3.25,2.2,3.2,3.0,2.15,3.1,3.3,2015/16,€39.35m,€44.60m,2.2,0.03535533905932741,1.9998136855287307,0.01607060866333064,0.008522727272727293,0.2500646161626428,3.1500000000000004,0.050000000000000044,1.999818246960343,0.015873015873015886,0.007936507936507908,0.2500629881582263,3.2125,0.12437342963832743,1.9989032755025298,0.038715464478856786,0.018482490272373697,0.2504078958861037,H
T1,17/01/2016,Antalyaspor,Buyuksehyr,1.0,2.0,A,1.0,1.0,3.4,3.3,2.15,3.25,3.3,2.15,3.0,3.2,2.2,3.1,3.3,2.15,2015/16,€47.55m,€54.10m,3.1875,0.15155444566227672,1.9983730916338776,0.047546492756792694,0.026470588235294246,0.25055741463359893,3.2749999999999995,0.04330127018922177,1.9998732472131233,0.013221761889838712,0.005725190839694694,0.25004506940688664,2.1624999999999996,0.02165063509461108,1.9999279699684487,0.010011854379010907,0.004335260115606809,0.2500244897959183,A
T1,17/01/2016,Bursaspor,Trabzonspor,4.0,2.0,H,2.0,2.0,2.25,3.4,3.1,2.25,3.2,3.1,2.3,3.2,2.8,2.2,3.3,3.0,2015/16,€81.00m,€107.30m,2.25,0.03535533905932725,1.999821874838928,0.015713484026367668,0.008333333333333304,0.2500617741386221,3.2749999999999995,0.08291561975888487,1.9995394706875227,0.02531774649126256,0.013358778625954137,0.2501564306067181,3.0,0.12247448713915901,1.9987837045263959,0.04082482904638634,0.02083333333333326,0.2504466587150448,H
T1,17/01/2016,Rizespor,Genclerbirligi,2.0,3.0,A,1.0,2.0,2.2,3.3,3.3,2.3,3.2,3.0,2.2,3.2,3.0,2.25,3.2,3.0,2015/16,€36.65m,€37.35m,2.2375,0.04145780987944235,1.9997530859036974,0.01852863011371725,0.009776536312849027,0.25008431243510715,3.2249999999999996,0.04330127018922178,1.9998706202385337,0.01342675044627032,0.005813953488371881,0.25004370374686796,3.075,0.12990381056766573,1.998732720431958,0.04224514164802137,0.018292682926829285,0.25040562466197946,H
T1,18/01/2016,Eskisehirspor,Fenerbahce,0.0,3.0,A,0.0,1.0,6.5,3.8,1.53,5.5,3.9,1.57,5.0,3.6,1.6,5.0,3.75,1.6,2015/16,€38.58m,€168.80m,5.5,0.6123724356957945,1.9912946632147581,0.11134044285378081,0.05681818181818188,0.2526348508725007,3.7624999999999997,0.10825317547305476,1.9994008528925746,0.028771608099150768,0.01578073089700993,0.2502112855582918,1.5750000000000002,0.02872281323269017,1.9997591487493154,0.018236706814406454,0.009523809523809712,0.2500851315703063,A
T1,23/01/2016,Konyaspor,Kayserispor,1.0,0.0,H,0.0,0.0,2.4,3.4,2.8,2.4,3.2,2.85,2.3,3.2,2.8,2.5,2.9,2.9,2015/16,€36.05m,€39.35m,2.4,0.07071067811865482,1.9993736489680842,0.02946278254943951,0.015625000000000222,0.25021757984784126,3.175,0.17853571071357127,1.9976989744791651,0.05623171990978623,0.02952755905511828,0.25083525400675444,2.8375000000000004,0.04145780987944255,1.9998463736554917,0.014610681895838784,0.007709251101321701,0.2500526196212345,H
T1,23/01/2016,Mersin Idman Yurdu,Akhisar Belediyespor,0.0,0.0,D,0.0,0.0,3.3,3.6,2.05,3.3,3.3,2.1,3.1,3.3,2.1,3.4,3.25,2.05,2015/16,€21.68m,€34.75m,3.275,0.10897247358851676,1.999195260299568,0.03327403773695169,0.01717557251908408,0.2502898467155783,3.3625,0.1386317063301178,1.9987912409729374,0.04122876024687518,0.019516728624535462,0.25038981069344785,2.075,0.025000000000000133,1.9998952874186189,0.0120481927710844,0.0060240963855420215,0.2500362897372623,A
T1,23/01/2016,Osmanlispor,Galatasaray,3.0,2.0,H,2.0,2.0,2.9,3.3,2.4,3.0,3.2,2.3,3.0,3.2,2.2,2.75,3.3,2.38,2015/16,€44.60m,€117.23m,2.9125,0.10231690964840563,1.9991022243354917,0.0351302694071779,0.018240343347639465,0.2503245073493408,3.25,0.04999999999999982,1.9998292601233938,0.01538461538461533,0.007692307692307887,0.2500591715976332,2.32,0.07874007874011801,1.99916394846166,0.033939689112119836,0.018318965517241326,0.2502987954734165,A
T1,24/01/2016,Fenerbahce,Rizespor,2.0,1.0,H,2.0,0.0,1.29,5.5,11.0,1.3,5.0,9.0,1.3,4.8,8.5,1.29,5.0,9.0,2015/16,€168.80m,€36.65m,1.295,0.0050000000000000044,1.9999892465927358,0.0038610038610038646,0.0019305019305018156,0.25000372683770367,5.075,0.25860201081971507,1.9981506794711652,0.05095606124526405,0.025862068965517127,0.2506018758118084,9.375,0.960143218483576,1.9926631709865537,0.1024152766382481,0.050000000000000044,0.252177883472057,H
T1,24/01/2016,Gaziantepspor,Bursaspor,2.0,3.0,A,1.0,0.0,3.5,3.4,2.05,3.75,3.3,1.95,3.3,3.3,2.0,3.5,3.3,2.0,2015/16,€38.30m,€81.00m,3.5125,0.15958931668504636,1.9985151599463915,0.045434680906774765,0.024021352313167155,0.250508311438907,3.325,0.043301270189221974,1.9998782669372914,0.013022938402773526,0.005639097744360999,0.25004115226337453,2.0,0.03535533905932733,1.9997745554126243,0.017677669529663664,0.009374999999999911,0.25007819828035116,A
T1,24/01/2016,Genclerbirligi,Antalyaspor,1.0,0.0,H,0.0,0.0,2.1,3.5,3.3,2.1,3.3,3.3,2.2,3.2,3.0,2.1,3.25,3.25,2015/16,€37.35m,€47.55m,2.125,0.043301270189221974,1.9997027803132028,0.02037706832433975,0.008823529411764675,0.2500990883868411,3.3125,0.1138804197393037,1.99915522525941,0.03437899463828036,0.017924528301886955,0.2502796517206158,3.2125,0.12437342963832743,1.9989032755025298,0.038715464478856786,0.018482490272373697,0.25040789588610357,H
T1,24/01/2016,Sivasspor,Eskisehirspor,1.0,2.0,A,0.0,1.0,1.75,3.75,4.33,1.7,3.6,4.75,1.75,3.4,4.3,1.7,3.5,4.6,2015/16,€32.05m,€38.58m,1.725,0.025000000000000022,1.9998484829291057,0.014492753623188418,0.007246376811594457,0.25005250997689565,3.5625,0.12930100540985753,1.999052192272426,0.036295019062416146,0.020175438596491402,0.25032445100561346,4.495,0.187949461292125,1.9987422333435632,0.04181300584919355,0.02252502780867638,0.25042972960778326,H
T1,25/01/2016,Buyuksehyr,Kasimpasa,1.0,1.0,D,0.0,1.0,2.15,3.4,3.3,2.2,3.4,3.0,2.2,3.2,3.0,2.25,3.2,3.0,2015/16,€54.10m,€55.65m,2.2,0.03535533905932741,1.9998136855287307,0.01607060866333064,0.008522727272727293,0.25006461616264286,3.3,0.09999999999999987,1.999337504168885,0.030303030303030266,0.015151515151515138,0.2502295684113866,3.075,0.12990381056766573,1.998732720431958,0.04224514164802137,0.018292682926829285,0.25040562466197946,H
T1,05/02/2016,Antalyaspor,Fenerbahce,4.0,2.0,H,1.0,0.0,7.0,4.33,1.45,7.5,4.33,1.45,6.5,3.9,1.45,6.0,4.0,1.5,2015/16,€47.55m,€168.80m,6.75,0.5590169943749475,1.9950431653593519,0.08281733249999222,0.04629629629629628,0.2517375183756959,4.14,0.19326148090087694,1.9984249996336356,0.04668151712581569,0.0244565217391306,0.25055030741463175,1.4625000000000001,0.021650635094610987,1.9998428012555898,0.014803853056144263,0.0064102564102563875,0.25005296236141517,A
T1,05/02/2016,Osmanlispor,Sivasspor,4.0,0.0,H,2.0,0.0,1.91,3.4,4.0,1.9,3.3,4.0,2.0,3.3,3.3,1.91,3.4,3.8,2015/16,€44.60m,€32.05m,1.93,0.04062019202317984,1.9996829234760067,0.021046731618227895,0.009715025906735786,0.2501057115564381,3.3499999999999996,0.050000000000000044,1.9998393017810492,0.014925373134328374,0.007462686567164312,0.2500556916907997,3.7750000000000004,0.28613807855649,1.9957524277974354,0.07579816650503045,0.038079470198675525,0.25166273301897724,H
T1,06/02/2016,Bursaspor,Buyuksehyr,3.0,3.0,D,1.0,0.0,2.25,3.4,3.1,2.2,3.3,3.1,2.2,3.2,3.0,2.2,3.3,3.1,2015/16,€81.00m,€54.10m,2.2125000000000004,0.02165063509461089,1.9999311828798416,0.009785597782874977,0.004237288135593209,0.2500234075091289,3.3,0.07071067811865465,1.9996687520844425,0.02142747821777414,0.011363636363636465,0.250114942431724,3.075,0.043301270189221974,1.999856174166598,0.014081713882673812,0.0060975609756099836,0.2500512260091524,H
