Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
B1,20/02/2016,Lokeren,Genk,D,3.0,3.25,2.38,2.9,3.25,2.4,2.65,3.3,2.5,2.8,3.1,2.45,2015/16,€23.45m,€59.80m,2.8375,0.12930100540985756,1.9984956538945027,0.045568636267791215,0.025330396475770955,0.2505331469112915,3.2249999999999996,0.07499999999999991,1.999607104976187,0.023255813953488347,0.011627906976744207,0.25014106658201696,2.4325,0.046569840025492956,1.9997361419193578,0.019144846875844997,0.010534429599178052,0.25009052511591867
B1,20/02/2016,Mouscron-Peruwelz,Oud-Heverlee Leuven,H,2.05,3.5,3.4,2.1,3.4,3.3,2.1,3.3,3.3,2.15,3.3,3.1,2015/16,€20.15m,€14.70m,2.1,0.03535533905932741,1.9997955170945492,0.016835875742536862,0.008928571428571397,0.25007092196301056,3.375,0.08291561975888508,1.9995663076193992,0.024567591039669653,0.012962962962963065,0.2501473995636872,3.2749999999999995,0.10897247358851675,1.999195260299568,0.03327403773695169,0.01717557251908408,0.2502898467155783
B1,20/02/2016,Standard,Charleroi,H,1.75,3.6,4.6,1.75,3.6,4.5,1.75,3.5,4.5,1.75,3.5,4.33,2015/16,€66.15m,€29.05m,1.75,0.0,2.0,0.0,0.0,0.25,3.55,0.050000000000000044,1.999856899152611,0.014084507042253534,0.007042253521126751,0.2500495933346558,4.4825,0.09705024471890823,1.9996605271871601,0.0216509190672411,0.011293920803123081,0.2501200249083401
B1,21/02/2016,Oostende,Gent,H,3.6,3.6,1.95,3.6,3.6,1.95,3.3,3.3,2.1,3.75,3.3,1.91,2015/16,€28.85m,€72.48m,3.5625,0.16345871038277535,1.998465077920378,0.04588314677411238,0.023684210526315752,0.2505616456459167,3.45,0.15000000000000013,1.998635964158572,0.04347826086956525,0.021739130434782483,0.2504725897920606,1.9775,0.07258615570478995,1.9990392103551409,0.03670602058396458,0.018015170670037994,0.2503143483005619
B1,21/02/2016,Waasland-Beveren,Anderlecht,H,6.0,4.33,1.5,5.5,4.25,1.53,6.1,4.0,1.5,5.5,4.2,1.5,2015/16,€17.35m,€104.25m,5.775,0.27726341266023535,1.9983378647253227,0.0480109805472269,0.024891774891774965,0.2505738268886749,4.195,0.12175795661885923,1.9993882438891764,0.0290245426981786,0.015494636471990564,0.2502192820856318,1.5075,0.012990381056766592,1.9999466120408445,0.008617168196860094,0.003731343283582156,0.2500181999077871
B1,21/02/2016,Waregem,Mechelen,A,2.05,3.6,3.4,1.9,3.5,3.9,1.9,3.45,3.8,2.0,3.6,3.2,2015/16,€23.30m,€26.65m,1.9625,0.06495190528383288,1.9992115322894077,0.03309651224653905,0.01751592356687892,0.2502702096696421,3.5374999999999996,0.06495190528383288,1.9997564798935987,0.018360962624405057,0.009717314487632578,0.2500849675076061,3.575,0.2861380785564898,1.9953561714007988,0.0800386233724447,0.04370629370629353,0.2516448265956846
B1,26/02/2016,Gent,Lokeren,H,1.33,4.75,9.5,1.36,5.0,7.5,1.4,4.5,7.0,1.4,4.33,7.0,2015/16,€72.48m,€23.45m,1.3725,0.029474565306378913,1.9996664281194154,0.021475093119401756,0.011384335154827063,0.250117166676086,4.645,0.25362373705944796,1.9978547059821798,0.054601450389547466,0.03040904198062422,0.25073469915203805,7.75,1.0307764064044151,1.98774599575512,0.13300340727798904,0.06451612903225801,0.25345210197090623
B1,27/02/2016,Mechelen,Kortrijk,A,2.3,3.4,3.0,2.35,3.3,2.9,2.4,3.1,2.9,2.3,3.25,2.88,2015/16,€26.65m,€20.30m,2.3375,0.04145780987944255,1.999773732504163,0.017735961445750827,0.009358288770053624,0.250077310253208,3.2624999999999997,0.10825317547305476,1.9992026855602418,0.033181049953426744,0.01819923371647514,0.25028200993120986,2.9200000000000004,0.04690415759823434,1.9998149015402806,0.016063067670628196,0.0077054794520547976,0.25006239828590715
B1,27/02/2016,Oud-Heverlee Leuven,Oostende,H,2.3,3.5,2.88,2.25,3.3,3.1,2.3,3.3,2.9,2.25,3.3,2.9,2015/16,€14.70m,€28.85m,2.275,0.02499999999999991,1.999912889501356,0.01098901098901095,0.005494505494505475,0.25003018959062906,3.3499999999999996,0.08660254037844393,1.9995225978491105,0.025851504590580283,0.011194029850746245,0.25015752993068685,2.9450000000000003,0.08986100377805722,1.9993358456818513,0.030513074287965097,0.014006791171477184,0.25021758913003544
B1,27/02/2016,St Truiden,Waregem,A,2.88,3.4,2.38,2.95,3.3,2.35,2.75,3.3,2.4,2.75,3.3,2.38,2015/16,€29.05m,€23.30m,2.8325,0.08613216588476112,1.9993344559745199,0.030408531645105426,0.016107678729037955,0.25022802510012954,3.325,0.043301270189221974,1.9998782669372914,0.013022938402773526,0.005639097744360999,0.25004115226337453,2.3775,0.017853571071357054,1.9999592798370087,0.007509388463241663,0.003943217665614895,0.2500141874185088
B1,27/02/2016,Westerlo,Mouscron-Peruwelz,D,2.38,3.5,2.8,2.4,3.4,2.75,2.3,3.2,3.0,2.45,3.3,2.62,2015/16,€14.85m,€20.15m,2.3825,0.05402545696243589,1.9996279155718826,0.022675952555062284,0.01232948583420801,0.2501310436954627,3.3499999999999996,0.11180339887498944,1.9991962939322923,0.0333741489179073,0.018656716417910557,0.2502790550615752,2.7925,0.13663363421939706,1.9982820241006176,0.04892878575448418,0.02663384064458385,0.2505811629259349
B1,28/02/2016,Anderlecht,Standard,D,2.05,3.4,3.5,1.95,3.5,3.7,1.9,3.45,3.8,2.0,3.4,3.4,2015/16,€104.25m,€66.15m,1.975,0.05590169943749472,1.9994219631687495,0.0283046579430353,0.015822784810126445,0.2502005969138052,3.4375,0.04145780987944255,1.9998952807251584,0.012060453783110561,0.006363636363636349,0.2500359406803998,3.5999999999999996,0.15811388300841897,1.9986079025901407,0.043920523057894165,0.02430555555555558,0.2504832610192064
B1,28/02/2016,Charleroi,Waasland-Beveren,A,1.5,3.9,7.0,1.53,4.0,6.0,1.5,4.0,6.1,1.55,3.8,5.5,2015/16,€29.05m,€17.35m,1.52,0.021213203435596444,1.9998597011109425,0.013956054891839766,0.0074013157894736725,0.2500482771103052,3.925,0.08291561975888508,1.9996769295446657,0.021124998664684095,0.011146496815286566,0.2501139887023071,6.15,0.5408326913195984,1.9944941445349673,0.0879402750113168,0.04674796747967491,0.2517967292909453
B1,28/02/2016,Genk,Club Brugge,H,3.3,3.5,2.1,3.5,3.4,2.05,3.3,3.3,2.1,3.4,3.4,2.0,2015/16,€59.80m,€84.45m,3.375,0.08291561975888508,1.9995663076193988,0.024567591039669653,0.012962962962963065,0.2501473995636871,3.4000000000000004,0.07071067811865482,1.9996879534788257,0.020797258270192593,0.011029411764705843,0.2501082718981202,2.0625,0.04145780987944255,1.9997075506200475,0.020100756305184268,0.01060606060606073,0.25010309272809017
B1,04/03/2016,Gent,Oud-Heverlee Leuven,D,1.36,4.5,9.0,1.36,4.75,7.75,1.45,4.0,7.0,1.4,4.33,6.5,2015/16,€72.48m,€14.70m,1.3925,0.03699662146737179,1.9994934217483746,0.026568489384109002,0.013913824057450785,0.25017110167631373,4.395,0.2726261176043117,1.9972097288846296,0.06203097101349528,0.03441410693970415,0.25099501525318624,7.5625,0.9416574483324602,1.988989219396928,0.12451668738280466,0.06818181818181812,0.25354165130325673
B1,05/03/2016,Club Brugge,St Truiden,H,1.18,7.0,13.0,1.19,6.5,13.5,1.22,5.5,12.0,1.18,6.0,13.0,2015/16,€84.45m,€29.05m,1.1925,0.016393596310755015,1.9998642638342077,0.013747250575056618,0.006813417190775661,0.2500460330003941,6.25,0.5590169943749475,1.9942165286086289,0.08944271909999159,0.050000000000000044,0.2520311342351717,12.875,0.5448623679425842,1.9986954017554692,0.0423194072188415,0.02184466019417486,0.2504752080180553
B1,05/03/2016,Kortrijk,Waregem,H,2.2,3.3,3.3,2.15,3.4,3.25,2.2,3.4,3.0,2.15,3.3,3.1,2015/16,€20.30m,€23.30m,2.175,0.025000000000000133,1.9999046950184836,0.01149425287356328,0.005747126436781658,0.25003302946228034,3.35,0.050000000000000044,1.9998393017810485,0.014925373134328372,0.007462686567164312,0.2500556916907997,3.1625,0.11924240017711814,1.9989717300104966,0.03770510677537332,0.02075098814229248,0.2503610406936078
B1,05/03/2016,Lokeren,Westerlo,H,1.67,3.8,5.0,1.65,3.8,5.0,1.65,3.7,4.9,1.65,3.75,4.6,2015/16,€23.45m,€14.85m,1.6549999999999998,0.008660254037844393,1.9999802876307138,0.005232781895978486,0.0022658610271903967,0.25000676352027706,3.7625,0.04145780987944235,1.9999122585299403,0.011018687011147468,0.005813953488372103,0.2500306899404071,4.875,0.16393596310755018,1.99917517878684,0.033627889868215424,0.016666666666666607,0.2503020747827538
B1,05/03/2016,Mouscron-Peruwelz,Anderlecht,H,4.0,3.8,1.8,4.75,3.8,1.67,4.7,3.6,1.7,4.0,3.5,1.8,2015/16,€20.15m,€104.25m,4.3625,0.3629307785239494,1.9950026244012973,0.08319330166738095,0.04226361031518633,0.25172854084710916,3.675,0.1299038105676657,1.999096177035619,0.03534797566467094,0.018707482993197022,0.250317436135581,1.7425,0.058470077817632554,1.9991867387446656,0.033555281387450536,0.017575322812051652,0.250283451019571
B1,05/03/2016,Oostende,Charleroi,H,2.5,3.4,2.7,2.35,3.4,2.85,2.4,3.3,2.75,2.4,3.4,2.62,2015/16,€28.85m,€29.05m,2.4125,0.0544862367942584,1.9996337958856132,0.02258496861938172,0.011658031088082943,0.2501239736417323,3.375,0.043301270189221974,1.9998806655962857,0.012830005981991697,0.005555555555555536,0.2500423992311607,2.7300000000000004,0.08336666000266532,1.9993282526417462,0.0305372380962144,0.01694139194139188,0.2502313487846529
B1,05/03/2016,Standard,Genk,H,1.95,3.5,3.75,1.87,3.5,4.0,1.85,3.45,4.0,2.0,3.3,3.5,2015/16,€66.15m,€59.80m,1.9175,0.060570207197928536,1.9992816158332791,0.03158811327140993,0.01727509778357228,0.2502465026095344,3.4375,0.08196798155377509,1.9995866383478516,0.023845230997461844,0.01181818181818195,0.250148928846454,3.8125,0.2072890493972125,1.9978467171869154,0.054370898202547535,0.028688524590164022,0.25078315349808566
B1,13/03/2016,Anderlecht,Kortrijk,H,1.65,4.0,4.75,1.6,4.1,5.0,1.65,3.6,5.1,1.65,3.75,4.6,2015/16,€104.25m,€20.30m,1.6375000000000002,0.02165063509461089,1.9998732472131229,0.01322176188983871,0.005725190839694694,0.25004506940688664,3.8625,0.19803724397193562,1.9980989053778069,0.051271778374611165,0.028317152103559895,0.2506668205680948,4.8625,0.19803724397193576,1.9988011866127977,0.04072745377314874,0.02249357326478152,0.25041929257864726
B1,13/03/2016,Charleroi,Gent,D,3.6,3.5,2.0,3.7,3.5,1.95,3.5,3.4,2.0,3.4,3.4,2.0,2015/16,€29.05m,€72.48m,3.5500000000000003,0.11180339887498958,1.99928432530905,0.0314939151760534,0.017605633802816767,0.25024843967878063,3.45,0.050000000000000044,1.9998484829291059,0.014492753623188418,0.007246376811594457,0.25005250997689554,1.9875,0.021650635094610984,1.999914037535229,0.010893401305464645,0.004716981132075526,0.25003042719785795
B1,13/03/2016,Genk,Oostende,H,1.67,3.9,4.75,1.65,3.9,4.75,1.7,3.6,4.7,1.67,3.75,4.5,2015/16,€59.80m,€28.85m,1.6725,0.01785357107135714,1.9999179190565546,0.010674780909630577,0.005605381165919132,0.25002824728636425,3.7875,0.12437342963832743,1.9992177193358276,0.03283786921143959,0.017326732673267342,0.2502788907630464,4.675,0.10307764064044152,1.9996466087907148,0.02204869318512118,0.010695187165775444,0.2501272647376961
B1,13/03/2016,Mechelen,Standard,H,4.5,3.75,1.75,4.4,3.7,1.75,4.7,3.6,1.7,4.0,3.75,1.75,2015/16,€26.65m,€66.15m,4.4,0.2549509756796393,1.9975499119371842,0.05794340356355439,0.03125,0.2509011688135551,3.6999999999999997,0.061237243569579415,1.9998014982817507,0.0165506063701566,0.008445945945946054,0.25007038913023705,1.7375,0.021650635094610987,1.9998874512721907,0.012460797176754525,0.0053956834532373765,0.25003995950769886
B1,13/03/2016,Oud-Heverlee Leuven,Club Brugge,A,3.4,3.4,2.1,3.4,3.6,2.0,4.0,3.45,1.85,3.2,3.6,2.0,2015/16,€14.70m,€84.45m,3.5,0.3,1.9948216097984126,0.08571428571428572,0.04285714285714293,0.25159999591707577,3.5125,0.08926785535678566,1.999533576696336,0.025414336044636488,0.013345195729537185,0.25016246789510016,1.9874999999999998,0.08926785535678562,1.998534817699651,0.04491464420467201,0.023584905660377187,0.2505262699201666
B1,13/03/2016,St Truiden,Lokeren,D,2.1,3.4,3.4,1.95,3.5,3.7,1.9,3.45,3.8,2.1,3.25,3.25,2015/16,€29.05m,€23.45m,2.0125,0.0892678553567857,1.9985777752580967,0.044356698313930784,0.02329192546583836,0.2504973811931338,3.4000000000000004,0.09354143466934856,1.9994504156778616,0.027512186667455453,0.014705882352941346,0.2501968306527252,3.5374999999999996,0.2218529918662356,1.9971549879551072,0.06271462667596767,0.03445229681978801,0.2509982001010093
B1,13/03/2016,Waregem,Mouscron-Peruwelz,H,1.75,3.75,4.33,1.9,3.6,3.75,2.0,3.5,3.3,1.91,3.5,3.6,2015/16,€23.30m,€20.15m,1.89,0.0897217922246318,1.998360606412461,0.047471847737900426,0.025132275132275117,0.2505935522411125,3.5875,0.10231690964840563,1.9994169466640752,0.028520392933353487,0.014808362369337802,0.2501957673777693,3.745,0.3745997864388073,1.9928845640827897,0.10002664524400728,0.05407209612817088,0.25231052857883707
B1,13/03/2016,Westerlo,Waasland-Beveren,H,1.8,4.0,4.0,1.72,3.9,4.33,1.65,3.6,5.1,1.75,3.75,4.0,2015/16,€14.85m,€17.35m,1.73,0.05431390245600113,1.9992868908313497,0.03139531933872898,0.01734104046242746,0.25025097375406447,3.8125,0.15155444566227672,1.9988568339148982,0.03975198574748242,0.022131147540983553,0.25040199739328084,4.3575,0.44935370255512513,1.9925342169515776,0.10312190534827886,0.05206540447504304,0.2522565568501871
B1,29/07/2016,Mechelen,Club Brugge,A,4.75,3.8,1.7,4.6,3.8,1.7,4.2,3.5,1.8,4.0,3.6,1.8,2016/17,€22.55m,€82.00m,4.3875,0.300780235387899,1.996601026990914,0.06855389980350975,0.03774928774928754,0.2511914986249498,3.675,0.1299038105676657,1.999096177035619,0.03534797566467094,0.018707482993197022,0.250317436135581,1.75,0.050000000000000044,1.9994110647387553,0.0285714285714286,0.014285714285714235,0.2502040816326531
B1,30/07/2016,Charleroi,Waasland-Beveren,H,1.6,3.8,5.75,1.6,4.0,5.0,1.65,3.6,5.1,1.65,3.75,4.8,2016/17,€21.15m,€21.75m,1.625,0.02499999999999991,1.9998292601233936,0.01538461538461533,0.007692307692307887,0.2500591715976332,3.7875,0.14306903927824494,1.9989735197642413,0.03777400376983365,0.02062706270627057,0.2503513612530269,5.1625,0.35597577164745364,1.99663051430952,0.06895414462904671,0.03571428571428559,0.251069511691642
B1,30/07/2016,Mouscron,Anderlecht,A,4.0,3.5,1.91,4.0,3.6,1.85,4.2,3.5,1.8,3.6,3.5,1.95,2016/17,€19.60m,€136.20m,3.95,0.2179449471770337,1.9977751823567225,0.05517593599418574,0.028481012658228,0.250823974609375,3.525,0.04330127018922197,1.9998916585608881,0.012284048280630346,0.005319148936170137,0.25003667661010315,1.8775,0.05717298313014631,1.9993302894305682,0.030451655462128528,0.01697736351531276,0.2502335101264649
B1,30/07/2016,St Truiden,Lokeren,H,2.5,3.4,2.7,2.35,3.4,2.85,2.45,3.3,2.7,2.5,3.2,2.7,2016/17,€23.43m,€17.50m,2.45,0.061237243569579415,1.9995461840745623,0.02499479329370588,0.012755102040816313,0.2501628635483099,3.325,0.08291561975888491,1.999549509607565,0.024937028498912755,0.013157894736842035,0.25015947807254124,2.7375,0.06495190528383286,1.9995975337661407,0.02372672339135447,0.010273972602739656,0.2501333333333334
B1,30/07/2016,Waregem,Eupen,H,2.0,3.5,3.6,1.91,3.5,3.8,1.9,3.45,3.8,1.95,3.5,3.6,2016/17,€32.35m,€22.88m,1.94,0.03937003937005909,1.9997039235352887,0.020293834726834582,0.010953608247422864,0.25010088959088117,3.4875,0.021650635094610887,1.9999721323448272,0.006208067410641115,0.0026881720430107503,0.2500097746614709,3.7,0.09999999999999987,1.9994730201859836,0.02702702702702699,0.013513513513513598,0.25018261504747985
B1,31/07/2016,Genk,Oostende,H,1.7,3.75,4.75,1.75,3.7,4.4,1.75,3.5,4.5,1.8,3.5,4.2,2016/17,€92.70m,€42.30m,1.75,0.03535533905932741,1.9997055323693778,0.020203050891044235,0.010714285714285676,0.2501021658493121,3.6125,0.11388041973930377,1.9992835606459085,0.03152399162333668,0.016435986159169635,0.2502473891732099,4.4625,0.19803724397193564,1.9985822040442012,0.04437809388726849,0.024509803921568762,0.25048718173471785
B1,31/07/2016,Kortrijk,Gent,D,3.5,3.2,2.15,3.3,3.3,2.15,3.1,3.3,2.2,3.2,3.2,2.2,2016/17,€27.85m,€80.85m,3.275,0.14790199457749034,1.9985375270802292,0.04516091437480621,0.024809160305343525,0.2504923988296515,3.25,0.04999999999999982,1.9998292601233938,0.01538461538461533,0.007692307692307887,0.2500591715976332,2.175,0.025000000000000133,1.9999046950184836,0.01149425287356328,0.005747126436781658,0.25003302946228034
B1,31/07/2016,Westerlo,Standard,D,4.75,3.5,1.75,4.2,3.6,1.8,4.0,3.45,1.85,4.2,3.5,1.8,2016/17,€13.20m,€70.75m,4.2875,0.27922884879610843,1.996992295591877,0.06512626210987953,0.03279883381924198,0.25095781926376665,3.5125,0.0544862367942584,1.9998269963994477,0.015512095884486377,0.008007117437722311,0.2500589862838879,1.7999999999999998,0.03535533905932741,1.9997216665451496,0.019641855032959673,0.01041666666666674,0.25009656232176186
B1,05/08/2016,Oostende,Club Brugge,H,4.0,3.6,1.85,3.9,3.75,1.83,4.5,3.5,1.75,3.6,3.6,1.91,2016/17,€42.30m,€82.00m,4.0,0.324037034920393,1.9953124716506072,0.08100925873009825,0.043749999999999956,0.2515540409572622,3.6125,0.08926785535678562,1.9995609310092197,0.024710825012258998,0.012975778546712835,0.25014983456621864,1.835,0.05722761571129796,1.9992963464031814,0.031186711559290443,0.017029972752043543,0.25024766517818486
B1,06/08/2016,Eupen,Mechelen,A,2.3,3.4,3.0,2.2,3.5,3.0,2.3,3.3,2.9,2.38,3.3,2.8,2016/17,€22.88m,€22.55m,2.295,0.0638357266740184,1.999440552480117,0.027815131448374032,0.014705882352941124,0.25019639342808603,3.375,0.08291561975888508,1.9995663076193992,0.024567591039669653,0.012962962962963065,0.2501473995636872,2.9250000000000003,0.08291561975888508,1.9994175194738009,0.028347220430388058,0.014957264957264904,0.2502068272608226
B1,06/08/2016,Mouscron,Charleroi,A,2.63,3.4,2.55,2.65,3.4,2.5,2.6,3.2,2.6,2.62,3.2,2.6,2016/17,€19.60m,€21.15m,2.625,0.018027756377319872,1.9999659767644522,0.006867716715169475,0.003809523809523707,0.2500117928049616,3.3,0.09999999999999987,1.999337504168885,0.030303030303030266,0.015151515151515138,0.2502295684113866,2.5625,0.04145780987944255,1.9998106721105386,0.0161786575139288,0.008536585365853666,0.2500665149339838
B1,06/08/2016,Standard,St Truiden,H,1.44,4.33,7.0,1.4,4.5,7.25,1.4,4.4,7.3,1.4,4.5,7.0,2016/17,€70.75m,€23.43m,1.4100000000000001,0.017320508075688787,1.9998916585608877,0.012284048280630344,0.005319148936170137,0.25003667661010315,4.4325,0.07189401922274195,1.9998098733392666,0.01621974488950749,0.008601240834743562,0.25006650508229455,7.1375,0.13863170633011768,1.999727936425472,0.01942300614082209,0.010070052539404628,0.2500941427176942
B1,06/08/2016,Waasland-Beveren,Waregem,A,2.9,3.3,2.4,2.8,3.5,2.35,2.9,3.3,2.3,2.75,3.4,2.38,2016/17,€21.75m,€32.35m,2.8375,0.06495190528383288,1.9996213713707367,0.022890539307077667,0.012114537444933848,0.25013233603682866,3.375,0.08291561975888508,1.9995663076193988,0.024567591039669653,0.012962962962963065,0.2501473995636871,2.3575,0.03766629793329843,1.999815376610074,0.01597722075643624,0.008748674443266102,0.25006483411114705
B1,07/08/2016,Anderlecht,Kortrijk,H,1.5,4.33,6.0,1.53,4.1,5.75,1.5,4.0,6.1,1.5,4.0,6.0,2016/17,€136.20m,€27.85m,1.5075,0.012990381056766592,1.9999466120408445,0.008617168196860094,0.003731343283582156,0.2500181999077871,4.1075,0.13479150566708575,1.9992303105412585,0.03281594781913226,0.016585514303103954,0.2502547137111988,5.9625,0.1293010054098574,1.9996587600153235,0.021685703213393272,0.011006289308176154,0.2501218262980656
B1,07/08/2016,Gent,Genk,H,1.8,3.6,4.33,1.85,3.6,4.0,1.85,3.45,4.0,1.8,3.5,4.2,2016/17,€80.85m,€92.70m,1.8250000000000002,0.025000000000000022,1.9998646331239298,0.013698630136986313,0.006849315068493178,0.25004691311690747,3.5374999999999996,0.06495190528383288,1.9997564798935987,0.018360962624405057,0.009717314487632578,0.2500849675076061,4.1325,0.14024532077755755,1.9991718434022818,0.0339371617126576,0.017997580157289805,0.25028235893220757
B1,07/08/2016,Lokeren,Westerlo,H,1.73,3.6,4.75,1.67,3.7,5.0,1.75,3.5,4.5,1.75,3.5,4.5,2016/17,€17.50m,€13.20m,1.725,0.03278719262151003,1.9997377844689586,0.019007068186382627,0.009420289855072372,0.2500937204414119,3.575,0.08291561975888508,1.999613394356417,0.023193180352135686,0.012237762237762073,0.25013153517621967,4.6875,0.2072890493972125,1.9985988944278994,0.04422166387140533,0.023333333333333428,0.250469252059937
B1,12/08/2016,St Truiden,Anderlecht,D,5.5,3.8,1.62,5.75,3.9,1.62,4.7,3.6,1.7,4.5,3.6,1.67,2016/17,€23.43m,€136.20m,5.1125,0.5248511693804254,1.9923896611234495,0.10266037542893407,0.05562347188264072,0.252633196395675,3.7249999999999996,0.1299038105676657,1.999124680527058,0.034873506192661934,0.01845637583892601,0.2502998021743316,1.6525,0.034186985827943286,1.9996918216874282,0.020688039835366587,0.010968229954614328,0.25010583112169416
B1,13/08/2016,Charleroi,Gent,D,3.4,3.4,2.1,3.6,3.3,2.15,3.1,3.3,2.2,3.3,3.1,2.1,2016/17,€21.15m,€80.85m,3.35,0.18027756377319948,1.9979091291498856,0.05381419814125357,0.02985074626865658,0.250729377457242,3.2749999999999995,0.10897247358851675,1.999195260299568,0.03327403773695169,0.01717557251908408,0.2502898467155783,2.1375,0.04145780987944252,1.9997294787125228,0.019395466610265505,0.010233918128654818,0.2500923110115052
B1,13/08/2016,Genk,Waasland-Beveren,D,1.4,4.75,7.0,1.42,4.6,7.75,1.45,4.0,7.0,1.4,4.33,6.5,2016/17,€92.70m,€21.75m,1.4175,0.020463381929681144,1.9998501563947495,0.014436248274907333,0.007495590828924259,0.25005109186117225,4.42,0.28539446385660666,1.9969660150760065,0.06456888322547662,0.03563348416289602,0.25109934892534796,7.0625,0.44633927678392815,1.9971400780887507,0.0631984816685208,0.0331858407079646,0.2509584828452559
B1,13/08/2016,Mechelen,Kortrijk,D,2.1,3.5,3.3,2.1,3.5,3.5,2.1,3.3,3.3,2.05,3.3,3.25,2016/17,€22.55m,€27.85m,2.0875,0.02165063509461108,1.9999220921179732,0.01037156172196938,0.0044910179640720305,0.25002754820936646,3.4000000000000004,0.10000000000000009,1.999375906957651,0.029411764705882377,0.014705882352941124,0.2502162629757786,3.3375000000000004,0.09601432184835763,1.999408505514097,0.028768336134339365,0.014044943820224587,0.25019569299676503
B1,13/08/2016,Westerlo,Eupen,A,2.3,3.3,3.0,2.4,3.5,2.85,2.2,3.3,3.1,2.4,3.3,2.62,2016/17,€13.20m,€22.88m,2.325,0.08291561975888491,1.9990768688075227,0.035662632154359095,0.018817204301075252,0.25032994673325315,3.3499999999999996,0.08660254037844393,1.9995225978491105,0.025851504590580283,0.011194029850746245,0.25015752993068685,2.8924999999999996,0.18074498609919998,1.9971548601995905,0.06248746278278306,0.03435609334485723,0.2510377983054623
B1,14/08/2016,Club Brugge,Lokeren,H,1.33,5.25,8.0,1.36,5.0,8.75,1.33,4.8,8.3,1.36,4.5,7.0,2016/17,€82.00m,€17.50m,1.3450000000000002,0.015000000000000013,1.9999102795391355,0.011152416356877332,0.005576208178438735,0.25003109409764934,4.8875,0.2747157621979489,1.9977138585060301,0.05620782858270054,0.031329923273657245,0.2508061066712203,8.0125,0.6426264467013477,1.995277882455683,0.08020298866787491,0.0432917316692667,0.25179060711164203
B1,14/08/2016,Oostende,Mouscron,H,1.67,3.6,5.25,1.72,3.9,4.75,1.75,3.5,4.5,1.75,3.6,4.0,2016/17,€42.30m,€19.60m,1.7225,0.032691742076555085,1.999738919013083,0.01897924068305085,0.009796806966618332,0.2500926665378145,3.65,0.14999999999999997,1.9987958449584557,0.041095890410958895,0.020547945205479534,0.25039377580577105,4.625,0.45069390943299864,1.9931298702270075,0.097447331769297,0.054054054054053946,0.2524325456998125
B1,14/08/2016,Waregem,Standard,H,2.63,3.6,2.45,2.65,3.5,2.6,2.65,3.3,2.5,2.7,3.4,2.3,2016/17,€32.35m,€70.75m,2.6574999999999998,0.025860201081971616,1.9999318677997806,0.00973102580695075,0.004938852304797736,0.25002331369216885,3.45,0.11180339887498958,1.999242223543839,0.03240678228260567,0.018115942028985366,0.2502630802136237,2.4625000000000004,0.10825317547305491,1.9985984835561692,0.04396068039514919,0.024111675126903487,0.25049953626601845
B1,19/08/2016,Standard,Charleroi,D,1.85,3.6,4.0,1.91,3.6,4.0,1.8,3.5,4.2,1.8,3.4,4.0,2016/17,€70.75m,€21.15m,1.8399999999999999,0.04527692569068704,1.9995652291153976,0.02460702483189513,0.012907608695652106,0.25014723712754316,3.525,0.08291561975888508,1.9995992793531778,0.023522161633726262,0.012411347517730542,0.25014168271727844,4.05,0.08660254037844395,1.9996728229883816,0.021383343303319494,0.009259259259259078,0.2501088692117869
B1,20/08/2016,Kortrijk,Club Brugge,H,4.33,3.75,1.75,4.5,3.7,1.8,4.5,3.5,1.75,4.0,3.4,1.8,2016/17,€27.85m,€82.00m,4.3325,0.2041292482717751,1.9983772317268778,0.047115810333935394,0.02409117137911143,0.2506009437447624,3.5875,0.14306903927824502,1.9988503579129557,0.039879871575817426,0.021777003484320767,0.25040234715207815,1.775,0.025000000000000022,1.999856899152611,0.014084507042253534,0.007042253521126751,0.2500495933346558
B1,20/08/2016,Mouscron,St Truiden,H,2.25,3.25,3.2,2.35,3.25,3.2,2.3,3.3,2.9,2.25,3.0,3.1,2016/17,€19.60m,€23.43m,2.2874999999999996,0.04145780987944252,1.9997637471521175,0.018123632734182524,0.0095628415300546,0.2500806975327473,3.2,0.1172603939955857,1.9990185027036402,0.03664387312362053,0.017578125,0.2503632498638897,3.1,0.12247448713915901,1.998861354897418,0.039507899077148065,0.020161290322580516,0.25041733207827466
B1,20/08/2016,Waasland-Beveren,Mechelen,D,2.4,3.4,2.8,2.55,3.4,2.75,2.6,3.2,2.6,2.5,3.3,2.5,2016/17,€21.75m,€22.55m,2.5124999999999997,0.07395099728874523,1.9993722518394523,0.029433232751739397,0.016169154228855787,0.25022260985343203,3.325,0.08291561975888491,1.9995495096075653,0.024937028498912755,0.013157894736842035,0.25015947807254124,2.6625,0.11924240017711814,1.998548424398819,0.044785878000795545,0.024647887323943518,0.2505110684670058
