Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,PSH,PSD,PSA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
G1,31/01/2021,OFI Crete,AEK,A,4.75,3.5,1.75,4.25,3.6,1.75,4.3,3.6,1.8,4.6,3.5,1.75,2020/21,€14.20m,€40.15m,4.32,3.7,1.81,4.2,3.4,1.85,4.475,0.20766559657295183,1.9984499079213227,0.04640571990457024,0.025139664804469053,0.25053090563430214,3.55,0.050000000000000044,1.999856899152611,0.014084507042253534,0.007042253521126751,0.2500495933346558,1.7625,0.021650635094610987,1.9998916585608877,0.012284048280630348,0.005319148936170137,0.2500366766101031
G1,31/01/2021,Giannina,Atromitos,A,2.5,3.0,3.0,2.6,2.7,3.1,2.5,2.75,3.2,2.55,2.9,3.0,2020/21,€8.35m,€12.15m,2.58,2.69,3.45,2.4,3.0,3.2,2.5374999999999996,0.04145780987944252,1.9998079528435235,0.016338053154460106,0.008620689655172376,0.25006568995461415,2.8375,0.11924240017711814,1.9987289154204573,0.042023753366385246,0.02312775330396466,0.25043546960360286,3.075,0.08291561975888508,1.9994777463270106,0.026964429189881324,0.014227642276422703,0.2501771736386948
G1,31/01/2021,Apollon,Olympiakos,A,15.0,6.5,1.16,14.0,6.25,1.18,15.0,6.25,1.2,17.0,6.5,1.17,2020/21,€7.40m,€113.70m,17.07,6.13,1.19,8.0,4.5,1.33,15.25,1.0897247358851685,1.9963675821806277,0.07145735973017499,0.03688524590163933,0.25117760855399496,6.375,0.125,1.9997226475394072,0.0196078431372549,0.009803921568627416,0.2500961168781238,1.1775,0.014790199457749054,1.99988639414829,0.012560678945009812,0.006900212314224996,0.25003902760034985
G1,06/02/2021,Atromitos,Panathinaikos,A,3.5,3.3,2.1,3.4,3.0,2.2,3.4,3.1,2.2,3.3,3.1,2.25,2020/21,€12.15m,€28.60m,3.52,3.22,2.2,3.4,3.3,2.15,3.4,0.07071067811865482,1.9996879534788257,0.020797258270192596,0.011029411764705843,0.2501082718981202,3.125,0.10897247358851675,1.9991291242535205,0.03487119154832536,0.018000000000000016,0.25029135037042083,2.1875,0.0544862367942584,1.999549948794469,0.024907993963089556,0.012857142857142678,0.2501604653245629
G1,07/02/2021,PAOK,Apollon,D,1.25,5.5,8.0,1.34,5.0,7.5,1.33,5.5,8.25,1.32,5.25,8.5,2020/21,€93.65m,€7.40m,1.28,5.96,9.22,1.22,5.5,10.0,1.31,0.03535533905932741,1.9994696145506632,0.026988808442234665,0.013358778625954137,0.2501926172685995,5.3125,0.2072890493972125,1.9988942420654394,0.039019115180651764,0.020588235294117574,0.2503964325682371,8.0625,0.369754986443726,1.9984717483721222,0.045861083589919506,0.025193798449612448,0.25054970672119037
G1,07/02/2021,Olympiakos,OFI Crete,H,1.22,6.5,11.0,1.25,6.25,8.5,1.25,6.25,10.0,1.24,5.8,11.0,2020/21,€113.70m,€14.20m,1.22,6.57,10.74,1.2,6.5,13.0,1.24,0.012247448713915901,1.9999294377333143,0.009876974769287018,0.00504032258064524,0.25002478926454336,6.2,0.252487623459052,1.998793725116675,0.04072381023533097,0.021169354838709742,0.25043618941861917,10.125,1.0231690964840563,1.992437392772969,0.10105373792435124,0.05246913580246915,0.2529869589917009
G1,07/02/2021,Volos NFC,Asteras Tripolis,A,2.7,3.25,2.55,2.7,2.95,2.7,2.85,2.95,2.6,2.88,3.0,2.6,2020/21,€10.85m,€10.45m,2.94,3.0,2.67,2.9,3.25,2.37,2.7825,0.08317902379807053,1.9993555917151093,0.029893629397329927,0.01549865229110492,0.2502227980277625,3.0374999999999996,0.12437342963832743,1.9988074690047195,0.04094598506611603,0.01954732510288082,0.2503850465057579,2.6125,0.054486236794258534,1.9996876093820926,0.02085597580641475,0.010765550239234534,0.2501059377828
G1,07/02/2021,AEK,Aris,A,2.0,3.3,3.75,1.95,3.4,3.6,2.0,3.3,3.8,2.0,3.25,3.8,2020/21,€40.15m,€18.33m,1.97,3.43,3.97,2.05,3.3,3.6,1.9875,0.021650635094610984,1.999914037535229,0.010893401305464645,0.004716981132075526,0.25003042719785795,3.3125,0.0544862367942584,1.9998055124423033,0.016448675258644047,0.008490566037735903,0.25006624807513955,3.7375,0.0819679815537749,1.9996505573604377,0.021931232522749138,0.010869565217391353,0.25012550107216547
G1,08/02/2021,Panetolikos,Giannina,A,2.8,3.25,2.5,2.65,3.2,2.55,2.7,3.3,2.5,2.75,3.25,2.5,2020/21,€9.78m,€8.35m,2.75,3.52,2.48,3.2,2.9,2.45,2.7249999999999996,0.05590169943749469,1.9996963931817016,0.020514385114676955,0.011467889908256756,0.2501052950698455,3.25,0.03535533905932725,1.9999146300616968,0.010878565864408385,0.005769230769230749,0.2500295963047226,2.5125,0.02165063509461089,1.9999466120408445,0.008617168196860056,0.003731343283582156,0.2500181999077871
G1,13/02/2021,Asteras Tripolis,Lamia,D,1.9,3.1,4.5,1.91,3.0,4.5,1.95,3.05,4.7,1.95,2.9,4.8,2020/21,€10.45m,€9.35m,1.95,2.98,4.86,1.8,2.9,5.25,1.9275,0.022776083947860768,1.999899249525856,0.011816385965167714,0.006160830090791158,0.25003496706201905,3.0125,0.07395099728874524,1.9995636835775439,0.02454804889252954,0.013485477178423189,0.2501541022828865,4.625,0.12990381056766576,1.999431975472338,0.028087310393008814,0.014864864864864824,0.2501949810007902
G1,13/02/2021,Apollon,Atromitos,H,2.62,3.1,2.75,2.8,2.8,2.7,2.75,3.0,2.75,2.75,2.8,2.88,2020/21,€7.40m,€12.15m,2.82,2.94,2.82,2.4,3.1,3.1,2.73,0.06670832032063158,1.9995663297714874,0.024435282168729516,0.01236263736263754,0.2501555611758184,2.925,0.12990381056766592,1.9985811373143916,0.0444115591684328,0.02350427350427342,0.250484500995395,2.77,0.06670832032063158,1.999584308426695,0.024082426108531254,0.012184115523465433,0.2501395572131117
G1,14/02/2021,Aris,Panetolikos,D,1.3,4.5,10.0,1.28,5.0,10.0,1.3,5.25,11.0,1.32,4.6,11.0,2020/21,€18.33m,€9.78m,1.29,5.22,11.37,1.3,4.5,10.0,1.3,0.014142135623730963,1.9999146300616968,0.010878565864408432,0.005769230769230749,0.2500295963047225,4.8375,0.302851035989643,1.9971823221409704,0.06260486532085643,0.03423772609819142,0.2509587705176116,10.5,0.5,1.9983636725938128,0.047619047619047616,0.023809523809523725,0.25056689342403626
G1,14/02/2021,OFI Crete,Volos NFC,A,1.95,3.4,3.5,1.95,3.1,4.1,2.05,3.15,3.95,2.05,3.0,4.0,2020/21,€14.20m,€10.85m,2.06,3.04,4.2,2.05,3.4,3.4,1.9999999999999998,0.04999999999999993,1.999549110825248,0.02499999999999997,0.012499999999999956,0.25015624999999997,3.1625,0.1473728265318949,1.9984492451843687,0.046600103251192064,0.024703557312252933,0.250511455021987,3.8875,0.23014940799402453,1.997420280542787,0.05920242006277158,0.02974276527331199,0.25098820085320217
G1,14/02/2021,Panathinaikos,Olympiakos,H,4.0,3.5,1.83,4.1,3.5,1.83,4.2,3.4,1.9,4.4,3.1,1.91,2020/21,€28.60m,€113.70m,4.33,3.36,1.91,5.25,3.6,1.65,4.175,0.1479019945774906,1.9990990292310284,0.03542562744371032,0.019461077844311614,0.25030505067456826,3.375,0.16393596310755,1.9982701643793321,0.04857361869853333,0.024074074074073915,0.2506498855923387,1.8675000000000002,0.037666297933298336,1.9997065846638458,0.02016936970993217,0.010374832663989197,0.25010159714268726
G1,15/02/2021,Giannina,PAOK,A,7.0,3.8,1.55,7.5,3.9,1.45,7.25,3.95,1.5,7.0,3.75,1.52,2020/21,€8.35m,€93.65m,7.23,4.11,1.48,12.0,4.33,1.3,7.1875,0.2072890493972125,1.9994027260558451,0.028840215568307823,0.01521739130434785,0.2502023351281595,3.8499999999999996,0.07905694150420955,1.9996958102203881,0.02053427052057391,0.011363636363636243,0.25010546210459017,1.505,0.03640054944640263,1.9995766759499356,0.024186411592294108,0.013289036544850585,0.25014911967882764
G1,15/02/2021,Larisa,AEK,A,6.5,3.75,1.5,6.0,3.7,1.55,6.75,3.9,1.53,7.0,3.7,1.52,2020/21,€11.75m,€40.15m,6.84,3.94,1.52,7.5,3.6,1.55,6.5625,0.369754986443726,1.9976890122851447,0.05634361698190111,0.030952380952380842,0.2508392833906884,3.7625,0.0819679815537749,1.9996599658908283,0.02178551004751492,0.01079734219269124,0.2501138897701889,1.5250000000000001,0.018027756377319962,1.9998991892251838,0.011821479591685221,0.006557377049180246,0.2500349493281235
G1,18/02/2021,Apollon,Lamia,A,2.55,3.0,3.0,2.4,2.85,3.2,2.65,2.95,2.95,2.55,2.88,3.0,2020/21,€7.40m,€9.35m,2.69,2.89,3.02,2.4,2.8,3.5,2.5374999999999996,0.08926785535678562,1.9991025723203604,0.035179450386910595,0.018472906403940836,0.2503195886121291,2.92,0.058736700622353664,1.9997084148752957,0.0201153084323129,0.011130136986301498,0.2501005464664178,3.0374999999999996,0.09601432184835763,1.999286530826477,0.03160965328340992,0.015432098765431945,0.2502349969204084
G1,20/02/2021,Atromitos,Larisa,D,1.9,3.0,4.75,1.95,2.8,4.75,2.0,2.95,4.7,1.95,2.9,4.6,2020/21,€12.15m,€11.75m,2.0,2.82,5.07,1.9,3.0,4.5,1.95,0.03535533905932741,1.9997628446468245,0.01813094310734739,0.009615384615384581,0.25008226386701704,2.9124999999999996,0.0739509972887453,1.9995331446479079,0.025390900356650748,0.013948497854077146,0.25016500201332414,4.7,0.061237243569579596,1.9998771027472568,0.01302920075948502,0.0066489361702128935,0.25004336502745744
G1,20/02/2021,AEK,Asteras Tripolis,D,1.36,4.75,8.0,1.4,4.5,6.75,1.4,4.8,7.75,1.38,4.4,8.5,2020/21,€40.15m,€10.45m,1.38,4.65,8.67,1.65,3.75,5.25,1.3849999999999998,0.01658312395177693,1.9998963787025743,0.011973374694423777,0.006317689530685788,0.25003627372276194,4.6125,0.16723860200324547,1.999050328633773,0.03625769149121853,0.019647696476964516,0.2503312674265296,7.75,0.6373774391990981,1.995036755685921,0.08224225021923846,0.04435483870967749,0.2518794996816868
G1,21/02/2021,PAOK,Lamia,H,1.18,6.0,15.0,1.19,6.0,13.5,1.22,6.0,15.0,1.18,6.0,17.0,2020/21,€93.65m,€9.35m,1.16,7.27,17.65,1.08,11.0,19.0,1.1925,0.016393596310755015,1.9998642638342077,0.013747250575056618,0.006813417190775661,0.2500460330003941,6.0,0.0,2.0,0.0,0.0,0.25,15.125,1.243734296383275,1.9951513786180965,0.08223036670302644,0.04338842975206614,0.2516413488659893
G1,21/02/2021,Volos NFC,Apollon,H,2.37,2.87,3.4,2.35,2.85,3.3,2.4,2.9,3.35,2.4,2.88,3.25,2020/21,€10.85m,€7.40m,2.39,2.87,3.52,2.45,2.87,3.3,2.3800000000000003,0.02121320343559634,1.999942639018289,0.008913110687225351,0.004726890756302726,0.250019974103292,2.8750000000000004,0.018027756377319872,1.9999716366530516,0.0062705239573286504,0.003478260869565375,0.25000983085572914,3.3249999999999997,0.05590169943749474,1.999796087041786,0.016812541184208947,0.009398496240601517,0.25007070375416446
G1,21/02/2021,Giannina,OFI Crete,H,2.37,2.75,3.5,2.25,2.8,3.6,2.4,2.9,3.45,2.45,3.0,3.0,2020/21,€8.35m,€14.20m,2.41,2.81,3.59,2.05,3.1,4.0,2.3675,0.07361215932167732,1.9992977474489606,0.031092781128480386,0.016631467793030597,0.2502521045312167,2.8625000000000003,0.09601432184835762,1.9991907167738332,0.03354212116973192,0.018558951965065518,0.25027655205365484,3.3875,0.23014940799402464,1.9965917183125472,0.06794078464768255,0.03413284132841343,0.2513262129038133
G1,21/02/2021,Olympiakos,Aris,D,1.5,4.0,7.5,1.48,4.0,6.5,1.57,4.0,6.0,1.5,3.9,7.0,2020/21,€113.70m,€18.33m,1.52,3.92,6.99,1.61,3.5,6.0,1.5125000000000002,0.03418698582794339,1.9996340382151234,0.022602965836656785,0.011157024793388315,0.250122467205096,3.975,0.043301270189221974,1.999914037535229,0.010893401305464647,0.004716981132075526,0.25003042719785795,6.75,0.5590169943749475,1.9950431653593519,0.08281733249999222,0.04629629629629628,0.2517375183756959
G1,22/02/2021,Panetolikos,Panathinaikos,H,5.5,3.2,1.72,5.0,3.25,1.75,5.75,3.2,1.75,5.5,3.2,1.73,2020/21,€9.78m,€28.60m,5.75,3.17,1.77,4.0,3.3,1.9,5.4375,0.2724311839712921,1.9981678854222962,0.050102286707364066,0.02586206896551735,0.2506740464267785,3.2125000000000004,0.02165063509461089,1.9999673202178099,0.006739497305715452,0.0029182879377431803,0.250011180513111,1.7374999999999998,0.012990381056766592,1.999959656342914,0.007476478306052715,0.003956834532374165,0.2500140197768981
G1,24/02/2021,Larisa,Lamia,A,2.4,3.2,3.0,2.5,2.9,3.0,2.6,3.0,2.95,2.55,2.88,3.0,2020/21,€11.75m,€9.35m,2.62,2.97,3.02,2.45,3.2,3.0,2.5125,0.07395099728874523,1.9993722518394523,0.029433232751739393,0.016169154228855787,0.25022260985343203,2.995,0.12678722333105977,1.9987205116264841,0.042332962714878054,0.02212020033388984,0.2504211735231713,2.9875,0.021650635094610887,1.9999620083076024,0.0072470745086563645,0.003138075313807498,0.2500133525610212
G1,27/02/2021,Apollon,OFI Crete,H,2.4,3.0,3.1,2.4,2.95,3.1,2.55,2.95,3.1,2.5,2.88,3.1,2020/21,€7.40m,€14.20m,2.6,2.87,3.17,2.5,3.0,3.0,2.4625,0.06495190528383288,1.9994990174334653,0.026376408237089494,0.013959390862944066,0.250172064821511,2.9450000000000003,0.042720018726587705,1.9998479471995776,0.014505948633815859,0.007640067911714787,0.25005316858493437,3.1,0.0,2.0,0.0,0.0,0.25
G1,27/02/2021,Asteras Tripolis,PAOK,H,5.75,4.5,1.5,6.0,4.0,1.5,6.0,4.0,1.53,6.5,3.9,1.53,2020/21,€10.45m,€93.65m,6.28,4.05,1.54,5.0,3.8,1.65,6.0625,0.2724311839712921,1.9985565772840843,0.0449371025107286,0.02319587628865971,0.25047846005533936,4.1,0.2345207879911715,1.9976841786336206,0.05720019219296866,0.027439024390243816,0.25072939112526454,1.5150000000000001,0.015000000000000015,1.9999292854321657,0.00990099009900991,0.004950495049504955,0.25002450740123516
G1,28/02/2021,Lamia,Giannina,D,2.45,3.0,3.2,2.5,2.9,2.95,2.45,3.15,3.05,2.4,3.0,3.1,2020/21,€9.35m,€8.35m,2.41,3.22,3.08,2.9,3.0,2.62,2.45,0.03535533905932741,1.9998497714282586,0.014430750636460167,0.007653061224489832,0.25005209417724844,3.0125,0.08926785535678562,1.9993689861431725,0.029632483105986925,0.01556016597510368,0.2502147515667026,3.075,0.09013878188659974,1.9993799982348865,0.02931342500377227,0.016260162601626105,0.25021529174721957
G1,28/02/2021,Larisa,Panetolikos,H,2.45,3.1,3.1,2.35,3.1,3.0,2.45,3.15,3.0,2.45,3.0,3.0,2020/21,€11.75m,€9.78m,2.41,3.28,3.04,2.3,3.1,3.4,2.4250000000000003,0.04330127018922197,1.999768393147001,0.017856193892462666,0.0077319587628865705,0.25008310249307475,3.0875,0.0544862367942584,1.999774464762903,0.01764736414388936,0.009109311740890691,0.25007973042608284,3.025,0.04330127018922197,1.999852995731125,0.01431446948404032,0.006198347107437829,0.25004957366646835
G1,28/02/2021,Panathinaikos,AEK,D,2.7,3.2,2.55,2.7,3.2,2.55,2.75,3.2,2.65,2.75,3.1,2.6,2020/21,€28.60m,€40.15m,2.7,3.29,2.67,3.3,3.25,2.25,2.725,0.02499999999999991,1.999939284770655,0.009174311926605472,0.004587155963302836,0.25002104199983166,3.175,0.043301270189221974,1.9998651149454483,0.013638195335188024,0.0059055118110236116,0.25004800000000005,2.5875,0.04145780987944255,1.999815294135659,0.016022341982393256,0.008454106280193496,0.2500631945403033
G1,01/03/2021,Volos NFC,Olympiakos,A,8.0,5.0,1.28,8.75,4.75,1.33,8.25,4.9,1.37,9.0,4.75,1.33,2020/21,€10.85m,€113.70m,8.86,4.82,1.36,9.0,4.5,1.28,8.5,0.39528470752104744,1.9984392266633833,0.046504083237770284,0.025735294117646967,0.25054192478602916,4.85,0.10606601717798217,1.9996557564045432,0.02186928189236746,0.011597938144329856,0.25011799070322055,1.3275000000000001,0.03191786333700929,1.9995821313900135,0.02404358820113694,0.012711864406779627,0.25014640299453306
G1,06/03/2021,OFI Crete,Larisa,A,1.7,3.4,4.75,1.75,3.6,4.4,1.8,3.6,4.5,1.75,3.4,4.8,2020/21,€14.20m,€11.75m,1.79,3.64,4.54,1.75,3.3,4.5,1.75,0.03535533905932741,1.9997055323693778,0.020203050891044235,0.010714285714285676,0.2501021658493121,3.5,0.10000000000000009,1.9994110647387553,0.0285714285714286,0.014285714285714235,0.2502040816326531,4.6125,0.16723860200324547,1.9990503286337729,0.03625769149121853,0.019647696476964516,0.2503312674265296
G1,06/03/2021,Atromitos,Asteras Tripolis,D,3.4,2.75,2.5,3.0,2.75,2.6,3.1,2.95,2.55,3.1,2.8,2.6,2020/21,€12.15m,€10.45m,3.14,2.93,2.57,3.6,2.75,2.4,3.15,0.14999999999999997,1.9983860686209216,0.04761904761904761,0.023809523809523725,0.2505232027319187,2.8125,0.08196798155377509,1.9993928177268727,0.02914417121912003,0.014444444444444482,0.250201089617888,2.5625,0.04145780987944255,1.9998106721105382,0.0161786575139288,0.008536585365853666,0.2500665149339838
G1,06/03/2021,Giannina,Panathinaikos,H,3.5,3.0,2.25,3.0,2.95,2.45,3.25,3.0,2.4,3.2,2.9,2.4,2020/21,€8.35m,€28.60m,3.38,2.98,2.39,3.0,3.0,2.55,3.2375,0.17809758560968758,1.9978231341363286,0.055010837253957556,0.02992277992277992,0.2507460179356926,2.9625,0.04145780987944252,1.9998584003633644,0.013994197427659921,0.007383966244725482,0.2500496538961119,2.375,0.07500000000000004,1.999273651669308,0.03157894736842107,0.015789473684210353,0.25026422675064636
G1,07/03/2021,Olympiakos,Lamia,H,1.16,7.0,15.0,1.17,6.5,13.5,1.2,6.5,14.0,1.18,6.5,15.0,2020/21,€113.70m,€9.35m,1.16,7.31,15.81,1.16,7.0,15.0,1.1775,0.014790199457749054,1.99988639414829,0.012560678945009812,0.006900212314224996,0.25003902760034985,6.625,0.21650635094610965,1.9992389844441605,0.03268020391639391,0.014150943396226356,0.25024793388429745,14.375,0.649519052838329,1.998521910835352,0.04518393411049245,0.023913043478260843,0.2505211915212312
G1,07/03/2021,Panetolikos,Volos NFC,H,2.0,3.2,4.0,1.91,3.25,4.0,2.05,3.25,3.8,2.05,3.2,3.7,2020/21,€9.78m,€10.85m,2.03,3.31,3.9,2.1,3.1,3.6,2.0025,0.057172983130146314,1.9994075149218116,0.0285508030612466,0.01466916354556802,0.25021326528771126,3.225,0.02499999999999991,1.9999566519593044,0.007751937984496096,0.003875968992248069,0.25001502313562884,3.875,0.12990381056766576,1.9991871947573578,0.03352356401746213,0.01774193548387082,0.25028526308859056
G1,07/03/2021,PAOK,Aris,D,1.7,3.8,5.0,1.78,3.6,4.1,1.75,3.6,4.8,1.78,3.4,4.75,2020/21,€93.65m,€18.33m,1.76,3.61,4.77,1.75,3.6,4.75,1.7525,0.03269174207655508,1.9997478021445683,0.01865434640602287,0.009629101283880281,0.2500894763383574,3.6,0.14142135623730948,1.998886236044991,0.0392837100659193,0.02083333333333326,0.2503875931955596,4.6625,0.3379626458648945,1.996121455062674,0.07248528597638489,0.03686327077747986,0.25150855013175344
G1,08/03/2021,AEK,Apollon,H,1.33,5.0,9.0,1.34,4.75,8.0,1.37,4.7,8.25,1.33,4.75,9.0,2020/21,€40.15m,€7.40m,1.33,5.15,8.88,1.3,5.0,8.5,1.3425,0.016393596310755015,1.9998928501823399,0.012211244924212302,0.006052141527001842,0.2500364256534819,4.8,0.1172603939955857,1.999573082444983,0.024429248749080354,0.01171875,0.25014189369116163,8.5625,0.44633927678392815,1.9980349585614363,0.05212721480688212,0.027372262773722733,0.25068838500156204
G1,10/03/2021,Lamia,Larisa,H,2.0,3.1,3.6,2.0,3.0,4.0,2.15,3.15,3.75,2.05,3.1,3.9,2020/21,€9.35m,€11.75m,2.12,3.02,4.01,2.25,3.0,3.6,2.05,0.061237243569579415,1.9993613690539336,0.029871826131502157,0.015243902439024293,0.250212771808657,3.0875,0.0544862367942584,1.999774464762903,0.01764736414388936,0.009109311740890691,0.25007973042608284,3.8125,0.15155444566227672,1.9988568339148982,0.03975198574748242,0.022131147540983553,0.25040199739328073
G1,14/03/2021,Apollon,Panetolikos,H,2.05,3.1,3.5,2.05,2.95,4.0,2.1,2.95,4.1,2.1,2.88,4.0,2020/21,€7.40m,€9.78m,2.13,2.89,4.24,2.1,2.9,3.6,2.0749999999999997,0.025000000000000133,1.9998952874186193,0.012048192771084404,0.0060240963855420215,0.2500362897372623,2.9699999999999998,0.0803118920210451,1.9994757359881146,0.027041041084526974,0.01388888888888884,0.25017630970234467,3.9,0.2345207879911714,1.9973330818532467,0.060133535382351645,0.028846153846153744,0.2510314045138441
G1,14/03/2021,Aris,OFI Crete,H,1.36,4.33,7.5,1.34,4.5,9.0,1.4,4.6,8.5,1.36,4.4,9.0,2020/21,€18.33m,€14.20m,1.34,4.9,9.31,1.45,4.0,11.0,1.3650000000000002,0.021794494717703297,1.9998167256932426,0.01596666279685223,0.008241758241758212,0.2500624591577987,4.4575,0.1020722783129678,1.9996221792068227,0.022898996817267037,0.012759394279304503,0.2501302128846118,8.5,0.6123724356957945,1.9961756752605337,0.07204381596421111,0.03676470588235303,0.2514727877659412
G1,14/03/2021,Asteras Tripolis,Giannina,A,2.0,3.2,3.5,2.15,2.75,4.0,2.15,2.9,4.2,2.1,2.8,4.2,2020/21,€10.45m,€8.35m,2.14,2.81,4.39,2.3,3.1,3.0,2.1,0.061237243569579415,1.9993815629181482,0.029160592175990197,0.014880952380952328,0.25022327437191505,2.9125,0.17455300054711187,1.9974498459569356,0.05993236070287103,0.0311158798283262,0.25081621965268847,3.9749999999999996,0.28613807855649,1.9961741948945178,0.07198442227836227,0.036163522012578664,0.2514878892733564
G1,14/03/2021,Lamia,Atromitos,D,2.6,2.8,2.8,2.6,2.55,3.25,2.6,2.7,3.35,2.55,2.7,3.3,2020/21,€9.35m,€12.15m,2.68,2.55,3.51,2.37,2.8,3.1,2.5875,0.02165063509461108,1.9999493320376989,0.008367395205646794,0.0036231884057971175,0.25001784651992864,2.6875,0.08926785535678565,1.9992002062898016,0.03321594617926908,0.01744186046511631,0.2502843430659423,3.175,0.21937410968480311,1.9964651154319923,0.06909420777474114,0.0334645669291338,0.2513933691403452
G1,14/03/2021,Larisa,Olympiakos,A,5.75,3.8,1.5,6.25,3.9,1.5,6.0,4.0,1.55,6.5,3.9,1.53,2020/21,€11.75m,€113.70m,5.86,4.08,1.56,10.0,4.5,1.33,6.125,0.2795084971874737,1.998496962251376,0.04563404035713857,0.025510204081632626,0.25052270525401754,3.9,0.07071067811865482,1.9997628446468245,0.01813094310734739,0.009615384615384581,0.25008226386701704,1.52,0.021213203435596444,1.9998597011109425,0.013956054891839766,0.0074013157894736725,0.2500482771103052
G1,14/03/2021,Panathinaikos,PAOK,H,3.4,3.1,2.1,3.5,3.1,2.1,3.65,3.1,2.15,3.7,3.0,2.15,2020/21,€28.60m,€93.65m,3.8,3.1,2.15,5.0,3.4,1.7,3.5625000000000004,0.11924240017711828,1.9991899467855982,0.03347155092691039,0.018421052631578894,0.2502839688364763,3.0749999999999997,0.043301270189221974,1.999856174166598,0.014081713882673813,0.0060975609756099836,0.25005122600915236,2.125,0.02499999999999991,1.9999001572094883,0.0117647058823529,0.00588235294117645,0.25003460207612455
G1,14/03/2021,Volos NFC,AEK,H,5.25,3.4,1.65,4.4,3.3,1.83,4.7,3.35,1.83,4.75,3.3,1.8,2020/21,€10.85m,€40.15m,4.93,3.37,1.81,5.0,3.3,1.72,4.775,0.30516389039334246,1.9970796221609766,0.0639086681452026,0.03403141361256545,0.2509714886240064,3.3375,0.04145780987944255,1.9998889177511878,0.012421815694214997,0.0065543071161049404,0.25003811356669203,1.7775,0.07462405778299656,1.998708754539443,0.04198259228297978,0.02004219409282726,0.2504831936541443
G1,20/03/2021,Apollon,Larisa,A,2.0,3.3,3.6,2.05,3.4,3.4,2.1,3.35,3.6,2.05,3.2,3.7,2020/21,€7.40m,€11.75m,2.11,3.34,3.59,2.37,3.25,2.9,2.05,0.03535533905932741,1.9997854196736613,0.017246506858208496,0.009146341463414753,0.2500744268864173,3.3124999999999996,0.07395099728874513,1.9996392632492341,0.02232482937018721,0.01226415094339628,0.25012717851952215,3.5749999999999997,0.10897247358851693,1.9993251043683955,0.030481810793990753,0.01573426573426584,0.2502422528834002
G1,20/03/2021,Volos NFC,OFI Crete,D,2.25,3.1,3.1,2.45,3.1,2.9,2.35,3.15,3.15,2.4,3.1,3.0,2020/21,€10.85m,€14.20m,2.37,3.13,3.24,2.1,3.1,3.4,2.3625,0.07395099728874524,1.99928979057057,0.03130200943438952,0.01719576719576721,0.2502522468180365,3.1125000000000003,0.021650635094610887,1.999965189447786,0.006956027339634019,0.003012048192771122,0.25001190457294326,3.0375,0.09601432184835762,1.9992769485506727,0.031609653283409915,0.017489711934156382,0.25025462492567246
G1,20/03/2021,Giannina,Atromitos,H,2.15,3.1,3.3,2.1,3.2,3.4,2.15,3.15,3.7,2.1,3.1,3.7,2020/21,€8.35m,€12.15m,2.12,3.14,3.84,2.0,3.1,3.8,2.125,0.02499999999999991,1.9999001572094883,0.0117647058823529,0.00588235294117645,0.25003460207612455,3.1375,0.04145780987944252,1.9998743202118585,0.013213644583089247,0.006972111553784854,0.25004309505835304,3.5249999999999995,0.1785357107135714,1.998145029009554,0.05064842857122594,0.026595744680850908,0.25064961339692615
G1,20/03/2021,Panetolikos,Lamia,A,2.5,2.87,3.1,2.45,2.95,3.0,2.5,3.15,2.95,2.5,3.0,3.0,2020/21,€9.78m,€9.35m,2.49,3.2,2.97,2.55,2.87,2.9,2.4875,0.02165063509461089,1.9999451691473982,0.008703772902356138,0.0037688442211054607,0.2500193254142081,2.9925,0.10207227831296793,1.9991649069099229,0.03410936618645545,0.018588137009189598,0.2502824995325641,3.0125,0.0544862367942584,1.9997649269795168,0.01808671760805258,0.009336099585062207,0.25007993983764715
G1,21/03/2021,Asteras Tripolis,Panathinaikos,D,2.8,3.2,2.37,2.85,3.1,2.45,3.0,3.05,2.55,2.9,3.0,2.55,2020/21,€10.45m,€28.60m,3.02,3.06,2.55,2.7,3.2,2.55,2.8875,0.07395099728874523,1.999528522383476,0.025610734991773236,0.01406926406926412,0.25016059354178555,3.0875000000000004,0.0739509972887453,1.9995875369618703,0.023951740012549082,0.013157894736842035,0.25014063963811844,2.48,0.07549834435270736,1.999328671432707,0.030442880787382,0.016129032258064502,0.25023753712137703
G1,21/03/2021,Olympiakos,Aris,H,1.6,3.8,4.75,1.62,3.7,5.25,1.67,3.65,5.5,1.67,3.6,5.25,2020/21,€113.70m,€18.33m,1.68,3.6,5.54,1.65,3.75,4.5,1.6400000000000001,0.030822070014844802,1.999744947704028,0.018793945131002927,0.009908536585365724,0.25008883260179493,3.6875,0.07395099728874512,1.9997106934683815,0.020054507739320708,0.011016949152542477,0.25009889375249333,5.1875,0.2724311839712921,1.9979858154173276,0.0525168547414539,0.027108433734939652,0.250743365271794
