Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,PSH,PSD,PSA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
G1,06/03/2022,Atromitos,Panathinaikos,A,4.0,3.1,2.05,3.9,3.1,2.0,3.95,3.1,2.05,3.6,3.0,2.05,2021/22,€14.05m,€34.75m,4.15,3.01,2.07,4.0,3.2,2.05,3.8625,0.15562374497485915,1.9988128665060512,0.040290937210319525,0.020226537216828433,0.2504403926720933,3.0749999999999997,0.043301270189221974,1.999856174166598,0.014081713882673813,0.0060975609756099836,0.25005122600915236,2.0374999999999996,0.02165063509461089,1.9999182133505942,0.010626078574042156,0.004601226993864893,0.25002893406890164
G1,06/03/2022,Ionikos,Panetolikos,A,2.3,2.9,3.6,2.35,2.85,3.4,2.3,2.9,3.6,2.25,2.9,3.2,2021/22,€9.90m,€10.25m,2.29,3.04,3.28,2.25,3.0,3.75,2.3,0.03535533905932741,1.9998295358345703,0.015371886547533659,0.008152173913043459,0.25005911561696337,2.8875,0.02165063509461089,1.9999593273052878,0.007498055444021087,0.0032467532467532756,0.25001430178676987,3.4499999999999997,0.16583123951776998,1.9983191183262994,0.04806702594717971,0.025362318840579823,0.2506077013599538
G1,06/03/2022,Lamia,PAOK,A,5.75,3.6,1.65,5.5,3.7,1.62,5.75,3.6,1.65,5.25,3.4,1.62,2021/22,€7.85m,€76.15m,5.28,3.62,1.68,5.0,3.6,1.72,5.5625,0.2072890493972125,1.9989917290900256,0.03726544708264494,0.0196629213483146,0.25036090315553555,3.575,0.10897247358851693,1.9993251043683955,0.03048181079399075,0.01573426573426584,0.2502422528834002,1.6350000000000002,0.014999999999999902,1.999939284770655,0.009174311926605444,0.004587155963303058,0.25002104199983166
G1,06/03/2022,OFI Crete,Apollon,H,1.5,3.8,8.5,1.46,4.0,7.5,1.5,3.8,7.75,1.42,3.75,7.5,2021/22,€15.25m,€6.80m,1.43,4.22,7.74,1.5,4.0,7.5,1.47,0.033166247903554026,1.999631386137535,0.02256207340377825,0.011904761904762085,0.2501302211112013,3.8375000000000004,0.09601432184835763,1.9995520720099025,0.025020018722699055,0.012214983713354943,0.2501490746759793,7.8125,0.409839907768875,1.998046220973961,0.052459508194416006,0.026000000000000023,0.250624933049394
G1,06/03/2022,Volos NFC,Giannina,D,3.4,3.4,2.15,3.3,3.4,2.05,3.4,3.35,2.15,3.4,3.1,2.05,2021/22,€10.30m,€10.45m,3.5,3.33,2.13,2.62,3.1,2.87,3.375,0.04330127018922197,1.999880665596286,0.012830005981991695,0.005555555555555536,0.25004239923116056,3.3125,0.12437342963832743,1.998968951659229,0.03754669573987243,0.017924528301886955,0.25038263249400805,2.0999999999999996,0.050000000000000044,1.9995910341890974,0.023809523809523836,0.011904761904762085,0.2501417233560091
G1,13/03/2022,Panathinaikos,AEK,D,2.1,3.3,3.6,2.05,3.3,3.5,2.1,3.35,3.55,2.15,3.0,3.3,2021/22,€34.75m,€48.83m,2.24,3.15,3.43,2.3,3.2,3.2,2.1,0.03535533905932741,1.9997955170945492,0.016835875742536862,0.008928571428571397,0.25007092196301056,3.2375,0.13863170633011768,1.9986560280244003,0.04282060427185102,0.020270270270270174,0.2505041602986129,3.4875,0.1138804197393038,1.9992235747235083,0.03265388379621614,0.017025089605734678,0.2502820529738353
G1,13/03/2022,PAOK,Giannina,H,1.36,4.2,10.0,1.38,4.6,7.75,1.4,4.5,8.5,1.35,4.2,8.0,2021/22,€76.15m,€10.45m,1.36,4.8,8.48,1.4,4.2,10.0,1.3725,0.019202864369671436,1.9998589702992042,0.01399115801068957,0.007741347905282359,0.25004857367586,4.375,0.17853571071357105,1.998800238535907,0.04080816244881624,0.021428571428571352,0.2504127082920436,8.5625,0.8727650027355588,1.9926967105517739,0.10192875944356891,0.05291970802919699,0.25222404940383863
G1,19/03/2022,OFI Crete,Ionikos,A,2.05,3.25,4.0,2.0,3.2,3.75,2.05,3.2,3.85,2.0,3.0,3.7,2021/22,€15.25m,€9.90m,2.01,3.26,3.96,2.2,3.2,3.6,2.025,0.02499999999999991,1.9998900524545515,0.012345679012345635,0.006172839506172867,0.250038103947569,3.1624999999999996,0.09601432184835763,1.9993281850367581,0.030360259872998466,0.014822134387351804,0.25024515302034933,3.8249999999999997,0.11456439237389596,1.9993559405088945,0.029951475130430318,0.016339869281045916,0.2502180163339861
G1,19/03/2022,Atromitos,Apollon,H,1.65,3.75,5.75,1.65,3.6,5.25,1.65,3.65,5.75,1.6,3.4,5.5,2021/22,€14.05m,€6.80m,1.64,3.6,5.8,1.65,3.75,6.0,1.6375000000000002,0.02165063509461089,1.9998732472131229,0.01322176188983871,0.005725190839694694,0.2500450694068866,3.6,0.12747548783981966,1.999089349031542,0.035409857733283236,0.0190972222222221,0.25032674307171987,5.5625,0.2072890493972125,1.9989917290900256,0.03726544708264494,0.0196629213483146,0.25036090315553555
G1,19/03/2022,Volos NFC,Asteras Tripolis,A,2.8,3.2,2.62,2.7,3.1,2.6,2.8,3.15,2.65,2.7,3.0,2.5,2021/22,€10.30m,€9.93m,2.81,3.11,2.65,2.2,3.3,3.4,2.75,0.04999999999999982,1.9997615248696314,0.01818181818181812,0.009090909090909038,0.2500826446280992,3.1125000000000003,0.07395099728874524,1.999591320979759,0.023759356558633007,0.013052208835341306,0.2501442483178986,2.5925000000000002,0.05629165124598851,1.999657850404228,0.021713269525935778,0.011330761812921919,0.2501222185966826
G1,19/03/2022,Panetolikos,Lamia,A,2.0,3.3,4.2,1.98,3.1,4.0,2.0,3.2,4.1,2.0,3.0,3.8,2021/22,€10.25m,€7.85m,2.04,2.94,4.39,2.05,3.25,3.8,1.995,0.008660254037844393,1.9999863840411463,0.004340979467591174,0.001879699248120259,0.25000475861150057,3.1500000000000004,0.11180339887498944,1.9990909597770783,0.03549314249999665,0.019841269841269993,0.25031570415490595,4.025,0.14790199457749048,1.9990203982860448,0.03674583716210943,0.02018633540372683,0.2503495451683636
G1,20/03/2022,Giannina,Olympiakos,D,5.75,3.4,1.72,4.8,3.5,1.7,5.5,3.4,1.73,4.8,3.25,1.7,2021/22,€10.45m,€118.68m,5.46,3.4,1.71,6.5,3.5,1.66,5.2125,0.42186342576715524,1.9952855291166594,0.08093303132223602,0.04256594724220619,0.25160833056769155,3.3875,0.08926785535678562,1.9994971393500218,0.02635213442266734,0.013837638376383854,0.2501777600084272,1.7125,0.012990381056766592,1.9999585143782062,0.0075856239747542145,0.004014598540145853,0.250014339442553
G1,20/03/2022,Aris,Panathinaikos,D,2.15,3.1,3.8,2.15,3.0,3.7,2.15,3.05,3.75,2.1,2.88,3.7,2021/22,€25.68m,€34.75m,2.21,2.85,3.97,1.83,3.4,5.0,2.1375,0.02165063509461089,1.999925701357953,0.01012895209104603,0.004385964912280826,0.25002625958474844,3.0075000000000003,0.08166241485530541,1.9994653743111641,0.027152922645155578,0.014754779717373268,0.2501902414354054,3.7375,0.04145780987944235,1.9999114035560046,0.011092390603195279,0.005852842809364489,0.25003043061611907
G1,20/03/2022,AEK,PAOK,A,2.0,3.3,4.0,2.1,3.25,3.4,2.05,3.3,3.8,2.05,3.1,3.4,2021/22,€48.83m,€76.15m,2.02,3.31,3.85,1.83,3.4,4.75,2.05,0.03535533905932741,1.9997854196736613,0.017246506858208496,0.009146341463414753,0.2500744268864173,3.2375,0.0819679815537749,1.9995337593230342,0.025318295460625452,0.01254826254826269,0.2501683920511111,3.6500000000000004,0.2598076211353316,1.99635988414458,0.07118017017406345,0.03767123287671237,0.25123300619429123
G1,02/04/2022,Lamia,OFI Crete,A,2.15,3.25,3.5,2.15,3.2,3.4,2.2,3.25,3.5,2.2,2.9,3.3,2021/22,€7.85m,€15.25m,2.21,3.18,3.6,1.75,3.4,5.0,2.175,0.025000000000000133,1.9999046950184836,0.01149425287356328,0.005747126436781658,0.25003302946228034,3.15,0.14577379737113255,1.9984278861542886,0.04627739599083573,0.021825396825396748,0.25059411148597327,3.425,0.08291561975888508,1.999575486409518,0.024208940075586886,0.012773722627737127,0.2501501857573805
G1,02/04/2022,Asteras Tripolis,Atromitos,D,2.0,3.5,4.0,1.98,3.25,3.8,1.97,3.4,3.9,1.95,3.1,3.8,2021/22,€9.93m,€14.05m,2.0,3.27,3.97,2.0,3.2,4.2,1.9749999999999999,0.018027756377319962,1.9999398957925816,0.00912797791256707,0.005063291139240533,0.2500208344322569,3.3125,0.15155444566227672,1.998484913669405,0.04575228548295146,0.025471698113207486,0.2505341698472395,3.875,0.08291561975888508,1.9996708481591756,0.021397579292615505,0.011290322580645107,0.25011214314705854
G1,02/04/2022,Ionikos,Volos NFC,D,2.2,3.2,3.5,2.2,3.1,3.3,2.25,3.15,3.45,2.2,3.0,3.2,2021/22,€9.90m,€10.30m,2.25,3.14,3.41,2.1,3.3,3.6,2.2125000000000004,0.021650635094610887,1.9999311828798416,0.009785597782874975,0.004237288135593209,0.25002340750912894,3.1125000000000003,0.07395099728874524,1.999591320979759,0.023759356558633007,0.013052208835341306,0.2501442483178986,3.3625,0.11924240017711821,1.9990905760082998,0.035462423844496126,0.019516728624535462,0.25031904140753897
G1,02/04/2022,Apollon,Panetolikos,H,2.87,3.1,2.6,2.85,3.0,2.55,2.85,3.1,2.6,2.8,2.88,2.55,2021/22,€6.80m,€10.25m,2.8,3.04,2.72,2.75,3.2,2.62,2.8425,0.025860201081971613,1.9999401493933806,0.009097696071054219,0.004617414248021312,0.2500209980036597,3.02,0.09055385138137424,1.9993475051908258,0.029984719000455046,0.01572847682119205,0.2502330772443629,2.575,0.025000000000000133,1.9999320050095961,0.009708737864077721,0.004854368932038833,0.25002356489772837
G1,03/04/2022,Aris,Giannina,D,1.57,3.8,6.5,1.55,3.75,6.25,1.55,3.8,6.5,1.53,3.4,6.5,2021/22,€25.68m,€10.45m,1.52,3.86,6.85,1.57,3.6,7.0,1.55,0.014142135623730963,1.9999399485920202,0.009123958466923201,0.004838709677419395,0.2500208168527473,3.6875,0.16723860200324564,1.9984902729419523,0.04535284122121916,0.021186440677966045,0.2505701519493201,6.4375,0.10825317547305482,1.999794675150468,0.016816027257950263,0.00728155339805836,0.2500735222037055
G1,03/04/2022,Panathinaikos,PAOK,H,2.55,3.1,3.0,2.4,3.1,3.0,2.5,3.1,3.0,2.35,2.9,3.0,2021/22,€34.75m,€76.15m,2.37,3.03,3.3,2.25,2.87,4.0,2.4499999999999997,0.07905694150420942,1.9992487319073156,0.03226813938947323,0.017857142857143016,0.2502606014384091,3.05,0.08660254037844395,1.9994118808032226,0.02839427553391605,0.012295081967212962,0.2502154553289284,3.0,0.0,2.0,0.0,0.0,0.25
G1,03/04/2022,Olympiakos,AEK,D,1.66,4.0,5.0,1.66,3.6,5.25,1.67,3.9,4.9,1.6,3.5,5.25,2021/22,€118.68m,€48.83m,1.63,3.87,5.25,1.85,3.75,4.2,1.6475,0.027726341266023472,1.9997944376600645,0.016829342194854914,0.007966616084977396,0.25007345405454773,3.75,0.20615528128088298,1.9978185839884193,0.05497474167490213,0.030000000000000027,0.25075708026642196,5.1,0.1541103500742243,1.9993401890042195,0.030217715700828297,0.01593137254901955,0.2502305296324442
G1,09/04/2022,Volos NFC,Lamia,H,3.3,3.4,2.2,3.1,3.1,2.3,3.4,3.35,2.15,3.1,3.0,2.25,2021/22,€10.30m,€7.85m,3.28,3.32,2.23,3.75,3.4,2.0,3.225,0.1299038105676657,1.998832574916845,0.040280251338811066,0.021317829457364157,0.2503991609251996,3.2125,0.16723860200324564,1.9980406739168695,0.052058708794784636,0.02821011673151763,0.2506856437235699,2.225,0.05590169943749469,1.9995445827321883,0.025124359297750424,0.014044943820224587,0.2501579998176322
G1,09/04/2022,OFI Crete,Apollon,A,1.83,3.5,4.5,1.77,3.5,4.5,1.85,3.5,4.3,1.83,3.2,4.2,2021/22,€15.25m,€6.80m,1.77,3.52,4.77,1.85,3.5,4.33,1.8199999999999998,0.030000000000000027,1.9998030284237405,0.0164835164835165,0.008241758241758212,0.25006998420232707,3.425,0.12990381056766573,1.9989465590246038,0.03792811987377102,0.01642335766423364,0.25039333372181105,4.375,0.12990381056766576,1.9993625696690782,0.0296922995583236,0.01571428571428557,0.2502233769716445
G1,09/04/2022,Asteras Tripolis,Ionikos,A,1.9,3.4,4.33,1.93,3.25,4.0,1.85,3.45,4.3,1.88,3.1,4.0,2021/22,€9.93m,€9.90m,1.91,3.47,4.06,1.95,3.4,4.2,1.8900000000000001,0.029154759474226452,1.999828339450526,0.015425798663611878,0.008597883597883493,0.2500595218917866,3.3,0.13693063937629152,1.9987511655192396,0.041494133144330765,0.022727272727272707,0.25044482316987277,4.1575,0.1578567388488689,1.998959988392549,0.03796914945252409,0.019392663860493098,0.2503600709229028
G1,09/04/2022,Panetolikos,Atromitos,A,2.45,3.0,3.2,2.35,3.0,3.1,2.45,3.0,3.2,2.3,2.9,3.1,2021/22,€10.25m,€14.05m,2.33,3.12,3.27,2.2,3.0,3.8,2.3875,0.06495190528383303,1.999465002220241,0.0272049865063175,0.014397905759162333,0.25018729992703004,2.975,0.043301270189221974,1.999846314035118,0.014555048803099822,0.006302521008403339,0.25005478851632695,3.1500000000000004,0.050000000000000044,1.999818246960343,0.015873015873015886,0.007936507936507908,0.2500629881582263
G1,10/04/2022,Giannina,Panathinaikos,D,4.0,3.2,2.05,3.9,3.1,2.0,3.95,3.1,2.05,3.9,3.0,1.95,2021/22,€10.45m,€34.75m,4.0,3.13,2.05,4.2,3.1,2.05,3.9375,0.04145780987944255,1.9999201681031809,0.010528967588429854,0.005555555555555536,0.25002743254920906,3.1,0.07071067811865482,1.9996246239978286,0.022809896167308007,0.012096774193548487,0.2501302760443018,2.0125,0.041457809879442434,1.9996928115940888,0.020600153977362697,0.01086956521739113,0.25010833550688544
G1,10/04/2022,AEK,Aris,A,1.9,3.4,4.33,1.9,3.2,4.2,1.9,3.3,4.3,1.88,3.0,4.2,2021/22,€48.83m,€25.68m,1.96,3.07,4.5,1.72,3.6,5.0,1.895,0.008660254037844393,1.9999849077436034,0.004570054901237147,0.0019788918205803085,0.2500052768963406,3.2249999999999996,0.14790199457749034,1.9984717483721222,0.04586108358991949,0.025193798449612448,0.2505497067211904,4.2575,0.0584700778176324,1.9998640043880653,0.01373342990431765,0.00719318849089845,0.2500470294046222
G1,16/04/2022,Apollon,Volos NFC,D,2.1,3.25,3.6,2.1,3.1,3.6,2.15,3.25,3.6,2.05,3.1,3.4,2021/22,€6.80m,€10.30m,2.15,3.08,3.76,1.95,3.4,4.2,2.1,0.03535533905932741,1.9997955170945487,0.016835875742536862,0.008928571428571397,0.2500709219630106,3.175,0.07499999999999996,1.9995974498364508,0.023622047244094474,0.011811023622047223,0.25013950027900056,3.55,0.08660254037844395,1.9995665789534056,0.024395081796744777,0.010563380281690016,0.25015752993068685
G1,16/04/2022,Panetolikos,Asteras Tripolis,D,2.4,3.1,3.2,2.45,3.0,3.0,2.4,3.1,3.1,2.4,3.0,2.9,2021/22,€10.25m,€9.93m,2.52,3.07,3.01,2.8,3.1,2.7,2.4125,0.02165063509461108,1.9999421022137194,0.008974356515900965,0.0038860103626943143,0.2500197238658777,3.05,0.050000000000000044,1.9998061328047112,0.016393442622950834,0.008196721311475308,0.250067186240258,3.05,0.11180339887498958,1.9990303510960972,0.03665685209016052,0.020491803278688492,0.2503367998321764
G1,17/04/2022,Atromitos,OFI Crete,D,2.0,3.25,4.0,2.0,3.4,3.6,2.0,3.3,3.9,1.88,3.25,3.6,2021/22,€14.05m,€15.25m,2.04,3.39,3.69,2.0,3.25,4.0,1.97,0.05196152422706637,1.9994929133900938,0.026376408237089526,0.011421319796954377,0.25018502782270224,3.3,0.061237243569579415,1.999752828538832,0.018556740475630128,0.009469696969697017,0.25008356602170967,3.775,0.1785357107135712,1.9983887761795913,0.04729422800359502,0.024834437086092676,0.25055362355217825
G1,17/04/2022,Lamia,Ionikos,A,1.85,3.4,4.5,1.85,3.4,4.1,1.9,3.35,4.4,1.88,3.0,4.2,2021/22,€7.85m,€9.90m,1.89,3.42,4.2,2.05,3.25,3.75,1.87,0.02121320343559634,1.9999072806238516,0.01134395905646863,0.006016042780748743,0.2500319469484364,3.2875,0.16723860200324564,1.9980963356526522,0.05087105764357282,0.0237642585551332,0.2507267170490066,4.300000000000001,0.1581138830084191,1.9990243796967155,0.036770670467074204,0.02034883720930236,0.25033851526015766
G1,17/04/2022,Aris,PAOK,H,2.37,3.0,3.4,2.3,2.9,3.3,2.35,3.0,3.3,2.35,2.75,3.2,2021/22,€25.68m,€76.15m,2.47,2.98,3.19,2.62,2.87,3.1,2.3425,0.025860201081971613,1.9999118261419582,0.011039573567543913,0.005602988260405617,0.2500310170685337,2.9125,0.10231690964840563,1.9991022243354917,0.0351302694071779,0.018240343347639465,0.2503245073493408,3.3,0.07071067811865465,1.9996687520844425,0.02142747821777414,0.011363636363636465,0.250114942431724
G1,17/04/2022,Panathinaikos,Olympiakos,H,3.0,3.1,2.5,2.95,3.1,2.4,3.0,3.1,2.5,3.0,2.9,2.38,2021/22,€34.75m,€118.68m,3.13,3.13,2.4,2.75,2.8,3.0,2.9875,0.02165063509461089,1.9999620083076024,0.007247074508656365,0.003138075313807498,0.25001335256102125,3.05,0.08660254037844395,1.9994118808032226,0.02839427553391605,0.012295081967212962,0.2502154553289284,2.4450000000000003,0.05545268253204714,1.9996287807759776,0.0226800337554385,0.011758691206543936,0.2501288913504725
G1,18/04/2022,Giannina,AEK,A,5.25,3.4,1.75,5.0,3.5,1.71,5.25,3.4,1.75,4.8,3.25,1.7,2021/22,€10.45m,€48.83m,5.15,3.37,1.76,5.25,3.3,1.72,5.075,0.1887458608817688,1.9989970557157448,0.03719130263680173,0.019704433497536922,0.2503565993052285,3.3875,0.08926785535678562,1.9994971393500218,0.02635213442266734,0.013837638376383854,0.2501777600084272,1.7275,0.022776083947860768,1.9998745656122634,0.013184419072567738,0.006874095513748291,0.25004354124321176
G1,30/04/2022,OFI Crete,Panetolikos,A,2.15,3.3,3.5,2.1,3.25,3.4,2.15,3.3,3.45,2.1,3.1,3.3,2021/22,€15.25m,€10.25m,2.13,3.43,3.4,2.0,3.5,3.6,2.125,0.02499999999999991,1.9999001572094883,0.0117647058823529,0.00588235294117645,0.25003460207612455,3.2375,0.0819679815537749,1.9995337593230342,0.025318295460625452,0.01254826254826269,0.2501683920511111,3.4124999999999996,0.0739509972887453,1.9996601307128108,0.02167062191611584,0.011904761904761862,0.2501197584297588
G1,30/04/2022,Volos NFC,Atromitos,D,2.37,3.25,3.1,2.35,3.25,2.95,2.4,3.25,3.05,2.35,3.1,2.88,2021/22,€10.30m,€14.05m,2.4,3.34,2.94,1.75,3.6,4.75,2.3675,0.020463381929681054,1.999946214390791,0.008643455936507309,0.004487856388595501,0.2500184583389743,3.2125,0.06495190528383286,1.9997027796042477,0.020218491917146416,0.008754863813229541,0.2501071411564896,2.995,0.08558621384311846,1.9994101806842444,0.028576365223077948,0.015859766277128484,0.25020571697757443
G1,01/05/2022,Olympiakos,Giannina,H,1.33,5.0,10.0,1.31,4.8,10.5,1.33,4.9,10.0,1.27,4.4,12.0,2021/22,€118.68m,€10.45m,1.29,4.7,10.99,1.2,6.0,15.0,1.31,0.024494897427831803,1.9997464819481612,0.01869839498307771,0.009541984732824416,0.2500901706610185,4.775,0.22776083947860737,1.9983357227737695,0.047698605126409915,0.02486910994764413,0.25061855449737064,10.625,0.81967981553775,1.9958039985946876,0.07714633558002354,0.038235294117647145,0.25129543926268744
G1,01/05/2022,Panathinaikos,Aris,H,2.05,2.9,4.33,2.1,2.95,3.9,2.1,2.95,4.3,2.05,2.88,3.8,2021/22,€34.75m,€25.68m,2.09,2.85,4.37,2.05,2.9,4.2,2.075,0.025000000000000133,1.9998952874186189,0.0120481927710844,0.0060240963855420215,0.2500362897372623,2.92,0.030822070014845018,1.999919583172186,0.010555503429741445,0.005565068493150749,0.25002794694514774,4.0825000000000005,0.23541187310753894,1.9975971767078997,0.057663655384577815,0.030465401102265588,0.25083795992120506
G1,01/05/2022,PAOK,AEK,D,2.25,3.1,3.5,2.3,3.2,3.0,2.25,3.15,3.45,2.15,3.1,3.2,2021/22,€76.15m,€48.83m,2.27,3.1,3.42,2.2,3.1,3.6,2.2375,0.0544862367942584,1.9995698940213318,0.024351390746037278,0.012569832402234526,0.25015325228640606,3.1375,0.04145780987944252,1.9998743202118585,0.013213644583089247,0.006972111553784854,0.25004309505835304,3.2874999999999996,0.20116846174288855,1.9972785541578826,0.06119192752635394,0.033269961977186346,0.25097856246724204
G1,02/05/2022,Asteras Tripolis,Lamia,A,1.9,3.1,4.75,1.9,3.2,4.2,1.95,3.1,4.6,1.95,2.9,4.2,2021/22,€9.93m,€7.85m,1.93,3.3,4.24,2.05,3.2,4.2,1.925,0.025000000000000022,1.9998783322990061,0.012987012987012998,0.006493506493506551,0.2500421656265812,3.075,0.10897247358851693,1.9990866996263466,0.035438202793013636,0.018292682926829285,0.2503298252871491,4.4375,0.24334902917414716,1.9978349051652364,0.05483921784206133,0.02887323943661957,0.2507415252036786
G1,02/05/2022,Ionikos,Apollon,H,2.75,3.1,2.7,2.7,3.3,2.5,2.7,3.15,2.7,2.55,3.2,2.55,2021/22,€9.90m,€6.80m,2.58,3.56,2.58,3.75,3.5,1.9,2.675,0.07500000000000011,1.9994280755691043,0.028037383177570135,0.014018691588784993,0.2502068900191435,3.1875000000000004,0.07395099728874512,1.9996129729289014,0.023200312874900424,0.012745098039215863,0.250132029783085,2.6125,0.08926785535678575,1.9991564901529542,0.03416951401216679,0.01794258373205726,0.2502943523456561
G1,04/05/2022,PAOK,Olympiakos,A,2.6,3.2,2.8,2.65,3.1,2.65,2.6,3.2,2.8,2.6,2.9,2.7,2021/22,€76.15m,€118.68m,2.71,3.17,2.7,2.25,3.1,3.4,2.6125,0.02165063509461089,1.9999506147514097,0.00828732443812857,0.003588516746411363,0.2500168459827946,3.1000000000000005,0.12247448713915901,1.998861354897418,0.03950789907714806,0.020161290322580516,0.25041733207827466,2.7375,0.06495190528383282,1.9995931761348331,0.023726723391354457,0.01255707762557079,0.25014223617768006
G1,07/05/2022,Apollon,Lamia,D,2.75,2.8,3.0,2.7,2.8,2.9,2.75,2.85,2.95,2.62,2.8,2.75,2021/22,€6.80m,€7.85m,2.63,2.93,3.0,2.1,3.0,4.2,2.705,0.0531507290636732,1.9997201514486742,0.01964906804572022,0.010166358595194103,0.25009935239591713,2.8124999999999996,0.02165063509461108,1.9999573791589584,0.007698003589195052,0.0033333333333331883,0.2500145549108269,2.9000000000000004,0.09354143466934856,1.999243677842593,0.03225566712736157,0.017241379310344973,0.2502724844110765
G1,07/05/2022,Atromitos,Ionikos,A,2.1,3.2,3.8,2.05,3.1,3.75,2.1,3.2,3.7,2.05,3.1,3.5,2021/22,€14.05m,€9.90m,2.16,3.05,3.76,2.2,3.25,3.5,2.075,0.025000000000000133,1.9998952874186189,0.0120481927710844,0.0060240963855420215,0.2500362897372623,3.1500000000000004,0.050000000000000044,1.999818246960343,0.015873015873015886,0.007936507936507908,0.2500629881582263,3.6875,0.1138804197393037,1.9993058796675307,0.030882825692014563,0.016101694915254372,0.25025148901073074
G1,07/05/2022,Panetolikos,Volos NFC,D,1.95,3.4,4.2,2.0,3.4,3.5,1.95,3.4,4.1,1.91,3.25,3.7,2021/22,€10.25m,€10.30m,1.97,3.67,3.62,2.05,3.4,3.75,1.9525000000000001,0.03191786333700929,1.9998074622493789,0.01634717712522883,0.008642765685019427,0.25006635132352306,3.3625000000000003,0.06495190528383286,1.9997288032186362,0.019316551757273714,0.00836431226765777,0.25009758706935187,3.875,0.28613807855648987,1.9960492822587905,0.07384208478877158,0.040322580645161255,0.2513965335259041
G1,08/05/2022,OFI Crete,Asteras Tripolis,H,2.4,3.1,2.62,2.55,3.25,2.65,2.55,3.3,2.8,2.5,3.1,2.62,2021/22,€15.25m,€9.93m,2.64,3.25,2.72,2.3,3.2,3.2,2.5,0.061237243569579415,1.9995642177525037,0.024494897427831765,0.012499999999999956,0.2501562799411555,3.1875,0.08926785535678552,1.9994347615157992,0.028005601680560165,0.014705882352941124,0.2501948796344828,2.6725,0.07462405778299638,1.9994429916450809,0.027922940236855525,0.013330215154349956,0.2501838681194803
G1,08/05/2022,Giannina,PAOK,H,4.0,3.0,1.9,4.33,3.1,1.9,4.2,3.15,2.0,3.9,3.1,1.91,2021/22,€10.45m,€76.15m,4.4,3.23,1.92,5.5,3.25,1.8,4.1075,0.16783548492497058,1.9987965776897694,0.040860738874003794,0.022671941570298282,0.2504153300474499,3.0875,0.0544862367942584,1.999774464762903,0.01764736414388936,0.009109311740890691,0.25007973042608284,1.9275,0.04205650960315184,1.9996593258222546,0.021819200831725987,0.010051880674448732,0.25011340207906235
G1,08/05/2022,AEK,Panathinaikos,D,1.95,3.0,3.6,2.0,3.0,4.1,2.05,3.2,3.85,2.0,3.0,3.7,2021/22,€48.83m,€34.75m,2.14,2.98,3.96,2.25,3.0,3.6,2.0,0.03535533905932733,1.9997745554126243,0.017677669529663664,0.009374999999999911,0.25007819828035127,3.05,0.08660254037844395,1.999424603097586,0.02839427553391605,0.012295081967212962,0.25018896447467875,3.8124999999999996,0.18833148966649188,1.9982523925401534,0.049398423519079845,0.02704918032786896,0.2505845634238849
G1,08/05/2022,Aris,Olympiakos,A,1.66,3.4,5.0,1.75,3.3,5.0,1.73,3.5,5.25,1.7,3.1,5.25,2021/22,€25.68m,€118.68m,1.71,3.45,5.35,1.57,4.0,6.0,1.71,0.033911649915626375,1.9997156249753574,0.019831374219664546,0.010964912280701844,0.25009975318438193,3.3249999999999997,0.14790199457749037,1.9985626328214345,0.044481802880448236,0.02443609022556381,0.2505163784979668,5.125,0.125,1.9995708393473224,0.024390243902439025,0.012195121951219523,0.2501487209994051
G1,11/05/2022,PAOK,Aris,A,1.95,3.25,4.33,1.95,3.1,4.1,1.95,3.2,4.2,2.0,3.0,3.75,2021/22,€76.15m,€25.68m,2.03,2.98,4.36,2.2,3.1,3.6,1.9625000000000001,0.021650635094610987,1.9999125743541906,0.011032170748846363,0.004777070063694433,0.25002966654800046,3.1375,0.09601432184835762,1.9993223793398283,0.03060217429429725,0.01693227091633487,0.25023849501080436,4.095,0.21523243250030888,1.9979817572012089,0.05255981257638801,0.028083028083028205,0.2507458823427865
G1,11/05/2022,AEK,Giannina,H,1.36,5.0,8.5,1.36,4.5,9.0,1.37,4.6,9.0,1.32,4.2,10.0,2021/22,€48.83m,€10.45m,1.33,4.7,9.95,1.22,7.0,12.0,1.3525,0.019202864369671536,1.9998538929931733,0.01419805128996047,0.006931608133087019,0.2500518555822096,4.574999999999999,0.28613807855648987,1.9971895620058884,0.06254384230742949,0.03415300546448097,0.2509578075519722,9.125,0.5448623679425842,1.9974583910591097,0.059710944432064025,0.03082191780821919,0.25083180807587946
G1,11/05/2022,Olympiakos,Panathinaikos,A,1.95,3.2,4.33,1.93,3.1,4.33,1.97,3.2,4.3,1.95,3.0,4.0,2021/22,€118.68m,€34.75m,1.99,2.96,4.59,2.05,3.25,3.75,1.95,0.014142135623730963,1.9999620586367983,0.007252377242938955,0.0038461538461538325,0.25001315131893176,3.125,0.08291561975888508,1.9994898567400974,0.026532998322843223,0.014000000000000012,0.2501808504430148,4.24,0.13910427743243556,1.9992136708446253,0.032807612601989514,0.015035377358490587,0.2502902089959074
