Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
F1,14/08/2004,Paris SG,Caen,D,1.33,4.33,7.5,1.3,4.5,9.0,1.3,4.0,8.5,1.3,4.33,8.0,2004/5,€81.75m,€22.70m,1.3074999999999999,0.012990381056766592,1.9999290654959754,0.009935281878980186,0.004302103250477973,0.2500241208400484,4.29,0.1812456896039186,1.9987002035188348,0.04224841249508592,0.021853146853146654,0.2504727075925038,8.25,0.5590169943749475,1.9966838578229202,0.06775963568181181,0.037878787878787845,0.2511580387067327,H
F1,14/08/2004,Strasbourg,Toulouse,A,2.1,3.0,3.25,2.0,3.05,3.5,2.1,2.8,3.3,2.05,3.1,3.2,2004/5,€35.10m,€37.10m,2.0625,0.04145780987944255,1.9997075506200475,0.020100756305184268,0.01060606060606073,0.25010309272809017,2.9875,0.1138804197393038,1.9989401962357307,0.03811896895039458,0.01987447698744771,0.25038817107981676,3.3125,0.1138804197393037,1.99915522525941,0.03437899463828036,0.017924528301886955,0.2502796517206158,H
F1,15/08/2004,Marseille,Lille,H,1.61,3.4,5.0,1.55,3.5,5.5,1.6,3.3,4.8,1.57,3.3,5.5,2004/5,€78.60m,€56.25m,1.5825,0.02384848003542366,1.9998360133589521,0.015070129564248757,0.0082938388625593,0.2500571120593249,3.375,0.08291561975888508,1.9995663076193992,0.024567591039669653,0.012962962962963065,0.2501473995636872,5.2,0.3082207001484489,1.9974561700109756,0.0592732115670094,0.03125,0.2508963645591465,H
F1,21/08/2004,Bastia,Ajaccio,H,1.9,3.1,3.75,1.95,3.0,3.75,1.9,3.0,3.6,1.9,3.0,3.75,2004/5,€31.85m,€24.55m,1.9125,0.021650635094610987,1.9999079533580346,0.011320593513522085,0.00490196078431393,0.25003121748178975,3.025,0.04330127018922197,1.999852995731125,0.01431446948404032,0.006198347107437829,0.25004957366646835,3.7125,0.06495190528383286,1.999777688257265,0.017495462702715923,0.007575757575757569,0.2500797109150812,H
F1,21/08/2004,Caen,Monaco,H,3.25,3.25,2.0,3.6,3.0,2.0,3.2,2.9,2.1,3.5,3.1,1.95,2004/5,€22.70m,€103.80m,3.3875,0.16723860200324564,1.9982438046865518,0.04936932900464815,0.026752767527675303,0.25060436457253965,3.0625,0.12930100540985753,1.9987178877995253,0.042220736460361646,0.02346938775510199,0.2504382038028347,2.0125,0.054486236794258465,1.9994742328765758,0.02707390648161911,0.013975155279503104,0.25017720935122717,A
F1,21/08/2004,Istres,Lens,A,2.75,3.0,2.37,2.85,2.9,2.4,3.1,2.8,2.2,2.9,3.0,2.25,2004/5,€18.50m,€52.50m,2.9,0.12747548783981966,1.9986164088662273,0.04395706477235161,0.023706896551723977,0.250462682989809,2.925,0.08291561975888508,1.999417519473801,0.02834722043038806,0.014957264957264904,0.2502068272608226,2.3049999999999997,0.08261355820929146,1.9990721834508234,0.03584102308429131,0.01952277657266821,0.2503234019645615,A
F1,21/08/2004,Lille,Bordeaux,D,2.1,3.25,3.0,2.3,3.0,2.9,2.3,2.8,2.9,2.25,3.1,2.8,2004/5,€56.25m,€52.60m,2.2375,0.0819679815537749,1.9990201289470024,0.03663373477263683,0.018156424581005748,0.2503606864545368,3.0374999999999996,0.16345871038277532,1.9979014317433417,0.053813567204205874,0.029835390946502116,0.25074547216258497,2.9,0.07071067811865482,1.9995710519959546,0.024382992454708558,0.012931034482758452,0.2501488979428904,H
F1,21/08/2004,Nice,Marseille,D,2.75,3.0,2.37,2.9,3.0,2.3,2.9,2.8,2.3,2.75,2.9,2.4,2004/5,€34.45m,€78.60m,2.825,0.07499999999999996,1.9994915114306264,0.026548672566371664,0.013274336283185972,0.25017620800375917,2.925,0.08291561975888508,1.999417519473801,0.02834722043038806,0.014957264957264904,0.2502068272608225,2.3425000000000002,0.04380353866983815,1.9997480163471866,0.018699482890005614,0.009871931696904923,0.25008687976977056,A
F1,21/08/2004,Stade Rennais FC,Nantes,H,2.1,3.25,3.0,2.0,3.25,3.25,2.1,2.9,3.2,2.0,3.1,3.3,2004/5,€61.30m,€47.35m,2.05,0.050000000000000044,1.9995708393473226,0.02439024390243905,0.012195121951219523,0.2501487209994051,3.125,0.14361406616345074,1.998460746041749,0.04595650117230424,0.02400000000000002,0.2505615588363599,3.1875,0.1138804197393037,1.9990696899529028,0.035727190506448216,0.018627450980392313,0.25033951522789333,H
F1,21/08/2004,Sochaux,Auxerre,A,2.0,3.25,3.25,2.15,3.0,3.2,2.1,2.9,3.2,2.05,3.1,3.2,2004/5,€49.65m,€47.85m,2.075,0.05590169943749474,1.9994763458425027,0.02694057804216614,0.015060240963855609,0.25018170184593463,3.0625,0.12930100540985753,1.9987178877995253,0.042220736460361646,0.02346938775510199,0.2504382038028347,3.2125000000000004,0.02165063509461089,1.9999673202178099,0.006739497305715452,0.0029182879377431803,0.250011180513111,H
F1,21/08/2004,St Etienne,Strasbourg,D,2.0,3.25,3.25,2.1,3.0,3.3,2.1,2.9,3.2,1.9,3.1,3.6,2004/5,€37.50m,€35.10m,2.025,0.08291561975888508,1.998781899058905,0.04094598506611609,0.021604938271605034,0.25043748277843975,3.0625,0.12930100540985753,1.9987178877995253,0.042220736460361646,0.02346938775510199,0.2504382038028347,3.3375000000000004,0.15562374497485917,1.9984542843903483,0.04662883744565068,0.023408239700374533,0.2504979065014924,H
F1,21/08/2004,Toulouse,Paris SG,H,2.75,3.25,2.25,3.1,3.0,2.2,2.9,2.8,2.3,2.8,3.1,2.25,2004/5,€37.10m,€81.75m,2.8874999999999997,0.13404756618454516,1.9984601719768045,0.046423399544431226,0.024891774891774965,0.2505088888740521,3.0374999999999996,0.16345871038277532,1.9979014317433417,0.053813567204205874,0.029835390946502116,0.25074547216258497,2.25,0.03535533905932725,1.999821874838928,0.015713484026367668,0.008333333333333304,0.2500617741386221,A
F1,22/08/2004,Metz,Lyon,D,3.0,3.1,2.2,3.5,3.05,2.0,3.2,2.9,2.1,3.0,3.0,2.2,2004/5,€35.70m,€133.90m,3.175,0.20463381929681126,1.9970442038620484,0.06445159662891693,0.0334645669291338,0.2509564013840831,3.0125,0.07395099728874523,1.9995636835775439,0.024548048892529536,0.013485477178423189,0.2501541022828865,2.125,0.08291561975888508,1.9988942420654394,0.0390191151806518,0.020588235294117796,0.2503964325682371,A
F1,27/08/2004,Nice,Bastia,D,1.83,3.25,3.75,2.0,3.05,3.5,1.9,3.1,3.5,1.9,3.1,3.6,2004/5,€34.45m,€31.85m,1.9075000000000002,0.06057020719792856,1.9992752369699374,0.03175371281673843,0.01671035386631714,0.25024698997982414,3.125,0.07500000000000004,1.9995873729574543,0.02400000000000001,0.01200000000000001,0.250138141810613,3.5875,0.10231690964840563,1.9994169466640752,0.028520392933353487,0.014808362369337802,0.2501957673777693,H
F1,28/08/2004,Ajaccio,Stade Rennais FC,D,2.37,3.0,2.75,2.25,3.0,3.0,2.4,2.9,2.7,2.37,3.0,2.7,2004/5,€24.55m,€61.30m,2.3475,0.05760859310901456,1.9995619536733138,0.02454040175037894,0.01198083067092659,0.25015824358824795,2.975,0.043301270189221974,1.9998463140351177,0.014555048803099822,0.006302521008403339,0.25005478851632695,2.7874999999999996,0.12437342963832743,1.998585683713928,0.04461827072226993,0.02130044843049328,0.2504538499086816,H
F1,28/08/2004,Auxerre,Caen,H,1.57,3.4,5.5,1.6,3.5,5.0,1.65,3.3,4.4,1.57,3.3,5.5,2004/5,€47.85m,€22.70m,1.5975000000000001,0.032691742076554994,1.9996993890463552,0.020464314288923313,0.010563380281690238,0.2501016517901327,3.375,0.08291561975888508,1.9995663076193992,0.024567591039669653,0.012962962962963065,0.2501473995636872,5.1,0.4527692569068707,1.9942029439494866,0.08877828566801386,0.04656862745098023,0.25221297397278364,H
F1,28/08/2004,Bordeaux,Sochaux,H,2.0,3.0,3.5,1.85,3.1,4.0,1.9,3.1,3.5,1.83,3.2,3.75,2004/5,€52.60m,€49.65m,1.895,0.06576473218982949,1.9991378849529882,0.034704344163498414,0.01846965699208436,0.25028750387413135,3.1,0.07071067811865482,1.9996246239978281,0.022809896167308007,0.012096774193548487,0.2501302760443017,3.6875,0.2072890493972125,1.9977397145865754,0.05621397949754915,0.029661016949152463,0.2507505422578034,H
