Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
SP1,07/11/2010,Getafe,Barcelona,A,8.5,5.0,1.33,8.0,4.9,1.33,7.3,4.5,1.35,8.0,4.8,1.36,2010/11,€66.40m,€604.70m,11.7647,12.5,12.5,13.6986,20.0,20.4082,20.8333,22.2222,75.188,75.188,73.5294,74.0741,A,12.6158,0.8008,20.8659,0.9661,74.4949,0.8307,LaLigaPrimeraDivision
SP1,07/11/2010,Levante,La Coruna,A,2.3,3.2,3.2,2.2,3.2,3.15,2.3,3.2,2.8,2.25,3.1,3.4,2010/11,€37.40m,€63.70m,43.4783,45.4545,44.4444,43.4783,31.25,31.25,32.2581,31.25,31.25,31.746,29.4118,35.7143,H,44.2139,0.9442,31.502,0.504,32.0305,2.6532,LaLigaPrimeraDivision
SP1,07/11/2010,Osasuna,Hercules,H,2.0,3.3,3.8,2.0,3.25,3.65,2.1,3.3,3.1,2.1,3.2,3.6,2010/11,€57.90m,€51.70m,50.0,50.0,47.619,47.619,30.303,30.7692,31.25,30.303,26.3158,27.3973,27.7778,32.2581,H,48.8095,1.3747,30.6563,0.4527,28.4372,2.6214,LaLigaPrimeraDivision
SP1,07/11/2010,Real Madrid,Ath Madrid,H,1.29,5.5,9.5,1.28,5.4,8.5,1.3,5.0,8.0,1.3,5.0,10.0,2010/11,€519.00m,€187.00m,77.5194,78.125,76.9231,76.9231,18.1818,18.5185,20.0,20.0,10.5263,11.7647,10.0,12.5,H,77.3727,0.575,19.1751,0.9624,11.1977,1.1406,LaLigaPrimeraDivision
SP1,07/11/2010,Villarreal,Ath Bilbao,H,1.8,3.6,4.33,1.7,3.6,4.6,1.75,3.4,4.3,1.83,3.3,4.5,2010/11,€170.60m,€112.00m,55.5556,58.8235,54.6448,57.1429,27.7778,27.7778,30.303,29.4118,23.0947,21.7391,22.2222,23.2558,H,56.5417,1.8384,28.8176,1.2546,22.578,0.7204,LaLigaPrimeraDivision
SP1,07/11/2010,Zaragoza,Mallorca,H,2.4,3.2,3.0,2.35,3.2,2.9,2.4,3.2,2.7,2.3,3.2,3.2,2010/11,€57.00m,€53.70m,41.6667,42.5532,43.4783,41.6667,31.25,31.25,31.25,31.25,33.3333,34.4828,31.25,37.037,H,42.3412,0.8656,31.25,0.0,34.0258,2.4125,LaLigaPrimeraDivision
SP1,08/11/2010,Sevilla,Valencia,H,2.2,3.4,3.2,2.1,3.35,3.25,2.1,3.3,3.1,2.2,3.3,3.2,2010/11,€175.60m,€176.60m,45.4545,47.619,45.4545,47.619,29.4118,29.8507,30.303,30.303,31.25,30.7692,31.25,32.2581,H,46.5368,1.2497,29.9671,0.4272,31.3818,0.6266,LaLigaPrimeraDivision
SP1,13/11/2010,Ath Bilbao,Almeria,H,1.67,3.75,5.0,1.65,3.5,5.2,1.65,3.5,4.6,1.7,3.6,5.0,2010/11,€112.00m,€73.60m,59.8802,60.6061,58.8235,60.6061,26.6667,28.5714,27.7778,28.5714,20.0,19.2308,20.0,21.7391,H,59.979,0.8429,27.8968,0.9014,20.2425,1.0616,LaLigaPrimeraDivision
SP1,13/11/2010,Ath Madrid,Osasuna,H,1.62,3.75,5.5,1.6,3.7,5.4,1.6,3.6,5.0,1.62,3.8,5.5,2010/11,€187.00m,€57.90m,61.7284,62.5,61.7284,62.5,26.6667,27.027,26.3158,27.7778,18.1818,18.5185,18.1818,20.0,H,62.1142,0.4455,26.9468,0.6255,18.7205,0.8676,LaLigaPrimeraDivision
SP1,13/11/2010,Barcelona,Villarreal,H,1.2,6.25,13.0,1.22,6.0,10.5,1.28,5.0,9.0,1.25,5.5,12.0,2010/11,€604.70m,€170.60m,83.3333,81.9672,80.0,78.125,16.0,16.6667,18.1818,20.0,7.6923,9.5238,8.3333,11.1111,H,80.8564,2.2776,17.7121,1.7776,9.1651,1.503,LaLigaPrimeraDivision
SP1,14/11/2010,Hercules,Sociedad,H,2.1,3.3,3.5,2.15,3.25,3.25,2.2,3.2,3.0,2.2,3.25,3.3,2010/11,€51.70m,€66.70m,47.619,46.5116,45.4545,45.4545,30.303,30.7692,30.7692,31.25,28.5714,30.7692,30.303,33.3333,H,46.2599,1.0341,30.7728,0.3866,30.7442,1.9681,LaLigaPrimeraDivision
SP1,14/11/2010,Malaga,Levante,H,1.95,3.5,3.8,1.95,3.35,3.7,2.0,3.3,3.3,1.95,3.5,3.8,2010/11,€71.05m,€37.40m,51.2821,51.2821,51.2821,50.0,28.5714,29.8507,28.5714,30.303,26.3158,27.027,26.3158,30.303,H,50.9616,0.641,29.3241,0.8886,27.4904,1.9048,LaLigaPrimeraDivision
SP1,14/11/2010,Mallorca,La Coruna,D,1.8,3.5,4.5,1.75,3.45,4.5,1.8,3.4,4.0,1.8,3.4,4.6,2010/11,€53.70m,€63.70m,55.5556,57.1429,55.5556,55.5556,28.5714,28.9855,29.4118,29.4118,22.2222,22.2222,21.7391,25.0,H,55.9524,0.7936,29.0951,0.4029,22.7959,1.487,LaLigaPrimeraDivision
SP1,14/11/2010,Santander,Espanol,D,2.38,3.0,3.2,2.3,3.1,3.1,2.2,3.2,3.0,2.35,3.25,3.0,2010/11,€59.30m,€78.40m,42.0168,43.4783,42.5532,45.4545,33.3333,32.2581,30.7692,31.25,31.25,32.2581,33.3333,33.3333,H,43.3757,1.5116,31.9026,1.1378,32.5437,1.0004,LaLigaPrimeraDivision
SP1,14/11/2010,Sp Gijon,Real Madrid,A,12.0,5.5,1.25,10.0,5.5,1.25,10.0,5.0,1.25,10.0,5.25,1.29,2010/11,€53.40m,€519.00m,8.3333,10.0,10.0,10.0,18.1818,18.1818,19.0476,20.0,80.0,80.0,77.5194,80.0,A,9.5833,0.8334,18.8528,0.8669,79.3798,1.2403,LaLigaPrimeraDivision
SP1,14/11/2010,Valencia,Getafe,H,1.62,3.75,5.5,1.6,3.65,5.5,1.55,3.7,5.4,1.57,4.0,5.5,2010/11,€176.60m,€66.40m,61.7284,62.5,63.6943,64.5161,26.6667,27.3973,25.0,27.027,18.1818,18.1818,18.1818,18.5185,H,63.1097,1.2382,26.5228,1.0581,18.266,0.1684,LaLigaPrimeraDivision
SP1,14/11/2010,Zaragoza,Sevilla,A,3.0,3.25,2.38,2.9,3.3,2.3,2.8,3.2,2.3,3.1,3.25,2.3,2010/11,€57.00m,€175.60m,33.3333,34.4828,32.2581,35.7143,30.7692,30.303,30.7692,31.25,42.0168,43.4783,43.4783,43.4783,A,33.9471,1.4877,30.7728,0.3866,43.1129,0.7307,LaLigaPrimeraDivision
SP1,20/11/2010,Almeria,Barcelona,A,12.0,5.5,1.25,11.0,5.85,1.22,9.0,4.9,1.28,12.0,5.5,1.25,2010/11,€73.60m,€604.70m,8.3333,9.0909,8.3333,11.1111,18.1818,17.094,18.1818,20.4082,80.0,81.9672,80.0,78.125,A,9.2172,1.3122,18.4665,1.3924,80.023,1.5688,LaLigaPrimeraDivision
SP1,20/11/2010,Real Madrid,Ath Bilbao,H,1.17,7.0,15.0,1.15,7.0,14.0,1.18,5.8,13.0,1.18,6.5,15.0,2010/11,€519.00m,€112.00m,85.4701,86.9565,84.7458,84.7458,14.2857,14.2857,15.3846,17.2414,6.6667,7.1429,6.6667,7.6923,H,85.4796,1.0422,15.2994,1.3945,7.0422,0.4881,LaLigaPrimeraDivision
SP1,20/11/2010,Villarreal,Valencia,D,2.0,3.5,3.6,2.0,3.7,3.25,2.1,3.3,3.1,2.05,3.6,3.4,2010/11,€170.60m,€176.60m,50.0,50.0,48.7805,47.619,28.5714,27.027,27.7778,30.303,27.7778,30.7692,29.4118,32.2581,H,49.0999,1.1424,28.4198,1.4049,30.0542,1.9116,LaLigaPrimeraDivision
SP1,21/11/2010,Espanol,Hercules,H,1.91,3.3,4.2,1.85,3.35,4.1,1.9,3.3,3.7,1.95,3.3,4.0,2010/11,€78.40m,€51.70m,52.356,54.0541,51.2821,52.6316,30.303,29.8507,30.303,30.303,23.8095,24.3902,25.0,27.027,H,52.581,1.1417,30.1899,0.2262,25.0567,1.4006,LaLigaPrimeraDivision
SP1,21/11/2010,La Coruna,Malaga,H,2.25,3.25,3.2,2.15,3.15,3.35,2.0,3.3,3.3,2.15,3.25,3.4,2010/11,€63.70m,€71.05m,44.4444,46.5116,46.5116,50.0,30.7692,31.746,30.7692,30.303,31.25,29.8507,29.4118,30.303,H,46.8669,2.3049,30.8968,0.6073,30.2039,0.7866,LaLigaPrimeraDivision
SP1,21/11/2010,Levante,Santander,H,2.38,3.25,3.0,2.25,3.25,3.05,2.3,3.2,2.8,2.38,3.25,3.0,2010/11,€37.40m,€59.30m,42.0168,44.4444,42.0168,43.4783,30.7692,30.7692,30.7692,31.25,33.3333,32.7869,33.3333,35.7143,H,42.9891,1.19,30.8894,0.2404,33.792,1.3072,LaLigaPrimeraDivision
SP1,21/11/2010,Osasuna,Sp Gijon,H,1.83,3.4,4.5,1.85,3.35,4.1,1.85,3.4,3.8,1.85,3.4,4.33,2010/11,€57.90m,€53.40m,54.6448,54.0541,54.0541,54.0541,29.4118,29.8507,29.4118,29.4118,22.2222,24.3902,23.0947,26.3158,H,54.2018,0.2953,29.5215,0.2195,24.0057,1.7791,LaLigaPrimeraDivision
SP1,21/11/2010,Sevilla,Mallorca,A,1.67,3.75,5.0,1.57,3.85,5.35,1.6,3.6,5.0,1.67,3.75,5.0,2010/11,€175.60m,€53.70m,59.8802,63.6943,59.8802,62.5,26.6667,25.974,26.6667,27.7778,20.0,18.6916,20.0,20.0,H,61.4887,1.9202,26.7713,0.7462,19.6729,0.6542,LaLigaPrimeraDivision
SP1,21/11/2010,Sociedad,Ath Madrid,A,2.75,3.3,2.5,2.7,3.3,2.45,2.7,3.2,2.4,2.8,3.25,2.4,2010/11,€66.70m,€187.00m,36.3636,37.037,35.7143,37.037,30.303,30.303,30.7692,31.25,40.0,40.8163,41.6667,41.6667,A,36.538,0.6343,30.6563,0.4527,41.0374,0.7994,LaLigaPrimeraDivision
SP1,22/11/2010,Getafe,Zaragoza,D,1.8,3.5,4.5,1.75,3.5,4.4,1.75,3.4,4.3,1.85,3.4,4.33,2010/11,€66.40m,€57.00m,55.5556,57.1429,54.0541,57.1429,28.5714,28.5714,29.4118,29.4118,22.2222,22.7273,23.0947,23.2558,H,55.9739,1.4825,28.9916,0.4852,22.825,0.4587,LaLigaPrimeraDivision
SP1,27/11/2010,Ath Madrid,Espanol,A,1.62,3.6,6.0,1.67,3.8,5.25,1.7,3.5,4.4,1.67,3.6,5.5,2010/11,€187.00m,€78.40m,61.7284,59.8802,59.8802,58.8235,27.7778,26.3158,27.7778,28.5714,16.6667,19.0476,18.1818,22.7273,H,60.0781,1.2077,27.6107,0.9408,19.1558,2.5763,LaLigaPrimeraDivision
SP1,27/11/2010,Sevilla,Getafe,A,1.67,3.75,5.0,1.67,3.8,5.25,1.6,3.6,5.0,1.67,4.0,4.75,2010/11,€175.60m,€66.40m,59.8802,59.8802,59.8802,62.5,26.6667,26.3158,25.0,27.7778,20.0,19.0476,21.0526,20.0,H,60.5352,1.3099,26.4401,1.1446,20.025,0.819,LaLigaPrimeraDivision
SP1,27/11/2010,Zaragoza,Villarreal,A,3.25,3.25,2.2,3.4,3.35,2.05,2.9,3.2,2.25,3.25,3.25,2.2,2010/11,€57.00m,€170.60m,30.7692,29.4118,30.7692,34.4828,30.7692,29.8507,30.7692,31.25,45.4545,48.7805,45.4545,44.4444,A,31.3582,2.1791,30.6598,0.5851,46.0335,1.8922,LaLigaPrimeraDivision
SP1,28/11/2010,Ath Bilbao,Osasuna,H,1.73,3.6,4.75,1.67,3.55,4.95,1.7,3.5,4.4,1.73,3.5,5.0,2010/11,€112.00m,€57.90m,57.8035,59.8802,57.8035,58.8235,27.7778,28.169,28.5714,28.5714,21.0526,20.202,20.0,22.7273,H,58.5777,0.9926,28.2724,0.3804,20.9955,1.2414,LaLigaPrimeraDivision
SP1,28/11/2010,Hercules,Levante,H,1.83,3.5,4.33,1.85,3.4,4.1,1.85,3.4,3.8,1.8,3.5,4.5,2010/11,€51.70m,€37.40m,54.6448,54.0541,55.5556,54.0541,28.5714,29.4118,28.5714,29.4118,23.0947,24.3902,22.2222,26.3158,H,54.5772,0.7092,28.9916,0.4852,24.0057,1.7791,LaLigaPrimeraDivision
SP1,28/11/2010,Mallorca,Malaga,H,1.73,3.75,4.5,1.7,3.6,4.6,1.7,3.5,4.4,1.73,3.5,5.0,2010/11,€53.70m,€71.05m,57.8035,58.8235,57.8035,58.8235,26.6667,27.7778,28.5714,28.5714,22.2222,21.7391,20.0,22.7273,H,58.3135,0.5889,27.8968,0.9014,21.6722,1.1855,LaLigaPrimeraDivision
SP1,28/11/2010,Santander,La Coruna,H,2.2,3.2,3.4,2.15,3.25,3.25,2.3,3.2,2.8,2.25,3.2,3.3,2010/11,€59.30m,€63.70m,45.4545,46.5116,44.4444,43.4783,31.25,30.7692,31.25,31.25,29.4118,30.7692,30.303,35.7143,H,44.9722,1.3055,31.1298,0.2404,31.5496,2.833,LaLigaPrimeraDivision
SP1,28/11/2010,Sp Gijon,Sociedad,A,2.1,3.25,3.6,2.05,3.25,3.5,2.0,3.3,3.3,2.1,3.2,3.6,2010/11,€53.40m,€66.70m,47.619,48.7805,47.619,50.0,30.7692,30.7692,31.25,30.303,27.7778,28.5714,27.7778,30.303,H,48.5046,1.1374,30.7728,0.3866,28.6075,1.1906,LaLigaPrimeraDivision
SP1,28/11/2010,Valencia,Almeria,H,1.33,5.0,9.0,1.37,4.5,7.6,1.4,4.1,7.0,1.4,4.33,8.5,2010/11,€176.60m,€73.60m,75.188,72.9927,71.4286,71.4286,20.0,22.2222,23.0947,24.3902,11.1111,13.1579,11.7647,14.2857,H,72.7595,1.779,22.4268,1.8468,12.5798,1.4219,LaLigaPrimeraDivision
SP1,29/11/2010,Barcelona,Real Madrid,H,2.1,3.3,3.5,2.05,3.7,3.1,2.0,3.3,3.3,2.1,3.4,3.4,2010/11,€604.70m,€519.00m,47.619,48.7805,47.619,50.0,30.303,27.027,29.4118,30.303,28.5714,32.2581,29.4118,30.303,H,48.5046,1.1374,29.2612,1.5476,30.1361,1.5815,LaLigaPrimeraDivision
SP1,04/12/2010,Levante,Ath Madrid,H,4.2,3.5,1.83,4.0,3.6,1.8,3.7,3.3,1.9,4.0,3.75,1.85,2010/11,€37.40m,€187.00m,23.8095,25.0,25.0,27.027,28.5714,27.7778,26.6667,30.303,54.6448,55.5556,54.0541,52.6316,A,25.2091,1.3356,28.3297,1.53,54.2215,1.2268,LaLigaPrimeraDivision
SP1,04/12/2010,Osasuna,Barcelona,A,15.0,6.0,1.2,11.5,5.75,1.22,10.0,5.0,1.25,13.0,5.5,1.25,2010/11,€57.90m,€604.70m,6.6667,8.6957,7.6923,10.0,16.6667,17.3913,18.1818,20.0,83.3333,81.9672,80.0,80.0,A,8.2637,1.4234,18.06,1.4337,81.3251,1.6286,LaLigaPrimeraDivision
SP1,04/12/2010,Real Madrid,Valencia,H,1.4,4.5,7.5,1.38,5.0,8.0,1.33,4.8,7.3,1.44,4.75,6.5,2010/11,€519.00m,€176.60m,71.4286,72.4638,69.4444,75.188,22.2222,20.0,21.0526,20.8333,13.3333,12.5,15.3846,13.6986,H,72.1312,2.3922,21.027,0.9168,13.7291,1.2123,LaLigaPrimeraDivision
SP1,05/12/2010,Almeria,Zaragoza,D,2.2,3.2,3.4,2.2,3.2,3.2,2.1,3.3,3.1,2.25,3.2,3.3,2010/11,€73.60m,€57.00m,45.4545,45.4545,44.4444,47.619,31.25,31.25,31.25,30.303,29.4118,31.25,30.303,32.2581,H,45.7431,1.3382,31.0132,0.4735,30.8057,1.2251,LaLigaPrimeraDivision
SP1,05/12/2010,Espanol,Sp Gijon,H,1.62,3.75,5.5,1.62,3.5,5.75,1.65,3.5,4.6,1.73,3.6,5.0,2010/11,€78.40m,€53.40m,61.7284,61.7284,57.8035,60.6061,26.6667,28.5714,27.7778,28.5714,18.1818,17.3913,20.0,21.7391,H,60.4666,1.8526,27.8968,0.9014,19.328,1.9433,LaLigaPrimeraDivision
SP1,05/12/2010,Getafe,Mallorca,H,2.0,3.4,3.75,2.05,3.35,3.4,2.0,3.3,3.3,2.05,3.5,3.5,2010/11,€66.40m,€53.70m,50.0,48.7805,48.7805,50.0,29.4118,29.8507,28.5714,30.303,26.6667,29.4118,28.5714,30.303,H,49.3902,0.7041,29.5342,0.7378,28.7382,1.5515,LaLigaPrimeraDivision
SP1,05/12/2010,Malaga,Santander,H,2.0,3.4,3.75,2.0,3.3,3.6,2.1,3.3,3.1,2.05,3.4,3.6,2010/11,€71.05m,€59.30m,50.0,50.0,48.7805,47.619,29.4118,30.303,29.4118,30.303,26.6667,27.7778,27.7778,32.2581,H,49.0999,1.1424,29.8574,0.5145,28.6201,2.4812,LaLigaPrimeraDivision
SP1,05/12/2010,Sociedad,Ath Bilbao,H,2.3,3.3,3.1,2.35,3.2,2.95,2.3,3.2,2.8,2.38,3.4,2.9,2010/11,€66.70m,€112.00m,43.4783,42.5532,42.0168,43.4783,30.303,31.25,29.4118,31.25,32.2581,33.8983,34.4828,35.7143,H,42.8816,0.7229,30.5537,0.8825,34.0884,1.4359,LaLigaPrimeraDivision
SP1,05/12/2010,Villarreal,Sevilla,H,1.83,3.5,4.2,1.91,3.6,4.0,1.9,3.3,3.7,1.8,3.75,4.2,2010/11,€170.60m,€175.60m,54.6448,52.356,55.5556,52.6316,28.5714,27.7778,26.6667,30.303,23.8095,25.0,23.8095,27.027,H,53.797,1.5541,28.3297,1.53,24.9115,1.5179,LaLigaPrimeraDivision
SP1,06/12/2010,La Coruna,Hercules,H,2.2,3.2,3.4,2.1,3.2,3.4,1.85,3.4,3.8,2.25,3.1,3.4,2010/11,€63.70m,€51.70m,45.4545,47.619,44.4444,54.0541,31.25,31.25,32.2581,29.4118,29.4118,29.4118,29.4118,26.3158,H,47.893,4.3156,31.0425,1.1864,28.6378,1.548,LaLigaPrimeraDivision
SP1,11/12/2010,Ath Madrid,La Coruna,H,1.44,4.2,7.0,1.55,3.9,6.75,1.55,3.7,5.4,1.53,3.75,7.0,2010/11,€187.00m,€63.70m,69.4444,64.5161,65.3595,64.5161,23.8095,25.641,26.6667,27.027,14.2857,14.8148,14.2857,18.5185,H,65.959,2.3574,25.786,1.4426,15.4762,2.0435,LaLigaPrimeraDivision
SP1,11/12/2010,Getafe,Villarreal,H,2.5,3.3,2.75,2.55,3.6,2.65,2.5,3.3,2.5,2.5,3.3,2.75,2010/11,€66.40m,€170.60m,40.0,39.2157,40.0,40.0,30.303,27.7778,30.303,30.303,36.3636,37.7358,36.3636,40.0,H,39.8039,0.3922,29.6717,1.2626,37.6158,1.7161,LaLigaPrimeraDivision
SP1,11/12/2010,Sevilla,Almeria,A,1.4,4.5,7.5,1.4,4.25,7.5,1.4,4.1,7.0,1.4,4.5,8.0,2010/11,€175.60m,€73.60m,71.4286,71.4286,71.4286,71.4286,22.2222,23.5294,22.2222,24.3902,13.3333,13.3333,12.5,14.2857,H,71.4286,0.0,23.091,1.063,13.3631,0.7298,LaLigaPrimeraDivision
SP1,12/12/2010,Ath Bilbao,Espanol,H,1.95,3.4,3.9,1.95,3.35,3.7,1.9,3.3,3.7,1.91,3.5,4.0,2010/11,€112.00m,€78.40m,51.2821,51.2821,52.356,52.6316,29.4118,29.8507,28.5714,30.303,25.641,27.027,25.0,27.027,H,51.8879,0.7086,29.5342,0.7378,26.1738,1.0194,LaLigaPrimeraDivision
SP1,12/12/2010,Barcelona,Sociedad,H,1.1,8.5,26.0,1.08,9.25,21.0,1.1,7.3,15.0,1.1,10.0,17.0,2010/11,€604.70m,€66.70m,90.9091,92.5926,90.9091,90.9091,11.7647,10.8108,10.0,13.6986,3.8462,4.7619,5.8824,6.6667,H,91.33,0.8418,11.5685,1.5927,5.2893,1.2396,LaLigaPrimeraDivision
SP1,12/12/2010,Hercules,Malaga,H,2.1,3.4,3.4,2.1,3.3,3.3,1.9,3.3,3.7,2.2,3.3,3.3,2010/11,€51.70m,€71.05m,47.619,47.619,45.4545,52.6316,29.4118,30.303,30.303,30.303,29.4118,30.303,30.303,27.027,H,48.331,3.0432,30.0802,0.4456,29.2612,1.5476,LaLigaPrimeraDivision
SP1,12/12/2010,Mallorca,Santander,A,1.73,3.5,5.0,1.65,3.5,5.25,1.65,3.5,4.6,1.73,3.75,4.5,2010/11,€53.70m,€59.30m,57.8035,60.6061,57.8035,60.6061,28.5714,28.5714,26.6667,28.5714,20.0,19.0476,22.2222,21.7391,H,59.2048,1.6181,28.0952,0.9524,20.7522,1.484,LaLigaPrimeraDivision
SP1,12/12/2010,Sp Gijon,Levante,D,1.91,3.5,3.9,1.9,3.35,3.9,2.0,3.3,3.3,2.0,3.3,3.75,2010/11,€53.40m,€37.40m,52.356,52.6316,50.0,50.0,28.5714,29.8507,30.303,30.303,25.641,25.641,26.6667,30.303,H,51.2469,1.4442,29.757,0.8187,27.0629,2.2135,LaLigaPrimeraDivision
SP1,12/12/2010,Zaragoza,Real Madrid,A,12.0,5.5,1.25,10.5,6.0,1.22,10.0,5.0,1.25,10.0,5.5,1.29,2010/11,€57.00m,€519.00m,8.3333,9.5238,10.0,10.0,18.1818,16.6667,18.1818,20.0,80.0,81.9672,77.5194,80.0,A,9.4643,0.7867,18.2576,1.3636,79.8716,1.8218,LaLigaPrimeraDivision
SP1,13/12/2010,Valencia,Osasuna,D,1.4,4.5,7.5,1.4,4.25,7.5,1.4,4.1,7.0,1.44,4.33,7.0,2010/11,€176.60m,€57.90m,71.4286,71.4286,69.4444,71.4286,22.2222,23.5294,23.0947,24.3902,13.3333,13.3333,14.2857,14.2857,H,70.9326,0.9921,23.3091,0.9027,13.8095,0.5499,LaLigaPrimeraDivision
SP1,18/12/2010,Espanol,Barcelona,A,12.0,5.5,1.25,10.0,5.5,1.25,7.8,4.6,1.33,11.0,6.0,1.25,2010/11,€78.40m,€604.70m,8.3333,10.0,9.0909,12.8205,18.1818,18.1818,16.6667,21.7391,80.0,80.0,80.0,75.188,A,10.0612,1.9617,18.6923,2.1531,78.797,2.406,LaLigaPrimeraDivision
SP1,18/12/2010,La Coruna,Sp Gijon,D,2.05,3.25,3.75,2.0,3.25,3.65,1.85,3.4,3.8,2.05,3.1,4.0,2010/11,€63.70m,€53.40m,48.7805,50.0,48.7805,54.0541,30.7692,30.7692,32.2581,29.4118,26.6667,27.3973,25.0,26.3158,H,50.4038,2.5005,30.8021,1.1626,26.345,1.0034,LaLigaPrimeraDivision
SP1,18/12/2010,Levante,Ath Bilbao,A,2.8,3.25,2.5,2.6,3.2,2.6,2.4,3.3,2.65,2.7,3.3,2.6,2010/11,€37.40m,€112.00m,35.7143,38.4615,37.037,41.6667,30.7692,31.25,30.303,30.303,40.0,38.4615,38.4615,37.7358,A,38.2199,2.5571,30.6563,0.4527,38.6647,0.9537,LaLigaPrimeraDivision
SP1,18/12/2010,Sociedad,Valencia,A,3.1,3.25,2.3,2.85,3.25,2.35,2.75,3.3,2.3,3.1,3.3,2.3,2010/11,€66.70m,€176.60m,32.2581,35.0877,32.2581,36.3636,30.7692,30.7692,30.303,30.303,43.4783,42.5532,43.4783,43.4783,A,33.9919,2.0686,30.5361,0.2692,43.247,0.4626,LaLigaPrimeraDivision
SP1,18/12/2010,Villarreal,Mallorca,H,1.53,3.8,6.5,1.5,3.9,6.25,1.5,3.8,5.7,1.6,4.0,5.5,2010/11,€170.60m,€53.70m,65.3595,66.6667,62.5,66.6667,26.3158,25.641,25.0,26.3158,15.3846,16.0,18.1818,17.5439,H,65.2982,1.9646,25.8182,0.6314,16.7776,1.3044,LaLigaPrimeraDivision
SP1,19/12/2010,Almeria,Getafe,A,2.5,3.2,2.8,2.5,3.25,2.7,2.4,3.2,2.7,2.5,3.2,2.88,2010/11,€73.60m,€66.40m,40.0,40.0,40.0,41.6667,31.25,30.7692,31.25,31.25,35.7143,37.037,34.7222,37.037,H,40.4167,0.8333,31.1298,0.2404,36.1276,1.1255,LaLigaPrimeraDivision
SP1,19/12/2010,Malaga,Ath Madrid,A,3.25,3.5,2.1,3.2,3.3,2.15,3.1,3.3,2.1,3.1,3.5,2.2,2010/11,€71.05m,€187.00m,30.7692,31.25,32.2581,32.2581,28.5714,30.303,28.5714,30.303,47.619,46.5116,45.4545,47.619,A,31.6338,0.7471,29.4372,0.9997,46.801,1.0384,LaLigaPrimeraDivision
SP1,19/12/2010,Osasuna,Zaragoza,D,2.0,3.4,3.75,1.91,3.2,4.1,1.85,3.4,3.8,2.0,3.4,3.8,2010/11,€57.90m,€57.00m,50.0,52.356,50.0,54.0541,29.4118,31.25,29.4118,29.4118,26.6667,24.3902,26.3158,26.3158,H,51.6025,1.976,29.8714,0.9191,25.9221,1.0346,LaLigaPrimeraDivision
SP1,19/12/2010,Real Madrid,Sevilla,H,1.2,6.5,13.0,1.18,6.5,12.5,1.22,5.3,11.0,1.2,7.0,12.0,2010/11,€519.00m,€175.60m,83.3333,84.7458,83.3333,81.9672,15.3846,15.3846,14.2857,18.8679,7.6923,8.0,8.3333,9.0909,H,83.3449,1.1344,15.9807,1.9933,8.2791,0.6012,LaLigaPrimeraDivision
SP1,20/12/2010,Santander,Hercules,D,1.91,3.4,4.0,1.9,3.35,3.9,2.0,3.3,3.3,1.95,3.25,4.2,2010/11,€59.30m,€51.70m,52.356,52.6316,51.2821,50.0,29.4118,29.8507,30.7692,30.303,25.0,25.641,23.8095,30.303,H,51.5674,1.1962,30.0837,0.5842,26.1884,2.8461,LaLigaPrimeraDivision
SP1,02/01/2011,Ath Bilbao,La Coruna,A,1.67,3.5,5.5,1.65,3.55,5.15,1.7,3.5,4.4,1.67,3.6,5.5,2010/11,€112.00m,€63.70m,59.8802,60.6061,59.8802,58.8235,28.5714,28.169,27.7778,28.5714,18.1818,19.4175,18.1818,22.7273,H,59.7975,0.734,28.2724,0.3804,19.6271,2.1473,LaLigaPrimeraDivision
SP1,02/01/2011,Barcelona,Levante,H,1.06,11.0,29.0,1.05,11.0,29.0,1.07,7.5,20.0,1.06,12.0,29.0,2010/11,€604.70m,€37.40m,94.3396,95.2381,94.3396,93.4579,9.0909,9.0909,8.3333,13.3333,3.4483,3.4483,3.4483,5.0,H,94.3438,0.7268,9.9621,2.2757,3.8362,0.7758,LaLigaPrimeraDivision
SP1,02/01/2011,Sevilla,Osasuna,H,1.62,3.75,5.5,1.6,3.65,5.45,1.6,3.6,5.0,1.65,4.0,5.0,2010/11,€175.60m,€57.90m,61.7284,62.5,60.6061,62.5,26.6667,27.3973,25.0,27.7778,18.1818,18.3486,20.0,20.0,H,61.8336,0.8955,26.7104,1.23,19.1326,1.0039,LaLigaPrimeraDivision
SP1,02/01/2011,Sp Gijon,Malaga,A,2.2,3.3,3.25,2.15,3.2,3.3,2.1,3.3,3.1,2.15,3.3,3.4,2010/11,€53.40m,€71.05m,45.4545,46.5116,46.5116,47.619,30.303,31.25,30.303,30.303,30.7692,30.303,29.4118,32.2581,H,46.5242,0.8838,30.5398,0.4735,30.6855,1.1901,LaLigaPrimeraDivision
