Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
P1,08/01/2005,Sp Lisbon,Benfica,H,2.2,3.0,3.0,2.3,3.05,2.85,2.4,2.9,2.7,2.2,3.0,3.0,2004/5,€89.40m,€120.05m,2.275,0.08291561975888487,1.9990472091364968,0.036446426267641704,0.019230769230769162,0.2503209332485095,2.9875000000000003,0.0544862367942584,1.9997590808604244,0.018238070893475615,0.009414225941422494,0.2500852273896842,2.8875,0.12437342963832741,1.9986515202158857,0.043073049225394774,0.022727272727272707,0.2504852606994067,H
P1,09/01/2005,Beira Mar,Sp Braga,A,2.5,3.1,2.5,2.9,3.2,2.2,2.8,2.9,2.3,2.6,3.1,2.4,2004/5,€8.10m,€33.05m,2.7,0.1581138830084189,1.9975243161232001,0.05856069741052551,0.03240740740740744,0.2508605323856714,3.075,0.10897247358851693,1.9990866996263468,0.035438202793013636,0.018292682926829285,0.2503298252871491,2.3499999999999996,0.11180339887498944,1.9983662414541512,0.047575914414889134,0.02659574468085113,0.25056833539184703,A
P1,09/01/2005,Belenenses,Gil Vicente,A,1.9,3.0,3.75,1.75,3.4,4.05,1.85,3.1,3.6,1.9,3.1,3.6,2004/5,€24.35m,€8.20m,1.85,0.061237243569579415,1.99920220925694,0.0331012127403132,0.016891891891891886,0.2502896749647363,3.15,0.14999999999999997,1.9983860686209216,0.04761904761904761,0.023809523809523725,0.2505232027319187,3.75,0.18371173070873825,1.9982905164007518,0.048989794855663536,0.02499999999999991,0.2505560326205804,H
P1,09/01/2005,Leiria,Maritimo,D,2.0,3.0,3.4,2.1,3.25,3.05,2.1,2.8,3.3,2.0,3.1,3.3,2004/5,€17.83m,€21.20m,2.05,0.050000000000000044,1.9995708393473226,0.02439024390243905,0.012195121951219523,0.2501487209994051,3.0374999999999996,0.16345871038277532,1.9979014317433417,0.053813567204205874,0.029835390946502116,0.25074547216258497,3.2625,0.12930100540985753,1.9988543699351145,0.03963249207964982,0.02011494252873569,0.25041972056377027,H
P1,09/01/2005,Moreirense,Academica,H,2.0,3.0,3.4,1.9,3.3,3.55,1.85,3.1,3.6,2.0,3.1,3.3,2004/5,€6.15m,€13.73m,1.9375,0.06495190528383288,1.9991871947573576,0.03352356401746213,0.01774193548387082,0.25028526308859056,3.125,0.10897247358851675,1.9991291242535205,0.03487119154832536,0.018000000000000016,0.25029135037042083,3.4625,0.11924240017711828,1.9991424163330875,0.034438238318301305,0.018953068592057587,0.2503007393874224,H
P1,09/01/2005,Penafiel,Nacional,A,1.9,3.0,3.75,1.9,3.15,3.75,2.0,3.1,3.2,1.8,3.1,4.0,2004/5,€5.73m,€10.25m,1.9,0.07071067811865474,1.99900044193615,0.037216146378239334,0.019736842105263053,0.25034770247056315,3.0875,0.0544862367942584,1.9997744647629032,0.01764736414388936,0.009109311740890691,0.2500797304260829,3.675,0.29261749776799056,1.9953286333895242,0.07962380891646002,0.04081632653061229,0.25180355361505885,H
P1,09/01/2005,Porto,Rio Ave,D,1.3,4.33,8.0,1.4,4.0,6.75,1.4,3.7,6.5,1.36,3.75,8.0,2004/5,€158.15m,€11.10m,1.3650000000000002,0.04092676385936219,1.9993468719668563,0.029982977186345922,0.015567765567765735,0.2502345771767259,3.9450000000000003,0.24964975465639855,1.9971423817775185,0.06328257405738873,0.033903675538656364,0.2509378794877562,7.3125,0.6931585316505886,1.9934980936852678,0.0947909103111916,0.04914529914529919,0.252271383975026,H
P1,15/01/2005,Academica,Porto,D,5.5,3.4,1.53,5.3,3.6,1.55,4.6,3.4,1.6,5.0,3.5,1.57,2004/5,€13.73m,€158.15m,5.1,0.3391164991562635,1.996782068427061,0.0664934312071105,0.03676470588235281,0.25116714134408863,3.475,0.08291561975888508,1.9995908651694054,0.023860610002556855,0.0125899280575541,0.25013912875740074,1.5625,0.025860201081971523,1.999802658737536,0.016550528692461774,0.009199999999999875,0.2500679685527012,A
P1,15/01/2005,Guimaraes,Beira Mar,H,1.72,3.2,4.33,1.75,3.4,4.05,1.7,3.2,4.2,1.72,3.25,4.2,2004/5,€20.40m,€8.10m,1.7225,0.01785357107135714,1.9999226119908105,0.01036491789338586,0.005442670537010308,0.2500266375025901,3.2625,0.0819679815537749,1.9995482147619437,0.025124285533724106,0.012452107279693703,0.2501505453962654,4.194999999999999,0.09912113800799516,1.9995967165221418,0.023628400001905882,0.012514898688915421,0.25014080760137825,H
P1,16/01/2005,Benfica,Boavista,H,1.83,3.0,4.0,1.7,3.45,4.3,1.85,3.1,3.6,1.61,3.3,5.0,2004/5,€120.05m,€29.10m,1.7475,0.09807522622966516,1.997714143055894,0.05612316236318464,0.03040057224606585,0.2508157050686962,3.2125,0.1745530005471118,1.9978743298325983,0.0543355643726418,0.030155642023346196,0.2507295638520785,4.2250000000000005,0.511737237261468,1.989538502623343,0.12112123958851313,0.06656804733727806,0.2534508328212774,H
