Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
Poland,Ekstraklasa,2020/2021,06/03/2021,19:00,Rakow,Cracovia,0,0,D,1.9,3.43,4.72,1.92,3.67,5.13,1.83,3.35,4.48
Poland,Ekstraklasa,2020/2021,07/03/2021,11:30,Piast Gliwice,Stal Mielec,2,1,H,1.91,3.36,4.78,1.96,3.43,4.8,1.86,3.28,4.4
Poland,Ekstraklasa,2020/2021,07/03/2021,14:00,Pogon Szczecin,Lech Poznan,0,1,A,2.45,3.32,3.14,2.5,3.35,3.14,2.36,3.21,2.99
Poland,Ekstraklasa,2020/2021,07/03/2021,16:30,Slask Wroclaw,Legia,0,1,A,5.55,4.03,1.66,5.75,4.03,1.71,5.28,3.76,1.63
Poland,Ekstraklasa,2020/2021,08/03/2021,17:00,Warta Poznan,Wisla Plock,2,0,H,3.16,2.91,2.72,3.2,3.03,2.82,3.07,2.84,2.56
Poland,Ekstraklasa,2020/2021,12/03/2021,17:00,Cracovia,Slask Wroclaw,1,1,D,2.06,3.35,4.07,2.2,3.35,4.15,2.08,3.15,3.66
Poland,Ekstraklasa,2020/2021,12/03/2021,19:30,Jagiellonia,Pogon Szczecin,0,1,A,4.29,3.76,1.88,4.4,3.76,1.96,4.08,3.5,1.85
Poland,Ekstraklasa,2020/2021,13/03/2021,14:00,Wisla Plock,Rakow,2,2,D,4.26,3.45,1.98,4.36,3.45,2.04,3.91,3.26,1.97
Poland,Ekstraklasa,2020/2021,13/03/2021,16:30,Lechia Gdansk,Wisla,2,0,H,2.55,3.29,3.01,2.63,3.29,3.05,2.48,3.09,2.91
Poland,Ekstraklasa,2020/2021,13/03/2021,19:00,Legia,Warta Poznan,3,2,H,1.32,5.22,12.17,1.36,5.22,12.17,1.32,4.81,9.81
Poland,Ekstraklasa,2020/2021,14/03/2021,14:00,Gornik Z.,Zaglebie,2,0,H,2.6,3.42,2.86,2.66,3.42,3.25,2.47,3.24,2.8
Poland,Ekstraklasa,2020/2021,14/03/2021,16:30,Lech Poznan,Piast Gliwice,0,0,D,2.17,3.33,3.74,2.23,3.5,3.75,2.1,3.26,3.48
Poland,Ekstraklasa,2020/2021,15/03/2021,17:00,Stal Mielec,Podbeskidzie,2,1,H,2.37,3.31,3.3,2.45,3.31,3.42,2.29,3.14,3.18
Poland,Ekstraklasa,2020/2021,19/03/2021,17:00,Piast Gliwice,Cracovia,2,0,H,2.11,3.15,4.22,2.17,3.2,4.26,2.07,3.04,3.87
Poland,Ekstraklasa,2020/2021,19/03/2021,19:30,Pogon Szczecin,Lechia Gdansk,1,0,H,2.03,3.26,4.37,2.04,3.32,4.54,1.97,3.17,4.06
Poland,Ekstraklasa,2020/2021,20/03/2021,14:00,Slask Wroclaw,Wisla Plock,0,0,D,2.5,3.23,3.15,2.54,3.23,3.3,2.43,3.07,3.02
Poland,Ekstraklasa,2020/2021,20/03/2021,16:30,Rakow,Gornik Z.,0,0,D,1.72,3.78,5.43,1.83,3.79,5.51,1.7,3.56,4.97
Poland,Ekstraklasa,2020/2021,20/03/2021,19:00,Lech Poznan,Jagiellonia,2,3,A,1.47,4.61,7.36,1.5,4.61,7.36,1.46,4.38,6.48
Poland,Ekstraklasa,2020/2021,21/03/2021,11:30,Warta Poznan,Podbeskidzie,2,0,H,2.33,3.22,3.48,2.38,3.22,3.58,2.28,3.05,3.31
Poland,Ekstraklasa,2020/2021,21/03/2021,14:00,Wisla,Stal Mielec,3,1,H,2.03,3.67,3.8,2.13,3.67,3.94,1.99,3.43,3.62
Poland,Ekstraklasa,2020/2021,21/03/2021,16:30,Zaglebie,Legia,0,4,A,4.3,3.77,1.88,4.39,3.81,2.01,3.97,3.5,1.88
Poland,Ekstraklasa,2020/2021,03/04/2021,11:30,Wisla Plock,Piast Gliwice,0,1,A,3.24,3.25,2.43,3.26,3.26,2.6,3.04,3.09,2.41
Poland,Ekstraklasa,2020/2021,03/04/2021,16:30,Legia,Pogon Szczecin,4,2,H,1.83,3.34,5.43,1.83,3.6,5.43,1.77,3.41,4.82
Poland,Ekstraklasa,2020/2021,03/04/2021,19:00,Cracovia,Lech Poznan,2,1,H,3.02,3.23,2.59,3.45,3.32,2.6,2.97,3.12,2.43
Poland,Ekstraklasa,2020/2021,05/04/2021,11:30,Gornik Z.,Warta Poznan,1,2,A,2.35,3.1,3.59,2.35,3.42,4.33,2.21,3.11,3.41
Poland,Ekstraklasa,2020/2021,05/04/2021,14:00,Podbeskidzie,Wisla,2,0,H,3.69,3.67,2.06,3.74,3.67,2.25,3.46,3.46,2.04
Poland,Ekstraklasa,2020/2021,05/04/2021,16:30,Jagiellonia,Slask Wroclaw,0,1,A,2.33,3.38,3.31,2.43,3.38,3.34,2.29,3.23,3.09
Poland,Ekstraklasa,2020/2021,05/04/2021,19:00,Lechia Gdansk,Zaglebie,3,1,H,2.45,3.37,3.1,2.45,3.45,3.1,2.34,3.29,2.97
Poland,Ekstraklasa,2020/2021,09/04/2021,17:00,Jagiellonia,Cracovia,2,1,H,3.4,3.27,2.34,3.41,3.33,2.39,3.21,3.15,2.29
Poland,Ekstraklasa,2020/2021,09/04/2021,19:30,Wisla,Rakow,1,2,A,3.99,3.63,1.99,3.99,3.79,2.09,3.72,3.5,1.96
Poland,Ekstraklasa,2020/2021,10/04/2021,14:00,Pogon Szczecin,Wisla Plock,2,0,H,1.76,3.45,5.74,1.8,3.53,5.74,1.74,3.32,5.23
Poland,Ekstraklasa,2020/2021,10/04/2021,16:30,Warta Poznan,Stal Mielec,0,0,D,2.76,3.01,3.01,2.83,3.16,3.1,2.6,2.94,2.93
Poland,Ekstraklasa,2020/2021,10/04/2021,19:00,Slask Wroclaw,Lechia Gdansk,1,1,D,2.93,3.25,2.64,3.01,3.34,2.66,2.8,3.12,2.57
Poland,Ekstraklasa,2020/2021,11/04/2021,14:00,Zaglebie,Podbeskidzie,2,1,H,2.13,3.57,3.58,2.17,3.6,3.62,2.07,3.42,3.44
Poland,Ekstraklasa,2020/2021,11/04/2021,16:30,Lech Poznan,Legia,0,0,D,3.52,3.52,2.17,3.67,3.65,2.21,3.37,3.39,2.1
Poland,Ekstraklasa,2020/2021,12/04/2021,17:00,Piast Gliwice,Gornik Z.,2,0,H,2.0,3.49,4.14,2.05,3.49,4.18,1.96,3.31,3.9
Poland,Ekstraklasa,2020/2021,16/04/2021,17:00,Podbeskidzie,Pogon Szczecin,0,2,A,3.8,3.34,2.15,3.88,3.4,2.21,3.62,3.2,2.1
Poland,Ekstraklasa,2020/2021,16/04/2021,19:30,Gornik Z.,Slask Wroclaw,1,1,D,2.13,3.43,3.75,2.2,3.45,3.82,2.09,3.25,3.57
Poland,Ekstraklasa,2020/2021,17/04/2021,14:00,Lechia Gdansk,Piast Gliwice,2,2,D,2.68,3.27,2.86,2.7,3.31,2.92,2.59,3.13,2.75
Poland,Ekstraklasa,2020/2021,17/04/2021,16:30,Rakow,Lech Poznan,3,1,H,2.45,3.24,3.21,2.47,3.37,3.21,2.37,3.16,3.05
Poland,Ekstraklasa,2020/2021,17/04/2021,19:00,Wisla,Warta Poznan,0,1,A,2.02,3.64,3.85,2.08,3.64,4.07,1.97,3.39,3.78
Poland,Ekstraklasa,2020/2021,18/04/2021,11:30,Stal Mielec,Zaglebie,0,2,A,2.48,3.37,3.05,2.61,3.37,3.13,2.44,3.24,2.87
Poland,Ekstraklasa,2020/2021,18/04/2021,14:00,Wisla Plock,Jagiellonia,2,2,D,2.01,3.61,3.95,2.06,3.61,4.04,1.97,3.41,3.79
Poland,Ekstraklasa,2020/2021,18/04/2021,16:30,Legia,Cracovia,0,0,D,1.51,4.17,7.87,1.51,4.26,8.5,1.48,3.98,7.24
Poland,Ekstraklasa,2020/2021,20/04/2021,17:00,Pogon Szczecin,Gornik Z.,1,0,H,1.91,3.49,4.57,1.95,3.6,4.77,1.86,3.37,4.29
Poland,Ekstraklasa,2020/2021,20/04/2021,17:00,Warta Poznan,Rakow,0,2,A,4.35,3.35,2.0,4.35,3.5,2.02,4.05,3.26,1.94
Poland,Ekstraklasa,2020/2021,20/04/2021,19:30,Lech Poznan,Lechia Gdansk,3,0,H,1.83,3.88,4.44,1.88,3.9,4.6,1.79,3.64,4.26
Poland,Ekstraklasa,2020/2021,20/04/2021,19:30,Slask Wroclaw,Podbeskidzie,4,3,H,2.48,3.29,3.12,2.53,3.43,3.14,2.37,3.22,2.97
Poland,Ekstraklasa,2020/2021,21/04/2021,17:00,Jagiellonia,Stal Mielec,3,3,D,2.93,3.51,2.49,3.0,3.51,2.52,2.83,3.35,2.4
Poland,Ekstraklasa,2020/2021,21/04/2021,17:00,Zaglebie,Wisla,4,1,H,2.35,3.76,2.97,2.39,3.82,3.1,2.26,3.61,2.89
Poland,Ekstraklasa,2020/2021,21/04/2021,19:30,Cracovia,Wisla Plock,1,0,H,2.51,2.96,3.42,2.52,3.1,3.75,2.41,2.93,3.22
Poland,Ekstraklasa,2020/2021,21/04/2021,19:30,Piast Gliwice,Legia,0,1,A,4.13,3.56,1.97,4.21,3.56,2.07,3.93,3.36,1.95
Poland,Ekstraklasa,2020/2021,23/04/2021,17:00,Rakow,Slask Wroclaw,2,0,H,1.64,3.87,6.16,1.66,4.0,6.35,1.6,3.76,5.68
Poland,Ekstraklasa,2020/2021,23/04/2021,19:30,Podbeskidzie,Lech Poznan,1,0,H,4.01,3.82,1.93,4.01,3.88,1.97,3.8,3.66,1.89
Poland,Ekstraklasa,2020/2021,24/04/2021,14:00,Gornik Z.,Wisla Plock,0,2,A,2.27,3.31,3.52,2.3,3.38,3.6,2.21,3.17,3.36
Poland,Ekstraklasa,2020/2021,24/04/2021,16:30,Zaglebie,Piast Gliwice,2,2,D,2.8,3.42,2.64,2.91,3.42,2.64,2.77,3.23,2.53
Poland,Ekstraklasa,2020/2021,24/04/2021,19:00,Wisla,Cracovia,0,0,D,2.82,3.23,2.75,2.89,3.27,2.75,2.72,3.1,2.65
Poland,Ekstraklasa,2020/2021,25/04/2021,11:30,Warta Poznan,Jagiellonia,2,0,H,2.06,3.53,3.84,2.2,3.53,3.84,2.1,3.28,3.5
Poland,Ekstraklasa,2020/2021,25/04/2021,14:00,Stal Mielec,Pogon Szczecin,1,0,H,3.85,3.51,2.07,4.0,3.51,2.13,3.7,3.27,2.04
Poland,Ekstraklasa,2020/2021,25/04/2021,16:30,Lechia Gdansk,Legia,0,1,A,4.92,3.96,1.74,5.0,3.98,1.77,4.63,3.74,1.71
Poland,Ekstraklasa,2020/2021,28/04/2021,18:00,Jagiellonia,Rakow,0,0,D,5.3,4.29,1.64,5.55,4.29,1.7,4.97,3.96,1.63
Poland,Ekstraklasa,2020/2021,30/04/2021,17:00,Wisla Plock,Lechia Gdansk,1,3,A,2.94,3.4,2.54,2.99,3.41,2.75,2.81,3.19,2.51
Poland,Ekstraklasa,2020/2021,30/04/2021,19:30,Slask Wroclaw,Zaglebie,0,0,D,2.74,3.44,2.69,2.77,3.48,2.79,2.67,3.29,2.57
Poland,Ekstraklasa,2020/2021,01/05/2021,14:00,Legia,Wisla,0,0,D,1.65,4.22,5.28,1.67,4.5,6.0,1.6,4.03,5.2
Poland,Ekstraklasa,2020/2021,01/05/2021,16:30,Pogon Szczecin,Warta Poznan,1,1,D,1.94,3.28,4.79,1.96,3.46,4.8,1.88,3.19,4.5
Poland,Ekstraklasa,2020/2021,01/05/2021,19:00,Lech Poznan,Stal Mielec,1,2,A,1.62,4.29,5.56,1.7,4.3,5.56,1.62,4.02,4.98
Poland,Ekstraklasa,2020/2021,03/05/2021,14:00,Piast Gliwice,Podbeskidzie,2,0,H,1.81,3.88,4.52,1.97,3.9,4.53,1.79,3.66,4.23
Poland,Ekstraklasa,2020/2021,03/05/2021,16:30,Cracovia,Gornik Z.,1,0,H,2.24,3.27,3.64,2.31,3.31,3.75,2.17,3.14,3.48
Poland,Ekstraklasa,2020/2021,05/05/2021,18:00,Stal Mielec,Rakow,0,1,A,3.5,3.6,2.15,3.5,3.6,2.17,3.33,3.4,2.11
Poland,Ekstraklasa,2020/2021,07/05/2021,17:00,Gornik Z.,Jagiellonia,3,1,H,1.94,3.95,3.82,2.0,3.95,3.84,1.93,3.68,3.58
Poland,Ekstraklasa,2020/2021,07/05/2021,19:30,Zaglebie,Pogon Szczecin,1,1,D,3.3,3.53,2.26,3.4,3.53,2.34,3.16,3.37,2.2
Poland,Ekstraklasa,2020/2021,08/05/2021,14:00,Podbeskidzie,Wisla Plock,1,1,D,2.42,3.38,3.15,2.5,3.4,3.16,2.33,3.27,3.02
Poland,Ekstraklasa,2020/2021,08/05/2021,16:30,Lechia Gdansk,Cracovia,1,1,D,2.02,3.57,3.93,2.04,3.61,4.0,1.96,3.44,3.77
Poland,Ekstraklasa,2020/2021,08/05/2021,19:00,Wisla,Lech Poznan,1,2,A,3.68,4.01,1.97,3.77,4.01,2.08,3.48,3.67,1.96
Poland,Ekstraklasa,2020/2021,09/05/2021,14:00,Warta Poznan,Slask Wroclaw,2,3,A,2.34,3.18,3.5,2.38,3.28,3.54,2.27,3.07,3.31
Poland,Ekstraklasa,2020/2021,09/05/2021,16:30,Stal Mielec,Legia,0,0,D,4.38,3.49,1.94,4.85,3.66,1.96,4.2,3.4,1.87
Poland,Ekstraklasa,2020/2021,10/05/2021,17:00,Rakow,Piast Gliwice,1,0,H,2.36,3.22,3.41,2.36,3.44,3.53,2.23,3.25,3.21
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Cracovia,Warta Poznan,0,1,A,2.53,3.21,3.04,2.58,3.3,3.04,2.45,3.17,2.9
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Jagiellonia,Lechia Gdansk,2,1,H,4.18,4.29,1.78,4.55,4.3,1.79,4.17,4.03,1.73
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Lech Poznan,Gornik Z.,1,1,D,1.7,4.15,4.79,1.74,4.25,4.84,1.68,4.0,4.51
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Legia,Podbeskidzie,1,0,H,1.58,4.59,5.34,1.59,4.9,6.05,1.54,4.42,5.21
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Piast Gliwice,Wisla,2,3,A,1.5,4.58,6.73,1.53,4.62,6.73,1.48,4.39,6.17
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Pogon Szczecin,Rakow,1,3,A,2.09,3.7,3.47,2.15,3.7,3.58,2.08,3.51,3.33
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Slask Wroclaw,Stal Mielec,1,1,D,2.11,3.58,3.52,2.2,3.58,3.64,2.11,3.37,3.38
Poland,Ekstraklasa,2020/2021,16/05/2021,16:30,Wisla Plock,Zaglebie,4,0,H,2.59,3.51,2.74,2.64,3.54,2.8,2.53,3.38,2.66
