Season,Date,PSCH,PSCD,PSCA
2014/15,22/08/2014,2.36,3.31,3.34
2014/15,23/08/2014,2.24,3.31,3.59
2014/15,23/08/2014,2.1,3.41,3.91
2014/15,23/08/2014,2.56,3.3,3.02
2014/15,24/08/2014,1.45,4.64,8.03
2014/15,24/08/2014,3.72,3.45,2.14
2014/15,25/08/2014,1.85,3.53,5.01
2014/15,29/08/2014,2.68,3.28,2.9
2014/15,29/08/2014,1.97,3.54,4.24
2014/15,30/08/2014,2.6,3.27,3.0
2014/15,30/08/2014,2.28,3.43,3.4
2014/15,30/08/2014,2.64,3.17,3.02
2014/15,31/08/2014,1.58,4.04,6.95
2014/15,31/08/2014,4.95,3.85,1.78
2014/15,31/08/2014,1.51,4.35,7.64
2014/15,12/09/2014,3.06,3.29,2.53
2014/15,12/09/2014,2.05,3.65,3.82
2014/15,13/09/2014,2.44,3.32,3.19
2014/15,13/09/2014,3.7,3.43,2.15
2014/15,13/09/2014,1.44,4.69,8.44
2014/15,14/09/2014,1.85,3.7,4.68
2014/15,14/09/2014,2.95,3.19,2.68
2014/15,15/09/2014,2.75,3.47,2.68
2014/15,19/09/2014,1.6,4.0,6.67
2014/15,19/09/2014,2.15,3.48,3.67
2014/15,20/09/2014,2.5,3.12,3.28
2014/15,20/09/2014,2.43,3.27,3.25
2014/15,20/09/2014,1.52,4.4,7.13
2014/15,21/09/2014,2.49,3.09,3.35
2014/15,21/09/2014,2.93,3.26,2.65
2014/15,22/09/2014,2.17,3.39,3.73
2014/15,26/09/2014,2.44,3.2,3.3
2014/15,26/09/2014,1.83,3.74,4.71
2014/15,27/09/2014,2.49,3.17,3.23
2014/15,27/09/2014,2.51,3.13,3.25
2014/15,27/09/2014,1.75,3.91,5.01
2014/15,28/09/2014,2.62,3.26,2.97
2014/15,28/09/2014,3.68,3.34,2.2
2014/15,29/09/2014,2.46,3.4,3.08
2014/15,03/10/2014,2.71,3.25,2.87
2014/15,03/10/2014,1.72,3.84,5.42
2014/15,04/10/2014,2.0,3.51,4.15
2014/15,04/10/2014,1.71,3.83,5.54
2014/15,04/10/2014,2.67,3.22,2.95
2014/15,05/10/2014,5.23,3.86,1.74
2014/15,05/10/2014,1.78,3.83,4.97
2014/15,05/10/2014,1.63,3.81,6.78
2014/15,17/10/2014,2.18,3.34,3.74
2014/15,17/10/2014,1.54,4.51,6.43
2014/15,18/10/2014,2.57,3.23,3.07
2014/15,18/10/2014,1.64,3.91,6.31
2014/15,18/10/2014,2.31,3.48,3.28
2014/15,19/10/2014,5.65,3.62,1.75
2014/15,19/10/2014,2.62,3.19,3.03
2014/15,20/10/2014,2.43,3.19,3.34
2014/15,24/10/2014,2.48,3.13,3.33
2014/15,24/10/2014,1.81,3.74,4.86
2014/15,25/10/2014,2.17,3.27,3.87
2014/15,25/10/2014,3.18,3.23,2.49
2014/15,25/10/2014,2.08,3.31,4.12
2014/15,26/10/2014,1.52,4.47,7.07
2014/15,26/10/2014,5.81,4.19,1.63
2014/15,27/10/2014,2.18,3.2,3.94
2014/15,31/10/2014,2.48,3.17,3.28
2014/15,31/10/2014,3.17,3.28,2.47
2014/15,02/11/2014,2.31,3.41,3.33
2014/15,02/11/2014,2.16,3.51,3.6
2014/15,02/11/2014,3.18,3.29,2.45
2014/15,02/11/2014,1.57,4.06,7.05
2014/15,03/11/2014,2.08,3.59,3.78
2014/15,03/11/2014,1.93,3.65,4.26
2014/15,07/11/2014,2.55,3.26,3.06
2014/15,07/11/2014,1.43,4.74,8.66
2014/15,08/11/2014,1.71,3.8,5.66
2014/15,08/11/2014,2.23,3.18,3.81
2014/15,08/11/2014,2.47,3.39,3.07
2014/15,09/11/2014,2.49,3.24,3.17
2014/15,09/11/2014,2.44,3.53,3.01
2014/15,09/11/2014,4.06,3.64,1.98
2014/15,21/11/2014,3.0,3.25,2.56
2014/15,21/11/2014,4.58,3.67,1.88
2014/15,22/11/2014,2.12,3.46,3.76
2014/15,22/11/2014,2.05,3.48,4.01
2014/15,22/11/2014,2.19,3.37,3.69
2014/15,23/11/2014,1.81,3.66,4.98
2014/15,23/11/2014,4.4,3.55,1.94
2014/15,24/11/2014,2.15,3.44,3.74
2014/15,28/11/2014,2.31,3.17,3.62
2014/15,28/11/2014,3.09,3.54,2.38
2014/15,29/11/2014,2.02,3.73,3.84
2014/15,29/11/2014,2.64,3.41,2.83
2014/15,29/11/2014,2.43,3.28,3.24
2014/15,30/11/2014,1.45,4.77,8.0
2014/15,30/11/2014,1.97,3.56,4.24
2014/15,01/12/2014,1.4,4.95,9.37
2014/15,05/12/2014,2.79,3.37,2.67
2014/15,05/12/2014,5.45,4.15,1.65
2014/15,06/12/2014,2.58,3.13,3.14
2014/15,06/12/2014,2.0,3.51,4.16
2014/15,06/12/2014,2.09,3.42,3.93
2014/15,07/12/2014,1.71,3.81,5.57
2014/15,07/12/2014,3.18,3.29,2.45
2014/15,08/12/2014,2.58,3.31,2.98
2014/15,12/12/2014,2.47,3.21,3.25
2014/15,12/12/2014,1.69,3.88,5.7
2014/15,13/12/2014,1.99,3.6,4.08
2014/15,13/12/2014,3.05,3.31,2.53
2014/15,13/12/2014,1.61,4.09,6.32
2014/15,14/12/2014,1.91,3.63,4.42
2014/15,14/12/2014,4.54,3.66,1.88
2014/15,15/12/2014,2.44,3.3,3.2
2014/15,13/02/2015,3.15,3.25,2.5
2014/15,13/02/2015,2.12,3.54,3.68
2014/15,14/02/2015,2.19,3.28,3.8
2014/15,14/02/2015,2.39,3.15,3.45
2014/15,14/02/2015,3.72,3.43,2.15
2014/15,15/02/2015,2.96,3.34,2.58
2014/15,15/02/2015,1.58,4.21,6.5
2014/15,16/02/2015,2.24,3.36,3.56
2014/15,20/02/2015,2.86,3.29,2.69
2014/15,20/02/2015,2.08,3.41,3.98
2014/15,21/02/2015,1.59,4.16,6.38
2014/15,21/02/2015,2.14,3.33,3.87
2014/15,21/02/2015,1.94,3.54,4.37
2014/15,22/02/2015,1.47,4.36,8.66
2014/15,22/02/2015,3.79,3.46,2.13
2014/15,23/02/2015,2.48,3.32,3.13
2014/15,27/02/2015,3.4,3.25,2.36
2014/15,27/02/2015,4.1,3.27,2.1
2014/15,28/02/2015,3.04,3.14,2.65
2014/15,28/02/2015,2.74,3.23,2.85
2014/15,28/02/2015,3.11,3.41,2.43
2014/15,01/03/2015,2.34,3.21,3.49
2014/15,01/03/2015,1.47,4.54,7.89
2014/15,02/03/2015,2.15,3.35,3.75
2014/15,06/03/2015,2.76,3.03,3.0
2014/15,06/03/2015,1.43,4.82,8.29
2014/15,07/03/2015,2.58,3.26,3.02
2014/15,07/03/2015,1.75,3.76,5.3
2014/15,07/03/2015,1.69,3.69,6.09
2014/15,08/03/2015,2.22,3.32,3.67
2014/15,08/03/2015,3.12,3.37,2.45
2014/15,09/03/2015,2.42,3.07,3.52
2014/15,13/03/2015,2.13,3.41,3.81
2014/15,13/03/2015,3.04,3.17,2.62
2014/15,14/03/2015,2.26,3.48,3.39
2014/15,14/03/2015,2.29,3.34,3.46
2014/15,14/03/2015,4.41,3.61,1.92
2014/15,15/03/2015,3.23,3.33,2.41
2014/15,15/03/2015,1.58,4.23,6.38
2014/15,16/03/2015,2.74,3.22,2.85
2014/15,20/03/2015,2.07,3.31,4.18
2014/15,20/03/2015,2.53,3.35,3.03
2014/15,21/03/2015,2.44,3.21,3.3
2014/15,21/03/2015,2.15,3.42,3.74
2014/15,21/03/2015,1.71,3.72,5.82
2014/15,22/03/2015,2.48,3.36,3.08
2014/15,22/03/2015,2.08,3.44,3.94
2014/15,22/03/2015,2.61,3.29,2.97
2014/15,04/04/2015,3.02,3.18,2.63
2014/15,04/04/2015,1.83,3.61,4.96
2014/15,04/04/2015,4.29,3.32,2.04
2014/15,04/04/2015,1.29,5.61,13.41
2014/15,06/04/2015,2.31,3.29,3.47
2014/15,06/04/2015,2.4,3.21,3.37
2014/15,06/04/2015,2.71,3.37,2.78
2014/15,07/04/2015,2.54,3.25,3.09
2014/15,10/04/2015,2.7,3.23,2.89
2014/15,10/04/2015,1.88,3.64,4.59
2014/15,11/04/2015,3.02,3.35,2.53
2014/15,11/04/2015,3.19,3.49,2.35
2014/15,11/04/2015,2.14,3.6,3.57
2014/15,12/04/2015,2.68,3.28,2.89
2014/15,12/04/2015,1.56,4.01,7.53
2014/15,13/04/2015,2.07,3.5,3.91
2014/15,17/04/2015,2.2,3.16,3.91
2014/15,17/04/2015,2.95,3.35,2.58
2014/15,18/04/2015,2.64,3.34,2.89
2014/15,18/04/2015,2.35,3.51,3.19
2014/15,18/04/2015,2.25,3.35,3.54
2014/15,19/04/2015,4.53,3.43,1.95
2014/15,19/04/2015,1.42,4.82,8.81
2014/15,20/04/2015,1.98,3.47,4.29
2014/15,24/04/2015,2.31,3.36,3.39
2014/15,24/04/2015,4.7,3.6,1.87
2014/15,25/04/2015,2.23,3.3,3.65
2014/15,25/04/2015,2.24,3.36,3.56
2014/15,25/04/2015,1.69,3.93,5.58
2014/15,26/04/2015,2.51,3.36,3.04
2014/15,26/04/2015,1.7,3.68,5.94
2014/15,26/04/2015,2.1,3.5,3.8
2014/15,29/04/2015,1.92,3.52,4.55
2014/15,29/04/2015,2.23,3.42,3.52
2014/15,29/04/2015,2.08,3.51,3.82
2014/15,29/04/2015,3.36,3.27,2.37
2014/15,29/04/2015,2.27,3.17,3.68
2014/15,29/04/2015,1.43,4.81,8.66
2014/15,29/04/2015,3.72,3.72,2.03
2014/15,29/04/2015,2.25,3.34,3.56
2014/15,08/05/2015,2.0,3.36,4.35
2014/15,08/05/2015,2.83,3.35,2.68
2014/15,09/05/2015,2.05,3.41,4.08
2014/15,09/05/2015,3.23,3.12,2.53
2014/15,09/05/2015,1.93,3.74,4.16
2014/15,10/05/2015,2.19,3.33,3.71
2014/15,10/05/2015,1.79,3.7,5.08
2014/15,11/05/2015,2.18,3.26,3.85
2014/15,15/05/2015,2.28,3.2,3.64
2014/15,15/05/2015,1.81,3.63,5.04
2014/15,16/05/2015,2.53,3.24,3.11
2014/15,16/05/2015,2.8,3.2,2.81
2014/15,16/05/2015,2.91,3.18,2.73
2014/15,17/05/2015,2.38,3.26,3.35
2014/15,17/05/2015,1.4,4.62,10.94
2014/15,17/05/2015,3.87,3.58,2.05
2014/15,19/05/2015,2.09,3.49,3.86
2014/15,19/05/2015,2.05,3.42,4.08
2014/15,19/05/2015,1.92,3.71,4.27
2014/15,19/05/2015,1.8,3.69,5.02
2014/15,20/05/2015,3.6,3.62,2.12
2014/15,20/05/2015,1.64,4.01,6.05
2014/15,20/05/2015,1.42,5.12,7.87
2014/15,20/05/2015,1.53,4.4,6.99
2014/15,22/05/2015,2.23,3.41,3.52
2014/15,22/05/2015,1.7,3.86,5.43
2014/15,23/05/2015,1.7,4.06,5.26
2014/15,23/05/2015,5.96,4.26,1.61
2014/15,23/05/2015,2.62,3.37,2.88
2014/15,24/05/2015,2.47,3.11,3.35
2014/15,24/05/2015,2.7,3.4,2.78
2014/15,25/05/2015,1.83,3.66,4.88
2014/15,29/05/2015,2.5,3.34,3.04
2014/15,29/05/2015,2.1,3.59,3.7
2014/15,30/05/2015,2.47,3.01,3.46
2014/15,30/05/2015,2.7,3.57,2.67
2014/15,30/05/2015,2.38,3.43,3.19
2014/15,31/05/2015,1.96,3.62,4.18
2014/15,31/05/2015,1.6,4.24,6.1
2014/15,31/05/2015,1.31,5.5,12.66
2014/15,02/06/2015,2.01,3.43,4.26
2014/15,02/06/2015,3.03,3.45,2.46
2014/15,02/06/2015,2.2,3.34,3.7
2014/15,02/06/2015,1.7,4.08,5.22
2014/15,03/06/2015,6.5,4.2,1.58
2014/15,03/06/2015,2.92,3.44,2.55
2014/15,03/06/2015,2.58,3.39,2.92
2014/15,03/06/2015,2.1,3.62,3.66
2014/15,05/06/2015,1.72,4.11,4.97
2014/15,05/06/2015,1.42,4.85,8.32
2014/15,05/06/2015,2.68,3.6,2.68
2014/15,05/06/2015,2.78,3.5,2.63
2014/15,07/06/2015,3.36,3.58,2.23
2014/15,07/06/2015,1.44,4.87,7.93
2014/15,07/06/2015,1.24,6.75,13.8
2014/15,07/06/2015,1.67,4.16,5.44
2015/16,17/07/2015,1.93,3.61,4.38
2015/16,17/07/2015,1.87,3.53,4.73
2015/16,18/07/2015,2.36,3.27,3.39
2015/16,18/07/2015,1.82,3.62,5.02
2015/16,18/07/2015,1.52,4.22,7.75
2015/16,19/07/2015,2.32,3.47,3.22
2015/16,19/07/2015,3.41,3.3,2.31
2015/16,20/07/2015,2.56,3.25,3.06
2015/16,24/07/2015,2.84,3.19,2.78
2015/16,24/07/2015,2.22,3.41,3.55
2015/16,25/07/2015,1.83,3.52,5.13
2015/16,25/07/2015,1.99,3.48,4.24
2015/16,26/07/2015,2.19,3.34,3.73
2015/16,26/07/2015,2.35,3.36,3.31
2015/16,26/07/2015,1.32,5.37,12.14
2015/16,27/07/2015,2.64,3.21,2.94
2015/16,31/07/2015,2.56,3.35,2.97
2015/16,31/07/2015,1.78,3.74,5.14
2015/16,01/08/2015,3.05,3.33,2.52
2015/16,01/08/2015,3.45,3.31,2.31
2015/16,02/08/2015,2.47,3.29,3.18
2015/16,02/08/2015,1.73,3.74,5.53
2015/16,02/08/2015,5.05,3.76,1.79
2015/16,03/08/2015,2.44,3.26,3.24
2015/16,07/08/2015,1.7,3.91,5.52
2015/16,07/08/2015,3.9,3.27,2.16
2015/16,08/08/2015,2.23,3.3,3.65
2015/16,08/08/2015,1.83,3.5,5.16
2015/16,08/08/2015,1.43,4.68,8.86
2015/16,09/08/2015,2.42,3.33,3.2
2015/16,09/08/2015,1.56,4.24,6.7
2015/16,10/08/2015,2.73,3.2,2.85
2015/16,14/08/2015,3.32,3.34,2.36
2015/16,14/08/2015,3.3,3.36,2.36
2015/16,15/08/2015,2.63,3.15,2.96
2015/16,15/08/2015,3.16,3.2,2.53
2015/16,15/08/2015,5.34,4.21,1.67
2015/16,16/08/2015,2.04,3.36,4.21
2015/16,16/08/2015,2.47,3.34,3.12
2015/16,17/08/2015,2.57,3.23,3.06
2015/16,21/08/2015,2.22,3.39,3.57
2015/16,21/08/2015,1.62,4.03,6.32
2015/16,22/08/2015,2.85,3.17,2.79
2015/16,22/08/2015,1.67,4.08,5.51
2015/16,22/08/2015,2.08,3.47,3.91
2015/16,23/08/2015,1.51,4.38,7.47
2015/16,23/08/2015,1.32,5.22,13.3
2015/16,24/08/2015,2.68,3.15,2.99
2015/16,28/08/2015,3.13,3.36,2.45
2015/16,28/08/2015,2.59,3.35,2.93
2015/16,29/08/2015,2.09,3.56,3.83
2015/16,29/08/2015,1.75,3.72,5.41
2015/16,29/08/2015,2.89,3.22,2.72
2015/16,30/08/2015,3.07,3.19,2.56
2015/16,30/08/2015,5.38,3.91,1.7
2015/16,30/08/2015,3.78,3.59,2.05
2015/16,11/09/2015,1.55,4.23,7.05
2015/16,11/09/2015,1.75,3.73,5.36
2015/16,12/09/2015,2.06,3.6,3.89
2015/16,12/09/2015,1.84,3.7,4.72
2015/16,12/09/2015,1.42,4.7,9.08
2015/16,13/09/2015,2.1,3.54,3.75
2015/16,13/09/2015,2.95,3.46,2.52
2015/16,14/09/2015,3.21,3.37,2.4
2015/16,18/09/2015,2.78,3.45,2.59
2015/16,18/09/2015,2.1,3.61,3.67
2015/16,19/09/2015,2.71,3.3,2.79
2015/16,19/09/2015,3.07,3.62,2.37
2015/16,19/09/2015,2.74,3.48,2.68
2015/16,20/09/2015,4.72,3.74,1.83
2015/16,20/09/2015,2.95,3.43,2.53
2015/16,21/09/2015,2.17,3.35,3.76
2015/16,25/09/2015,1.6,4.2,6.1
2015/16,25/09/2015,2.12,3.59,3.63
2015/16,26/09/2015,2.2,3.5,3.51
2015/16,26/09/2015,1.68,3.88,5.82
2015/16,26/09/2015,1.52,4.16,7.98
2015/16,27/09/2015,2.32,3.51,3.24
2015/16,27/09/2015,1.46,4.81,7.64
2015/16,28/09/2015,2.32,3.36,3.38
2015/16,02/10/2015,3.25,3.36,2.38
2015/16,02/10/2015,2.82,3.36,2.68
2015/16,03/10/2015,2.13,3.44,3.78
2015/16,03/10/2015,2.16,3.61,3.5
2015/16,03/10/2015,2.75,3.55,2.64
2015/16,04/10/2015,4.2,3.73,1.93
2015/16,04/10/2015,2.17,3.38,3.74
2015/16,04/10/2015,3.07,3.4,2.47
2015/16,16/10/2015,1.65,3.98,5.9
2015/16,16/10/2015,1.7,3.81,5.66
2015/16,17/10/2015,3.22,3.43,2.36
2015/16,17/10/2015,1.35,5.17,10.76
2015/16,17/10/2015,2.92,3.31,2.63
2015/16,18/10/2015,1.85,3.67,4.73
2015/16,18/10/2015,1.61,4.19,5.97
2015/16,19/10/2015,2.88,3.27,2.67
2015/16,23/10/2015,3.44,3.3,2.32
2015/16,23/10/2015,2.37,3.3,3.33
2015/16,24/10/2015,2.18,3.45,3.64
2015/16,24/10/2015,1.86,3.63,4.69
2015/16,24/10/2015,1.79,3.72,5.03
2015/16,25/10/2015,3.81,3.33,2.16
2015/16,25/10/2015,1.94,3.69,4.22
2015/16,26/10/2015,1.98,3.7,3.99
2015/16,30/10/2015,2.07,3.49,3.9
2015/16,30/10/2015,3.18,3.34,2.43
2015/16,30/10/2015,1.52,4.26,7.48
2015/16,31/10/2015,2.75,3.38,2.74
2015/16,31/10/2015,2.79,3.36,2.71
2015/16,31/10/2015,3.1,3.27,2.52
2015/16,02/11/2015,2.68,3.28,2.88
2015/16,02/11/2015,2.85,3.45,2.61
2015/16,06/11/2015,2.44,3.32,3.19
2015/16,06/11/2015,2.16,3.48,3.71
2015/16,07/11/2015,2.04,3.55,3.94
2015/16,07/11/2015,4.56,3.54,1.91
2015/16,07/11/2015,2.3,3.56,3.22
2015/16,08/11/2015,2.28,3.33,3.51
2015/16,08/11/2015,1.46,4.47,8.13
2015/16,08/11/2015,1.51,4.44,7.35
2015/16,20/11/2015,2.65,3.4,2.83
2015/16,20/11/2015,3.8,3.43,2.13
2015/16,21/11/2015,2.21,3.5,3.49
2015/16,21/11/2015,1.87,3.61,4.69
2015/16,21/11/2015,1.52,4.56,6.68
2015/16,22/11/2015,3.31,3.44,2.31
2015/16,22/11/2015,3.75,3.27,2.21
2015/16,23/11/2015,2.65,3.38,2.8
2015/16,27/11/2015,3.23,3.18,2.5
2015/16,27/11/2015,1.76,3.74,5.33
2015/16,28/11/2015,2.29,3.36,3.45
2015/16,28/11/2015,2.1,3.35,4.0
2015/16,29/11/2015,2.54,3.14,3.19
2015/16,29/11/2015,5.88,4.12,1.63
2015/16,29/11/2015,2.21,3.34,3.66
2015/16,01/12/2015,2.64,3.15,3.04
2015/16,01/12/2015,2.68,3.25,2.9
2015/16,01/12/2015,2.88,3.56,2.52
2015/16,01/12/2015,1.96,3.59,4.21
2015/16,02/12/2015,1.37,4.95,10.2
2015/16,02/12/2015,2.83,3.28,2.73
2015/16,02/12/2015,1.58,4.31,6.3
2015/16,02/12/2015,2.2,3.43,3.58
2015/16,04/12/2015,2.04,3.48,4.16
2015/16,04/12/2015,1.95,3.61,4.26
2015/16,05/12/2015,4.21,3.4,2.03
2015/16,05/12/2015,2.45,3.54,2.94
2015/16,05/12/2015,2.6,3.36,2.92
2015/16,06/12/2015,1.99,3.55,4.14
2015/16,06/12/2015,3.69,3.58,2.11
2015/16,07/12/2015,2.48,3.25,3.14
2015/16,11/12/2015,2.13,3.39,3.85
2015/16,11/12/2015,2.67,3.22,2.94
2015/16,12/12/2015,1.88,3.47,4.9
2015/16,12/12/2015,2.76,3.4,2.68
2015/16,12/12/2015,2.13,3.41,3.98
2015/16,13/12/2015,2.05,3.42,4.08
2015/16,13/12/2015,1.6,4.29,5.97
2015/16,14/12/2015,1.77,3.8,4.96
2015/16,16/12/2015,2.6,3.33,2.9
2015/16,18/12/2015,1.99,3.61,4.07
2015/16,18/12/2015,2.79,3.19,2.83
2015/16,19/12/2015,2.1,3.49,3.85
2015/16,19/12/2015,2.72,3.4,2.76
2015/16,19/12/2015,3.38,3.29,2.34
2015/16,20/12/2015,4.94,3.96,1.76
2015/16,20/12/2015,3.94,3.36,2.11
2015/16,21/12/2015,3.17,3.26,2.45
2015/16,12/02/2016,3.91,3.08,2.24
2015/16,12/02/2016,2.48,3.08,3.37
2015/16,13/02/2016,2.63,3.37,2.88
2015/16,13/02/2016,1.98,3.45,4.33
2015/16,13/02/2016,1.51,4.38,7.43
2015/16,14/02/2016,1.76,3.33,6.19
2015/16,14/02/2016,1.53,4.3,6.91
2015/16,15/02/2016,1.97,3.39,4.47
2015/16,19/02/2016,2.29,3.14,3.69
2015/16,19/02/2016,2.26,3.37,3.51
2015/16,20/02/2016,3.59,2.92,2.45
2015/16,20/02/2016,4.58,3.73,1.85
2015/16,20/02/2016,2.97,3.47,2.5
2015/16,21/02/2016,3.95,3.58,2.01
2015/16,21/02/2016,2.2,3.33,3.69
2015/16,22/02/2016,2.08,3.25,4.22
2015/16,26/02/2016,2.02,3.32,4.27
2015/16,26/02/2016,2.3,3.08,3.7
2015/16,27/02/2016,2.1,3.16,4.32
2015/16,27/02/2016,2.01,3.36,4.35
2015/16,27/02/2016,1.96,3.51,4.35
2015/16,28/02/2016,1.79,3.28,6.19
2015/16,28/02/2016,2.26,3.23,3.66
2015/16,28/02/2016,1.34,5.29,10.88
2015/16,01/03/2016,2.76,3.3,2.78
2015/16,01/03/2016,2.61,3.15,3.08
2015/16,02/03/2016,3.45,3.32,2.3
2015/16,02/03/2016,5.62,3.89,1.69
2015/16,02/03/2016,3.72,3.6,2.09
2015/16,02/03/2016,2.47,3.23,3.23
2015/16,04/03/2016,2.36,3.32,3.34
2015/16,04/03/2016,2.36,3.46,3.2
2015/16,05/03/2016,2.39,3.19,3.4
2015/16,05/03/2016,2.88,3.23,2.71
2015/16,05/03/2016,1.28,5.55,15.06
2015/16,06/03/2016,1.88,3.62,4.64
2015/16,06/03/2016,2.16,3.38,3.75
2015/16,07/03/2016,2.07,3.14,4.37
2015/16,08/03/2016,2.87,3.31,2.67
2015/16,08/03/2016,1.95,3.39,4.6
2015/16,11/03/2016,2.55,3.24,3.09
2015/16,11/03/2016,1.99,3.72,3.95
2015/16,12/03/2016,2.2,3.29,3.75
2015/16,12/03/2016,3.64,3.62,2.11
2015/16,12/03/2016,3.72,3.03,2.38
2015/16,13/03/2016,1.97,3.44,4.43
2015/16,13/03/2016,4.12,3.48,2.02
2015/16,14/03/2016,2.59,3.28,2.99
2015/16,18/03/2016,2.78,3.4,2.7
2015/16,18/03/2016,2.06,3.51,3.93
2015/16,19/03/2016,2.17,3.49,3.6
2015/16,19/03/2016,2.14,3.34,3.88
2015/16,19/03/2016,3.75,3.32,2.19
2015/16,20/03/2016,1.67,3.99,5.71
2015/16,20/03/2016,3.0,3.28,2.59
2015/16,20/03/2016,2.43,3.4,3.12
2015/16,01/04/2016,2.58,3.31,2.99
2015/16,01/04/2016,2.06,3.44,4.01
2015/16,02/04/2016,2.23,3.43,3.51
2015/16,02/04/2016,1.85,3.75,4.57
2015/16,02/04/2016,1.72,3.85,5.4
2015/16,03/04/2016,2.07,3.48,3.93
2015/16,03/04/2016,3.35,3.38,2.32
2015/16,04/04/2016,2.01,3.58,4.09
2015/16,09/04/2016,2.1,3.51,3.79
2015/16,09/04/2016,1.46,4.41,8.83
2015/16,09/04/2016,2.84,3.12,2.83
2015/16,09/04/2016,2.03,3.79,3.73
2015/16,09/04/2016,2.28,3.45,3.37
2015/16,09/04/2016,4.74,3.69,1.84
2015/16,09/04/2016,2.44,3.43,3.03
2015/16,09/04/2016,2.03,3.71,3.8
2015/16,15/04/2016,2.03,3.46,4.11
2015/16,15/04/2016,1.73,3.82,5.37
2015/16,16/04/2016,2.89,3.28,2.67
2015/16,16/04/2016,2.67,3.33,2.86
2015/16,16/04/2016,2.45,3.56,2.98
2015/16,17/04/2016,2.19,3.32,3.75
2015/16,17/04/2016,2.48,3.33,3.11
2015/16,17/04/2016,1.64,4.13,5.76
2015/16,19/04/2016,2.69,3.43,2.75
2015/16,19/04/2016,1.77,3.69,5.29
2015/16,19/04/2016,1.75,3.81,5.28
2015/16,19/04/2016,6.18,4.25,1.59
2015/16,20/04/2016,3.0,3.37,2.53
2015/16,20/04/2016,2.17,3.4,3.71
2015/16,20/04/2016,2.54,3.46,2.93
2015/16,20/04/2016,2.22,3.28,3.71
2015/16,22/04/2016,1.76,3.79,5.15
2015/16,22/04/2016,1.46,4.62,8.17
2015/16,23/04/2016,2.24,3.34,3.57
2015/16,23/04/2016,2.84,3.28,2.72
2015/16,23/04/2016,2.93,3.26,2.62
2015/16,24/04/2016,1.83,3.76,4.73
2015/16,24/04/2016,3.11,3.49,2.4
2015/16,25/04/2016,1.69,3.91,5.63
2015/16,28/04/2016,2.65,3.14,3.04
2015/16,28/04/2016,3.56,3.6,2.14
2015/16,29/04/2016,3.03,3.4,2.5
2015/16,29/04/2016,3.14,3.52,2.37
2015/16,30/04/2016,2.25,3.38,3.52
2015/16,30/04/2016,3.28,3.42,2.33
2015/16,01/05/2016,1.91,3.55,4.56
2015/16,01/05/2016,1.97,3.65,4.1
2015/16,06/05/2016,2.7,3.03,3.03
2015/16,06/05/2016,1.88,3.63,4.6
2015/16,07/05/2016,2.0,3.41,4.42
2015/16,07/05/2016,2.19,3.38,3.69
2015/16,07/05/2016,1.35,5.16,10.92
2015/16,08/05/2016,2.6,3.26,3.0
2015/16,08/05/2016,2.93,3.12,2.76
2015/16,08/05/2016,1.43,4.79,8.66
2015/16,10/05/2016,2.43,3.52,3.04
2015/16,10/05/2016,2.46,3.37,3.11
2015/16,10/05/2016,2.05,3.61,3.84
2015/16,11/05/2016,2.68,3.43,2.74
2015/16,11/05/2016,2.64,3.22,2.94
2015/16,11/05/2016,3.3,3.64,2.23
2015/16,11/05/2016,1.68,4.09,5.39
2015/16,14/05/2016,2.26,3.49,3.38
2015/16,14/05/2016,4.32,3.81,1.88
2015/16,14/05/2016,2.47,3.16,3.29
2015/16,14/05/2016,3.77,3.64,2.06
2015/16,15/05/2016,3.04,3.54,2.41
2015/16,15/05/2016,1.6,4.23,6.17
2015/16,15/05/2016,1.25,6.2,15.53
2015/16,15/05/2016,2.18,3.7,3.38
2016/17,15/07/2016,3.47,3.35,2.28
2016/17,15/07/2016,2.74,3.33,2.78
2016/17,16/07/2016,2.44,3.17,3.33
2016/17,16/07/2016,2.12,3.35,3.93
2016/17,16/07/2016,1.76,3.9,4.99
2016/17,17/07/2016,1.8,3.61,5.2
2016/17,17/07/2016,2.18,3.53,3.52
2016/17,18/07/2016,2.71,3.11,2.99
2016/17,22/07/2016,1.73,3.81,5.45
2016/17,22/07/2016,2.67,3.23,2.93
2016/17,23/07/2016,1.79,3.83,4.89
2016/17,23/07/2016,1.62,4.02,6.34
2016/17,24/07/2016,2.7,3.32,2.83
2016/17,24/07/2016,2.68,3.43,2.74
2016/17,24/07/2016,1.97,3.49,4.32
2016/17,25/07/2016,3.74,3.45,2.14
2016/17,29/07/2016,1.88,3.57,4.72
2016/17,29/07/2016,2.03,3.55,3.97
2016/17,30/07/2016,1.82,3.74,4.8
2016/17,30/07/2016,3.66,3.26,2.22
2016/17,31/07/2016,2.96,3.32,2.58
2016/17,31/07/2016,1.97,3.36,4.55
2016/17,31/07/2016,2.71,3.28,2.85
2016/17,01/08/2016,2.39,3.13,3.49
2016/17,05/08/2016,2.25,3.32,3.59
2016/17,05/08/2016,2.24,3.53,3.33
2016/17,06/08/2016,2.13,3.21,4.07
2016/17,06/08/2016,3.06,3.04,2.71
2016/17,06/08/2016,3.72,3.38,2.17
2016/17,07/08/2016,1.99,3.38,4.4
2016/17,07/08/2016,1.49,4.66,7.17
2016/17,08/08/2016,2.81,3.08,2.9
