Season,Date,PSCH,PSCD,PSCA
2016/17,12/08/2016,1.48,4.47,7.84
2016/17,12/08/2016,1.92,3.65,4.35
2016/17,13/08/2016,2.05,3.41,4.09
2016/17,13/08/2016,4.6,3.79,1.84
2016/17,13/08/2016,2.24,3.37,3.56
2016/17,14/08/2016,2.59,3.21,3.06
2016/17,14/08/2016,1.64,4.06,5.94
2016/17,15/08/2016,2.6,3.37,2.87
2016/17,19/08/2016,2.34,3.35,3.35
2016/17,19/08/2016,3.08,3.35,2.45
2016/17,20/08/2016,1.83,3.96,4.4
2016/17,20/08/2016,2.45,3.39,3.1
2016/17,20/08/2016,1.83,3.61,4.92
2016/17,21/08/2016,1.88,3.62,4.64
2016/17,21/08/2016,2.61,3.45,2.82
2016/17,22/08/2016,3.36,3.46,2.28
2016/17,26/08/2016,2.01,3.38,4.29
2016/17,26/08/2016,2.11,3.3,4.04
2016/17,27/08/2016,1.98,3.35,4.5
2016/17,27/08/2016,2.92,3.31,2.62
2016/17,27/08/2016,2.46,3.21,3.27
2016/17,28/08/2016,1.69,3.94,5.55
2016/17,28/08/2016,1.64,4.02,6.07
2016/17,28/08/2016,5.23,3.9,1.73
2016/17,09/09/2016,2.45,3.28,3.2
2016/17,09/09/2016,2.05,3.34,4.21
2016/17,10/09/2016,2.25,3.36,3.53
2016/17,10/09/2016,2.92,3.21,2.69
2016/17,10/09/2016,4.56,3.75,1.85
2016/17,11/09/2016,1.82,3.59,5.08
2016/17,11/09/2016,2.06,3.65,3.78
2016/17,12/09/2016,1.85,3.45,5.12
2016/17,16/09/2016,2.66,3.19,2.98
2016/17,16/09/2016,2.55,3.2,3.13
2016/17,17/09/2016,2.47,3.11,3.34
2016/17,17/09/2016,2.4,3.12,3.48
2016/17,17/09/2016,2.17,3.44,3.58
2016/17,18/09/2016,2.4,3.23,3.34
2016/17,18/09/2016,1.81,3.6,5.19
2016/17,19/09/2016,2.21,3.11,3.97
2016/17,23/09/2016,2.53,3.14,3.21
2016/17,23/09/2016,3.9,3.46,2.08
2016/17,24/09/2016,1.95,3.54,4.35
2016/17,24/09/2016,1.47,4.53,8.08
2016/17,24/09/2016,2.17,3.45,3.64
2016/17,25/09/2016,3.53,3.26,2.3
2016/17,25/09/2016,1.85,3.71,4.65
2016/17,26/09/2016,2.41,3.25,3.25
2016/17,30/09/2016,3.61,3.34,2.23
2016/17,30/09/2016,4.37,3.45,1.97
2016/17,01/10/2016,1.8,3.62,5.15
2016/17,01/10/2016,2.35,3.39,3.28
2016/17,01/10/2016,1.81,3.85,4.73
2016/17,02/10/2016,1.78,3.72,5.21
2016/17,02/10/2016,2.08,3.41,3.98
2016/17,02/10/2016,2.08,3.24,4.24
2016/17,14/10/2016,1.95,3.42,4.54
2016/17,14/10/2016,4.23,3.61,1.95
2016/17,15/10/2016,3.11,3.26,2.52
2016/17,15/10/2016,2.08,3.48,3.9
2016/17,15/10/2016,2.53,3.37,3.0
2016/17,16/10/2016,3.17,3.19,2.53
2016/17,16/10/2016,1.81,3.82,4.76
2016/17,17/10/2016,3.0,3.17,2.63
2016/17,21/10/2016,2.39,3.03,3.61
2016/17,21/10/2016,1.93,3.62,4.38
2016/17,22/10/2016,2.08,3.42,3.98
2016/17,22/10/2016,2.73,3.36,2.77
2016/17,22/10/2016,2.02,3.56,4.02
2016/17,23/10/2016,1.6,4.22,6.15
2016/17,23/10/2016,2.1,3.5,3.82
2016/17,24/10/2016,2.29,3.26,3.55
2016/17,28/10/2016,2.45,3.24,3.24
2016/17,28/10/2016,8.44,4.5,1.46
2016/17,29/10/2016,2.67,3.1,3.05
2016/17,29/10/2016,1.92,3.33,4.93
2016/17,29/10/2016,1.78,3.58,5.46
2016/17,30/10/2016,2.23,3.25,3.7
2016/17,30/10/2016,3.06,3.15,2.63
2016/17,31/10/2016,2.12,3.39,3.79
2016/17,04/11/2016,2.53,3.14,3.19
2016/17,04/11/2016,5.0,3.52,1.85
2016/17,05/11/2016,1.76,3.66,5.49
2016/17,05/11/2016,1.55,4.39,6.55
2016/17,05/11/2016,1.97,3.54,4.25
2016/17,06/11/2016,2.64,3.27,2.93
2016/17,06/11/2016,1.9,3.6,4.5
2016/17,06/11/2016,1.57,4.14,6.78
2016/17,18/11/2016,3.49,3.4,2.25
2016/17,18/11/2016,3.42,3.37,2.29
2016/17,19/11/2016,2.24,3.42,3.51
2016/17,19/11/2016,1.83,3.67,4.84
2016/17,19/11/2016,1.72,3.88,5.39
2016/17,20/11/2016,2.2,3.21,3.84
2016/17,20/11/2016,1.67,3.71,6.42
2016/17,21/11/2016,3.01,3.28,2.58
2016/17,25/11/2016,2.09,3.37,4.01
2016/17,25/11/2016,3.9,3.27,2.16
2016/17,26/11/2016,3.36,3.28,2.37
2016/17,26/11/2016,4.15,3.41,2.04
2016/17,26/11/2016,2.07,3.35,4.1
2016/17,27/11/2016,2.12,3.5,3.72
2016/17,27/11/2016,5.0,3.92,1.76
2016/17,28/11/2016,1.5,4.39,7.62
2016/17,02/12/2016,2.43,3.3,3.22
2016/17,02/12/2016,1.42,4.74,9.02
2016/17,03/12/2016,2.43,3.3,3.23
2016/17,03/12/2016,2.68,3.21,2.94
2016/17,03/12/2016,2.89,3.5,2.54
2016/17,04/12/2016,1.77,3.91,4.89
2016/17,04/12/2016,3.09,3.27,2.53
2016/17,05/12/2016,2.6,3.03,3.22
2016/17,09/12/2016,2.34,3.18,3.52
2016/17,09/12/2016,1.61,4.0,6.41
2016/17,10/12/2016,2.95,3.27,2.63
2016/17,10/12/2016,2.01,3.27,4.52
2016/17,10/12/2016,2.32,3.45,3.29
2016/17,11/12/2016,1.39,4.77,10.37
2016/17,11/12/2016,6.69,4.5,1.53
2016/17,12/12/2016,3.35,3.28,2.37
2016/17,16/12/2016,2.61,3.09,3.14
2016/17,16/12/2016,3.34,3.32,2.36
2016/17,17/12/2016,3.66,3.25,2.25
2016/17,17/12/2016,1.68,3.76,6.09
2016/17,17/12/2016,3.09,3.48,2.41
2016/17,18/12/2016,2.29,3.19,3.63
2016/17,18/12/2016,1.23,6.8,15.29
2016/17,19/12/2016,1.75,3.8,5.23
2016/17,10/02/2017,3.63,3.08,2.35
2016/17,10/02/2017,1.61,3.97,6.59
2016/17,11/02/2017,1.82,3.58,5.1
2016/17,11/02/2017,5.33,3.52,1.81
2016/17,12/02/2017,2.25,3.41,3.59
2016/17,12/02/2017,2.16,3.36,3.77
2016/17,13/02/2017,1.78,3.68,5.28
2016/17,17/02/2017,1.52,4.38,7.11
2016/17,17/02/2017,3.38,3.4,2.3
2016/17,18/02/2017,2.34,3.35,3.34
2016/17,18/02/2017,2.64,3.4,2.84
2016/17,18/02/2017,5.68,3.92,1.68
2016/17,19/02/2017,2.33,3.35,3.37
2016/17,19/02/2017,1.26,6.28,13.56
2016/17,20/02/2017,2.06,3.42,4.06
2016/17,24/02/2017,2.0,3.34,4.33
2016/17,24/02/2017,3.39,3.48,2.28
2016/17,25/02/2017,2.67,3.29,2.88
2016/17,25/02/2017,1.87,3.66,4.58
2016/17,25/02/2017,2.68,3.35,2.83
2016/17,26/02/2017,2.52,3.22,3.16
2016/17,26/02/2017,1.35,5.52,9.88
2016/17,27/02/2017,2.8,2.99,3.0
2016/17,03/03/2017,1.92,3.66,4.33
2016/17,03/03/2017,4.6,3.47,1.91
2016/17,04/03/2017,1.93,3.63,4.34
2016/17,04/03/2017,1.92,3.54,4.48
2016/17,04/03/2017,3.36,3.52,2.26
2016/17,05/03/2017,1.65,3.94,5.91
2016/17,05/03/2017,1.74,3.95,5.06
2016/17,06/03/2017,1.92,3.43,4.7
2016/17,07/03/2017,3.15,3.35,2.45
2016/17,10/03/2017,2.07,3.47,3.96
2016/17,10/03/2017,4.14,3.51,2.0
2016/17,11/03/2017,2.45,3.19,3.29
2016/17,11/03/2017,3.66,3.52,2.14
2016/17,11/03/2017,1.54,4.4,6.72
2016/17,12/03/2017,3.58,3.43,2.2
2016/17,12/03/2017,1.5,4.64,7.0
2016/17,13/03/2017,1.99,3.59,4.11
2016/17,17/03/2017,2.22,3.3,3.68
2016/17,17/03/2017,1.81,3.62,5.14
2016/17,18/03/2017,2.8,3.32,2.73
2016/17,18/03/2017,1.87,3.55,4.79
2016/17,18/03/2017,2.77,3.38,2.72
2016/17,19/03/2017,3.05,3.26,2.56
2016/17,19/03/2017,1.2,7.21,17.87
2016/17,19/03/2017,3.46,3.65,2.19
2016/17,31/03/2017,2.25,3.24,3.67
2016/17,31/03/2017,3.47,3.55,2.2
2016/17,01/04/2017,1.83,3.78,4.7
2016/17,01/04/2017,2.03,3.61,3.89
2016/17,01/04/2017,1.48,4.69,7.32
2016/17,02/04/2017,1.69,3.98,5.49
2016/17,02/04/2017,1.86,3.63,4.72
2016/17,03/04/2017,2.47,3.31,3.14
2016/17,07/04/2017,2.26,3.47,3.4
2016/17,07/04/2017,2.78,3.24,2.81
2016/17,08/04/2017,2.7,3.48,2.73
2016/17,08/04/2017,1.86,3.67,4.65
2016/17,08/04/2017,2.68,3.38,2.79
2016/17,09/04/2017,3.84,3.53,2.08
2016/17,09/04/2017,2.52,3.3,3.08
2016/17,10/04/2017,2.09,3.48,3.77
2016/17,15/04/2017,3.74,3.41,2.15
2016/17,15/04/2017,1.83,3.73,4.72
2016/17,15/04/2017,1.7,3.96,5.38
2016/17,15/04/2017,5.22,3.65,1.79
2016/17,17/04/2017,1.32,5.59,11.58
2016/17,17/04/2017,2.32,3.42,3.33
2016/17,17/04/2017,1.61,4.22,6.03
2016/17,17/04/2017,2.12,3.41,3.92
2016/17,22/04/2017,2.43,3.37,3.15
2016/17,22/04/2017,3.87,3.77,1.98
2016/17,22/04/2017,2.06,3.53,3.89
2016/17,22/04/2017,1.25,6.24,15.58
2016/17,22/04/2017,3.32,3.5,2.28
2016/17,22/04/2017,3.5,3.48,2.23
2016/17,22/04/2017,2.68,3.44,2.77
2016/17,22/04/2017,1.95,3.55,4.32
2016/17,28/04/2017,2.28,3.46,3.37
2016/17,28/04/2017,1.36,5.4,9.67
2016/17,29/04/2017,1.72,3.88,5.32
2016/17,29/04/2017,2.01,3.7,3.91
2016/17,29/04/2017,1.61,4.11,6.24
2016/17,30/04/2017,2.02,3.58,4.01
2016/17,30/04/2017,1.54,4.41,6.7
2016/17,01/05/2017,2.48,3.29,3.14
2016/17,05/05/2017,3.3,3.45,2.32
2016/17,05/05/2017,3.28,3.58,2.27
2016/17,06/05/2017,2.53,3.37,3.0
2016/17,06/05/2017,2.48,3.49,2.99
2016/17,06/05/2017,2.3,3.55,3.24
2016/17,07/05/2017,4.62,3.82,1.83
2016/17,07/05/2017,4.17,3.7,1.96
2016/17,08/05/2017,1.83,3.68,4.85
2016/17,12/05/2017,2.05,3.57,3.9
2016/17,12/05/2017,2.33,3.42,3.29
2016/17,13/05/2017,1.81,3.78,4.77
2016/17,13/05/2017,2.06,3.49,3.95
2016/17,13/05/2017,2.56,3.45,2.9
2016/17,14/05/2017,1.49,4.47,7.65
2016/17,14/05/2017,1.63,4.21,5.79
2016/17,14/05/2017,1.29,6.0,12.25
2016/17,16/05/2017,2.29,3.3,3.48
2016/17,16/05/2017,2.85,3.42,2.61
2016/17,16/05/2017,3.05,3.37,2.5
2016/17,16/05/2017,2.43,3.25,3.26
2016/17,17/05/2017,2.71,3.35,2.79
2016/17,17/05/2017,2.36,3.28,3.38
2016/17,17/05/2017,2.08,3.58,3.78
2016/17,17/05/2017,1.77,3.82,5.06
2016/17,19/05/2017,2.01,3.38,4.3
2016/17,19/05/2017,1.67,4.04,5.65
2016/17,20/05/2017,2.34,3.35,3.35
2016/17,20/05/2017,2.05,3.5,3.98
2016/17,20/05/2017,1.76,3.86,5.07
2016/17,21/05/2017,1.87,3.67,4.62
2016/17,21/05/2017,3.62,3.43,2.19
2016/17,22/05/2017,2.54,3.48,2.9
2016/17,27/05/2017,1.63,4.11,5.89
2016/17,27/05/2017,1.98,3.7,4.0
2016/17,27/05/2017,2.04,3.51,3.99
2016/17,27/05/2017,2.18,3.39,3.64
2016/17,28/05/2017,7.47,4.81,1.46
2016/17,28/05/2017,1.44,4.84,7.93
2016/17,28/05/2017,1.3,5.91,11.42
2016/17,28/05/2017,7.45,4.19,1.53
2016/17,02/06/2017,2.32,3.87,2.97
2016/17,02/06/2017,2.39,3.68,2.99
2016/17,02/06/2017,4.18,3.89,1.89
2016/17,02/06/2017,3.67,3.94,2.01
2016/17,04/06/2017,2.45,3.3,3.18
2016/17,04/06/2017,1.56,4.22,6.71
2016/17,04/06/2017,1.85,4.07,4.18
2016/17,04/06/2017,1.65,4.34,5.38
2017/18,14/07/2017,3.3,3.38,2.34
2017/18,14/07/2017,2.61,3.38,2.9
2017/18,15/07/2017,2.73,3.52,2.67
2017/18,15/07/2017,5.61,4.26,1.62
2017/18,16/07/2017,2.55,3.26,3.06
2017/18,16/07/2017,2.58,3.34,2.96
2017/18,16/07/2017,1.63,4.13,5.91
2017/18,17/07/2017,3.37,3.5,2.26
2017/18,21/07/2017,2.28,3.43,3.4
2017/18,21/07/2017,1.7,4.12,5.18
2017/18,22/07/2017,2.22,3.4,3.58
2017/18,22/07/2017,1.53,4.33,7.08
2017/18,22/07/2017,1.35,5.41,10.05
2017/18,23/07/2017,3.74,3.5,2.12
2017/18,23/07/2017,1.78,3.76,5.11
2017/18,24/07/2017,2.28,3.4,3.41
2017/18,28/07/2017,2.66,3.38,2.83
2017/18,28/07/2017,2.56,3.41,2.92
2017/18,29/07/2017,1.45,4.66,8.14
2017/18,29/07/2017,3.12,3.57,2.36
2017/18,30/07/2017,2.45,3.49,3.07
2017/18,30/07/2017,2.8,3.35,2.71
2017/18,30/07/2017,1.64,4.0,6.04
2017/18,31/07/2017,2.15,3.54,3.57
2017/18,04/08/2017,2.43,3.23,3.29
2017/18,04/08/2017,3.13,3.51,2.37
2017/18,05/08/2017,1.65,4.04,5.82
2017/18,05/08/2017,2.28,3.35,3.49
2017/18,05/08/2017,4.87,3.94,1.76
2017/18,06/08/2017,1.67,3.97,5.74
2017/18,06/08/2017,3.59,3.71,2.12
2017/18,07/08/2017,2.31,3.41,3.36
2017/18,11/08/2017,1.53,4.41,6.93
2017/18,12/08/2017,2.63,3.21,3.0
2017/18,12/08/2017,1.8,3.75,4.8
2017/18,12/08/2017,1.76,3.83,5.05
2017/18,13/08/2017,2.08,3.47,3.75
2017/18,13/08/2017,2.9,3.41,2.58
2017/18,14/08/2017,2.63,3.4,2.81
2017/18,15/08/2017,2.24,3.41,3.51
2017/18,18/08/2017,1.62,3.99,6.34
2017/18,18/08/2017,2.22,3.37,3.59
2017/18,19/08/2017,2.59,3.24,3.03
2017/18,19/08/2017,2.49,3.35,3.08
2017/18,19/08/2017,1.65,4.03,5.91
2017/18,20/08/2017,3.03,3.53,2.43
2017/18,20/08/2017,3.48,3.62,2.17
2017/18,21/08/2017,2.25,3.44,3.38
2017/18,25/08/2017,2.3,3.35,3.42
2017/18,25/08/2017,2.4,3.36,3.27
2017/18,26/08/2017,2.16,3.63,3.51
2017/18,26/08/2017,1.68,3.66,6.26
2017/18,26/08/2017,2.33,3.49,3.29
2017/18,27/08/2017,1.57,4.31,6.35
2017/18,27/08/2017,3.12,3.32,2.48
2017/18,27/08/2017,1.88,3.82,4.35
2017/18,08/09/2017,1.79,3.81,4.85
2017/18,08/09/2017,2.85,3.35,2.66
2017/18,09/09/2017,2.01,3.61,3.99
2017/18,09/09/2017,3.81,3.68,2.04
2017/18,09/09/2017,3.27,3.4,2.35
2017/18,10/09/2017,2.07,3.55,3.84
2017/18,10/09/2017,2.95,3.39,2.55
2017/18,11/09/2017,2.88,3.44,2.58
2017/18,15/09/2017,2.95,3.45,2.52
2017/18,15/09/2017,1.74,4.02,4.94
2017/18,16/09/2017,2.68,3.35,2.83
2017/18,16/09/2017,2.41,3.61,3.0
2017/18,16/09/2017,1.81,3.91,4.57
2017/18,17/09/2017,3.22,3.23,2.47
2017/18,17/09/2017,1.37,5.3,9.6
2017/18,18/09/2017,2.17,3.37,3.73
2017/18,22/09/2017,2.27,3.33,3.6
2017/18,22/09/2017,3.66,3.53,2.13
2017/18,23/09/2017,3.1,3.33,2.49
2017/18,23/09/2017,2.1,3.66,3.62
2017/18,23/09/2017,2.39,3.48,3.14
2017/18,24/09/2017,1.64,4.0,6.04
2017/18,24/09/2017,2.85,3.38,2.64
2017/18,25/09/2017,2.43,3.15,3.38
2017/18,29/09/2017,3.28,3.49,2.31
2017/18,29/09/2017,1.93,3.53,4.52
2017/18,30/09/2017,2.34,3.43,3.28
2017/18,30/09/2017,2.07,3.54,3.84
2017/18,30/09/2017,2.68,3.16,2.98
2017/18,01/10/2017,2.11,3.72,3.53
2017/18,01/10/2017,2.16,3.54,3.57
2017/18,01/10/2017,2.66,3.18,3.0
2017/18,13/10/2017,2.04,3.68,3.8
2017/18,13/10/2017,2.37,3.14,3.51
2017/18,14/10/2017,2.21,3.46,3.53
2017/18,14/10/2017,2.49,3.25,3.17
2017/18,14/10/2017,2.18,3.42,3.64
2017/18,15/10/2017,1.97,3.7,4.06
2017/18,15/10/2017,1.87,3.73,4.48
2017/18,16/10/2017,2.99,3.47,2.49
2017/18,20/10/2017,1.7,3.9,5.49
2017/18,20/10/2017,2.36,3.63,3.08
2017/18,21/10/2017,2.42,3.46,3.11
2017/18,21/10/2017,1.61,4.23,6.0
2017/18,21/10/2017,3.15,3.28,2.48
2017/18,22/10/2017,3.13,3.13,2.59
2017/18,22/10/2017,2.77,3.46,2.67
2017/18,23/10/2017,2.41,3.48,3.09
2017/18,27/10/2017,2.54,3.3,3.05
2017/18,27/10/2017,1.71,3.78,5.64
2017/18,28/10/2017,2.82,3.27,2.75
2017/18,28/10/2017,2.34,3.48,3.22
2017/18,28/10/2017,3.06,3.43,2.46
2017/18,29/10/2017,2.14,3.39,3.81
2017/18,29/10/2017,1.61,4.05,6.35
2017/18,30/10/2017,2.0,3.62,4.01
2017/18,03/11/2017,2.28,3.73,3.15
2017/18,03/11/2017,2.66,3.24,2.94
2017/18,04/11/2017,2.57,3.33,2.98
2017/18,04/11/2017,1.92,3.49,4.6
2017/18,04/11/2017,3.74,3.65,2.07
2017/18,05/11/2017,2.21,3.34,3.67
2017/18,05/11/2017,1.74,3.84,5.3
2017/18,05/11/2017,2.84,3.43,2.63
2017/18,17/11/2017,1.66,3.98,5.88
2017/18,17/11/2017,2.69,3.42,2.78
2017/18,18/11/2017,2.46,3.31,3.16
2017/18,18/11/2017,6.55,3.87,1.63
2017/18,18/11/2017,1.94,3.65,4.23
2017/18,19/11/2017,2.04,3.38,4.19
2017/18,19/11/2017,1.61,4.36,5.66
2017/18,20/11/2017,2.34,3.57,3.16
2017/18,24/11/2017,3.1,3.36,2.47
2017/18,24/11/2017,2.53,3.52,2.89
2017/18,25/11/2017,1.84,3.51,5.09
2017/18,25/11/2017,2.04,3.33,4.26
2017/18,25/11/2017,3.21,3.47,2.35
2017/18,26/11/2017,1.49,4.26,8.46
2017/18,26/11/2017,3.22,3.5,2.33
2017/18,27/11/2017,3.05,3.28,2.55
2017/18,01/12/2017,2.04,3.51,4.02
2017/18,01/12/2017,1.82,3.74,4.82
2017/18,02/12/2017,2.3,3.28,3.49
2017/18,02/12/2017,2.07,3.61,3.76
2017/18,02/12/2017,5.94,3.81,1.68
2017/18,03/12/2017,3.9,3.47,2.08
2017/18,03/12/2017,2.44,3.56,2.99
2017/18,04/12/2017,3.25,3.39,2.37
2017/18,08/12/2017,3.41,3.12,2.43
2017/18,08/12/2017,2.4,3.66,2.99
2017/18,09/12/2017,1.95,3.57,4.31
2017/18,09/12/2017,1.91,3.67,4.35
2017/18,09/12/2017,1.45,5.01,7.23
2017/18,10/12/2017,2.01,3.51,4.12
2017/18,10/12/2017,2.05,3.57,3.89
2017/18,10/12/2017,1.51,4.37,7.6
2017/18,12/12/2017,2.09,3.45,3.9
2017/18,12/12/2017,4.78,3.72,1.83
2017/18,12/12/2017,2.4,3.5,3.1
2017/18,12/12/2017,2.5,3.54,2.92
2017/18,13/12/2017,2.33,3.29,3.43
2017/18,13/12/2017,3.29,3.29,2.4
2017/18,13/12/2017,2.69,3.38,2.8
2017/18,13/12/2017,1.66,3.95,5.94
2017/18,15/12/2017,1.78,3.95,4.77
2017/18,15/12/2017,3.35,3.5,2.3
2017/18,16/12/2017,2.25,3.35,3.55
2017/18,16/12/2017,3.45,3.33,2.3
2017/18,16/12/2017,1.81,3.89,4.68
2017/18,17/12/2017,1.48,4.46,8.15
2017/18,17/12/2017,2.44,3.42,3.1
2017/18,18/12/2017,1.61,4.28,5.88
2017/18,09/02/2018,1.97,3.73,3.93
2017/18,09/02/2018,3.63,3.38,2.18
2017/18,10/02/2018,1.46,4.31,8.98
2017/18,10/02/2018,2.41,3.46,3.06
2017/18,10/02/2018,2.09,3.34,3.95
2017/18,11/02/2018,2.76,3.36,2.7
2017/18,11/02/2018,4.04,3.13,2.16
2017/18,12/02/2018,3.1,3.16,2.56
2017/18,16/02/2018,3.93,3.63,2.0
2017/18,16/02/2018,1.32,5.33,11.44
2017/18,17/02/2018,2.12,3.51,3.67
2017/18,17/02/2018,1.66,3.86,5.8
2017/18,17/02/2018,2.07,3.34,4.0
2017/18,18/02/2018,1.68,3.83,5.78
2017/18,18/02/2018,1.81,3.55,5.09
2017/18,19/02/2018,1.89,4.0,3.97
2017/18,23/02/2018,2.11,3.43,3.79
2017/18,23/02/2018,1.95,3.47,4.36
2017/18,24/02/2018,1.93,3.52,4.41
2017/18,24/02/2018,2.12,3.58,3.58
2017/18,24/02/2018,4.71,3.76,1.81
2017/18,25/02/2018,2.59,3.18,3.04
2017/18,25/02/2018,2.69,3.35,2.78
2017/18,25/02/2018,3.21,3.24,2.44
2017/18,27/02/2018,1.85,3.68,4.58
2017/18,27/02/2018,2.0,3.39,4.28
2017/18,27/02/2018,2.02,3.4,4.12
2017/18,27/02/2018,3.91,3.2,2.17
2017/18,28/02/2018,2.29,3.39,3.35
2017/18,28/02/2018,2.88,3.45,2.55
2017/18,28/02/2018,2.44,3.24,3.21
2017/18,28/02/2018,1.44,4.36,9.5
2017/18,02/03/2018,2.79,3.19,2.79
2017/18,02/03/2018,1.96,3.55,4.19
2017/18,03/03/2018,1.83,3.67,4.72
2017/18,03/03/2018,2.48,3.53,2.91
2017/18,03/03/2018,2.54,3.21,3.08
2017/18,04/03/2018,2.46,3.12,3.3
2017/18,04/03/2018,2.69,3.02,3.06
2017/18,05/03/2018,1.61,4.2,5.8
2017/18,09/03/2018,2.35,3.42,3.21
2017/18,09/03/2018,1.75,3.75,5.23
2017/18,10/03/2018,3.75,3.39,2.13
2017/18,10/03/2018,1.78,3.75,5.02
2017/18,10/03/2018,2.23,3.42,3.44
2017/18,11/03/2018,2.06,3.34,4.1
2017/18,11/03/2018,3.02,3.35,2.5
2017/18,12/03/2018,2.04,3.33,4.17
2017/18,16/03/2018,2.45,3.01,3.46
2017/18,16/03/2018,1.53,4.2,7.31
2017/18,17/03/2018,3.32,3.18,2.41
2017/18,17/03/2018,1.6,4.02,6.52
2017/18,17/03/2018,1.91,3.59,4.4
2017/18,18/03/2018,1.56,4.05,7.16
2017/18,18/03/2018,2.81,3.26,2.72
2017/18,18/03/2018,1.82,3.78,4.34
2017/18,31/03/2018,1.63,4.03,5.98
2017/18,31/03/2018,2.86,3.26,2.68
2017/18,31/03/2018,2.0,3.43,4.22
2017/18,31/03/2018,3.6,3.5,2.15
2017/18,02/04/2018,2.16,3.25,3.85
2017/18,02/04/2018,2.8,3.24,2.74
2017/18,02/04/2018,1.77,3.66,5.25
2017/18,02/04/2018,2.99,3.22,2.59
2017/18,07/04/2018,2.9,2.88,2.87
2017/18,07/04/2018,1.69,3.89,5.56
2017/18,07/04/2018,1.41,4.89,8.49
2017/18,07/04/2018,2.09,3.61,3.7
2017/18,07/04/2018,1.85,3.72,4.49
2017/18,07/04/2018,1.96,3.39,4.44
2017/18,07/04/2018,3.83,3.59,2.04
2017/18,07/04/2018,2.38,3.51,3.08
2017/18,13/04/2018,2.57,3.26,2.99
2017/18,13/04/2018,1.49,4.42,7.46
2017/18,14/04/2018,2.47,3.26,3.13
2017/18,14/04/2018,1.64,4.22,5.43
2017/18,14/04/2018,1.56,4.19,6.73
2017/18,15/04/2018,1.77,3.75,5.04
2017/18,15/04/2018,1.94,3.62,4.19
2017/18,16/04/2018,2.06,3.5,3.87
2017/18,20/04/2018,1.92,3.7,4.13
2017/18,20/04/2018,4.24,3.46,1.98
2017/18,21/04/2018,2.6,3.26,2.95
2017/18,21/04/2018,2.86,3.46,2.56
2017/18,21/04/2018,2.91,3.37,2.57
2017/18,22/04/2018,2.32,3.3,3.39
2017/18,22/04/2018,3.2,3.43,2.34
2017/18,23/04/2018,2.04,3.49,3.94
2017/18,27/04/2018,2.98,3.19,2.62
2017/18,27/04/2018,1.64,4.01,5.89
2017/18,28/04/2018,2.18,3.45,3.54
2017/18,28/04/2018,1.45,4.56,8.21
2017/18,28/04/2018,1.53,4.2,7.35
2017/18,29/04/2018,2.09,3.33,3.96
2017/18,29/04/2018,1.59,4.1,6.4
2017/18,30/04/2018,2.87,3.01,2.78
2017/18,04/05/2018,2.07,3.61,3.68
2017/18,04/05/2018,1.71,4.1,4.86
2017/18,05/05/2018,3.53,3.32,2.23
2017/18,05/05/2018,1.64,3.84,6.15
2017/18,05/05/2018,3.44,3.27,2.29
2017/18,06/05/2018,2.19,3.57,3.36
2017/18,06/05/2018,2.05,3.68,3.69
2017/18,06/05/2018,2.58,3.34,2.9
2017/18,08/05/2018,2.28,3.24,3.46
2017/18,08/05/2018,2.28,3.45,3.28
2017/18,08/05/2018,2.7,3.41,2.71
2017/18,08/05/2018,2.77,3.75,2.47
2017/18,09/05/2018,1.92,3.76,4.06
2017/18,09/05/2018,1.79,3.55,5.22
2017/18,09/05/2018,1.91,3.56,4.41
2017/18,09/05/2018,2.07,3.45,3.82
2017/18,12/05/2018,2.31,3.61,3.11
2017/18,12/05/2018,2.63,3.09,3.04
2017/18,12/05/2018,2.81,3.5,2.56
2017/18,12/05/2018,1.7,3.93,5.28
2017/18,13/05/2018,1.74,4.01,4.84
2017/18,13/05/2018,1.72,3.95,4.99
2017/18,13/05/2018,3.3,3.42,2.29
2017/18,13/05/2018,4.02,3.56,1.99
2017/18,19/05/2018,2.04,3.85,3.55
2017/18,19/05/2018,2.24,3.49,3.32
2017/18,19/05/2018,1.78,3.83,4.77
2017/18,19/05/2018,1.81,3.76,4.69
2017/18,20/05/2018,2.45,3.51,2.94
2017/18,20/05/2018,1.76,4.12,4.48
2017/18,20/05/2018,2.38,3.61,2.96
2017/18,20/05/2018,2.42,3.36,3.1
2018/19,20/07/2018,2.74,3.36,2.7
2018/19,20/07/2018,1.77,3.87,4.75
2018/19,21/07/2018,2.5,3.28,3.05
2018/19,21/07/2018,2.42,3.29,3.17
2018/19,21/07/2018,1.78,3.7,5.04
2018/19,22/07/2018,3.25,3.48,2.28
2018/19,22/07/2018,2.92,3.37,2.54
2018/19,23/07/2018,2.87,3.28,2.63
2018/19,27/07/2018,2.22,3.36,3.5
2018/19,27/07/2018,2.33,3.39,3.25
2018/19,28/07/2018,1.64,3.94,5.89
2018/19,28/07/2018,2.93,3.53,2.45
2018/19,29/07/2018,3.4,3.58,2.18
2018/19,29/07/2018,2.98,3.36,2.5
2018/19,29/07/2018,1.53,4.42,6.43
2018/19,30/07/2018,2.19,3.34,3.62
2018/19,03/08/2018,2.02,3.46,4.03
2018/19,03/08/2018,3.58,3.52,2.13
2018/19,04/08/2018,2.4,3.45,3.06
2018/19,04/08/2018,1.6,4.21,5.89
2018/19,05/08/2018,3.15,3.37,2.39
2018/19,05/08/2018,2.13,3.42,3.7
