Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeValue,AwayValue,VCH,VCD,VCA
B1,23/10/2010,Cercle Brugge,Eupen,2.0,1.0,H,0.0,0.0,1.4,4.5,7.5,1.45,3.75,6.9,1.4,3.9,6.0,1.4,3.75,7.0,1.4,4.2,7.5,2010/11,€14.03m,€11.78m,1.4,4.5,8.0
B1,23/10/2010,Lierse,Waregem,0.0,0.0,D,0.0,0.0,2.4,3.3,2.88,2.35,3.25,2.7,2.2,3.2,2.75,2.2,3.25,2.75,2.4,3.2,2.75,2010/11,€17.45m,€16.90m,2.38,3.2,3.12
B1,23/10/2010,Mechelen,Germinal,5.0,1.0,H,1.0,0.0,2.0,3.3,3.75,1.9,3.3,3.65,2.0,3.2,3.2,1.91,3.25,3.4,1.91,3.3,3.75,2010/11,€22.30m,€19.20m,2.0,3.4,3.75
B1,23/10/2010,St Truiden,Charleroi,3.0,2.0,H,1.0,0.0,2.25,3.3,3.1,2.1,3.3,3.1,2.3,3.2,2.6,2.1,3.3,2.88,2.2,3.3,3.0,2010/11,€14.05m,€16.88m,2.3,3.25,3.12
B1,24/10/2010,Anderlecht,Westerlo,2.0,0.0,H,1.0,0.0,1.25,5.5,12.0,1.25,4.9,10.0,1.25,4.5,9.0,1.25,4.5,10.0,1.29,4.5,11.0,2010/11,€82.90m,€18.85m,1.25,5.5,12.0
B1,24/10/2010,Lokeren,Club Brugge,1.0,0.0,H,1.0,0.0,3.25,3.25,2.2,2.85,3.5,2.15,3.2,3.2,2.0,2.75,3.25,2.2,2.8,3.3,2.3,2010/11,€21.30m,€49.55m,3.3,3.4,2.15
B1,24/10/2010,Standard,Gent,2.0,1.0,H,1.0,0.0,1.85,3.6,4.0,1.9,3.3,3.65,1.85,3.3,3.4,1.8,3.3,3.75,1.91,3.3,3.75,2010/11,€73.85m,€41.40m,1.83,3.75,4.0
B1,29/10/2010,Charleroi,Kortrijk,0.0,0.0,D,0.0,0.0,2.65,3.4,2.5,2.7,3.15,2.4,2.4,3.2,2.6,2.38,3.3,2.5,2.5,3.25,2.6,2010/11,€16.88m,€14.80m,2.6,3.5,2.62
B1,30/10/2010,Eupen,Lierse,2.0,2.0,D,1.0,2.0,2.38,3.3,2.9,2.4,3.15,2.7,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.62,2010/11,€11.78m,€17.45m,2.4,3.25,3.0
B1,30/10/2010,Gent,Mechelen,3.0,1.0,H,1.0,0.0,1.62,3.75,5.5,1.65,3.6,4.6,1.65,3.3,4.4,1.62,3.5,4.5,1.67,3.5,4.8,2010/11,€41.40m,€22.30m,1.62,3.8,5.25
B1,30/10/2010,Germinal,St Truiden,0.0,0.0,D,0.0,0.0,1.8,3.6,4.33,1.9,3.3,3.65,1.8,3.3,3.8,1.83,3.3,3.6,1.8,3.3,4.2,2010/11,€19.20m,€14.05m,1.83,3.6,4.2
B1,30/10/2010,Waregem,Lokeren,1.0,1.0,D,0.0,1.0,2.2,3.3,3.2,2.1,3.3,3.1,2.2,3.1,3.0,2.2,3.25,2.75,2.15,3.4,3.0,2010/11,€16.90m,€21.30m,2.15,3.5,3.25
B1,30/10/2010,Westerlo,Cercle Brugge,2.0,1.0,H,0.0,0.0,2.1,3.4,3.4,2.0,3.3,3.4,2.2,3.2,2.9,2.1,3.2,3.0,2.2,3.2,3.1,2010/11,€18.85m,€14.03m,2.1,3.4,3.5
B1,31/10/2010,Club Brugge,Standard,2.0,2.0,D,1.0,1.0,2.25,3.4,3.1,2.4,3.6,2.8,2.1,3.2,3.1,2.2,3.3,2.7,2.2,3.2,3.1,2010/11,€49.55m,€73.85m,2.25,3.5,3.0
B1,31/10/2010,Genk,Anderlecht,1.0,2.0,A,1.0,1.0,2.45,3.3,2.8,2.4,3.25,2.65,2.5,3.2,2.5,2.38,3.3,2.5,2.5,3.25,2.6,2010/11,€51.15m,€82.90m,2.38,3.4,2.88
B1,05/11/2010,Westerlo,Genk,1.0,1.0,D,1.0,0.0,3.25,3.5,2.1,3.5,3.6,1.85,3.1,3.3,2.05,3.4,3.25,1.91,3.5,3.3,2.0,2010/11,€18.85m,€51.15m,3.3,3.75,2.05
B1,06/11/2010,Kortrijk,Germinal,4.0,0.0,H,2.0,0.0,1.91,3.4,4.0,1.85,3.3,3.9,1.85,3.3,3.6,1.8,3.3,3.75,1.8,3.5,4.0,2010/11,€14.80m,€19.20m,1.95,3.4,4.0
B1,06/11/2010,Lierse,Lokeren,2.0,2.0,D,2.0,0.0,2.4,3.3,2.9,2.35,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.3,2.5,2010/11,€17.45m,€21.30m,2.38,3.25,3.0
B1,06/11/2010,Mechelen,Charleroi,2.0,0.0,H,0.0,0.0,1.53,4.0,6.0,1.45,3.9,6.4,1.55,3.5,4.8,1.53,3.5,5.5,1.57,3.6,5.5,2010/11,€22.30m,€16.88m,1.53,4.0,6.0
B1,06/11/2010,St Truiden,Waregem,0.0,3.0,A,0.0,2.0,2.3,3.4,3.0,2.25,3.25,2.85,2.2,3.2,2.9,2.25,3.2,2.75,2.25,3.2,3.0,2010/11,€14.05m,€16.90m,2.3,3.4,3.1
B1,06/11/2010,Standard,Eupen,1.0,3.0,A,0.0,2.0,1.22,6.0,13.0,1.18,5.8,12.0,1.15,6.0,12.0,1.2,5.0,11.0,1.2,6.0,11.0,2010/11,€73.85m,€11.78m,1.22,6.0,13.0
B1,07/11/2010,Anderlecht,Club Brugge,2.0,2.0,D,2.0,2.0,1.62,3.75,5.5,1.6,3.55,5.1,1.65,3.4,4.4,1.61,3.3,5.0,1.7,3.4,4.8,2010/11,€82.90m,€49.55m,1.57,4.0,5.5
B1,07/11/2010,Cercle Brugge,Gent,0.0,1.0,A,0.0,0.0,2.88,3.5,2.3,2.85,3.1,2.35,2.5,3.3,2.4,2.87,3.3,2.1,2.8,3.3,2.3,2010/11,€14.03m,€41.40m,2.88,3.6,2.3
B1,13/11/2010,Charleroi,Westerlo,0.0,1.0,A,0.0,0.0,2.88,3.3,2.4,2.7,3.15,2.4,2.7,3.2,2.3,2.5,3.3,2.38,2.62,3.2,2.5,2010/11,€16.88m,€18.85m,3.0,3.4,2.3
B1,13/11/2010,Club Brugge,Lierse,2.0,0.0,H,1.0,0.0,1.36,4.75,8.0,1.35,4.5,7.25,1.4,3.9,6.0,1.33,4.33,7.0,1.33,4.5,8.0,2010/11,€49.55m,€17.45m,1.4,4.6,8.0
B1,13/11/2010,Genk,Cercle Brugge,3.0,0.0,H,1.0,0.0,1.45,4.2,7.0,1.45,3.85,6.6,1.5,3.7,5.0,1.44,3.75,6.0,1.44,3.8,7.0,2010/11,€51.15m,€14.03m,1.44,4.4,7.0
B1,13/11/2010,Germinal,Standard,0.0,1.0,A,0.0,0.0,3.8,3.4,1.95,3.4,3.25,2.0,3.1,3.2,2.1,3.4,3.25,1.91,3.75,3.3,1.91,2010/11,€19.20m,€73.85m,3.6,3.5,2.0
B1,13/11/2010,Lokeren,St Truiden,3.0,0.0,H,2.0,0.0,1.7,3.6,5.0,1.6,3.55,5.1,1.55,3.5,4.8,1.53,3.5,5.5,1.53,3.6,6.0,2010/11,€21.30m,€14.05m,1.67,3.8,5.0
B1,14/11/2010,Gent,Anderlecht,1.0,2.0,A,0.0,0.0,2.63,3.25,2.63,2.5,3.2,2.55,2.5,3.2,2.5,2.4,3.25,2.5,2.6,3.3,2.5,2010/11,€41.40m,€82.90m,2.6,3.4,2.62
B1,14/11/2010,Waregem,Kortrijk,1.0,1.0,D,0.0,0.0,2.3,3.3,3.1,2.2,3.2,3.0,2.1,3.2,3.1,2.2,3.25,2.75,2.2,3.3,3.0,2010/11,€16.90m,€14.80m,2.25,3.4,3.2
B1,20/11/2010,Charleroi,Genk,1.0,3.0,A,0.0,2.0,5.25,3.75,1.65,5.0,3.6,1.6,4.0,3.4,1.7,4.5,3.5,1.61,4.8,3.5,1.67,2010/11,€16.88m,€51.15m,5.0,3.8,1.67
B1,20/11/2010,Eupen,Kortrijk,3.0,1.0,H,1.0,1.0,2.9,3.3,2.4,2.65,3.15,2.45,2.5,3.2,2.4,2.6,3.25,2.3,2.7,3.3,2.38,2010/11,€11.78m,€14.80m,2.88,3.4,2.4
B1,20/11/2010,Gent,Westerlo,4.0,4.0,D,2.0,0.0,1.57,3.8,6.0,1.55,3.65,5.5,1.55,3.6,4.8,1.5,3.6,5.5,1.6,3.8,5.0,2010/11,€41.40m,€18.85m,1.53,4.0,6.0
B1,20/11/2010,Germinal,Anderlecht,0.0,1.0,A,0.0,0.0,4.75,3.6,1.73,4.4,3.5,1.7,4.4,3.3,1.65,4.33,3.4,1.66,4.8,3.5,1.67,2010/11,€19.20m,€82.90m,5.0,3.6,1.73
B1,20/11/2010,Lierse,St Truiden,1.0,2.0,A,0.0,0.0,1.83,3.5,4.33,1.8,3.4,4.0,1.8,3.3,3.7,1.83,3.3,3.6,1.91,3.3,3.75,2010/11,€17.45m,€14.05m,1.83,3.6,4.33
B1,20/11/2010,Lokeren,Mechelen,3.0,1.0,H,1.0,1.0,2.2,3.4,3.2,2.05,3.2,3.3,2.0,3.3,3.0,2.1,3.3,2.87,2.0,3.3,3.5,2010/11,€21.30m,€22.30m,2.15,3.4,3.3
B1,21/11/2010,Club Brugge,Cercle Brugge,0.0,1.0,A,0.0,0.0,1.53,4.0,6.0,1.5,4.2,5.0,1.5,3.7,5.0,1.5,3.6,5.5,1.53,4.2,5.0,2010/11,€49.55m,€14.03m,1.57,4.2,5.5
B1,21/11/2010,Waregem,Standard,2.0,0.0,H,0.0,0.0,3.4,3.4,2.1,3.4,3.25,2.0,3.1,3.2,2.1,3.4,3.25,1.9,3.2,3.3,2.1,2010/11,€16.90m,€73.85m,3.5,3.5,2.05
B1,26/11/2010,Genk,Gent,1.0,2.0,A,1.0,2.0,1.91,3.4,4.0,1.91,3.25,3.7,1.8,3.3,3.6,1.83,3.3,3.6,1.95,3.6,3.3,2010/11,€51.15m,€41.40m,1.85,3.6,4.0
B1,27/11/2010,Anderlecht,Charleroi,4.0,1.0,H,0.0,1.0,1.18,6.5,15.0,1.15,6.5,12.5,1.15,6.0,12.0,1.17,5.5,12.0,1.2,6.0,11.0,2010/11,€82.90m,€16.88m,1.2,6.5,15.0
B1,27/11/2010,Cercle Brugge,Germinal,1.0,1.0,D,0.0,0.0,1.73,3.6,4.75,1.7,3.4,4.5,1.7,3.3,4.0,1.73,3.4,4.0,1.73,3.6,4.33,2010/11,€14.03m,€19.20m,1.67,3.75,5.25
B1,27/11/2010,Standard,Lierse,7.0,0.0,H,3.0,0.0,1.33,5.0,8.5,1.25,5.0,9.75,1.25,4.5,9.0,1.25,5.0,8.0,1.35,4.6,7.5,2010/11,€73.85m,€17.45m,1.33,5.0,9.0
B1,27/11/2010,Westerlo,Eupen,1.0,1.0,D,0.0,1.0,1.62,3.7,5.5,1.65,3.45,4.8,1.55,3.5,4.8,1.57,3.5,5.0,1.65,3.75,4.6,2010/11,€18.85m,€11.78m,1.62,3.8,5.5
B1,28/11/2010,Mechelen,Waregem,0.0,0.0,D,0.0,0.0,2.1,3.3,3.5,1.95,3.4,3.4,1.9,3.3,3.4,1.83,3.4,3.5,2.05,3.4,3.25,2010/11,€22.30m,€16.90m,2.05,3.4,3.6
B1,28/11/2010,St Truiden,Club Brugge,2.0,1.0,H,1.0,0.0,4.0,3.4,1.91,3.55,3.4,1.9,3.6,3.3,1.8,3.6,3.4,1.8,3.6,3.5,1.91,2010/11,€14.05m,€49.55m,4.0,3.6,1.91
B1,03/12/2010,Lokeren,Standard,2.0,1.0,H,1.0,0.0,3.0,3.25,2.38,2.85,3.4,2.2,2.5,3.3,2.3,2.62,3.1,2.38,2.6,3.3,2.5,2010/11,€21.30m,€73.85m,2.88,3.3,2.4
B1,04/12/2010,Eupen,Gent,0.0,3.0,A,0.0,2.0,3.6,3.5,2.0,3.8,3.35,1.85,3.1,3.3,2.0,3.4,3.25,1.91,3.5,3.5,1.91,2010/11,€11.78m,€41.40m,3.6,3.5,2.0
B1,04/12/2010,St Truiden,Kortrijk,1.0,0.0,H,0.0,0.0,2.2,3.4,3.2,2.3,3.2,2.8,2.0,3.2,3.2,2.2,3.25,2.75,2.3,3.3,2.8,2010/11,€14.05m,€14.80m,2.15,3.4,3.3
B1,05/12/2010,Club Brugge,Westerlo,4.0,3.0,H,3.0,3.0,1.62,3.75,5.5,1.55,3.65,5.5,1.45,3.8,5.4,1.5,3.6,5.5,1.53,3.8,5.5,2010/11,€49.55m,€18.85m,1.62,4.0,5.5
B1,05/12/2010,Germinal,Genk,0.0,1.0,A,0.0,0.0,3.8,3.6,1.91,4.0,3.35,1.8,3.5,3.3,1.9,3.6,3.3,1.83,3.75,3.3,1.91,2010/11,€19.20m,€51.15m,3.8,3.6,1.91
B1,05/12/2010,Waregem,Anderlecht,1.0,2.0,A,0.0,1.0,4.2,3.6,1.83,4.0,3.35,1.8,4.2,3.4,1.7,3.75,3.3,1.8,4.0,3.3,1.85,2010/11,€16.90m,€82.90m,4.2,3.5,1.85
B1,10/12/2010,Mechelen,Club Brugge,0.0,1.0,A,0.0,1.0,2.75,3.3,2.5,2.6,3.25,2.45,2.6,3.2,2.3,2.5,3.2,2.5,2.7,3.3,2.38,2010/11,€22.30m,€49.55m,2.62,3.3,2.6
B1,11/12/2010,Cercle Brugge,Waregem,1.0,3.0,A,0.0,1.0,2.05,3.4,3.5,1.95,3.25,3.55,1.9,3.3,3.4,2.0,3.2,3.2,2.15,3.2,3.2,2010/11,€14.03m,€16.90m,2.05,3.5,3.5
B1,11/12/2010,Genk,Eupen,5.0,1.0,H,1.0,0.0,1.25,5.5,11.0,1.25,5.25,9.0,1.25,4.5,9.0,1.25,5.0,8.0,1.25,5.0,11.0,2010/11,€51.15m,€11.78m,1.29,5.5,11.0
B1,11/12/2010,Gent,Charleroi,2.0,1.0,H,1.0,1.0,1.22,5.75,12.0,1.22,5.25,11.0,1.2,5.0,10.0,1.2,5.5,9.0,1.2,5.5,13.0,2010/11,€41.40m,€16.88m,1.22,6.0,12.0
B1,11/12/2010,Standard,St Truiden,1.0,0.0,H,0.0,0.0,1.3,5.0,9.5,1.3,4.75,8.25,1.3,4.2,8.0,1.28,4.5,8.0,1.36,4.33,8.0,2010/11,€73.85m,€14.05m,1.29,5.25,11.0
B1,11/12/2010,Westerlo,Germinal,1.0,1.0,D,0.0,0.0,1.91,3.4,4.0,1.8,3.3,4.1,1.8,3.3,3.7,1.8,3.3,3.75,1.83,3.4,4.0,2010/11,€18.85m,€19.20m,1.95,3.4,4.0
B1,12/12/2010,Anderlecht,Lokeren,0.0,0.0,D,0.0,0.0,1.4,4.5,7.5,1.4,4.4,6.25,1.35,4.0,7.0,1.4,3.75,7.0,1.4,4.2,7.0,2010/11,€82.90m,€21.30m,1.36,4.75,8.5
B1,12/12/2010,Kortrijk,Lierse,3.0,1.0,H,2.0,1.0,1.65,3.75,5.25,1.6,3.5,5.2,1.6,3.4,4.6,1.53,3.5,5.5,1.62,3.6,5.0,2010/11,€14.80m,€17.45m,1.67,3.8,5.0
B1,17/12/2010,Kortrijk,Standard,2.0,1.0,H,1.0,0.0,2.8,3.25,2.5,2.8,3.3,2.25,2.6,3.2,2.3,2.62,3.3,2.25,3.0,3.2,2.25,2010/11,€14.80m,€73.85m,2.88,3.4,2.4
B1,18/12/2010,Eupen,Charleroi,1.0,0.0,H,1.0,0.0,1.91,3.4,4.0,1.88,3.3,3.75,1.85,3.3,3.5,1.83,3.3,3.6,1.83,3.3,4.0,2010/11,€11.78m,€16.88m,1.85,3.5,4.0
B1,18/12/2010,Lierse,Genk,1.0,1.0,D,1.0,0.0,5.5,4.0,1.57,6.25,3.95,1.45,4.8,3.5,1.55,5.0,3.5,1.57,5.5,3.6,1.57,2010/11,€17.45m,€51.15m,5.5,4.0,1.57
B1,18/12/2010,Waregem,Westerlo,2.0,0.0,H,0.0,0.0,2.05,3.3,3.6,2.05,3.0,3.6,2.0,3.2,3.2,2.0,3.2,3.2,2.0,3.3,3.4,2010/11,€16.90m,€18.85m,2.0,3.3,3.8
B1,19/12/2010,Club Brugge,Anderlecht,0.0,2.0,A,0.0,0.0,2.75,3.3,2.5,2.7,3.4,2.3,2.5,3.2,2.5,2.5,3.2,2.5,2.75,3.1,2.45,2010/11,€49.55m,€82.90m,2.75,3.4,2.5
B1,26/12/2010,Anderlecht,Lierse,6.0,0.0,H,2.0,0.0,1.17,7.0,15.0,1.16,6.25,13.0,1.17,5.5,11.0,1.14,6.0,12.0,1.14,6.5,17.0,2010/11,€82.90m,€17.45m,1.14,7.5,19.0
B1,26/12/2010,Cercle Brugge,Standard,1.0,0.0,H,1.0,0.0,3.2,3.25,2.25,2.8,3.2,2.3,2.7,3.1,2.3,2.88,3.3,2.1,3.0,3.25,2.2,2010/11,€14.03m,€73.85m,3.1,3.3,2.3
B1,26/12/2010,Gent,Club Brugge,0.0,2.0,A,0.0,2.0,2.0,3.5,3.5,2.0,3.4,3.25,2.1,3.2,3.1,2.1,3.3,2.88,2.1,3.3,3.2,2010/11,€41.40m,€49.55m,2.0,3.6,3.5
B1,29/12/2010,Club Brugge,Charleroi,5.0,0.0,H,2.0,0.0,1.2,6.5,13.0,1.18,6.0,11.5,1.2,5.0,10.0,1.16,5.5,12.0,1.2,5.5,12.0,2010/11,€49.55m,€16.88m,1.2,6.5,15.0
B1,29/12/2010,Germinal,Eupen,0.0,0.0,D,0.0,0.0,1.95,3.5,3.75,1.95,3.4,3.4,1.9,3.2,3.4,1.9,3.25,3.4,2.0,3.2,3.5,2010/11,€19.20m,€11.78m,1.95,3.5,3.8
B1,29/12/2010,Kortrijk,Anderlecht,0.0,2.0,A,0.0,1.0,3.8,3.6,1.91,3.6,3.35,1.9,3.4,3.2,1.9,3.4,3.25,1.9,4.0,3.3,1.83,2010/11,€14.80m,€82.90m,3.8,3.6,1.91
B1,29/12/2010,Lierse,Westerlo,2.0,1.0,H,0.0,0.0,2.88,3.2,2.5,2.65,3.25,2.4,2.6,3.1,2.3,2.5,3.25,2.4,2.7,3.3,2.37,2010/11,€17.45m,€18.85m,2.88,3.2,2.5
B1,30/12/2010,Lokeren,Genk,2.0,2.0,D,2.0,0.0,3.3,3.5,2.1,3.05,3.25,2.15,2.8,3.1,2.2,2.87,3.3,2.1,3.0,3.2,2.25,2010/11,€21.30m,€51.15m,3.3,3.4,2.15
B1,30/12/2010,Waregem,Gent,2.0,2.0,D,1.0,1.0,3.2,3.4,2.2,3.05,3.25,2.15,2.6,3.1,2.3,2.75,3.25,2.2,2.8,3.25,2.3,2010/11,€16.90m,€41.40m,3.12,3.4,2.2
B1,21/01/2011,Eupen,Club Brugge,1.0,4.0,A,0.0,3.0,4.75,3.6,1.73,4.5,3.5,1.65,4.0,3.3,1.7,3.75,3.5,1.73,4.33,3.5,1.73,2010/11,€11.78m,€49.55m,4.6,3.8,1.73
B1,22/01/2011,Cercle Brugge,Lierse,3.0,0.0,H,0.0,0.0,1.53,3.8,6.5,1.5,3.75,5.85,1.45,3.9,5.2,1.5,3.6,5.5,1.53,3.6,6.0,2010/11,€14.03m,€17.45m,1.5,4.0,7.0
B1,22/01/2011,Charleroi,Mechelen,0.0,0.0,D,0.0,0.0,3.5,3.4,2.05,3.4,3.25,2.0,3.3,3.3,1.9,3.4,3.25,1.91,3.2,3.3,2.1,2010/11,€16.88m,€22.30m,3.6,3.4,2.05
B1,22/01/2011,Genk,Kortrijk,3.0,2.0,H,1.0,2.0,1.5,4.1,6.5,1.45,4.1,6.0,1.4,3.9,6.0,1.36,4.0,7.0,1.4,4.0,7.5,2010/11,€51.15m,€14.80m,1.44,4.33,7.0
B1,22/01/2011,Germinal,Waregem,3.0,0.0,H,0.0,0.0,2.63,3.25,2.63,2.7,2.95,2.55,2.5,3.1,2.5,2.5,3.25,2.4,2.5,3.3,2.55,2010/11,€19.20m,€16.90m,2.6,3.25,2.75
B1,22/01/2011,Westerlo,St Truiden,3.0,0.0,H,1.0,0.0,1.83,3.4,4.4,1.85,3.4,3.75,1.8,3.2,3.7,1.83,3.3,3.6,1.91,3.2,4.0,2010/11,€18.85m,€14.05m,1.85,3.5,4.33
B1,23/01/2011,Anderlecht,Standard,2.0,0.0,H,0.0,0.0,1.62,3.9,5.25,1.6,3.65,4.9,1.6,3.5,4.4,1.62,3.5,4.5,1.62,3.75,4.8,2010/11,€82.90m,€73.85m,1.57,4.0,5.5
B1,23/01/2011,Gent,Lokeren,2.0,1.0,H,2.0,1.0,1.73,3.5,5.0,1.72,3.6,4.15,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.75,4.33,2010/11,€41.40m,€21.30m,1.67,4.0,4.75
B1,28/01/2011,Waregem,Genk,0.0,1.0,A,0.0,1.0,3.5,3.6,2.0,3.4,3.4,1.95,2.9,3.2,2.1,3.0,3.2,2.1,3.2,3.3,2.1,2010/11,€16.90m,€51.15m,3.4,3.6,2.05
B1,30/01/2011,Mechelen,Anderlecht,0.0,0.0,D,0.0,0.0,4.75,3.75,1.7,5.0,3.6,1.62,4.8,3.5,1.55,4.33,3.4,1.66,4.33,3.6,1.7,2010/11,€22.30m,€82.90m,5.0,3.8,1.67
B1,30/01/2011,St Truiden,Gent,1.0,1.0,D,0.0,1.0,4.0,3.4,1.91,3.8,3.5,1.8,3.6,3.3,1.8,3.6,3.4,1.8,3.75,3.3,1.91,2010/11,€14.05m,€41.40m,4.0,3.6,1.85
B1,02/02/2011,Charleroi,Germinal,2.0,0.0,H,1.0,0.0,2.75,3.2,2.38,2.9,3.1,2.3,2.5,3.2,2.4,2.5,3.2,2.5,2.5,3.3,2.55,2010/11,€16.88m,€19.20m,3.0,3.25,2.4
B1,02/02/2011,Eupen,Waregem,0.0,2.0,A,0.0,1.0,2.7,3.1,2.5,2.65,3.15,2.45,2.4,3.2,2.5,2.5,3.2,2.5,2.5,3.3,2.55,2010/11,€11.78m,€16.90m,2.88,3.3,2.5
B1,02/02/2011,Genk,St Truiden,1.0,1.0,D,1.0,1.0,1.33,4.5,8.0,1.32,4.75,7.5,1.3,4.2,8.0,1.25,5.0,8.0,1.29,5.0,9.0,2010/11,€51.15m,€14.05m,1.33,5.0,10.0
B1,02/02/2011,Lokeren,Cercle Brugge,2.0,1.0,H,1.0,1.0,1.91,3.25,3.75,1.95,3.25,3.55,2.0,3.2,3.1,1.73,3.4,4.0,1.83,3.3,4.0,2010/11,€21.30m,€14.03m,1.95,3.4,4.0
B1,02/02/2011,Mechelen,Kortrijk,1.0,0.0,H,0.0,0.0,2.0,3.2,3.5,2.0,3.2,3.45,1.9,3.2,3.4,1.91,3.25,3.4,1.83,3.3,4.0,2010/11,€22.30m,€14.80m,2.0,3.4,3.75
B1,04/02/2011,Gent,Lierse,4.0,1.0,H,2.0,0.0,1.29,5.0,11.0,1.25,5.5,8.5,1.33,4.2,8.0,1.33,4.33,7.0,1.3,4.8,9.0,2010/11,€41.40m,€17.45m,1.29,5.25,11.0
B1,05/02/2011,Anderlecht,St Truiden,2.0,0.0,H,0.0,0.0,1.2,6.0,11.0,1.18,5.55,13.0,1.2,5.0,10.0,1.16,5.5,12.0,1.2,6.0,11.0,2010/11,€82.90m,€14.05m,1.22,6.0,13.0
B1,05/02/2011,Cercle Brugge,Mechelen,0.0,1.0,A,0.0,1.0,1.83,3.3,4.0,1.9,3.15,3.85,1.75,3.3,3.9,1.9,3.2,3.5,2.0,3.3,3.5,2010/11,€14.03m,€22.30m,1.91,3.5,4.0
B1,05/02/2011,Charleroi,Waregem,2.0,0.0,H,1.0,0.0,2.9,3.4,2.2,3.0,3.3,2.15,2.5,3.3,2.3,2.75,3.2,2.25,3.1,3.3,2.15,2010/11,€16.88m,€16.90m,3.0,3.3,2.38
B1,05/02/2011,Westerlo,Kortrijk,2.0,1.0,H,0.0,1.0,2.1,3.25,3.25,2.1,3.2,3.2,2.0,3.2,3.1,2.1,3.2,3.0,2.1,3.3,3.2,2010/11,€18.85m,€14.80m,2.15,3.3,3.4
B1,06/02/2011,Eupen,Standard,0.0,1.0,A,0.0,1.0,4.5,3.5,1.7,4.5,3.4,1.7,4.4,3.5,1.6,4.0,3.2,1.8,4.2,3.4,1.8,2010/11,€11.78m,€73.85m,4.5,3.75,1.75
B1,06/02/2011,Genk,Club Brugge,1.0,0.0,H,0.0,0.0,2.25,3.25,2.9,2.15,3.3,3.0,2.2,3.2,2.8,2.1,3.2,3.0,2.15,3.25,3.1,2010/11,€51.15m,€49.55m,2.25,3.5,3.1
B1,06/02/2011,Germinal,Lokeren,1.0,1.0,D,0.0,0.0,2.38,3.25,2.75,2.6,3.25,2.45,2.4,3.2,2.5,2.37,3.2,2.6,2.55,3.3,2.5,2010/11,€19.20m,€21.30m,2.5,3.2,2.88
B1,12/02/2011,Anderlecht,Cercle Brugge,1.0,0.0,H,0.0,0.0,1.25,5.0,10.0,1.25,5.0,10.0,1.25,4.5,9.0,1.22,5.0,9.0,1.25,5.0,11.0,2010/11,€82.90m,€14.03m,1.25,5.5,13.0
B1,12/02/2011,Club Brugge,Waregem,2.0,0.0,H,1.0,0.0,1.53,4.0,6.0,1.42,4.0,6.65,1.45,3.8,5.4,1.44,3.75,6.0,1.5,4.2,5.5,2010/11,€49.55m,€16.90m,1.53,4.2,6.0
B1,12/02/2011,Lierse,Germinal,2.0,2.0,D,1.0,1.0,2.25,3.25,3.2,2.3,3.15,2.85,2.2,3.1,2.8,2.2,3.25,2.75,2.15,3.25,3.2,2010/11,€17.45m,€19.20m,2.25,3.25,3.2
B1,12/02/2011,Lokeren,Charleroi,1.0,1.0,D,0.0,0.0,1.44,4.2,7.5,1.4,4.0,7.25,1.45,3.8,5.4,1.4,4.0,6.5,1.44,4.0,6.5,2010/11,€21.30m,€16.88m,1.5,4.2,6.5
B1,12/02/2011,Mechelen,Westerlo,3.0,1.0,H,2.0,1.0,2.1,3.3,3.5,1.95,3.2,3.6,1.9,3.2,3.4,1.83,3.3,3.6,1.91,3.2,3.8,2010/11,€22.30m,€18.85m,2.1,3.25,3.6
B1,12/02/2011,St Truiden,Eupen,1.0,1.0,D,0.0,1.0,1.91,3.4,4.0,1.9,3.3,3.65,1.8,3.3,3.6,1.83,3.4,3.5,1.83,3.3,4.0,2010/11,€14.05m,€11.78m,1.95,3.4,4.0
B1,13/02/2011,Kortrijk,Gent,0.0,1.0,A,0.0,0.0,3.25,3.3,2.2,2.9,3.2,2.25,2.9,3.2,2.1,2.75,3.25,2.2,2.8,3.3,2.3,2010/11,€14.80m,€41.40m,3.25,3.4,2.2
B1,13/02/2011,Standard,Genk,0.0,2.0,A,0.0,1.0,2.2,3.3,3.25,2.25,3.2,2.9,2.2,3.1,2.8,2.1,3.3,2.88,2.2,3.2,3.1,2010/11,€73.85m,€51.15m,2.2,3.3,3.25
B1,15/02/2011,Lierse,Mechelen,2.0,1.0,H,1.0,0.0,2.6,3.25,2.7,2.45,3.1,2.7,2.3,3.2,2.6,2.62,3.3,2.25,2.6,3.3,2.45,2010/11,€17.45m,€22.30m,2.6,3.25,2.75
B1,16/02/2011,Germinal,Gent,2.0,2.0,D,2.0,1.0,3.5,3.3,2.1,3.5,3.3,1.95,3.0,3.2,2.1,3.0,3.4,2.0,3.4,3.25,2.05,2010/11,€19.20m,€41.40m,3.6,3.3,2.05
B1,16/02/2011,Westerlo,Lokeren,1.0,2.0,A,1.0,0.0,2.2,3.3,3.2,2.2,3.2,3.0,2.1,3.2,3.0,2.25,3.3,2.62,2.3,3.25,2.88,2010/11,€18.85m,€21.30m,2.15,3.2,3.5
