Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,11/05/2014,Hull,Everton,0.0,2.0,A,0.0,1.0,A,H Webb,12.0,11.0,3.0,4.0,8.0,8.0,6.0,4.0,0.0,1.0,0.0,0.0,4.0,3.6,2.0,3.6,3.4,2.0,,,,3.5,3.5,2.0,3.9,3.6,2.05,3.71,3.54,2.15
E0,11/05/2014,Liverpool,Newcastle,2.0,1.0,H,0.0,1.0,A,P Dowd,13.0,8.0,5.0,2.0,8.0,16.0,6.0,2.0,1.0,3.0,0.0,2.0,1.22,7.5,13.0,1.2,6.5,12.5,,,,1.2,6.5,13.0,1.2,7.5,13.0,1.18,9.34,15.84
E0,11/05/2014,Man City,West Ham,2.0,0.0,H,1.0,0.0,H,M Atkinson,28.0,3.0,7.0,0.0,7.0,9.0,12.0,1.0,2.0,2.0,0.0,0.0,1.17,9.0,17.0,1.14,8.0,14.5,,,,1.14,8.0,15.0,1.17,9.0,18.0,1.18,9.4,15.02
E0,11/05/2014,Norwich,Arsenal,0.0,2.0,A,0.0,0.0,D,L Mason,11.0,14.0,5.0,8.0,6.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,4.5,3.8,1.85,4.0,3.5,1.87,,,,3.8,3.6,1.9,4.4,3.8,1.87,4.97,4.29,1.7
E0,11/05/2014,Southampton,Man United,1.0,1.0,D,1.0,0.0,H,M Dean,15.0,8.0,6.0,2.0,16.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,2.63,3.5,2.8,2.6,3.3,2.6,,,,2.62,3.4,2.62,2.55,3.5,2.88,2.77,3.92,2.47
E0,11/05/2014,Sunderland,Swansea,1.0,3.0,A,0.0,2.0,A,C Foy,20.0,8.0,4.0,4.0,14.0,15.0,6.0,3.0,2.0,3.0,0.0,0.0,2.3,3.4,3.4,2.2,3.4,3.1,,,,2.1,3.4,3.4,2.38,3.4,3.25,2.19,3.6,3.5
E0,11/05/2014,Tottenham,Aston Villa,3.0,0.0,H,3.0,0.0,H,J Moss,12.0,4.0,6.0,1.0,11.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,1.5,4.5,7.5,1.45,4.5,6.25,,,,1.5,4.2,6.5,1.5,4.5,7.5,1.47,4.75,7.64
E0,11/05/2014,West Brom,Stoke,1.0,2.0,A,0.0,1.0,A,L Probert,17.0,15.0,4.0,4.0,4.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,2.1,3.6,3.75,2.0,3.4,3.6,,,,2.1,3.5,3.3,2.05,3.6,3.9,2.18,3.69,3.44
E0,16/08/2014,Arsenal,Crystal Palace,2.0,1.0,H,1.0,1.0,D,J Moss,14.0,4.0,6.0,2.0,13.0,19.0,9.0,3.0,2.0,2.0,0.0,1.0,1.25,6.5,15.0,1.25,5.5,12.0,,,,1.25,6.0,13.0,1.25,6.25,10.5,1.29,5.9,12.75
E0,16/08/2014,Leicester,Everton,2.0,2.0,D,1.0,2.0,A,M Jones,11.0,13.0,3.0,3.0,16.0,10.0,3.0,6.0,1.0,1.0,0.0,0.0,3.2,3.4,2.4,2.9,3.2,2.4,,,,3.25,3.4,2.25,3.2,3.4,2.4,3.11,3.4,2.47
E0,16/08/2014,Man United,Swansea,1.0,2.0,A,0.0,1.0,A,M Dean,14.0,5.0,5.0,4.0,14.0,20.0,4.0,0.0,2.0,4.0,0.0,0.0,1.36,5.0,11.0,1.4,4.75,9.0,,,,1.36,5.0,10.0,1.36,5.2,10.0,1.45,4.81,8.25
E0,16/08/2014,QPR,Hull,0.0,1.0,A,0.0,0.0,D,C Pawson,19.0,11.0,6.0,4.0,10.0,10.0,8.0,9.0,1.0,2.0,0.0,0.0,2.5,3.3,3.1,2.5,3.1,2.85,,,,2.4,3.25,3.1,2.55,3.2,3.12,2.31,3.24,3.59
E0,16/08/2014,Stoke,Aston Villa,0.0,1.0,A,0.0,0.0,D,A Taylor,12.0,7.0,2.0,2.0,14.0,9.0,2.0,8.0,0.0,3.0,0.0,0.0,1.95,3.5,4.5,1.95,3.3,3.9,,,,1.95,3.4,4.2,1.95,3.3,4.75,2.01,3.34,4.51
E0,16/08/2014,West Brom,Sunderland,2.0,2.0,D,1.0,1.0,D,N Swarbrick,10.0,7.0,5.0,2.0,18.0,9.0,6.0,3.0,3.0,1.0,0.0,0.0,2.25,3.4,3.5,2.3,3.25,3.1,,,,2.3,3.3,3.3,2.25,3.3,3.6,2.09,3.42,4.03
E0,16/08/2014,West Ham,Tottenham,0.0,1.0,A,0.0,0.0,D,C Foy,18.0,10.0,4.0,4.0,12.0,10.0,8.0,5.0,1.0,0.0,1.0,1.0,3.8,3.6,2.05,3.5,3.4,2.05,,,,3.6,3.4,2.1,4.0,3.5,2.05,3.92,3.67,2.03
E0,17/08/2014,Liverpool,Southampton,2.0,1.0,H,1.0,0.0,H,M Clattenburg,12.0,12.0,5.0,6.0,8.0,11.0,2.0,6.0,1.0,2.0,0.0,0.0,1.33,5.75,10.0,1.36,4.5,8.75,,,,1.36,5.0,9.0,1.36,5.25,10.0,1.43,4.83,8.75
E0,17/08/2014,Newcastle,Man City,0.0,2.0,A,0.0,1.0,A,M Atkinson,12.0,13.0,0.0,5.0,8.0,11.0,3.0,3.0,1.0,5.0,0.0,0.0,5.25,4.33,1.67,4.75,3.8,1.67,,,,5.0,4.2,1.66,5.5,4.1,1.67,5.55,4.38,1.63
E0,18/08/2014,Burnley,Chelsea,1.0,3.0,A,1.0,3.0,A,M Oliver,9.0,11.0,2.0,3.0,6.0,7.0,4.0,3.0,1.0,1.0,0.0,0.0,9.0,5.0,1.4,7.5,4.6,1.4,,,,9.0,4.8,1.4,10.0,4.8,1.4,9.25,5.01,1.4
E0,23/08/2014,Aston Villa,Newcastle,0.0,0.0,D,0.0,0.0,D,M Dean,9.0,11.0,0.0,4.0,11.0,8.0,7.0,7.0,4.0,0.0,0.0,1.0,2.5,3.4,3.0,2.6,3.25,2.9,,,,2.5,3.3,2.87,2.5,3.3,3.1,2.67,3.33,2.89
E0,23/08/2014,Chelsea,Leicester,2.0,0.0,H,0.0,0.0,D,L Mason,27.0,6.0,10.0,4.0,11.0,11.0,8.0,7.0,0.0,1.0,0.0,0.0,1.2,7.5,17.0,1.25,6.25,12.5,,,,1.22,6.0,13.0,1.22,7.0,17.0,1.2,7.56,18.26
E0,23/08/2014,Crystal Palace,West Ham,1.0,3.0,A,0.0,2.0,A,M Clattenburg,9.0,17.0,4.0,8.0,14.0,11.0,6.0,9.0,1.0,3.0,0.0,0.0,2.5,3.3,3.1,2.5,3.0,2.95,,,,2.5,3.1,3.0,2.5,3.2,3.2,2.62,3.42,2.94
E0,23/08/2014,Everton,Arsenal,2.0,2.0,D,2.0,0.0,H,K Friend,8.0,13.0,2.0,3.0,10.0,18.0,3.0,3.0,1.0,4.0,0.0,0.0,2.8,3.4,2.7,2.75,3.25,2.7,,,,2.75,3.25,2.7,2.7,3.4,2.8,2.66,3.48,2.82
E0,23/08/2014,Southampton,West Brom,0.0,0.0,D,0.0,0.0,D,R East,8.0,8.0,2.0,2.0,14.0,15.0,1.0,5.0,1.0,2.0,0.0,0.0,1.85,3.7,4.75,1.87,3.75,4.2,,,,1.85,3.5,4.33,1.87,3.7,4.5,1.68,4.07,5.63
E0,23/08/2014,Swansea,Burnley,1.0,0.0,H,1.0,0.0,H,C Pawson,10.0,12.0,5.0,1.0,14.0,13.0,2.0,3.0,2.0,1.0,0.0,0.0,1.65,4.0,6.0,1.7,3.6,5.75,,,,1.66,3.75,5.0,1.65,4.0,6.0,1.68,3.89,5.99
E0,24/08/2014,Hull,Stoke,1.0,1.0,D,1.0,0.0,H,J Moss,9.0,19.0,2.0,3.0,10.0,10.0,4.0,5.0,1.0,3.0,1.0,0.0,2.5,3.25,3.2,2.55,3.2,2.95,,,,2.4,3.2,3.2,2.5,3.1,3.3,2.46,3.24,3.28
E0,24/08/2014,Sunderland,Man United,1.0,1.0,D,1.0,1.0,D,M Atkinson,11.0,10.0,3.0,3.0,10.0,15.0,4.0,4.0,0.0,2.0,0.0,0.0,5.0,4.0,1.75,4.4,3.75,1.83,,,,4.5,3.6,1.8,5.0,3.9,1.75,5.54,4.35,1.64
E0,24/08/2014,Tottenham,QPR,4.0,0.0,H,3.0,0.0,H,A Taylor,18.0,9.0,5.0,1.0,12.0,6.0,7.0,6.0,0.0,1.0,0.0,0.0,1.45,4.75,8.0,1.48,4.25,7.75,,,,1.44,4.33,7.5,1.5,4.4,7.5,1.61,4.2,6.18
E0,25/08/2014,Man City,Liverpool,3.0,1.0,H,1.0,0.0,H,M Oliver,9.0,11.0,4.0,3.0,13.0,7.0,6.0,7.0,1.0,1.0,0.0,0.0,1.85,4.0,4.33,1.87,3.9,4.0,,,,1.85,3.75,4.2,1.85,4.0,4.3,1.85,4.01,4.35
E0,30/08/2014,Burnley,Man United,0.0,0.0,D,0.0,0.0,D,C Foy,9.0,7.0,3.0,2.0,10.0,14.0,3.0,6.0,2.0,2.0,0.0,0.0,6.0,4.2,1.62,5.75,4.0,1.62,,,,5.5,4.0,1.61,6.25,4.0,1.62,6.84,4.23,1.57
E0,30/08/2014,Everton,Chelsea,3.0,6.0,A,1.0,2.0,A,J Moss,17.0,12.0,7.0,8.0,7.0,16.0,8.0,2.0,1.0,3.0,0.0,0.0,3.75,3.3,2.2,3.5,3.3,2.2,,,,3.5,3.4,2.2,3.7,3.4,2.15,4.36,3.49,1.98
E0,30/08/2014,Man City,Stoke,0.0,1.0,A,0.0,0.0,D,L Mason,16.0,7.0,2.0,2.0,14.0,5.0,11.0,4.0,2.0,1.0,0.0,0.0,1.18,8.0,18.0,1.18,6.5,14.5,,,,1.18,7.5,17.0,1.2,7.0,20.0,1.23,7.14,14.99
E0,30/08/2014,Newcastle,Crystal Palace,3.0,3.0,D,1.0,1.0,D,M Jones,18.0,12.0,4.0,7.0,12.0,19.0,11.0,4.0,1.0,3.0,0.0,0.0,1.75,3.75,5.25,1.75,3.5,4.75,,,,1.75,3.6,5.0,1.75,3.6,5.75,1.68,3.91,5.91
E0,30/08/2014,QPR,Sunderland,1.0,0.0,H,1.0,0.0,H,R Madley,18.0,16.0,5.0,6.0,8.0,9.0,4.0,6.0,1.0,2.0,0.0,0.0,2.4,3.25,3.3,2.45,3.2,2.85,,,,2.5,3.25,3.0,2.45,3.12,3.4,2.56,3.28,3.05
E0,30/08/2014,Swansea,West Brom,3.0,0.0,H,2.0,0.0,H,P Tierney,15.0,16.0,8.0,2.0,10.0,8.0,0.0,7.0,1.0,2.0,0.0,0.0,1.85,3.6,4.75,1.85,3.4,4.2,,,,1.85,3.6,4.5,1.91,3.6,4.5,2.02,3.5,4.16
E0,30/08/2014,West Ham,Southampton,1.0,3.0,A,1.0,1.0,D,M Dean,4.0,18.0,2.0,8.0,11.0,13.0,2.0,9.0,2.0,1.0,0.0,0.0,2.8,3.4,2.7,2.6,3.2,2.7,,,,2.75,3.25,2.75,2.8,3.3,2.75,3.35,3.31,2.36
E0,31/08/2014,Aston Villa,Hull,2.0,1.0,H,2.0,0.0,H,M Clattenburg,11.0,9.0,4.0,3.0,9.0,10.0,3.0,7.0,1.0,4.0,0.0,0.0,2.3,3.3,3.5,2.35,3.1,3.1,,,,2.25,3.2,3.6,2.3,3.1,3.7,2.53,3.17,3.24
E0,31/08/2014,Leicester,Arsenal,1.0,1.0,D,1.0,1.0,D,A Taylor,9.0,24.0,3.0,6.0,14.0,6.0,5.0,10.0,3.0,1.0,0.0,0.0,4.75,3.75,1.83,4.33,3.4,1.83,,,,4.5,3.75,1.83,4.6,3.75,1.85,4.37,3.67,1.93
E0,31/08/2014,Tottenham,Liverpool,0.0,3.0,A,0.0,1.0,A,P Dowd,7.0,17.0,1.0,8.0,14.0,11.0,7.0,3.0,0.0,4.0,0.0,0.0,2.7,3.5,2.7,2.7,3.2,2.7,,,,2.7,3.4,2.7,2.7,3.5,2.7,2.78,3.62,2.59
E0,13/09/2014,Arsenal,Man City,2.0,2.0,D,0.0,1.0,A,M Clattenburg,15.0,15.0,6.0,8.0,11.0,15.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,3.4,2.5,2.85,3.5,2.5,,,,2.87,3.5,2.5,2.9,3.5,2.5,2.49,3.33,3.08
E0,13/09/2014,Chelsea,Swansea,4.0,2.0,H,1.0,1.0,D,K Friend,29.0,11.0,9.0,2.0,12.0,11.0,7.0,4.0,0.0,3.0,0.0,0.0,1.3,5.75,12.0,1.3,5.0,9.5,,,,1.28,5.5,12.0,1.3,5.5,12.0,1.31,5.74,12.51
E0,13/09/2014,Crystal Palace,Burnley,0.0,0.0,D,0.0,0.0,D,M Dean,14.0,11.0,3.0,3.0,12.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,2.25,3.3,3.6,2.25,3.2,3.2,,,,2.1,3.3,3.8,2.25,3.2,3.7,2.22,3.38,3.64
E0,13/09/2014,Liverpool,Aston Villa,0.0,1.0,A,0.0,1.0,A,L Mason,18.0,5.0,1.0,1.0,9.0,10.0,7.0,6.0,2.0,1.0,0.0,0.0,1.3,6.0,11.0,1.3,5.5,11.0,,,,1.3,5.5,11.0,1.3,6.0,11.5,1.3,6.05,11.5
E0,13/09/2014,Southampton,Newcastle,4.0,0.0,H,2.0,0.0,H,C Foy,10.0,9.0,7.0,4.0,15.0,7.0,5.0,5.0,0.0,2.0,0.0,0.0,1.8,3.75,5.0,1.83,3.3,4.5,,,,1.83,3.6,4.5,1.83,3.6,5.0,1.75,3.83,5.37
E0,13/09/2014,Stoke,Leicester,0.0,1.0,A,0.0,0.0,D,M Oliver,24.0,8.0,4.0,1.0,8.0,15.0,13.0,3.0,3.0,0.0,0.0,0.0,2.1,3.4,4.0,2.15,3.4,3.25,,,,2.05,3.3,4.0,2.15,3.25,4.0,2.18,3.55,3.58
E0,13/09/2014,Sunderland,Tottenham,2.0,2.0,D,1.0,1.0,D,C Pawson,6.0,15.0,1.0,6.0,10.0,13.0,5.0,5.0,5.0,1.0,0.0,0.0,3.6,3.5,2.15,3.4,3.2,2.15,,,,3.6,3.5,2.1,3.75,3.4,2.15,3.6,3.59,2.14
E0,13/09/2014,West Brom,Everton,0.0,2.0,A,0.0,1.0,A,A Taylor,11.0,11.0,1.0,4.0,12.0,8.0,9.0,1.0,2.0,3.0,0.0,0.0,3.5,3.5,2.2,3.3,3.2,2.2,,,,3.6,3.4,2.1,3.6,3.5,2.15,3.64,3.54,2.15
E0,14/09/2014,Man United,QPR,4.0,0.0,H,3.0,0.0,H,P Dowd,19.0,9.0,9.0,2.0,11.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,1.29,6.25,12.0,1.33,5.0,11.5,,,,1.3,5.5,11.0,1.29,5.75,13.0,1.27,6.43,13.3
E0,15/09/2014,Hull,West Ham,2.0,2.0,D,1.0,0.0,H,M Atkinson,11.0,16.0,6.0,4.0,12.0,7.0,3.0,10.0,3.0,1.0,0.0,0.0,2.15,3.4,3.75,2.25,3.3,3.4,,,,2.15,3.3,3.6,2.15,3.3,3.9,2.18,3.36,3.72
E0,20/09/2014,Aston Villa,Arsenal,0.0,3.0,A,0.0,3.0,A,M Jones,6.0,9.0,2.0,3.0,11.0,9.0,5.0,5.0,1.0,3.0,0.0,0.0,4.75,3.6,1.85,4.2,3.4,1.85,,,,4.5,3.75,1.8,4.6,3.7,1.87,5.18,3.77,1.78
E0,20/09/2014,Burnley,Sunderland,0.0,0.0,D,0.0,0.0,D,A Taylor,17.0,14.0,6.0,6.0,14.0,14.0,5.0,1.0,1.0,2.0,0.0,0.0,2.5,3.3,3.1,2.6,3.25,2.9,,,,2.55,3.2,2.9,2.55,3.2,3.12,2.6,3.23,3.08
E0,20/09/2014,Newcastle,Hull,2.0,2.0,D,0.0,0.0,D,N Swarbrick,25.0,10.0,7.0,3.0,11.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0,2.2,3.3,3.75,2.25,3.25,3.5,,,,2.15,3.4,3.6,2.2,3.3,3.75,2.12,3.44,3.88
E0,20/09/2014,QPR,Stoke,2.0,2.0,D,1.0,1.0,D,M Atkinson,21.0,8.0,5.0,4.0,6.0,15.0,10.0,1.0,2.0,4.0,0.0,0.0,2.8,3.25,2.8,2.8,3.1,2.8,,,,2.7,3.2,2.8,2.88,3.1,2.8,2.77,3.15,2.91
E0,20/09/2014,Swansea,Southampton,0.0,1.0,A,0.0,0.0,D,J Moss,5.0,11.0,2.0,4.0,11.0,15.0,2.0,4.0,0.0,4.0,1.0,0.0,2.5,3.3,3.1,2.6,3.25,2.9,,,,2.37,3.4,3.0,2.5,3.3,3.1,2.72,3.43,2.77
E0,20/09/2014,West Ham,Liverpool,3.0,1.0,H,2.0,1.0,H,C Pawson,13.0,11.0,7.0,5.0,16.0,11.0,7.0,5.0,4.0,1.0,0.0,0.0,4.5,3.8,1.85,4.25,3.8,1.85,,,,4.33,3.8,1.8,4.4,3.9,1.85,5.2,3.94,1.74
E0,21/09/2014,Everton,Crystal Palace,2.0,3.0,A,1.0,1.0,D,M Oliver,17.0,10.0,6.0,3.0,8.0,13.0,7.0,1.0,2.0,2.0,0.0,0.0,1.4,5.0,9.0,1.42,4.1,8.25,,,,1.44,4.5,7.0,1.4,5.0,9.5,1.53,4.42,7.09
E0,21/09/2014,Leicester,Man United,5.0,3.0,H,1.0,2.0,A,M Clattenburg,15.0,16.0,5.0,5.0,11.0,9.0,2.0,4.0,1.0,1.0,0.0,1.0,5.5,4.2,1.67,4.75,3.8,1.67,,,,5.0,4.0,1.66,5.75,4.0,1.67,5.43,3.94,1.72
E0,21/09/2014,Man City,Chelsea,1.0,1.0,D,0.0,0.0,D,M Dean,16.0,6.0,4.0,2.0,16.0,12.0,14.0,2.0,3.0,4.0,1.0,0.0,2.38,3.5,3.1,2.4,3.4,3.0,,,,2.37,3.4,3.0,2.5,3.5,3.1,2.48,3.45,3.06
E0,21/09/2014,Tottenham,West Brom,0.0,1.0,A,0.0,0.0,D,K Friend,7.0,10.0,1.0,4.0,12.0,7.0,9.0,7.0,2.0,2.0,0.0,0.0,1.53,4.33,7.0,1.53,4.0,6.0,,,,1.53,4.33,6.0,1.53,4.33,7.0,1.5,4.71,7.02
E0,27/09/2014,Arsenal,Tottenham,1.0,1.0,D,0.0,0.0,D,M Oliver,16.0,6.0,6.0,4.0,7.0,16.0,15.0,5.0,3.0,6.0,0.0,0.0,1.75,3.9,5.0,1.8,3.6,4.75,,,,1.8,3.8,4.5,1.8,3.9,4.8,1.83,3.9,4.66
E0,27/09/2014,Chelsea,Aston Villa,3.0,0.0,H,1.0,0.0,H,P Dowd,17.0,7.0,8.0,1.0,11.0,9.0,9.0,2.0,2.0,2.0,0.0,0.0,1.22,7.0,16.0,1.25,5.5,11.0,,,,1.22,6.5,16.0,1.22,7.0,17.0,1.22,7.16,16.94
E0,27/09/2014,Crystal Palace,Leicester,2.0,0.0,H,0.0,0.0,D,K Stroud,16.0,7.0,6.0,1.0,14.0,9.0,6.0,6.0,0.0,2.0,0.0,0.0,2.63,3.4,2.88,2.65,3.1,2.7,,,,2.5,3.4,2.87,2.6,3.4,2.9,2.67,3.5,2.79
E0,27/09/2014,Hull,Man City,2.0,4.0,A,2.0,2.0,D,A Taylor,10.0,20.0,5.0,6.0,10.0,6.0,3.0,8.0,0.0,2.0,0.0,0.0,6.5,4.2,1.57,5.75,3.8,1.57,,,,6.0,4.2,1.57,6.5,4.2,1.57,7.32,4.81,1.48
E0,27/09/2014,Liverpool,Everton,1.0,1.0,D,0.0,0.0,D,M Atkinson,24.0,11.0,8.0,5.0,8.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,1.91,3.75,4.33,1.95,3.6,4.0,,,,1.85,3.8,4.2,1.92,3.8,4.1,1.92,3.69,4.38
E0,27/09/2014,Man United,West Ham,2.0,1.0,H,2.0,1.0,H,L Mason,8.0,13.0,3.0,4.0,10.0,12.0,7.0,10.0,1.0,3.0,1.0,0.0,1.4,5.5,8.0,1.4,4.6,7.25,,,,1.36,5.2,8.0,1.4,5.4,8.0,1.32,6.48,9.24
E0,27/09/2014,Southampton,QPR,2.0,1.0,H,0.0,0.0,D,M Clattenburg,19.0,10.0,9.0,2.0,12.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,1.44,4.6,8.5,1.45,4.2,7.0,,,,1.47,4.33,7.0,1.45,4.6,8.5,1.57,4.34,6.61
E0,27/09/2014,Sunderland,Swansea,0.0,0.0,D,0.0,0.0,D,C Foy,15.0,7.0,3.0,1.0,13.0,15.0,10.0,1.0,2.0,1.0,0.0,1.0,2.9,3.3,2.63,2.8,3.2,2.7,,,,2.6,3.25,2.75,3.0,3.1,2.7,2.88,3.36,2.67
E0,28/09/2014,West Brom,Burnley,4.0,0.0,H,2.0,0.0,H,J Moss,20.0,10.0,6.0,2.0,7.0,9.0,10.0,2.0,1.0,2.0,0.0,0.0,2.0,3.5,4.2,2.0,3.4,4.0,,,,2.0,3.4,4.0,2.0,3.4,4.33,1.92,3.46,4.79
E0,29/09/2014,Stoke,Newcastle,1.0,0.0,H,1.0,0.0,H,C Pawson,12.0,16.0,3.0,1.0,20.0,15.0,2.0,10.0,1.0,2.0,0.0,0.0,2.15,3.4,3.8,2.15,3.3,3.7,,,,2.15,3.3,3.6,2.15,3.3,3.9,2.17,3.37,3.8
E0,04/10/2014,Aston Villa,Man City,0.0,2.0,A,0.0,0.0,D,C Foy,6.0,27.0,1.0,7.0,4.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,7.5,4.5,1.5,6.75,4.2,1.53,,,,6.5,4.33,1.5,8.0,4.5,1.5,8.7,5.0,1.42
E0,04/10/2014,Hull,Crystal Palace,2.0,0.0,H,0.0,0.0,D,M Dean,15.0,11.0,2.0,2.0,6.0,14.0,6.0,7.0,1.0,2.0,0.0,0.0,2.1,3.5,3.8,2.1,3.2,3.6,,,,2.05,3.4,4.0,2.1,3.4,3.9,2.18,3.45,3.67
E0,04/10/2014,Leicester,Burnley,2.0,2.0,D,2.0,1.0,H,P Dowd,15.0,10.0,6.0,4.0,16.0,12.0,9.0,3.0,2.0,2.0,0.0,0.0,1.8,3.75,5.0,1.8,3.4,4.5,,,,1.8,3.6,5.0,1.8,3.7,5.0,1.72,4.05,5.2
E0,04/10/2014,Liverpool,West Brom,2.0,1.0,H,1.0,0.0,H,M Oliver,19.0,8.0,7.0,4.0,12.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0,1.44,5.0,7.5,1.44,4.33,7.0,,,,1.45,4.75,7.0,1.45,4.8,8.0,1.48,4.69,7.7
E0,04/10/2014,Sunderland,Stoke,3.0,1.0,H,2.0,1.0,H,N Swarbrick,8.0,11.0,3.0,5.0,10.0,17.0,7.0,4.0,3.0,4.0,0.0,0.0,2.55,3.25,3.1,2.6,3.0,2.85,,,,2.45,3.2,3.1,2.55,3.12,3.2,2.67,3.25,2.96
E0,04/10/2014,Swansea,Newcastle,2.0,2.0,D,1.0,1.0,D,L Mason,11.0,9.0,5.0,4.0,11.0,15.0,3.0,1.0,1.0,3.0,0.0,0.0,1.91,3.7,4.33,1.91,3.4,4.0,,,,1.9,3.5,4.33,1.92,3.6,4.4,2.02,3.61,4.0
E0,05/10/2014,Chelsea,Arsenal,2.0,0.0,H,1.0,0.0,H,M Atkinson,5.0,10.0,3.0,0.0,14.0,10.0,2.0,2.0,4.0,3.0,0.0,0.0,1.67,4.2,5.25,1.72,3.75,5.25,,,,1.66,4.0,5.0,1.67,4.1,5.5,1.72,3.99,5.3
E0,05/10/2014,Man United,Everton,2.0,1.0,H,1.0,0.0,H,K Friend,15.0,10.0,4.0,6.0,18.0,11.0,11.0,6.0,4.0,3.0,0.0,0.0,1.67,4.2,5.25,1.67,4.0,5.25,,,,1.66,4.0,5.25,1.67,4.2,5.4,1.59,4.48,5.96
E0,05/10/2014,Tottenham,Southampton,1.0,0.0,H,1.0,0.0,H,M Jones,9.0,7.0,4.0,3.0,15.0,9.0,10.0,5.0,2.0,1.0,0.0,0.0,2.2,3.5,3.5,2.2,3.5,3.3,,,,2.1,3.4,3.6,2.2,3.5,3.5,2.45,3.48,3.08
E0,05/10/2014,West Ham,QPR,2.0,0.0,H,1.0,0.0,H,A Taylor,11.0,10.0,3.0,3.0,10.0,11.0,7.0,5.0,2.0,2.0,0.0,0.0,1.91,3.6,4.5,1.95,3.4,4.25,,,,1.9,3.5,4.33,1.95,3.5,4.4,1.89,3.67,4.55
E0,18/10/2014,Arsenal,Hull,2.0,2.0,D,1.0,1.0,D,R East,25.0,4.0,9.0,4.0,9.0,13.0,10.0,0.0,2.0,2.0,0.0,0.0,1.4,5.0,9.0,1.44,4.33,7.0,,,,1.44,4.5,8.0,1.4,5.0,8.5,1.42,4.96,8.7
E0,18/10/2014,Burnley,West Ham,1.0,3.0,A,0.0,0.0,D,K Friend,17.0,22.0,3.0,6.0,3.0,10.0,5.0,7.0,0.0,1.0,0.0,0.0,2.8,3.4,2.7,2.8,3.2,2.7,,,,2.75,3.3,2.75,2.88,3.3,2.7,2.73,3.46,2.75
E0,18/10/2014,Crystal Palace,Chelsea,1.0,2.0,A,0.0,1.0,A,C Pawson,7.0,14.0,4.0,5.0,13.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,8.5,4.75,1.44,7.0,4.25,1.44,,,,8.5,4.75,1.4,8.5,4.6,1.45,9.03,4.52,1.45
E0,18/10/2014,Everton,Aston Villa,3.0,0.0,H,1.0,0.0,H,A Taylor,15.0,10.0,6.0,2.0,11.0,16.0,3.0,4.0,2.0,2.0,0.0,0.0,1.6,4.0,6.5,1.62,3.7,5.5,,,,1.61,4.0,5.5,1.62,4.0,6.5,1.53,4.7,6.56
E0,18/10/2014,Man City,Tottenham,4.0,1.0,H,2.0,1.0,H,J Moss,20.0,19.0,12.0,7.0,11.0,9.0,3.0,4.0,1.0,2.0,0.0,1.0,1.45,4.75,8.0,1.5,4.33,7.0,,,,1.5,4.5,6.5,1.5,4.6,7.0,1.48,4.98,7.03
E0,18/10/2014,Newcastle,Leicester,1.0,0.0,H,0.0,0.0,D,M Atkinson,19.0,7.0,6.0,2.0,13.0,15.0,10.0,7.0,0.0,3.0,0.0,0.0,2.25,3.6,3.3,2.2,3.3,3.25,,,,2.15,3.4,3.5,2.25,3.6,3.3,2.13,3.57,3.73
E0,18/10/2014,Southampton,Sunderland,8.0,0.0,H,3.0,0.0,H,A Marriner,20.0,12.0,11.0,1.0,11.0,8.0,5.0,6.0,1.0,3.0,0.0,0.0,1.57,4.0,7.0,1.62,3.75,5.25,,,,1.61,3.8,6.0,1.62,4.0,6.5,1.53,4.5,7.0
E0,19/10/2014,QPR,Liverpool,2.0,3.0,A,0.0,0.0,D,P Dowd,15.0,15.0,6.0,5.0,10.0,15.0,7.0,2.0,2.0,3.0,0.0,0.0,6.0,4.2,1.6,5.75,4.0,1.62,,,,5.5,4.0,1.61,6.25,4.2,1.6,6.85,4.32,1.56
E0,19/10/2014,Stoke,Swansea,2.0,1.0,H,1.0,1.0,D,M Oliver,17.0,13.0,3.0,5.0,17.0,7.0,3.0,5.0,4.0,1.0,0.0,0.0,2.5,3.3,3.1,2.5,3.25,3.0,,,,2.37,3.3,3.1,2.55,3.3,3.0,2.38,3.31,3.35
