Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,13/02/2006,West Ham,Birmingham,3.0,0.0,H,1.0,0.0,H,D Gallagher,13.0,17.0,8.0,7.0,10.0,7.0,4.0,6.0,0.0,2.0,0.0,0.0,1.9,3.25,4.0,1.8,3.15,4.4,1.85,3.3,4.25,1.73,3.2,4.33,1.8,3.25,4.5,,,
E0,14/02/2006,Liverpool,Arsenal,1.0,0.0,H,0.0,0.0,D,G Poll,22.0,6.0,9.0,2.0,12.0,15.0,13.0,1.0,0.0,1.0,0.0,0.0,2.1,3.1,3.6,2.0,3.0,3.8,2.1,3.1,3.6,1.91,3.25,3.4,2.0,3.25,3.6,,,
E0,15/02/2006,Blackburn,Sunderland,2.0,0.0,H,1.0,0.0,H,K Stroud,12.0,5.0,6.0,1.0,16.0,19.0,6.0,2.0,1.0,2.0,0.0,0.0,1.5,3.75,7.0,1.5,3.6,6.4,1.48,3.75,7.5,1.44,3.6,6.5,1.4,4.0,8.5,,,
E0,19/02/2006,Tottenham,Wigan,2.0,2.0,D,1.0,1.0,D,U Rennie,10.0,8.0,4.0,5.0,12.0,14.0,4.0,3.0,1.0,1.0,0.0,0.0,1.66,3.6,5.0,1.65,3.35,4.95,1.7,3.5,5.0,1.67,3.25,4.5,1.65,3.5,5.0,,,
E0,22/02/2006,Newcastle,Charlton,0.0,0.0,D,0.0,0.0,D,U Rennie,13.0,7.0,8.0,4.0,13.0,13.0,5.0,6.0,1.0,2.0,0.0,0.0,1.9,3.25,4.0,1.8,3.15,4.35,1.85,3.25,4.2,1.8,3.2,4.0,1.8,3.25,4.35,,,
E0,25/02/2006,Birmingham,Sunderland,1.0,0.0,H,1.0,0.0,H,S Bennett,14.0,8.0,7.0,4.0,13.0,14.0,6.0,2.0,0.0,3.0,0.0,0.0,1.66,3.4,5.5,1.7,3.3,4.8,1.7,3.45,5.0,1.67,3.25,4.5,1.6,3.5,5.5,,,
E0,25/02/2006,Blackburn,Arsenal,1.0,0.0,H,1.0,0.0,H,U Rennie,6.0,10.0,2.0,3.0,23.0,10.0,3.0,5.0,3.0,2.0,0.0,0.0,3.1,3.25,2.25,3.1,3.1,2.2,3.1,3.2,2.25,2.75,3.25,2.2,3.1,3.25,2.2,,,
E0,25/02/2006,Charlton,Aston Villa,0.0,0.0,D,0.0,0.0,D,C Foy,13.0,11.0,6.0,7.0,9.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,2.1,3.25,3.4,2.2,3.1,3.1,2.2,3.2,3.2,2.1,3.2,3.0,2.1,3.25,3.3,,,
E0,25/02/2006,Chelsea,Portsmouth,2.0,0.0,H,0.0,0.0,D,M Riley,17.0,5.0,8.0,1.0,7.0,13.0,6.0,7.0,0.0,1.0,0.0,0.0,1.14,7.0,17.0,1.13,6.25,17.0,1.16,6.75,16.0,1.12,6.0,15.0,1.17,6.5,13.0,,,
E0,25/02/2006,Newcastle,Everton,2.0,0.0,H,0.0,0.0,D,G Poll,18.0,12.0,10.0,6.0,26.0,15.0,6.0,4.0,1.0,1.0,0.0,0.0,2.1,3.2,3.5,2.15,3.1,3.2,2.1,3.2,3.5,2.0,3.2,3.2,2.1,3.25,3.25,,,
E0,26/02/2006,Bolton,Fulham,2.0,1.0,H,1.0,1.0,D,P Dowd,13.0,10.0,5.0,6.0,13.0,13.0,8.0,5.0,1.0,1.0,0.0,0.0,1.8,3.3,4.5,1.8,3.15,4.4,1.85,3.25,4.33,1.67,3.25,4.5,1.8,3.3,4.5,,,
E0,26/02/2006,Liverpool,Man City,1.0,0.0,H,1.0,0.0,H,D Gallagher,20.0,6.0,12.0,3.0,4.0,16.0,12.0,2.0,0.0,2.0,0.0,1.0,1.53,3.8,6.0,1.55,3.4,6.2,1.57,3.5,6.5,1.5,3.4,6.0,1.5,3.75,6.5,,,
E0,26/02/2006,West Brom,Middlesbrough,0.0,2.0,A,0.0,2.0,A,M Dean,17.0,5.0,9.0,4.0,7.0,14.0,6.0,3.0,0.0,2.0,1.0,0.0,2.4,3.25,2.8,2.4,3.1,2.75,2.4,3.2,2.85,2.38,3.2,2.6,2.4,3.25,2.75,,,
E0,04/03/2006,Aston Villa,Portsmouth,1.0,0.0,H,1.0,0.0,H,M Dean,17.0,11.0,8.0,6.0,15.0,14.0,16.0,10.0,1.0,1.0,0.0,0.0,1.72,3.6,4.5,1.7,3.3,4.8,1.73,3.3,5.0,1.62,3.25,5.0,1.75,3.5,4.5,,,
E0,04/03/2006,Fulham,Arsenal,0.0,4.0,A,0.0,2.0,A,R Styles,7.0,18.0,4.0,11.0,11.0,15.0,0.0,7.0,0.0,1.0,0.0,0.0,3.2,3.25,2.2,3.3,3.1,2.1,3.25,3.25,2.15,3.0,3.2,2.1,3.1,3.25,2.2,,,
E0,04/03/2006,Liverpool,Charlton,0.0,0.0,D,0.0,0.0,D,M Atkinson,21.0,3.0,10.0,1.0,5.0,14.0,12.0,5.0,1.0,1.0,0.0,0.0,1.5,3.75,7.0,1.5,3.4,6.95,1.5,3.75,7.0,1.4,3.75,7.0,1.5,3.75,7.0,,,
E0,04/03/2006,Middlesbrough,Birmingham,1.0,0.0,H,1.0,0.0,H,G Poll,12.0,14.0,6.0,5.0,12.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,1.9,3.3,4.0,1.85,3.15,4.1,1.9,3.25,4.1,1.73,3.4,4.0,1.9,3.25,4.0,,,
E0,04/03/2006,Newcastle,Bolton,3.0,1.0,H,2.0,0.0,H,A Wiley,9.0,11.0,5.0,3.0,18.0,13.0,11.0,5.0,2.0,1.0,0.0,0.0,2.3,3.25,3.0,2.25,3.1,3.0,2.25,3.2,3.1,2.2,3.2,2.8,2.25,3.25,3.0,,,
E0,04/03/2006,West Brom,Chelsea,1.0,2.0,A,0.0,0.0,D,M Halsey,6.0,7.0,2.0,5.0,12.0,10.0,6.0,4.0,1.0,0.0,0.0,1.0,8.5,4.1,1.4,8.3,4.15,1.35,8.5,4.25,1.38,7.0,3.75,1.4,7.5,4.2,1.4,,,
E0,04/03/2006,West Ham,Everton,2.0,2.0,D,2.0,1.0,H,M Riley,7.0,13.0,3.0,5.0,12.0,10.0,1.0,9.0,3.0,3.0,0.0,0.0,2.1,3.25,3.4,2.05,3.1,3.45,2.1,3.2,3.5,2.0,3.2,3.2,2.0,3.25,3.6,,,
E0,05/03/2006,Man City,Sunderland,2.0,1.0,H,2.0,1.0,H,C Foy,15.0,6.0,7.0,3.0,11.0,16.0,6.0,3.0,1.0,3.0,0.0,1.0,1.4,4.33,7.5,1.4,3.8,7.5,1.44,4.0,7.5,1.36,3.75,8.0,1.4,4.0,8.0,,,
E0,05/03/2006,Tottenham,Blackburn,3.0,2.0,H,2.0,1.0,H,H Webb,10.0,6.0,5.0,4.0,14.0,12.0,6.0,9.0,2.0,3.0,0.0,0.0,1.9,3.3,4.0,1.85,3.15,4.1,1.95,3.25,3.9,1.8,3.2,4.0,1.9,3.25,4.0,,,
E0,06/03/2006,Wigan,Man United,1.0,2.0,A,0.0,0.0,D,S Bennett,18.0,9.0,7.0,2.0,22.0,13.0,6.0,2.0,5.0,3.0,0.0,0.0,5.0,3.6,1.66,5.0,3.2,1.7,5.0,3.3,1.73,4.5,3.25,1.67,5.0,3.5,1.65,,,
E0,11/03/2006,Birmingham,West Brom,1.0,1.0,D,0.0,0.0,D,P Dowd,6.0,10.0,1.0,4.0,12.0,22.0,6.0,11.0,2.0,3.0,0.0,0.0,2.0,3.2,3.75,2.0,3.1,3.6,2.0,3.2,3.75,1.91,3.2,3.5,2.0,3.25,3.6,,,
E0,11/03/2006,Blackburn,Aston Villa,2.0,0.0,H,0.0,0.0,D,D Gallagher,12.0,12.0,5.0,5.0,10.0,16.0,3.0,6.0,0.0,1.0,0.0,0.0,1.83,3.25,4.5,1.8,3.15,4.4,1.9,3.2,4.25,1.8,3.25,3.75,1.8,3.4,4.35,,,
E0,11/03/2006,Bolton,West Ham,4.0,1.0,H,3.0,0.0,H,M Dean,19.0,9.0,10.0,5.0,12.0,18.0,7.0,6.0,1.0,5.0,0.0,0.0,2.0,3.25,3.75,2.0,3.1,3.6,2.05,3.1,3.75,2.0,3.2,3.2,2.0,3.25,3.6,,,
E0,11/03/2006,Chelsea,Tottenham,2.0,1.0,H,1.0,1.0,D,G Poll,13.0,4.0,10.0,3.0,11.0,16.0,4.0,4.0,2.0,0.0,0.0,0.0,1.44,4.0,7.5,1.4,4.0,7.3,1.5,3.75,7.0,1.4,3.75,7.0,1.45,3.75,7.5,,,
E0,11/03/2006,Everton,Fulham,3.0,1.0,H,2.0,0.0,H,U Rennie,15.0,8.0,7.0,3.0,15.0,12.0,8.0,4.0,2.0,2.0,0.0,0.0,1.83,3.25,4.5,1.9,3.1,3.95,1.9,3.25,4.1,1.67,3.25,4.5,1.8,3.3,4.5,,,
E0,11/03/2006,Portsmouth,Man City,2.0,1.0,H,0.0,0.0,D,M Halsey,12.0,9.0,5.0,4.0,11.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,2.8,3.25,2.4,2.8,3.1,2.37,2.85,3.2,2.4,2.75,3.25,2.2,2.8,3.25,2.35,,,
E0,11/03/2006,Sunderland,Wigan,0.0,1.0,A,0.0,1.0,A,M Riley,13.0,5.0,9.0,2.0,14.0,13.0,5.0,2.0,1.0,0.0,0.0,0.0,3.0,3.25,2.3,3.3,3.1,2.1,3.1,3.2,2.25,2.8,3.2,2.2,3.1,3.3,2.2,,,
E0,12/03/2006,Arsenal,Liverpool,2.0,1.0,H,1.0,0.0,H,S Bennett,11.0,8.0,4.0,3.0,8.0,18.0,5.0,0.0,0.0,2.0,0.0,1.0,2.25,3.2,3.1,2.25,3.1,3.0,2.25,3.2,3.1,2.1,3.2,3.0,2.25,3.25,3.0,,,
E0,12/03/2006,Charlton,Middlesbrough,2.0,1.0,H,0.0,0.0,D,A Wiley,5.0,9.0,3.0,7.0,16.0,20.0,0.0,4.0,2.0,1.0,0.0,0.0,2.2,3.2,3.2,2.3,3.1,2.9,2.25,3.2,3.1,2.1,3.2,3.0,2.1,3.25,3.3,,,
E0,12/03/2006,Man United,Newcastle,2.0,0.0,H,2.0,0.0,H,R Styles,28.0,5.0,12.0,2.0,6.0,11.0,5.0,7.0,0.0,1.0,0.0,0.0,1.4,4.33,7.5,1.4,4.0,7.3,1.44,3.9,7.85,1.4,4.0,6.5,1.4,4.0,8.0,,,
E0,15/03/2006,Liverpool,Fulham,5.0,1.0,H,2.0,1.0,H,A Wiley,19.0,8.0,10.0,4.0,8.0,12.0,8.0,2.0,0.0,3.0,0.0,0.0,1.36,4.33,9.0,1.35,4.25,8.0,1.38,4.33,8.0,1.4,3.75,7.0,1.35,4.35,8.5,,,
E0,18/03/2006,Arsenal,Charlton,3.0,0.0,H,2.0,0.0,H,D Gallagher,16.0,2.0,9.0,1.0,6.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,1.3,4.5,9.5,1.35,4.1,8.0,1.36,4.33,9.0,1.36,3.75,8.0,1.35,4.5,8.0,,,
E0,18/03/2006,Birmingham,Tottenham,0.0,2.0,A,0.0,0.0,D,U Rennie,6.0,9.0,4.0,6.0,11.0,9.0,10.0,4.0,2.0,0.0,0.0,0.0,3.25,3.2,2.2,3.1,3.1,2.2,3.2,3.1,2.25,2.8,3.2,2.2,3.0,3.25,2.25,,,
E0,18/03/2006,Blackburn,Middlesbrough,3.0,2.0,H,2.0,1.0,H,C Foy,5.0,7.0,3.0,5.0,11.0,11.0,6.0,4.0,3.0,3.0,1.0,0.0,1.83,3.25,4.5,1.85,3.15,4.1,1.8,3.3,4.5,1.8,3.2,4.0,1.8,3.25,4.5,,,
E0,18/03/2006,Bolton,Sunderland,2.0,0.0,H,0.0,0.0,D,P Dowd,16.0,6.0,7.0,3.0,9.0,18.0,7.0,6.0,1.0,4.0,0.0,0.0,1.33,4.5,9.5,1.35,4.5,7.25,1.36,4.33,8.5,1.4,3.75,7.0,1.35,4.35,8.5,,,
E0,18/03/2006,Everton,Aston Villa,4.0,1.0,H,3.0,0.0,H,R Styles,12.0,9.0,7.0,7.0,6.0,11.0,4.0,9.0,1.0,3.0,0.0,0.0,1.8,3.3,4.5,1.9,3.15,3.9,1.87,3.3,4.15,1.8,3.2,4.0,1.84,3.25,4.35,,,
E0,18/03/2006,Man City,Wigan,0.0,1.0,A,0.0,0.0,D,M Atkinson,7.0,10.0,1.0,4.0,12.0,14.0,6.0,7.0,2.0,0.0,0.0,0.0,2.1,3.2,3.5,1.95,3.1,3.75,2.05,3.25,3.55,1.91,3.2,3.5,2.0,3.25,3.6,,,
E0,18/03/2006,West Brom,Man United,1.0,2.0,A,0.0,1.0,A,H Webb,8.0,20.0,3.0,9.0,12.0,12.0,6.0,8.0,1.0,3.0,0.0,0.0,6.0,4.0,1.5,6.0,3.75,1.5,7.0,3.75,1.5,6.5,3.6,1.44,8.0,4.0,1.4,,,
E0,18/03/2006,West Ham,Portsmouth,2.0,4.0,A,0.0,3.0,A,A Wiley,13.0,12.0,6.0,8.0,13.0,12.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,3.2,3.75,1.85,3.15,4.15,1.87,3.25,4.25,1.73,3.4,4.0,1.73,3.4,4.5,,,
E0,19/03/2006,Fulham,Chelsea,1.0,0.0,H,1.0,0.0,H,M Dean,7.0,10.0,4.0,4.0,12.0,13.0,0.0,16.0,1.0,4.0,0.0,1.0,8.0,4.2,1.4,7.3,4.0,1.4,7.0,4.0,1.44,6.5,3.6,1.44,7.5,3.8,1.45,,,
E0,19/03/2006,Newcastle,Liverpool,1.0,3.0,A,1.0,2.0,A,M Riley,8.0,12.0,4.0,6.0,21.0,18.0,2.0,1.0,2.0,3.0,1.0,0.0,2.87,3.25,2.37,2.75,3.1,2.4,2.95,3.2,2.35,3.0,3.2,2.1,3.0,3.25,2.25,,,
E0,25/03/2006,Aston Villa,Fulham,0.0,0.0,D,0.0,0.0,D,L Mason,10.0,9.0,6.0,3.0,11.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,3.2,3.75,1.9,3.15,3.85,1.97,3.25,3.75,1.83,3.2,3.75,2.0,3.25,3.6,,,
E0,25/03/2006,Chelsea,Man City,2.0,0.0,H,2.0,0.0,H,R Styles,19.0,5.0,10.0,4.0,5.0,10.0,11.0,1.0,1.0,3.0,0.0,1.0,1.25,5.0,13.0,1.25,5.0,10.0,1.28,5.0,10.0,1.29,4.33,9.0,1.25,5.0,12.0,,,
E0,25/03/2006,Liverpool,Everton,3.0,1.0,H,1.0,0.0,H,P Dowd,17.0,8.0,10.0,5.0,12.0,25.0,5.0,3.0,3.0,7.0,1.0,1.0,1.57,3.6,6.0,1.6,3.3,5.8,1.6,3.5,6.0,1.62,3.25,5.0,1.6,3.6,5.5,,,
E0,25/03/2006,Sunderland,Blackburn,0.0,1.0,A,0.0,1.0,A,P Walton,10.0,7.0,6.0,4.0,12.0,17.0,4.0,4.0,4.0,1.0,0.0,0.0,5.0,3.6,1.66,4.75,3.15,1.75,5.0,3.5,1.67,4.33,3.2,1.73,5.0,3.5,1.65,,,
E0,25/03/2006,Wigan,West Ham,1.0,2.0,A,1.0,0.0,H,D Gallagher,12.0,5.0,8.0,3.0,10.0,20.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,3.2,3.75,2.0,3.1,3.6,2.05,3.25,3.4,1.91,3.25,3.4,2.0,3.25,3.6,,,
E0,26/03/2006,Charlton,Newcastle,3.0,1.0,H,2.0,1.0,H,M Halsey,11.0,15.0,5.0,8.0,12.0,13.0,5.0,5.0,1.0,1.0,0.0,0.0,2.3,3.25,3.0,2.3,3.1,2.9,2.3,3.25,3.0,2.1,3.2,3.0,2.25,3.25,3.0,,,
E0,26/03/2006,Man United,Birmingham,3.0,0.0,H,2.0,0.0,H,M Dean,8.0,7.0,5.0,5.0,14.0,11.0,2.0,9.0,0.0,3.0,0.0,0.0,1.18,6.0,17.0,1.2,5.5,12.0,1.2,6.0,15.0,1.17,5.5,12.0,1.2,6.0,15.0,,,
E0,26/03/2006,Middlesbrough,Bolton,4.0,3.0,H,2.0,1.0,H,H Webb,15.0,11.0,10.0,6.0,11.0,12.0,1.0,6.0,2.0,2.0,0.0,0.0,2.6,3.2,2.62,2.3,3.1,2.9,2.45,3.2,2.7,2.25,3.2,2.75,2.5,3.25,2.65,,,
E0,27/03/2006,Tottenham,West Brom,2.0,1.0,H,0.0,1.0,A,C Foy,11.0,13.0,8.0,8.0,10.0,14.0,6.0,5.0,0.0,2.0,0.0,0.0,1.44,4.0,7.5,1.45,3.75,7.0,1.44,3.75,8.0,1.4,3.75,7.0,1.4,4.0,8.0,,,
E0,29/03/2006,Man United,West Ham,1.0,0.0,H,1.0,0.0,H,G Poll,23.0,9.0,13.0,3.0,10.0,12.0,3.0,6.0,0.0,0.0,0.0,0.0,1.28,5.5,8.5,1.25,5.0,10.0,1.3,5.0,9.0,1.33,4.0,8.0,1.28,5.5,8.5,,,
E0,01/04/2006,Arsenal,Aston Villa,5.0,0.0,H,2.0,0.0,H,M Atkinson,20.0,9.0,16.0,4.0,9.0,11.0,8.0,8.0,0.0,1.0,0.0,0.0,1.28,5.0,10.0,1.3,4.75,8.35,1.3,4.7,10.0,1.25,4.5,10.0,1.28,5.0,9.0,,,
E0,01/04/2006,Birmingham,Chelsea,0.0,0.0,D,0.0,0.0,D,D Gallagher,4.0,13.0,1.0,4.0,11.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,9.0,5.0,1.3,8.5,4.15,1.35,9.0,4.5,1.33,8.0,4.0,1.33,8.5,5.0,1.3,,,
E0,01/04/2006,Bolton,Man United,1.0,2.0,A,1.0,1.0,D,A Wiley,7.0,14.0,2.0,10.0,17.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,4.0,3.25,1.9,4.1,3.15,1.85,4.0,3.25,1.9,4.33,3.2,1.73,4.0,3.4,1.85,,,
E0,01/04/2006,Everton,Sunderland,2.0,2.0,D,2.0,1.0,H,M Halsey,16.0,16.0,8.0,8.0,8.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,1.36,4.33,9.0,1.35,4.5,7.25,1.36,4.3,8.5,1.29,4.33,9.0,1.33,4.5,9.0,,,
E0,01/04/2006,Fulham,Portsmouth,1.0,3.0,A,1.0,2.0,A,C Foy,10.0,10.0,4.0,7.0,9.0,16.0,7.0,8.0,2.0,2.0,1.0,0.0,1.9,3.3,4.0,1.8,3.15,4.4,1.9,3.25,4.1,1.73,3.5,3.75,1.85,3.4,4.0,,,
E0,01/04/2006,Newcastle,Tottenham,3.0,1.0,H,3.0,1.0,H,M Dean,14.0,10.0,11.0,5.0,11.0,12.0,5.0,3.0,2.0,3.0,0.0,1.0,2.62,3.2,2.6,2.4,3.1,2.75,2.6,3.2,2.6,2.5,3.2,2.5,2.5,3.25,2.65,,,
E0,01/04/2006,West Brom,Liverpool,0.0,2.0,A,0.0,2.0,A,U Rennie,8.0,13.0,4.0,4.0,11.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,3.8,1.53,5.9,3.5,1.55,6.0,3.6,1.57,6.0,3.4,1.5,6.5,3.75,1.5,,,
E0,02/04/2006,Man City,Middlesbrough,0.0,1.0,A,0.0,1.0,A,M Riley,9.0,16.0,2.0,9.0,15.0,17.0,2.0,9.0,0.0,1.0,0.0,0.0,2.0,3.25,3.75,1.95,3.1,3.75,2.1,3.25,3.4,2.0,3.2,3.2,1.9,3.4,3.75,,,
E0,02/04/2006,West Ham,Charlton,0.0,0.0,D,0.0,0.0,D,R Styles,16.0,8.0,7.0,2.0,9.0,6.0,12.0,8.0,0.0,1.0,0.0,0.0,2.1,3.2,3.5,2.1,3.15,3.25,2.1,3.2,3.45,1.91,3.2,3.5,2.0,3.3,3.6,,,
E0,03/04/2006,Blackburn,Wigan,1.0,1.0,D,0.0,0.0,D,P Dowd,11.0,12.0,5.0,4.0,13.0,19.0,12.0,3.0,0.0,2.0,0.0,0.0,1.8,3.3,4.5,1.9,3.15,3.9,1.8,3.3,4.5,1.73,3.2,4.33,1.8,3.4,4.35,,,
E0,04/04/2006,Birmingham,Bolton,1.0,0.0,H,1.0,0.0,H,C Foy,7.0,8.0,2.0,1.0,12.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,2.75,3.2,2.5,2.6,3.2,2.5,2.75,3.25,2.45,2.75,3.2,2.25,2.7,3.2,2.5,,,
E0,08/04/2006,Charlton,Everton,0.0,0.0,D,0.0,0.0,D,P Walton,9.0,7.0,4.0,3.0,16.0,16.0,6.0,4.0,0.0,2.0,0.0,0.0,2.3,3.1,3.1,2.1,3.2,3.2,2.3,3.2,3.0,2.2,3.2,2.8,2.3,3.3,2.9,,,
E0,08/04/2006,Portsmouth,Blackburn,2.0,2.0,D,1.0,1.0,D,S Bennett,22.0,4.0,12.0,3.0,12.0,10.0,7.0,3.0,1.0,3.0,0.0,0.0,2.5,3.2,2.75,2.5,3.15,2.6,2.5,3.25,2.65,2.38,3.2,2.6,2.5,3.25,2.7,,,
E0,08/04/2006,Tottenham,Man City,2.0,1.0,H,1.0,0.0,H,D Gallagher,23.0,14.0,19.0,6.0,4.0,16.0,8.0,5.0,0.0,3.0,0.0,0.0,1.61,3.6,5.5,1.65,3.45,4.9,1.63,3.5,5.5,1.57,3.5,5.0,1.6,3.5,5.5,,,
E0,08/04/2006,Wigan,Birmingham,1.0,1.0,D,0.0,0.0,D,H Webb,13.0,11.0,6.0,5.0,16.0,9.0,13.0,7.0,0.0,2.0,0.0,0.0,1.9,3.4,3.8,1.8,3.2,4.25,1.9,3.4,3.85,1.67,3.6,4.0,1.9,3.4,3.75,,,
E0,09/04/2006,Aston Villa,West Brom,0.0,0.0,D,0.0,0.0,D,M Halsey,6.0,7.0,3.0,4.0,15.0,10.0,6.0,10.0,1.0,2.0,0.0,0.0,1.9,3.25,4.0,1.8,3.2,4.25,1.95,3.25,3.8,1.83,3.2,3.75,1.9,3.3,3.75,,,
E0,09/04/2006,Chelsea,West Ham,4.0,1.0,H,2.0,1.0,H,C Foy,14.0,6.0,5.0,4.0,7.0,14.0,5.0,5.0,0.0,2.0,1.0,0.0,1.25,5.5,13.0,1.25,4.75,11.0,1.25,5.0,12.0,1.3,4.0,10.0,1.28,5.0,9.5,,,
E0,09/04/2006,Liverpool,Bolton,1.0,0.0,H,1.0,0.0,H,R Styles,17.0,7.0,7.0,4.0,6.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,1.44,4.2,7.0,1.5,3.65,6.25,1.52,3.75,6.5,1.5,3.4,6.0,1.5,3.75,6.5,,,
E0,09/04/2006,Man United,Arsenal,2.0,0.0,H,0.0,0.0,D,G Poll,14.0,10.0,8.0,3.0,16.0,16.0,5.0,3.0,3.0,1.0,0.0,0.0,2.1,3.2,3.5,1.9,3.2,3.8,2.0,3.25,3.75,1.91,3.2,3.5,2.0,3.25,3.6,,,
E0,09/04/2006,Middlesbrough,Newcastle,1.0,2.0,A,0.0,2.0,A,A Wiley,13.0,14.0,8.0,5.0,14.0,21.0,6.0,5.0,2.0,4.0,0.0,0.0,2.4,3.2,2.87,2.25,3.0,3.1,2.35,3.2,2.9,2.25,3.2,2.75,2.4,3.25,2.75,,,
E0,12/04/2006,Portsmouth,Arsenal,1.0,1.0,D,0.0,1.0,A,U Rennie,10.0,9.0,4.0,3.0,9.0,9.0,3.0,10.0,1.0,1.0,0.0,0.0,5.0,3.6,1.66,5.15,3.5,1.6,5.25,3.6,1.65,4.33,3.4,1.67,5.0,3.6,1.65,,,
E0,14/04/2006,Man United,Sunderland,0.0,0.0,D,0.0,0.0,D,R Styles,24.0,12.0,11.0,3.0,6.0,13.0,16.0,2.0,0.0,1.0,0.0,0.0,1.1,8.0,26.0,1.12,6.75,17.0,1.1,7.5,26.0,1.1,7.0,15.0,1.1,7.5,26.0,,,
E0,15/04/2006,Arsenal,West Brom,3.0,1.0,H,1.0,0.0,H,M Dean,16.0,8.0,10.0,1.0,8.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,1.22,5.5,13.0,1.23,5.0,11.0,1.22,5.5,13.0,1.2,5.0,11.0,1.22,5.5,12.0,,,
E0,15/04/2006,Bolton,Chelsea,0.0,2.0,A,0.0,1.0,A,P Dowd,7.0,5.0,4.0,3.0,19.0,15.0,4.0,1.0,3.0,3.0,1.0,0.0,5.5,3.6,1.61,5.0,3.4,1.65,5.5,3.5,1.65,4.5,3.5,1.62,5.5,3.5,1.6,,,
E0,15/04/2006,Everton,Tottenham,0.0,1.0,A,0.0,1.0,A,H Webb,8.0,10.0,4.0,6.0,16.0,9.0,7.0,9.0,2.0,1.0,0.0,0.0,2.5,3.25,2.7,2.4,3.15,2.75,2.7,3.1,2.6,2.25,3.2,2.75,2.65,3.25,2.5,,,
E0,15/04/2006,Fulham,Charlton,2.0,1.0,H,2.0,1.0,H,M Atkinson,6.0,10.0,4.0,7.0,12.0,16.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,3.25,3.75,2.05,3.2,3.35,2.1,3.2,3.4,2.1,3.2,3.0,2.0,3.25,3.5,,,
E0,15/04/2006,Newcastle,Wigan,3.0,1.0,H,2.0,1.0,H,U Rennie,11.0,13.0,8.0,5.0,13.0,16.0,7.0,1.0,2.0,3.0,0.0,0.0,1.83,3.3,4.33,1.8,3.35,4.0,1.85,3.3,4.25,1.91,3.2,3.5,1.85,3.4,4.0,,,
E0,15/04/2006,Portsmouth,Middlesbrough,1.0,0.0,H,0.0,0.0,D,A Marriner,16.0,12.0,11.0,8.0,12.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,1.72,3.6,4.5,1.75,3.3,4.4,1.75,3.5,4.5,1.73,3.4,4.0,1.65,3.5,5.0,,,
E0,15/04/2006,West Ham,Man City,1.0,0.0,H,1.0,0.0,H,S Bennett,8.0,6.0,6.0,2.0,18.0,11.0,9.0,3.0,0.0,2.0,0.0,0.0,2.1,3.2,3.5,1.9,3.2,3.8,2.05,3.3,3.5,1.91,3.25,3.4,2.0,3.3,3.5,,,
E0,16/04/2006,Aston Villa,Birmingham,3.0,1.0,H,1.0,1.0,D,G Poll,9.0,12.0,7.0,8.0,22.0,12.0,5.0,5.0,4.0,3.0,0.0,0.0,2.4,3.0,3.0,2.15,3.1,3.2,2.35,3.2,2.9,2.2,3.0,3.0,2.35,3.0,3.0,,,
E0,16/04/2006,Blackburn,Liverpool,0.0,1.0,A,0.0,1.0,A,A Wiley,6.0,7.0,3.0,2.0,12.0,11.0,6.0,4.0,3.0,2.0,0.0,0.0,3.25,3.2,2.2,3.4,3.25,2.0,3.2,3.2,2.2,3.2,3.2,2.0,3.1,3.25,2.2,,,
E0,17/04/2006,Charlton,Portsmouth,2.0,1.0,H,0.0,1.0,A,H Webb,16.0,11.0,9.0,5.0,10.0,17.0,6.0,9.0,1.0,1.0,0.0,0.0,2.25,3.25,2.8,2.3,3.2,2.85,2.4,3.25,2.75,2.25,3.2,2.75,2.5,3.4,2.6,,,
E0,17/04/2006,Chelsea,Everton,3.0,0.0,H,1.0,0.0,H,R Styles,15.0,4.0,8.0,2.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,1.0,1.2,5.5,11.0,1.2,5.5,12.0,1.22,5.25,13.0,1.22,5.0,10.0,1.22,5.5,13.0,,,
