Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HY,AY,HR,AR,VCH,VCD,VCA,HC,AC,HF,AF,PSCH,PSCD,PSCA
F1,06/10/2012,Montpellier,Evian Thonon Gaillard,2.0,3.0,A,2.0,1.0,H,1.67,3.5,5.5,1.7,3.4,5.25,1.7,3.4,5.25,1.62,3.5,6.0,2012/13,€78.70m,€34.55m,13.0,4.0,8.0,3.0,4.0,2.0,0.0,0.0,1.7,3.6,6.25,6.0,0.0,16.0,23.0,1.73,3.7,5.73
F1,06/10/2012,Reims,Nice,3.0,1.0,H,1.0,0.0,H,2.2,3.1,3.5,2.15,3.1,3.5,2.15,3.1,3.5,2.05,3.2,3.75,2012/13,€29.50m,€59.15m,5.0,12.0,4.0,3.0,1.0,3.0,0.0,0.0,2.3,3.1,3.6,2.0,5.0,12.0,12.0,2.61,3.21,3.05
F1,06/10/2012,Sochaux,Stade Rennais FC,0.0,1.0,A,0.0,1.0,A,3.1,3.1,2.38,2.95,3.1,2.45,2.95,3.1,2.45,2.88,3.1,2.5,2012/13,€46.85m,€97.80m,11.0,9.0,3.0,2.0,2.0,3.0,0.0,0.0,3.2,3.12,2.5,8.0,4.0,16.0,14.0,3.35,3.16,2.47
F1,06/10/2012,Toulouse,Valenciennes,2.0,2.0,D,0.0,2.0,A,1.83,3.25,4.75,1.91,3.2,4.25,1.91,3.2,4.25,2.0,3.0,4.33,2012/13,€82.00m,€49.75m,19.0,8.0,7.0,3.0,2.0,3.0,0.0,0.0,1.9,3.25,5.2,16.0,1.0,18.0,14.0,1.92,3.5,4.65
F1,07/10/2012,Brest,Bordeaux,1.0,1.0,D,1.0,0.0,H,3.75,3.0,2.15,3.6,2.95,2.2,3.6,2.95,2.2,3.4,3.1,2.25,2012/13,€36.10m,€80.95m,12.0,17.0,2.0,6.0,2.0,3.0,0.0,0.0,3.9,3.12,2.15,1.0,3.0,15.0,12.0,3.76,3.39,2.18
F1,07/10/2012,Lorient,Lyon,1.0,1.0,D,0.0,1.0,A,2.8,3.1,2.6,2.8,3.1,2.55,2.8,3.1,2.55,3.0,3.2,2.4,2012/13,€63.75m,€155.65m,14.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0,2.88,3.12,2.75,8.0,11.0,15.0,17.0,2.41,3.45,3.16
F1,07/10/2012,Marseille,Paris SG,2.0,2.0,D,2.0,2.0,D,3.0,3.2,2.4,3.2,3.3,2.35,3.2,3.3,2.35,3.0,3.2,2.38,2012/13,€150.65m,€313.60m,12.0,8.0,4.0,3.0,1.0,2.0,0.0,0.0,3.12,3.2,2.5,1.0,4.0,11.0,16.0,2.96,3.26,2.66
F1,19/10/2012,Bordeaux,Lille,1.0,1.0,D,1.0,0.0,H,2.25,3.0,3.5,2.15,3.0,3.7,2.15,3.0,3.7,2.1,3.1,3.75,2012/13,€80.95m,€114.60m,13.0,12.0,5.0,6.0,2.0,2.0,0.0,0.0,2.2,3.25,3.75,3.0,4.0,15.0,18.0,2.54,3.17,3.21
F1,20/10/2012,Evian Thonon Gaillard,Toulouse,0.0,4.0,A,0.0,2.0,A,2.63,3.1,2.8,2.65,3.0,2.75,2.65,3.0,2.75,2.62,3.1,2.8,2012/13,€34.55m,€82.00m,16.0,8.0,7.0,5.0,1.0,3.0,0.0,0.0,2.8,3.12,2.8,8.0,0.0,18.0,21.0,2.98,3.25,2.67
F1,20/10/2012,Nancy,Sochaux,1.0,1.0,D,1.0,0.0,H,1.91,3.2,4.33,2.0,2.95,4.33,2.0,2.95,4.33,2.0,3.2,4.0,2012/13,€36.85m,€46.85m,8.0,14.0,4.0,3.0,2.0,3.0,1.0,0.0,1.95,3.2,4.75,3.0,8.0,16.0,13.0,2.0,3.22,4.76
F1,20/10/2012,Nice,St Etienne,1.0,1.0,D,1.0,0.0,H,2.8,3.1,2.6,2.7,3.1,2.65,2.7,3.1,2.65,2.75,3.1,2.62,2012/13,€59.15m,€97.60m,10.0,16.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,3.2,2.6,4.0,8.0,14.0,10.0,2.89,3.35,2.66
F1,20/10/2012,Paris SG,Reims,1.0,0.0,H,0.0,0.0,D,1.2,6.5,13.0,1.2,6.0,14.5,1.2,6.0,14.5,1.22,6.0,13.0,2012/13,€313.60m,€29.50m,23.0,16.0,6.0,4.0,2.0,2.0,0.0,0.0,1.2,7.0,17.0,5.0,7.0,12.0,7.0,1.22,6.7,18.35
F1,20/10/2012,Stade Rennais FC,Montpellier,2.0,1.0,H,1.0,0.0,H,2.2,3.25,3.3,2.2,3.1,3.4,2.2,3.1,3.4,2.3,3.25,3.1,2012/13,€97.80m,€78.70m,9.0,12.0,4.0,5.0,0.0,3.0,0.0,0.0,2.3,3.25,3.5,6.0,5.0,16.0,15.0,2.16,3.38,3.82
F1,20/10/2012,Valenciennes,Lorient,6.0,1.0,H,2.0,1.0,H,2.1,3.2,3.6,2.1,3.1,3.7,2.1,3.1,3.7,2.15,3.2,3.5,2012/13,€49.75m,€63.75m,12.0,12.0,8.0,3.0,2.0,1.0,0.0,2.0,2.25,3.3,3.6,7.0,4.0,13.0,11.0,2.35,3.31,3.41
F1,21/10/2012,Ajaccio,Bastia,0.0,0.0,D,0.0,0.0,D,2.3,3.2,3.2,2.25,3.2,3.2,2.25,3.2,3.2,2.25,3.25,3.2,2012/13,€34.10m,€36.05m,12.0,9.0,5.0,0.0,2.0,2.0,1.0,1.0,2.45,3.25,3.2,4.0,3.0,17.0,22.0,2.5,3.2,3.24
F1,21/10/2012,Lyon,Brest,1.0,0.0,H,0.0,0.0,D,1.33,5.0,9.0,1.33,4.6,9.75,1.33,4.6,9.75,1.36,4.5,9.0,2012/13,€155.65m,€36.10m,8.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.36,5.0,11.5,5.0,1.0,6.0,14.0,1.32,5.4,12.6
F1,21/10/2012,Troyes,Marseille,1.0,0.0,H,0.0,0.0,D,5.0,3.5,1.73,5.25,3.4,1.7,5.25,3.4,1.7,5.0,3.5,1.73,2012/13,€21.80m,€150.65m,5.0,16.0,2.0,4.0,1.0,1.0,0.0,0.0,5.75,3.7,1.73,4.0,10.0,15.0,8.0,6.29,4.03,1.63
F1,26/10/2012,St Etienne,Stade Rennais FC,2.0,0.0,H,1.0,0.0,H,2.05,3.1,4.0,2.05,3.2,3.7,2.05,3.2,3.7,2.15,3.1,3.6,2012/13,€97.60m,€97.80m,10.0,15.0,6.0,7.0,1.0,2.0,0.0,1.0,2.05,3.3,4.1,6.0,3.0,17.0,14.0,1.88,3.5,4.94
F1,27/10/2012,Lille,Valenciennes,2.0,1.0,H,2.0,0.0,H,1.57,3.6,6.5,1.62,3.6,5.75,1.62,3.6,5.75,1.57,3.75,6.0,2012/13,€114.60m,€49.75m,19.0,9.0,5.0,4.0,2.0,1.0,0.0,1.0,1.65,3.8,6.5,6.0,3.0,21.0,15.0,1.75,3.66,5.66
F1,27/10/2012,Montpellier,Nice,3.0,1.0,H,0.0,0.0,D,1.7,3.5,5.25,1.65,3.5,5.5,1.65,3.5,5.5,1.67,3.5,5.5,2012/13,€78.70m,€59.15m,13.0,10.0,6.0,3.0,4.0,1.0,1.0,0.0,1.73,3.75,5.4,4.0,4.0,19.0,18.0,1.83,3.5,5.35
F1,27/10/2012,Nancy,Paris SG,0.0,1.0,A,0.0,0.0,D,7.5,3.75,1.5,7.5,3.5,1.53,7.5,3.5,1.53,7.0,3.75,1.53,2012/13,€36.85m,€313.60m,13.0,13.0,3.0,4.0,2.0,3.0,0.0,0.0,7.5,4.1,1.53,5.0,8.0,13.0,12.0,7.4,4.38,1.52
F1,27/10/2012,Reims,Troyes,1.0,1.0,D,1.0,0.0,H,1.75,3.4,5.0,1.8,3.4,4.5,1.8,3.4,4.5,1.8,3.4,4.75,2012/13,€29.50m,€21.80m,13.0,18.0,3.0,3.0,0.0,1.0,0.0,0.0,1.85,3.5,5.0,5.0,3.0,7.0,8.0,2.04,3.39,4.23
F1,27/10/2012,Toulouse,Brest,3.0,1.0,H,2.0,0.0,H,1.5,3.75,7.5,1.53,3.7,6.75,1.53,3.7,6.75,1.5,3.75,7.5,2012/13,€82.00m,€36.10m,11.0,15.0,6.0,4.0,1.0,2.0,0.0,0.0,1.5,3.9,9.5,10.0,4.0,12.0,13.0,1.47,4.34,9.3
F1,28/10/2012,Bastia,Bordeaux,3.0,1.0,H,2.0,1.0,H,2.8,3.1,2.6,2.75,3.2,2.55,2.75,3.2,2.55,2.8,3.2,2.5,2012/13,€36.05m,€80.95m,11.0,15.0,4.0,7.0,2.0,2.0,0.0,0.0,2.7,3.2,2.8,5.0,6.0,20.0,14.0,2.77,3.36,2.77
F1,28/10/2012,Lorient,Ajaccio,4.0,4.0,D,1.0,4.0,A,1.75,3.4,5.0,1.7,3.5,5.0,1.7,3.5,5.0,1.73,3.5,5.0,2012/13,€63.75m,€34.10m,27.0,10.0,10.0,6.0,2.0,3.0,0.0,0.0,1.75,3.7,5.2,8.0,2.0,11.0,20.0,1.79,3.8,5.01
F1,02/11/2012,Brest,Lorient,2.0,0.0,H,1.0,0.0,H,3.1,3.1,2.4,3.3,3.1,2.4,3.3,3.1,2.4,2.8,3.1,2.5,2012/13,€36.10m,€63.75m,7.0,15.0,4.0,4.0,2.0,1.0,0.0,0.0,3.12,3.12,2.55,2.0,4.0,17.0,14.0,3.28,3.24,2.46
F1,03/11/2012,Evian Thonon Gaillard,Lille,0.0,2.0,A,0.0,1.0,A,3.6,3.2,2.1,3.4,3.2,2.15,3.4,3.2,2.15,3.5,3.2,2.15,2012/13,€34.55m,€114.60m,15.0,12.0,3.0,6.0,2.0,1.0,0.0,0.0,3.6,3.25,2.25,7.0,6.0,13.0,15.0,3.88,3.29,2.18
F1,03/11/2012,Nice,Nancy,2.0,1.0,H,1.0,1.0,D,2.0,3.2,4.0,2.0,3.3,4.2,2.0,3.3,4.2,2.0,3.2,4.0,2012/13,€59.15m,€36.85m,13.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0,2.05,3.3,4.2,13.0,4.0,14.0,13.0,1.94,3.58,4.41
F1,03/11/2012,Paris SG,St Etienne,1.0,2.0,A,0.0,0.0,D,1.44,4.2,7.5,1.42,4.2,7.75,1.42,4.2,7.75,1.4,4.33,8.5,2012/13,€313.60m,€97.60m,11.0,13.0,3.0,3.0,4.0,1.0,1.0,0.0,1.5,4.3,7.5,5.0,3.0,9.0,9.0,1.53,4.36,7.26
F1,03/11/2012,Stade Rennais FC,Reims,1.0,0.0,H,1.0,0.0,H,1.62,3.6,6.0,1.6,3.6,6.0,1.6,3.6,6.0,1.67,3.5,5.5,2012/13,€97.80m,€29.50m,22.0,5.0,6.0,2.0,1.0,1.0,0.0,1.0,1.62,3.8,7.0,3.0,4.0,15.0,9.0,1.62,3.86,6.94
F1,03/11/2012,Troyes,Montpellier,1.0,1.0,D,1.0,1.0,D,3.5,3.2,2.15,3.6,3.2,2.1,3.6,3.2,2.1,3.5,3.2,2.15,2012/13,€21.80m,€78.70m,7.0,17.0,5.0,5.0,1.0,2.0,0.0,0.0,3.5,3.25,2.25,4.0,7.0,16.0,19.0,3.55,3.44,2.22
F1,03/11/2012,Valenciennes,Sochaux,3.0,1.0,H,2.0,0.0,H,1.57,3.75,6.0,1.62,3.7,5.5,1.62,3.7,5.5,1.57,3.75,6.0,2012/13,€49.75m,€46.85m,22.0,8.0,12.0,2.0,0.0,2.0,0.0,0.0,1.65,3.9,6.0,8.0,4.0,11.0,14.0,1.66,4.16,5.64
F1,04/11/2012,Ajaccio,Marseille,0.0,2.0,A,0.0,0.0,D,3.6,3.2,2.1,3.5,3.25,2.1,3.5,3.25,2.1,3.75,3.1,2.1,2012/13,€34.10m,€150.65m,8.0,11.0,5.0,6.0,2.0,2.0,0.0,0.0,3.8,3.25,2.2,4.0,4.0,14.0,20.0,3.58,3.36,2.25
F1,04/11/2012,Bordeaux,Toulouse,1.0,0.0,H,0.0,0.0,D,2.1,3.2,3.6,2.05,3.3,4.0,2.05,3.3,4.0,2.0,3.2,4.0,2012/13,€80.95m,€82.00m,21.0,4.0,10.0,0.0,2.0,4.0,0.0,0.0,2.15,3.25,3.9,5.0,1.0,16.0,20.0,2.31,3.22,3.58
F1,04/11/2012,Lyon,Bastia,5.0,2.0,H,2.0,2.0,D,1.53,4.0,6.0,1.5,4.1,6.25,1.5,4.1,6.25,1.44,4.33,7.0,2012/13,€155.65m,€36.05m,18.0,13.0,9.0,5.0,1.0,3.0,1.0,1.0,1.57,4.2,6.5,9.0,4.0,16.0,16.0,1.58,4.45,6.15
F1,07/11/2012,Sochaux,Evian Thonon Gaillard,2.0,1.0,H,2.0,0.0,H,2.5,3.2,2.88,2.4,3.2,3.2,2.4,3.2,3.2,2.4,3.1,3.1,2012/13,€46.85m,€34.55m,4.0,11.0,2.0,3.0,1.0,3.0,0.0,0.0,2.5,3.12,3.12,4.0,5.0,17.0,24.0,2.31,3.16,3.63
F1,09/11/2012,Nancy,Stade Rennais FC,1.0,3.0,A,0.0,1.0,A,3.25,3.1,2.3,3.2,3.2,2.4,3.2,3.2,2.4,3.1,3.1,2.4,2012/13,€36.85m,€97.80m,14.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,3.25,3.2,2.4,8.0,4.0,17.0,6.0,3.12,3.28,2.54
F1,10/11/2012,Bastia,Valenciennes,2.0,3.0,A,1.0,1.0,D,2.3,3.4,3.0,2.3,3.5,3.1,2.3,3.5,3.1,2.3,3.4,3.0,2012/13,€36.05m,€49.75m,12.0,11.0,4.0,6.0,2.0,3.0,0.0,0.0,2.38,3.5,3.1,6.0,6.0,17.0,22.0,2.54,3.59,2.88
F1,10/11/2012,Lille,Brest,1.0,0.0,H,1.0,0.0,H,1.33,4.75,10.0,1.35,4.5,9.25,1.35,4.5,9.25,1.36,4.5,9.0,2012/13,€114.60m,€36.10m,16.0,7.0,4.0,3.0,2.0,3.0,0.0,0.0,1.36,4.8,12.0,8.0,6.0,9.0,20.0,1.35,5.11,11.87
F1,10/11/2012,Reims,Evian Thonon Gaillard,1.0,2.0,A,0.0,1.0,A,2.2,3.1,3.5,2.15,3.1,3.5,2.15,3.1,3.5,2.05,3.25,3.75,2012/13,€29.50m,€34.55m,12.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,2.2,3.2,3.6,4.0,4.0,11.0,13.0,2.21,3.41,3.64
F1,10/11/2012,St Etienne,Troyes,2.0,0.0,H,0.0,0.0,D,1.4,4.33,8.5,1.4,4.33,8.0,1.4,4.33,8.0,1.4,4.33,8.5,2012/13,€97.60m,€21.80m,16.0,12.0,5.0,2.0,1.0,2.0,0.0,0.0,1.4,4.8,10.0,7.0,4.0,13.0,8.0,1.37,5.25,9.88
F1,10/11/2012,Toulouse,Ajaccio,2.0,4.0,A,1.0,2.0,A,1.57,3.6,6.5,1.57,3.5,6.75,1.57,3.5,6.75,1.57,3.75,6.0,2012/13,€82.00m,€34.10m,21.0,14.0,7.0,8.0,3.0,2.0,0.0,0.0,1.6,3.8,7.5,10.0,1.0,14.0,12.0,1.62,3.95,6.64
F1,11/11/2012,Lorient,Bordeaux,0.0,4.0,A,0.0,2.0,A,2.4,3.1,3.1,2.45,3.1,2.95,2.45,3.1,2.95,2.5,3.1,2.9,2012/13,€63.75m,€80.95m,8.0,10.0,2.0,6.0,1.0,0.0,0.0,0.0,2.5,3.2,3.2,5.0,6.0,12.0,10.0,2.64,3.16,3.08
F1,11/11/2012,Marseille,Nice,2.0,2.0,D,1.0,0.0,H,1.4,4.33,8.5,1.44,4.0,8.0,1.44,4.0,8.0,1.36,4.5,9.0,2012/13,€150.65m,€59.15m,19.0,8.0,8.0,4.0,0.0,1.0,0.0,0.0,1.45,4.3,8.5,2.0,4.0,12.0,11.0,1.54,4.15,7.73
F1,11/11/2012,Montpellier,Paris SG,1.0,1.0,D,0.0,1.0,A,3.25,3.25,2.25,3.3,3.2,2.35,3.3,3.2,2.35,3.25,3.2,2.25,2012/13,€78.70m,€313.60m,20.0,7.0,3.0,4.0,2.0,3.0,1.0,1.0,3.25,3.25,2.4,4.0,5.0,24.0,12.0,3.23,3.48,2.35
F1,11/11/2012,Sochaux,Lyon,1.0,1.0,D,0.0,1.0,A,4.5,3.4,1.83,4.5,3.4,1.8,4.5,3.4,1.8,4.33,3.4,1.83,2012/13,€46.85m,€155.65m,12.0,9.0,5.0,5.0,0.0,2.0,0.0,0.0,4.6,3.5,1.9,3.0,3.0,13.0,15.0,4.16,3.51,2.02
F1,16/11/2012,Lorient,Lille,2.0,0.0,H,1.0,0.0,H,3.1,3.1,2.4,3.3,3.2,2.35,3.3,3.2,2.35,3.2,3.1,2.3,2012/13,€63.75m,€114.60m,14.0,14.0,5.0,5.0,2.0,3.0,0.0,0.0,3.2,3.3,2.4,4.0,10.0,14.0,8.0,3.2,3.54,2.35
F1,17/11/2012,Ajaccio,Sochaux,0.0,1.0,A,0.0,1.0,A,1.83,3.25,4.75,1.8,3.3,4.75,1.8,3.3,4.75,1.83,3.25,4.5,2012/13,€34.10m,€46.85m,18.0,8.0,4.0,5.0,2.0,0.0,0.0,0.0,1.87,3.4,4.75,3.0,3.0,9.0,15.0,1.91,3.38,4.98
F1,17/11/2012,Brest,Bastia,3.0,0.0,H,1.0,0.0,H,2.5,3.1,2.9,2.5,3.2,2.8,2.5,3.2,2.8,2.38,3.2,3.0,2012/13,€36.10m,€36.05m,15.0,5.0,7.0,1.0,3.0,2.0,0.0,1.0,2.5,3.2,3.2,8.0,2.0,16.0,8.0,2.43,3.36,3.21
F1,17/11/2012,Evian Thonon Gaillard,St Etienne,2.0,2.0,D,0.0,2.0,A,3.6,3.2,2.1,3.7,3.1,2.1,3.7,3.1,2.1,3.4,3.25,2.2,2012/13,€34.55m,€97.60m,13.0,7.0,5.0,4.0,1.0,1.0,0.0,0.0,3.7,3.25,2.2,2.0,5.0,15.0,10.0,3.72,3.46,2.16
F1,17/11/2012,Paris SG,Stade Rennais FC,1.0,2.0,A,1.0,2.0,A,1.55,3.8,6.5,1.55,3.9,6.0,1.55,3.9,6.0,1.53,4.0,6.0,2012/13,€313.60m,€97.80m,23.0,8.0,10.0,4.0,3.0,1.0,0.0,2.0,1.57,4.0,7.0,18.0,3.0,20.0,8.0,1.65,3.9,6.32
F1,17/11/2012,Troyes,Nancy,3.0,3.0,D,1.0,3.0,A,2.38,3.0,3.25,2.3,3.1,3.2,2.3,3.1,3.2,2.3,3.1,3.2,2012/13,€21.80m,€36.85m,18.0,19.0,10.0,9.0,2.0,1.0,0.0,0.0,2.45,3.2,3.25,7.0,6.0,13.0,18.0,2.38,3.3,3.37
F1,17/11/2012,Valenciennes,Montpellier,1.0,1.0,D,1.0,1.0,D,2.1,3.25,3.6,2.15,3.2,3.4,2.15,3.2,3.4,2.2,3.25,3.3,2012/13,€49.75m,€78.70m,17.0,13.0,5.0,5.0,2.0,3.0,0.0,1.0,2.15,3.3,3.7,12.0,5.0,16.0,14.0,2.2,3.55,3.51
F1,18/11/2012,Bordeaux,Marseille,1.0,0.0,H,0.0,0.0,D,2.3,3.1,3.25,2.3,3.2,3.4,2.3,3.2,3.4,2.25,3.1,3.4,2012/13,€80.95m,€150.65m,10.0,5.0,6.0,3.0,0.0,2.0,0.0,1.0,2.3,3.2,3.5,4.0,4.0,14.0,16.0,2.29,3.29,3.56
F1,18/11/2012,Lyon,Reims,3.0,0.0,H,1.0,0.0,H,1.4,4.33,8.5,1.4,4.33,8.0,1.4,4.33,8.0,1.4,4.33,8.0,2012/13,€155.65m,€29.50m,18.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,1.4,4.75,9.5,4.0,1.0,14.0,12.0,1.38,5.0,11.0
F1,18/11/2012,Nice,Toulouse,1.0,0.0,H,0.0,0.0,D,2.63,3.0,2.88,2.8,3.0,2.85,2.8,3.0,2.85,2.75,3.1,2.62,2012/13,€59.15m,€82.00m,11.0,10.0,4.0,2.0,4.0,1.0,0.0,0.0,2.7,3.12,2.88,7.0,2.0,22.0,18.0,2.57,3.2,3.14
F1,23/11/2012,St Etienne,Valenciennes,1.0,0.0,H,0.0,0.0,D,1.8,3.5,4.5,1.8,3.5,4.4,1.8,3.5,4.4,1.8,3.5,4.5,2012/13,€97.60m,€49.75m,20.0,12.0,4.0,1.0,2.0,1.0,0.0,0.0,1.83,3.6,4.8,6.0,3.0,19.0,9.0,1.72,3.92,5.4
F1,24/11/2012,Bastia,Lorient,2.0,1.0,H,2.0,1.0,H,2.4,3.3,2.9,2.4,3.2,2.95,2.4,3.2,2.95,2.4,3.3,2.9,2012/13,€36.05m,€63.75m,12.0,10.0,6.0,4.0,4.0,3.0,1.0,0.0,2.4,3.5,3.0,3.0,6.0,11.0,17.0,2.48,3.65,2.94
F1,24/11/2012,Nancy,Ajaccio,1.0,1.0,D,1.0,0.0,H,2.3,3.1,3.3,2.35,3.1,3.1,2.35,3.1,3.1,2.4,3.2,3.0,2012/13,€36.85m,€34.10m,11.0,18.0,4.0,5.0,4.0,1.0,0.0,0.0,2.38,3.2,3.4,3.0,4.0,15.0,12.0,2.25,3.29,3.65
F1,24/11/2012,Paris SG,Troyes,4.0,0.0,H,1.0,0.0,H,1.18,6.5,15.0,1.19,6.0,15.5,1.19,6.0,15.5,1.22,5.5,15.0,2012/13,€313.60m,€21.80m,8.0,17.0,6.0,4.0,2.0,0.0,0.0,0.0,1.2,7.0,19.0,5.0,5.0,10.0,11.0,1.19,7.68,19.63
F1,24/11/2012,Reims,Brest,0.0,0.0,D,0.0,0.0,D,2.1,3.1,3.75,2.05,3.1,3.9,2.05,3.1,3.9,2.0,3.2,4.0,2012/13,€29.50m,€36.10m,11.0,14.0,3.0,7.0,0.0,2.0,0.0,0.0,2.15,3.12,4.0,4.0,4.0,8.0,19.0,2.29,3.29,3.55
F1,24/11/2012,Stade Rennais FC,Evian Thonon Gaillard,0.0,1.0,A,0.0,0.0,D,1.67,3.6,5.5,1.67,3.4,5.75,1.67,3.4,5.75,1.62,3.75,5.5,2012/13,€97.80m,€34.55m,15.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,1.7,3.7,5.75,11.0,1.0,7.0,13.0,1.61,4.23,6.23
F1,24/11/2012,Sochaux,Nice,0.0,1.0,A,0.0,1.0,A,2.38,3.1,3.1,2.45,3.1,2.95,2.45,3.1,2.95,2.38,3.2,3.0,2012/13,€46.85m,€59.15m,6.0,17.0,1.0,4.0,1.0,2.0,0.0,0.0,2.6,3.12,3.1,4.0,4.0,16.0,17.0,2.63,3.28,2.98
F1,25/11/2012,Marseille,Lille,1.0,0.0,H,0.0,0.0,D,2.3,3.1,3.3,2.2,3.1,3.4,2.2,3.1,3.4,2.2,3.1,3.5,2012/13,€150.65m,€114.60m,12.0,9.0,6.0,3.0,4.0,3.0,0.0,1.0,2.3,3.2,3.4,1.0,4.0,11.0,13.0,2.21,3.23,3.9
F1,25/11/2012,Montpellier,Bordeaux,1.0,0.0,H,0.0,0.0,D,2.4,3.0,3.2,2.3,3.1,3.2,2.3,3.1,3.2,2.5,3.1,2.9,2012/13,€78.70m,€80.95m,12.0,8.0,3.0,2.0,1.0,3.0,0.0,0.0,2.5,3.2,3.2,6.0,3.0,16.0,18.0,2.23,3.34,3.67
F1,25/11/2012,Toulouse,Lyon,3.0,0.0,H,0.0,0.0,D,2.5,3.1,2.9,2.5,3.1,2.85,2.5,3.1,2.85,2.62,3.2,2.7,2012/13,€82.00m,€155.65m,17.0,8.0,6.0,2.0,1.0,3.0,0.0,0.0,2.62,3.12,3.0,8.0,0.0,20.0,21.0,2.35,3.31,3.41
F1,28/11/2012,Marseille,Lyon,1.0,4.0,A,0.0,2.0,A,2.2,3.2,3.4,2.2,3.1,3.4,2.2,3.1,3.4,2.38,3.2,3.0,2012/13,€150.65m,€155.65m,7.0,6.0,3.0,6.0,1.0,2.0,1.0,0.0,2.2,3.2,3.6,8.0,2.0,14.0,16.0,2.0,3.33,4.43
F1,30/11/2012,Ajaccio,St Etienne,0.0,0.0,D,0.0,0.0,D,3.1,3.1,2.4,3.0,3.1,2.4,3.0,3.1,2.4,3.0,3.2,2.38,2012/13,€34.10m,€97.60m,12.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,3.12,3.2,2.5,3.0,1.0,7.0,9.0,3.2,3.41,2.41
F1,01/12/2012,Bordeaux,Sochaux,2.0,2.0,D,1.0,1.0,D,1.44,4.2,7.5,1.5,3.75,7.25,1.5,3.75,7.25,1.44,4.0,8.0,2012/13,€80.95m,€46.85m,10.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,1.45,4.2,8.5,8.0,2.0,17.0,5.0,1.48,4.28,9.18
F1,01/12/2012,Evian Thonon Gaillard,Nancy,1.0,1.0,D,1.0,0.0,H,2.1,3.2,3.6,2.0,3.2,3.9,2.0,3.2,3.9,2.1,3.25,3.5,2012/13,€34.55m,€36.85m,10.0,16.0,4.0,5.0,2.0,3.0,0.0,0.0,2.05,3.4,3.9,5.0,5.0,11.0,17.0,2.1,3.54,3.82
F1,01/12/2012,Lille,Bastia,0.0,0.0,D,0.0,0.0,D,1.4,4.5,8.0,1.45,4.2,7.0,1.45,4.2,7.0,1.44,4.33,7.0,2012/13,€114.60m,€36.05m,15.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.44,4.75,8.5,6.0,2.0,16.0,13.0,1.37,5.05,10.0
F1,01/12/2012,Lyon,Montpellier,1.0,0.0,H,1.0,0.0,H,1.83,3.4,4.5,1.87,3.3,4.25,1.87,3.3,4.25,1.73,3.5,5.0,2012/13,€155.65m,€78.70m,9.0,8.0,4.0,2.0,1.0,3.0,0.0,0.0,1.87,3.5,4.8,6.0,0.0,23.0,27.0,1.86,3.62,4.83
F1,01/12/2012,Nice,Paris SG,2.0,1.0,H,0.0,0.0,D,4.75,3.4,1.8,4.5,3.4,1.8,4.5,3.4,1.8,4.5,3.5,1.8,2012/13,€59.15m,€313.60m,15.0,16.0,5.0,5.0,1.0,2.0,0.0,1.0,4.8,3.6,1.83,5.0,10.0,12.0,18.0,4.92,3.77,1.81
F1,01/12/2012,Valenciennes,Reims,1.0,0.0,H,1.0,0.0,H,1.62,3.75,5.5,1.6,3.7,5.75,1.6,3.7,5.75,1.67,3.5,5.5,2012/13,€49.75m,€29.50m,14.0,17.0,2.0,3.0,0.0,2.0,0.0,0.0,1.65,3.9,6.25,4.0,4.0,10.0,13.0,1.56,4.17,7.18
F1,02/12/2012,Brest,Marseille,1.0,2.0,A,1.0,1.0,D,3.25,3.2,2.25,3.5,3.1,2.15,3.5,3.1,2.15,3.5,3.2,2.15,2012/13,€36.10m,€150.65m,4.0,19.0,4.0,7.0,3.0,3.0,0.0,0.0,3.4,3.2,2.3,6.0,9.0,18.0,11.0,3.7,3.15,2.31
F1,02/12/2012,Lorient,Toulouse,1.0,0.0,H,1.0,0.0,H,2.4,3.2,3.0,2.4,3.0,3.1,2.4,3.0,3.1,2.4,3.2,3.0,2012/13,€63.75m,€82.00m,16.0,9.0,6.0,0.0,2.0,2.0,0.0,0.0,2.4,3.25,3.25,12.0,5.0,17.0,16.0,2.78,3.24,2.85
F1,02/12/2012,Troyes,Stade Rennais FC,2.0,3.0,A,2.0,0.0,H,3.6,3.2,2.1,3.5,3.1,2.15,3.5,3.1,2.15,3.2,3.2,2.25,2012/13,€21.80m,€97.80m,7.0,9.0,4.0,5.0,1.0,3.0,1.0,0.0,3.8,3.3,2.15,7.0,4.0,10.0,10.0,3.17,3.32,2.47
