Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HY,AY,HR,AR,VCH,VCD,VCA,HC,AC,HF,AF,PSCH,PSCD,PSCA
F1,07/12/2012,Toulouse,Bastia,0.0,0.0,D,0.0,0.0,D,1.65,3.6,5.5,1.65,3.7,5.25,1.65,3.7,5.25,1.73,3.5,5.0,2012/13,€82.00m,€36.05m,11.0,9.0,0.0,5.0,3.0,2.0,0.0,0.0,1.7,3.7,5.75,5.0,2.0,13.0,13.0,1.77,3.87,5.09
F1,08/12/2012,Montpellier,Ajaccio,3.0,0.0,H,2.0,0.0,H,1.62,3.6,6.0,1.65,3.4,6.0,1.65,3.4,6.0,1.7,3.6,5.0,2012/13,€78.70m,€34.10m,15.0,8.0,6.0,3.0,1.0,2.0,0.0,0.0,1.67,3.8,6.25,2.0,3.0,16.0,14.0,1.67,3.73,6.55
F1,08/12/2012,Nancy,Valenciennes,1.0,1.0,D,1.0,0.0,H,2.8,3.1,2.6,2.9,3.1,2.5,2.9,3.1,2.5,2.88,3.1,2.5,2012/13,€36.85m,€49.75m,17.0,8.0,2.0,1.0,1.0,4.0,0.0,0.0,2.9,3.12,2.7,6.0,6.0,11.0,12.0,2.58,3.23,3.1
F1,08/12/2012,Paris SG,Evian Thonon Gaillard,4.0,0.0,H,2.0,0.0,H,1.22,6.0,13.0,1.22,5.75,13.0,1.22,5.75,13.0,1.22,6.0,13.0,2012/13,€313.60m,€34.55m,15.0,8.0,7.0,2.0,1.0,3.0,0.0,0.0,1.25,6.25,15.0,3.0,7.0,12.0,11.0,1.23,6.75,16.25
F1,08/12/2012,Stade Rennais FC,Brest,2.0,2.0,D,0.0,0.0,D,1.62,3.5,6.5,1.62,3.4,6.25,1.62,3.4,6.25,1.62,3.75,5.5,2012/13,€97.80m,€36.10m,20.0,11.0,11.0,5.0,1.0,1.0,0.0,1.0,1.65,3.75,6.5,8.0,4.0,6.0,9.0,1.63,3.67,7.6
F1,08/12/2012,Sochaux,Lille,1.0,1.0,D,0.0,0.0,D,4.2,3.2,1.95,4.25,3.25,1.9,4.25,3.25,1.9,4.0,3.2,2.0,2012/13,€46.85m,€114.60m,6.0,22.0,2.0,5.0,1.0,3.0,1.0,0.0,4.33,3.4,2.0,3.0,5.0,10.0,12.0,4.2,3.6,1.98
F1,08/12/2012,Troyes,Nice,1.0,1.0,D,1.0,0.0,H,2.8,3.0,2.7,2.8,3.0,2.65,2.8,3.0,2.65,2.75,3.1,2.62,2012/13,€21.80m,€59.15m,5.0,9.0,2.0,3.0,1.0,1.0,0.0,0.0,2.88,3.2,2.75,3.0,5.0,13.0,11.0,2.85,3.24,2.75
F1,09/12/2012,Marseille,Lorient,0.0,3.0,A,0.0,1.0,A,1.62,3.6,6.0,1.65,3.4,6.0,1.65,3.4,6.0,1.67,3.5,5.5,2012/13,€150.65m,€63.75m,10.0,10.0,4.0,5.0,0.0,1.0,1.0,0.0,1.67,3.7,6.5,10.0,1.0,11.0,14.0,1.63,3.95,6.58
F1,09/12/2012,Reims,Bordeaux,0.0,0.0,D,0.0,0.0,D,3.4,3.1,2.25,3.4,3.1,2.2,3.4,3.1,2.2,3.4,3.1,2.25,2012/13,€29.50m,€80.95m,10.0,10.0,1.0,2.0,4.0,3.0,0.0,0.0,3.6,3.25,2.25,2.0,3.0,12.0,10.0,4.33,3.35,2.04
F1,09/12/2012,St Etienne,Lyon,0.0,1.0,A,0.0,0.0,D,2.05,3.2,3.75,2.15,3.2,3.4,2.15,3.2,3.4,2.25,3.2,3.2,2012/13,€97.60m,€155.65m,8.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.25,3.25,3.7,4.0,5.0,15.0,20.0,2.34,3.38,3.37
F1,11/12/2012,Lille,Toulouse,2.0,0.0,H,0.0,0.0,D,1.73,3.4,5.25,1.72,3.5,5.0,1.72,3.5,5.0,1.8,3.5,4.5,2012/13,€114.60m,€82.00m,9.0,7.0,6.0,2.0,2.0,2.0,0.0,0.0,1.75,3.5,5.2,4.0,2.0,15.0,20.0,1.7,3.59,6.55
F1,11/12/2012,Nice,Stade Rennais FC,1.0,0.0,H,0.0,0.0,D,2.3,3.1,3.25,2.35,3.1,3.1,2.35,3.1,3.1,2.3,3.2,3.1,2012/13,€59.15m,€97.80m,11.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,2.4,3.2,3.25,5.0,5.0,13.0,18.0,2.49,3.34,3.14
F1,11/12/2012,Valenciennes,Paris SG,0.0,4.0,A,0.0,1.0,A,4.33,3.5,1.83,4.2,3.4,1.85,4.2,3.4,1.85,4.33,3.5,1.83,2012/13,€49.75m,€313.60m,10.0,20.0,1.0,9.0,1.0,1.0,0.0,0.0,4.5,3.6,1.9,7.0,2.0,12.0,6.0,4.7,3.7,1.86
F1,12/12/2012,Ajaccio,Reims,2.0,0.0,H,1.0,0.0,H,1.8,3.3,4.75,1.8,3.3,4.75,1.8,3.3,4.75,1.91,3.1,4.5,2012/13,€34.10m,€29.50m,11.0,17.0,3.0,4.0,3.0,0.0,0.0,0.0,1.87,3.4,5.0,6.0,10.0,18.0,8.0,1.87,3.28,5.56
F1,12/12/2012,Bastia,Marseille,1.0,2.0,A,0.0,1.0,A,3.5,3.2,2.15,3.1,3.2,2.3,3.1,3.2,2.3,3.2,3.25,2.25,2012/13,€36.05m,€150.65m,11.0,16.0,3.0,6.0,3.0,2.0,0.0,0.0,3.5,3.2,2.3,0.0,9.0,13.0,25.0,3.99,3.39,2.1
F1,12/12/2012,Brest,Montpellier,1.0,2.0,A,1.0,1.0,D,3.0,3.0,2.5,2.9,3.1,2.5,2.9,3.1,2.5,2.75,3.1,2.62,2012/13,€36.10m,€78.70m,7.0,19.0,3.0,7.0,1.0,1.0,0.0,0.0,3.12,3.12,2.55,2.0,9.0,16.0,16.0,3.79,3.2,2.24
F1,12/12/2012,Evian Thonon Gaillard,Troyes,2.0,0.0,H,1.0,0.0,H,1.83,3.4,4.5,1.85,3.25,4.5,1.85,3.25,4.5,1.83,3.4,4.5,2012/13,€34.55m,€21.80m,22.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,1.85,3.5,4.75,7.0,5.0,10.0,15.0,1.77,3.74,5.31
F1,12/12/2012,Lorient,Sochaux,2.0,0.0,H,1.0,0.0,H,1.67,3.5,5.5,1.7,3.5,5.0,1.7,3.5,5.0,1.75,3.4,5.0,2012/13,€63.75m,€46.85m,17.0,12.0,9.0,3.0,1.0,0.0,0.0,0.0,1.73,3.6,5.5,6.0,8.0,12.0,11.0,1.61,4.01,6.75
F1,12/12/2012,Lyon,Nancy,1.0,1.0,D,0.0,0.0,D,1.4,4.5,8.0,1.34,4.6,9.25,1.34,4.6,9.25,1.33,4.8,9.0,2012/13,€155.65m,€36.85m,16.0,13.0,3.0,8.0,2.0,4.0,0.0,0.0,1.4,4.75,9.0,5.0,4.0,16.0,15.0,1.4,5.03,9.22
F1,13/12/2012,Bordeaux,St Etienne,0.0,0.0,D,0.0,0.0,D,2.0,3.2,4.0,1.95,3.2,4.1,1.95,3.2,4.1,2.15,3.2,3.5,2012/13,€80.95m,€97.60m,9.0,9.0,2.0,3.0,2.0,2.0,0.0,0.0,2.05,3.25,4.0,2.0,5.0,16.0,9.0,2.29,3.17,3.75
F1,14/12/2012,Stade Rennais FC,Valenciennes,2.0,0.0,H,1.0,0.0,H,2.0,3.3,3.8,1.9,3.4,4.0,1.9,3.4,4.0,2.0,3.2,4.0,2012/13,€97.80m,€49.75m,17.0,11.0,6.0,4.0,1.0,1.0,0.0,0.0,2.05,3.3,4.1,3.0,7.0,18.0,17.0,2.04,3.27,4.41
F1,15/12/2012,Montpellier,Bastia,4.0,0.0,H,1.0,0.0,H,1.62,3.75,5.5,1.65,3.5,5.5,1.65,3.5,5.5,1.67,3.5,5.5,2012/13,€78.70m,€36.05m,21.0,3.0,12.0,1.0,1.0,3.0,0.0,0.0,1.67,3.75,6.0,7.0,4.0,16.0,11.0,1.49,4.38,8.07
F1,15/12/2012,Nice,Evian Thonon Gaillard,3.0,2.0,H,1.0,2.0,A,1.91,3.3,4.2,1.85,3.3,4.4,1.85,3.3,4.4,1.8,3.4,4.5,2012/13,€59.15m,€34.55m,11.0,10.0,3.0,6.0,1.0,1.0,0.0,0.0,1.92,3.4,4.5,5.0,1.0,8.0,10.0,1.99,3.44,4.41
F1,15/12/2012,Reims,Lille,1.0,1.0,D,1.0,0.0,H,4.75,3.25,1.83,4.33,3.2,1.9,4.33,3.2,1.9,3.75,3.25,2.05,2012/13,€29.50m,€114.60m,8.0,16.0,2.0,4.0,2.0,1.0,0.0,0.0,4.6,3.25,1.95,2.0,5.0,13.0,8.0,4.94,3.5,1.87
F1,15/12/2012,Sochaux,Brest,1.0,2.0,A,0.0,0.0,D,2.2,3.1,3.5,2.25,3.1,3.3,2.25,3.1,3.3,2.1,3.2,3.6,2012/13,€46.85m,€36.10m,19.0,9.0,4.0,3.0,0.0,1.0,0.0,0.0,2.3,3.1,3.5,3.0,6.0,8.0,13.0,2.35,3.27,3.46
F1,15/12/2012,Toulouse,Marseille,0.0,1.0,A,0.0,0.0,D,2.63,3.1,2.75,2.4,3.1,3.0,2.4,3.1,3.0,2.5,3.1,2.9,2012/13,€82.00m,€150.65m,8.0,13.0,2.0,8.0,1.0,2.0,2.0,0.0,2.7,3.1,2.9,3.0,4.0,15.0,16.0,2.62,3.26,3.01
F1,15/12/2012,Troyes,Ajaccio,3.0,2.0,H,3.0,0.0,H,2.4,3.1,3.1,2.35,3.1,3.1,2.35,3.1,3.1,2.38,3.1,3.1,2012/13,€21.80m,€34.10m,20.0,10.0,7.0,6.0,1.0,2.0,0.0,0.0,2.45,3.12,3.3,4.0,9.0,18.0,19.0,2.41,3.21,3.37
F1,16/12/2012,Nancy,Bordeaux,1.0,1.0,D,1.0,0.0,H,3.3,3.2,2.25,3.5,3.0,2.2,3.5,3.0,2.2,3.6,3.2,2.1,2012/13,€36.85m,€80.95m,12.0,10.0,3.0,4.0,2.0,1.0,0.0,1.0,3.5,3.2,2.3,8.0,6.0,12.0,13.0,2.94,3.26,2.69
F1,16/12/2012,Paris SG,Lyon,1.0,0.0,H,1.0,0.0,H,1.62,3.75,5.5,1.72,3.5,5.0,1.72,3.5,5.0,1.73,3.5,5.0,2012/13,€313.60m,€155.65m,10.0,12.0,6.0,2.0,3.0,2.0,0.0,0.0,1.7,3.75,5.5,4.0,4.0,11.0,15.0,1.57,4.21,6.8
F1,16/12/2012,St Etienne,Lorient,0.0,2.0,A,0.0,2.0,A,1.73,3.3,5.5,1.72,3.5,5.0,1.72,3.5,5.0,1.75,3.4,5.0,2012/13,€97.60m,€63.75m,9.0,14.0,5.0,6.0,2.0,0.0,0.0,0.0,1.8,3.5,5.25,9.0,5.0,16.0,10.0,1.7,3.91,5.59
F1,21/12/2012,Brest,Paris SG,0.0,3.0,A,0.0,0.0,D,7.5,4.1,1.44,7.5,4.25,1.44,7.5,4.25,1.44,6.5,3.8,1.5,2012/13,€36.10m,€313.60m,11.0,30.0,3.0,13.0,1.0,2.0,1.0,0.0,7.5,4.2,1.53,2.0,11.0,7.0,6.0,9.0,4.26,1.48
F1,22/12/2012,Ajaccio,Stade Rennais FC,2.0,4.0,A,2.0,2.0,D,2.88,3.0,2.63,2.6,3.1,2.8,2.6,3.1,2.8,2.7,3.0,2.8,2012/13,€34.10m,€97.80m,12.0,13.0,5.0,7.0,2.0,1.0,0.0,0.0,2.88,3.1,2.8,6.0,3.0,13.0,11.0,2.74,3.28,2.86
F1,22/12/2012,Bastia,Nancy,4.0,2.0,H,3.0,0.0,H,2.5,3.1,2.9,2.4,3.25,2.95,2.4,3.25,2.95,2.4,3.0,3.0,2012/13,€36.05m,€36.85m,15.0,11.0,7.0,3.0,1.0,3.0,0.0,0.0,2.55,3.2,3.1,5.0,5.0,3.0,17.0,2.57,3.34,3.02
F1,22/12/2012,Bordeaux,Troyes,0.0,0.0,D,0.0,0.0,D,1.4,4.33,8.5,1.44,4.0,8.25,1.44,4.0,8.25,1.44,4.0,8.0,2012/13,€80.95m,€21.80m,20.0,8.0,9.0,5.0,1.0,3.0,0.0,0.0,1.45,4.33,9.0,11.0,2.0,18.0,18.0,1.58,4.13,6.75
F1,22/12/2012,Lille,Montpellier,4.0,1.0,H,2.0,0.0,H,2.0,3.2,4.0,2.05,3.25,3.7,2.05,3.25,3.7,2.0,3.2,3.8,2012/13,€114.60m,€78.70m,18.0,8.0,6.0,3.0,1.0,2.0,0.0,1.0,2.1,3.25,4.0,3.0,1.0,16.0,15.0,1.99,3.35,4.55
F1,22/12/2012,Lorient,Reims,2.0,2.0,D,0.0,1.0,A,1.5,3.75,7.5,1.55,3.75,6.5,1.55,3.75,6.5,1.53,3.75,7.0,2012/13,€63.75m,€29.50m,11.0,9.0,5.0,3.0,0.0,2.0,0.0,0.0,1.53,3.9,7.5,9.0,4.0,11.0,18.0,1.62,3.8,7.18
F1,22/12/2012,Lyon,Nice,3.0,0.0,H,1.0,0.0,H,1.62,3.6,6.0,1.62,3.75,5.5,1.62,3.75,5.5,1.57,3.75,6.0,2012/13,€155.65m,€59.15m,14.0,18.0,4.0,4.0,1.0,1.0,1.0,1.0,1.67,3.75,6.0,5.0,6.0,12.0,15.0,1.71,3.78,5.85
F1,23/12/2012,Marseille,St Etienne,1.0,0.0,H,1.0,0.0,H,1.83,3.4,4.5,1.78,3.5,4.6,1.78,3.5,4.6,1.83,3.5,4.2,2012/13,€150.65m,€97.60m,6.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,1.91,3.5,4.5,2.0,8.0,15.0,13.0,1.89,3.35,5.15
F1,23/12/2012,Toulouse,Sochaux,2.0,0.0,H,1.0,0.0,H,1.62,3.5,6.5,1.55,3.75,6.5,1.55,3.75,6.5,1.53,3.8,6.5,2012/13,€82.00m,€46.85m,10.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,1.65,3.7,6.5,6.0,2.0,27.0,19.0,1.6,3.81,7.62
F1,23/12/2012,Valenciennes,Evian Thonon Gaillard,2.0,1.0,H,1.0,1.0,D,1.8,3.5,4.5,1.75,3.5,4.75,1.75,3.5,4.75,1.75,3.6,4.5,2012/13,€49.75m,€34.55m,19.0,16.0,8.0,6.0,3.0,3.0,0.0,1.0,1.85,3.5,4.5,4.0,4.0,17.0,21.0,1.97,3.61,4.25
F1,11/01/2013,Paris SG,Ajaccio,0.0,0.0,D,0.0,0.0,D,1.14,7.5,17.0,1.14,7.25,20.0,1.14,7.25,20.0,1.15,7.0,17.0,2012/13,€313.60m,€34.10m,26.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.15,8.5,22.0,11.0,1.0,11.0,10.0,1.12,9.8,27.8
F1,11/01/2013,St Etienne,Toulouse,2.0,2.0,D,1.0,2.0,A,2.0,3.2,4.0,2.0,3.0,4.33,2.0,3.0,4.33,2.0,3.2,4.0,2012/13,€97.60m,€82.00m,12.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,2.05,3.3,4.2,11.0,4.0,16.0,13.0,1.98,3.32,4.66
F1,12/01/2013,Evian Thonon Gaillard,Brest,0.0,2.0,A,0.0,1.0,A,1.83,3.4,4.5,1.78,3.5,4.6,1.78,3.5,4.6,1.85,3.4,4.33,2012/13,€34.55m,€36.10m,16.0,9.0,5.0,4.0,1.0,3.0,1.0,0.0,1.83,3.4,5.0,7.0,4.0,11.0,14.0,1.79,3.56,5.5
F1,12/01/2013,Montpellier,Lorient,2.0,0.0,H,0.0,0.0,D,1.85,3.4,4.33,1.8,3.4,4.6,1.8,3.4,4.6,1.91,3.2,4.33,2012/13,€78.70m,€63.75m,13.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,1.87,3.5,4.75,4.0,5.0,14.0,14.0,1.75,3.69,5.62
F1,12/01/2013,Nancy,Lille,2.0,2.0,D,1.0,2.0,A,4.0,3.2,2.0,4.2,3.3,1.91,4.2,3.3,1.91,4.33,3.25,1.91,2012/13,€36.85m,€114.60m,15.0,13.0,7.0,6.0,2.0,2.0,0.0,0.0,4.4,3.3,2.0,8.0,7.0,11.0,9.0,4.17,3.6,1.99
F1,12/01/2013,Stade Rennais FC,Bordeaux,0.0,2.0,A,0.0,0.0,D,2.3,3.1,3.3,2.25,3.2,3.25,2.25,3.2,3.25,2.3,3.1,3.2,2012/13,€97.80m,€80.95m,10.0,8.0,3.0,7.0,0.0,2.0,0.0,0.0,2.38,3.2,3.4,10.0,4.0,12.0,9.0,2.52,3.16,3.24
F1,12/01/2013,Troyes,Lyon,1.0,2.0,A,1.0,1.0,D,4.33,3.25,1.91,4.25,3.4,1.87,4.25,3.4,1.87,4.33,3.4,1.83,2012/13,€21.80m,€155.65m,13.0,14.0,6.0,4.0,1.0,1.0,0.0,0.0,4.3,3.5,1.95,5.0,8.0,9.0,18.0,4.01,3.72,1.99
F1,13/01/2013,Nice,Valenciennes,5.0,0.0,H,1.0,0.0,H,2.0,3.3,3.75,2.0,3.2,4.0,2.0,3.2,4.0,2.1,3.2,3.6,2012/13,€59.15m,€49.75m,14.0,6.0,6.0,3.0,1.0,4.0,0.0,0.0,2.05,3.3,4.1,3.0,2.0,18.0,14.0,2.06,3.33,4.22
F1,13/01/2013,Reims,Bastia,1.0,2.0,A,0.0,1.0,A,2.25,3.1,3.4,2.15,3.2,3.5,2.15,3.2,3.5,2.25,3.1,3.4,2012/13,€29.50m,€36.05m,13.0,9.0,1.0,4.0,2.0,4.0,0.0,0.0,2.25,3.25,3.6,6.0,4.0,20.0,9.0,2.31,3.38,3.41
F1,13/01/2013,Sochaux,Marseille,3.0,1.0,H,2.0,0.0,H,4.75,3.25,1.83,4.5,3.5,1.8,4.5,3.5,1.8,4.5,3.3,1.83,2012/13,€46.85m,€150.65m,8.0,22.0,4.0,6.0,1.0,1.0,1.0,0.0,4.75,3.4,1.9,3.0,8.0,15.0,16.0,5.37,3.35,1.86
F1,18/01/2013,Lyon,Evian Thonon Gaillard,0.0,0.0,D,0.0,0.0,D,1.36,4.75,8.5,1.36,4.6,9.0,1.36,4.6,9.0,1.36,4.5,9.0,2012/13,€155.65m,€34.55m,13.0,9.0,5.0,1.0,1.0,2.0,0.0,0.0,1.36,5.2,9.5,9.0,3.0,11.0,11.0,1.44,4.97,7.94
F1,19/01/2013,Ajaccio,Valenciennes,1.0,1.0,D,1.0,0.0,H,2.6,3.1,2.8,2.55,3.1,2.85,2.55,3.1,2.85,2.5,3.1,2.9,2012/13,€34.10m,€49.75m,12.0,7.0,6.0,5.0,2.0,3.0,0.0,1.0,2.62,3.2,2.9,5.0,5.0,21.0,19.0,2.48,3.25,3.22
F1,19/01/2013,Brest,St Etienne,0.0,1.0,A,0.0,0.0,D,3.4,3.2,2.2,3.5,3.2,2.15,3.5,3.2,2.15,3.0,3.2,2.37,2012/13,€36.10m,€97.60m,9.0,13.0,3.0,5.0,3.0,3.0,0.0,0.0,3.5,3.2,2.3,1.0,10.0,9.0,15.0,4.37,3.43,2.0
F1,19/01/2013,Lorient,Troyes,3.0,2.0,H,2.0,0.0,H,1.57,3.75,6.0,1.57,3.75,6.25,1.57,3.75,6.25,1.53,3.75,7.0,2012/13,€63.75m,€21.80m,13.0,14.0,6.0,5.0,1.0,0.0,0.0,0.0,1.62,3.8,6.5,4.0,8.0,14.0,12.0,1.78,3.7,5.34
F1,19/01/2013,Marseille,Montpellier,3.0,2.0,H,1.0,1.0,D,1.85,3.4,4.33,1.85,3.25,4.6,1.85,3.25,4.6,1.8,3.5,4.5,2012/13,€150.65m,€78.70m,10.0,8.0,4.0,3.0,1.0,1.0,0.0,0.0,1.92,3.4,4.6,8.0,3.0,10.0,10.0,1.96,3.35,4.71
F1,19/01/2013,Sochaux,Reims,1.0,0.0,H,1.0,0.0,H,2.1,3.25,3.5,2.0,3.2,4.0,2.0,3.2,4.0,2.1,3.2,3.6,2012/13,€46.85m,€29.50m,9.0,11.0,4.0,2.0,1.0,3.0,0.0,0.0,2.2,3.25,3.8,5.0,6.0,10.0,10.0,2.13,3.38,3.92
F1,19/01/2013,Toulouse,Nancy,2.0,1.0,H,0.0,0.0,D,1.57,3.8,6.0,1.62,3.6,6.0,1.62,3.6,6.0,1.61,3.75,5.5,2012/13,€82.00m,€36.85m,17.0,5.0,8.0,2.0,0.0,2.0,0.0,0.0,1.67,3.75,6.0,10.0,1.0,18.0,19.0,1.68,3.94,5.79
F1,20/01/2013,Bastia,Stade Rennais FC,0.0,2.0,A,0.0,1.0,A,3.0,3.2,2.4,3.0,3.2,2.4,3.0,3.2,2.4,3.2,3.1,2.3,2012/13,€36.05m,€97.80m,3.0,15.0,1.0,8.0,2.0,2.0,0.0,0.0,3.1,3.3,2.5,4.0,8.0,8.0,16.0,3.61,3.39,2.23
F1,20/01/2013,Bordeaux,Paris SG,0.0,1.0,A,0.0,1.0,A,4.0,3.2,2.0,4.2,3.2,1.95,4.2,3.2,1.95,4.0,3.2,2.0,2012/13,€80.95m,€313.60m,14.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,4.2,3.25,2.05,6.0,3.0,11.0,11.0,3.74,3.45,2.16
F1,20/01/2013,Lille,Nice,0.0,2.0,A,0.0,0.0,D,1.67,3.5,5.5,1.65,3.6,5.5,1.65,3.6,5.5,1.72,3.5,5.0,2012/13,€114.60m,€59.15m,7.0,11.0,2.0,5.0,1.0,1.0,0.0,0.0,1.73,3.7,5.5,2.0,2.0,12.0,15.0,1.9,3.47,4.86
F1,25/01/2013,Valenciennes,Lyon,0.0,2.0,A,0.0,2.0,A,3.1,3.2,2.3,3.1,3.2,2.3,3.1,3.2,2.3,3.0,3.2,2.37,2012/13,€49.75m,€155.65m,9.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,3.25,3.25,2.45,8.0,3.0,19.0,16.0,2.97,3.34,2.6
F1,26/01/2013,Evian Thonon Gaillard,Ajaccio,1.0,1.0,D,0.0,1.0,A,2.0,3.2,4.0,1.87,3.4,4.25,1.87,3.4,4.25,2.1,3.2,3.6,2012/13,€34.55m,€34.10m,15.0,10.0,5.0,3.0,1.0,2.0,0.0,0.0,2.0,3.5,4.2,9.0,3.0,16.0,11.0,1.98,3.43,4.48
F1,26/01/2013,Nancy,Lorient,2.0,1.0,H,1.0,0.0,H,2.63,3.0,2.88,2.6,3.1,2.8,2.6,3.1,2.8,2.7,3.1,2.62,2012/13,€36.85m,€63.75m,16.0,9.0,5.0,4.0,2.0,2.0,0.0,0.0,2.62,3.12,3.0,5.0,8.0,11.0,11.0,2.93,3.34,2.63
F1,26/01/2013,Reims,Toulouse,1.0,1.0,D,0.0,0.0,D,3.2,3.0,2.38,3.1,3.0,2.45,3.1,3.0,2.45,2.8,3.1,2.62,2012/13,€29.50m,€82.00m,11.0,17.0,6.0,5.0,1.0,2.0,0.0,0.0,3.2,3.1,2.5,9.0,2.0,18.0,13.0,3.31,3.13,2.5
F1,26/01/2013,Stade Rennais FC,Marseille,2.0,2.0,D,0.0,1.0,A,2.6,3.1,2.8,2.55,2.95,3.0,2.55,2.95,3.0,2.5,3.1,2.9,2012/13,€97.80m,€150.65m,16.0,16.0,4.0,4.0,1.0,0.0,0.0,0.0,2.7,3.2,2.9,4.0,4.0,7.0,19.0,2.91,3.12,2.81
F1,26/01/2013,Troyes,Brest,2.0,1.0,H,1.0,0.0,H,2.0,3.2,4.0,1.91,3.2,4.4,1.91,3.2,4.4,2.1,3.2,3.6,2012/13,€21.80m,€36.10m,13.0,10.0,4.0,4.0,1.0,3.0,0.0,0.0,2.0,3.25,4.4,3.0,4.0,13.0,17.0,1.89,3.42,5.04
F1,27/01/2013,Nice,Bordeaux,0.0,1.0,A,0.0,0.0,D,2.38,3.0,3.2,2.45,3.0,3.1,2.45,3.0,3.1,2.3,3.1,3.2,2012/13,€59.15m,€80.95m,8.0,15.0,3.0,4.0,1.0,3.0,0.0,0.0,2.5,3.1,3.25,2.0,4.0,14.0,9.0,2.45,3.16,3.36
F1,27/01/2013,Paris SG,Lille,1.0,0.0,H,0.0,0.0,D,1.5,4.0,7.0,1.53,3.9,6.5,1.53,3.9,6.5,1.5,3.8,7.5,2012/13,€313.60m,€114.60m,7.0,13.0,2.0,2.0,3.0,3.0,0.0,0.0,1.53,4.1,8.0,4.0,4.0,11.0,17.0,1.49,4.5,7.9
F1,27/01/2013,St Etienne,Bastia,3.0,0.0,H,1.0,0.0,H,1.53,3.8,6.5,1.48,4.0,7.25,1.48,4.0,7.25,1.53,3.8,6.5,2012/13,€97.60m,€36.05m,24.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,1.53,4.3,7.0,10.0,5.0,10.0,8.0,1.52,4.12,8.3
F1,01/02/2013,Toulouse,Paris SG,0.0,4.0,A,0.0,2.0,A,5.0,3.25,1.8,5.0,3.5,1.72,5.0,3.5,1.72,4.5,3.5,1.8,2012/13,€82.00m,€313.60m,10.0,15.0,3.0,10.0,0.0,0.0,1.0,0.0,5.4,3.4,1.8,4.0,5.0,14.0,10.0,4.53,3.38,1.97
F1,02/02/2013,Bastia,Evian Thonon Gaillard,0.0,0.0,D,0.0,0.0,D,2.75,3.1,2.63,2.6,3.2,2.75,2.6,3.2,2.75,2.62,3.1,2.75,2012/13,€36.05m,€34.55m,12.0,9.0,4.0,1.0,3.0,2.0,0.0,0.0,2.8,3.25,2.7,5.0,2.0,11.0,17.0,2.68,3.39,2.84
F1,02/02/2013,Bordeaux,Valenciennes,2.0,0.0,H,1.0,0.0,H,1.75,3.4,5.0,1.7,3.5,5.25,1.7,3.5,5.25,1.72,3.5,5.0,2012/13,€80.95m,€49.75m,19.0,9.0,7.0,5.0,1.0,1.0,0.0,0.0,1.73,3.6,5.75,4.0,3.0,9.0,20.0,1.63,3.69,7.25
F1,02/02/2013,Brest,Nice,0.0,2.0,A,0.0,1.0,A,3.4,3.0,2.3,3.4,3.0,2.3,3.4,3.0,2.3,3.2,3.1,2.3,2012/13,€36.10m,€59.15m,12.0,12.0,2.0,5.0,4.0,1.0,0.0,0.0,3.6,3.12,2.3,1.0,2.0,20.0,15.0,3.23,3.23,2.49
F1,02/02/2013,Lille,Troyes,1.0,1.0,D,0.0,1.0,A,1.4,4.5,8.0,1.45,4.4,6.75,1.45,4.4,6.75,1.4,4.5,7.5,2012/13,€114.60m,€21.80m,18.0,9.0,7.0,1.0,2.0,1.0,0.0,0.0,1.44,4.4,9.0,10.0,5.0,11.0,10.0,1.53,4.38,7.25
F1,02/02/2013,Lorient,Stade Rennais FC,2.0,2.0,D,1.0,0.0,H,2.4,3.2,3.0,2.45,3.1,3.0,2.45,3.1,3.0,2.37,3.1,3.1,2012/13,€63.75m,€97.80m,17.0,11.0,6.0,5.0,1.0,0.0,0.0,0.0,2.5,3.25,3.1,11.0,4.0,8.0,16.0,2.52,3.39,3.05
F1,02/02/2013,Sochaux,St Etienne,1.0,2.0,A,0.0,1.0,A,3.6,3.1,2.15,3.8,3.2,2.05,3.8,3.2,2.05,3.6,3.1,2.15,2012/13,€46.85m,€97.60m,8.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,4.1,3.2,2.15,8.0,1.0,13.0,9.0,4.71,3.42,1.94
F1,03/02/2013,Ajaccio,Lyon,3.0,1.0,H,0.0,0.0,D,3.75,3.3,2.0,3.8,3.3,2.0,3.8,3.3,2.0,4.0,3.25,1.95,2012/13,€34.10m,€155.65m,5.0,17.0,4.0,4.0,3.0,2.0,0.0,1.0,4.0,3.3,2.1,3.0,8.0,25.0,17.0,3.52,3.47,2.23
