Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
D1,2004/5,28/08/2004,Hertha,Mainz,D,€71.78m,€16.73m,1.53,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.8,5.8,1.5,3.9,6.35,1.5,3.7,5.0,1.53,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0,1.2542857142857144,0.2544662280627623,3.7774654948097504,0.20287740278352345,0.10258704848682079,0.07436503790557324,2.3071428571428574,1.3133731303753085,3.560076571205099,0.5692638955187095,0.29433878814683767,0.09430515433722646,3.439285714285714,2.462009818611367,3.401469422896395,0.7158491684435957,0.3736092567868269,0.10720935446802878,H
D1,2004/5,28/08/2004,Kaiserslautern,Stuttgart,A,€33.75m,€79.50m,2.75,3.25,2.25,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.3,2.3,2.75,3.35,2.4,2.5,3.0,2.5,2.75,3.2,2.25,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.25,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.62,3.2,2.3,0,0,0,1.8514285714285716,0.8542068764386659,3.648214947171487,0.46137717091594604,0.2363315696649028,0.08651441785019415,2.1107142857142858,1.1131003310298562,3.5966096292252994,0.5273571788297119,0.26939811457577945,0.09118819086458824,1.6642857142857144,0.6669302200135685,3.6885224720939345,0.40073060429999824,0.2060085836909871,0.0827937371029725,A
D1,2004/5,28/08/2004,Leverkusen,Bayern Munich,H,€86.93m,€175.30m,2.9,3.2,2.37,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.3,2.05,3.15,3.25,2.2,2.6,3.0,2.4,2.75,3.2,2.25,1.0,1.0,1.0,1.0,1.0,1.0,2.88,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.62,3.1,2.37,0,0,0,1.9357142857142857,0.9485305498936936,3.6284109035395784,0.49001578223290443,0.2575645756457563,0.08802123539693278,2.0892857142857144,1.0912277769670684,3.600792882865236,0.5222970556423575,0.2665445665445665,0.0908285119073774,1.6385714285714286,0.6436487189992595,3.6935653635131196,0.39281090087138765,0.2042595590982688,0.08225156898757123,A
D1,2004/5,28/08/2004,Schalke 04,Hansa Rostock,A,€86.33m,€25.90m,1.5,3.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.2,6.6,1.5,3.85,6.5,1.55,3.5,4.8,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.6,6.5,0,0,1,1.2378571428571428,0.24018381566234318,3.7801147682596272,0.19403193417615722,0.10126947489901897,0.07407640266002218,2.3428571428571425,1.3548665119878498,3.5526583187956606,0.5782966819460336,0.30117595818815335,0.09479844312803166,3.6000000000000005,2.6411577547950986,3.3813916756680555,0.7336549318875273,0.3846371882086167,0.10840804734340224,H
D1,2004/5,29/08/2004,Dortmund,Hannover,D,€78.33m,€42.98m,1.5,3.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.2,6.6,1.5,3.9,6.35,1.45,3.8,5.4,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0,1.2349999999999999,0.23648467180770935,3.7807966546417093,0.1914855642167687,0.09902503511526098,0.07402197724961247,2.353571428571428,1.3672788781416338,3.550425064303957,0.580937914840148,0.3035985259050509,0.09494191213894537,3.5964285714285715,2.618100748751324,3.385380242798614,0.7279724028305569,0.37898992764931194,0.10852804304190156,H
D1,2004/5,29/08/2004,Werder Bremen,Wolfsburg,A,€98.48m,€59.30m,1.44,3.75,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,4.1,6.0,1.5,3.9,6.35,1.6,3.4,4.6,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.6,6.5,0,0,1,1.2364285714285714,0.23969048919855976,3.780212510532668,0.1938571258682748,0.1006437236939837,0.07405243616822646,2.3642857142857143,1.3723583157975818,3.5498565190107416,0.5804536683131766,0.3008200258955547,0.09514590388279219,3.6035714285714286,2.651580679904124,3.3796514607040224,0.7358202084966846,0.3848931049129266,0.1083733948940308,H
D1,2004/5,11/09/2004,Bayern Munich,Bielefeld,H,€175.30m,€24.65m,1.2,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.6,11.0,1.2,6.0,13.0,1.2,5.0,10.0,1.25,4.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,4.8,8.5,0,0,0,1.1071428571428572,0.10832679205787926,3.800452654114542,0.09784355411679417,0.050691244239631034,0.07210492947664786,3.1,2.1273726250270037,3.4395874752909497,0.6862492338796787,0.3604344963791969,0.1040163582908289,5.964285714285714,5.065514660477275,3.2114820145515695,0.8493078472656509,0.4495295124037638,0.12060235208493517,H
D1,2004/5,11/09/2004,Bochum,Dortmund,D,€31.40m,€78.33m,2.375,3.2,2.625,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.3,2.5,2.5,3.2,2.7,2.4,3.0,2.6,2.375,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,3.0,2.7,0,1,0,1.7085714285714284,0.7095834506732719,3.679215566303864,0.41530803969171437,0.21132943143812702,0.08370747503438442,2.0785714285714283,1.0811228101433459,3.602698682023558,0.5201278124400978,0.26583210603829155,0.09064023161336013,1.8160714285714283,0.8175315165865137,3.655987663980228,0.4501648468912957,0.22973732265767646,0.08584158184601659,H
D1,2004/5,11/09/2004,Mainz,Leverkusen,H,€16.73m,€86.93m,3.5,3.25,1.909,1.0,1.0,1.0,1.0,1.0,1.0,3.95,3.4,1.8,3.9,3.4,1.9,3.2,3.1,2.0,3.5,3.2,1.909,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.2,1.95,1,0,0,2.267857142857143,1.2816851550730757,3.5652472810036957,0.565152509323561,0.29550056242969625,0.09364002228817193,2.1285714285714286,1.1308521258821795,3.593274448932024,0.5312728108171313,0.2715723873441992,0.09148938574762276,1.462,0.46420792754971346,3.733544101675335,0.3175156823185455,0.16387252575448788,0.0785577659889495,A
D1,2004/5,11/09/2004,M'gladbach,Werder Bremen,H,€50.93m,€98.48m,2.875,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.3,2.05,3.1,3.2,2.25,2.7,3.0,2.3,2.8,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.2,2.2,0,0,0,1.9625000000000001,0.9697546633777313,3.6243653077439375,0.4941425036319649,0.25718185363317303,0.08855356365426928,2.0928571428571425,1.0944432933912016,3.6001947709778803,0.5229421879684923,0.26548025353486115,0.09089225050358302,1.5999999999999999,0.6020797289396147,3.7028755254790453,0.37629983058725924,0.19292091836734684,0.08146406797471006,A
