Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,07/05/06,Ascoli,Lazio,1.0,4.0,A,1.0,3.0,A,2.87,2.5,3.0,3.15,2.37,2.8,L. Marelli,9.0,8.0,5.0,6.0,26.0,16.0,2.0,3.0,3.0,1.0,0.0,0.0
I1,07/05/06,Fiorentina,Reggina,5.0,2.0,H,3.0,0.0,H,1.12,7.0,21.0,1.1,7.55,17.5,T. Pieri,16.0,9.0,9.0,5.0,8.0,18.0,4.0,2.0,1.0,2.0,0.0,0.0
I1,07/05/06,Inter,Siena,1.0,1.0,D,0.0,0.0,D,1.4,4.0,9.0,1.36,4.0,9.0,A. De Marco,11.0,9.0,7.0,5.0,9.0,11.0,2.0,3.0,1.0,2.0,1.0,0.0
I1,07/05/06,Juventus,Palermo,2.0,1.0,H,1.0,0.0,H,1.14,6.5,21.0,1.15,6.5,13.5,M. De Santis,10.0,6.0,6.0,4.0,30.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0
I1,07/05/06,Lecce,Chievo,0.0,0.0,D,0.0,0.0,D,5.5,3.1,1.72,5.0,3.05,1.75,O. Pantana,17.0,11.0,4.0,5.0,20.0,14.0,8.0,7.0,2.0,0.0,1.0,0.0
I1,07/05/06,Livorno,Sampdoria,0.0,0.0,D,0.0,0.0,D,2.4,2.4,4.0,2.35,2.3,4.2,N. Stefanini,8.0,3.0,3.0,1.0,16.0,23.0,4.0,4.0,1.0,0.0,0.0,0.0
I1,07/05/06,Messina,Empoli,1.0,2.0,A,0.0,1.0,A,2.37,2.75,3.4,2.35,2.65,3.4,D. Preschern,12.0,4.0,4.0,3.0,10.0,5.0,4.0,4.0,4.0,0.0,1.0,0.0
I1,07/05/06,Parma,Milan,2.0,3.0,A,0.0,2.0,A,9.0,5.0,1.3,10.0,4.1,1.33,G. Paparesta,9.0,8.0,7.0,6.0,19.0,20.0,5.0,6.0,2.0,2.0,0.0,0.0
I1,07/05/06,Roma,Treviso,1.0,0.0,H,1.0,0.0,H,1.1,8.0,26.0,1.11,7.5,16.0,R. Rosetti,15.0,9.0,5.0,3.0,19.0,17.0,8.0,4.0,0.0,3.0,0.0,0.0
I1,07/05/06,Udinese,Cagliari,2.0,0.0,H,1.0,0.0,H,1.72,3.0,6.0,1.75,2.75,6.25,L. Banti,13.0,13.0,8.0,5.0,13.0,17.0,4.0,6.0,0.0,2.0,0.0,0.0
I1,14/05/06,Cagliari,Inter,2.0,2.0,D,2.0,2.0,D,2.62,2.87,2.6,3.05,2.65,2.55,M. Mazzoleni,8.0,12.0,2.0,3.0,12.0,14.0,2.0,3.0,0.0,3.0,0.0,0.0
I1,14/05/06,Chievo,Fiorentina,0.0,2.0,A,0.0,1.0,A,8.5,3.25,1.44,7.2,3.4,1.5,M. Bergonzi,8.0,13.0,3.0,6.0,20.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0
I1,14/05/06,Empoli,Ascoli,1.0,2.0,A,1.0,0.0,H,1.8,2.7,5.0,1.8,2.55,6.75,R. Herberg,11.0,8.0,6.0,4.0,21.0,17.0,5.0,2.0,1.0,1.0,1.0,0.0
I1,14/05/06,Lazio,Parma,1.0,0.0,H,0.0,0.0,D,1.8,2.7,5.0,1.9,2.65,5.15,A. Giannoccaro,8.0,8.0,4.0,2.0,15.0,20.0,4.0,5.0,0.0,0.0,0.0,0.0
I1,14/05/06,Milan,Roma,2.0,1.0,H,1.0,1.0,D,1.61,3.6,4.5,1.7,3.8,4.05,A. De Marco,12.0,8.0,5.0,4.0,16.0,19.0,6.0,5.0,1.0,2.0,0.0,1.0
I1,14/05/06,Palermo,Messina,1.0,0.0,H,1.0,0.0,H,1.36,3.8,8.0,1.37,3.9,9.0,O. Pantana,9.0,9.0,3.0,3.0,15.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0
I1,14/05/06,Reggina,Juventus,0.0,2.0,A,0.0,1.0,A,15.0,5.0,1.18,15.0,4.3,1.25,L. Banti,4.0,14.0,1.0,6.0,15.0,16.0,1.0,10.0,3.0,2.0,0.0,0.0
I1,14/05/06,Sampdoria,Lecce,1.0,3.0,A,0.0,1.0,A,1.57,2.87,7.0,1.6,2.8,8.75,F. Squillace,16.0,15.0,6.0,8.0,27.0,13.0,7.0,5.0,2.0,0.0,0.0,0.0
I1,14/05/06,Siena,Livorno,0.0,0.0,D,0.0,0.0,D,2.3,2.25,4.2,2.35,2.25,4.4,O. Girardi,10.0,8.0,5.0,1.0,18.0,17.0,2.0,5.0,0.0,0.0,0.0,0.0
I1,14/05/06,Treviso,Udinese,2.0,1.0,H,1.0,1.0,D,3.8,2.3,2.4,4.05,2.25,2.45,M. Ciampi,15.0,6.0,10.0,2.0,12.0,16.0,8.0,1.0,3.0,1.0,0.0,1.0
I1,09/09/06,Fiorentina,Inter,2.0,3.0,A,0.0,2.0,A,3.25,3.0,2.3,3.05,2.85,2.4,R. Rosetti,10.0,9.0,8.0,5.0,26.0,24.0,6.0,2.0,3.0,1.0,0.0,0.0
I1,09/09/06,Roma,Livorno,2.0,0.0,H,1.0,0.0,H,1.44,3.75,8.5,1.44,3.7,7.5,D. Messina,11.0,6.0,7.0,3.0,19.0,17.0,8.0,6.0,2.0,2.0,0.0,0.0
I1,10/09/06,Atalanta,Ascoli,3.0,1.0,H,3.0,0.0,H,1.83,3.0,5.0,1.8,3.0,4.75,M. Bergonzi,11.0,7.0,6.0,2.0,24.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0
I1,10/09/06,Cagliari,Catania,0.0,1.0,A,0.0,0.0,D,1.72,3.1,5.5,1.75,3.1,4.9,G. Rocchi,16.0,9.0,7.0,5.0,16.0,17.0,3.0,5.0,0.0,5.0,1.0,0.0
I1,10/09/06,Chievo,Siena,1.0,2.0,A,1.0,0.0,H,1.72,3.1,5.5,1.7,3.2,5.05,C. Brighi,3.0,7.0,2.0,6.0,14.0,26.0,6.0,7.0,4.0,1.0,1.0,0.0
I1,10/09/06,Messina,Udinese,1.0,0.0,H,0.0,0.0,D,2.8,3.0,2.6,2.95,2.85,2.45,P. Mazzoleni,9.0,12.0,5.0,4.0,16.0,18.0,4.0,4.0,3.0,1.0,0.0,0.0
I1,10/09/06,Milan,Lazio,2.0,1.0,H,1.0,0.0,H,1.44,3.75,8.5,1.4,3.8,8.25,P. Bertini,8.0,10.0,6.0,6.0,14.0,14.0,4.0,3.0,3.0,3.0,0.0,0.0
I1,10/09/06,Palermo,Reggina,4.0,3.0,H,3.0,1.0,H,1.44,3.75,8.5,1.4,3.7,8.75,N. Ayroldi,13.0,13.0,6.0,8.0,31.0,23.0,4.0,3.0,4.0,4.0,0.0,1.0
I1,10/09/06,Sampdoria,Empoli,1.0,2.0,A,1.0,1.0,D,1.57,3.4,7.0,1.55,3.3,6.7,G. Gava,13.0,13.0,4.0,7.0,36.0,28.0,7.0,6.0,3.0,1.0,2.0,0.0
I1,10/09/06,Torino,Parma,1.0,1.0,D,0.0,0.0,D,2.0,3.2,3.75,1.85,3.1,4.3,N. Stefanini,16.0,10.0,9.0,4.0,18.0,21.0,6.0,1.0,2.0,2.0,0.0,0.0
I1,16/09/06,Inter,Sampdoria,1.0,1.0,D,0.0,0.0,D,1.28,4.75,11.0,1.25,5.0,10.0,P. Tagliavento,11.0,3.0,5.0,1.0,18.0,12.0,8.0,4.0,3.0,2.0,0.0,0.0
I1,16/09/06,Reggina,Cagliari,2.0,1.0,H,0.0,0.0,D,2.25,3.1,3.2,2.3,3.15,2.9,O. Girardi,14.0,9.0,8.0,1.0,20.0,18.0,9.0,2.0,3.0,3.0,0.0,0.0
I1,17/09/06,Ascoli,Messina,1.0,1.0,D,0.0,0.0,D,2.25,3.0,3.3,2.25,2.85,3.3,L. Banti,13.0,4.0,4.0,2.0,12.0,14.0,8.0,2.0,3.0,4.0,0.0,1.0
I1,17/09/06,Catania,Atalanta,0.0,0.0,D,0.0,0.0,D,2.25,3.0,3.3,2.33,2.85,3.15,L. Palanca,10.0,6.0,5.0,2.0,29.0,24.0,8.0,1.0,3.0,6.0,0.0,0.0
I1,17/09/06,Empoli,Chievo,1.0,1.0,D,0.0,1.0,A,2.2,3.0,3.4,2.15,2.95,3.35,F. Squillace,11.0,4.0,2.0,1.0,24.0,19.0,6.0,6.0,1.0,1.0,0.0,1.0
I1,17/09/06,Lazio,Palermo,1.0,2.0,A,0.0,2.0,A,2.0,3.1,3.8,2.15,3.0,3.35,N. Rizzoli,16.0,8.0,12.0,5.0,23.0,29.0,14.0,3.0,4.0,4.0,0.0,0.0
I1,17/09/06,Livorno,Fiorentina,1.0,0.0,H,0.0,0.0,D,3.25,3.0,2.3,3.25,2.9,2.25,S. Farina,10.0,16.0,4.0,5.0,24.0,23.0,3.0,5.0,1.0,2.0,0.0,1.0
I1,17/09/06,Parma,Milan,0.0,2.0,A,0.0,1.0,A,6.0,3.8,1.53,6.5,3.35,1.55,M. Trefoloni,12.0,11.0,6.0,7.0,16.0,12.0,3.0,4.0,2.0,3.0,0.0,0.0
I1,17/09/06,Siena,Roma,1.0,3.0,A,0.0,0.0,D,4.0,3.25,1.9,4.2,3.2,1.83,A. De Marco,5.0,19.0,2.0,12.0,12.0,12.0,4.0,7.0,1.0,0.0,1.0,0.0
I1,17/09/06,Udinese,Torino,2.0,0.0,H,1.0,0.0,H,2.0,3.1,4.0,2.0,3.1,3.65,O. Pantana,14.0,11.0,6.0,4.0,16.0,26.0,3.0,6.0,4.0,1.0,0.0,0.0
I1,20/09/06,Atalanta,Empoli,0.0,0.0,D,0.0,0.0,D,2.0,3.0,4.0,1.9,2.95,4.3,G. Lops,6.0,7.0,3.0,4.0,15.0,14.0,6.0,7.0,3.0,1.0,0.0,0.0
I1,20/09/06,Cagliari,Livorno,2.0,2.0,D,1.0,1.0,D,2.25,2.87,3.5,2.2,2.8,3.5,L. Marelli,16.0,5.0,9.0,2.0,17.0,29.0,8.0,3.0,1.0,2.0,0.0,0.0
I1,20/09/06,Chievo,Lazio,0.0,1.0,A,0.0,0.0,D,2.5,2.87,3.0,2.45,2.9,2.9,L. Banti,5.0,7.0,2.0,6.0,16.0,12.0,5.0,6.0,4.0,1.0,0.0,0.0
I1,20/09/06,Fiorentina,Parma,1.0,0.0,H,1.0,0.0,H,1.5,3.75,7.0,1.46,3.6,7.5,T. Pieri,11.0,10.0,6.0,5.0,23.0,28.0,8.0,4.0,2.0,6.0,1.0,0.0
I1,20/09/06,Messina,Reggina,2.0,0.0,H,1.0,0.0,H,2.1,3.0,3.75,1.95,2.9,4.2,M. Saccani,8.0,13.0,2.0,3.0,16.0,18.0,1.0,5.0,6.0,3.0,0.0,0.0
I1,20/09/06,Milan,Ascoli,1.0,0.0,H,0.0,0.0,D,1.16,6.0,19.0,1.13,6.15,19.0,P. Dondarini,16.0,12.0,5.0,6.0,9.0,11.0,5.0,1.0,0.0,2.0,0.0,0.0
I1,20/09/06,Palermo,Catania,5.0,3.0,H,1.0,1.0,D,1.57,3.4,7.0,1.55,3.35,6.5,M. Trefoloni,16.0,9.0,9.0,5.0,29.0,20.0,8.0,8.0,1.0,2.0,1.0,0.0
I1,20/09/06,Roma,Inter,0.0,1.0,A,0.0,1.0,A,2.6,2.87,2.87,2.5,2.9,2.85,N. Rizzoli,10.0,9.0,6.0,7.0,18.0,21.0,7.0,8.0,3.0,1.0,0.0,1.0
I1,20/09/06,Sampdoria,Udinese,3.0,3.0,D,1.0,3.0,A,2.1,3.0,3.75,2.15,2.95,3.4,P. Bertini,14.0,9.0,8.0,7.0,21.0,20.0,8.0,2.0,4.0,2.0,0.0,0.0
I1,20/09/06,Torino,Siena,1.0,2.0,A,1.0,2.0,A,2.0,3.0,4.0,1.85,3.0,4.5,A. Giannoccaro,11.0,8.0,4.0,5.0,13.0,18.0,6.0,4.0,1.0,3.0,0.0,0.0
I1,23/09/06,Catania,Messina,2.0,2.0,D,0.0,1.0,A,2.3,2.87,3.4,2.25,2.8,3.4,S. Farina,14.0,11.0,7.0,5.0,17.0,22.0,8.0,3.0,3.0,3.0,1.0,1.0
I1,23/09/06,Livorno,Milan,0.0,0.0,D,0.0,0.0,D,6.0,3.4,1.61,5.85,3.3,1.6,N. Ayroldi,8.0,16.0,2.0,5.0,18.0,17.0,4.0,5.0,2.0,3.0,0.0,0.0
I1,24/09/06,Ascoli,Sampdoria,1.0,1.0,D,1.0,0.0,H,2.37,2.87,2.87,2.7,2.8,2.7,P. Mazzoleni,12.0,9.0,5.0,6.0,23.0,17.0,11.0,7.0,4.0,2.0,0.0,1.0
I1,24/09/06,Empoli,Palermo,2.0,0.0,H,1.0,0.0,H,3.1,3.0,2.4,2.95,2.85,2.45,P. Tagliavento,11.0,14.0,6.0,4.0,21.0,22.0,4.0,3.0,2.0,3.0,0.0,1.0
I1,24/09/06,Inter,Chievo,4.0,3.0,H,1.0,0.0,H,1.22,5.5,13.0,1.22,5.0,12.5,A. Giannoccaro,13.0,6.0,9.0,4.0,18.0,13.0,8.0,3.0,2.0,0.0,0.0,0.0
I1,24/09/06,Lazio,Atalanta,1.0,0.0,H,0.0,0.0,D,1.7,3.25,4.5,1.66,3.3,5.2,O. Girardi,15.0,7.0,9.0,4.0,20.0,23.0,6.0,2.0,2.0,4.0,0.0,0.0
I1,24/09/06,Parma,Roma,0.0,4.0,A,0.0,2.0,A,4.0,3.1,2.0,3.95,3.15,1.9,G. Rocchi,13.0,15.0,4.0,8.0,23.0,16.0,3.0,4.0,3.0,3.0,0.0,0.0
I1,24/09/06,Reggina,Torino,1.0,1.0,D,0.0,0.0,D,2.2,3.1,3.4,2.2,2.8,3.5,C. Brighi,11.0,11.0,3.0,3.0,21.0,26.0,7.0,2.0,3.0,5.0,0.0,0.0
I1,24/09/06,Siena,Cagliari,0.0,0.0,D,0.0,0.0,D,2.05,3.1,3.75,1.9,3.0,4.2,A. Romeo,4.0,9.0,1.0,3.0,31.0,18.0,4.0,3.0,2.0,2.0,1.0,0.0
I1,24/09/06,Udinese,Fiorentina,1.0,0.0,H,1.0,0.0,H,2.37,2.9,3.2,2.35,2.9,3.05,M. Bergonzi,12.0,10.0,5.0,7.0,19.0,20.0,4.0,7.0,2.0,2.0,0.0,0.0
I1,30/09/06,Atalanta,Reggina,1.0,1.0,D,1.0,1.0,D,1.9,3.1,4.33,1.85,3.1,4.3,O. Pantana,11.0,14.0,3.0,2.0,17.0,19.0,5.0,3.0,3.0,3.0,0.0,0.0
I1,30/09/06,Torino,Lazio,0.0,4.0,A,0.0,0.0,D,2.5,2.87,3.0,2.5,2.85,2.9,T. Pieri,14.0,12.0,1.0,6.0,14.0,14.0,5.0,4.0,1.0,1.0,0.0,0.0
I1,01/10/06,Cagliari,Inter,1.0,1.0,D,1.0,1.0,D,6.0,3.4,1.61,6.0,3.25,1.6,D. Messina,7.0,15.0,2.0,5.0,11.0,26.0,3.0,6.0,2.0,4.0,0.0,0.0
I1,01/10/06,Chievo,Palermo,0.0,1.0,A,0.0,1.0,A,2.75,2.87,2.75,2.85,2.8,2.55,S. Farina,6.0,7.0,3.0,3.0,19.0,15.0,5.0,4.0,1.0,2.0,0.0,0.0
I1,01/10/06,Fiorentina,Catania,3.0,0.0,H,0.0,0.0,D,1.4,4.0,9.0,1.4,3.8,8.0,S. Farina,19.0,3.0,14.0,1.0,27.0,20.0,8.0,2.0,3.0,3.0,0.0,2.0
I1,01/10/06,Messina,Livorno,0.0,1.0,A,0.0,0.0,D,2.3,2.87,3.4,2.15,2.8,3.6,P. Dondarini,13.0,12.0,5.0,7.0,10.0,10.0,6.0,1.0,2.0,3.0,0.0,0.0
I1,01/10/06,Milan,Siena,0.0,0.0,D,0.0,0.0,D,1.22,5.5,13.0,1.2,5.6,12.0,N. Stefanini,18.0,12.0,8.0,6.0,12.0,14.0,9.0,2.0,0.0,4.0,0.0,0.0
I1,01/10/06,Roma,Empoli,1.0,0.0,H,1.0,0.0,H,1.36,4.33,9.0,1.33,4.5,8.0,R. Rosetti,14.0,10.0,7.0,2.0,15.0,17.0,3.0,7.0,1.0,0.0,0.0,0.0
I1,01/10/06,Sampdoria,Parma,3.0,2.0,H,1.0,1.0,D,1.8,3.2,4.75,1.8,3.15,4.45,N. Rizzoli,16.0,12.0,8.0,5.0,26.0,20.0,6.0,6.0,4.0,3.0,0.0,1.0
I1,01/10/06,Udinese,Ascoli,0.0,0.0,D,0.0,0.0,D,1.57,3.4,7.0,1.55,3.45,6.2,R. Herberg,13.0,11.0,7.0,4.0,21.0,23.0,5.0,2.0,3.0,2.0,0.0,0.0
I1,14/10/06,Sampdoria,Milan,1.0,1.0,D,0.0,0.0,D,4.75,3.2,1.8,4.9,3.25,1.7,R. Rosetti,11.0,11.0,5.0,5.0,10.0,17.0,1.0,5.0,3.0,3.0,0.0,0.0
I1,14/10/06,Siena,Messina,3.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,1.95,2.8,4.4,N. Ayroldi,20.0,4.0,9.0,3.0,24.0,17.0,5.0,2.0,1.0,1.0,1.0,2.0
I1,15/10/06,Ascoli,Livorno,0.0,2.0,A,0.0,1.0,A,2.5,2.8,3.1,2.3,2.8,3.25,C. Brighi,9.0,4.0,4.0,4.0,18.0,18.0,3.0,5.0,5.0,2.0,0.0,1.0
I1,15/10/06,Empoli,Fiorentina,1.0,2.0,A,1.0,0.0,H,3.2,2.87,2.4,2.95,2.9,2.4,M. Saccani,6.0,20.0,1.0,8.0,18.0,23.0,3.0,6.0,3.0,6.0,0.0,1.0
I1,15/10/06,Inter,Catania,2.0,1.0,H,1.0,1.0,D,1.2,5.5,17.0,1.15,6.4,14.0,P. Mazzoleni,8.0,5.0,4.0,3.0,22.0,14.0,10.0,3.0,1.0,2.0,0.0,0.0
I1,15/10/06,Lazio,Cagliari,0.0,0.0,D,0.0,0.0,D,1.61,3.4,6.0,1.6,3.3,5.85,A. De Marco,10.0,3.0,4.0,0.0,21.0,15.0,7.0,5.0,4.0,1.0,1.0,2.0
I1,15/10/06,Palermo,Atalanta,2.0,3.0,A,2.0,2.0,D,1.57,3.6,6.0,1.5,3.45,7.0,L. Banti,12.0,12.0,4.0,9.0,15.0,21.0,2.0,7.0,2.0,2.0,0.0,0.0
I1,15/10/06,Parma,Udinese,0.0,3.0,A,0.0,2.0,A,2.87,2.87,2.6,2.75,2.9,2.55,L. Palanca,14.0,9.0,7.0,5.0,21.0,18.0,7.0,4.0,2.0,3.0,0.0,1.0
I1,15/10/06,Reggina,Roma,1.0,0.0,H,0.0,0.0,D,5.0,3.4,1.72,4.8,3.3,1.7,M. Trefoloni,8.0,13.0,3.0,5.0,20.0,28.0,7.0,6.0,6.0,5.0,0.0,0.0
I1,15/10/06,Torino,Chievo,1.0,0.0,H,0.0,0.0,D,2.3,2.87,3.4,2.2,2.85,3.4,P. Bertini,9.0,5.0,3.0,1.0,25.0,16.0,6.0,6.0,5.0,1.0,0.0,0.0
I1,21/10/06,Cagliari,Torino,0.0,0.0,D,0.0,0.0,D,2.1,3.0,3.75,2.2,2.85,3.4,P. Tagliavento,14.0,3.0,8.0,0.0,20.0,20.0,8.0,3.0,0.0,4.0,0.0,0.0
I1,21/10/06,Messina,Empoli,2.0,2.0,D,1.0,1.0,D,2.37,2.75,3.4,2.3,2.95,3.1,G. Gava,7.0,8.0,3.0,3.0,23.0,14.0,3.0,8.0,3.0,1.0,0.0,0.0
I1,22/10/06,Atalanta,Sampdoria,3.0,2.0,H,1.0,2.0,A,2.37,2.87,3.25,2.35,2.75,3.25,A. Romeo,7.0,4.0,4.0,3.0,23.0,28.0,6.0,2.0,1.0,5.0,0.0,0.0
I1,22/10/06,Catania,Lazio,3.0,1.0,H,2.0,0.0,H,3.4,2.87,2.3,3.2,2.95,2.25,D. Messina,12.0,9.0,8.0,2.0,20.0,30.0,3.0,2.0,2.0,3.0,0.0,0.0
I1,22/10/06,Fiorentina,Reggina,3.0,0.0,H,2.0,0.0,H,1.4,4.0,9.0,1.45,3.65,7.5,L. Marelli,13.0,3.0,5.0,1.0,12.0,15.0,6.0,4.0,2.0,1.0,0.0,0.0
I1,22/10/06,Livorno,Siena,0.0,0.0,D,0.0,0.0,D,1.9,3.1,4.33,2.0,2.75,4.25,M. Girard,5.0,9.0,1.0,2.0,20.0,14.0,5.0,1.0,3.0,2.0,0.0,0.0
I1,22/10/06,Milan,Palermo,0.0,2.0,A,0.0,0.0,D,1.5,3.6,7.5,1.45,3.65,7.4,G. Rocchi,11.0,8.0,5.0,4.0,10.0,16.0,9.0,1.0,1.0,3.0,0.0,0.0
I1,22/10/06,Parma,Ascoli,1.0,0.0,H,1.0,0.0,H,2.0,3.0,4.0,2.05,2.9,3.75,G. Lops,6.0,9.0,4.0,6.0,22.0,30.0,2.0,4.0,3.0,2.0,0.0,0.0
I1,22/10/06,Roma,Chievo,1.0,1.0,D,0.0,1.0,A,1.36,4.33,9.0,1.4,3.75,8.5,P. Dondarini,25.0,8.0,11.0,5.0,10.0,17.0,12.0,5.0,0.0,2.0,0.0,0.0
I1,22/10/06,Udinese,Inter,0.0,0.0,D,0.0,0.0,D,3.75,3.0,2.1,3.7,3.05,2.0,T. Pieri,11.0,7.0,3.0,4.0,13.0,24.0,5.0,7.0,2.0,3.0,0.0,0.0
I1,25/10/06,Atalanta,Cagliari,3.0,3.0,D,1.0,2.0,A,2.0,2.87,4.33,2.0,2.87,4.33,N. Stefanini,12.0,8.0,4.0,5.0,19.0,22.0,5.0,2.0,3.0,1.0,0.0,0.0
I1,25/10/06,Chievo,Milan,0.0,1.0,A,0.0,1.0,A,6.5,3.5,1.57,6.5,3.5,1.57,N. Rizzoli,7.0,12.0,2.0,6.0,11.0,15.0,6.0,5.0,2.0,2.0,0.0,0.0
I1,25/10/06,Empoli,Udinese,1.0,1.0,D,0.0,0.0,D,2.87,2.87,2.6,2.87,2.87,2.6,A. Giannoccaro,12.0,8.0,5.0,4.0,10.0,12.0,3.0,3.0,1.0,4.0,0.0,0.0
I1,25/10/06,Inter,Livorno,4.0,1.0,H,2.0,0.0,H,1.28,4.5,13.0,1.28,4.5,13.0,M. Saccani,16.0,10.0,11.0,4.0,11.0,12.0,8.0,4.0,0.0,2.0,0.0,0.0
I1,25/10/06,Palermo,Messina,2.0,1.0,H,2.0,1.0,H,1.5,3.75,7.0,1.5,3.75,7.0,T. Pieri,12.0,17.0,7.0,9.0,21.0,17.0,4.0,6.0,2.0,3.0,0.0,0.0
I1,25/10/06,Reggina,Parma,3.0,2.0,H,1.0,1.0,D,2.1,3.0,3.75,2.1,3.0,3.75,R. Rosetti,11.0,10.0,8.0,5.0,22.0,24.0,1.0,2.0,2.0,4.0,1.0,1.0
I1,25/10/06,Roma,Ascoli,2.0,2.0,D,0.0,1.0,A,1.25,5.0,13.0,1.25,5.0,13.0,G. Rocchi,17.0,4.0,10.0,3.0,7.0,21.0,8.0,3.0,3.0,5.0,0.0,0.0
I1,25/10/06,Sampdoria,Lazio,2.0,0.0,H,0.0,0.0,D,2.2,3.0,3.4,2.2,3.0,3.4,M. Trefoloni,12.0,12.0,6.0,7.0,16.0,22.0,7.0,2.0,2.0,1.0,0.0,2.0
I1,25/10/06,Siena,Catania,1.0,1.0,D,0.0,0.0,D,1.9,3.0,4.5,1.9,3.0,4.5,C. Brighi,17.0,8.0,9.0,4.0,21.0,22.0,3.0,5.0,1.0,1.0,0.0,0.0
I1,25/10/06,Torino,Fiorentina,0.0,1.0,A,0.0,1.0,A,3.4,2.87,2.3,3.4,2.87,2.3,N. Ayroldi,13.0,10.0,6.0,4.0,19.0,20.0,7.0,6.0,2.0,1.0,0.0,0.0
I1,28/10/06,Milan,Inter,3.0,4.0,A,0.0,2.0,A,2.6,2.8,3.0,2.5,2.85,2.9,S. Farina,17.0,9.0,15.0,8.0,25.0,20.0,9.0,1.0,3.0,4.0,0.0,1.0
I1,28/10/06,Udinese,Roma,0.0,1.0,A,0.0,0.0,D,2.6,2.8,3.0,2.65,2.9,2.65,P. Bertini,11.0,16.0,2.0,10.0,20.0,15.0,7.0,4.0,4.0,3.0,1.0,0.0
I1,29/10/06,Ascoli,Siena,0.0,1.0,A,0.0,0.0,D,2.37,2.87,3.25,2.4,2.85,3.05,L. Palanca,9.0,11.0,5.0,4.0,20.0,19.0,4.0,4.0,5.0,2.0,1.0,1.0
I1,29/10/06,Cagliari,Sampdoria,1.0,0.0,H,1.0,0.0,H,2.4,2.87,3.2,2.4,2.85,3.0,O. Pantana,6.0,5.0,2.0,0.0,10.0,20.0,2.0,2.0,2.0,2.0,0.0,0.0
I1,29/10/06,Catania,Torino,1.0,1.0,D,1.0,0.0,H,2.5,2.87,3.0,2.3,2.85,3.2,M. Ciampi,8.0,9.0,4.0,4.0,30.0,24.0,1.0,6.0,2.0,3.0,1.0,0.0
I1,29/10/06,Fiorentina,Palermo,2.0,3.0,A,1.0,1.0,D,2.0,3.0,4.0,1.95,2.95,4.0,D. Messina,18.0,9.0,6.0,5.0,18.0,26.0,3.0,2.0,0.0,4.0,0.0,0.0
I1,29/10/06,Lazio,Reggina,0.0,0.0,D,0.0,0.0,D,1.72,3.3,5.0,1.65,3.2,5.5,G. Gava,14.0,7.0,5.0,3.0,21.0,23.0,10.0,2.0,5.0,2.0,1.0,0.0
I1,29/10/06,Livorno,Empoli,0.0,0.0,D,0.0,0.0,D,2.0,3.0,4.0,2.0,2.8,4.15,M. Bergonzi,11.0,6.0,2.0,4.0,18.0,17.0,4.0,3.0,1.0,0.0,0.0,0.0
I1,29/10/06,Messina,Chievo,2.0,1.0,H,1.0,1.0,D,2.2,2.8,3.75,2.2,2.85,3.35,O. Girardi,19.0,11.0,8.0,4.0,14.0,17.0,10.0,7.0,3.0,4.0,1.0,0.0
I1,29/10/06,Parma,Atalanta,3.0,1.0,H,1.0,0.0,H,2.25,2.87,3.5,2.3,2.9,3.15,R. Herberg,8.0,6.0,6.0,4.0,22.0,20.0,3.0,8.0,4.0,3.0,0.0,1.0
I1,04/11/06,Reggina,Catania,0.0,1.0,A,0.0,0.0,D,2.0,2.87,4.33,1.9,3.15,3.9,P. Tagliavento,14.0,14.0,7.0,5.0,20.0,16.0,9.0,6.0,2.0,2.0,0.0,0.0
I1,04/11/06,Siena,Parma,2.0,2.0,D,0.0,1.0,A,1.9,3.0,4.5,1.85,3.0,4.4,F. Squillace,8.0,9.0,4.0,4.0,12.0,12.0,9.0,6.0,2.0,2.0,0.0,0.0
I1,05/11/06,Atalanta,Milan,2.0,0.0,H,0.0,0.0,D,6.0,3.2,1.66,5.25,3.25,1.65,T. Pieri,6.0,13.0,5.0,3.0,22.0,17.0,3.0,11.0,1.0,2.0,0.0,0.0
I1,05/11/06,Chievo,Cagliari,0.0,0.0,D,0.0,0.0,D,2.2,2.8,3.75,2.1,3.0,3.4,P. Mazzoleni,8.0,9.0,3.0,1.0,23.0,17.0,6.0,5.0,4.0,2.0,0.0,0.0
I1,05/11/06,Empoli,Lazio,1.0,1.0,D,0.0,1.0,A,2.37,2.87,3.25,2.55,2.8,2.85,C. Brighi,10.0,9.0,3.0,4.0,28.0,22.0,5.0,4.0,2.0,2.0,2.0,1.0
I1,05/11/06,Inter,Ascoli,2.0,0.0,H,1.0,0.0,H,1.14,6.5,21.0,1.15,6.0,15.0,L. Banti,13.0,7.0,6.0,4.0,9.0,8.0,6.0,7.0,4.0,1.0,0.0,0.0
I1,05/11/06,Livorno,Udinese,1.0,0.0,H,0.0,0.0,D,2.6,2.75,3.0,2.4,2.8,3.05,G. Rocchi,4.0,5.0,3.0,1.0,23.0,23.0,8.0,1.0,1.0,2.0,0.0,1.0
