Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,20/11/05,Chievo,Ascoli,1.0,1.0,D,1.0,1.0,D,1.61,3.2,5.5,1.65,3.1,5.75,M. Bergonzi,11.0,10.0,6.0,4.0,18.0,21.0,10.0,6.0,0.0,3.0,0.0,0.0
I1,20/11/05,Fiorentina,Milan,3.0,1.0,H,1.0,1.0,D,2.8,2.9,2.4,3.0,3.0,2.3,P. Rodomonti,6.0,16.0,3.0,5.0,21.0,18.0,2.0,10.0,1.0,2.0,0.0,0.0
I1,20/11/05,Inter,Parma,2.0,0.0,H,0.0,0.0,D,1.28,4.33,9.5,1.3,4.5,9.0,G. Rocchi,15.0,6.0,9.0,3.0,16.0,18.0,8.0,3.0,2.0,3.0,0.0,0.0
I1,20/11/05,Lecce,Siena,3.0,0.0,H,1.0,0.0,H,2.37,2.87,2.87,2.4,3.0,2.85,L. Palanca,18.0,8.0,12.0,5.0,20.0,19.0,10.0,3.0,2.0,4.0,0.0,0.0
I1,20/11/05,Livorno,Empoli,2.0,0.0,H,1.0,0.0,H,1.83,3.0,4.33,1.8,3.0,4.8,R. Rosetti,14.0,5.0,5.0,2.0,16.0,29.0,4.0,3.0,3.0,1.0,0.0,0.0
I1,20/11/05,Reggina,Cagliari,3.0,1.0,H,2.0,0.0,H,1.9,2.9,4.0,2.0,3.1,3.6,A. De Marco,11.0,4.0,7.0,1.0,26.0,27.0,2.0,5.0,2.0,3.0,1.0,1.0
I1,20/11/05,Sampdoria,Lazio,2.0,0.0,H,0.0,0.0,D,1.9,2.9,4.0,1.95,3.1,3.8,S. Racalbuto,11.0,6.0,8.0,1.0,27.0,18.0,9.0,4.0,3.0,2.0,0.0,0.0
I1,20/11/05,Treviso,Palermo,2.0,2.0,D,2.0,1.0,H,4.0,2.8,2.1,3.8,2.9,2.05,A. Giannoccaro,8.0,11.0,4.0,6.0,20.0,18.0,4.0,3.0,1.0,0.0,0.0,0.0
I1,26/11/05,Livorno,Chievo,0.0,0.0,D,0.0,0.0,D,2.25,2.87,3.5,2.2,2.8,3.45,S. Farina,14.0,5.0,2.0,2.0,22.0,30.0,8.0,3.0,2.0,3.0,0.0,0.0
I1,26/11/05,Milan,Lecce,2.0,1.0,H,1.0,0.0,H,1.2,6.0,13.0,1.16,5.9,15.0,D. Tombolini,18.0,10.0,6.0,3.0,14.0,22.0,3.0,0.0,1.0,3.0,0.0,0.0
I1,27/11/05,Ascoli,Palermo,1.0,1.0,D,0.0,1.0,A,2.87,3.0,2.5,2.85,2.85,2.5,P. Mazzoleni,5.0,5.0,3.0,2.0,18.0,20.0,0.0,6.0,2.0,3.0,0.0,0.0
I1,27/11/05,Cagliari,Sampdoria,2.0,0.0,H,1.0,0.0,H,3.1,3.0,2.37,2.85,3.0,2.4,P. Dondarini,6.0,9.0,3.0,1.0,23.0,12.0,2.0,7.0,3.0,3.0,0.0,0.0
I1,27/11/05,Empoli,Lazio,2.0,3.0,A,0.0,1.0,A,2.3,2.87,3.4,2.2,2.9,3.35,P. Tagliavento,12.0,12.0,8.0,8.0,20.0,16.0,5.0,9.0,1.0,3.0,1.0,0.0
I1,27/11/05,Juventus,Treviso,3.0,1.0,H,2.0,1.0,H,1.14,6.5,21.0,1.14,6.1,18.0,S. Racalbuto,11.0,4.0,6.0,3.0,14.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0
I1,27/11/05,Messina,Inter,1.0,2.0,A,0.0,1.0,A,5.0,3.3,1.72,4.25,3.4,1.75,M. Trefoloni,12.0,14.0,6.0,5.0,20.0,12.0,5.0,8.0,2.0,1.0,0.0,0.0
I1,27/11/05,Parma,Udinese,1.0,2.0,A,0.0,1.0,A,2.62,3.0,2.75,2.65,2.95,2.6,M. Bergonzi,7.0,9.0,2.0,5.0,24.0,23.0,3.0,2.0,2.0,1.0,0.0,0.0
I1,27/11/05,Roma,Fiorentina,1.0,1.0,D,1.0,0.0,H,2.37,3.1,3.0,2.45,3.1,2.7,N. Ayroldi,9.0,8.0,5.0,3.0,22.0,24.0,6.0,4.0,3.0,1.0,1.0,0.0
I1,27/11/05,Siena,Reggina,0.0,0.0,D,0.0,0.0,D,2.0,3.1,4.0,1.95,2.95,4.0,O. Pantana,1.0,7.0,0.0,2.0,18.0,19.0,1.0,3.0,3.0,2.0,1.0,0.0
I1,03/12/05,Chievo,Milan,2.0,1.0,H,1.0,1.0,D,5.0,3.0,1.72,5.5,3.2,1.65,T. Pieri,10.0,13.0,5.0,4.0,19.0,19.0,3.0,3.0,2.0,3.0,0.0,0.0
I1,03/12/05,Inter,Ascoli,1.0,0.0,H,1.0,0.0,H,1.2,4.5,17.0,1.19,5.5,13.0,A. De Marco,15.0,9.0,8.0,3.0,18.0,15.0,8.0,2.0,1.0,0.0,0.0,0.0
I1,11/12/05,Ascoli,Reggina,1.0,1.0,D,0.0,0.0,D,2.3,3.0,3.25,2.2,2.85,3.4,M. De Santis,9.0,5.0,5.0,3.0,23.0,20.0,3.0,6.0,4.0,2.0,0.0,1.0
I1,11/12/05,Inter,Milan,3.0,2.0,H,1.0,1.0,D,2.75,2.87,2.75,2.5,2.95,2.8,D. Messina,16.0,7.0,5.0,3.0,20.0,19.0,5.0,3.0,2.0,3.0,0.0,0.0
I1,11/12/05,Juventus,Cagliari,4.0,0.0,H,2.0,0.0,H,1.16,6.0,19.0,1.17,5.7,15.0,M. Mazzoleni,15.0,8.0,9.0,3.0,22.0,10.0,7.0,3.0,0.0,3.0,0.0,0.0
I1,11/12/05,Livorno,Lazio,2.0,1.0,H,0.0,0.0,D,2.1,3.0,3.75,2.0,3.0,3.75,D. Tombolini,9.0,13.0,5.0,7.0,23.0,15.0,2.0,7.0,1.0,0.0,0.0,0.0
I1,11/12/05,Parma,Sampdoria,1.0,1.0,D,1.0,0.0,H,3.1,3.1,2.3,3.2,3.0,2.2,S. Farina,9.0,7.0,4.0,4.0,27.0,25.0,3.0,7.0,4.0,4.0,0.0,0.0
I1,11/12/05,Roma,Palermo,1.0,2.0,A,1.0,1.0,D,1.9,3.1,4.33,1.87,3.1,4.15,P. Bertini,6.0,6.0,3.0,2.0,10.0,16.0,2.0,8.0,1.0,3.0,0.0,0.0
I1,11/12/05,Udinese,Lecce,1.0,2.0,A,0.0,1.0,A,1.66,3.4,5.5,1.65,3.25,5.35,M. Trefoloni,8.0,8.0,2.0,5.0,20.0,21.0,8.0,4.0,2.0,3.0,0.0,0.0
I1,18/12/05,Cagliari,Ascoli,2.0,1.0,H,2.0,0.0,H,1.83,3.0,5.0,1.85,3.0,4.5,P. Rodomonti,4.0,12.0,3.0,6.0,22.0,23.0,4.0,7.0,2.0,4.0,0.0,0.0
I1,18/12/05,Chievo,Udinese,2.0,0.0,H,1.0,0.0,H,2.3,3.0,3.2,2.4,2.85,3.0,L. Banti,10.0,9.0,4.0,3.0,25.0,16.0,7.0,3.0,2.0,3.0,0.0,1.0
I1,18/12/05,Empoli,Fiorentina,1.0,1.0,D,0.0,0.0,D,4.0,3.1,2.0,3.6,3.1,2.0,G. Paparesta,6.0,19.0,2.0,6.0,19.0,20.0,2.0,7.0,3.0,1.0,0.0,0.0
I1,18/12/05,Milan,Messina,4.0,0.0,H,1.0,0.0,H,1.2,5.8,15.0,1.2,5.45,12.0,P. Tagliavento,17.0,10.0,8.0,4.0,12.0,16.0,11.0,5.0,1.0,0.0,0.0,0.0
I1,18/12/05,Palermo,Livorno,0.0,2.0,A,0.0,0.0,D,1.95,3.0,4.33,2.0,3.0,3.75,L. Palanca,9.0,10.0,4.0,5.0,12.0,21.0,8.0,1.0,2.0,2.0,1.0,0.0
I1,18/12/05,Reggina,Inter,0.0,4.0,A,0.0,3.0,A,6.0,3.4,1.61,5.8,3.3,1.6,P. Bertini,10.0,20.0,5.0,10.0,10.0,19.0,6.0,7.0,2.0,3.0,0.0,0.0
I1,18/12/05,Sampdoria,Roma,1.0,1.0,D,0.0,1.0,A,2.3,3.0,3.25,2.25,3.0,3.15,G. Rocchi,9.0,11.0,4.0,6.0,20.0,21.0,3.0,4.0,3.0,2.0,0.0,0.0
I1,18/12/05,Siena,Parma,2.0,2.0,D,0.0,0.0,D,2.0,3.1,4.0,1.95,3.1,3.8,A. Dattilo,8.0,3.0,4.0,2.0,16.0,19.0,5.0,2.0,3.0,1.0,0.0,0.0
I1,21/12/05,Ascoli,Treviso,1.0,0.0,H,1.0,0.0,H,2.1,2.8,4.0,2.15,2.95,3.4,P. Dondarini,7.0,5.0,3.0,1.0,19.0,14.0,6.0,3.0,3.0,2.0,1.0,1.0
I1,21/12/05,Fiorentina,Palermo,1.0,0.0,H,1.0,0.0,H,1.72,3.1,5.5,1.7,3.3,4.8,R. Rosetti,10.0,10.0,3.0,6.0,20.0,24.0,1.0,7.0,2.0,1.0,0.0,0.0
I1,21/12/05,Inter,Empoli,4.0,1.0,H,2.0,0.0,H,1.14,6.0,17.0,1.16,6.0,14.5,O. Girardi,17.0,6.0,9.0,4.0,18.0,17.0,9.0,2.0,0.0,1.0,0.0,0.0
I1,21/12/05,Juventus,Siena,2.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.16,6.0,14.5,M. De Santis,10.0,6.0,6.0,5.0,31.0,28.0,8.0,2.0,2.0,1.0,0.0,0.0
I1,21/12/05,Lecce,Lazio,0.0,0.0,D,0.0,0.0,D,2.6,3.1,2.7,2.75,2.85,2.6,G. Lops,11.0,4.0,2.0,2.0,22.0,15.0,5.0,5.0,2.0,3.0,1.0,0.0
I1,21/12/05,Livorno,Milan,0.0,3.0,A,0.0,1.0,A,4.33,3.1,1.9,4.2,3.25,1.8,M. Trefoloni,6.0,17.0,2.0,11.0,11.0,18.0,5.0,5.0,1.0,0.0,0.0,0.0
I1,21/12/05,Messina,Reggina,1.0,1.0,D,1.0,0.0,H,2.0,3.0,4.0,1.95,3.0,3.95,G. Paparesta,6.0,13.0,1.0,5.0,21.0,22.0,1.0,5.0,5.0,1.0,0.0,1.0
I1,21/12/05,Parma,Cagliari,1.0,0.0,H,1.0,0.0,H,2.0,3.0,4.0,2.0,3.0,3.8,N. Ayroldi,5.0,7.0,4.0,1.0,21.0,19.0,3.0,8.0,3.0,3.0,0.0,0.0
I1,21/12/05,Roma,Chievo,4.0,0.0,H,2.0,0.0,H,1.9,3.1,4.33,1.95,3.1,3.85,D. Tombolini,12.0,7.0,6.0,3.0,21.0,11.0,1.0,8.0,1.0,2.0,0.0,1.0
I1,21/12/05,Udinese,Sampdoria,2.0,0.0,H,0.0,0.0,D,2.4,3.0,3.0,2.3,2.9,3.15,M. Saccani,19.0,8.0,7.0,5.0,21.0,19.0,5.0,5.0,2.0,2.0,0.0,0.0
I1,07/01/06,Palermo,Juventus,1.0,2.0,A,1.0,2.0,A,5.5,3.4,1.66,5.1,3.2,1.7,P. Bertini,12.0,13.0,6.0,6.0,20.0,25.0,7.0,6.0,2.0,2.0,0.0,0.0
I1,07/01/06,Reggina,Fiorentina,1.0,1.0,D,1.0,1.0,D,3.75,3.2,2.0,3.65,3.1,2.0,S. Farina,6.0,6.0,3.0,3.0,26.0,28.0,4.0,4.0,2.0,3.0,0.0,0.0
I1,08/01/06,Cagliari,Udinese,2.0,1.0,H,1.0,1.0,D,2.62,3.0,2.75,2.7,2.85,2.65,L. Palanca,5.0,6.0,4.0,2.0,16.0,18.0,3.0,1.0,3.0,3.0,0.0,2.0
I1,08/01/06,Chievo,Lecce,3.0,1.0,H,1.0,1.0,D,1.72,3.2,5.5,1.7,3.2,5.0,M. Ciampi,16.0,15.0,11.0,7.0,19.0,22.0,4.0,10.0,1.0,4.0,0.0,0.0
I1,08/01/06,Empoli,Messina,1.0,3.0,A,1.0,1.0,D,2.05,3.0,4.0,2.0,3.1,3.65,A. Giannoccaro,8.0,9.0,3.0,5.0,17.0,24.0,1.0,2.0,2.0,4.0,1.0,0.0
I1,08/01/06,Lazio,Ascoli,4.0,1.0,H,2.0,1.0,H,1.57,3.5,6.5,1.5,3.5,6.75,N. Stefanini,13.0,11.0,8.0,5.0,17.0,15.0,5.0,3.0,1.0,1.0,0.0,0.0
I1,08/01/06,Milan,Parma,4.0,3.0,H,3.0,1.0,H,1.18,6.0,15.0,1.21,5.2,13.0,P. Mazzoleni,20.0,9.0,9.0,6.0,15.0,21.0,5.0,3.0,1.0,2.0,0.0,0.0
I1,08/01/06,Sampdoria,Livorno,0.0,2.0,A,0.0,1.0,A,2.0,3.1,4.0,2.05,2.9,3.75,M. De Santis,9.0,6.0,6.0,3.0,19.0,20.0,4.0,7.0,1.0,1.0,1.0,0.0
I1,08/01/06,Siena,Inter,0.0,0.0,D,0.0,0.0,D,7.0,3.5,1.53,6.3,3.4,1.55,M. Saccani,6.0,13.0,0.0,4.0,37.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0
I1,08/01/06,Treviso,Roma,0.0,1.0,A,0.0,1.0,A,4.2,3.2,1.9,3.85,3.2,1.9,S. Racalbuto,10.0,12.0,3.0,4.0,20.0,25.0,6.0,5.0,1.0,2.0,0.0,0.0
I1,14/01/06,Lecce,Sampdoria,0.0,3.0,A,0.0,2.0,A,2.6,3.1,2.7,2.5,3.0,2.75,E. Morganti,12.0,17.0,5.0,9.0,16.0,19.0,6.0,5.0,2.0,2.0,0.0,0.0
I1,14/01/06,Messina,Palermo,0.0,0.0,D,0.0,0.0,D,2.6,3.0,2.8,2.5,2.95,2.8,N. Ayroldi,4.0,6.0,1.0,2.0,15.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0
I1,15/01/06,Ascoli,Empoli,3.0,1.0,H,1.0,1.0,D,2.1,3.0,3.75,2.2,2.85,3.45,C. Brighi,12.0,9.0,7.0,4.0,19.0,20.0,7.0,3.0,2.0,5.0,0.0,1.0
I1,15/01/06,Fiorentina,Chievo,2.0,1.0,H,1.0,0.0,H,1.8,3.2,4.75,1.75,3.2,4.65,M. Trefoloni,12.0,8.0,4.0,3.0,18.0,28.0,6.0,3.0,2.0,3.0,0.0,0.0
I1,15/01/06,Inter,Cagliari,3.0,2.0,H,2.0,1.0,H,1.2,5.5,17.0,1.15,6.0,14.9,A. Dattilo,11.0,7.0,5.0,4.0,14.0,23.0,5.0,2.0,2.0,4.0,0.0,0.0
I1,15/01/06,Juventus,Reggina,1.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.13,6.5,17.0,D. Tombolini,22.0,3.0,13.0,0.0,16.0,23.0,7.0,2.0,0.0,2.0,0.0,0.0
I1,15/01/06,Livorno,Siena,2.0,2.0,D,1.0,1.0,D,1.72,3.3,5.0,1.72,3.15,5.0,G. Paparesta,7.0,11.0,4.0,9.0,23.0,20.0,7.0,5.0,2.0,1.0,0.0,0.0
I1,15/01/06,Parma,Lazio,1.0,1.0,D,1.0,1.0,D,2.4,3.0,3.0,2.4,3.0,2.85,P. Dondarini,6.0,10.0,3.0,3.0,27.0,17.0,10.0,5.0,2.0,3.0,0.0,0.0
I1,15/01/06,Roma,Milan,1.0,0.0,H,0.0,0.0,D,4.0,3.0,2.0,4.0,3.1,1.9,R. Rosetti,12.0,9.0,6.0,3.0,17.0,14.0,5.0,10.0,1.0,2.0,0.0,0.0
I1,15/01/06,Udinese,Treviso,2.0,2.0,D,1.0,1.0,D,1.61,3.4,6.0,1.6,3.45,5.5,O. Pantana,6.0,13.0,4.0,7.0,16.0,15.0,2.0,3.0,3.0,2.0,0.0,0.0
I1,18/01/06,Cagliari,Siena,1.0,0.0,H,0.0,0.0,D,2.1,2.8,3.5,2.05,2.9,3.75,A. Romeo,13.0,11.0,5.0,4.0,20.0,22.0,9.0,4.0,1.0,3.0,0.0,0.0
I1,18/01/06,Chievo,Juventus,1.0,1.0,D,1.0,1.0,D,5.0,3.2,1.66,5.85,3.3,1.6,L. Palanca,3.0,10.0,1.0,4.0,22.0,23.0,2.0,10.0,4.0,2.0,0.0,0.0
I1,18/01/06,Empoli,Udinese,1.0,1.0,D,0.0,0.0,D,2.4,2.9,2.8,2.65,2.85,2.7,S. Farina,17.0,6.0,10.0,3.0,23.0,23.0,3.0,5.0,1.0,2.0,0.0,0.0
I1,18/01/06,Lecce,Livorno,0.0,0.0,D,0.0,0.0,D,2.6,2.87,2.6,2.65,2.95,2.6,P. Rodomonti,16.0,5.0,8.0,2.0,18.0,28.0,6.0,3.0,4.0,2.0,1.0,0.0
I1,18/01/06,Messina,Lazio,1.0,1.0,D,1.0,0.0,H,2.5,2.87,2.75,2.5,2.85,2.9,T. Pieri,17.0,6.0,9.0,5.0,23.0,23.0,2.0,4.0,2.0,4.0,0.0,0.0
I1,18/01/06,Milan,Ascoli,1.0,0.0,H,1.0,0.0,H,1.16,5.5,13.0,1.18,5.75,13.0,G. Rocchi,11.0,5.0,5.0,2.0,17.0,14.0,9.0,4.0,1.0,2.0,0.0,0.0
I1,18/01/06,Palermo,Parma,4.0,2.0,H,1.0,2.0,A,1.72,3.2,4.5,1.7,3.2,5.1,L. Banti,15.0,10.0,9.0,7.0,18.0,19.0,6.0,2.0,4.0,3.0,0.0,0.0
I1,18/01/06,Roma,Reggina,3.0,1.0,H,1.0,0.0,H,1.44,3.6,7.0,1.5,3.5,6.9,P. Tagliavento,13.0,10.0,7.0,4.0,29.0,13.0,8.0,4.0,2.0,4.0,0.0,0.0
I1,18/01/06,Sampdoria,Fiorentina,3.0,1.0,H,3.0,1.0,H,2.37,2.87,2.87,2.5,2.85,2.9,D. Messina,10.0,6.0,8.0,3.0,28.0,24.0,4.0,5.0,2.0,3.0,0.0,0.0
I1,18/01/06,Treviso,Inter,0.0,1.0,A,0.0,1.0,A,7.0,3.2,1.4,7.5,3.7,1.44,M. Gabriele,11.0,11.0,5.0,6.0,19.0,22.0,2.0,4.0,2.0,3.0,0.0,0.0
I1,21/01/06,Inter,Palermo,3.0,0.0,H,1.0,0.0,H,1.36,4.33,9.0,1.35,4.25,8.15,T. Pieri,13.0,9.0,9.0,5.0,23.0,15.0,8.0,11.0,3.0,2.0,0.0,0.0
I1,21/01/06,Lazio,Cagliari,1.0,1.0,D,1.0,0.0,H,1.61,3.4,6.0,1.63,3.25,5.7,M. Mazzoleni,8.0,7.0,4.0,6.0,15.0,28.0,6.0,5.0,3.0,3.0,2.0,0.0
I1,22/01/06,Ascoli,Lecce,2.0,0.0,H,2.0,0.0,H,1.83,3.1,4.75,1.8,3.1,4.6,D. Messina,10.0,13.0,5.0,4.0,28.0,21.0,4.0,9.0,3.0,3.0,1.0,0.0
I1,22/01/06,Fiorentina,Messina,2.0,0.0,H,1.0,0.0,H,1.44,4.0,7.5,1.47,3.5,7.5,G. Paparesta,22.0,5.0,11.0,3.0,24.0,22.0,9.0,2.0,1.0,2.0,0.0,0.0
I1,22/01/06,Juventus,Empoli,2.0,1.0,H,1.0,1.0,D,1.14,6.5,21.0,1.12,6.9,17.0,A. De Marco,14.0,0.0,6.0,0.0,24.0,17.0,14.0,0.0,1.0,2.0,0.0,0.0
I1,22/01/06,Livorno,Treviso,1.0,1.0,D,0.0,1.0,A,1.57,3.4,7.0,1.57,3.25,6.5,N. Rizzoli,10.0,5.0,3.0,1.0,23.0,28.0,5.0,5.0,2.0,0.0,0.0,2.0
I1,22/01/06,Parma,Chievo,2.0,1.0,H,1.0,1.0,D,2.5,2.87,3.0,2.5,2.8,2.9,M. De Santis,10.0,10.0,6.0,5.0,21.0,25.0,1.0,11.0,4.0,3.0,1.0,1.0
I1,22/01/06,Reggina,Sampdoria,2.0,1.0,H,2.0,1.0,H,2.75,2.87,2.75,2.75,2.85,2.6,R. Rosetti,8.0,7.0,5.0,2.0,21.0,20.0,8.0,5.0,1.0,2.0,0.0,0.0
I1,22/01/06,Siena,Milan,0.0,3.0,A,0.0,1.0,A,7.0,3.4,1.57,6.05,3.25,1.6,E. Morganti,8.0,17.0,3.0,10.0,21.0,22.0,2.0,10.0,3.0,1.0,0.0,0.0
I1,22/01/06,Udinese,Roma,1.0,4.0,A,0.0,1.0,A,2.75,2.87,2.75,2.75,2.9,2.55,N. Ayroldi,8.0,10.0,3.0,7.0,16.0,21.0,4.0,4.0,2.0,1.0,1.0,0.0
I1,28/01/06,Milan,Sampdoria,1.0,1.0,D,1.0,1.0,D,1.36,3.75,9.0,1.35,4.05,8.95,M. De Santis,20.0,14.0,8.0,8.0,27.0,14.0,5.0,4.0,3.0,3.0,0.0,0.0
I1,28/01/06,Palermo,Siena,1.0,3.0,A,0.0,1.0,A,1.66,3.2,5.0,1.65,3.25,5.5,P. Dondarini,12.0,7.0,5.0,4.0,14.0,21.0,11.0,1.0,1.0,4.0,0.0,0.0
I1,29/01/06,Ascoli,Juventus,1.0,3.0,A,1.0,3.0,A,7.0,3.6,1.44,8.15,3.75,1.41,S. Racalbuto,9.0,8.0,4.0,6.0,24.0,27.0,0.0,3.0,2.0,1.0,0.0,0.0
I1,29/01/06,Chievo,Reggina,4.0,0.0,H,0.0,0.0,D,1.72,3.0,5.0,1.75,2.95,5.4,N. Stefanini,13.0,8.0,7.0,5.0,19.0,20.0,4.0,5.0,0.0,4.0,0.0,0.0
I1,29/01/06,Empoli,Parma,1.0,2.0,A,0.0,1.0,A,2.1,3.0,3.25,2.2,3.0,3.25,P. Rodomonti,14.0,5.0,8.0,4.0,24.0,24.0,5.0,2.0,2.0,3.0,0.0,0.0
I1,29/01/06,Lecce,Inter,0.0,2.0,A,0.0,0.0,D,7.0,3.75,1.4,8.4,4.15,1.35,M. Trefoloni,7.0,13.0,3.0,6.0,25.0,18.0,1.0,6.0,2.0,3.0,1.0,0.0
I1,29/01/06,Messina,Cagliari,1.0,0.0,H,0.0,0.0,D,2.0,3.0,3.5,1.95,2.95,4.1,D. Tombolini,11.0,9.0,8.0,5.0,14.0,18.0,9.0,4.0,5.0,2.0,0.0,0.0
I1,29/01/06,Roma,Livorno,3.0,0.0,H,2.0,0.0,H,1.61,3.4,5.0,1.65,3.3,5.35,D. Messina,17.0,5.0,10.0,2.0,11.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0
I1,29/01/06,Treviso,Lazio,0.0,1.0,A,0.0,0.0,D,2.6,2.87,2.6,2.7,2.9,2.6,P. Tagliavento,11.0,4.0,7.0,2.0,30.0,23.0,10.0,5.0,1.0,3.0,0.0,0.0
I1,29/01/06,Udinese,Fiorentina,0.0,0.0,D,0.0,0.0,D,2.87,3.0,2.3,3.05,2.95,2.3,M. Saccani,5.0,10.0,3.0,2.0,23.0,19.0,5.0,5.0,5.0,2.0,0.0,0.0
I1,04/02/06,Parma,Roma,0.0,3.0,A,0.0,0.0,D,3.6,3.1,2.1,3.4,3.05,2.1,M. Trefoloni,7.0,19.0,4.0,10.0,29.0,14.0,5.0,7.0,5.0,2.0,0.0,0.0
I1,04/02/06,Siena,Ascoli,1.0,1.0,D,0.0,1.0,A,1.9,3.0,4.5,1.9,2.95,4.35,T. Pieri,10.0,7.0,6.0,5.0,16.0,27.0,11.0,4.0,4.0,0.0,0.0,0.0
I1,05/02/06,Cagliari,Empoli,4.0,1.0,H,3.0,0.0,H,1.8,3.2,4.75,1.78,3.15,4.6,G. Paparesta,9.0,8.0,7.0,3.0,14.0,21.0,6.0,6.0,4.0,1.0,0.0,0.0
I1,05/02/06,Fiorentina,Lecce,1.0,0.0,H,1.0,0.0,H,1.3,4.5,12.0,1.29,4.5,10.0,N. Rizzoli,14.0,6.0,9.0,1.0,25.0,24.0,3.0,3.0,1.0,3.0,0.0,0.0
I1,05/02/06,Inter,Chievo,1.0,0.0,H,1.0,0.0,H,1.33,4.33,10.0,1.34,4.2,8.75,S. Racalbuto,21.0,0.0,11.0,0.0,16.0,24.0,6.0,5.0,2.0,1.0,0.0,0.0
I1,05/02/06,Juventus,Udinese,1.0,0.0,H,0.0,0.0,D,1.25,5.0,13.0,1.2,5.55,11.5,A. Dattilo,17.0,2.0,8.0,1.0,18.0,17.0,12.0,5.0,1.0,3.0,0.0,1.0
I1,05/02/06,Lazio,Milan,0.0,0.0,D,0.0,0.0,D,3.6,3.1,2.1,3.35,3.1,2.1,M. Saccani,8.0,13.0,2.0,7.0,18.0,27.0,4.0,9.0,1.0,1.0,0.0,0.0
I1,05/02/06,Livorno,Messina,2.0,2.0,D,0.0,0.0,D,1.83,3.0,5.0,1.8,3.0,4.75,R. Rosetti,8.0,7.0,5.0,3.0,17.0,18.0,4.0,3.0,5.0,1.0,0.0,1.0
I1,05/02/06,Reggina,Palermo,2.0,2.0,D,1.0,1.0,D,2.5,2.87,3.0,2.45,2.8,3.0,D. Messina,5.0,8.0,2.0,4.0,1.0,2.0,2.0,7.0,2.0,4.0,0.0,0.0
I1,05/02/06,Sampdoria,Treviso,1.0,1.0,D,1.0,0.0,H,1.44,4.0,7.5,1.42,3.8,7.65,P. Bertini,10.0,11.0,4.0,5.0,20.0,37.0,4.0,6.0,2.0,2.0,0.0,0.0
I1,08/02/06,Ascoli,Livorno,0.0,0.0,D,0.0,0.0,D,2.4,2.87,3.2,2.37,2.8,3.15,S. Farina,8.0,3.0,6.0,1.0,15.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0
I1,08/02/06,Chievo,Sampdoria,1.0,1.0,D,0.0,1.0,A,2.3,3.0,3.25,2.35,2.85,3.1,E. Morganti,13.0,8.0,6.0,5.0,25.0,18.0,5.0,7.0,1.0,4.0,0.0,1.0
I1,08/02/06,Fiorentina,Inter,2.0,1.0,H,1.0,0.0,H,3.0,3.0,2.4,3.0,2.95,2.35,M. Trefoloni,9.0,10.0,5.0,4.0,22.0,20.0,4.0,7.0,2.0,2.0,0.0,0.0
I1,08/02/06,Juventus,Parma,1.0,1.0,D,1.0,1.0,D,1.16,6.5,15.0,1.15,6.5,13.75,L. Palanca,12.0,5.0,5.0,2.0,48.0,20.0,10.0,0.0,0.0,2.0,0.0,0.0
I1,08/02/06,Lecce,Empoli,1.0,2.0,A,0.0,2.0,A,2.1,3.0,3.75,2.1,3.05,3.4,M. Bergonzi,13.0,10.0,5.0,5.0,28.0,22.0,3.0,1.0,2.0,2.0,1.0,0.0
I1,08/02/06,Messina,Siena,0.0,0.0,D,0.0,0.0,D,2.1,3.0,3.75,2.05,2.9,3.75,A. Giannoccaro,10.0,5.0,6.0,2.0,15.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0
I1,08/02/06,Milan,Treviso,5.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.17,5.7,14.5,N. Stefanini,15.0,3.0,11.0,2.0,13.0,15.0,6.0,2.0,0.0,2.0,0.0,0.0
I1,08/02/06,Palermo,Lazio,3.0,1.0,H,1.0,0.0,H,2.2,2.87,3.6,2.15,2.9,3.45,G. Rocchi,8.0,8.0,5.0,2.0,26.0,14.0,2.0,5.0,3.0,2.0,0.0,1.0
I1,08/02/06,Roma,Cagliari,4.0,3.0,H,2.0,2.0,D,1.4,4.33,7.5,1.35,4.1,8.75,O. Girardi,19.0,6.0,12.0,5.0,24.0,21.0,7.0,1.0,2.0,3.0,1.0,1.0
I1,08/02/06,Udinese,Reggina,1.0,2.0,A,1.0,1.0,D,1.72,3.1,5.5,1.7,3.15,5.2,P. Mazzoleni,14.0,7.0,3.0,4.0,18.0,21.0,5.0,4.0,0.0,3.0,0.0,0.0
I1,11/02/06,Lazio,Udinese,1.0,1.0,D,1.0,1.0,D,1.9,3.0,4.5,1.91,3.0,4.15,A. De Marco,9.0,8.0,3.0,4.0,20.0,28.0,4.0,4.0,1.0,2.0,0.0,0.0
