Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SP1,24/02/08,Osasuna,Ath Madrid,3,1,H,2,1,H,2.4,3.1,3.1,2.5,3.15,2.6,18.0,7.0,10.0,2.0,23.0,22.0,5.0,2.0,1.0,3.0,0.0,0.0
SP1,24/02/08,Real Madrid,Getafe,0,1,A,0,0,D,1.33,4.5,11.0,1.3,4.5,9.0,20.0,10.0,4.0,4.0,14.0,18.0,5.0,4.0,3.0,3.0,0.0,0.0
SP1,24/02/08,Santander,Almeria,1,0,H,0,0,D,2.1,3.25,3.5,2.05,3.0,3.55,16.0,4.0,6.0,0.0,11.0,21.0,10.0,5.0,1.0,1.0,0.0,2.0
SP1,01/03/08,Ath Madrid,Barcelona,4,2,H,2,1,H,3.75,3.4,2.0,3.25,3.25,2.05,8.0,17.0,6.0,5.0,15.0,16.0,0.0,5.0,4.0,4.0,0.0,0.0
SP1,01/03/08,Espanol,Valencia,2,0,H,1,0,H,2.4,3.3,2.87,2.3,3.15,2.85,17.0,10.0,4.0,6.0,19.0,17.0,3.0,6.0,2.0,6.0,0.0,1.0
SP1,01/03/08,La Coruna,Sevilla,2,1,H,1,1,D,2.9,3.4,2.35,3.25,3.15,2.1,11.0,13.0,4.0,3.0,14.0,19.0,5.0,10.0,2.0,3.0,0.0,0.0
SP1,01/03/08,Recreativo,Real Madrid,2,3,A,1,1,D,4.33,3.4,1.83,4.5,3.35,1.7,12.0,9.0,7.0,5.0,15.0,17.0,8.0,5.0,3.0,2.0,2.0,1.0
SP1,02/03/08,Almeria,Ath Bilbao,1,1,D,0,0,D,2.2,3.25,3.25,2.05,3.15,3.35,12.0,14.0,2.0,6.0,25.0,21.0,8.0,7.0,4.0,7.0,0.0,0.0
SP1,02/03/08,Betis,Murcia,4,0,H,2,0,H,1.83,3.4,4.5,1.7,3.35,4.6,16.0,13.0,9.0,6.0,16.0,12.0,8.0,3.0,1.0,2.0,0.0,0.0
SP1,02/03/08,Getafe,Mallorca,3,3,D,2,1,H,2.05,3.4,3.5,2.05,3.1,3.4,13.0,11.0,6.0,8.0,25.0,20.0,2.0,5.0,2.0,0.0,0.0,1.0
SP1,02/03/08,Levante,Zaragoza,2,1,H,1,0,H,3.2,3.3,2.2,3.05,3.1,2.2,9.0,8.0,5.0,2.0,17.0,17.0,5.0,4.0,1.0,2.0,0.0,0.0
SP1,02/03/08,Valladolid,Santander,0,1,A,0,0,D,2.3,3.25,3.1,2.45,2.95,2.8,9.0,11.0,2.0,4.0,18.0,15.0,3.0,8.0,2.0,1.0,0.0,0.0
SP1,02/03/08,Villarreal,Osasuna,0,0,D,0,0,D,1.7,3.6,5.0,1.6,3.45,5.3,14.0,11.0,2.0,1.0,17.0,20.0,8.0,4.0,3.0,4.0,0.0,0.0
SP1,08/03/08,Real Madrid,Espanol,2,1,H,1,1,D,1.5,3.75,7.5,1.45,3.9,6.5,19.0,9.0,7.0,2.0,12.0,25.0,3.0,7.0,1.0,5.0,0.0,1.0
SP1,08/03/08,Zaragoza,Ath Madrid,2,1,H,1,1,D,2.6,3.25,2.65,2.55,3.15,2.55,13.0,11.0,3.0,8.0,20.0,17.0,3.0,3.0,3.0,3.0,0.0,0.0
SP1,09/03/08,Ath Bilbao,Valladolid,2,0,H,1,0,H,2.1,3.3,3.5,2.1,3.15,3.25,9.0,22.0,5.0,2.0,22.0,21.0,3.0,10.0,3.0,2.0,0.0,1.0
SP1,09/03/08,Barcelona,Villarreal,1,2,A,0,1,A,1.5,4.2,6.0,1.45,3.9,6.5,9.0,8.0,4.0,4.0,22.0,18.0,10.0,2.0,5.0,4.0,0.0,0.0
SP1,09/03/08,Mallorca,Recreativo,7,1,H,5,1,H,2.0,3.3,3.75,1.8,3.25,4.2,19.0,12.0,11.0,3.0,13.0,13.0,7.0,3.0,1.0,1.0,0.0,0.0
SP1,09/03/08,Murcia,Getafe,0,3,A,0,0,D,2.75,3.25,2.5,2.6,3.05,2.55,8.0,5.0,3.0,3.0,18.0,13.0,6.0,1.0,4.0,1.0,0.0,0.0
SP1,09/03/08,Osasuna,Almeria,2,1,H,2,1,H,2.1,3.3,3.5,2.05,3.15,3.35,11.0,12.0,4.0,3.0,17.0,23.0,11.0,7.0,4.0,4.0,0.0,0.0
SP1,09/03/08,Santander,Betis,3,0,H,0,0,D,2.0,3.3,3.75,1.9,3.25,3.75,27.0,9.0,10.0,4.0,18.0,18.0,4.0,6.0,0.0,2.0,0.0,1.0
SP1,09/03/08,Sevilla,Levante,2,1,H,1,1,D,1.22,6.0,13.0,1.25,5.0,10.0,20.0,9.0,10.0,4.0,16.0,15.0,10.0,2.0,3.0,5.0,0.0,0.0
SP1,09/03/08,Valencia,La Coruna,2,2,D,2,2,D,1.8,3.5,4.5,1.75,3.25,4.5,10.0,18.0,4.0,5.0,15.0,13.0,4.0,7.0,1.0,2.0,0.0,0.0
SP1,15/03/08,Betis,Ath Bilbao,1,2,A,1,1,D,2.25,3.25,3.2,2.0,3.15,3.5,17.0,10.0,7.0,3.0,17.0,11.0,2.0,2.0,2.0,1.0,0.0,0.0
SP1,15/03/08,La Coruna,Real Madrid,1,0,H,0,0,D,3.75,3.3,2.0,3.45,3.2,2.0,6.0,9.0,2.0,0.0,15.0,9.0,3.0,4.0,3.0,2.0,0.0,0.0
SP1,15/03/08,Recreativo,Murcia,4,2,H,1,1,D,1.9,3.4,4.0,1.85,3.15,4.1,16.0,10.0,10.0,4.0,29.0,22.0,3.0,3.0,4.0,5.0,0.0,1.0
SP1,15/03/08,Valencia,Sevilla,1,2,A,0,2,A,2.5,3.3,2.75,2.55,3.05,2.6,16.0,14.0,3.0,4.0,20.0,14.0,10.0,3.0,2.0,3.0,0.0,0.0
SP1,16/03/08,Almeria,Barcelona,2,2,D,1,1,D,4.75,3.5,1.75,4.7,3.3,1.7,18.0,8.0,5.0,5.0,15.0,12.0,8.0,5.0,0.0,3.0,0.0,1.0
SP1,16/03/08,Ath Madrid,Levante,3,0,H,2,0,H,1.28,5.25,11.0,1.3,4.5,9.0,18.0,16.0,7.0,9.0,12.0,14.0,6.0,8.0,0.0,2.0,0.0,0.0
SP1,16/03/08,Espanol,Mallorca,2,1,H,0,1,A,2.1,3.25,3.6,2.0,3.05,3.65,9.0,15.0,6.0,4.0,20.0,15.0,2.0,15.0,0.0,3.0,0.0,1.0
SP1,16/03/08,Getafe,Santander,2,1,H,0,0,D,2.2,3.2,3.4,2.1,3.1,3.3,15.0,8.0,7.0,3.0,15.0,18.0,10.0,7.0,5.0,3.0,1.0,2.0
SP1,16/03/08,Valladolid,Osasuna,0,0,D,0,0,D,2.1,3.3,3.5,2.1,3.05,3.35,11.0,10.0,2.0,1.0,24.0,16.0,7.0,4.0,1.0,1.0,0.0,0.0
SP1,16/03/08,Villarreal,Zaragoza,2,0,H,1,0,H,1.72,3.6,4.75,1.65,3.4,5.0,7.0,18.0,4.0,5.0,17.0,21.0,1.0,14.0,0.0,3.0,0.0,0.0
SP1,22/03/08,Mallorca,La Coruna,1,0,H,1,0,H,2.2,3.3,3.25,2.05,3.1,3.4,10.0,7.0,6.0,1.0,18.0,16.0,5.0,6.0,2.0,2.0,0.0,1.0
SP1,22/03/08,Sevilla,Ath Madrid,1,2,A,0,1,A,1.85,3.6,4.0,1.9,3.2,3.85,11.0,10.0,2.0,2.0,17.0,16.0,5.0,3.0,3.0,4.0,1.0,0.0
SP1,23/03/08,Ath Bilbao,Getafe,1,0,H,1,0,H,2.2,3.3,3.25,2.2,3.0,3.2,16.0,10.0,7.0,1.0,26.0,14.0,5.0,9.0,3.0,4.0,0.0,0.0
SP1,23/03/08,Barcelona,Valladolid,4,1,H,1,1,D,1.22,6.0,12.0,1.2,5.55,11.0,18.0,11.0,11.0,2.0,12.0,18.0,4.0,4.0,1.0,1.0,0.0,0.0
SP1,23/03/08,Levante,Villarreal,1,2,A,0,1,A,4.75,3.6,1.72,4.5,3.25,1.75,14.0,10.0,2.0,3.0,16.0,13.0,4.0,2.0,0.0,2.0,0.0,0.0
SP1,23/03/08,Murcia,Espanol,4,0,H,1,0,H,3.1,3.25,2.3,3.3,2.9,2.2,15.0,8.0,6.0,1.0,17.0,15.0,5.0,2.0,3.0,1.0,0.0,0.0
SP1,23/03/08,Osasuna,Betis,0,1,A,0,0,D,2.05,3.3,3.6,2.0,3.05,3.65,19.0,7.0,6.0,3.0,17.0,17.0,6.0,2.0,1.0,3.0,1.0,0.0
SP1,23/03/08,Real Madrid,Valencia,2,3,A,1,1,D,1.5,3.8,7.25,1.45,4.0,6.05,27.0,13.0,13.0,6.0,15.0,17.0,5.0,3.0,3.0,1.0,0.0,0.0
SP1,23/03/08,Santander,Recreativo,2,0,H,0,0,D,1.9,3.4,4.0,1.73,3.4,4.3,14.0,7.0,3.0,2.0,13.0,23.0,5.0,7.0,1.0,3.0,0.0,1.0
SP1,23/03/08,Zaragoza,Almeria,1,1,D,0,0,D,1.8,3.6,4.33,1.8,3.25,4.2,11.0,7.0,3.0,4.0,16.0,22.0,10.0,4.0,1.0,3.0,1.0,0.0
SP1,29/03/08,Betis,Barcelona,3,2,H,0,2,A,4.75,3.6,1.72,5.0,3.4,1.65,13.0,13.0,8.0,5.0,18.0,12.0,3.0,3.0,2.0,0.0,0.0,0.0
SP1,29/03/08,Villarreal,Ath Madrid,3,0,H,2,0,H,2.0,3.4,3.75,2.1,3.1,3.3,12.0,6.0,6.0,1.0,20.0,13.0,6.0,5.0,2.0,1.0,0.0,0.0
SP1,30/03/08,Almeria,Levante,2,1,H,2,0,H,1.57,3.75,6.0,1.55,3.5,5.75,13.0,17.0,4.0,7.0,20.0,11.0,10.0,12.0,4.0,2.0,0.0,0.0
SP1,30/03/08,Espanol,Santander,0,3,A,0,2,A,2.1,3.3,3.5,2.07,3.0,3.5,14.0,12.0,5.0,7.0,17.0,23.0,5.0,5.0,0.0,2.0,0.0,0.0
SP1,30/03/08,Getafe,Osasuna,0,2,A,0,1,A,2.2,3.2,3.4,2.15,3.15,3.15,4.0,10.0,2.0,6.0,16.0,29.0,2.0,0.0,3.0,6.0,1.0,0.0
SP1,30/03/08,La Coruna,Murcia,3,1,H,1,1,D,1.8,3.4,4.75,1.7,3.3,4.75,16.0,8.0,7.0,3.0,14.0,16.0,7.0,2.0,2.0,2.0,0.0,0.0
SP1,30/03/08,Real Madrid,Sevilla,3,1,H,2,1,H,1.85,3.4,4.33,1.75,3.4,4.3,17.0,13.0,10.0,2.0,19.0,19.0,2.0,5.0,4.0,3.0,0.0,0.0
SP1,30/03/08,Recreativo,Ath Bilbao,1,1,D,1,0,H,2.37,3.3,2.9,2.3,3.1,2.9,15.0,10.0,1.0,2.0,24.0,17.0,11.0,7.0,1.0,5.0,1.0,0.0
SP1,30/03/08,Valencia,Mallorca,0,3,A,0,2,A,1.9,3.4,4.0,1.8,3.1,4.5,14.0,8.0,4.0,5.0,16.0,19.0,2.0,3.0,1.0,2.0,0.0,0.0
SP1,30/03/08,Valladolid,Zaragoza,2,1,H,0,1,A,2.35,3.3,3.0,2.35,3.05,2.85,10.0,4.0,4.0,1.0,23.0,18.0,8.0,1.0,3.0,2.0,0.0,1.0
SP1,05/04/08,Mallorca,Real Madrid,1,1,D,0,1,A,3.4,3.4,2.1,3.4,3.15,2.03,13.0,14.0,2.0,6.0,20.0,17.0,5.0,2.0,3.0,2.0,0.0,1.0
SP1,05/04/08,Osasuna,Recreativo,0,1,A,0,1,A,1.85,3.5,4.2,1.85,3.2,4.0,15.0,4.0,5.0,2.0,8.0,25.0,7.0,2.0,2.0,4.0,0.0,0.0
SP1,06/04/08,Ath Bilbao,Espanol,1,0,H,1,0,H,2.2,3.25,3.3,2.2,3.0,3.2,8.0,17.0,1.0,3.0,22.0,25.0,4.0,6.0,5.0,4.0,0.0,0.0
SP1,06/04/08,Ath Madrid,Almeria,6,3,H,4,3,H,1.61,3.75,5.5,1.6,3.4,5.5,23.0,8.0,11.0,5.0,16.0,14.0,9.0,5.0,1.0,0.0,0.0,2.0
SP1,06/04/08,Barcelona,Getafe,0,0,D,0,0,D,1.33,4.75,9.5,1.35,4.2,8.0,19.0,11.0,2.0,4.0,14.0,9.0,9.0,3.0,2.0,1.0,0.0,0.0
SP1,06/04/08,Levante,Valladolid,0,3,A,0,1,A,2.9,3.3,2.37,2.7,3.15,2.4,10.0,12.0,3.0,6.0,11.0,16.0,4.0,7.0,4.0,4.0,0.0,0.0
SP1,06/04/08,Murcia,Valencia,1,0,H,1,0,H,2.9,3.3,2.37,3.0,3.1,2.25,6.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,5.0,3.0,0.0,0.0
SP1,06/04/08,Santander,La Coruna,1,3,A,1,3,A,2.0,3.3,3.8,1.9,3.15,3.85,21.0,12.0,7.0,3.0,21.0,18.0,9.0,3.0,4.0,3.0,0.0,0.0
SP1,06/04/08,Sevilla,Villarreal,2,0,H,1,0,H,2.1,3.4,3.4,2.15,3.2,3.1,19.0,11.0,9.0,3.0,18.0,19.0,8.0,4.0,2.0,6.0,0.0,1.0
SP1,06/04/08,Zaragoza,Betis,0,3,A,0,2,A,1.95,3.3,4.0,1.95,3.15,3.65,22.0,9.0,7.0,5.0,16.0,17.0,7.0,4.0,4.0,1.0,0.0,0.0
SP1,12/04/08,Recreativo,Barcelona,2,2,D,1,1,D,4.5,3.75,1.72,4.5,3.4,1.7,14.0,11.0,5.0,3.0,24.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0
SP1,12/04/08,Valencia,Santander,1,2,A,0,0,D,2.1,3.3,3.5,2.1,3.25,3.15,6.0,12.0,1.0,3.0,22.0,24.0,2.0,3.0,3.0,2.0,0.0,0.0
SP1,13/04/08,Almeria,Villarreal,1,0,H,0,0,D,3.2,3.25,2.25,3.0,3.15,2.2,19.0,4.0,7.0,1.0,17.0,15.0,10.0,4.0,3.0,1.0,0.0,1.0
SP1,13/04/08,Betis,Levante,0,1,A,0,0,D,1.44,4.2,7.5,1.45,3.75,6.85,13.0,17.0,2.0,5.0,19.0,13.0,9.0,4.0,3.0,4.0,0.0,0.0
SP1,13/04/08,Espanol,Osasuna,0,1,A,0,1,A,2.25,3.25,3.2,2.15,2.95,3.35,7.0,12.0,3.0,5.0,23.0,17.0,5.0,2.0,1.0,3.0,0.0,0.0
SP1,13/04/08,Getafe,Zaragoza,0,0,D,0,0,D,2.62,3.25,2.62,2.5,3.2,2.6,11.0,9.0,4.0,0.0,21.0,22.0,5.0,0.0,2.0,4.0,0.0,1.0
SP1,13/04/08,La Coruna,Ath Bilbao,3,0,H,1,0,H,2.1,3.4,3.4,2.2,3.1,3.05,20.0,11.0,7.0,4.0,9.0,13.0,5.0,4.0,3.0,2.0,0.0,0.0
SP1,13/04/08,Mallorca,Sevilla,2,3,A,0,1,A,2.8,3.4,2.4,2.55,3.2,2.5,16.0,14.0,7.0,4.0,20.0,27.0,8.0,4.0,3.0,2.0,0.0,0.0
SP1,13/04/08,Real Madrid,Murcia,1,0,H,0,0,D,1.22,6.0,12.0,1.18,5.55,13.0,17.0,6.0,4.0,0.0,15.0,29.0,3.0,0.0,4.0,3.0,1.0,0.0
SP1,13/04/08,Valladolid,Ath Madrid,1,1,D,0,0,D,2.62,3.3,2.62,2.9,3.1,2.3,18.0,10.0,5.0,3.0,18.0,17.0,4.0,2.0,4.0,4.0,0.0,0.0
SP1,19/04/08,Ath Madrid,Betis,1,3,A,1,1,D,1.61,3.6,6.0,1.65,3.3,5.15,19.0,11.0,2.0,5.0,15.0,17.0,11.0,6.0,4.0,4.0,0.0,0.0
SP1,19/04/08,Barcelona,Espanol,0,0,D,0,0,D,1.53,3.75,7.0,1.45,3.75,6.75,18.0,6.0,6.0,1.0,15.0,16.0,7.0,2.0,6.0,6.0,0.0,0.0
SP1,19/04/08,Sevilla,Almeria,1,4,A,0,1,A,1.5,3.8,7.5,1.55,3.5,5.75,23.0,13.0,8.0,6.0,18.0,19.0,13.0,2.0,3.0,3.0,1.0,0.0
SP1,19/04/08,Zaragoza,Recreativo,3,0,H,2,0,H,1.75,3.5,4.75,1.8,3.25,4.2,12.0,12.0,8.0,0.0,20.0,23.0,4.0,4.0,1.0,3.0,2.0,1.0
SP1,20/04/08,Ath Bilbao,Valencia,5,1,H,1,0,H,2.37,3.3,2.9,2.3,3.1,2.9,17.0,13.0,6.0,3.0,11.0,13.0,1.0,5.0,1.0,2.0,0.0,0.0
SP1,20/04/08,Levante,Getafe,3,1,H,2,0,H,3.25,3.3,2.2,3.0,3.2,2.2,17.0,8.0,7.0,2.0,22.0,14.0,6.0,0.0,1.0,1.0,0.0,0.0
SP1,20/04/08,Murcia,Mallorca,1,4,A,0,2,A,2.62,3.3,2.6,2.55,3.1,2.6,6.0,9.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0
SP1,20/04/08,Osasuna,La Coruna,0,1,A,0,0,D,2.2,3.3,3.25,2.2,3.1,3.05,17.0,9.0,5.0,2.0,17.0,22.0,5.0,3.0,3.0,3.0,0.0,0.0
SP1,20/04/08,Santander,Real Madrid,0,2,A,0,1,A,2.9,3.25,2.4,3.15,3.15,2.15,15.0,15.0,2.0,5.0,10.0,16.0,9.0,4.0,4.0,1.0,0.0,0.0
SP1,20/04/08,Villarreal,Valladolid,2,0,H,1,0,H,1.66,3.5,5.5,1.55,3.5,5.75,14.0,13.0,8.0,2.0,12.0,16.0,0.0,7.0,2.0,2.0,0.0,0.0
SP1,26/04/08,La Coruna,Barcelona,2,0,H,0,0,D,2.87,3.3,2.4,2.85,3.25,2.25,24.0,10.0,6.0,1.0,16.0,17.0,4.0,2.0,1.0,4.0,0.0,0.0
SP1,26/04/08,Murcia,Sevilla,0,0,D,0,0,D,4.5,3.7,1.75,4.3,3.35,1.75,12.0,13.0,4.0,3.0,21.0,15.0,3.0,5.0,4.0,2.0,0.0,0.0
SP1,27/04/08,Betis,Villarreal,0,1,A,0,1,A,2.75,3.3,2.5,2.55,3.15,2.55,13.0,18.0,6.0,6.0,18.0,10.0,6.0,7.0,3.0,2.0,0.0,0.0
SP1,27/04/08,Espanol,Zaragoza,1,1,D,0,0,D,2.3,3.3,3.0,2.15,3.15,3.15,9.0,10.0,2.0,3.0,28.0,20.0,2.0,1.0,5.0,1.0,0.0,0.0
SP1,27/04/08,Getafe,Ath Madrid,1,1,D,1,1,D,2.9,3.3,2.37,2.7,3.2,2.4,7.0,14.0,2.0,4.0,19.0,26.0,7.0,7.0,3.0,5.0,0.0,0.0
SP1,27/04/08,Mallorca,Santander,3,1,H,0,0,D,2.3,3.25,3.1,2.25,3.15,2.95,13.0,11.0,3.0,4.0,18.0,18.0,5.0,2.0,3.0,1.0,0.0,0.0
SP1,27/04/08,Real Madrid,Ath Bilbao,3,0,H,1,0,H,1.4,4.33,8.5,1.4,4.0,7.15,27.0,20.0,11.0,7.0,15.0,18.0,9.0,5.0,2.0,2.0,0.0,0.0
SP1,27/04/08,Recreativo,Levante,2,0,H,2,0,H,1.53,3.8,6.5,1.6,3.35,5.65,13.0,10.0,7.0,0.0,22.0,16.0,4.0,9.0,2.0,2.0,0.0,0.0
SP1,27/04/08,Valencia,Osasuna,3,0,H,1,0,H,1.83,3.6,4.2,1.9,3.15,3.9,11.0,6.0,6.0,1.0,16.0,20.0,9.0,1.0,1.0,4.0,0.0,1.0
SP1,27/04/08,Valladolid,Almeria,1,0,H,0,0,D,2.1,3.3,3.5,2.15,3.0,3.3,17.0,12.0,7.0,3.0,15.0,18.0,9.0,4.0,3.0,2.0,0.0,0.0
SP1,03/05/08,Ath Madrid,Recreativo,3,0,H,1,0,H,1.57,3.6,6.5,1.45,3.85,6.45,14.0,7.0,8.0,1.0,16.0,25.0,5.0,3.0,2.0,2.0,0.0,0.0
SP1,03/05/08,Zaragoza,La Coruna,1,0,H,0,0,D,2.05,3.3,3.6,1.95,3.25,3.55,28.0,6.0,8.0,0.0,15.0,8.0,5.0,2.0,4.0,1.0,0.0,0.0
SP1,04/05/08,Almeria,Betis,1,1,D,0,1,A,2.2,3.3,3.25,2.25,3.05,3.05,17.0,12.0,5.0,4.0,13.0,13.0,7.0,8.0,3.0,2.0,0.0,0.0
SP1,04/05/08,Ath Bilbao,Mallorca,1,2,A,1,1,D,2.2,3.3,3.25,2.25,2.9,3.2,15.0,19.0,4.0,4.0,19.0,15.0,5.0,6.0,2.0,1.0,0.0,0.0
SP1,04/05/08,Barcelona,Valencia,6,0,H,3,0,H,1.66,3.75,5.0,1.65,3.5,4.7,17.0,6.0,12.0,2.0,16.0,15.0,7.0,5.0,3.0,3.0,0.0,0.0
SP1,04/05/08,Levante,Espanol,1,1,D,0,0,D,3.4,3.4,2.1,3.45,3.2,2.0,7.0,17.0,5.0,10.0,19.0,15.0,3.0,6.0,1.0,3.0,2.0,1.0
SP1,04/05/08,Osasuna,Real Madrid,1,2,A,0,0,D,3.0,3.2,2.37,3.05,3.2,2.16,15.0,13.0,6.0,6.0,23.0,17.0,6.0,3.0,4.0,4.0,0.0,1.0
SP1,04/05/08,Santander,Murcia,3,2,H,1,2,A,1.4,4.33,8.5,1.4,4.0,7.5,12.0,7.0,2.0,2.0,16.0,20.0,1.0,5.0,1.0,0.0,0.0,2.0
SP1,04/05/08,Sevilla,Valladolid,2,0,H,2,0,H,1.44,4.33,7.0,1.45,3.75,6.75,8.0,4.0,3.0,1.0,5.0,9.0,2.0,1.0,1.0,4.0,0.0,0.0
SP1,04/05/08,Villarreal,Getafe,2,0,H,2,0,H,1.72,3.6,4.75,1.68,3.3,4.85,18.0,15.0,9.0,4.0,16.0,16.0,4.0,6.0,1.0,3.0,0.0,0.0
SP1,07/05/08,Betis,Valladolid,1,1,D,0,0,D,2.25,3.25,3.2,2.15,3.1,3.2,15.0,16.0,5.0,2.0,18.0,15.0,5.0,6.0,1.0,3.0,0.0,1.0
SP1,07/05/08,Getafe,Almeria,4,2,H,1,2,A,1.85,3.4,4.33,1.8,3.2,4.3,16.0,8.0,8.0,5.0,13.0,22.0,11.0,2.0,3.0,5.0,0.0,0.0
SP1,07/05/08,La Coruna,Levante,1,0,H,0,0,D,1.33,4.5,11.0,1.4,4.0,7.25,12.0,8.0,4.0,0.0,16.0,12.0,4.0,9.0,0.0,3.0,0.0,0.0
SP1,07/05/08,Mallorca,Osasuna,2,1,H,1,0,H,2.1,3.3,3.5,1.97,3.3,3.4,9.0,9.0,2.0,5.0,14.0,10.0,4.0,5.0,1.0,4.0,0.0,1.0
SP1,07/05/08,Murcia,Ath Bilbao,1,2,A,1,1,D,3.0,3.2,2.37,3.0,3.1,2.25,7.0,6.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
SP1,07/05/08,Real Madrid,Barcelona,4,1,H,2,0,H,2.25,3.2,3.25,2.25,3.3,3.0,19.0,14.0,12.0,4.0,14.0,18.0,5.0,3.0,3.0,4.0,0.0,1.0
SP1,07/05/08,Recreativo,Villarreal,0,2,A,0,0,D,3.0,3.2,2.37,2.65,3.25,2.4,15.0,7.0,6.0,3.0,29.0,16.0,3.0,1.0,5.0,5.0,0.0,0.0
SP1,07/05/08,Santander,Sevilla,0,3,A,0,1,A,2.7,3.25,2.6,2.47,3.2,2.6,13.0,18.0,6.0,5.0,16.0,16.0,4.0,8.0,2.0,3.0,1.0,0.0
SP1,07/05/08,Valencia,Zaragoza,1,0,H,1,0,H,2.1,3.3,3.5,1.95,3.2,3.65,13.0,11.0,6.0,4.0,20.0,28.0,5.0,4.0,3.0,4.0,1.0,0.0
SP1,08/05/08,Espanol,Ath Madrid,0,2,A,0,2,A,3.4,3.25,2.15,3.1,3.2,2.15,8.0,18.0,1.0,5.0,14.0,20.0,3.0,5.0,3.0,3.0,0.0,0.0
SP1,11/05/08,Almeria,Recreativo,0,2,A,0,2,A,2.62,3.3,2.6,2.4,3.25,2.65,3.0,6.0,0.0,2.0,10.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0
SP1,11/05/08,Ath Bilbao,Santander,0,0,D,0,0,D,2.6,3.3,2.62,2.5,3.2,2.55,9.0,5.0,2.0,0.0,23.0,18.0,5.0,3.0,4.0,6.0,0.0,0.0
SP1,11/05/08,Ath Madrid,La Coruna,1,0,H,1,0,H,1.57,3.8,6.5,1.56,3.5,5.65,16.0,5.0,7.0,2.0,19.0,16.0,7.0,5.0,1.0,2.0,0.0,0.0
SP1,11/05/08,Barcelona,Mallorca,2,3,A,1,0,H,1.57,3.75,6.0,1.55,3.7,5.3,12.0,22.0,4.0,9.0,17.0,11.0,6.0,9.0,1.0,2.0,1.0,0.0
SP1,11/05/08,Betis,Sevilla,0,2,A,0,1,A,3.4,3.4,2.1,3.5,3.3,1.95,8.0,11.0,1.0,4.0,22.0,16.0,3.0,4.0,4.0,4.0,1.0,1.0
SP1,11/05/08,Levante,Valencia,1,5,A,1,3,A,5.0,3.5,1.72,5.0,3.4,1.65,23.0,9.0,7.0,7.0,13.0,17.0,10.0,2.0,2.0,1.0,0.0,0.0
SP1,11/05/08,Osasuna,Murcia,2,1,H,1,0,H,1.36,4.2,9.0,1.3,4.5,9.0,17.0,9.0,6.0,3.0,18.0,14.0,9.0,6.0,3.0,4.0,0.0,0.0
SP1,11/05/08,Valladolid,Getafe,0,0,D,0,0,D,2.1,3.25,3.6,2.1,3.1,3.3,14.0,7.0,2.0,4.0,12.0,12.0,10.0,3.0,3.0,2.0,0.0,0.0
SP1,11/05/08,Villarreal,Espanol,2,0,H,2,0,H,1.57,3.75,6.0,1.55,3.6,5.5,14.0,11.0,5.0,7.0,11.0,14.0,4.0,2.0,1.0,1.0,0.0,0.0
SP1,11/05/08,Zaragoza,Real Madrid,2,2,D,1,1,D,1.9,3.6,3.8,2.0,3.75,3.0,34.0,18.0,11.0,7.0,16.0,15.0,14.0,5.0,3.0,4.0,0.0,0.0
SP1,17/05/08,Murcia,Barcelona,3,5,A,1,3,A,5.5,4.0,1.57,5.0,3.75,1.57,21.0,16.0,9.0,9.0,14.0,12.0,10.0,6.0,2.0,1.0,0.0,0.0
SP1,18/05/08,Espanol,Almeria,1,3,A,0,1,A,2.1,3.3,3.5,2.0,3.2,3.45,15.0,11.0,4.0,6.0,18.0,28.0,8.0,2.0,3.0,2.0,0.0,0.0
SP1,18/05/08,Getafe,Betis,1,1,D,1,0,H,1.95,3.4,3.75,1.85,3.25,3.95,19.0,18.0,7.0,5.0,9.0,19.0,6.0,7.0,1.0,2.0,0.0,0.0
SP1,18/05/08,La Coruna,Villarreal,0,2,A,0,1,A,2.37,3.3,2.9,2.37,3.2,2.7,16.0,8.0,2.0,2.0,8.0,26.0,8.0,3.0,1.0,2.0,0.0,0.0
SP1,18/05/08,Mallorca,Zaragoza,3,2,H,1,0,H,2.4,3.6,2.7,2.4,3.6,2.45,10.0,16.0,4.0,6.0,22.0,14.0,5.0,6.0,2.0,2.0,0.0,0.0
SP1,18/05/08,Real Madrid,Levante,5,2,H,3,0,H,1.14,7.5,16.0,1.16,6.15,13.0,15.0,15.0,8.0,7.0,7.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0
SP1,18/05/08,Recreativo,Valladolid,1,1,D,0,1,A,2.1,3.1,3.8,2.1,3.2,3.2,10.0,9.0,4.0,2.0,11.0,13.0,7.0,8.0,3.0,2.0,0.0,0.0
SP1,18/05/08,Santander,Osasuna,1,0,H,0,0,D,2.25,3.5,3.0,2.17,3.5,2.8,7.0,3.0,2.0,0.0,10.0,13.0,6.0,1.0,1.0,3.0,0.0,0.0
