Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SP1,16/05/2021,Cadiz,Elche,1,3,A,1,0,H,3.2,3.1,2.35,3.1,3.1,2.45,7.0,20.0,3.0,5.0,13.0,15.0,1.0,8.0,3.0,4.0,0.0,0.0
SP1,16/05/2021,Getafe,Levante,2,1,H,1,1,D,1.61,3.8,5.75,1.65,3.8,5.5,9.0,5.0,3.0,1.0,15.0,11.0,3.0,4.0,5.0,0.0,1.0,0.0
SP1,16/05/2021,Sociedad,Valladolid,4,1,H,4,0,H,1.61,3.75,6.0,1.65,3.6,6.0,13.0,19.0,8.0,5.0,16.0,11.0,2.0,4.0,2.0,4.0,0.0,1.0
SP1,16/05/2021,Valencia,Eibar,4,1,H,3,1,H,2.87,3.4,2.37,2.75,3.5,2.5,9.0,20.0,5.0,8.0,5.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0
SP1,16/05/2021,Villarreal,Sevilla,4,0,H,1,0,H,2.37,3.4,2.87,2.45,3.4,2.85,12.0,17.0,5.0,5.0,9.0,7.0,3.0,6.0,0.0,3.0,0.0,1.0
SP1,21/05/2021,Levante,Cadiz,2,2,D,1,2,A,1.75,4.1,4.1,1.75,4.1,4.25,17.0,6.0,4.0,2.0,17.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0
SP1,22/05/2021,Celta,Betis,2,3,A,1,0,H,3.2,3.8,2.1,3.1,3.8,2.15,11.0,11.0,4.0,5.0,20.0,20.0,8.0,4.0,6.0,7.0,0.0,1.0
SP1,22/05/2021,Eibar,Barcelona,0,1,A,0,0,D,4.33,4.75,1.65,4.33,4.5,1.67,17.0,7.0,3.0,3.0,11.0,15.0,6.0,3.0,0.0,3.0,0.0,0.0
SP1,22/05/2021,Elche,Ath Bilbao,2,0,H,1,0,H,1.95,3.6,3.8,1.9,3.7,4.0,8.0,8.0,3.0,2.0,10.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0
SP1,22/05/2021,Huesca,Valencia,0,0,D,0,0,D,1.65,4.2,5.0,1.7,4.1,4.6,23.0,11.0,8.0,4.0,17.0,15.0,9.0,3.0,2.0,1.0,0.0,0.0
SP1,22/05/2021,Osasuna,Sociedad,0,1,A,0,0,D,5.0,4.33,1.61,5.0,4.33,1.62,7.0,11.0,1.0,1.0,15.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0
SP1,22/05/2021,Real Madrid,Villarreal,2,1,H,0,1,A,1.4,5.0,6.5,1.42,5.0,6.75,14.0,6.0,4.0,2.0,8.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0
SP1,22/05/2021,Valladolid,Ath Madrid,1,2,A,1,0,H,9.0,5.25,1.33,9.0,5.25,1.33,10.0,14.0,4.0,3.0,11.0,11.0,4.0,6.0,4.0,6.0,0.0,0.0
SP1,23/05/2021,Granada,Getafe,0,0,D,0,0,D,2.62,3.4,2.6,2.6,3.4,2.7,9.0,11.0,3.0,2.0,16.0,13.0,6.0,3.0,4.0,2.0,0.0,0.0
SP1,23/05/2021,Sevilla,Alaves,1,0,H,0,0,D,1.5,4.33,6.5,1.53,4.2,6.25,11.0,11.0,2.0,2.0,11.0,8.0,6.0,4.0,1.0,0.0,0.0,0.0
SP1,13/08/2021,Valencia,Getafe,1,0,H,1,0,H,2.55,3.0,3.1,2.65,3.0,2.95,4.0,22.0,2.0,4.0,24.0,15.0,1.0,9.0,6.0,3.0,1.0,1.0
SP1,14/08/2021,Cadiz,Levante,1,1,D,0,1,A,2.8,3.25,2.6,2.8,3.3,2.55,7.0,12.0,2.0,3.0,10.0,16.0,2.0,4.0,1.0,5.0,0.0,0.0
SP1,14/08/2021,Mallorca,Betis,1,1,D,1,0,H,3.3,3.4,2.2,3.4,3.25,2.25,6.0,10.0,2.0,1.0,12.0,18.0,4.0,3.0,1.0,3.0,0.0,0.0
SP1,14/08/2021,Alaves,Real Madrid,1,4,A,0,0,D,7.0,4.75,1.44,6.75,4.75,1.45,11.0,19.0,4.0,7.0,14.0,10.0,0.0,4.0,1.0,2.0,0.0,0.0
SP1,14/08/2021,Osasuna,Espanol,0,0,D,0,0,D,2.25,3.2,3.4,2.2,3.3,3.4,14.0,10.0,1.0,3.0,18.0,12.0,4.0,6.0,3.0,3.0,0.0,0.0
SP1,15/08/2021,Celta,Ath Madrid,1,2,A,0,1,A,4.2,3.4,1.9,4.4,3.1,2.0,10.0,13.0,2.0,4.0,11.0,9.0,2.0,5.0,4.0,5.0,1.0,1.0
SP1,15/08/2021,Barcelona,Sociedad,4,2,H,2,0,H,1.72,4.0,4.5,1.72,4.2,4.25,13.0,11.0,8.0,3.0,11.0,18.0,5.0,3.0,2.0,4.0,0.0,0.0
SP1,15/08/2021,Sevilla,Vallecano,3,0,H,1,0,H,1.44,4.2,8.0,1.42,4.6,7.75,21.0,4.0,8.0,3.0,14.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0
SP1,16/08/2021,Villarreal,Granada,0,0,D,0,0,D,1.53,4.2,6.5,1.5,4.4,6.5,14.0,6.0,4.0,1.0,19.0,21.0,6.0,2.0,5.0,1.0,1.0,0.0
SP1,16/08/2021,Elche,Ath Bilbao,0,0,D,0,0,D,3.8,3.3,2.05,3.8,3.3,2.05,8.0,9.0,2.0,3.0,13.0,19.0,6.0,8.0,2.0,2.0,0.0,0.0
SP1,20/08/2021,Betis,Cadiz,1,1,D,1,1,D,1.5,4.2,7.0,1.53,4.1,6.5,16.0,8.0,7.0,3.0,12.0,10.0,4.0,5.0,4.0,0.0,0.0,0.0
SP1,21/08/2021,Alaves,Mallorca,0,1,A,0,0,D,2.25,3.2,3.4,2.25,3.2,3.4,9.0,12.0,4.0,2.0,14.0,15.0,1.0,8.0,3.0,3.0,1.0,0.0
SP1,21/08/2021,Espanol,Villarreal,0,0,D,0,0,D,3.1,3.4,2.3,3.0,3.4,2.35,14.0,12.0,3.0,2.0,10.0,10.0,9.0,7.0,3.0,4.0,0.0,0.0
SP1,21/08/2021,Granada,Valencia,1,1,D,1,0,H,2.45,3.4,2.87,2.5,3.3,2.85,9.0,18.0,2.0,7.0,14.0,12.0,2.0,6.0,4.0,2.0,0.0,0.0
SP1,21/08/2021,Ath Bilbao,Barcelona,1,1,D,0,0,D,4.0,3.75,1.85,3.9,3.75,1.9,16.0,9.0,7.0,3.0,15.0,10.0,13.0,2.0,1.0,2.0,0.0,1.0
SP1,22/08/2021,Sociedad,Vallecano,1,0,H,0,0,D,1.44,4.33,7.5,1.5,4.1,7.25,13.0,9.0,8.0,1.0,19.0,15.0,5.0,4.0,3.0,4.0,0.0,0.0
SP1,22/08/2021,Ath Madrid,Elche,1,0,H,1,0,H,1.22,5.75,17.0,1.22,6.25,15.0,8.0,4.0,4.0,2.0,16.0,10.0,2.0,1.0,2.0,2.0,0.0,0.0
SP1,22/08/2021,Levante,Real Madrid,3,3,D,0,1,A,5.0,4.33,1.6,5.25,4.2,1.62,8.0,19.0,4.0,5.0,17.0,7.0,4.0,6.0,3.0,2.0,1.0,0.0
SP1,23/08/2021,Getafe,Sevilla,0,1,A,0,0,D,3.5,3.2,2.2,3.5,3.1,2.25,12.0,9.0,0.0,3.0,18.0,10.0,5.0,4.0,2.0,2.0,0.0,0.0
SP1,23/08/2021,Osasuna,Celta,0,0,D,0,0,D,2.62,3.25,2.75,2.7,3.2,2.75,15.0,4.0,7.0,0.0,19.0,8.0,1.0,2.0,4.0,3.0,0.0,0.0
SP1,27/08/2021,Mallorca,Espanol,1,0,H,1,0,H,2.6,2.9,3.1,2.7,2.85,3.0,12.0,8.0,6.0,3.0,16.0,17.0,3.0,2.0,4.0,3.0,0.0,1.0
SP1,27/08/2021,Valencia,Alaves,3,0,H,2,0,H,1.75,3.6,4.75,1.78,3.6,4.75,9.0,10.0,4.0,3.0,20.0,15.0,4.0,4.0,1.0,4.0,0.0,0.0
SP1,28/08/2021,Celta,Ath Bilbao,0,1,A,0,1,A,2.4,3.2,3.1,2.45,3.2,3.0,13.0,6.0,0.0,2.0,12.0,11.0,5.0,4.0,2.0,1.0,0.0,0.0
SP1,28/08/2021,Elche,Sevilla,1,1,D,1,1,D,5.0,3.6,1.72,5.5,3.4,1.75,7.0,18.0,4.0,5.0,6.0,9.0,5.0,3.0,2.0,0.0,0.0,0.0
SP1,28/08/2021,Sociedad,Levante,1,0,H,1,0,H,1.53,4.2,6.0,1.55,4.25,6.0,7.0,6.0,2.0,0.0,17.0,13.0,2.0,2.0,1.0,1.0,0.0,0.0
SP1,28/08/2021,Betis,Real Madrid,0,1,A,0,0,D,4.2,3.8,1.8,4.33,3.9,1.78,11.0,13.0,6.0,3.0,15.0,13.0,3.0,7.0,5.0,3.0,0.0,0.0
SP1,29/08/2021,Barcelona,Getafe,2,1,H,2,1,H,1.4,4.75,7.5,1.4,4.75,8.25,7.0,8.0,3.0,3.0,16.0,22.0,3.0,2.0,3.0,1.0,0.0,0.0
SP1,29/08/2021,Cadiz,Osasuna,2,3,A,1,0,H,3.2,3.0,2.45,3.0,3.0,2.6,7.0,14.0,3.0,4.0,9.0,6.0,4.0,11.0,4.0,0.0,0.0,0.0
SP1,29/08/2021,Vallecano,Granada,4,0,H,3,0,H,2.55,3.2,2.87,2.5,3.25,2.95,19.0,9.0,6.0,3.0,19.0,14.0,5.0,6.0,1.0,4.0,0.0,0.0
SP1,29/08/2021,Ath Madrid,Villarreal,2,2,D,0,0,D,1.75,3.4,5.25,1.75,3.4,5.5,24.0,2.0,5.0,2.0,11.0,6.0,16.0,0.0,4.0,2.0,0.0,0.0
SP1,11/09/2021,Levante,Vallecano,1,1,D,1,0,H,2.1,3.4,3.5,2.05,3.4,3.5,7.0,22.0,2.0,6.0,14.0,16.0,2.0,5.0,3.0,4.0,0.0,0.0
SP1,11/09/2021,Ath Bilbao,Mallorca,2,0,H,0,0,D,1.72,3.6,5.25,1.72,3.5,5.0,19.0,7.0,5.0,1.0,7.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0
SP1,12/09/2021,Espanol,Ath Madrid,1,2,A,1,0,H,4.33,3.3,1.9,4.1,3.3,1.91,9.0,13.0,3.0,3.0,10.0,11.0,6.0,3.0,1.0,4.0,0.0,0.0
SP1,12/09/2021,Osasuna,Valencia,1,4,A,1,1,D,2.4,3.2,3.1,2.35,3.1,3.1,11.0,10.0,2.0,4.0,20.0,14.0,4.0,4.0,4.0,2.0,0.0,0.0
SP1,12/09/2021,Cadiz,Sociedad,0,2,A,0,0,D,5.0,3.6,1.75,5.25,3.3,1.72,6.0,16.0,1.0,4.0,10.0,9.0,2.0,8.0,4.0,0.0,1.0,0.0
SP1,12/09/2021,Real Madrid,Celta,5,2,H,1,2,A,1.36,5.25,8.0,1.36,5.25,7.0,15.0,11.0,11.0,4.0,8.0,16.0,7.0,3.0,2.0,3.0,0.0,0.0
SP1,13/09/2021,Getafe,Elche,0,1,A,0,0,D,1.8,3.4,4.75,1.8,3.25,4.75,10.0,8.0,1.0,3.0,6.0,14.0,8.0,2.0,2.0,3.0,0.0,0.0
SP1,13/09/2021,Granada,Betis,1,2,A,0,1,A,3.1,3.25,2.37,3.0,3.3,2.3,11.0,19.0,2.0,9.0,7.0,14.0,6.0,8.0,1.0,2.0,0.0,0.0
SP1,17/09/2021,Celta,Cadiz,1,2,A,0,2,A,1.45,4.33,7.0,1.5,4.2,7.0,14.0,7.0,4.0,3.0,8.0,8.0,7.0,1.0,3.0,3.0,0.0,0.0
SP1,18/09/2021,Vallecano,Getafe,3,0,H,1,0,H,2.37,2.9,3.4,2.45,2.95,3.3,11.0,13.0,5.0,3.0,20.0,16.0,5.0,3.0,6.0,7.0,0.0,0.0
SP1,18/09/2021,Ath Madrid,Ath Bilbao,0,0,D,0,0,D,1.65,3.6,6.0,1.72,3.3,6.0,14.0,6.0,2.0,0.0,10.0,13.0,5.0,5.0,6.0,2.0,1.0,0.0
SP1,18/09/2021,Elche,Levante,1,1,D,1,0,H,2.4,3.1,3.2,2.4,3.1,3.2,9.0,11.0,2.0,6.0,10.0,14.0,4.0,7.0,2.0,2.0,0.0,0.0
SP1,18/09/2021,Alaves,Osasuna,0,2,A,0,2,A,3.1,3.0,2.55,3.0,3.0,2.6,8.0,13.0,3.0,5.0,11.0,14.0,2.0,8.0,4.0,3.0,0.0,0.0
SP1,19/09/2021,Mallorca,Villarreal,0,0,D,0,0,D,3.5,3.0,2.3,3.5,3.0,2.3,10.0,11.0,1.0,3.0,11.0,16.0,3.0,1.0,2.0,3.0,0.0,0.0
SP1,19/09/2021,Sociedad,Sevilla,0,0,D,0,0,D,2.55,3.2,2.87,2.7,3.1,2.8,11.0,11.0,4.0,4.0,16.0,11.0,5.0,6.0,2.0,3.0,0.0,0.0
SP1,19/09/2021,Betis,Espanol,2,2,D,2,1,H,2.0,3.2,4.2,2.05,3.4,3.7,23.0,11.0,9.0,4.0,13.0,9.0,10.0,4.0,4.0,4.0,1.0,0.0
SP1,19/09/2021,Valencia,Real Madrid,1,2,A,0,0,D,3.8,3.8,1.9,3.75,3.8,1.91,12.0,18.0,4.0,10.0,14.0,14.0,2.0,5.0,1.0,5.0,0.0,0.0
SP1,20/09/2021,Barcelona,Granada,1,1,D,0,1,A,1.28,5.75,10.0,1.28,6.0,10.0,17.0,5.0,6.0,2.0,15.0,20.0,12.0,4.0,3.0,6.0,0.0,0.0
SP1,21/09/2021,Getafe,Ath Madrid,1,2,A,1,0,H,6.0,3.5,1.66,6.0,3.4,1.7,7.0,12.0,2.0,4.0,15.0,11.0,2.0,5.0,4.0,5.0,1.0,0.0
SP1,21/09/2021,Ath Bilbao,Vallecano,1,2,A,1,1,D,1.85,3.5,4.33,1.9,3.4,4.33,8.0,8.0,1.0,3.0,16.0,20.0,2.0,1.0,3.0,3.0,0.0,0.0
SP1,21/09/2021,Levante,Celta,0,2,A,0,0,D,2.6,3.4,2.7,2.55,3.4,2.75,6.0,4.0,2.0,2.0,16.0,12.0,2.0,4.0,3.0,2.0,0.0,0.0
SP1,22/09/2021,Espanol,Alaves,1,0,H,0,0,D,1.8,3.5,4.75,1.83,3.4,4.75,10.0,8.0,2.0,2.0,14.0,18.0,4.0,8.0,2.0,1.0,0.0,0.0
SP1,22/09/2021,Sevilla,Valencia,3,1,H,3,1,H,1.61,3.8,6.0,1.65,3.8,5.5,11.0,8.0,5.0,3.0,25.0,21.0,1.0,4.0,5.0,3.0,0.0,0.0
SP1,22/09/2021,Real Madrid,Mallorca,6,1,H,3,1,H,1.22,6.5,12.0,1.25,6.0,12.0,18.0,17.0,12.0,5.0,18.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0
SP1,22/09/2021,Villarreal,Elche,4,1,H,2,1,H,1.5,4.2,6.5,1.53,4.0,6.75,14.0,9.0,9.0,3.0,16.0,11.0,8.0,7.0,1.0,2.0,0.0,0.0
SP1,23/09/2021,Granada,Sociedad,2,3,A,1,0,H,4.2,3.4,1.9,3.9,3.5,1.95,10.0,20.0,2.0,11.0,11.0,16.0,4.0,7.0,5.0,1.0,0.0,0.0
SP1,23/09/2021,Osasuna,Betis,1,3,A,1,1,D,2.37,3.25,3.0,2.3,3.4,3.1,11.0,16.0,3.0,9.0,18.0,10.0,4.0,7.0,2.0,0.0,0.0,0.0
SP1,23/09/2021,Cadiz,Barcelona,0,0,D,0,0,D,6.0,4.33,1.5,6.25,4.5,1.5,13.0,6.0,3.0,2.0,16.0,8.0,4.0,5.0,3.0,4.0,0.0,1.0
SP1,25/09/2021,Alaves,Ath Madrid,1,0,H,1,0,H,7.5,4.0,1.5,7.25,3.9,1.53,7.0,13.0,1.0,1.0,18.0,11.0,3.0,8.0,2.0,3.0,0.0,0.0
SP1,25/09/2021,Valencia,Ath Bilbao,1,1,D,0,0,D,2.6,3.2,2.8,2.55,3.2,2.9,13.0,12.0,6.0,4.0,14.0,17.0,4.0,5.0,5.0,2.0,1.0,0.0
SP1,25/09/2021,Sevilla,Espanol,2,0,H,1,0,H,1.57,3.8,6.5,1.6,3.9,6.0,12.0,13.0,5.0,2.0,10.0,8.0,4.0,8.0,4.0,0.0,1.0,0.0
SP1,25/09/2021,Real Madrid,Villarreal,0,0,D,0,0,D,1.5,4.75,5.75,1.5,4.75,5.75,15.0,6.0,2.0,2.0,10.0,12.0,6.0,3.0,1.0,2.0,0.0,0.0
SP1,26/09/2021,Mallorca,Osasuna,2,3,A,2,1,H,2.7,3.2,2.75,2.75,3.1,2.75,17.0,12.0,8.0,6.0,8.0,17.0,5.0,5.0,2.0,3.0,0.0,0.0
SP1,26/09/2021,Barcelona,Levante,3,0,H,2,0,H,1.4,5.5,6.5,1.42,5.0,6.75,20.0,6.0,12.0,2.0,11.0,16.0,11.0,1.0,1.0,3.0,0.0,0.0
SP1,26/09/2021,Sociedad,Elche,1,0,H,0,0,D,1.4,4.5,9.0,1.4,4.6,8.5,17.0,5.0,5.0,2.0,12.0,16.0,6.0,1.0,1.0,3.0,0.0,0.0
SP1,26/09/2021,Vallecano,Cadiz,3,1,H,2,1,H,1.6,3.8,6.0,1.62,3.8,5.75,13.0,6.0,6.0,1.0,11.0,11.0,4.0,3.0,2.0,4.0,0.0,0.0
SP1,26/09/2021,Betis,Getafe,2,0,H,1,0,H,1.75,3.6,4.75,1.75,3.8,4.6,20.0,8.0,5.0,3.0,12.0,19.0,3.0,3.0,1.0,3.0,0.0,0.0
SP1,27/09/2021,Celta,Granada,1,0,H,0,0,D,1.61,4.0,5.5,1.6,4.1,5.5,14.0,7.0,5.0,4.0,9.0,12.0,5.0,3.0,2.0,7.0,0.0,0.0
SP1,01/10/2021,Ath Bilbao,Alaves,1,0,H,1,0,H,1.53,3.75,7.5,1.57,3.8,6.75,16.0,17.0,5.0,5.0,16.0,12.0,13.0,9.0,3.0,2.0,0.0,0.0
SP1,02/10/2021,Osasuna,Vallecano,1,0,H,0,0,D,2.15,3.4,3.4,2.25,3.4,3.25,7.0,7.0,3.0,0.0,19.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0
SP1,02/10/2021,Mallorca,Levante,1,0,H,0,0,D,2.1,3.2,3.4,2.15,3.3,3.5,9.0,6.0,7.0,2.0,18.0,25.0,8.0,3.0,4.0,4.0,0.0,0.0
SP1,02/10/2021,Cadiz,Valencia,0,0,D,0,0,D,3.4,3.0,2.3,3.4,3.1,2.3,2.0,16.0,1.0,4.0,16.0,11.0,1.0,3.0,3.0,4.0,0.0,0.0
SP1,02/10/2021,Ath Madrid,Barcelona,2,0,H,2,0,H,1.9,3.5,4.0,1.91,3.5,4.2,6.0,9.0,3.0,2.0,13.0,10.0,2.0,6.0,2.0,1.0,0.0,0.0
SP1,03/10/2021,Elche,Celta,1,0,H,0,0,D,3.3,3.2,2.3,3.4,3.1,2.3,12.0,10.0,5.0,1.0,14.0,19.0,7.0,4.0,4.0,3.0,0.0,0.0
SP1,03/10/2021,Espanol,Real Madrid,2,1,H,1,0,H,5.0,4.0,1.66,5.25,4.1,1.62,8.0,18.0,4.0,4.0,12.0,13.0,2.0,8.0,2.0,1.0,0.0,0.0
SP1,03/10/2021,Getafe,Sociedad,1,1,D,1,0,H,3.6,3.1,2.2,3.9,3.0,2.15,9.0,10.0,2.0,5.0,16.0,11.0,2.0,5.0,4.0,2.0,0.0,0.0
SP1,03/10/2021,Villarreal,Betis,2,0,H,1,0,H,2.0,3.6,3.6,2.0,3.7,3.6,11.0,10.0,5.0,3.0,14.0,9.0,4.0,6.0,2.0,4.0,0.0,0.0
SP1,03/10/2021,Granada,Sevilla,1,0,H,1,0,H,4.8,3.4,1.72,4.75,3.5,1.8,3.0,14.0,1.0,3.0,13.0,11.0,2.0,6.0,3.0,4.0,0.0,1.0
SP1,16/10/2021,Levante,Getafe,0,0,D,0,0,D,2.5,2.9,3.25,2.5,2.9,3.2,6.0,14.0,2.0,4.0,14.0,10.0,3.0,11.0,3.0,3.0,0.0,0.0
SP1,16/10/2021,Sociedad,Mallorca,1,0,H,0,0,D,1.4,4.5,8.5,1.47,4.1,7.5,10.0,7.0,2.0,1.0,11.0,21.0,2.0,6.0,3.0,3.0,1.0,0.0
SP1,17/10/2021,Vallecano,Elche,2,1,H,1,1,D,1.8,3.5,4.75,1.75,3.6,4.75,10.0,7.0,4.0,3.0,16.0,11.0,6.0,2.0,2.0,2.0,0.0,0.0
SP1,17/10/2021,Celta,Sevilla,0,1,A,0,0,D,3.4,3.25,2.2,3.3,3.1,2.3,14.0,8.0,3.0,2.0,13.0,9.0,5.0,4.0,2.0,3.0,0.0,0.0
SP1,17/10/2021,Villarreal,Osasuna,1,2,A,0,1,A,1.66,3.75,5.25,1.66,3.6,5.5,11.0,6.0,6.0,2.0,6.0,14.0,4.0,4.0,1.0,5.0,0.0,0.0
SP1,17/10/2021,Barcelona,Valencia,3,1,H,2,1,H,1.5,4.33,6.5,1.5,4.2,6.75,12.0,9.0,5.0,3.0,16.0,13.0,9.0,3.0,2.0,3.0,0.0,0.0
SP1,18/10/2021,Alaves,Betis,0,1,A,0,0,D,3.5,3.3,2.15,3.1,3.25,2.3,14.0,19.0,2.0,4.0,8.0,11.0,7.0,7.0,1.0,1.0,0.0,0.0
SP1,18/10/2021,Espanol,Cadiz,2,0,H,1,0,H,1.66,3.6,5.75,1.7,3.75,5.0,14.0,13.0,6.0,2.0,8.0,10.0,7.0,9.0,1.0,0.0,0.0,0.0
SP1,22/10/2021,Osasuna,Granada,1,1,D,1,0,H,1.72,3.5,5.25,1.78,3.6,4.5,17.0,9.0,6.0,4.0,15.0,11.0,4.0,1.0,1.0,3.0,1.0,0.0
SP1,23/10/2021,Valencia,Mallorca,2,2,D,0,2,A,1.66,3.8,5.25,1.7,3.8,4.8,20.0,9.0,6.0,4.0,15.0,19.0,5.0,0.0,4.0,5.0,0.0,2.0
SP1,23/10/2021,Cadiz,Alaves,0,2,A,0,1,A,2.5,2.9,3.2,2.55,2.85,3.1,23.0,8.0,4.0,4.0,11.0,14.0,14.0,3.0,0.0,2.0,0.0,0.0
SP1,23/10/2021,Elche,Espanol,2,2,D,1,0,H,2.7,3.0,2.87,2.65,2.87,3.0,12.0,20.0,7.0,7.0,15.0,9.0,3.0,7.0,3.0,1.0,0.0,0.0
SP1,23/10/2021,Ath Bilbao,Villarreal,2,1,H,1,1,D,2.45,3.0,3.2,2.5,3.0,3.0,14.0,11.0,7.0,3.0,7.0,12.0,9.0,2.0,0.0,3.0,0.0,0.0
SP1,24/10/2021,Sevilla,Levante,5,3,H,3,1,H,1.44,4.2,8.0,1.46,4.33,7.25,18.0,12.0,11.0,7.0,13.0,6.0,10.0,3.0,1.0,2.0,0.0,0.0
SP1,24/10/2021,Barcelona,Real Madrid,1,2,A,0,1,A,2.75,3.6,2.45,2.6,3.75,2.45,12.0,10.0,2.0,5.0,17.0,13.0,7.0,4.0,1.0,1.0,0.0,0.0
SP1,24/10/2021,Betis,Vallecano,3,2,H,2,1,H,1.83,3.75,4.2,1.8,3.6,4.2,11.0,14.0,5.0,3.0,12.0,12.0,4.0,4.0,1.0,2.0,0.0,0.0
SP1,24/10/2021,Ath Madrid,Sociedad,2,2,D,0,1,A,1.61,3.7,6.0,1.75,3.6,5.0,17.0,8.0,4.0,4.0,14.0,14.0,4.0,3.0,1.0,3.0,0.0,0.0
SP1,25/10/2021,Getafe,Celta,0,3,A,0,0,D,2.5,3.0,3.1,2.65,2.95,2.85,11.0,16.0,2.0,8.0,15.0,11.0,2.0,7.0,2.0,2.0,2.0,0.0
SP1,26/10/2021,Alaves,Elche,1,0,H,0,0,D,2.3,3.0,3.5,2.15,3.1,3.6,16.0,4.0,5.0,1.0,13.0,9.0,4.0,7.0,1.0,1.0,0.0,0.0
SP1,26/10/2021,Espanol,Ath Bilbao,1,1,D,1,0,H,2.9,3.0,2.62,2.7,3.0,2.8,14.0,23.0,3.0,7.0,7.0,12.0,8.0,12.0,1.0,2.0,1.0,0.0
SP1,26/10/2021,Villarreal,Cadiz,3,3,D,1,2,A,1.3,5.5,9.5,1.37,5.0,8.25,14.0,9.0,5.0,4.0,13.0,9.0,8.0,2.0,3.0,6.0,0.0,0.0
SP1,27/10/2021,Mallorca,Sevilla,1,1,D,1,0,H,5.5,3.3,1.75,6.0,3.25,1.71,11.0,10.0,4.0,3.0,16.0,14.0,4.0,2.0,3.0,6.0,1.0,0.0
SP1,27/10/2021,Vallecano,Barcelona,1,0,H,1,0,H,4.33,3.75,1.8,4.6,3.9,1.71,13.0,16.0,3.0,1.0,17.0,12.0,3.0,7.0,2.0,2.0,0.0,0.0
SP1,27/10/2021,Betis,Valencia,4,1,H,2,1,H,1.85,3.5,4.5,1.87,3.5,4.2,14.0,10.0,9.0,4.0,14.0,19.0,4.0,7.0,2.0,5.0,0.0,0.0
SP1,27/10/2021,Real Madrid,Osasuna,0,0,D,0,0,D,1.3,5.5,9.0,1.38,5.0,7.5,17.0,7.0,3.0,0.0,12.0,10.0,11.0,3.0,1.0,1.0,0.0,0.0
SP1,28/10/2021,Celta,Sociedad,0,2,A,0,0,D,2.87,3.4,2.45,2.85,3.5,2.35,14.0,11.0,6.0,4.0,12.0,11.0,7.0,6.0,1.0,0.0,0.0,0.0
SP1,28/10/2021,Granada,Getafe,1,1,D,0,1,A,2.6,2.8,3.25,2.6,2.87,3.0,18.0,6.0,3.0,4.0,10.0,15.0,5.0,0.0,1.0,4.0,0.0,0.0
SP1,28/10/2021,Levante,Ath Madrid,2,2,D,1,1,D,5.5,3.8,1.65,5.75,3.6,1.63,10.0,7.0,3.0,3.0,15.0,11.0,5.0,2.0,3.0,5.0,1.0,0.0
SP1,30/10/2021,Elche,Real Madrid,1,2,A,0,1,A,7.5,4.5,1.44,7.5,4.4,1.44,13.0,17.0,4.0,5.0,11.0,13.0,5.0,4.0,2.0,0.0,1.0,0.0
SP1,30/10/2021,Sevilla,Osasuna,2,0,H,1,0,H,1.53,4.0,7.0,1.51,4.33,6.25,16.0,10.0,4.0,3.0,17.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0
SP1,30/10/2021,Valencia,Villarreal,2,0,H,1,0,H,2.9,3.4,2.45,3.1,3.5,2.2,9.0,11.0,3.0,1.0,19.0,17.0,7.0,6.0,2.0,4.0,0.0,0.0
SP1,30/10/2021,Barcelona,Alaves,1,1,D,0,0,D,1.28,5.5,11.0,1.27,6.0,10.5,16.0,3.0,5.0,2.0,11.0,11.0,9.0,0.0,0.0,2.0,0.0,0.0
SP1,31/10/2021,Cadiz,Mallorca,1,1,D,0,1,A,2.5,3.0,3.2,2.4,3.0,3.2,13.0,11.0,2.0,5.0,14.0,16.0,6.0,5.0,3.0,7.0,0.0,2.0
SP1,31/10/2021,Ath Madrid,Betis,3,0,H,1,0,H,1.6,3.8,6.0,1.55,4.1,6.0,18.0,8.0,9.0,1.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0
SP1,31/10/2021,Getafe,Espanol,2,1,H,1,1,D,2.45,3.0,3.2,2.3,3.1,3.3,12.0,10.0,7.0,3.0,18.0,11.0,6.0,11.0,7.0,4.0,0.0,0.0
SP1,31/10/2021,Sociedad,Ath Bilbao,1,1,D,0,0,D,2.1,3.2,3.8,2.05,3.2,3.75,8.0,11.0,3.0,5.0,21.0,14.0,2.0,7.0,4.0,3.0,0.0,1.0
SP1,01/11/2021,Vallecano,Celta,0,0,D,0,0,D,2.37,3.25,3.1,2.4,3.3,2.9,11.0,10.0,5.0,4.0,13.0,14.0,4.0,7.0,2.0,5.0,0.0,0.0
