Total Matches,Number of Upsets,Percentage of Upsets,Average Upset Odds,File
3670,844,22.997275204359674,4.198631516587677,Bundesliga1_Top4Bookmakers.csv
4932,1042,21.127331711273317,4.314827255278305,LaLigaPrimeraDivision_Top4Bookmakers.csv
4173,871,20.87227414330218,4.077327784156141,LeChampionnat_Top4Bookmakers.csv
4938,1042,21.101660591332525,4.383913147792706,PremierLeague_Top4Bookmakers.csv
700,126,18.0,3.971230158730159,SerieA_Top4Bookmakers.csv
