Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
SP1,2008/9,23/05/2009,Sevilla,La Coruna,H,202.7,77.3,37,37,1,0,1.67,3.75,5.0,1.0,1.0,1.0,1.73,3.5,4.5,1.6,3.65,4.95,1.7,3.6,4.5,1.7,3.6,4.7,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.5,4.75,1.62,3.6,6.0,1.0,1.0,1.0,1.65,3.5,5.0,1.7,3.6,5.0,0,0,0,0,1.4707,0.3005,3.7749,0.2043,0.1008,0.0759,2.8429,1.1674,3.6594,0.4106,0.1926,0.1036,3.8143,1.8121,3.6026,0.4751,0.2366,0.1212,H
SP1,2008/9,23/05/2009,Valladolid,Sp Gijon,A,48.8,36.3,37,37,1,2,2.38,3.25,3.0,1.0,1.0,1.0,2.38,3.25,2.8,2.25,3.15,2.95,2.25,3.2,3.0,2.2,3.4,3.0,2.25,3.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.9,2.4,3.4,2.8,1.0,1.0,1.0,2.4,3.25,2.7,2.3,3.6,2.8,0,0,0,0,1.9329,0.5932,3.7303,0.3069,0.1483,0.0846,2.6571,1.0547,3.6711,0.3969,0.1928,0.0998,2.3179,0.8434,3.6958,0.3639,0.1804,0.0926,H
SP1,2008/9,23/05/2009,Villarreal,Valencia,H,170.0,227.5,37,37,3,1,2.25,3.5,3.0,1.0,1.0,1.0,2.3,3.3,2.9,2.15,3.35,2.95,2.25,3.3,2.9,2.3,3.3,2.9,2.0,3.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.3,3.0,2.38,3.4,2.88,1.0,1.0,1.0,2.25,3.4,2.8,2.2,3.5,2.62,0,0,0,0,1.8736,0.5589,3.7351,0.2983,0.1478,0.0834,2.7036,1.0798,3.6686,0.3994,0.1886,0.1007,2.3536,0.8611,3.6939,0.3659,0.1764,0.0934,H
SP1,2008/9,24/05/2009,Real Madrid,Mallorca,A,428.6,68.9,37,37,1,3,1.5,4.33,6.0,1.0,1.0,1.0,1.53,4.0,5.5,1.45,4.05,6.0,1.5,4.0,6.0,1.45,4.0,6.0,1.4,4.2,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.0,5.5,1.47,4.2,7.0,1.0,1.0,1.0,1.5,3.75,6.5,1.53,4.0,6.0,0,0,1,1,1.345,0.2206,3.7868,0.164,0.0811,0.0741,3.1807,1.385,3.6382,0.4354,0.2084,0.1101,4.6071,2.3082,3.5722,0.501,0.2464,0.1335,H
SP1,2008/9,30/05/2009,Ath Madrid,Almeria,H,221.4,80.0,38,38,3,0,1.25,5.25,13.0,1.0,1.0,1.0,1.25,5.0,12.0,1.22,5.5,10.0,1.25,5.0,11.0,1.3,4.4,8.5,1.2,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,5.75,12.0,1.22,5.75,13.0,1.0,1.0,1.0,1.2,5.5,12.0,1.29,5.25,10.0,0,0,0,0,1.1686,0.1112,3.8007,0.0951,0.0503,0.0722,4.0286,1.9438,3.5937,0.4825,0.2419,0.1247,8.3214,4.772,3.4817,0.5735,0.2977,0.1698,H
SP1,2008/9,30/05/2009,La Coruna,Barcelona,D,77.3,425.4,38,38,1,1,2.0,3.6,3.4,1.0,1.0,1.0,2.15,3.5,3.0,2.15,3.5,2.85,2.1,3.5,3.1,2.2,3.3,2.85,2.1,3.4,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.6,3.1,2.0,3.75,3.33,1.0,1.0,1.0,2.0,3.4,3.2,2.1,3.6,3.2,0,1,0,1,1.7714,0.4916,3.7454,0.2775,0.1357,0.0814,2.7964,1.1409,3.6619,0.408,0.1959,0.1026,2.4879,0.9555,3.6819,0.3841,0.1937,0.0962,H
SP1,2008/9,30/05/2009,Mallorca,Villarreal,A,68.9,170.0,38,38,2,3,3.4,3.3,2.15,1.0,1.0,1.0,3.1,3.3,2.15,3.3,3.5,1.95,3.4,3.4,2.0,3.0,3.5,2.0,3.2,3.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.4,2.05,3.4,3.4,2.1,1.0,1.0,1.0,3.1,3.2,2.2,3.2,3.4,2.2,0,0,0,0,2.5857,1.0098,3.6761,0.3905,0.1906,0.0983,2.6857,1.0696,3.6696,0.3983,0.19,0.1004,1.7714,0.4934,3.745,0.2785,0.1385,0.0814,A
SP1,2008/9,30/05/2009,Valencia,Ath Bilbao,H,227.5,77.6,38,38,2,0,1.36,4.75,8.5,1.0,1.0,1.0,1.36,4.33,8.0,1.3,4.8,8.0,1.0,1.0,1.0,1.35,4.2,7.5,1.3,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.2,9.0,1.33,5.0,9.0,1.0,1.0,1.0,1.3,4.5,8.5,1.36,4.8,8.0,0,0,0,0,1.2079,0.1576,3.7948,0.1305,0.0681,0.0728,3.3507,1.7706,3.5661,0.5284,0.2726,0.1125,5.6786,3.5082,3.4532,0.6178,0.3131,0.1384,H
SP1,2008/9,31/05/2009,Betis,Valladolid,D,118.7,48.8,38,38,1,1,1.83,3.6,4.2,1.0,1.0,1.0,1.83,3.4,4.0,1.75,3.3,4.4,1.8,3.3,4.25,1.75,3.4,4.0,1.73,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.6,4.0,1.83,3.4,4.5,1.0,1.0,1.0,1.8,3.4,4.0,1.83,3.6,4.2,0,0,0,0,1.5643,0.3584,3.766,0.2291,0.1099,0.0775,2.7286,1.099,3.6663,0.4028,0.1945,0.1012,3.2771,1.4478,3.6325,0.4418,0.2136,0.1119,H
SP1,2008/9,31/05/2009,Espanol,Malaga,H,95.3,54.0,38,38,3,0,1.91,3.6,3.8,1.0,1.0,1.0,1.83,3.4,3.8,1.85,3.35,3.8,1.87,3.4,3.8,1.9,3.2,3.6,1.83,3.2,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.75,3.8,1.9,3.5,4.0,1.0,1.0,1.0,1.85,3.4,3.75,1.85,3.6,4.0,0,0,0,0,1.61,0.3876,3.7615,0.2408,0.1157,0.0783,2.7429,1.1113,3.6648,0.4052,0.1988,0.1015,3.0071,1.2729,3.6488,0.4233,0.2002,0.1068,H
SP1,2008/9,31/05/2009,Numancia,Sevilla,A,38.1,202.7,38,38,0,2,4.2,3.6,1.83,1.0,1.0,1.0,3.6,3.4,1.91,3.9,3.25,1.85,3.8,3.4,1.87,3.6,3.2,1.9,3.5,3.2,1.91,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.5,1.85,4.0,3.4,1.91,1.0,1.0,1.0,3.75,3.3,1.85,4.0,3.6,1.85,0,0,0,0,2.9964,1.2757,3.6479,0.4257,0.2109,0.1065,2.7036,1.0841,3.6678,0.401,0.195,0.1007,1.6236,0.3952,3.7603,0.2434,0.1148,0.0785,A
SP1,2008/9,31/05/2009,Osasuna,Real Madrid,H,67.1,428.6,38,38,2,1,1.7,4.0,4.33,1.0,1.0,1.0,1.7,3.8,4.2,1.7,3.8,3.95,1.7,3.75,4.25,1.7,3.6,3.9,1.73,3.6,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.65,4.33,3.8,1.75,4.2,4.0,1.0,1.0,1.0,1.7,3.75,4.0,1.7,4.2,4.2,0,0,0,0,1.5021,0.3182,3.7723,0.2119,0.0993,0.0764,3.0736,1.3282,3.6427,0.4321,0.2156,0.108,3.17,1.3816,3.6383,0.4358,0.2127,0.1099,H
SP1,2008/9,31/05/2009,Santander,Getafe,D,85.5,74.5,38,38,1,1,3.3,3.3,2.15,1.0,1.0,1.0,3.0,3.25,2.25,3.45,3.2,2.0,3.25,3.25,2.1,3.4,2.9,2.1,3.2,3.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.3,2.15,3.4,3.25,2.15,1.0,1.0,1.0,3.2,3.25,2.1,3.2,3.25,2.25,0,0,0,0,2.6,1.0196,3.6749,0.3922,0.1919,0.0986,2.5821,1.0049,3.6768,0.3892,0.1841,0.0982,1.8036,0.5129,3.7421,0.2844,0.1399,0.082,A
SP1,2008/9,31/05/2009,Sp Gijon,Recreativo,H,36.3,49.9,38,38,2,1,1.33,5.0,8.5,1.0,1.0,1.0,1.3,5.0,9.0,1.35,4.7,6.8,1.35,4.5,8.0,1.3,4.7,8.0,1.29,4.5,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28,4.8,9.0,1.3,5.5,8.0,1.0,1.0,1.0,1.3,4.5,8.5,1.33,5.0,8.5,0,0,0,0,1.2236,0.1428,3.7971,0.1167,0.0576,0.0726,3.7286,1.7441,3.6083,0.4678,0.231,0.1199,6.1643,3.306,3.5275,0.5363,0.2653,0.1522,H
SP1,2009/10,29/08/2009,Real Madrid,La Coruna,H,451.7,75.9,1,1,3,2,1.25,5.5,13.0,1.0,1.0,1.0,1.25,5.0,11.0,1.2,5.75,10.5,1.25,5.5,11.0,1.25,5.0,12.0,1.25,4.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.5,10.0,1.2,6.0,15.0,1.0,1.0,1.0,1.25,5.0,10.0,1.2,5.0,11.0,0,0,0,0,1.1657,0.1066,3.8012,0.0914,0.0456,0.0721,4.0536,1.9644,3.5921,0.4846,0.2445,0.1251,8.3929,4.8483,3.4794,0.5777,0.2988,0.1703,H
SP1,2009/10,29/08/2009,Zaragoza,Tenerife,H,87.25,34.0,1,1,1,0,1.91,3.4,4.2,1.0,1.0,1.0,1.8,3.3,4.2,1.85,3.35,3.8,1.85,3.4,4.1,1.9,3.3,3.9,1.8,3.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.25,4.2,1.8,3.5,4.5,1.0,1.0,1.0,1.8,3.3,4.0,1.8,3.25,3.8,0,0,0,0,1.5936,0.3771,3.7631,0.2366,0.1131,0.078,2.6607,1.0527,3.6715,0.3957,0.1872,0.0999,3.1929,1.3977,3.6367,0.4378,0.2143,0.1103,H
SP1,2009/10,30/08/2009,Almeria,Valladolid,D,63.7,50.5,1,1,0,0,2.1,3.3,3.5,1.0,1.0,1.0,2.2,3.25,3.1,2.15,3.25,3.05,2.1,3.3,3.3,1.9,3.3,3.9,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.2,2.2,3.2,3.4,1.0,1.0,1.0,2.1,3.2,3.2,2.05,3.2,3.1,0,0,0,0,1.7857,0.5016,3.7438,0.2809,0.1371,0.0816,2.6,1.0126,3.6761,0.3895,0.1803,0.0986,2.625,1.0503,3.6706,0.4001,0.2028,0.099,H
SP1,2009/10,30/08/2009,Ath Bilbao,Espanol,H,100.8,71.0,1,1,1,0,2.1,3.3,3.5,1.0,1.0,1.0,2.2,3.25,3.0,2.2,3.25,2.95,2.2,3.25,3.2,2.15,3.25,3.25,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.2,2.25,3.25,3.2,1.0,1.0,1.0,2.1,3.2,3.2,2.15,3.2,2.9,0,0,0,0,1.8321,0.528,3.74,0.2882,0.1374,0.0826,2.5964,1.01,3.6764,0.389,0.1789,0.0985,2.5143,0.9718,3.68,0.3865,0.1936,0.0967,H
SP1,2009/10,30/08/2009,Malaga,Ath Madrid,H,58.6,210.8,1,1,3,0,3.4,3.4,2.1,1.0,1.0,1.0,3.1,3.25,2.15,3.3,3.35,2.0,3.4,3.25,2.1,3.2,3.2,2.2,3.0,3.2,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.2,2.1,3.4,3.4,2.1,1.0,1.0,1.0,3.2,3.2,2.1,3.1,3.2,2.05,0,0,0,0,2.5929,1.0138,3.6756,0.391,0.1903,0.0984,2.6179,1.0255,3.6746,0.3917,0.1847,0.099,1.7857,0.4987,3.7444,0.2793,0.1329,0.0816,A
SP1,2009/10,30/08/2009,Mallorca,Xerez,H,65.1,32.5,1,1,2,0,1.91,3.4,4.33,1.0,1.0,1.0,1.7,3.5,4.5,1.75,3.45,4.15,1.91,3.2,4.2,1.8,3.4,4.3,1.67,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.4,4.2,1.8,3.4,4.75,1.0,1.0,1.0,1.73,3.4,4.5,1.73,3.4,4.0,0,0,0,0,1.5536,0.3561,3.7663,0.2292,0.1156,0.0773,2.7107,1.0837,3.6682,0.3998,0.1861,0.1009,3.3757,1.5122,3.6269,0.448,0.2179,0.1137,H
SP1,2009/10,30/08/2009,Osasuna,Villarreal,D,60.0,163.7,1,1,1,1,2.88,3.2,2.5,1.0,1.0,1.0,2.88,3.25,2.3,2.75,3.2,2.35,2.8,3.25,2.45,2.7,3.2,2.5,2.62,3.25,2.3,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.2,2.35,3.0,3.4,2.3,1.0,1.0,1.0,2.7,3.2,2.4,2.5,3.25,2.4,0,1,0,1,2.2557,0.8024,3.7012,0.3557,0.1761,0.0913,2.6,1.0131,3.676,0.3897,0.1809,0.0986,1.9893,0.6288,3.7251,0.3161,0.1527,0.0858,A
SP1,2009/10,30/08/2009,Santander,Getafe,A,65.5,77.3,1,1,1,4,2.15,3.3,3.4,1.0,1.0,1.0,2.0,3.25,3.5,2.05,3.25,3.25,2.0,3.3,3.6,2.1,3.25,3.4,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.2,3.5,2.05,3.25,3.75,1.0,1.0,1.0,1.9,3.25,3.6,2.0,3.2,3.2,0,0,1,1,1.7257,0.4631,3.7497,0.2683,0.1319,0.0805,2.6036,1.0146,3.6759,0.3897,0.1796,0.0987,2.7643,1.1237,3.6635,0.4065,0.1984,0.1019,H
SP1,2009/10,30/08/2009,Valencia,Sevilla,H,240.0,218.3,1,1,2,0,2.25,3.3,3.2,1.0,1.0,1.0,2.3,3.3,2.8,2.25,3.2,2.9,2.2,3.2,3.2,2.15,3.25,3.25,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.2,2.8,2.1,3.33,3.5,1.0,1.0,1.0,2.2,3.2,3.0,2.2,3.2,2.8,0,0,0,0,1.8679,0.5512,3.7365,0.2951,0.1416,0.0833,2.5986,1.0119,3.6762,0.3894,0.1807,0.0986,2.4464,0.9363,3.6838,0.3827,0.1955,0.0953,H
SP1,2009/10,31/08/2009,Barcelona,Sp Gijon,H,515.4,55.2,1,1,3,0,1.17,8.0,13.0,1.0,1.0,1.0,1.14,6.5,15.0,1.12,7.5,13.0,1.15,7.0,15.0,1.17,6.0,15.0,1.14,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,6.0,15.0,1.14,7.5,19.0,1.0,1.0,1.0,1.14,6.5,15.0,1.12,6.0,15.0,0,0,0,0,1.1029,0.0665,3.8047,0.0603,0.0307,0.0717,5.0714,2.6448,3.5526,0.5215,0.2686,0.1394,10.8571,6.3904,3.4542,0.5886,0.2961,0.1845,H
SP1,2009/10,12/09/2009,Ath Madrid,Santander,D,210.8,65.5,2,2,1,1,1.44,4.33,7.0,1.0,1.0,1.0,1.5,3.75,6.5,1.4,4.0,7.25,1.45,4.0,7.5,1.4,4.5,7.0,1.44,3.75,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.45,3.75,7.0,1.5,4.0,7.0,1.0,1.0,1.0,1.4,4.0,7.0,1.44,3.75,6.0,0,0,0,0,1.3157,0.2018,3.7895,0.1534,0.0758,0.0737,3.1307,1.3635,3.6395,0.4355,0.2153,0.1091,5.1607,2.6619,3.5541,0.5158,0.2548,0.1408,H
SP1,2009/10,12/09/2009,Espanol,Real Madrid,A,71.0,451.7,2,2,0,3,6.0,3.8,1.57,1.0,1.0,1.0,5.0,3.6,1.62,6.5,3.55,1.5,5.5,3.7,1.6,5.4,3.7,1.6,5.0,3.5,1.57,1.0,1.0,1.0,1.0,1.0,1.0,5.2,3.75,1.55,5.5,4.2,1.57,1.0,1.0,1.0,5.5,3.5,1.57,5.0,3.6,1.53,0,0,0,0,4.1857,2.0514,3.5865,0.4901,0.2467,0.1272,2.9214,1.2265,3.6528,0.4198,0.205,0.1051,1.4057,0.2581,3.7814,0.1836,0.0891,0.0749,A
SP1,2009/10,12/09/2009,Getafe,Barcelona,A,77.3,515.4,2,2,0,2,6.5,4.2,1.5,1.0,1.0,1.0,6.5,3.75,1.5,6.2,4.0,1.45,6.75,4.0,1.47,6.0,3.7,1.55,7.0,4.0,1.36,1.0,1.0,1.0,1.0,1.0,1.0,6.75,3.75,1.45,7.0,4.5,1.44,1.0,1.0,1.0,6.5,3.8,1.44,6.0,3.75,1.44,0,0,0,0,4.9429,2.511,3.5622,0.508,0.248,0.1382,3.1036,1.3458,3.6412,0.4336,0.2143,0.1086,1.3286,0.2117,3.7881,0.1593,0.0803,0.0739,A
SP1,2009/10,12/09/2009,Sevilla,Zaragoza,H,218.3,87.25,2,2,4,1,1.57,3.8,6.0,1.0,1.0,1.0,1.57,3.6,5.5,1.45,3.9,6.5,1.53,3.75,6.5,1.45,4.0,7.0,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.75,6.0,1.57,3.5,7.5,1.0,1.0,1.0,1.57,3.5,5.5,1.44,3.75,6.0,0,0,0,0,1.3729,0.2402,3.784,0.175,0.0882,0.0745,2.9321,1.2301,3.6526,0.4195,0.2044,0.1053,4.6786,2.4024,3.5639,0.5135,0.2677,0.134,H
SP1,2009/10,13/09/2009,La Coruna,Malaga,H,75.9,58.6,2,2,1,0,1.83,3.5,4.33,1.0,1.0,1.0,1.8,3.25,4.33,1.75,3.3,4.4,1.83,3.4,4.25,1.85,3.4,4.0,1.83,3.2,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.25,4.0,1.75,3.6,4.75,1.0,1.0,1.0,1.8,3.3,4.0,1.8,3.3,3.75,0,0,0,0,1.5743,0.3642,3.7652,0.2313,0.1097,0.0777,2.6786,1.0663,3.6699,0.3981,0.1912,0.1002,3.2543,1.4477,3.6316,0.4449,0.2237,0.1114,H
SP1,2009/10,13/09/2009,Sp Gijon,Almeria,H,55.2,63.7,2,2,1,0,2.38,3.25,3.0,1.0,1.0,1.0,2.25,3.25,2.88,2.25,3.2,2.9,2.35,3.25,2.9,2.2,3.3,3.1,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.2,2.8,2.3,3.4,3.0,1.0,1.0,1.0,2.3,3.2,2.8,2.25,3.2,2.75,0,0,0,0,1.9129,0.5793,3.7324,0.3028,0.1447,0.0842,2.6071,1.0177,3.6755,0.3903,0.1818,0.0988,2.3486,0.8581,3.6943,0.3654,0.1776,0.0933,H
SP1,2009/10,13/09/2009,Tenerife,Osasuna,H,34.0,60.0,2,2,2,1,2.38,3.25,3.0,1.0,1.0,1.0,2.38,3.25,2.75,2.25,3.2,2.9,2.45,3.25,2.8,2.3,3.2,3.0,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.1,2.75,2.3,3.4,3.0,1.0,1.0,1.0,2.38,3.25,2.62,2.3,3.2,2.62,0,0,0,0,1.9457,0.6034,3.7287,0.3101,0.1518,0.0849,2.5929,1.0092,3.6764,0.3892,0.1824,0.0985,2.3171,0.8424,3.696,0.3636,0.1804,0.0926,H
SP1,2009/10,13/09/2009,Valladolid,Valencia,A,50.5,240.0,2,2,2,4,3.4,3.4,2.1,1.0,1.0,1.0,3.2,3.25,2.1,3.45,3.2,2.0,3.4,3.25,2.1,3.6,3.3,2.0,3.0,3.2,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.2,2.15,3.2,3.25,2.25,1.0,1.0,1.0,3.2,3.2,2.1,3.1,3.3,2.0,0,0,0,0,2.6179,1.0343,3.6731,0.3951,0.196,0.0989,2.6107,1.02,3.6753,0.3907,0.1824,0.0988,1.7786,0.4963,3.7447,0.2791,0.136,0.0815,A
SP1,2009/10,13/09/2009,Villarreal,Mallorca,D,163.7,65.1,2,2,1,1,1.57,3.8,6.0,1.0,1.0,1.0,1.57,3.6,5.5,1.5,3.7,6.0,1.53,3.75,6.5,1.55,3.7,6.0,1.5,3.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.75,6.0,1.53,3.8,7.0,1.0,1.0,1.0,1.5,3.75,6.0,1.5,3.6,5.5,0,0,0,0,1.375,0.2383,3.7843,0.1733,0.0835,0.0745,2.925,1.22,3.654,0.4171,0.1968,0.1052,4.6071,2.3082,3.5722,0.501,0.2464,0.1335,H
SP1,2009/10,13/09/2009,Xerez,Ath Bilbao,A,32.5,100.8,2,2,0,1,2.75,3.2,2.63,1.0,1.0,1.0,2.6,3.2,2.5,2.65,3.2,2.45,2.6,3.25,2.6,2.6,3.2,2.6,2.6,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.1,2.45,2.6,3.2,2.75,1.0,1.0,1.0,2.7,3.2,2.38,2.5,3.1,2.5,0,0,0,0,2.1643,0.7386,3.7099,0.3413,0.1622,0.0894,2.5607,0.9878,3.679,0.3858,0.1782,0.0978,2.0886,0.6951,3.7156,0.3328,0.1643,0.0878,A
SP1,2009/10,19/09/2009,Barcelona,Ath Madrid,H,515.4,210.8,3,3,5,2,1.33,5.0,8.5,1.0,1.0,1.0,1.33,4.5,8.0,1.35,4.5,7.25,1.33,4.75,8.5,1.35,4.7,7.8,1.33,4.33,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.5,8.5,1.36,4.75,9.0,1.0,1.0,1.0,1.33,4.33,8.5,1.29,4.5,8.0,0,0,0,0,1.2321,0.1491,3.7964,0.121,0.0601,0.0727,3.6329,1.6892,3.612,0.465,0.2315,0.1182,6.075,3.2483,3.5297,0.5347,0.2658,0.1513,H
SP1,2009/10,19/09/2009,La Coruna,Espanol,A,75.9,71.0,3,3,2,3,1.95,3.4,3.8,1.0,1.0,1.0,1.95,3.3,3.6,1.9,3.25,3.75,1.95,3.35,3.75,1.9,3.3,3.9,1.83,3.2,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.25,3.75,1.91,3.4,4.1,1.0,1.0,1.0,1.9,3.3,3.6,1.91,3.2,3.5,0,0,1,1,1.65,0.4121,3.7577,0.2498,0.1179,0.079,2.6393,1.0384,3.6732,0.3934,0.1849,0.0994,2.9643,1.2496,3.6508,0.4216,0.204,0.1059,H
SP1,2009/10,19/09/2009,Malaga,Santander,A,58.6,65.5,3,3,1,2,2.05,3.3,3.6,1.0,1.0,1.0,2.0,3.25,3.5,2.05,3.25,3.25,2.0,3.3,3.6,2.0,3.3,3.6,1.8,3.3,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.2,3.5,2.05,3.4,3.6,1.0,1.0,1.0,2.0,3.2,3.4,2.0,3.2,3.2,0,0,1,1,1.7107,0.4532,3.7512,0.2649,0.1272,0.0802,2.6214,1.0267,3.6745,0.3917,0.183,0.0991,2.7857,1.1377,3.662,0.4084,0.1993,0.1024,H
SP1,2009/10,19/09/2009,Mallorca,Tenerife,H,65.1,34.0,3,3,4,0,2.0,3.4,3.6,1.0,1.0,1.0,1.83,3.3,4.0,1.9,3.25,3.75,1.95,3.35,3.75,1.85,3.4,4.0,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.25,4.0,1.91,3.4,4.1,1.0,1.0,1.0,1.9,3.3,3.6,1.95,3.2,3.4,0,0,0,0,1.6464,0.411,3.7578,0.2496,0.1208,0.079,2.6464,1.0433,3.6726,0.3942,0.1859,0.0996,2.9786,1.2666,3.6486,0.4252,0.2121,0.1061,H
SP1,2009/10,19/09/2009,Osasuna,Sevilla,A,60.0,218.3,3,3,0,2,3.25,3.25,2.25,1.0,1.0,1.0,2.8,3.3,2.3,3.15,3.25,2.1,3.2,3.2,2.2,3.0,3.2,2.3,3.0,3.2,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.2,2.15,3.6,3.4,2.05,1.0,1.0,1.0,2.9,3.2,2.25,2.9,3.2,2.2,0,0,0,0,2.4929,0.9619,3.681,0.3859,0.195,0.0963,2.6,1.0133,3.676,0.3897,0.1815,0.0986,1.85,0.5422,3.7377,0.2931,0.1442,0.0829,A
SP1,2009/10,20/09/2009,Almeria,Getafe,H,63.7,77.3,3,3,1,0,2.5,3.25,2.8,1.0,1.0,1.0,2.3,3.3,2.8,2.35,3.2,2.75,2.5,3.2,2.75,2.4,3.2,2.85,2.38,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.9,2.5,3.4,2.75,1.0,1.0,1.0,2.4,3.2,2.6,2.4,3.1,2.6,0,0,0,0,1.9986,0.6352,3.7242,0.3178,0.1541,0.086,2.5893,1.0071,3.6767,0.389,0.1826,0.0984,2.2429,0.7908,3.7029,0.3526,0.1711,0.0911,H
SP1,2009/10,20/09/2009,Ath Bilbao,Villarreal,H,100.8,163.7,3,3,3,2,2.63,3.25,2.63,1.0,1.0,1.0,2.6,3.25,2.5,2.6,3.25,2.45,2.6,3.25,2.6,2.55,3.3,2.55,2.4,3.25,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.65,2.75,3.4,2.5,1.0,1.0,1.0,2.6,3.2,2.4,2.5,3.1,2.5,0,0,0,0,2.1236,0.7145,3.7131,0.3365,0.1625,0.0886,2.5964,1.0122,3.6761,0.3898,0.1842,0.0985,2.0914,0.6932,3.7161,0.3314,0.1593,0.0879,No Consensus
SP1,2009/10,20/09/2009,Real Madrid,Xerez,H,451.7,32.5,3,3,5,0,1.13,8.0,21.0,1.0,1.0,1.0,1.12,7.0,17.0,1.12,7.5,13.0,1.12,8.0,16.0,1.12,7.5,20.0,1.1,7.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,8.5,17.0,1.08,10.0,25.0,1.0,1.0,1.0,1.12,7.0,15.0,1.11,6.5,15.0,0,0,0,0,1.0786,0.0517,3.8057,0.0479,0.0249,0.0716,5.7857,3.1323,3.5303,0.5414,0.2804,0.1477,12.7143,7.9501,3.4214,0.6253,0.3363,0.1912,H
SP1,2009/10,20/09/2009,Valencia,Sp Gijon,D,240.0,55.2,3,3,2,2,1.29,5.25,10.0,1.0,1.0,1.0,1.3,4.75,9.0,1.25,5.5,8.5,1.3,5.0,9.0,1.27,5.0,10.0,1.3,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28,4.75,9.0,1.3,5.0,11.0,1.0,1.0,1.0,1.3,4.5,9.0,1.29,4.5,8.0,0,0,0,0,1.2057,0.1308,3.7985,0.1085,0.0521,0.0725,3.7557,1.767,3.6062,0.4705,0.2358,0.1203,6.8214,3.7588,3.5109,0.551,0.2801,0.1583,H
