Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,B365D_Prob,BWD_Prob,B365A_Prob,BWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
B1,07/03/2010,Mechelen,Genk,H,2.75,3.3,2.5,2.55,3.3,2.45,2009/10,€17.65m,€31.70m,36.3636,39.2157,30.303,30.303,40.0,40.8163,A,37.7896,2.0167,30.303,0.0,40.4082,0.5772,JupilerLeague
B1,10/03/2010,Charleroi,Lokeren,H,2.4,3.2,3.0,2.15,3.2,3.1,2009/10,€16.63m,€19.00m,41.6667,46.5116,31.25,31.25,33.3333,32.2581,H,44.0892,3.4259,31.25,0.0,32.7957,0.7603,JupilerLeague
B1,14/03/2010,Anderlecht,Genk,H,1.4,4.5,8.0,1.35,4.4,7.5,2009/10,€83.25m,€31.70m,71.4286,74.0741,22.2222,22.7273,12.5,13.3333,H,72.7514,1.8707,22.4748,0.3572,12.9166,0.5892,JupilerLeague
B1,14/03/2010,Club Brugge,Roeselare,H,1.3,5.0,10.0,1.25,5.2,9.0,2009/10,€53.65m,€12.43m,76.9231,80.0,20.0,19.2308,10.0,11.1111,H,78.4616,2.1757,19.6154,0.5439,10.5556,0.7857,JupilerLeague
B1,14/03/2010,Gent,Charleroi,H,1.53,3.8,6.5,1.5,3.7,6.0,2009/10,€29.75m,€16.63m,65.3595,66.6667,26.3158,27.027,15.3846,16.6667,H,66.0131,0.9243,26.6714,0.5029,16.0256,0.9066,JupilerLeague
B1,14/03/2010,Kortrijk,Lokeren,H,1.85,3.5,4.2,1.8,3.25,4.05,2009/10,€15.25m,€19.00m,54.0541,55.5556,28.5714,30.7692,23.8095,24.6914,H,54.8048,1.0617,29.6703,1.5541,24.2504,0.6236,JupilerLeague
B1,14/03/2010,St Truiden,Germinal,H,2.2,3.25,3.3,2.1,3.25,3.15,2009/10,€13.15m,€25.40m,45.4545,47.619,30.7692,30.7692,30.303,31.746,H,46.5368,1.5305,30.7692,0.0,31.0245,1.0204,JupilerLeague
B1,14/03/2010,Waregem,Standard,D,2.5,3.2,2.88,2.55,3.15,2.55,2009/10,€18.70m,€82.40m,40.0,39.2157,31.25,31.746,34.7222,39.2157,H,39.6078,0.5546,31.498,0.3507,36.969,3.1774,JupilerLeague
B1,14/03/2010,Westerlo,Cercle Brugge,H,2.5,3.25,2.8,2.2,3.2,3.0,2009/10,€16.60m,€16.63m,40.0,45.4545,30.7692,31.25,35.7143,33.3333,H,42.7272,3.8569,31.0096,0.34,34.5238,1.6836,JupilerLeague
B1,21/03/2010,Cercle Brugge,St Truiden,H,2.25,3.4,3.1,2.3,3.2,2.85,2009/10,€16.63m,€13.15m,44.4444,43.4783,29.4118,31.25,32.2581,35.0877,H,43.9613,0.6831,30.3309,1.2998,33.6729,2.0008,JupilerLeague
B1,21/03/2010,Genk,Kortrijk,D,2.2,3.4,3.2,2.0,3.25,3.45,2009/10,€31.70m,€15.25m,45.4545,50.0,29.4118,30.7692,31.25,28.9855,H,47.7272,3.2142,30.0905,0.9598,30.1178,1.6012,JupilerLeague
B1,21/03/2010,Germinal,Club Brugge,A,4.33,3.5,1.83,4.3,3.35,1.75,2009/10,€25.40m,€53.65m,23.0947,23.2558,28.5714,29.8507,54.6448,57.1429,A,23.1752,0.1139,29.211,0.9046,55.8938,1.7664,JupilerLeague
B1,21/03/2010,Lokeren,Anderlecht,A,6.0,3.8,1.57,6.8,3.75,1.45,2009/10,€19.00m,€83.25m,16.6667,14.7059,26.3158,26.6667,63.6943,68.9655,A,15.6863,1.3865,26.4912,0.2481,66.3299,3.7273,JupilerLeague
B1,21/03/2010,Mechelen,Waregem,H,2.9,3.4,2.38,2.75,3.25,2.3,2009/10,€17.65m,€18.70m,34.4828,36.3636,29.4118,30.7692,42.0168,43.4783,A,35.4232,1.3299,30.0905,0.9598,42.7476,1.0334,JupilerLeague
B1,21/03/2010,Roeselare,Westerlo,D,1.85,3.5,4.0,2.0,3.3,3.35,2009/10,€12.43m,€16.60m,54.0541,50.0,28.5714,30.303,25.0,29.8507,H,52.027,2.8667,29.4372,1.2244,27.4254,3.43,JupilerLeague
B1,21/03/2010,Standard,Gent,A,1.85,3.6,4.0,1.8,3.35,4.0,2009/10,€82.40m,€29.75m,54.0541,55.5556,27.7778,29.8507,25.0,25.0,H,54.8048,1.0617,28.8142,1.4658,25.0,0.0,JupilerLeague
B1,30/07/2010,Standard,Waregem,D,1.73,3.6,4.75,1.57,3.7,5.25,2010/11,€73.85m,€16.90m,57.8035,63.6943,27.7778,27.027,21.0526,19.0476,H,60.7489,4.1654,27.4024,0.5309,20.0501,1.4177,JupilerLeague
B1,31/07/2010,Anderlecht,Eupen,H,1.2,6.5,10.0,1.2,5.6,11.0,2010/11,€82.90m,€11.78m,83.3333,83.3333,15.3846,17.8571,10.0,9.0909,H,83.3333,0.0,16.6208,1.7483,9.5454,0.6428,JupilerLeague
B1,31/07/2010,Kortrijk,Club Brugge,H,3.75,3.3,1.91,3.75,3.4,1.87,2010/11,€14.80m,€49.55m,26.6667,26.6667,30.303,29.4118,52.356,53.4759,A,26.6667,0.0,29.8574,0.6302,52.916,0.7919,JupilerLeague
B1,31/07/2010,Mechelen,Lokeren,H,1.91,3.3,3.8,1.88,3.5,3.5,2010/11,€22.30m,€21.30m,52.356,53.1915,30.303,28.5714,26.3158,28.5714,H,52.7738,0.5908,29.4372,1.2244,27.4436,1.595,JupilerLeague
B1,31/07/2010,St Truiden,Lierse,H,2.1,3.2,3.2,2.1,3.4,3.0,2010/11,€14.05m,€17.45m,47.619,47.619,31.25,29.4118,31.25,33.3333,H,47.619,0.0,30.3309,1.2998,32.2917,1.4731,JupilerLeague
B1,31/07/2010,Westerlo,Gent,A,2.9,3.2,2.3,3.2,3.2,2.1,2010/11,€18.85m,€41.40m,34.4828,31.25,31.25,31.25,43.4783,47.619,A,32.8664,2.2859,31.25,0.0,45.5486,2.9279,JupilerLeague
B1,01/08/2010,Cercle Brugge,Charleroi,D,1.8,3.5,4.0,1.8,3.5,3.9,2010/11,€14.03m,€16.88m,55.5556,55.5556,28.5714,28.5714,25.0,25.641,H,55.5556,0.0,28.5714,0.0,25.3205,0.4533,JupilerLeague
B1,01/08/2010,Genk,Germinal,H,1.91,3.3,3.75,1.91,3.3,3.7,2010/11,€51.15m,€19.20m,52.356,52.356,30.303,30.303,26.6667,27.027,H,52.356,0.0,30.303,0.0,26.8468,0.2548,JupilerLeague
B1,06/08/2010,Lierse,Standard,A,3.1,3.3,2.3,3.0,3.2,2.2,2010/11,€17.45m,€73.85m,32.2581,33.3333,30.303,31.25,43.4783,45.4545,A,32.7957,0.7603,30.7765,0.6696,44.4664,1.3974,JupilerLeague
B1,07/08/2010,Charleroi,Anderlecht,D,7.0,3.8,1.5,7.25,4.0,1.4,2010/11,€16.88m,€82.90m,14.2857,13.7931,26.3158,25.0,66.6667,71.4286,A,14.0394,0.3483,25.6579,0.9304,69.0476,3.3672,JupilerLeague
B1,07/08/2010,Club Brugge,St Truiden,H,1.33,4.75,9.0,1.38,4.25,7.0,2010/11,€49.55m,€14.05m,75.188,72.4638,21.0526,23.5294,11.1111,14.2857,H,73.8259,1.9263,22.291,1.7514,12.6984,2.2448,JupilerLeague
B1,07/08/2010,Eupen,Westerlo,A,3.1,3.4,2.2,3.2,3.2,2.1,2010/11,€11.78m,€18.85m,32.2581,31.25,29.4118,31.25,45.4545,47.619,A,31.754,0.7128,30.3309,1.2998,46.5368,1.5305,JupilerLeague
B1,07/08/2010,Lokeren,Kortrijk,D,2.15,3.4,3.25,2.05,3.3,3.2,2010/11,€21.30m,€14.80m,46.5116,48.7805,29.4118,30.303,30.7692,31.25,H,47.646,1.6044,29.8574,0.6302,31.0096,0.34,JupilerLeague
B1,07/08/2010,Waregem,Mechelen,A,2.0,3.4,3.6,2.05,3.3,3.25,2010/11,€16.90m,€22.30m,50.0,48.7805,29.4118,30.303,27.7778,30.7692,H,49.3902,0.8623,29.8574,0.6302,29.2735,2.1152,JupilerLeague
B1,08/08/2010,Gent,Genk,A,2.0,3.4,3.6,1.91,3.4,3.6,2010/11,€41.40m,€51.15m,50.0,52.356,29.4118,29.4118,27.7778,27.7778,H,51.178,1.6659,29.4118,0.0,27.7778,0.0,JupilerLeague
B1,08/08/2010,Germinal,Cercle Brugge,D,1.9,3.4,4.0,1.91,3.4,3.5,2010/11,€19.20m,€14.03m,52.6316,52.356,29.4118,29.4118,25.0,28.5714,H,52.4938,0.1949,29.4118,0.0,26.7857,2.5254,JupilerLeague
B1,14/08/2010,Anderlecht,Germinal,H,1.33,5.0,9.0,1.28,4.75,9.0,2010/11,€82.90m,€19.20m,75.188,78.125,20.0,21.0526,11.1111,11.1111,H,76.6565,2.0768,20.5263,0.7443,11.1111,0.0,JupilerLeague
B1,14/08/2010,Gent,Eupen,H,1.33,5.0,9.0,1.3,4.6,8.75,2010/11,€41.40m,€11.78m,75.188,76.9231,20.0,21.7391,11.1111,11.4286,H,76.0556,1.2269,20.8696,1.2297,11.2698,0.2245,JupilerLeague
B1,14/08/2010,Kortrijk,St Truiden,H,1.91,3.4,4.0,1.95,3.3,3.5,2010/11,€14.80m,€14.05m,52.356,51.2821,29.4118,30.303,25.0,28.5714,H,51.8191,0.7594,29.8574,0.6302,26.7857,2.5254,JupilerLeague
B1,14/08/2010,Mechelen,Lierse,H,1.91,3.4,4.0,1.7,3.4,4.4,2010/11,€22.30m,€17.45m,52.356,58.8235,29.4118,29.4118,25.0,22.7273,H,55.5898,4.5732,29.4118,0.0,23.8636,1.607,JupilerLeague
B1,14/08/2010,Standard,Lokeren,D,1.53,3.8,6.5,1.5,3.65,6.15,2010/11,€73.85m,€21.30m,65.3595,66.6667,26.3158,27.3973,15.3846,16.2602,H,66.0131,0.9243,26.8566,0.7647,15.8224,0.6191,JupilerLeague
B1,14/08/2010,Westerlo,Waregem,D,2.2,3.25,3.3,2.2,3.2,3.0,2010/11,€18.85m,€16.90m,45.4545,45.4545,30.7692,31.25,30.303,33.3333,H,45.4545,0.0,31.0096,0.34,31.8182,2.1427,JupilerLeague
B1,15/08/2010,Cercle Brugge,Club Brugge,H,5.0,3.75,1.67,5.0,3.6,1.6,2010/11,€14.03m,€49.55m,20.0,20.0,26.6667,27.7778,59.8802,62.5,A,20.0,0.0,27.2222,0.7857,61.1901,1.8525,JupilerLeague
B1,15/08/2010,Genk,Charleroi,H,1.44,4.33,7.0,1.45,4.1,6.0,2010/11,€51.15m,€16.88m,69.4444,68.9655,23.0947,24.3902,14.2857,16.6667,H,69.205,0.3386,23.7424,0.9161,15.4762,1.6836,JupilerLeague
B1,20/08/2010,St Truiden,Standard,H,3.3,3.3,2.15,3.1,3.4,2.05,2010/11,€14.05m,€73.85m,30.303,32.2581,30.303,29.4118,46.5116,48.7805,A,31.2806,1.3825,29.8574,0.6302,47.646,1.6044,JupilerLeague
B1,21/08/2010,Germinal,Westerlo,D,2.25,3.25,3.2,2.25,3.2,2.95,2010/11,€19.20m,€18.85m,44.4444,44.4444,30.7692,31.25,31.25,33.8983,H,44.4444,0.0,31.0096,0.34,32.5742,1.8726,JupilerLeague
B1,21/08/2010,Lierse,Kortrijk,A,2.5,3.3,2.75,2.65,3.2,2.45,2010/11,€17.45m,€14.80m,40.0,37.7358,30.303,31.25,36.3636,40.8163,H,38.8679,1.601,30.7765,0.6696,38.59,3.1485,JupilerLeague
B1,21/08/2010,Lokeren,Anderlecht,A,5.5,3.75,1.62,5.0,3.8,1.57,2010/11,€21.30m,€82.90m,18.1818,20.0,26.6667,26.3158,61.7284,63.6943,A,19.0909,1.2857,26.4912,0.2481,62.7114,1.3901,JupilerLeague
B1,21/08/2010,Waregem,Cercle Brugge,H,2.0,3.4,3.6,2.0,3.3,3.4,2010/11,€16.90m,€14.03m,50.0,50.0,29.4118,30.303,27.7778,29.4118,H,50.0,0.0,29.8574,0.6302,28.5948,1.1554,JupilerLeague
B1,22/08/2010,Charleroi,Gent,A,3.5,3.4,2.05,3.1,3.3,2.1,2010/11,€16.88m,€41.40m,28.5714,32.2581,29.4118,30.303,48.7805,47.619,A,30.4148,2.6069,29.8574,0.6302,48.1998,0.8213,JupilerLeague
B1,22/08/2010,Club Brugge,Mechelen,A,1.62,3.6,5.75,1.55,4.0,5.0,2010/11,€49.55m,€22.30m,61.7284,64.5161,27.7778,25.0,17.3913,20.0,H,63.1222,1.9712,26.3889,1.9642,18.6956,1.8446,JupilerLeague
B1,22/08/2010,Eupen,Genk,A,5.25,3.6,1.67,5.0,3.8,1.57,2010/11,€11.78m,€51.15m,19.0476,20.0,27.7778,26.3158,59.8802,63.6943,A,19.5238,0.6734,27.0468,1.0338,61.7872,2.697,JupilerLeague
B1,28/08/2010,Anderlecht,Waregem,D,1.25,5.25,10.0,1.3,4.75,8.25,2010/11,€82.90m,€16.90m,80.0,76.9231,19.0476,21.0526,10.0,12.1212,H,78.4616,2.1757,20.0501,1.4177,11.0606,1.4999,JupilerLeague
B1,28/08/2010,Cercle Brugge,Lokeren,D,2.2,3.1,3.2,2.05,3.3,3.2,2010/11,€14.03m,€21.30m,45.4545,48.7805,32.2581,30.303,31.25,31.25,H,47.1175,2.3518,31.2806,1.3825,31.25,0.0,JupilerLeague
B1,28/08/2010,Charleroi,Eupen,H,1.73,3.3,4.75,1.7,3.6,4.25,2010/11,€16.88m,€11.78m,57.8035,58.8235,30.303,27.7778,21.0526,23.5294,H,58.3135,0.7212,29.0404,1.7856,22.291,1.7514,JupilerLeague
B1,28/08/2010,Mechelen,St Truiden,D,1.75,3.3,4.5,1.67,3.5,4.6,2010/11,€22.30m,€14.05m,57.1429,59.8802,30.303,28.5714,22.2222,21.7391,H,58.5116,1.9356,29.4372,1.2244,21.9806,0.3416,JupilerLeague
B1,28/08/2010,Standard,Kortrijk,H,1.75,3.3,4.5,1.7,3.4,4.6,2010/11,€73.85m,€14.80m,57.1429,58.8235,30.303,29.4118,22.2222,21.7391,H,57.9832,1.1884,29.8574,0.6302,21.9806,0.3416,JupilerLeague
B1,29/08/2010,Genk,Lierse,H,1.25,5.0,11.0,1.25,5.0,10.0,2010/11,€51.15m,€17.45m,80.0,80.0,20.0,20.0,9.0909,10.0,H,80.0,0.0,20.0,0.0,9.5454,0.6428,JupilerLeague
B1,29/08/2010,Gent,Germinal,H,1.53,3.6,6.0,1.45,4.0,6.25,2010/11,€41.40m,€19.20m,65.3595,68.9655,27.7778,25.0,16.6667,16.0,H,67.1625,2.5498,26.3889,1.9642,16.3334,0.4714,JupilerLeague
B1,29/08/2010,Westerlo,Club Brugge,A,2.8,3.2,2.38,2.85,3.2,2.3,2010/11,€18.85m,€49.55m,35.7143,35.0877,31.25,31.25,42.0168,43.4783,A,35.401,0.4431,31.25,0.0,42.7476,1.0334,JupilerLeague
B1,10/09/2010,St Truiden,Anderlecht,A,4.75,3.6,1.73,4.75,3.75,1.6,2010/11,€14.05m,€82.90m,21.0526,21.0526,27.7778,26.6667,57.8035,62.5,A,21.0526,0.0,27.2222,0.7857,60.1518,3.3209,JupilerLeague
B1,11/09/2010,Germinal,Charleroi,H,1.83,3.5,4.33,1.75,3.4,4.25,2010/11,€19.20m,€16.88m,54.6448,57.1429,28.5714,29.4118,23.0947,23.5294,H,55.8938,1.7664,28.9916,0.5943,23.312,0.3074,JupilerLeague
B1,11/09/2010,Kortrijk,Mechelen,H,2.2,3.3,3.25,2.35,3.2,2.8,2010/11,€14.80m,€22.30m,45.4545,42.5532,30.303,31.25,30.7692,35.7143,H,44.0038,2.0515,30.7765,0.6696,33.2418,3.4967,JupilerLeague
B1,11/09/2010,Lierse,Gent,D,5.0,3.75,1.67,5.25,3.75,1.55,2010/11,€17.45m,€41.40m,20.0,19.0476,26.6667,26.6667,59.8802,64.5161,A,19.5238,0.6734,26.6667,0.0,62.1982,3.2781,JupilerLeague
B1,11/09/2010,Standard,Cercle Brugge,H,1.5,4.0,7.0,1.5,3.8,5.75,2010/11,€73.85m,€14.03m,66.6667,66.6667,25.0,26.3158,14.2857,17.3913,H,66.6667,0.0,25.6579,0.9304,15.8385,2.196,JupilerLeague
B1,11/09/2010,Waregem,Eupen,D,1.4,4.5,8.0,1.45,3.75,7.0,2010/11,€16.90m,€11.78m,71.4286,68.9655,22.2222,26.6667,12.5,14.2857,H,70.197,1.7417,24.4444,3.1427,13.3928,1.2627,JupilerLeague
B1,12/09/2010,Club Brugge,Genk,D,2.4,3.3,2.9,2.3,3.5,2.65,2010/11,€49.55m,€51.15m,41.6667,43.4783,30.303,28.5714,34.4828,37.7358,H,42.5725,1.281,29.4372,1.2244,36.1093,2.3002,JupilerLeague
B1,12/09/2010,Lokeren,Westerlo,H,2.3,3.3,3.1,2.2,3.2,3.0,2010/11,€21.30m,€18.85m,43.4783,45.4545,30.303,31.25,32.2581,33.3333,H,44.4664,1.3974,30.7765,0.6696,32.7957,0.7603,JupilerLeague
B1,17/09/2010,Mechelen,Standard,H,3.0,3.4,2.3,3.0,3.3,2.15,2010/11,€22.30m,€73.85m,33.3333,33.3333,29.4118,30.303,43.4783,46.5116,A,33.3333,0.0,29.8574,0.6302,44.995,2.1449,JupilerLeague
B1,18/09/2010,Cercle Brugge,St Truiden,H,2.1,3.4,3.4,2.1,3.3,3.1,2010/11,€14.03m,€14.05m,47.619,47.619,29.4118,30.303,29.4118,32.2581,H,47.619,0.0,29.8574,0.6302,30.835,2.0126,JupilerLeague
B1,18/09/2010,Eupen,Germinal,A,3.0,3.4,2.3,2.85,3.2,2.3,2010/11,€11.78m,€19.20m,33.3333,35.0877,29.4118,31.25,43.4783,43.4783,A,34.2105,1.2405,30.3309,1.2998,43.4783,0.0,JupilerLeague
B1,18/09/2010,Genk,Lokeren,H,1.36,4.75,8.0,1.35,4.6,7.0,2010/11,€51.15m,€21.30m,73.5294,74.0741,21.0526,21.7391,12.5,14.2857,H,73.8018,0.3852,21.3959,0.4854,13.3928,1.2627,JupilerLeague
B1,18/09/2010,Westerlo,Lierse,H,2.25,3.4,3.0,2.2,3.1,3.1,2010/11,€18.85m,€17.45m,44.4444,45.4545,29.4118,32.2581,33.3333,32.2581,H,44.9494,0.7142,30.835,2.0126,32.7957,0.7603,JupilerLeague
B1,19/09/2010,Anderlecht,Kortrijk,H,1.3,5.0,9.5,1.3,4.6,8.75,2010/11,€82.90m,€14.80m,76.9231,76.9231,20.0,21.7391,10.5263,11.4286,H,76.9231,0.0,20.8696,1.2297,10.9775,0.638,JupilerLeague
B1,19/09/2010,Charleroi,Club Brugge,A,4.0,3.4,1.83,4.0,3.4,1.8,2010/11,€16.88m,€49.55m,25.0,25.0,29.4118,29.4118,54.6448,55.5556,A,25.0,0.0,29.4118,0.0,55.1002,0.644,JupilerLeague
B1,19/09/2010,Gent,Waregem,H,1.6,3.7,5.75,1.6,3.45,5.3,2010/11,€41.40m,€16.90m,62.5,62.5,27.027,28.9855,17.3913,18.8679,H,62.5,0.0,28.0062,1.3849,18.1296,1.0441,JupilerLeague
B1,21/09/2010,St Truiden,Genk,A,4.33,3.6,1.8,3.9,3.6,1.78,2010/11,€14.05m,€51.15m,23.0947,25.641,27.7778,27.7778,55.5556,56.1798,A,24.3678,1.8005,27.7778,0.0,55.8677,0.4414,JupilerLeague
B1,22/09/2010,Club Brugge,Eupen,H,1.2,6.0,10.0,1.18,6.0,11.5,2010/11,€49.55m,€11.78m,83.3333,84.7458,16.6667,16.6667,10.0,8.6957,H,84.0395,0.9988,16.6667,0.0,9.3479,0.9223,JupilerLeague
B1,22/09/2010,Kortrijk,Westerlo,A,1.95,3.3,4.0,1.75,3.4,4.25,2010/11,€14.80m,€18.85m,51.2821,57.1429,30.303,29.4118,25.0,23.5294,H,54.2125,4.1442,29.8574,0.6302,24.2647,1.0399,JupilerLeague
B1,22/09/2010,Lierse,Anderlecht,D,6.5,3.9,1.44,6.75,4.0,1.42,2010/11,€17.45m,€82.90m,15.3846,14.8148,25.641,25.0,69.4444,70.4225,A,15.0997,0.4029,25.3205,0.4533,69.9334,0.6916,JupilerLeague
B1,22/09/2010,Lokeren,Gent,H,3.2,3.4,2.2,2.8,3.35,2.2,2010/11,€21.30m,€41.40m,31.25,35.7143,29.4118,29.8507,45.4545,45.4545,A,33.4822,3.1567,29.6312,0.3103,45.4545,0.0,JupilerLeague
B1,22/09/2010,Mechelen,Cercle Brugge,D,1.91,3.4,4.0,1.85,3.3,3.9,2010/11,€22.30m,€14.03m,52.356,54.0541,29.4118,30.303,25.0,25.641,H,53.205,1.2007,29.8574,0.6302,25.3205,0.4533,JupilerLeague
B1,22/09/2010,Standard,Charleroi,H,1.4,4.0,7.0,1.35,4.4,7.75,2010/11,€73.85m,€16.88m,71.4286,74.0741,25.0,22.7273,14.2857,12.9032,H,72.7514,1.8707,23.8636,1.607,13.5944,0.9776,JupilerLeague
B1,22/09/2010,Waregem,Germinal,H,2.05,3.4,3.5,1.9,3.3,3.65,2010/11,€16.90m,€19.20m,48.7805,52.6316,29.4118,30.303,28.5714,27.3973,H,50.7061,2.7231,29.8574,0.6302,27.9844,0.8302,JupilerLeague
B1,25/09/2010,Cercle Brugge,Kortrijk,H,2.25,3.25,3.2,2.2,3.25,2.95,2010/11,€14.03m,€14.80m,44.4444,45.4545,30.7692,30.7692,31.25,33.8983,H,44.9494,0.7142,30.7692,0.0,32.5742,1.8726,JupilerLeague
B1,25/09/2010,Charleroi,Lierse,A,2.1,3.3,3.5,2.0,3.3,3.35,2010/11,€16.88m,€17.45m,47.619,50.0,30.303,30.303,28.5714,29.8507,H,48.8095,1.6836,30.303,0.0,29.211,0.9046,JupilerLeague
B1,25/09/2010,Eupen,Lokeren,A,3.5,3.3,2.1,3.2,3.2,2.1,2010/11,€11.78m,€21.30m,28.5714,31.25,30.303,31.25,47.619,47.619,A,29.9107,1.8941,30.7765,0.6696,47.619,0.0,JupilerLeague
B1,25/09/2010,Genk,Waregem,H,1.53,4.0,6.0,1.5,3.8,5.75,2010/11,€51.15m,€16.90m,65.3595,66.6667,25.0,26.3158,16.6667,17.3913,H,66.0131,0.9243,25.6579,0.9304,17.029,0.5124,JupilerLeague
B1,25/09/2010,Gent,St Truiden,H,1.5,4.0,7.0,1.5,3.65,6.2,2010/11,€41.40m,€14.05m,66.6667,66.6667,25.0,27.3973,14.2857,16.129,H,66.6667,0.0,26.1986,1.6951,15.2074,1.3034,JupilerLeague
B1,25/09/2010,Westerlo,Standard,A,3.4,3.25,2.15,3.2,3.2,2.1,2010/11,€18.85m,€73.85m,29.4118,31.25,30.7692,31.25,46.5116,47.619,A,30.3309,1.2998,31.0096,0.34,47.0653,0.7831,JupilerLeague
B1,26/09/2010,Anderlecht,Mechelen,H,1.33,4.5,8.0,1.35,4.25,7.8,2010/11,€82.90m,€22.30m,75.188,74.0741,22.2222,23.5294,12.5,12.8205,H,74.631,0.7876,22.8758,0.9243,12.6602,0.2266,JupilerLeague
B1,26/09/2010,Germinal,Club Brugge,H,3.6,3.3,1.91,3.65,3.3,1.9,2010/11,€19.20m,€49.55m,27.7778,27.3973,30.303,30.303,52.356,52.6316,A,27.5876,0.2691,30.303,0.0,52.4938,0.1949,JupilerLeague
B1,01/10/2010,Mechelen,Genk,D,3.75,3.3,2.0,3.75,3.5,1.83,2010/11,€22.30m,€51.15m,26.6667,26.6667,30.303,28.5714,50.0,54.6448,A,26.6667,0.0,29.4372,1.2244,52.3224,3.2844,JupilerLeague
B1,02/10/2010,Kortrijk,Eupen,H,1.44,4.33,7.0,1.4,4.2,6.75,2010/11,€14.80m,€11.78m,69.4444,71.4286,23.0947,23.8095,14.2857,14.8148,H,70.4365,1.403,23.4521,0.5054,14.5502,0.3741,JupilerLeague
B1,02/10/2010,Lierse,Cercle Brugge,A,2.1,3.4,3.4,2.05,3.3,3.2,2010/11,€17.45m,€14.03m,47.619,48.7805,29.4118,30.303,29.4118,31.25,H,48.1998,0.8213,29.8574,0.6302,30.3309,1.2998,JupilerLeague
B1,02/10/2010,Lokeren,Germinal,H,2.25,3.25,3.2,2.0,3.3,3.35,2010/11,€21.30m,€19.20m,44.4444,50.0,30.7692,30.303,31.25,29.8507,H,47.2222,3.9284,30.5361,0.3297,30.5504,0.9895,JupilerLeague
B1,02/10/2010,St Truiden,Westerlo,A,2.4,3.3,2.88,2.25,3.2,2.95,2010/11,€14.05m,€18.85m,41.6667,44.4444,30.303,31.25,34.7222,33.8983,H,43.0555,1.9641,30.7765,0.6696,34.3102,0.5826,JupilerLeague
B1,02/10/2010,Waregem,Charleroi,D,1.73,3.6,4.75,1.65,3.5,4.7,2010/11,€16.90m,€16.88m,57.8035,60.6061,27.7778,28.5714,21.0526,21.2766,H,59.2048,1.9817,28.1746,0.5612,21.1646,0.1584,JupilerLeague
B1,03/10/2010,Club Brugge,Gent,H,2.0,3.3,3.75,1.95,3.4,3.4,2010/11,€49.55m,€41.40m,50.0,51.2821,30.303,29.4118,26.6667,29.4118,H,50.641,0.9066,29.8574,0.6302,28.0392,1.9411,JupilerLeague
B1,03/10/2010,Standard,Anderlecht,H,3.1,3.3,2.3,2.8,3.3,2.25,2010/11,€73.85m,€82.90m,32.2581,35.7143,30.303,30.303,43.4783,44.4444,A,33.9862,2.4439,30.303,0.0,43.9613,0.6831,JupilerLeague
B1,15/10/2010,Waregem,Club Brugge,A,3.4,3.4,2.1,3.4,3.4,1.95,2010/11,€16.90m,€49.55m,29.4118,29.4118,29.4118,29.4118,47.619,51.2821,A,29.4118,0.0,29.4118,0.0,49.4506,2.5902,JupilerLeague
B1,16/10/2010,Charleroi,Lokeren,A,2.5,3.3,2.75,2.5,3.25,2.55,2010/11,€16.88m,€21.30m,40.0,40.0,30.303,30.7692,36.3636,39.2157,H,40.0,0.0,30.5361,0.3297,37.7896,2.0167,JupilerLeague
B1,16/10/2010,Eupen,St Truiden,H,3.25,3.25,2.2,3.2,3.3,2.05,2010/11,€11.78m,€14.05m,30.7692,31.25,30.7692,30.303,45.4545,48.7805,A,31.0096,0.34,30.5361,0.3297,47.1175,2.3518,JupilerLeague
B1,16/10/2010,Gent,Kortrijk,H,1.67,3.7,5.0,1.6,3.5,5.2,2010/11,€41.40m,€14.80m,59.8802,62.5,27.027,28.5714,20.0,19.2308,H,61.1901,1.8525,27.7992,1.0921,19.6154,0.5439,JupilerLeague
B1,16/10/2010,Germinal,Lierse,D,1.8,3.5,4.5,1.8,3.4,4.0,2010/11,€19.20m,€17.45m,55.5556,55.5556,28.5714,29.4118,22.2222,25.0,H,55.5556,0.0,28.9916,0.5943,23.6111,1.9642,JupilerLeague
B1,16/10/2010,Westerlo,Mechelen,D,2.1,3.4,3.4,2.1,3.3,3.1,2010/11,€18.85m,€22.30m,47.619,47.619,29.4118,30.303,29.4118,32.2581,H,47.619,0.0,29.8574,0.6302,30.835,2.0126,JupilerLeague
B1,17/10/2010,Cercle Brugge,Anderlecht,H,4.5,3.6,1.75,3.95,3.4,1.8,2010/11,€14.03m,€82.90m,22.2222,25.3165,27.7778,29.4118,57.1429,55.5556,A,23.7694,2.188,28.5948,1.1554,56.3492,1.1224,JupilerLeague
B1,17/10/2010,Genk,Standard,H,2.05,3.3,3.6,2.1,3.4,3.0,2010/11,€51.15m,€73.85m,48.7805,47.619,30.303,29.4118,27.7778,33.3333,H,48.1998,0.8213,29.8574,0.6302,30.5556,3.9283,JupilerLeague
