Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeValue,AwayValue,VCH,VCD,VCA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
I1,12/03/2016,Inter,Bologna,H,1.55,4.0,6.5,1.53,4.1,6.5,1.5,4.0,6.1,1.57,3.8,6.5,1.6,3.75,6.0,2015/16,€294.28m,€75.23m,1.53,3.9,7.5,1.5466666666666666,0.03197221015541816,2.5846547892937317,0.020671687600485877,0.011494252873563454,0.16673718324271639,3.9250000000000003,0.12162099599438682,2.5842689705452258,0.03098624101767817,0.017338995046001143,0.1668280302976509,6.516666666666667,0.4844813951249545,2.581072013021964,0.07434497111891884,0.03708439897698215,0.16746755139139852,H
I1,13/03/2016,Carpi,Frosinone,H,1.95,3.3,4.33,1.95,3.25,4.4,2.0,3.3,3.6,1.91,3.3,4.2,1.95,3.4,4.0,2015/16,€52.05m,€38.30m,1.91,3.3,4.75,1.945,0.030413812651491127,2.584786545957457,0.0156369216717178,0.008140531276777857,0.16670684722258916,3.3083333333333336,0.04487637339278753,2.5848303896807305,0.01356464686935643,0.00629722921914358,0.16669649890200328,4.213333333333334,0.3555121501283591,2.579770110137323,0.08437788373299661,0.04667721518987347,0.1679487048219228,H
I1,13/03/2016,Chievo,Milan,D,4.0,3.25,2.05,4.1,3.4,1.95,3.6,3.3,2.0,3.75,3.25,2.05,3.8,3.25,2.05,2015/16,€49.78m,€213.83m,4.1,3.2,2.05,3.891666666666666,0.18800856954464115,2.583271739150551,0.04831055320204913,0.02676659528907957,0.16706579747618153,3.275,0.06291528696058951,2.5846979485099304,0.019210774644454812,0.00975402883799839,0.16672593146849124,2.0250000000000004,0.038188130791298604,2.5847041122951313,0.018858336193233877,0.008916323731138626,0.1667285558614469,A
I1,13/03/2016,Fiorentina,Hellas Verona,D,1.3,5.25,11.0,1.3,5.25,10.5,1.3,5.0,9.0,1.3,5.0,11.0,1.33,5.0,9.0,2015/16,€190.53m,€47.73m,1.29,5.5,12.0,1.3033333333333335,0.012472191289246483,2.5848967376576666,0.009569456232158427,0.0042625745950552185,0.1666815275418562,5.166666666666667,0.18633899812498247,2.58403088248389,0.03606561254031919,0.01881720430107517,0.16687448611121125,10.416666666666666,1.0960788698304922,2.576903827321079,0.10522357150372726,0.057333333333333375,0.1686177381169186,H
I1,13/03/2016,Genoa,Torino,H,2.6,3.0,3.0,2.6,3.1,2.9,2.6,3.0,2.75,2.5,3.0,2.9,2.4,3.1,3.1,2015/16,€117.55m,€89.83m,2.7,3.0,3.0,2.5666666666666664,0.0942809041582064,2.583982869687793,0.0367328198018986,0.01948051948051957,0.16690085425462708,3.033333333333333,0.0471404520791032,2.5847889109843645,0.01554080837772633,0.007326007326007217,0.1667060491493384,2.9416666666666664,0.10960788698304925,2.5839560378727016,0.03726047149565414,0.02030217186024555,0.16690553190084229,H
I1,13/03/2016,Lazio,Atalanta,H,1.62,3.75,6.0,1.67,3.5,6.0,1.65,3.6,5.1,1.62,3.6,6.0,1.6,3.75,6.0,2015/16,€175.30m,€78.45m,1.62,3.7,6.5,1.6300000000000001,0.023094010767584956,2.584818079514983,0.014168104765389542,0.007498295841854047,0.1666996052905942,3.6500000000000004,0.09128709291752768,2.584509972786641,0.025010162443158266,0.01369863013698605,0.166772782156847,5.933333333333334,0.4149966532662912,2.5813476353668467,0.06994325616847605,0.03277153558052462,0.1676183641662778,H
I1,13/03/2016,Palermo,Napoli,A,11.0,5.25,1.3,10.0,5.5,1.3,7.6,4.8,1.35,9.0,5.25,1.3,9.0,5.0,1.33,2015/16,€68.68m,€321.93m,11.0,5.5,1.3,9.6,1.2110601416389968,2.57329166061948,0.1261520980873955,0.06944444444444456,0.16963186697381866,5.216666666666667,0.2527625148017184,2.5832573218016055,0.04845287823675113,0.02662406815761456,0.16707488735501358,1.3133333333333332,0.019720265943665403,2.584800636336685,0.015015430921572643,0.007191201353637849,0.166703183926494,A
I1,13/03/2016,Udinese,Roma,A,4.5,3.5,1.85,4.6,3.4,1.85,4.2,3.5,1.8,4.33,3.5,1.85,4.33,3.5,1.85,2015/16,€93.00m,€332.90m,4.75,3.4,1.87,4.451666666666667,0.18541994379126406,2.583715125523208,0.041651803172878483,0.02327467864719815,0.16695045838856776,3.466666666666667,0.047140452079103216,2.584828681711677,0.013598207330510544,0.006410256410256748,0.16669808653030446,1.845,0.0214087209644419,2.584864888786611,0.011603642799155501,0.005269497139415963,0.16668979467679823,A
I1,19/03/2016,Empoli,Palermo,D,1.7,3.75,5.0,1.72,3.7,4.6,1.8,3.5,4.2,1.7,3.6,5.25,1.73,3.5,5.0,2015/16,€74.60m,€68.68m,1.67,3.8,5.5,1.72,0.040414518843273836,2.584567067768951,0.02349681328097316,0.012273901808785764,0.1667549099128436,3.641666666666667,0.11696390706348496,2.584217926384837,0.032118235349240715,0.01792524790236452,0.1668391825508717,4.925,0.424018474440285,2.5795372486576316,0.08609512171376346,0.04765933446136486,0.16802416554661012,H
I1,19/03/2016,Roma,Inter,D,1.73,3.75,5.0,1.7,3.5,5.0,1.8,3.5,4.2,1.67,3.6,5.25,1.75,3.5,5.0,2015/16,€332.90m,€294.28m,1.75,3.5,5.4,1.7333333333333334,0.04109609335312655,2.5845570381742373,0.023709284626803776,0.013141025641025733,0.1667603854487393,3.5583333333333336,0.09316949906249122,2.5844734150405646,0.026183465778686056,0.012099921935987551,0.16677360175367645,4.9750000000000005,0.3783186487605389,2.580657221709645,0.0760439494996058,0.03768844221105541,0.1678409010579891,H
I1,20/03/2016,Atalanta,Bologna,H,2.2,3.0,3.8,2.2,3.0,3.5,2.1,3.1,3.5,2.2,3.0,3.6,2.25,3.0,3.5,2015/16,€78.45m,€75.23m,2.25,3.0,3.8,2.1999999999999997,0.04999999999999997,2.584586982667158,0.022727272727272714,0.01136363636363616,0.1667569474487546,3.016666666666667,0.037267799624996524,2.584853207728117,0.012353966726518183,0.004604051565377493,0.16669101533966402,3.616666666666667,0.1343709624716424,2.5839728552423717,0.03715326151289651,0.019201228878647975,0.16688825974396787,H
I1,20/03/2016,Frosinone,Fiorentina,D,7.0,4.0,1.53,6.25,3.9,1.53,5.5,4.0,1.55,6.0,4.33,1.5,6.0,3.8,1.57,2015/16,€38.30m,€190.53m,6.5,4.2,1.53,6.208333333333333,0.46584749531245623,2.5809170380575615,0.07503583817113389,0.041387024608501216,0.1675912245472058,4.038333333333333,0.17799032433128378,2.5835680931887253,0.04407519380881976,0.024418764616866012,0.1669813587542247,1.5350000000000001,0.0214087209644419,2.584822206282648,0.013947049488235764,0.007419471588852838,0.1666990675769221,A
I1,20/03/2016,Milan,Lazio,D,2.0,3.3,4.0,2.0,3.25,3.75,2.0,3.3,3.6,2.0,3.3,3.8,2.0,3.2,4.0,2015/16,€213.83m,€175.30m,1.95,3.3,4.4,1.9916666666666665,0.018633899812498265,2.584899002486605,0.009355932960250175,0.0034867503486747664,0.16668175645088273,3.2750000000000004,0.038188130791298534,2.5848639873540744,0.011660497951541535,0.005513146734520774,0.16668993643348753,3.9250000000000003,0.25454207248835453,2.5819676009189187,0.06485148343652344,0.03503184713375798,0.16731880313058284,H
I1,20/03/2016,Napoli,Genoa,H,1.29,5.5,11.0,1.28,4.75,12.5,1.25,5.5,10.3,1.29,5.5,11.0,1.3,5.0,11.0,2015/16,€321.93m,€117.55m,1.25,6.0,13.0,1.2766666666666666,0.019720265943665403,2.5847899830236254,0.015446683506787523,0.008268059181897242,0.1667069938427884,5.375,0.4018187817080398,2.5809111972794967,0.07475698264335624,0.04005167958656322,0.16763181754340445,11.466666666666667,0.9516068282413463,2.580059651447056,0.08298896757918718,0.04360465116279047,0.16772775426750408,H
I1,20/03/2016,Sampdoria,Chievo,A,1.91,3.3,4.5,1.85,3.3,4.4,1.9,3.3,4.0,1.85,3.4,4.2,1.95,3.1,4.5,2015/16,€126.53m,€49.78m,1.87,3.4,4.75,1.8883333333333334,0.03578485092263974,2.584704178204535,0.018950494751618575,0.010444248308325937,0.16672552780695793,3.2999999999999994,0.09999999999999994,2.5842931016780795,0.03030303030303029,0.015151515151514833,0.16682988552218797,4.391666666666667,0.23877581303157333,2.58281904978661,0.0543702041058611,0.030044275774826185,0.16717663142909647,H
I1,20/03/2016,Sassuolo,Udinese,D,1.91,3.4,4.33,1.87,3.3,4.33,1.9,3.3,4.0,1.85,3.4,4.33,1.91,3.3,4.33,2015/16,€97.00m,€93.00m,1.87,3.4,4.8,1.885,0.022912878474779113,2.5848558257616774,0.012155373196169291,0.006631299734748103,0.16669142183573496,3.3499999999999996,0.050000000000000044,2.584801802502205,0.014925373134328374,0.007462686567164228,0.16670379446053316,4.353333333333334,0.23328570942563584,2.5829098669565895,0.05358783524325477,0.025523226135783533,0.16712329664890024,H
I1,20/03/2016,Torino,Juventus,A,4.75,3.1,1.95,4.25,3.4,1.85,4.4,3.4,1.8,4.33,3.3,1.91,4.5,3.1,1.95,2015/16,€89.83m,€440.00m,4.8,3.13,1.95,4.505,0.20564937798755104,2.5834661091201085,0.045649140507780475,0.02534221235664061,0.1670046130516395,3.2383333333333333,0.1329682501785879,2.583748416344638,0.04106070515036168,0.022044947675415788,0.1669444715712922,1.9016666666666666,0.05785518319236589,2.584289678187709,0.03042340921596804,0.01592170610575519,0.1668282173971897,A
I1,20/03/2016,Hellas Verona,Carpi,A,2.15,3.25,3.6,2.15,3.1,3.5,2.3,3.2,3.0,2.1,3.3,3.5,2.2,3.3,3.3,2015/16,€47.73m,€52.05m,2.15,3.2,3.8,2.1750000000000003,0.06291528696058953,2.5843645164475,0.02892656871751242,0.014687100893997856,0.16679867304906862,3.2249999999999996,0.06922186552431718,2.584628766877869,0.021464144348625484,0.011627906976744123,0.16674545151246953,3.4499999999999997,0.24999999999999997,2.581119418581394,0.07246376811594203,0.039452495974234975,0.16762855001958862,H
I1,02/04/2016,Carpi,Sassuolo,A,3.1,3.1,2.5,3.0,3.0,2.45,2.6,3.2,2.6,2.9,3.0,2.5,2.9,3.0,2.62,2015/16,€52.05m,€97.00m,3.0,3.13,2.6,2.9166666666666665,0.15723301886761004,2.5828233875604902,0.053908463611752014,0.02761904761904757,0.1672155691231887,3.0716666666666668,0.07754926749421232,2.5845043401477117,0.025246641615044703,0.01347440766865629,0.16677067038227797,2.545,0.06422616289332565,2.584502338568769,0.025236213317613224,0.013643309321108715,0.16677384869296172,A
I1,02/04/2016,Juventus,Empoli,H,1.3,5.0,12.0,1.3,5.0,10.0,1.2,5.8,13.0,1.3,5.0,11.0,1.3,4.8,13.0,2015/16,€440.00m,€74.60m,1.29,5.4,13.0,1.2816666666666667,0.0367045259092421,2.584360658966484,0.028638121645702546,0.011486779367143513,0.1668181918031869,5.166666666666667,0.33499585403736304,2.5819842396773,0.064837907233038,0.033333333333333354,0.16729671565181106,12.0,1.1547005383792515,2.5781232268584184,0.09622504486493762,0.05092592592592596,0.16844781345977602,H
I1,03/04/2016,Atalanta,Milan,H,3.3,3.3,2.25,3.2,3.1,2.3,3.2,3.2,2.2,3.25,3.2,2.3,3.3,3.1,2.3,2015/16,€78.45m,€213.83m,3.4,3.1,2.38,3.275,0.06922186552431718,2.584641469670341,0.021136447488341124,0.011450381679389304,0.16673946512183035,3.1666666666666665,0.07453559924999292,2.5845647514635357,0.0235375576578925,0.01228070175438592,0.16675643387326247,2.2883333333333336,0.05489889697333525,2.5845473247005106,0.023990777992717514,0.012745812090313141,0.1667626960336207,A
