Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeValue,AwayValue,VCH,VCD,VCA,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,VCH_Prob,LBH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,VCD_Prob,LBD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,VCA_Prob,LBA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
D1,10/09/2005,Hannover,Ein Frankfurt,H,1.72,3.25,4.33,1.75,3.5,4.1,1.9,3.1,3.5,1.73,3.4,4.0,1.83,3.2,3.75,2005/6,€45.35m,€39.95m,1.84,3.4,3.6,58.1395,57.1429,54.6448,52.6316,54.3478,57.8035,30.7692,28.5714,31.25,32.2581,29.4118,29.4118,23.0947,24.3902,26.6667,28.5714,27.7778,25.0,H,55.785,2.2258,30.2787,1.3799,25.9168,2.1075,Bundesliga1
D1,10/09/2005,Kaiserslautern,Werder Bremen,A,2.7,3.2,2.3,2.75,3.35,2.3,2.7,3.0,2.3,2.75,3.2,2.25,2.62,3.1,2.37,2005/6,€37.38m,€111.60m,2.7,3.2,2.3,37.037,36.3636,38.1679,37.037,37.037,36.3636,31.25,29.8507,32.2581,33.3333,31.25,31.25,43.4783,43.4783,42.1941,43.4783,43.4783,44.4444,A,37.001,0.66,31.532,1.1694,43.4253,0.7163,Bundesliga1
D1,10/09/2005,Leverkusen,Schalke 04,D,2.5,3.0,2.62,2.75,3.3,2.3,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.1,2.5,2005/6,€81.23m,€87.18m,2.5,3.2,2.5,40.0,36.3636,40.0,40.0,40.0,40.0,33.3333,30.303,32.2581,33.3333,31.25,31.25,38.1679,43.4783,40.0,40.0,40.0,40.0,H,39.3939,1.4846,31.9546,1.2341,40.2744,1.7323,Bundesliga1
D1,10/09/2005,Mainz,Hamburg,A,3.25,3.25,2.0,3.35,3.3,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.2,3.2,2.0,2005/6,€37.75m,€106.90m,3.0,3.2,2.1,30.7692,29.8507,31.25,31.25,33.3333,31.25,30.7692,30.303,31.25,32.2581,31.25,31.25,50.0,50.0,50.0,50.0,47.619,50.0,A,31.2839,1.1421,31.1801,0.6504,49.6032,0.972,Bundesliga1
D1,10/09/2005,M'gladbach,Duisburg,H,1.72,3.5,4.0,1.75,3.5,4.1,1.75,3.2,4.0,1.8,3.25,3.75,1.72,3.4,4.0,2005/6,€49.90m,€24.18m,1.73,3.4,4.0,58.1395,57.1429,58.1395,57.1429,57.8035,55.5556,28.5714,28.5714,29.4118,31.25,29.4118,30.7692,25.0,24.3902,25.0,25.0,25.0,26.6667,H,57.3206,0.975,29.6643,1.1182,25.1761,0.7699,Bundesliga1
D1,10/09/2005,Nurnberg,Bayern Munich,A,4.75,3.75,1.53,5.85,3.75,1.5,4.6,3.4,1.6,5.5,3.5,1.53,5.0,3.5,1.57,2005/6,€52.13m,€177.88m,5.5,3.5,1.53,21.0526,17.094,20.0,21.7391,18.1818,18.1818,26.6667,26.6667,28.5714,29.4118,28.5714,28.5714,65.3595,66.6667,63.6943,62.5,65.3595,65.3595,A,19.3749,1.8354,28.0766,1.1396,64.8233,1.4787,Bundesliga1
D1,10/09/2005,Stuttgart,Bielefeld,D,1.5,3.6,5.5,1.45,4.3,5.6,1.5,3.7,5.0,1.44,3.4,7.0,1.5,3.6,5.5,2005/6,€69.80m,€32.85m,1.5,3.6,6.0,66.6667,68.9655,66.6667,66.6667,66.6667,69.4444,27.7778,23.2558,27.7778,27.027,27.7778,29.4118,18.1818,17.8571,18.1818,20.0,16.6667,14.2857,H,67.5128,1.3195,27.1713,2.0725,17.5288,1.9146,Bundesliga1
D1,11/09/2005,Dortmund,FC Koln,H,1.72,3.5,4.0,1.65,3.8,4.3,1.65,3.3,4.4,1.62,3.5,4.5,1.66,3.3,4.5,2005/6,€78.53m,€43.63m,1.65,3.2,5.0,58.1395,60.6061,60.241,60.6061,60.6061,61.7284,28.5714,26.3158,30.303,30.303,31.25,28.5714,25.0,23.2558,22.2222,22.7273,20.0,22.2222,H,60.3212,1.1824,29.2191,1.7744,22.5713,1.6277,Bundesliga1
D1,11/09/2005,Hertha,Wolfsburg,H,1.66,3.5,4.33,1.65,3.6,4.6,1.75,3.2,4.0,1.67,3.25,4.5,1.7,3.3,4.33,2005/6,€72.70m,€61.38m,1.65,3.4,4.35,60.241,60.6061,58.8235,57.1429,60.6061,59.8802,28.5714,27.7778,30.303,31.25,29.4118,30.7692,23.0947,21.7391,23.0947,25.0,22.9885,22.2222,H,59.55,1.352,29.6805,1.3386,23.0232,1.1144,Bundesliga1
D1,17/09/2005,Bayern Munich,Hannover,H,1.28,5.0,10.0,1.25,5.2,9.0,1.27,4.3,8.5,1.29,4.33,9.0,1.28,4.5,8.0,2005/6,€177.88m,€45.35m,1.28,4.5,9.0,78.125,80.0,78.125,78.7402,78.125,77.5194,20.0,19.2308,22.2222,23.2558,22.2222,23.0947,10.0,11.1111,12.5,11.7647,11.1111,11.1111,H,78.4391,0.8566,21.671,1.6669,11.2663,0.8302,Bundesliga1
D1,17/09/2005,Bielefeld,Kaiserslautern,D,2.3,3.4,2.87,2.25,3.4,2.75,2.3,3.0,2.7,2.2,3.25,2.75,2.25,3.2,2.75,2005/6,€32.85m,€37.38m,2.25,3.2,2.75,43.4783,44.4444,44.4444,43.4783,44.4444,45.4545,29.4118,29.4118,31.25,33.3333,31.25,30.7692,34.8432,36.3636,36.3636,37.037,36.3636,36.3636,H,44.2907,0.741,30.9044,1.4569,36.2224,0.7274,Bundesliga1
D1,17/09/2005,FC Koln,M'gladbach,H,2.4,3.25,2.8,2.2,3.3,2.9,2.2,3.0,2.9,2.1,3.2,3.0,2.05,3.2,3.1,2005/6,€43.63m,€49.90m,2.1,3.2,3.2,41.6667,45.4545,48.7805,45.4545,47.619,47.619,30.7692,30.303,31.25,33.3333,31.25,31.25,35.7143,34.4828,32.2581,34.4828,31.25,33.3333,H,46.099,2.5412,31.3593,1.0389,33.5869,1.6384,Bundesliga1
D1,17/09/2005,Hamburg,Ein Frankfurt,D,1.4,4.2,8.0,1.3,4.8,8.0,1.45,3.8,5.4,1.4,3.75,7.0,1.36,4.0,7.0,2005/6,€106.90m,€39.95m,1.4,3.75,7.5,71.4286,76.9231,73.5294,68.9655,71.4286,71.4286,23.8095,20.8333,25.0,26.3158,26.6667,26.6667,12.5,12.5,14.2857,18.5185,13.3333,14.2857,H,72.284,2.6937,24.882,2.2796,14.2372,2.2444,Bundesliga1
D1,17/09/2005,Mainz,Stuttgart,A,3.2,3.2,2.2,3.0,3.4,2.1,2.9,3.0,2.2,2.8,3.2,2.2,3.2,3.2,2.0,2005/6,€37.75m,€69.80m,2.9,3.2,2.2,31.25,33.3333,31.25,34.4828,34.4828,35.7143,31.25,29.4118,31.25,33.3333,31.25,31.25,45.4545,47.619,50.0,45.4545,45.4545,45.4545,A,33.4189,1.8411,31.2908,1.2417,46.5728,1.8891,Bundesliga1
D1,17/09/2005,Werder Bremen,Dortmund,H,1.66,3.6,5.0,1.55,3.8,5.2,1.7,3.2,4.2,1.67,3.25,4.5,1.66,3.3,4.5,2005/6,€111.60m,€78.53m,1.65,3.25,5.0,60.241,64.5161,60.241,58.8235,60.6061,59.8802,27.7778,26.3158,30.303,31.25,30.7692,30.7692,20.0,19.2308,22.2222,23.8095,20.0,22.2222,H,60.718,1.9588,29.5308,2.0014,21.2474,1.7688,Bundesliga1
D1,17/09/2005,Wolfsburg,Nurnberg,D,1.66,3.6,5.0,1.65,3.4,5.0,1.75,3.2,4.0,1.62,3.5,4.5,1.61,3.3,5.0,2005/6,€61.38m,€52.13m,1.6,3.5,5.0,60.241,60.6061,62.1118,57.1429,62.5,61.7284,27.7778,29.4118,30.303,31.25,28.5714,28.5714,20.0,20.0,20.0,25.0,20.0,22.2222,H,60.7217,1.9576,29.3142,1.2805,21.2037,2.0613,Bundesliga1
D1,18/09/2005,Duisburg,Leverkusen,A,3.0,3.3,2.25,3.0,3.3,2.15,2.7,3.0,2.3,2.8,3.2,2.2,2.87,3.1,2.2,2005/6,€24.18m,€81.23m,2.75,3.25,2.25,33.3333,33.3333,34.8432,37.037,36.3636,35.7143,30.303,30.303,32.2581,33.3333,30.7692,31.25,44.4444,46.5116,45.4545,43.4783,44.4444,45.4545,A,35.1041,1.5514,31.3694,1.2079,44.9646,1.0605,Bundesliga1
D1,18/09/2005,Schalke 04,Hertha,D,1.83,3.5,4.0,1.75,3.4,4.2,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.3,3.75,2005/6,€87.18m,€72.70m,1.8,3.4,3.75,54.6448,57.1429,55.5556,55.5556,55.5556,55.5556,28.5714,29.4118,30.303,32.2581,29.4118,30.7692,25.0,23.8095,26.6667,26.3158,26.6667,26.6667,H,55.6684,0.809,30.1209,1.2983,25.8542,1.192,Bundesliga1
D1,20/09/2005,Dortmund,Bielefeld,H,1.57,3.6,6.0,1.5,3.9,5.6,1.6,3.4,4.6,1.53,3.5,5.5,1.57,3.5,5.0,2005/6,€78.53m,€32.85m,1.55,3.4,5.5,63.6943,66.6667,63.6943,62.5,64.5161,65.3595,27.7778,25.641,28.5714,29.4118,29.4118,28.5714,16.6667,17.8571,20.0,21.7391,18.1818,18.1818,H,64.4051,1.4614,28.2309,1.4095,18.7711,1.8043,Bundesliga1
D1,20/09/2005,Ein Frankfurt,Bayern Munich,A,7.0,3.75,1.5,5.8,4.0,1.45,4.8,3.5,1.55,6.0,3.25,1.53,5.5,3.6,1.5,2005/6,€39.95m,€177.88m,6.0,3.75,1.45,14.2857,17.2414,18.1818,20.8333,16.6667,16.6667,26.6667,25.0,27.7778,28.5714,26.6667,30.7692,66.6667,68.9655,66.6667,64.5161,68.9655,65.3595,A,17.3126,2.1519,27.5753,1.9757,66.8567,1.8268,Bundesliga1
D1,20/09/2005,Hannover,Wolfsburg,A,2.0,3.3,3.4,2.2,3.3,2.9,2.1,3.1,3.0,2.1,3.2,3.0,2.0,3.3,3.1,2005/6,€45.35m,€61.38m,2.2,3.2,2.8,50.0,45.4545,50.0,47.619,45.4545,47.619,30.303,30.303,30.303,32.2581,31.25,31.25,29.4118,34.4828,32.2581,33.3333,35.7143,33.3333,H,47.6912,2.0336,30.9445,0.7933,33.0889,2.1525,Bundesliga1
D1,20/09/2005,M'gladbach,Werder Bremen,H,3.4,3.3,2.05,3.4,3.4,1.95,2.9,3.0,2.2,3.2,3.2,2.0,3.0,3.2,2.1,2005/6,€49.90m,€111.60m,3.0,3.25,2.1,29.4118,29.4118,33.3333,34.4828,33.3333,31.25,30.303,29.4118,31.25,33.3333,30.7692,31.25,48.7805,51.2821,47.619,45.4545,47.619,50.0,A,31.8705,2.1716,31.0529,1.3126,48.4592,2.0438,Bundesliga1
D1,21/09/2005,Hertha,Duisburg,H,1.36,4.33,8.0,1.45,4.1,6.0,1.4,3.9,6.0,1.4,3.75,7.0,1.36,3.75,8.0,2005/6,€72.70m,€24.18m,1.45,3.75,6.0,73.5294,68.9655,73.5294,71.4286,68.9655,71.4286,23.0947,24.3902,26.6667,25.641,26.6667,26.6667,12.5,16.6667,12.5,16.6667,16.6667,14.2857,H,71.3078,2.0432,25.521,1.4912,14.881,2.062,Bundesliga1
D1,21/09/2005,Kaiserslautern,Mainz,A,1.61,3.6,5.5,1.5,4.1,5.3,1.65,3.3,4.4,1.53,3.5,5.5,1.57,3.5,5.0,2005/6,€37.38m,€37.75m,1.53,3.5,5.5,62.1118,66.6667,63.6943,60.6061,65.3595,65.3595,27.7778,24.3902,28.5714,30.303,28.5714,28.5714,18.1818,18.8679,20.0,22.7273,18.1818,18.1818,H,63.9663,2.2794,28.0309,1.9676,19.3568,1.7975,Bundesliga1
D1,21/09/2005,Leverkusen,FC Koln,H,1.61,3.6,5.0,1.65,3.6,4.6,1.6,3.4,4.6,1.62,3.5,4.5,1.66,3.3,4.5,2005/6,€81.23m,€43.63m,1.65,3.4,4.5,62.1118,60.6061,60.241,62.5,60.6061,61.7284,27.7778,27.7778,30.303,29.4118,29.4118,28.5714,20.0,21.7391,22.2222,21.7391,22.2222,22.2222,H,61.2989,0.9346,28.8756,1.0115,21.6908,0.8615,Bundesliga1
D1,21/09/2005,Nurnberg,Schalke 04,D,3.75,3.3,1.9,3.8,3.4,1.85,3.2,3.1,2.0,3.25,3.4,1.91,3.4,3.25,1.9,2005/6,€52.13m,€87.18m,3.25,3.2,2.0,26.6667,26.3158,29.4118,31.25,30.7692,30.7692,30.303,29.4118,30.7692,32.2581,31.25,29.4118,52.6316,54.0541,52.6316,50.0,50.0,52.356,A,29.1971,2.1867,30.5673,1.1051,51.9456,1.6203,Bundesliga1
D1,21/09/2005,Stuttgart,Hamburg,A,2.1,3.25,3.25,2.3,3.25,2.8,2.3,3.0,2.7,2.0,3.2,3.2,2.15,3.2,2.9,2005/6,€69.80m,€106.90m,2.2,3.2,2.9,47.619,43.4783,46.5116,43.4783,45.4545,50.0,30.7692,30.7692,31.25,33.3333,31.25,31.25,30.7692,35.7143,34.4828,37.037,34.4828,31.25,H,46.0903,2.5239,31.437,0.9584,33.956,2.4746,Bundesliga1
D1,24/09/2005,Bielefeld,M'gladbach,A,2.4,3.25,2.8,2.3,3.25,2.8,2.4,3.0,2.6,2.25,3.4,2.62,2.25,3.2,2.75,2005/6,€32.85m,€49.90m,2.4,3.2,2.6,41.6667,43.4783,44.4444,41.6667,41.6667,44.4444,30.7692,30.7692,31.25,33.3333,31.25,29.4118,35.7143,35.7143,36.3636,38.4615,38.4615,38.1679,H,42.8945,1.3905,31.1306,1.2725,37.1472,1.3577,Bundesliga1
