Div,Date,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeTeam,AwayTeam,VCH,VCD,VCA,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,VCH_Prob,LBH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,VCD_Prob,LBD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,VCA_Prob,LBA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
G1,17/10/2005,H,1.66,3.3,4.5,1.7,3.25,4.9,1.65,3.4,4.2,1.7,3.2,4.5,1.7,3.2,4.5,2005/6,Xanthi,Iraklis,1.75,3.25,4.5,€23.15m,€17.15m,60.241,58.8235,58.8235,60.6061,57.1429,58.8235,30.303,30.7692,31.25,29.4118,30.7692,31.25,22.2222,20.4082,22.2222,23.8095,22.2222,22.2222,H,59.0768,1.235,30.6255,0.6926,22.1844,1.0772,EthnikiKatigoria
G1,22/10/2005,H,2.3,3.0,2.9,2.25,3.0,3.1,2.2,3.0,2.9,2.3,2.9,2.9,2.25,2.9,3.0,2005/6,Iraklis,Atromitos,2.25,3.0,3.1,€17.15m,€11.80m,43.4783,44.4444,44.4444,45.4545,44.4444,43.4783,33.3333,33.3333,34.4828,33.3333,33.3333,34.4828,34.4828,32.2581,33.3333,34.4828,32.2581,34.4828,H,44.2907,0.741,33.7165,0.5936,33.5496,1.095,EthnikiKatigoria
G1,23/10/2005,H,2.6,3.0,2.5,2.6,3.0,2.6,2.6,3.0,2.6,2.5,3.0,2.6,2.6,2.8,2.6,2005/6,AEK,Panathinaikos,2.6,2.8,2.75,€41.05m,€60.68m,38.4615,38.4615,38.4615,38.4615,38.4615,40.0,33.3333,33.3333,35.7143,33.3333,35.7143,33.3333,40.0,38.4615,38.4615,38.4615,36.3636,38.4615,A,38.7179,0.6281,34.127,1.2295,38.3683,1.159,EthnikiKatigoria
G1,23/10/2005,A,2.3,3.0,2.9,2.25,2.9,3.2,2.3,2.9,2.8,2.25,3.0,2.9,2.25,2.8,3.1,2005/6,Akratitos,Panionios,2.25,2.9,3.1,€9.95m,€14.50m,43.4783,44.4444,44.4444,43.4783,44.4444,44.4444,33.3333,34.4828,35.7143,34.4828,34.4828,33.3333,34.4828,31.25,32.2581,35.7143,32.2581,34.4828,H,44.1224,0.4989,34.3049,0.891,33.4077,1.7281,EthnikiKatigoria
G1,23/10/2005,H,2.6,2.87,2.62,2.75,2.7,2.75,2.5,3.0,2.5,2.7,2.8,2.5,2.7,2.8,2.5,2005/6,Egaleo,Xanthi,2.6,2.8,2.7,€16.68m,€23.15m,38.4615,36.3636,37.037,40.0,38.4615,37.037,34.8432,37.037,35.7143,33.3333,35.7143,35.7143,38.1679,36.3636,40.0,40.0,37.037,40.0,No Consensus,37.8934,1.3334,35.3927,1.2294,38.5948,1.6438,EthnikiKatigoria
G1,23/10/2005,H,1.9,3.2,3.6,1.95,2.9,4.15,2.0,3.1,3.2,1.8,3.1,4.0,1.85,3.15,3.75,2005/6,Levadeiakos,Kallithea,1.9,3.0,4.0,€9.45m,€9.15m,52.6316,51.2821,54.0541,50.0,52.6316,55.5556,31.25,34.4828,31.746,32.2581,33.3333,32.2581,27.7778,24.0964,26.6667,31.25,25.0,25.0,H,52.6925,1.9646,32.5547,1.171,26.6318,2.6228,EthnikiKatigoria
G1,23/10/2005,H,6.5,3.75,1.44,7.0,3.8,1.45,5.4,3.5,1.5,6.5,3.6,1.44,6.0,3.4,1.5,2005/6,OFI Crete,Olympiakos,7.0,3.6,1.45,€14.55m,€62.55m,15.3846,14.2857,16.6667,18.5185,14.2857,15.3846,26.6667,26.3158,29.4118,28.5714,27.7778,27.7778,69.4444,68.9655,66.6667,66.6667,68.9655,69.4444,A,15.7543,1.6162,27.7536,1.1548,68.3589,1.3281,EthnikiKatigoria
G1,23/10/2005,H,1.44,3.75,6.5,1.35,4.0,9.0,1.4,3.9,6.0,1.5,3.3,6.5,1.55,3.4,5.5,2005/6,PAOK,Ionikos,1.4,3.75,8.0,€25.80m,€9.13m,69.4444,74.0741,64.5161,71.4286,71.4286,66.6667,26.6667,25.0,29.4118,25.641,26.6667,30.303,15.3846,11.1111,18.1818,16.6667,12.5,15.3846,H,69.5931,3.498,27.2815,2.1128,14.8715,2.6257,EthnikiKatigoria
G1,24/10/2005,H,1.72,3.3,4.33,1.55,3.5,6.0,1.5,3.7,5.0,1.67,3.3,4.5,1.6,3.3,5.0,2005/6,Larisa,Kalamaria,1.6,3.3,5.5,€11.90m,€10.20m,58.1395,64.5161,62.5,66.6667,62.5,59.8802,30.303,28.5714,30.303,27.027,30.303,30.303,23.0947,16.6667,20.0,20.0,18.1818,22.2222,H,62.3671,3.0724,29.4684,1.3821,20.0276,2.4053,EthnikiKatigoria
G1,29/10/2005,A,8.5,4.5,1.28,9.0,4.5,1.3,8.5,4.3,1.27,9.0,4.0,1.3,7.0,3.75,1.4,2005/6,Kalamaria,Olympiakos,9.0,4.35,1.33,€10.20m,€62.55m,11.7647,11.1111,14.2857,11.7647,11.1111,11.1111,22.2222,22.2222,26.6667,23.2558,22.9885,25.0,78.125,76.9231,71.4286,78.7402,75.188,76.9231,A,11.8581,1.2316,23.7259,1.764,76.2213,2.6454,EthnikiKatigoria
G1,29/10/2005,H,2.2,3.0,3.0,2.05,2.9,3.75,2.1,2.9,3.2,2.0,3.0,3.4,2.15,2.8,3.3,2005/6,Kallithea,Akratitos,2.0,3.0,3.75,€9.15m,€9.95m,45.4545,48.7805,46.5116,47.619,50.0,50.0,33.3333,34.4828,35.7143,34.4828,33.3333,33.3333,33.3333,26.6667,30.303,31.25,26.6667,29.4118,H,48.0609,1.8669,34.1133,0.9656,29.6052,2.6229,EthnikiKatigoria
G1,30/10/2005,D,2.0,3.1,3.3,1.9,2.9,4.75,2.0,2.9,3.4,1.9,3.0,3.75,2.0,2.9,3.6,2005/6,Atromitos,Egaleo,2.0,3.0,3.75,€11.80m,€16.68m,50.0,52.6316,50.0,50.0,50.0,52.6316,32.2581,34.4828,34.4828,34.4828,33.3333,33.3333,30.303,21.0526,27.7778,29.4118,26.6667,26.6667,H,50.8772,1.359,33.7288,0.9145,26.9798,3.2534,EthnikiKatigoria
G1,30/10/2005,D,2.1,3.1,3.1,2.25,2.9,3.25,2.1,3.0,3.1,2.1,3.1,3.1,2.2,2.9,3.1,2005/6,Ionikos,OFI Crete,2.2,3.0,3.25,€9.13m,€14.55m,47.619,44.4444,45.4545,47.619,45.4545,47.619,32.2581,34.4828,34.4828,33.3333,33.3333,32.2581,32.2581,30.7692,32.2581,32.2581,30.7692,32.2581,H,46.3684,1.4187,33.3581,0.9951,31.7618,0.7689,EthnikiKatigoria
G1,30/10/2005,H,1.72,3.4,4.0,1.6,3.4,5.5,1.6,3.4,4.6,1.6,3.4,4.8,1.65,3.3,4.6,2005/6,Iraklis,Levadeiakos,1.55,3.5,5.5,€17.15m,€9.45m,58.1395,62.5,60.6061,62.5,64.5161,62.5,29.4118,29.4118,30.303,29.4118,28.5714,29.4118,25.0,18.1818,21.7391,21.7391,18.1818,20.8333,H,61.7936,2.1758,29.4203,0.5477,20.9458,2.5685,EthnikiKatigoria
G1,30/10/2005,H,1.5,3.6,5.5,1.5,3.55,6.5,1.55,3.6,5.4,1.53,3.5,5.5,1.55,3.4,5.5,2005/6,Panathinaikos,PAOK,1.53,3.5,6.5,€60.68m,€25.80m,66.6667,66.6667,64.5161,64.5161,65.3595,65.3595,27.7778,28.169,29.4118,27.7778,28.5714,28.5714,18.1818,15.3846,18.1818,18.5185,15.3846,18.1818,H,65.5141,0.9692,28.3799,0.6177,17.3055,1.4936,EthnikiKatigoria
G1,30/10/2005,H,1.53,3.4,5.5,1.5,3.6,6.5,1.55,3.5,4.8,1.53,3.5,5.5,1.5,3.4,6.0,2005/6,Xanthi,Larisa,1.5,3.6,6.5,€23.15m,€11.90m,65.3595,66.6667,66.6667,64.5161,66.6667,65.3595,29.4118,27.7778,29.4118,28.5714,27.7778,28.5714,18.1818,15.3846,16.6667,20.8333,15.3846,18.1818,H,65.8725,0.9229,28.587,0.7308,17.4388,2.0815,EthnikiKatigoria
G1,31/10/2005,A,3.75,3.2,1.83,4.75,3.3,1.7,3.7,3.1,1.9,3.75,3.25,1.83,4.3,3.1,1.75,2005/6,Panionios,AEK,4.5,3.3,1.8,€14.50m,€41.05m,26.6667,21.0526,23.2558,27.027,22.2222,26.6667,31.25,30.303,32.2581,32.2581,30.303,30.7692,54.6448,58.8235,57.1429,52.6316,55.5556,54.6448,A,24.4818,2.6227,31.1902,0.8984,55.5739,2.1636,EthnikiKatigoria
G1,05/11/2005,H,1.2,5.0,11.0,1.25,5.0,10.0,1.25,4.5,9.0,1.17,6.0,10.0,1.2,5.0,11.0,2005/6,AEK,Kallithea,1.15,5.5,11.0,€41.05m,€9.15m,83.3333,80.0,83.3333,80.0,86.9565,85.4701,20.0,20.0,20.0,22.2222,18.1818,16.6667,9.0909,10.0,9.0909,11.1111,9.0909,10.0,H,83.1822,2.8206,19.5118,1.8934,9.7306,0.8098,EthnikiKatigoria
G1,05/11/2005,H,2.1,3.0,3.2,2.0,3.0,3.7,2.1,3.0,3.1,2.1,3.0,3.2,1.95,3.0,3.6,2005/6,Larisa,Atromitos,2.0,3.2,3.2,€11.90m,€11.80m,47.619,50.0,51.2821,47.619,50.0,47.619,33.3333,33.3333,33.3333,33.3333,31.25,33.3333,31.25,27.027,27.7778,32.2581,31.25,31.25,H,49.0232,1.6079,32.9861,0.8505,30.1355,2.1658,EthnikiKatigoria
G1,06/11/2005,H,1.8,3.25,3.75,1.8,3.1,4.5,1.9,3.1,3.5,1.83,3.25,3.75,1.85,3.1,3.8,2005/6,Ionikos,Kalamaria,1.85,3.0,4.0,€9.13m,€10.20m,55.5556,55.5556,54.0541,52.6316,54.0541,54.6448,30.7692,32.2581,32.2581,32.2581,33.3333,30.7692,26.6667,22.2222,26.3158,28.5714,25.0,26.6667,H,54.416,1.1042,31.941,0.9986,25.9071,2.1364,EthnikiKatigoria
G1,06/11/2005,D,1.66,3.3,4.5,1.7,3.1,5.25,1.65,3.3,4.4,1.7,3.3,4.3,1.7,3.1,4.75,2005/6,Levadeiakos,Akratitos,1.65,3.25,4.5,€9.45m,€9.95m,60.241,58.8235,58.8235,60.6061,60.6061,58.8235,30.303,32.2581,32.2581,30.303,30.7692,30.303,22.2222,19.0476,21.0526,22.7273,22.2222,23.2558,H,59.654,0.9194,31.0324,0.9664,21.7546,1.5138,EthnikiKatigoria
G1,06/11/2005,H,1.44,3.6,6.5,1.42,3.75,7.75,1.4,3.9,6.0,1.5,3.4,6.0,1.45,3.75,6.0,2005/6,Olympiakos,Xanthi,1.45,3.75,6.0,€62.55m,€23.15m,69.4444,70.4225,68.9655,71.4286,68.9655,66.6667,27.7778,26.6667,26.6667,25.641,26.6667,29.4118,15.3846,12.9032,16.6667,16.6667,16.6667,16.6667,H,69.3155,1.6105,27.1384,1.3028,15.8258,1.5208,EthnikiKatigoria
G1,06/11/2005,H,1.44,3.6,6.5,1.4,3.8,8.0,1.4,3.9,6.0,1.44,3.6,6.5,1.45,3.75,6.0,2005/6,PAOK,Panionios,1.45,3.6,6.5,€25.80m,€14.50m,69.4444,71.4286,68.9655,71.4286,68.9655,69.4444,27.7778,26.3158,26.6667,25.641,27.7778,27.7778,15.3846,12.5,16.6667,16.6667,15.3846,15.3846,H,69.9462,1.1681,26.9928,0.9209,15.3312,1.5226,EthnikiKatigoria
G1,07/11/2005,D,2.0,3.0,3.4,2.05,3.0,3.55,1.9,3.1,3.5,2.0,2.9,3.6,2.0,2.95,3.5,2005/6,Egaleo,Iraklis,2.1,3.0,3.2,€16.68m,€17.15m,50.0,48.7805,50.0,52.6316,47.619,50.0,33.3333,33.3333,33.8983,32.2581,33.3333,34.4828,29.4118,28.169,28.5714,28.5714,31.25,27.7778,H,49.8385,1.6688,33.4398,0.7387,28.9586,1.2469,EthnikiKatigoria
G1,19/11/2005,A,5.5,3.25,1.57,6.25,3.6,1.5,4.2,3.2,1.7,6.0,3.3,1.53,6.0,3.4,1.5,2005/6,Atromitos,Olympiakos,6.5,3.6,1.45,€11.80m,€62.55m,18.1818,16.0,16.6667,23.8095,15.3846,16.6667,30.7692,27.7778,29.4118,31.25,27.7778,30.303,63.6943,66.6667,66.6667,58.8235,68.9655,65.3595,A,17.7849,3.0952,29.5483,1.4996,65.0294,3.5003,EthnikiKatigoria
G1,19/11/2005,H,1.14,6.0,12.0,1.15,6.25,14.0,1.15,6.0,12.0,1.12,6.5,13.0,1.15,5.8,12.0,2005/6,Panathinaikos,Kalamaria,1.12,6.0,15.0,€60.68m,€10.20m,87.7193,86.9565,86.9565,86.9565,89.2857,89.2857,16.6667,16.0,17.2414,16.6667,16.6667,15.3846,8.3333,7.1429,8.3333,8.3333,6.6667,7.6923,H,87.86,1.1432,16.4377,0.6487,7.7503,0.7164,EthnikiKatigoria
G1,19/11/2005,D,1.4,3.75,7.0,1.35,3.9,9.5,1.33,4.0,7.5,1.36,3.75,8.0,1.45,3.5,6.5,2005/6,Xanthi,Ionikos,1.35,4.0,8.0,€23.15m,€9.13m,71.4286,74.0741,68.9655,75.188,74.0741,73.5294,26.6667,25.641,28.5714,25.0,25.0,26.6667,14.2857,10.5263,15.3846,13.3333,12.5,12.5,H,72.8766,2.2817,26.2576,1.3588,13.0883,1.6747,EthnikiKatigoria
G1,20/11/2005,H,1.66,3.25,4.5,1.6,3.25,5.9,1.7,3.2,4.2,1.67,3.25,4.5,1.6,3.1,5.5,2005/6,Egaleo,Levadeiakos,1.65,3.25,4.5,€16.68m,€9.45m,60.241,62.5,62.5,58.8235,60.6061,59.8802,30.7692,30.7692,32.2581,31.25,30.7692,30.7692,22.2222,16.9492,18.1818,23.8095,22.2222,22.2222,H,60.7585,1.4746,31.0975,0.6002,20.9345,2.7092,EthnikiKatigoria
G1,20/11/2005,H,1.9,3.2,3.5,1.7,3.35,4.75,2.0,3.1,3.2,1.8,3.25,3.8,1.8,3.0,4.2,2005/6,Iraklis,Larisa,1.65,3.25,4.5,€17.15m,€11.90m,52.6316,58.8235,55.5556,50.0,60.6061,55.5556,31.25,29.8507,33.3333,32.2581,30.7692,30.7692,28.5714,21.0526,23.8095,31.25,22.2222,26.3158,H,55.5287,3.8884,31.3718,1.24,25.5369,3.9124,EthnikiKatigoria
G1,20/11/2005,D,3.5,3.2,1.9,4.35,3.2,1.8,3.5,3.1,1.9,3.3,3.1,2.0,3.6,3.0,1.95,2005/6,Kallithea,PAOK,3.5,3.2,1.9,€9.15m,€25.80m,28.5714,22.9885,27.7778,28.5714,28.5714,30.303,31.25,31.25,33.3333,32.2581,31.25,32.2581,52.6316,55.5556,51.2821,52.6316,52.6316,50.0,A,27.7972,2.498,31.9333,0.8452,52.4554,1.8499,EthnikiKatigoria
G1,20/11/2005,D,1.8,3.2,4.0,1.85,3.1,4.25,1.85,3.1,3.6,1.9,3.25,3.5,1.75,3.05,4.5,2005/6,Panionios,OFI Crete,1.8,3.1,4.0,€14.50m,€14.55m,55.5556,54.0541,57.1429,54.0541,55.5556,52.6316,31.25,32.2581,32.7869,32.2581,32.2581,30.7692,25.0,23.5294,22.2222,27.7778,25.0,28.5714,H,54.8323,1.5773,31.9301,0.7572,25.3501,2.4337,EthnikiKatigoria
G1,21/11/2005,A,6.0,3.75,1.44,7.75,3.9,1.4,5.0,3.7,1.5,7.0,3.7,1.4,5.8,3.5,1.5,2005/6,Akratitos,AEK,6.5,3.6,1.45,€9.95m,€41.05m,16.6667,12.9032,17.2414,20.0,15.3846,14.2857,26.6667,25.641,28.5714,27.027,27.7778,27.027,69.4444,71.4286,66.6667,66.6667,68.9655,71.4286,A,16.0803,2.4841,27.1185,0.9949,69.1001,2.1365,EthnikiKatigoria
G1,26/11/2005,D,1.9,3.0,3.75,1.72,3.2,4.75,2.0,3.1,3.2,2.1,2.9,3.3,1.9,2.9,4.0,2005/6,Larisa,Egaleo,1.8,3.1,4.0,€11.90m,€16.68m,52.6316,58.1395,52.6316,50.0,55.5556,47.619,33.3333,31.25,34.4828,32.2581,32.2581,34.4828,26.6667,21.0526,25.0,31.25,25.0,30.303,H,52.7629,3.7639,33.0109,1.3169,26.5454,3.774,EthnikiKatigoria
G1,26/11/2005,H,1.44,3.75,6.5,1.5,3.6,6.5,1.5,3.7,5.0,1.44,3.5,7.0,1.5,3.4,6.0,2005/6,Panathinaikos,Xanthi,1.45,3.6,6.5,€60.68m,€23.15m,69.4444,66.6667,66.6667,66.6667,68.9655,69.4444,26.6667,27.7778,29.4118,27.027,27.7778,28.5714,15.3846,15.3846,16.6667,20.0,15.3846,14.2857,H,67.9757,1.4446,27.8721,1.0045,16.1844,2.0157,EthnikiKatigoria
G1,27/11/2005,H,2.37,3.0,2.75,2.25,2.9,3.2,2.45,2.9,2.65,2.35,2.9,2.8,2.4,2.9,2.75,2005/6,Kalamaria,Panionios,2.25,2.9,3.0,€10.20m,€14.50m,42.1941,44.4444,41.6667,40.8163,44.4444,42.5532,33.3333,34.4828,34.4828,34.4828,34.4828,34.4828,36.3636,31.25,36.3636,37.7358,33.3333,35.7143,H,42.6865,1.4818,34.2912,0.4693,35.1268,2.3857,EthnikiKatigoria
G1,27/11/2005,A,5.5,3.25,1.57,6.0,3.6,1.53,5.0,3.7,1.5,5.5,3.5,1.53,5.2,3.5,1.55,2005/6,Levadeiakos,AEK,5.5,3.6,1.5,€9.45m,€41.05m,18.1818,16.6667,19.2308,20.0,18.1818,18.1818,30.7692,27.7778,28.5714,27.027,27.7778,28.5714,63.6943,65.3595,64.5161,66.6667,66.6667,65.3595,A,18.4071,1.1311,28.4158,1.2907,65.3771,1.1747,EthnikiKatigoria
G1,27/11/2005,D,1.61,3.25,5.0,1.6,3.5,5.25,1.65,3.2,4.6,1.6,3.4,4.9,1.6,3.4,4.8,2005/6,OFI Crete,Kallithea,1.6,3.25,5.0,€14.55m,€9.15m,62.1118,62.5,62.5,60.6061,62.5,62.5,30.7692,28.5714,29.4118,31.25,30.7692,29.4118,20.0,19.0476,20.8333,21.7391,20.0,20.4082,H,62.1196,0.7576,30.0306,1.0462,20.338,0.9063,EthnikiKatigoria
G1,27/11/2005,H,1.3,4.33,8.0,1.35,4.0,9.0,1.25,4.5,9.0,1.3,4.4,8.0,1.3,4.5,7.5,2005/6,PAOK,Akratitos,1.35,4.0,8.0,€25.80m,€9.95m,76.9231,74.0741,76.9231,80.0,74.0741,76.9231,23.0947,25.0,22.2222,22.2222,25.0,22.7273,12.5,11.1111,13.3333,11.1111,12.5,12.5,H,76.4862,2.2161,23.3777,1.299,12.1759,0.8857,EthnikiKatigoria
G1,28/11/2005,H,1.2,5.0,11.0,1.2,5.35,12.5,1.15,6.0,12.0,1.2,5.0,11.0,1.2,5.0,11.0,2005/6,Olympiakos,Iraklis,1.25,4.35,11.0,€62.55m,€17.15m,83.3333,83.3333,83.3333,86.9565,80.0,83.3333,20.0,18.6916,20.0,16.6667,22.9885,20.0,9.0909,8.0,9.0909,8.3333,9.0909,9.0909,H,83.3816,2.2011,19.7245,2.0639,8.7828,0.4888,EthnikiKatigoria
G1,03/12/2005,H,5.0,3.4,1.61,6.0,3.45,1.55,4.6,3.2,1.65,6.0,3.4,1.5,5.2,3.25,1.6,2005/6,Atromitos,Panathinaikos,5.0,3.3,1.6,€11.80m,€60.68m,20.0,16.6667,19.2308,21.7391,20.0,16.6667,29.4118,28.9855,30.7692,31.25,30.303,29.4118,62.1118,64.5161,62.5,60.6061,62.5,66.6667,A,19.0505,2.0213,30.0219,0.8904,63.1501,2.1273,EthnikiKatigoria
G1,03/12/2005,A,5.5,3.4,1.57,6.5,3.6,1.5,5.0,3.4,1.55,6.0,3.4,1.5,5.5,3.4,1.55,2005/6,Egaleo,Olympiakos,6.5,3.6,1.45,€16.68m,€62.55m,18.1818,15.3846,18.1818,20.0,15.3846,16.6667,29.4118,27.7778,29.4118,29.4118,27.7778,29.4118,63.6943,66.6667,64.5161,64.5161,68.9655,66.6667,A,17.2999,1.8212,28.8671,0.8438,65.8376,1.9619,EthnikiKatigoria
G1,03/12/2005,D,2.0,3.0,3.5,1.75,3.15,4.65,1.85,3.1,3.6,2.0,3.1,3.3,2.0,3.0,3.4,2005/6,Kallithea,Kalamaria,1.9,3.0,3.75,€9.15m,€10.20m,50.0,57.1429,50.0,54.0541,52.6316,50.0,33.3333,31.746,33.3333,32.2581,33.3333,32.2581,28.5714,21.5054,29.4118,27.7778,26.6667,30.303,H,52.3048,2.9158,32.7104,0.7076,27.3727,3.1391,EthnikiKatigoria
G1,04/12/2005,H,1.66,3.4,4.5,1.65,3.4,5.0,1.7,3.2,4.6,1.6,3.4,5.0,1.6,3.25,5.2,2005/6,AEK,PAOK,1.65,3.1,5.0,€41.05m,€25.80m,60.241,60.6061,62.5,58.8235,60.6061,62.5,29.4118,29.4118,30.7692,31.25,32.2581,29.4118,22.2222,20.0,19.2308,21.7391,20.0,20.0,H,60.8794,1.4168,30.4188,1.2032,20.532,1.171,EthnikiKatigoria
G1,04/12/2005,D,2.3,3.1,2.8,2.25,3.1,3.0,2.55,3.0,2.45,2.3,3.0,2.8,2.3,2.9,2.9,2005/6,Akratitos,OFI Crete,2.1,3.0,3.2,€9.95m,€14.55m,43.4783,44.4444,43.4783,39.2157,47.619,43.4783,32.2581,32.2581,34.4828,33.3333,33.3333,33.3333,35.7143,33.3333,34.4828,40.8163,31.25,35.7143,H,43.619,2.6881,33.1665,0.8326,35.2185,3.2147,EthnikiKatigoria
G1,04/12/2005,H,1.66,3.4,4.5,1.5,3.6,6.5,1.55,3.5,4.8,1.7,3.2,4.5,1.75,3.2,4.2,2005/6,Iraklis,Ionikos,1.53,3.6,5.5,€17.15m,€9.13m,60.241,66.6667,57.1429,64.5161,65.3595,58.8235,29.4118,27.7778,31.25,28.5714,27.7778,31.25,22.2222,15.3846,23.8095,20.8333,18.1818,22.2222,H,62.125,3.9007,29.3398,1.5983,20.4423,3.115,EthnikiKatigoria
G1,04/12/2005,H,1.57,3.4,5.5,1.45,3.7,7.0,1.5,3.5,5.4,1.6,3.4,5.0,1.6,3.3,5.0,2005/6,Larisa,Levadeiakos,1.45,3.75,6.5,€11.90m,€9.45m,63.6943,68.9655,62.5,66.6667,68.9655,62.5,29.4118,27.027,30.303,28.5714,26.6667,29.4118,18.1818,14.2857,20.0,18.5185,15.3846,20.0,H,65.5487,3.0537,28.5653,1.4439,17.7284,2.3873,EthnikiKatigoria
G1,05/12/2005,A,2.62,3.0,2.5,2.7,2.8,2.7,2.6,2.9,2.5,2.5,2.9,2.6,2.5,2.9,2.65,2005/6,Panionios,Xanthi,2.65,2.8,2.6,€14.50m,€23.15m,38.1679,37.037,40.0,38.4615,37.7358,40.0,33.3333,35.7143,34.4828,34.4828,35.7143,34.4828,40.0,37.037,37.7358,40.0,38.4615,38.4615,A,38.567,1.2091,34.7017,0.9019,38.616,1.1955,EthnikiKatigoria
G1,10/12/2005,D,3.4,3.1,2.0,3.65,3.1,2.0,3.3,3.0,2.0,3.4,3.0,2.0,3.3,3.0,2.05,2005/6,Levadeiakos,PAOK,3.4,3.0,2.0,€9.45m,€25.80m,29.4118,27.3973,30.303,30.303,29.4118,29.4118,32.2581,32.2581,33.3333,33.3333,33.3333,33.3333,50.0,50.0,48.7805,50.0,50.0,50.0,A,29.3731,1.0619,32.9749,0.5552,49.7968,0.4979,EthnikiKatigoria
G1,10/12/2005,A,4.33,3.25,1.72,4.3,3.2,1.8,3.8,3.1,1.8,4.5,3.4,1.65,3.8,3.1,1.85,2005/6,OFI Crete,AEK,4.0,3.1,1.8,€14.55m,€41.05m,23.0947,23.2558,26.3158,26.3158,25.0,22.2222,30.7692,31.25,32.2581,32.2581,32.2581,29.4118,58.1395,55.5556,54.0541,55.5556,55.5556,60.6061,A,24.3674,1.7578,31.3676,1.1468,56.5778,2.3736,EthnikiKatigoria
G1,11/12/2005,H,2.37,2.87,2.87,2.4,2.8,3.1,2.4,2.8,2.8,2.15,2.9,3.2,2.3,2.9,2.9,2005/6,Ionikos,Egaleo,2.35,2.7,3.0,€9.13m,€16.68m,42.1941,41.6667,43.4783,41.6667,42.5532,46.5116,34.8432,35.7143,34.4828,35.7143,37.037,34.4828,34.8432,32.2581,34.4828,35.7143,33.3333,31.25,H,43.0118,1.8419,35.3791,0.9866,33.647,1.6838,EthnikiKatigoria
G1,11/12/2005,H,1.8,3.2,4.0,1.8,3.15,4.35,1.8,3.1,3.8,1.8,3.2,3.9,1.8,3.1,4.0,2005/6,Kalamaria,Akratitos,1.9,3.1,3.6,€10.20m,€9.95m,55.5556,55.5556,55.5556,55.5556,52.6316,55.5556,31.25,31.746,32.2581,32.2581,32.2581,31.25,25.0,22.9885,25.0,26.3158,27.7778,25.641,H,55.0683,1.1937,31.8367,0.4959,25.4538,1.5918,EthnikiKatigoria
G1,11/12/2005,D,1.28,4.33,9.0,1.3,4.25,10.0,1.3,4.2,8.0,1.33,4.0,8.0,1.25,4.5,10.0,2005/6,Panathinaikos,Iraklis,1.25,4.5,10.0,€60.68m,€17.15m,78.125,76.9231,80.0,76.9231,80.0,75.188,23.0947,23.5294,22.2222,23.8095,22.2222,25.0,11.1111,10.0,10.0,12.5,10.0,12.5,H,77.8599,1.9039,23.313,1.0551,11.0185,1.2256,EthnikiKatigoria
G1,11/12/2005,H,2.37,2.87,2.87,2.3,2.8,3.2,2.2,2.9,3.0,2.3,2.9,2.9,2.3,2.9,2.9,2005/6,Panionios,Atromitos,2.25,3.0,2.9,€14.50m,€11.80m,42.1941,43.4783,43.4783,45.4545,44.4444,43.4783,34.8432,35.7143,34.4828,34.4828,33.3333,34.4828,34.8432,31.25,34.4828,33.3333,34.4828,34.4828,H,43.7546,1.0982,34.5565,0.7662,33.8125,1.3569,EthnikiKatigoria
G1,11/12/2005,D,1.4,3.75,7.5,1.4,3.8,8.0,1.4,3.9,6.0,1.36,4.0,7.0,1.4,3.75,8.0,2005/6,Xanthi,Kallithea,1.35,3.75,8.0,€23.15m,€9.15m,71.4286,71.4286,71.4286,71.4286,74.0741,73.5294,26.6667,26.3158,26.6667,25.641,26.6667,25.0,13.3333,12.5,12.5,16.6667,12.5,14.2857,H,72.2196,1.2375,26.1595,0.6942,13.631,1.6474,EthnikiKatigoria
G1,12/12/2005,H,1.18,5.5,11.0,1.2,5.25,12.5,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,11.0,2005/6,Olympiakos,Larisa,1.2,5.0,11.0,€62.55m,€11.90m,84.7458,83.3333,83.3333,83.3333,83.3333,83.3333,18.1818,19.0476,20.0,20.0,20.0,20.0,9.0909,8.0,9.0909,10.0,9.0909,9.0909,H,83.5687,0.5767,19.5382,0.766,9.0606,0.6342,EthnikiKatigoria
G1,17/12/2005,H,1.2,5.0,13.0,1.2,5.5,12.0,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.0,11.0,2005/6,AEK,Kalamaria,1.17,5.5,12.0,€41.05m,€10.20m,83.3333,83.3333,83.3333,83.3333,85.4701,85.4701,20.0,18.1818,20.0,20.0,18.1818,18.1818,7.6923,8.3333,9.0909,10.0,8.3333,8.3333,H,84.0456,1.1034,19.0909,0.9959,8.6305,0.8041,EthnikiKatigoria
