Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA
SC0,06/11/2010,St Johnstone,Kilmarnock,0,3,A,0,1,A,I Brines,7,9,1,6,13,9,3,3,3,2,0,0,2.1,3.4,3.4,2.05,3.3,3.15,2.1,3.4,3.4,2010/11,€10.88m,€10.38m,2.15,3.6,3.4
SC0,07/11/2010,Hibernian,Hearts,0,2,A,0,1,A,W Collum,6,9,3,4,13,13,4,6,2,2,1,0,2.75,3.3,2.5,2.45,3.25,2.55,2.62,3.3,2.6,2010/11,€25.00m,€26.63m,2.88,3.3,2.6
SC0,07/11/2010,St Mirren,Rangers,1,3,A,0,0,D,C Thomson,10,18,6,12,16,13,3,3,2,2,0,0,10.0,5.0,1.3,7.75,4.75,1.3,12.0,5.0,1.28,2010/11,€7.70m,€72.43m,11.0,5.0,1.33
SC0,09/11/2010,Aberdeen,Inverness C,1,2,A,0,1,A,J McKendrick,12,9,5,2,16,11,6,4,5,0,0,0,2.38,3.25,3.0,2.2,3.3,2.85,2.5,3.3,2.8,2010/11,€14.80m,€8.33m,2.5,3.3,3.0
SC0,10/11/2010,Dundee United,St Mirren,1,2,A,0,1,A,E Norris,5,8,3,3,9,10,5,1,2,3,0,0,1.6,3.8,5.75,1.55,3.5,5.5,1.62,3.75,5.5,2010/11,€18.00m,€7.70m,1.62,4.0,5.5
SC0,10/11/2010,Hearts,Celtic,2,0,H,1,0,H,C Thomson,9,6,5,2,18,17,5,4,2,5,0,1,6.0,3.8,1.57,5.3,3.6,1.55,6.0,3.75,1.57,2010/11,€26.63m,€61.30m,6.5,4.0,1.53
SC0,10/11/2010,Kilmarnock,Hamilton,3,0,H,1,0,H,W Collum,13,7,6,4,9,15,3,2,2,4,0,0,2.1,3.4,3.4,2.0,3.3,3.25,2.1,3.3,3.5,2010/11,€10.38m,€9.25m,2.2,3.4,3.4
SC0,10/11/2010,Motherwell,St Johnstone,4,0,H,3,0,H,C Allan,10,6,8,4,13,12,2,7,0,1,0,0,1.83,3.5,4.33,1.8,3.4,3.8,1.83,3.5,4.33,2010/11,€10.90m,€10.88m,1.91,3.5,4.33
SC0,10/11/2010,Rangers,Hibernian,0,3,A,0,2,A,S O'Reilly,13,7,13,6,11,11,17,4,1,2,0,0,1.22,5.5,15.0,1.16,6.0,12.5,1.22,6.0,13.0,2010/11,€72.43m,€25.00m,1.22,6.0,17.0
SC0,13/11/2010,Dundee United,Kilmarnock,1,1,D,1,1,D,A Muir,6,5,1,1,4,2,9,7,2,3,0,0,2.0,3.5,3.6,2.0,3.3,3.25,1.91,3.4,4.0,2010/11,€18.00m,€10.38m,2.0,3.5,3.8
SC0,13/11/2010,Hamilton,Inverness C,1,3,A,1,0,H,S McLean,2,3,1,3,9,15,3,5,2,2,0,0,2.6,3.25,2.7,2.4,3.25,2.6,2.62,3.3,2.62,2010/11,€9.25m,€8.33m,2.75,3.3,2.62
SC0,13/11/2010,Hibernian,Motherwell,2,1,H,2,1,H,D McDonald,12,5,7,2,11,13,4,5,3,4,0,0,2.63,3.3,2.63,2.45,3.3,2.5,2.62,3.3,2.62,2010/11,€25.00m,€10.90m,2.75,3.4,2.6
SC0,13/11/2010,Rangers,Aberdeen,2,0,H,2,0,H,C Murray,19,4,9,1,9,14,5,2,3,2,0,0,1.17,7.0,15.0,1.15,6.0,13.5,1.17,7.0,15.0,2010/11,€72.43m,€14.80m,1.2,7.0,17.0
SC0,13/11/2010,St Johnstone,Hearts,0,2,A,0,0,D,M Tumilty,8,13,2,7,9,15,2,4,3,2,0,0,3.0,3.25,2.38,2.55,3.2,2.5,3.0,3.25,2.38,2010/11,€10.88m,€26.63m,3.0,3.25,2.5
SC0,14/11/2010,St Mirren,Celtic,0,1,A,0,0,D,I Brines,6,22,2,10,9,12,4,8,2,1,0,0,9.5,5.5,1.29,8.0,5.5,1.25,9.0,5.0,1.33,2010/11,€7.70m,€61.30m,11.0,5.5,1.3
SC0,20/11/2010,Aberdeen,St Johnstone,0,1,A,0,0,D,W Collum,14,10,4,6,15,10,6,6,1,3,1,0,2.3,3.4,3.0,2.2,3.1,3.0,2.2,3.3,3.2,2010/11,€14.80m,€10.88m,2.3,3.5,3.1
SC0,20/11/2010,Celtic,Dundee United,1,1,D,1,0,H,M Tumilty,14,3,7,2,7,9,6,6,1,3,0,0,1.25,5.5,12.0,1.22,5.5,9.0,1.29,5.5,9.5,2010/11,€61.30m,€18.00m,1.29,5.5,12.0
SC0,20/11/2010,Hearts,Hamilton,2,0,H,1,0,H,I Brines,15,6,10,5,18,16,3,6,1,0,0,0,1.57,4.0,5.5,1.5,3.75,5.75,1.53,4.0,6.0,2010/11,€26.63m,€9.25m,1.57,4.0,6.0
SC0,20/11/2010,Inverness C,Hibernian,4,2,H,1,0,H,S Conroy,10,7,5,3,5,3,5,4,1,0,0,1,2.2,3.4,3.2,2.25,3.25,2.8,2.3,3.25,3.1,2010/11,€8.33m,€25.00m,2.3,3.5,3.12
SC0,20/11/2010,Kilmarnock,Rangers,2,3,A,1,1,D,E Norris,13,11,6,3,15,12,7,3,3,1,1,0,7.0,4.33,1.44,7.0,4.0,1.4,7.0,4.33,1.44,2010/11,€10.38m,€72.43m,7.0,4.2,1.53
SC0,20/11/2010,St Mirren,Motherwell,1,1,D,1,0,H,A Muir,8,13,2,3,18,16,5,5,3,4,1,0,3.2,3.4,2.2,3.0,3.2,2.15,3.1,3.3,2.25,2010/11,€7.70m,€10.90m,3.5,3.4,2.1
SC0,27/11/2010,Celtic,Inverness C,2,2,D,1,0,H,A Hamer,11,7,3,4,10,11,5,11,0,1,0,0,1.25,5.5,12.0,1.2,6.0,9.0,1.29,5.5,10.0,2010/11,€61.30m,€8.33m,1.25,5.5,13.0
SC0,27/11/2010,Hamilton,St Mirren,0,0,D,0,0,D,M Levi,5,4,1,1,17,11,13,4,3,1,0,0,2.1,3.3,3.5,2.1,3.3,3.0,2.2,3.5,3.1,2010/11,€9.25m,€7.70m,2.1,3.5,3.6
SC0,27/11/2010,Hibernian,St Johnstone,0,0,D,0,0,D,C Lautiar,5,3,3,1,15,14,3,3,0,0,0,0,2.0,3.4,3.75,1.8,3.4,3.85,1.95,3.5,3.75,2010/11,€25.00m,€10.88m,2.05,3.5,3.75
SC0,27/11/2010,Kilmarnock,Aberdeen,2,0,H,1,0,H,E Hacmon,9,5,6,3,8,13,4,7,1,1,0,0,1.8,3.5,4.5,1.85,3.35,3.7,1.91,3.4,4.0,2010/11,€10.38m,€14.80m,1.85,3.6,4.5
SC0,11/12/2010,Hearts,Aberdeen,5,0,H,2,0,H,M Tumilty,13,4,7,3,11,9,4,5,3,2,0,0,1.53,3.8,6.5,1.5,3.6,6.0,1.53,3.8,6.5,2010/11,€26.63m,€14.80m,1.53,4.0,7.0
SC0,11/12/2010,Inverness C,Rangers,1,1,D,1,0,H,C Murray,8,9,4,3,17,5,2,8,3,3,0,0,6.0,4.0,1.53,5.5,3.8,1.5,6.0,3.75,1.57,2010/11,€8.33m,€72.43m,6.5,4.33,1.53
SC0,11/12/2010,St Mirren,St Johnstone,1,2,A,0,0,D,S Finnie,7,12,4,7,17,12,2,4,1,4,0,0,2.63,3.25,2.63,2.4,3.25,2.6,2.5,3.3,2.75,2010/11,€7.70m,€10.88m,2.75,3.25,2.75
SC0,14/12/2010,Motherwell,Hearts,1,2,A,1,1,D,S O'Reilly,3,9,1,2,12,10,1,0,2,0,1,0,2.63,3.3,2.6,2.5,3.25,2.5,2.6,3.4,2.6,2010/11,€10.90m,€26.63m,2.88,3.5,2.5
SC0,18/12/2010,Hearts,Inverness C,1,1,D,1,1,D,B Winter,12,7,3,5,9,13,8,2,1,2,0,0,1.73,3.75,4.5,1.72,3.45,4.25,1.8,3.5,4.5,2010/11,€26.63m,€8.33m,1.73,3.6,4.75
SC0,18/12/2010,Kilmarnock,Hibernian,2,1,H,2,0,H,C Thomson,7,7,6,5,3,17,8,6,3,2,0,1,2.1,3.4,3.4,2.05,3.3,3.1,2.2,3.4,3.2,2010/11,€10.38m,€25.00m,2.05,3.4,3.6
SC0,21/12/2010,Celtic,Kilmarnock,1,1,D,0,0,D,W Collum,12,2,6,1,11,6,16,4,0,3,0,0,1.25,5.5,12.0,1.18,6.5,9.0,1.22,6.0,13.0,2010/11,€61.30m,€10.38m,1.25,6.0,13.0
SC0,26/12/2010,Celtic,St Johnstone,2,0,H,0,0,D,C Murray,12,3,6,1,12,8,10,0,2,2,0,0,1.2,6.5,13.0,1.16,6.5,11.0,1.22,6.0,12.0,2010/11,€61.30m,€10.88m,1.22,6.5,15.0
SC0,26/12/2010,Hibernian,Aberdeen,1,2,A,1,1,D,S O'Reilly,12,9,7,7,12,12,4,2,0,1,0,0,1.8,3.5,4.5,1.75,3.45,4.0,1.83,3.4,4.33,2010/11,€25.00m,€14.80m,1.83,3.75,4.4
SC0,26/12/2010,Inverness C,St Mirren,1,2,A,1,1,D,C Thomson,9,10,2,7,9,8,7,5,1,2,0,0,1.67,3.75,5.0,1.62,3.55,4.75,1.73,3.5,5.0,2010/11,€8.33m,€7.70m,1.73,4.0,4.75
SC0,26/12/2010,Motherwell,Rangers,1,4,A,0,2,A,I Brines,10,14,4,13,10,9,3,3,1,1,0,0,5.5,3.75,1.62,5.25,3.9,1.5,6.0,3.75,1.57,2010/11,€10.90m,€72.43m,6.0,4.0,1.62
SC0,29/12/2010,Celtic,Motherwell,1,0,H,1,0,H,S Finnie,7,0,2,0,8,10,6,5,3,3,1,0,1.29,5.25,10.0,1.25,5.0,9.0,1.29,5.5,9.0,2010/11,€61.30m,€10.90m,1.29,5.5,11.0
SC0,29/12/2010,Hamilton,Aberdeen,0,1,A,0,0,D,C Thomson,6,5,2,4,10,13,4,2,2,1,0,0,2.5,3.3,2.75,2.3,3.25,2.7,2.4,3.4,2.8,2010/11,€9.25m,€14.80m,2.4,3.25,3.0
SC0,29/12/2010,Hibernian,Dundee United,2,2,D,1,2,A,S O'Reilly,12,6,10,3,12,18,11,3,2,2,0,1,2.5,3.3,2.75,2.35,3.25,2.65,2.6,3.4,2.6,2010/11,€25.00m,€18.00m,2.5,3.25,2.88
SC0,29/12/2010,Inverness C,Kilmarnock,1,3,A,0,1,A,W Collum,8,14,4,8,5,7,8,6,4,1,0,0,2.25,3.25,3.2,2.0,3.25,3.3,2.2,3.4,3.2,2010/11,€8.33m,€10.38m,2.25,3.4,3.25
SC0,29/12/2010,St Mirren,Hearts,0,2,A,0,0,D,C Allan,10,15,5,10,15,17,3,15,1,2,1,0,4.0,3.4,1.91,3.85,3.4,1.8,3.6,3.5,1.91,2010/11,€7.70m,€26.63m,4.33,3.6,1.85
SC0,01/01/2011,Aberdeen,Dundee United,1,1,D,1,0,H,W Collum,6,10,1,5,6,11,5,4,2,3,0,0,2.75,3.3,2.5,2.8,3.2,2.3,2.62,3.25,2.62,2010/11,€14.80m,€18.00m,2.88,3.4,2.5
SC0,01/01/2011,Hamilton,Motherwell,0,0,D,0,0,D,S O'Reilly,14,6,7,2,18,13,4,5,2,1,0,0,3.0,3.4,2.3,3.05,3.25,2.1,2.88,3.4,2.38,2010/11,€9.25m,€10.90m,3.1,3.4,2.38
SC0,01/01/2011,Hearts,Hibernian,1,0,H,0,0,D,C Murray,20,5,9,1,13,17,8,4,1,3,0,0,1.62,4.0,5.0,1.54,3.6,5.4,1.67,3.75,5.0,2010/11,€26.63m,€25.00m,1.62,4.0,5.5
SC0,02/01/2011,Rangers,Celtic,0,2,A,0,0,D,C Thompson,8,10,1,2,15,11,4,8,2,4,0,0,2.0,3.3,3.75,2.0,3.2,3.4,2.1,3.3,3.5,2010/11,€72.43m,€61.30m,2.05,3.4,4.0
SC0,02/01/2011,St Johnstone,Inverness C,1,0,H,0,0,D,G Salmond,14,7,7,6,14,13,5,5,0,0,0,0,2.6,3.25,2.7,2.55,3.05,2.55,2.62,3.3,2.62,2010/11,€10.88m,€8.33m,2.62,3.3,2.75
SC0,03/01/2011,St Mirren,Kilmarnock,0,2,A,0,0,D,B Winter,11,14,2,10,12,10,7,7,2,1,0,0,2.88,3.4,2.38,2.8,3.2,2.25,2.5,3.25,2.4,2010/11,€7.70m,€10.38m,3.2,3.4,2.3
SC0,12/01/2011,Dundee United,Motherwell,2,0,H,0,0,D,I Brines,10,4,8,2,4,6,5,0,1,0,0,0,2.1,3.4,3.4,2.1,3.25,3.05,2.1,3.3,3.5,2010/11,€18.00m,€10.90m,2.2,3.5,3.4
SC0,12/01/2011,Hamilton,Celtic,1,1,D,1,0,H,W Collum,4,13,3,5,12,10,2,6,0,2,2,1,11.0,5.0,1.29,9.0,5.0,1.25,11.0,5.0,1.29,2010/11,€9.25m,€61.30m,11.0,5.25,1.3
SC0,15/01/2011,Aberdeen,St Mirren,2,0,H,0,0,D,C Murray,16,7,9,0,9,11,3,2,2,1,0,0,1.83,3.5,4.33,1.8,3.4,3.85,1.8,3.5,4.5,2010/11,€14.80m,€7.70m,1.83,3.6,4.6
SC0,15/01/2011,Hibernian,Celtic,0,3,A,0,1,A,C Thomson,4,11,1,8,16,8,3,10,3,1,0,0,8.0,4.5,1.4,7.0,4.0,1.4,8.0,4.0,1.44,2010/11,€25.00m,€61.30m,8.0,4.6,1.44
SC0,15/01/2011,Kilmarnock,St Johnstone,1,1,D,1,0,H,S McLean,7,11,4,5,6,14,5,7,1,1,0,0,2.0,3.4,3.75,1.8,3.4,3.85,1.91,3.5,3.8,2010/11,€10.38m,€10.88m,2.0,3.5,3.8
SC0,15/01/2011,Motherwell,Inverness C,0,0,D,0,0,D,E Norris,5,7,2,5,13,11,4,5,1,1,0,0,2.1,3.4,3.4,2.0,3.25,3.3,2.1,3.4,3.4,2010/11,€10.90m,€8.33m,2.2,3.5,3.4
SC0,15/01/2011,Rangers,Hamilton,4,0,H,3,0,H,B Winter,25,3,14,2,6,13,12,1,0,1,0,0,1.15,7.0,17.0,1.15,6.25,12.5,1.17,7.0,15.0,2010/11,€72.43m,€9.25m,1.2,7.0,17.0
SC0,18/01/2011,Kilmarnock,Hearts,1,2,A,1,0,H,S Conroy,4,10,2,4,6,9,4,11,1,2,0,0,2.88,3.3,2.4,2.65,3.25,2.35,2.7,3.4,2.5,2010/11,€10.38m,€26.63m,2.88,3.3,2.5
SC0,18/01/2011,Rangers,Inverness C,1,0,H,1,0,H,C Thomson,17,6,7,5,8,17,4,2,1,2,0,0,1.22,6.0,12.0,1.2,5.85,9.5,1.22,6.0,11.0,2010/11,€72.43m,€8.33m,1.22,6.0,12.0
SC0,22/01/2011,Celtic,Aberdeen,1,0,H,1,0,H,I Brines,9,4,4,0,10,16,7,8,1,1,0,0,1.25,5.75,11.0,1.2,5.8,9.5,1.25,6.0,10.0,2010/11,€61.30m,€14.80m,1.25,6.5,13.0
SC0,22/01/2011,Hearts,Rangers,1,0,H,0,0,D,M Tumilty,4,18,1,11,10,11,2,6,3,2,0,0,3.75,3.4,2.0,3.6,3.4,1.85,4.0,3.5,1.91,2010/11,€26.63m,€72.43m,3.8,3.5,2.0
SC0,22/01/2011,Inverness C,Hamilton,1,1,D,1,1,D,S Finnie,7,6,3,1,14,6,4,0,2,3,0,0,1.91,3.3,4.2,1.85,3.2,3.9,1.8,3.5,4.5,2010/11,€8.33m,€9.25m,1.95,3.4,4.2
SC0,22/01/2011,Kilmarnock,Dundee United,1,1,D,1,0,H,G Salmond,22,8,8,2,14,12,3,5,1,2,1,2,2.25,3.25,3.2,2.35,3.25,2.65,2.38,3.4,2.88,2010/11,€10.38m,€18.00m,2.38,3.3,3.12
SC0,22/01/2011,Motherwell,Hibernian,2,0,H,2,0,H,A Muir,5,9,2,2,17,20,4,2,1,4,0,0,2.0,3.4,3.75,2.0,3.25,3.3,2.0,3.4,3.75,2010/11,€10.90m,€25.00m,2.0,3.5,3.8
SC0,22/01/2011,St Johnstone,St Mirren,0,0,D,0,0,D,W Collum,7,6,4,4,13,15,6,2,0,2,0,0,1.8,3.6,4.33,1.75,3.45,4.0,1.8,3.5,4.5,2010/11,€10.88m,€7.70m,1.8,3.8,4.6
SC0,26/01/2011,Celtic,Hearts,4,0,H,1,0,H,E Norris,9,0,5,0,12,14,3,3,4,3,0,0,1.44,4.33,7.0,1.45,4.0,5.9,1.5,4.0,7.0,2010/11,€61.30m,€26.63m,1.53,4.2,7.0
SC0,26/01/2011,Hibernian,Rangers,0,2,A,0,2,A,S O'Reily,6,3,4,3,15,17,2,3,5,2,0,0,7.0,4.33,1.44,6.0,4.0,1.45,7.0,4.33,1.44,2010/11,€25.00m,€72.43m,7.5,4.5,1.44
SC0,26/01/2011,Inverness C,Aberdeen,0,2,A,0,1,A,S Conroy,8,10,4,5,4,11,8,7,0,1,1,0,2.25,3.25,3.2,2.25,3.25,2.8,2.25,3.4,3.1,2010/11,€8.33m,€14.80m,2.4,3.3,3.12
SC0,26/01/2011,St Johnstone,Motherwell,1,0,H,0,0,D,C Murray,6,9,2,1,6,13,7,3,3,2,0,0,2.5,3.3,2.75,2.35,3.25,2.65,2.5,3.4,2.7,2010/11,€10.88m,€10.90m,2.5,3.4,2.88
SC0,26/01/2011,St Mirren,Dundee United,1,1,D,1,0,H,C Thomson,10,14,5,5,11,12,7,6,2,3,0,0,3.0,3.25,2.38,2.65,3.25,2.35,2.8,3.4,2.4,2010/11,€7.70m,€18.00m,3.2,3.4,2.3
SC0,29/01/2011,Hamilton,Kilmarnock,1,1,D,0,1,A,B Winter,9,16,3,10,10,9,6,8,1,1,0,1,2.7,3.25,2.38,2.75,2.95,2.45,2.88,3.4,2.38,2010/11,€9.25m,€10.38m,2.88,3.25,2.5
SC0,29/01/2011,Hearts,St Johnstone,1,0,H,1,0,H,C Allan,10,6,5,4,15,9,2,2,2,1,0,0,1.62,3.5,5.25,1.55,3.5,5.5,1.62,3.75,5.5,2010/11,€26.63m,€10.88m,1.67,3.6,5.25
SC0,30/01/2011,Dundee United,Hibernian,3,0,H,1,0,H,I Brines,12,11,4,4,8,14,3,8,1,1,0,0,1.73,3.5,4.33,1.65,3.5,4.5,1.8,3.5,4.5,2010/11,€18.00m,€25.00m,1.73,3.6,5.0
SC0,01/02/2011,Aberdeen,Celtic,0,3,A,0,1,A,A Muir,7,14,4,6,18,10,3,8,4,1,1,0,7.5,4.2,1.44,6.35,4.0,1.42,7.0,4.33,1.44,2010/11,€14.80m,€61.30m,8.0,4.5,1.44
SC0,01/02/2011,St Johnstone,Hamilton,2,0,H,1,0,H,E Norris,8,4,6,4,9,7,4,8,1,1,0,0,1.83,3.5,4.33,1.75,3.4,4.1,1.83,3.4,4.33,2010/11,€10.88m,€9.25m,1.91,3.5,4.2
SC0,02/02/2011,Hibernian,St Mirren,2,0,H,0,0,D,M Tumilty,15,5,6,4,15,11,4,2,4,2,0,0,2.05,3.5,3.4,1.9,3.25,3.6,2.0,3.4,3.75,2010/11,€25.00m,€7.70m,2.0,3.75,3.6
SC0,02/02/2011,Motherwell,Kilmarnock,0,1,A,0,0,D,S O'Reilly,16,8,9,3,8,14,6,2,1,3,0,1,2.3,3.3,3.1,2.25,3.2,2.85,2.25,3.4,3.1,2010/11,€10.90m,€10.38m,2.38,3.5,3.0
SC0,02/02/2011,Rangers,Hearts,1,0,H,1,0,H,B Winter,6,4,4,3,8,19,3,1,0,6,0,0,1.5,4.0,7.0,1.45,4.0,5.9,1.53,4.0,6.0,2010/11,€72.43m,€26.63m,1.5,4.5,7.0
SC0,12/02/2011,Hamilton,Hearts,0,2,A,0,1,A,S O'Reilly,3,10,2,6,12,13,3,7,2,1,0,0,4.0,3.4,1.91,3.9,3.35,1.8,4.33,3.5,1.8,2010/11,€9.25m,€26.63m,4.0,3.5,1.95
SC0,12/02/2011,Hibernian,Kilmarnock,2,1,H,0,0,D,S Conroy,6,11,2,4,17,8,2,6,4,2,1,0,2.5,3.3,2.75,2.35,3.2,2.7,2.5,3.4,2.7,2010/11,€25.00m,€10.38m,2.5,3.4,2.88
SC0,12/02/2011,Rangers,Motherwell,6,0,H,3,0,H,A Muir,19,6,12,4,12,13,5,5,1,3,0,0,1.25,5.5,12.0,1.22,5.25,10.0,1.22,6.0,12.0,2010/11,€72.43m,€10.90m,1.29,5.5,12.0
SC0,12/02/2011,St Mirren,Inverness C,3,3,D,2,2,D,B Madden,15,7,8,5,13,11,7,1,2,1,0,0,2.7,3.25,2.6,2.45,3.2,2.6,2.5,3.3,2.75,2010/11,€7.70m,€8.33m,2.75,3.4,2.62
SC0,13/02/2011,Dundee United,Celtic,1,3,A,0,2,A,M Tumilty,7,12,3,5,11,5,4,5,1,3,0,0,5.5,3.75,1.62,5.4,3.6,1.55,5.0,4.0,1.62,2010/11,€18.00m,€61.30m,5.5,4.0,1.62
SC0,15/02/2011,Aberdeen,Motherwell,1,2,A,1,1,D,S McLean,9,15,3,7,9,12,6,5,2,4,1,0,2.2,3.3,3.25,2.2,3.1,3.0,2.3,3.2,3.2,2010/11,€14.80m,€10.90m,2.15,3.4,3.5
SC0,19/02/2011,Aberdeen,Kilmarnock,5,0,H,2,0,H,G Salmond,7,6,5,3,19,9,5,5,2,3,0,0,2.6,3.2,2.7,2.3,3.2,2.75,2.4,3.3,2.88,2010/11,€14.80m,€10.38m,2.6,3.3,2.88
SC0,19/02/2011,Hearts,Dundee United,2,1,H,1,1,D,C Murray,8,6,4,2,16,9,4,3,2,3,1,0,1.8,3.6,4.33,1.7,3.45,4.25,1.8,3.5,4.5,2010/11,€26.63m,€18.00m,1.8,3.75,4.75
SC0,19/02/2011,Inverness C,St Johnstone,2,0,H,1,0,H,W Collum,9,6,4,3,11,10,3,5,0,0,0,0,2.5,3.3,2.8,2.35,3.0,2.85,2.3,3.3,3.1,2010/11,€8.33m,€10.88m,2.6,3.4,2.75
SC0,19/02/2011,Motherwell,Hamilton,1,0,H,1,0,H,C Allan,12,5,6,1,13,17,3,1,1,3,0,0,1.67,3.75,5.0,1.65,3.5,4.6,1.73,3.5,5.0,2010/11,€10.90m,€9.25m,1.8,3.6,5.0
SC0,20/02/2011,Celtic,Rangers,3,0,H,2,0,H,I Brines,8,9,6,2,7,18,6,7,1,5,0,0,2.1,3.4,3.4,2.05,3.25,3.2,2.1,3.4,3.4,2010/11,€61.30m,€72.43m,2.05,3.5,3.75
SC0,20/02/2011,St Mirren,Hibernian,0,1,A,0,0,D,E Norris,6,12,2,5,14,14,2,7,0,2,0,0,2.5,3.3,2.75,2.45,3.2,2.6,2.62,3.3,2.62,2010/11,€7.70m,€25.00m,2.75,3.3,2.62
SC0,22/02/2011,Aberdeen,Hamilton,1,0,H,1,0,H,S Finnie,11,10,2,3,15,15,4,2,2,2,0,0,1.67,3.75,5.0,1.62,3.5,4.75,1.73,3.5,5.0,2010/11,€14.80m,€9.25m,1.67,4.0,5.25
SC0,22/02/2011,St Johnstone,Dundee United,0,0,D,0,0,D,J McKendrick,7,7,0,0,11,9,4,10,2,2,0,0,2.63,3.3,2.63,2.5,3.15,2.55,2.5,3.4,2.7,2010/11,€10.88m,€18.00m,2.75,3.25,2.75
SC0,23/02/2011,Motherwell,St Mirren,0,1,A,0,0,D,S Conroy,9,9,2,6,11,14,3,1,2,2,0,0,1.73,3.5,5.0,1.65,3.5,4.6,1.67,3.75,5.0,2010/11,€10.90m,€7.70m,1.7,3.8,5.25
SC0,26/02/2011,Aberdeen,Hearts,0,0,D,0,0,D,M Tumilty,10,8,6,4,8,13,8,4,0,2,0,0,3.2,3.25,2.25,2.95,3.1,2.25,2.9,3.3,2.38,2010/11,€14.80m,€26.63m,3.4,3.4,2.25
SC0,26/02/2011,Hamilton,Dundee United,1,1,D,1,0,H,A Muir,1,5,0,2,17,9,2,5,2,1,0,0,3.75,3.4,2.0,3.3,3.1,2.05,3.4,3.4,2.1,2010/11,€9.25m,€18.00m,4.0,3.4,2.0
SC0,26/02/2011,Hibernian,Inverness C,2,0,H,0,0,D,C Thomson,17,5,9,4,11,9,4,5,0,0,0,0,2.25,3.3,3.2,2.25,3.1,2.95,2.2,3.3,3.3,2010/11,€25.00m,€8.33m,2.25,3.5,3.3
SC0,26/02/2011,Kilmarnock,St Mirren,2,0,H,2,0,H,C Murray,9,11,6,5,15,14,4,6,2,2,0,0,1.7,3.6,5.0,1.65,3.4,4.75,1.67,3.4,4.33,2010/11,€10.38m,€7.70m,1.73,3.6,5.5
SC0,27/02/2011,Motherwell,Celtic,2,0,H,1,0,H,E Norris,9,13,6,7,22,21,4,5,4,2,0,0,7.0,4.33,1.44,6.0,4.2,1.42,7.0,4.33,1.44,2010/11,€10.90m,€61.30m,8.5,4.6,1.4
SC0,27/02/2011,Rangers,St Johnstone,4,0,H,2,0,H,S McLean,17,6,9,3,11,9,2,2,0,1,0,0,1.22,6.0,12.0,1.18,5.75,11.0,1.22,6.0,12.0,2010/11,€72.43m,€10.88m,1.25,6.0,15.0
SC0,01/03/2011,Hamilton,Hibernian,1,2,A,0,1,A,G Salmond,4,4,3,3,14,12,8,7,1,0,0,0,3.1,3.2,2.3,2.95,3.0,2.3,3.2,3.3,2.25,2010/11,€9.25m,€25.00m,3.4,3.25,2.3
SC0,01/03/2011,Inverness C,Dundee United,0,2,A,0,0,D,S McLean,9,13,2,4,18,11,3,5,2,0,0,0,2.8,3.25,2.5,2.65,3.0,2.5,2.88,3.3,2.4,2010/11,€8.33m,€18.00m,2.88,3.2,2.6
SC0,02/03/2011,St Johnstone,Aberdeen,0,0,D,0,0,D,C Thomson,15,7,7,5,14,14,9,4,2,1,0,0,2.5,3.25,2.8,2.3,3.1,2.8,2.5,3.2,2.88,2010/11,€10.88m,€14.80m,2.62,3.2,2.88
SC0,05/03/2011,Celtic,Hamilton,2,0,H,1,0,H,S O'Reilly,11,4,7,1,15,7,7,2,2,3,0,0,1.14,7.5,17.0,1.14,6.75,12.0,1.17,7.0,15.0,2010/11,€61.30m,€9.25m,1.14,8.0,23.0
SC0,05/03/2011,Hearts,Kilmarnock,0,2,A,0,0,D,S McLean,13,11,6,5,14,9,8,3,3,2,0,1,1.8,3.5,4.5,1.65,3.4,4.75,1.73,3.5,5.0,2010/11,€26.63m,€10.38m,1.83,3.6,4.6
SC0,05/03/2011,Inverness C,Motherwell,3,0,H,1,0,H,I Brines,7,2,6,1,13,8,1,3,0,0,0,0,2.5,3.25,2.8,2.45,3.0,2.7,2.5,3.3,2.75,2010/11,€8.33m,€10.90m,2.75,3.25,2.75
SC0,05/03/2011,St Johnstone,Hibernian,1,1,D,0,0,D,C Allan,10,7,2,5,9,9,7,3,3,2,0,0,2.38,3.2,3.0,2.25,3.0,3.0,2.3,3.4,3.0,2010/11,€10.88m,€25.00m,2.6,3.25,2.88
SC0,06/03/2011,St Mirren,Rangers,0,1,A,0,1,A,W Collum,8,8,2,3,14,13,6,5,1,0,0,0,9.0,5.0,1.33,6.75,4.5,1.35,9.0,5.0,1.33,2010/11,€7.70m,€72.43m,9.0,5.0,1.36
SC0,07/03/2011,Dundee United,Aberdeen,3,1,H,2,0,H,B Winter,10,5,4,5,6,9,6,9,0,2,0,0,2.0,3.3,3.8,1.95,3.1,3.7,2.0,3.4,3.75,2010/11,€18.00m,€14.80m,2.1,3.3,3.75
SC0,10/03/2011,Dundee United,Hamilton,2,1,H,1,1,D,W Collum,8,11,5,3,12,6,8,7,0,1,0,0,1.5,4.0,7.0,1.53,3.5,5.75,1.57,3.75,6.0,2010/11,€18.00m,€9.25m,1.5,4.0,7.0
