Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA
SC0,28/10/2007,Aberdeen,Falkirk,1,1,D,1,0,H,C Allan,5,11,1,6,10,8,6,3,1,1,0,0,1.53,3.5,6.0,1.55,3.55,5.5,1.61,3.5,4.5,2007/8,€14.95m,€8.28m,1.53,3.6,5.5
SC0,28/10/2007,Dundee United,Rangers,2,1,H,1,0,H,D McDonald,6,11,3,6,28,18,7,9,3,4,0,0,5.5,3.75,1.61,5.0,3.5,1.6,4.5,3.5,1.61,2007/8,€11.75m,€92.48m,6.0,3.4,1.53
SC0,03/11/2007,Aberdeen,Dundee United,2,0,H,1,0,H,K Clark,9,9,5,2,18,19,5,5,3,1,0,2,2.25,3.3,2.87,2.2,3.25,2.9,2.2,3.2,2.8,2007/8,€14.95m,€11.75m,2.1,3.2,3.1
SC0,03/11/2007,Falkirk,Gretna,2,0,H,1,0,H,C Thomson,20,5,9,2,6,16,5,2,1,1,0,0,1.72,3.4,4.5,1.7,3.4,4.35,1.67,3.4,4.33,2007/8,€8.28m,€9.03m,1.65,3.5,4.5
SC0,03/11/2007,Kilmarnock,Celtic,1,2,A,0,2,A,D McDonald,7,19,3,10,15,12,5,12,3,3,0,0,6.5,4.0,1.44,5.9,4.0,1.45,5.5,3.5,1.53,2007/8,€10.20m,€87.28m,7.0,3.75,1.45
SC0,03/11/2007,Motherwell,St Mirren,1,1,D,1,1,D,M McCurry,12,6,4,3,13,14,6,8,2,2,0,0,1.72,3.4,4.5,1.7,3.4,4.35,1.83,3.3,3.6,2007/8,€11.58m,€7.70m,1.75,3.25,4.35
SC0,03/11/2007,Rangers,Inverness C,2,0,H,1,0,H,W Collum,17,11,9,5,3,12,6,2,0,2,0,0,1.2,5.5,12.0,1.2,5.5,11.0,1.22,5.0,10.0,2007/8,€92.48m,€8.15m,1.18,5.5,11.0
SC0,04/11/2007,Hibernian,Hearts,1,1,D,1,0,H,C Richmond,15,16,7,6,19,21,8,6,1,2,0,0,2.1,3.3,3.5,2.1,3.25,3.05,2.1,3.2,3.0,2007/8,€13.55m,€31.70m,2.0,3.2,3.3
SC0,10/11/2007,Dundee United,Kilmarnock,2,0,H,1,0,H,D Somers,10,6,7,4,14,20,6,2,1,4,1,0,1.8,3.4,4.0,1.85,3.3,3.75,2.0,3.2,3.2,2007/8,€11.75m,€10.20m,2.0,3.2,3.3
SC0,10/11/2007,Gretna,Hibernian,0,1,A,0,0,D,E Smith,11,16,5,7,12,15,1,12,3,3,0,0,6.0,3.75,1.5,5.8,3.65,1.5,5.0,3.5,1.57,2007/8,€9.03m,€13.55m,5.5,3.4,1.55
SC0,10/11/2007,Inverness C,Motherwell,0,3,A,0,1,A,C Boyle,5,12,0,6,19,6,3,6,2,0,2,0,2.37,3.4,2.62,2.45,3.25,2.55,2.25,3.2,2.75,2007/8,€8.15m,€11.58m,2.1,3.25,3.1
SC0,11/11/2007,Hearts,Aberdeen,4,1,H,2,1,H,I Brines,13,13,5,4,22,16,2,7,1,3,0,0,1.9,3.4,3.6,2.0,3.25,3.3,1.8,3.3,3.75,2007/8,€31.70m,€14.95m,1.84,3.3,3.75
SC0,24/11/2007,Celtic,Aberdeen,3,0,H,2,0,H,M McCurry,16,5,14,1,15,7,5,7,1,0,0,0,1.25,5.0,10.5,1.25,5.25,8.5,1.25,4.5,10.0,2007/8,€87.28m,€14.95m,1.25,5.0,10.0
SC0,24/11/2007,Falkirk,Rangers,1,3,A,0,1,A,C Richmond,6,6,4,4,21,13,6,5,2,2,0,0,7.0,4.33,1.44,6.15,4.25,1.4,7.0,4.0,1.36,2007/8,€8.28m,€92.48m,7.0,4.0,1.4
SC0,24/11/2007,Hibernian,Dundee United,2,2,D,0,0,D,W Collum,11,8,4,5,16,27,4,3,4,5,0,1,1.83,3.3,4.0,1.85,3.33,3.75,1.83,3.2,3.75,2007/8,€13.55m,€11.75m,1.8,3.4,3.75
SC0,24/11/2007,Inverness C,St Mirren,1,0,H,1,0,H,C Allan,10,5,5,1,11,9,3,6,1,3,0,1,2.1,3.3,3.25,2.2,3.25,2.9,2.2,3.25,2.75,2007/8,€8.15m,€7.70m,2.1,3.3,3.0
SC0,24/11/2007,Kilmarnock,Motherwell,0,1,A,0,0,D,S Conroy,6,14,0,1,12,12,3,10,2,1,0,0,2.4,3.3,2.7,2.2,3.25,2.9,2.1,3.2,3.0,2007/8,€10.20m,€11.58m,2.35,3.25,2.65
SC0,25/11/2007,Gretna,Hearts,1,1,D,0,1,A,M Tumilty,11,16,4,6,15,18,4,4,4,5,0,1,6.5,3.8,1.53,5.75,3.7,1.5,6.5,3.6,1.44,2007/8,€9.03m,€31.70m,6.5,3.5,1.5
SC0,01/12/2007,Dundee United,Inverness C,0,1,A,0,1,A,I Brines,11,9,4,5,10,14,6,7,1,0,0,0,1.61,3.5,5.25,1.65,3.4,4.8,1.57,3.5,5.0,2007/8,€11.75m,€8.15m,1.65,3.3,5.0
SC0,01/12/2007,Hearts,Celtic,1,1,D,0,0,D,K Clark,14,10,6,4,21,8,3,5,2,0,0,0,4.75,3.6,1.72,4.25,3.3,1.75,4.5,3.3,1.66,2007/8,€31.70m,€87.28m,4.7,3.5,1.65
SC0,01/12/2007,Motherwell,Gretna,3,0,H,1,0,H,J Underhill,17,8,12,4,8,11,12,3,1,1,0,0,1.44,4.0,6.5,1.45,3.7,6.5,1.5,3.4,6.0,2007/8,€11.58m,€9.03m,1.45,4.0,6.0
SC0,01/12/2007,Rangers,Kilmarnock,2,0,H,1,0,H,A Freeland,18,7,11,6,11,16,9,2,2,2,0,0,1.2,5.5,12.0,1.2,5.5,11.0,1.2,5.0,11.0,2007/8,€92.48m,€10.20m,1.2,5.0,13.0
SC0,01/12/2007,St Mirren,Falkirk,1,5,A,0,3,A,B Winter,5,12,2,8,10,10,3,3,1,2,0,0,2.1,3.25,3.2,2.05,3.25,3.2,2.1,3.2,3.0,2007/8,€7.70m,€8.28m,2.2,3.3,2.9
SC0,02/12/2007,Aberdeen,Hibernian,3,1,H,1,1,D,C Thomson,24,5,12,3,13,18,7,3,2,2,0,0,2.5,3.3,2.8,2.4,3.25,2.6,2.37,3.2,2.6,2007/8,€14.95m,€13.55m,2.25,3.25,2.8
SC0,08/12/2007,Aberdeen,Kilmarnock,2,1,H,0,1,A,W Collum,8,5,3,2,15,14,8,6,1,3,0,0,1.72,3.5,4.5,1.8,3.4,3.8,1.72,3.2,4.33,2007/8,€14.95m,€10.20m,1.75,3.3,4.35
SC0,08/12/2007,Celtic,St Mirren,1,1,D,0,0,D,C Richmond,17,4,10,4,8,10,12,2,1,0,0,0,1.15,6.0,15.0,1.15,6.0,13.0,1.12,6.5,12.0,2007/8,€87.28m,€7.70m,1.14,6.0,17.0
SC0,08/12/2007,Falkirk,Dundee United,3,0,H,2,0,H,M McCurry,15,11,8,3,12,12,3,6,0,0,0,0,2.5,3.4,2.5,2.5,3.25,2.5,2.6,3.2,2.37,2007/8,€8.28m,€11.75m,2.5,3.25,2.5
SC0,08/12/2007,Hearts,Motherwell,1,2,A,1,0,H,C Thomson,9,7,3,1,13,14,2,6,2,2,0,0,1.9,3.4,3.6,1.85,3.3,3.75,1.66,3.4,4.33,2007/8,€31.70m,€11.58m,1.8,3.3,4.0
SC0,08/12/2007,Inverness C,Hibernian,2,0,H,1,0,H,K Clark,10,9,6,5,15,8,3,3,1,0,0,0,2.62,3.4,2.37,2.8,3.25,2.25,2.75,3.25,2.2,2007/8,€8.15m,€13.55m,2.9,3.25,2.25
SC0,11/12/2007,Celtic,Falkirk,4,0,H,2,0,H,D McDonald,12,11,9,8,8,10,6,1,2,1,0,1,1.16,7.0,15.0,1.15,6.0,13.0,1.15,6.0,15.0,2007/8,€87.28m,€8.28m,1.17,5.5,13.0
SC0,15/12/2007,Hibernian,Falkirk,1,1,D,1,0,H,I Brines,11,19,5,12,21,11,4,11,2,3,1,0,1.66,3.4,5.0,1.6,3.4,5.25,1.61,3.5,4.5,2007/8,€13.55m,€8.28m,1.6,3.4,5.0
SC0,15/12/2007,Kilmarnock,Gretna,3,3,D,1,1,D,C Boyle,12,15,4,4,18,16,1,8,4,3,0,0,1.57,3.6,5.5,1.5,3.6,6.0,1.57,3.5,5.0,2007/8,€10.20m,€9.03m,1.5,3.5,6.5
SC0,15/12/2007,Motherwell,Aberdeen,3,0,H,3,0,H,E Smith,9,10,3,1,17,11,4,5,2,0,0,0,2.1,3.4,3.1,2.1,3.25,3.05,2.2,3.25,2.75,2007/8,€11.58m,€14.95m,2.1,3.25,3.1
SC0,15/12/2007,Rangers,Hearts,2,1,H,1,0,H,D McDonald,13,8,6,3,13,19,4,3,2,2,0,0,1.4,4.2,7.0,1.33,4.5,7.25,1.36,4.0,7.0,2007/8,€92.48m,€31.70m,1.33,4.35,7.5
SC0,15/12/2007,St Mirren,Dundee United,0,3,A,0,0,D,C Thomson,5,11,2,6,12,12,4,5,1,1,1,0,2.75,3.4,2.25,2.7,3.25,2.3,2.6,3.2,2.37,2007/8,€7.70m,€11.75m,2.75,3.25,2.3
SC0,16/12/2007,Inverness C,Celtic,3,2,H,1,2,A,A Freeland,10,11,7,6,9,14,4,12,1,1,1,0,7.5,3.8,1.5,7.0,4.0,1.4,7.0,3.75,1.4,2007/8,€8.15m,€87.28m,7.0,4.0,1.4
SC0,22/12/2007,Celtic,Hibernian,1,1,D,0,1,A,M McCurry,17,9,9,5,8,11,5,4,1,1,0,0,1.33,5.0,8.5,1.25,5.0,9.0,1.33,4.0,8.0,2007/8,€87.28m,€13.55m,1.3,4.5,9.0
SC0,22/12/2007,Dundee United,Gretna,1,2,A,1,2,A,C Richmond,15,3,3,2,6,21,7,3,2,3,0,0,1.44,4.0,6.5,1.4,4.0,7.0,1.4,3.75,7.0,2007/8,€11.75m,€9.03m,1.45,3.75,6.5
SC0,22/12/2007,Hearts,Inverness C,2,3,A,0,1,A,W Collum,20,9,10,6,15,6,12,0,2,3,1,0,1.66,3.5,4.75,1.65,3.4,4.8,1.8,3.3,3.75,2007/8,€31.70m,€8.15m,1.75,3.3,4.35
SC0,22/12/2007,Motherwell,Falkirk,0,3,A,0,0,D,D McDonald,15,12,7,8,8,10,5,3,1,2,0,0,1.66,3.5,4.75,1.65,3.4,4.8,1.61,3.5,4.5,2007/8,€11.58m,€8.28m,1.65,3.4,4.5
SC0,22/12/2007,St Mirren,Kilmarnock,0,0,D,0,0,D,M Tumilty,12,5,5,3,10,14,5,5,0,2,0,0,2.37,3.25,2.75,2.35,3.25,2.65,2.25,3.2,2.75,2007/8,€7.70m,€10.20m,2.35,3.25,2.65
SC0,23/12/2007,Aberdeen,Rangers,1,1,D,1,1,D,K Clark,6,13,3,7,15,11,5,4,4,2,0,1,5.0,3.5,1.66,5.4,3.6,1.55,5.0,3.5,1.57,2007/8,€14.95m,€92.48m,4.5,3.4,1.65
SC0,26/12/2007,Dundee United,Celtic,0,2,A,0,0,D,E Smith,9,11,5,2,13,12,3,4,1,0,0,0,5.5,3.75,1.61,5.25,3.6,1.55,4.5,3.5,1.61,2007/8,€11.75m,€87.28m,5.0,3.4,1.6
SC0,26/12/2007,Falkirk,Inverness C,1,0,H,1,0,H,C Thomson,10,8,3,5,15,13,7,3,1,1,0,0,2.25,3.3,2.87,2.25,3.25,2.8,2.37,3.2,2.6,2007/8,€8.28m,€8.15m,2.25,3.2,2.8
SC0,26/12/2007,Gretna,Aberdeen,1,1,D,0,0,D,B Winter,7,13,4,8,10,10,2,10,1,1,0,0,4.2,3.6,1.7,4.8,3.4,1.65,3.5,3.5,1.8,2007/8,€9.03m,€14.95m,5.0,3.3,1.65
SC0,26/12/2007,Hearts,St Mirren,0,1,A,0,1,A,I Brines,8,10,4,5,19,15,9,1,2,3,0,0,1.66,3.6,4.5,1.55,3.6,5.25,1.61,3.6,4.33,2007/8,€31.70m,€7.70m,1.65,3.4,4.5
SC0,26/12/2007,Kilmarnock,Hibernian,2,1,H,1,0,H,M McCurry,10,8,6,2,20,12,1,1,0,3,0,0,2.62,3.3,2.4,2.55,3.25,2.45,2.62,3.4,2.25,2007/8,€10.20m,€13.55m,2.75,3.25,2.3
SC0,26/12/2007,Rangers,Motherwell,3,1,H,1,0,H,S Conroy,11,8,4,7,8,9,3,3,1,3,0,0,1.33,4.33,9.5,1.3,4.75,7.75,1.33,4.0,8.0,2007/8,€92.48m,€11.58m,1.28,5.0,8.5
SC0,29/12/2007,Celtic,Gretna,3,0,H,1,0,H,D Somers,11,7,5,3,13,14,4,2,1,0,0,0,1.12,7.0,15.0,1.1,7.0,17.0,1.14,6.0,12.0,2007/8,€87.28m,€9.03m,1.1,7.0,17.0
SC0,29/12/2007,Falkirk,Hearts,2,1,H,0,1,A,K Clark,13,11,9,3,14,18,6,5,2,3,0,0,2.37,3.25,2.75,2.45,3.25,2.55,2.2,3.25,2.75,2007/8,€8.28m,€31.70m,2.4,3.25,2.65
SC0,29/12/2007,Hibernian,Rangers,1,2,A,0,1,A,C Richmond,8,10,4,7,13,11,2,7,1,1,0,0,5.0,3.5,1.72,5.0,3.5,1.6,5.0,3.25,1.62,2007/8,€13.55m,€92.48m,4.35,3.3,1.75
SC0,29/12/2007,Inverness C,Kilmarnock,3,1,H,1,0,H,C MacKay,16,6,9,3,11,11,12,4,0,0,0,0,1.9,3.3,3.75,1.95,3.15,3.7,2.0,3.2,3.2,2007/8,€8.15m,€10.20m,1.85,3.3,3.75
SC0,29/12/2007,Motherwell,Dundee United,5,3,H,3,1,H,C Allan,15,10,10,4,8,13,5,2,1,1,0,0,1.9,3.25,3.75,1.9,3.3,3.6,2.1,3.2,3.0,2007/8,€11.58m,€11.75m,2.0,3.25,3.4
SC0,29/12/2007,St Mirren,Aberdeen,0,1,A,0,0,D,M McCurry,12,10,1,1,11,12,7,3,1,0,0,0,2.87,3.25,2.25,2.8,3.25,2.25,2.6,3.2,2.38,2007/8,€7.70m,€14.95m,2.9,3.25,2.25
SC0,02/01/2008,Aberdeen,Inverness C,1,0,H,0,0,D,M Tumilty,12,18,5,9,15,12,8,5,1,2,0,0,2.0,3.3,3.6,1.8,3.3,4.0,1.91,3.25,3.4,2007/8,€14.95m,€8.15m,1.9,3.25,3.6
SC0,02/01/2008,Dundee United,Hearts,4,1,H,1,1,D,A Freeland,9,4,9,1,10,9,5,4,2,3,0,3,2.0,3.3,3.4,1.85,3.3,3.8,1.83,3.4,3.5,2007/8,€11.75m,€31.70m,1.9,3.25,3.6
SC0,02/01/2008,Kilmarnock,Falkirk,0,1,A,0,1,A,I Brines,13,10,9,5,13,15,9,2,3,2,1,1,2.37,3.25,2.75,2.2,3.25,2.85,2.25,3.2,2.75,2007/8,€10.20m,€8.28m,2.2,3.25,2.9
SC0,05/01/2008,Falkirk,Aberdeen,0,0,D,0,0,D,E Smith,13,14,6,4,11,14,3,4,1,4,1,0,2.3,3.3,2.8,2.3,3.2,2.75,2.2,3.2,2.8,2007/8,€8.28m,€14.95m,2.25,3.25,2.8
SC0,05/01/2008,Hearts,Kilmarnock,1,1,D,0,1,A,J Underhill,9,10,6,4,6,17,11,3,1,1,1,0,2.05,3.3,3.3,1.9,3.25,3.65,1.9,3.25,3.4,2007/8,€31.70m,€10.20m,2.0,3.25,3.4
SC0,05/01/2008,Inverness C,Gretna,3,0,H,3,0,H,D McDonald,14,10,11,7,9,15,10,2,0,0,0,0,1.5,3.8,6.0,1.5,3.6,6.0,1.5,3.5,6.0,2007/8,€8.15m,€9.03m,1.4,3.75,7.0
SC0,05/01/2008,Rangers,Dundee United,2,0,H,2,0,H,M McCurry,13,2,8,2,11,19,7,1,0,2,0,0,1.25,5.0,10.0,1.3,4.5,8.25,1.25,4.5,10.0,2007/8,€92.48m,€11.75m,1.28,4.5,10.0
SC0,05/01/2008,St Mirren,Hibernian,2,1,H,2,0,H,K Clark,8,6,5,2,6,14,4,8,0,0,0,0,2.8,3.3,2.3,2.85,3.25,2.2,2.75,3.2,2.25,2007/8,€7.70m,€13.55m,2.8,3.25,2.25
SC0,16/01/2008,Gretna,Rangers,1,2,A,0,1,A,I Brines,10,17,5,10,13,10,2,7,0,0,0,0,12.0,5.5,1.25,9.0,5.0,1.25,11.0,5.0,1.2,2007/8,€9.03m,€92.48m,9.0,5.0,1.25
SC0,19/01/2008,Celtic,Kilmarnock,1,0,H,0,0,D,M McCurry,19,2,13,1,4,12,12,2,1,3,0,0,1.18,6.0,12.0,1.18,6.5,9.0,1.2,5.0,11.0,2007/8,€87.28m,€10.20m,1.17,6.0,13.0
SC0,19/01/2008,Dundee United,Aberdeen,3,0,H,0,0,D,C Thomson,13,3,9,2,14,14,10,1,1,3,0,0,2.3,3.3,2.8,2.3,3.25,2.7,2.2,3.25,2.75,2007/8,€11.75m,€14.95m,2.3,3.25,2.75
SC0,19/01/2008,Gretna,Falkirk,2,0,H,1,0,H,C Allan,9,7,4,4,16,5,5,5,1,0,0,0,4.2,3.4,1.8,4.0,3.3,1.8,3.4,3.25,1.91,2007/8,€9.03m,€8.28m,4.35,3.3,1.75
SC0,19/01/2008,Hearts,Hibernian,1,0,H,1,0,H,K Clark,9,10,7,6,16,12,8,7,3,2,0,0,2.4,3.4,2.8,2.45,3.25,2.55,2.25,3.2,2.75,2007/8,€31.70m,€13.55m,2.3,3.25,2.75
SC0,19/01/2008,St Mirren,Motherwell,3,1,H,2,1,H,D McDonald,14,14,12,8,7,15,6,5,3,1,0,0,2.8,3.3,2.3,2.8,3.25,2.25,2.6,3.2,2.38,2007/8,€7.70m,€11.58m,2.65,3.25,2.35
SC0,20/01/2008,Inverness C,Rangers,0,1,A,0,0,D,C Richmond,13,15,5,8,9,12,2,4,0,1,0,0,6.5,4.0,1.5,6.25,3.8,1.45,6.0,3.75,1.44,2007/8,€8.15m,€92.48m,7.0,4.0,1.4
SC0,26/01/2008,Aberdeen,Hearts,0,1,A,0,0,D,W Collum,10,11,4,8,10,14,5,1,1,2,0,0,1.83,3.3,4.0,1.8,3.3,4.0,1.9,3.25,3.4,2007/8,€14.95m,€31.70m,1.9,3.25,3.6
SC0,26/01/2008,Kilmarnock,Dundee United,1,2,A,0,1,A,K Clark,6,8,2,5,11,9,8,12,0,0,0,0,2.5,3.2,2.6,2.5,3.25,2.5,2.4,3.25,2.5,2007/8,€10.20m,€11.75m,2.4,3.25,2.6
SC0,26/01/2008,Rangers,St Mirren,4,0,H,3,0,H,M Tumilty,18,3,9,3,9,6,11,2,1,1,0,1,1.18,5.5,15.0,1.18,6.5,9.0,1.16,5.5,12.0,2007/8,€92.48m,€7.70m,1.18,5.5,13.0
SC0,27/01/2008,Falkirk,Celtic,0,1,A,0,1,A,J Underhill,11,5,7,2,15,17,8,1,2,2,0,0,7.0,4.0,1.5,6.25,3.8,1.45,6.5,3.6,1.44,2007/8,€8.28m,€87.28m,6.5,4.0,1.4
SC0,09/02/2008,Dundee United,Hibernian,1,1,D,1,0,H,E Smith,18,8,8,4,11,16,9,0,0,3,0,0,2.0,3.3,3.8,1.9,3.3,3.6,1.83,3.2,3.75,2007/8,€11.75m,€13.55m,2.05,3.45,3.75
SC0,09/02/2008,Hearts,Gretna,2,0,H,2,0,H,C Richmond,13,6,6,2,14,16,11,5,0,3,0,1,1.44,4.0,6.5,1.45,3.8,6.25,1.44,3.75,6.0,2007/8,€31.70m,€9.03m,1.5,3.75,6.0
SC0,09/02/2008,Motherwell,Kilmarnock,1,0,H,0,0,D,M McCurry,12,4,5,2,13,20,5,5,0,2,0,1,1.72,3.4,4.5,1.7,3.4,4.35,1.72,3.4,4.0,2007/8,€11.58m,€10.20m,1.7,3.4,4.5
SC0,09/02/2008,Rangers,Falkirk,2,0,H,1,0,H,B Winter,15,7,9,2,8,14,8,6,1,0,0,0,1.2,6.0,15.0,1.2,5.75,9.5,1.2,5.0,11.0,2007/8,€92.48m,€8.28m,1.2,5.5,11.0
SC0,09/02/2008,St Mirren,Inverness C,1,1,D,0,1,A,C Murray,14,11,2,8,12,11,4,6,1,1,0,0,2.3,3.25,2.8,2.3,3.25,2.7,2.25,3.2,2.75,2007/8,€7.70m,€8.15m,2.3,3.25,2.75
SC0,10/02/2008,Aberdeen,Celtic,1,5,A,0,3,A,C Thomson,11,15,2,7,17,16,4,9,2,1,0,0,5.5,3.75,1.61,5.15,3.55,1.57,5.0,3.5,1.57,2007/8,€14.95m,€87.28m,6.0,3.9,1.6
SC0,13/02/2008,Hibernian,Gretna,4,2,H,2,0,H,I Brines,10,10,7,4,16,12,4,10,1,1,0,1,1.44,3.75,7.5,1.45,3.8,6.25,1.4,4.0,6.0,2007/8,€13.55m,€9.03m,1.4,3.75,7.5
SC0,16/02/2008,Celtic,Hearts,3,0,H,1,0,H,D McDonald,12,9,7,4,16,11,9,2,0,0,0,0,1.33,4.33,9.0,1.28,4.75,8.5,1.3,4.33,8.0,2007/8,€87.28m,€31.70m,1.3,4.35,8.5
SC0,16/02/2008,Falkirk,St Mirren,4,0,H,1,0,H,S Dougal,11,9,8,2,13,12,4,2,3,2,0,0,2.0,3.3,3.4,1.85,3.3,3.75,1.9,3.25,3.4,2007/8,€8.28m,€7.70m,1.9,3.25,3.5
SC0,16/02/2008,Gretna,Motherwell,1,3,A,0,1,A,A Freeland,9,13,1,3,9,15,6,4,1,1,0,0,6.0,3.8,1.5,6.25,3.55,1.5,6.0,3.75,1.44,2007/8,€9.03m,€11.58m,6.0,3.5,1.5
SC0,16/02/2008,Inverness C,Dundee United,1,1,D,0,0,D,S Finnie,11,6,3,4,19,17,3,2,1,1,0,0,2.25,3.4,2.8,2.35,3.25,2.65,2.25,3.2,2.75,2007/8,€8.15m,€11.75m,2.3,3.25,2.75
SC0,17/02/2008,Hibernian,Aberdeen,3,1,H,0,1,A,C Richmond,11,20,9,13,18,13,4,10,4,1,0,0,2.0,3.3,3.6,2.2,3.25,2.9,2.2,3.2,2.8,2007/8,€13.55m,€14.95m,2.0,3.2,3.25
SC0,17/02/2008,Kilmarnock,Rangers,0,2,A,0,1,A,M McCurry,10,12,3,6,20,10,5,10,2,0,0,0,7.0,3.8,1.44,7.5,4.25,1.35,7.0,4.0,1.36,2007/8,€10.20m,€92.48m,8.0,4.35,1.45
SC0,20/02/2008,Motherwell,Inverness C,3,1,H,3,1,H,J Underhill,10,10,7,4,14,18,11,6,0,2,0,0,1.9,3.4,3.6,1.85,3.3,3.75,1.8,3.3,3.75,2007/8,€11.58m,€8.15m,1.9,3.25,3.6
SC0,23/02/2008,Dundee United,Falkirk,0,0,D,0,0,D,M Tumilty,17,4,7,1,14,8,12,1,1,2,0,0,1.9,3.25,3.75,1.85,3.3,3.75,1.8,3.4,3.6,2007/8,€11.75m,€8.28m,1.9,3.25,3.5
SC0,23/02/2008,Hibernian,Inverness C,2,0,H,2,0,H,K Clark,10,19,6,9,11,7,5,13,1,0,0,0,1.8,3.4,4.0,1.8,3.3,4.0,1.83,3.3,3.6,2007/8,€13.55m,€8.15m,1.85,3.3,3.75
SC0,23/02/2008,Motherwell,Hearts,0,1,A,0,1,A,C Thomson,4,7,2,2,13,16,4,5,2,3,0,0,2.0,3.25,3.5,1.9,3.3,3.6,2.0,3.2,3.2,2007/8,€11.58m,€31.70m,1.9,3.25,3.5
SC0,24/02/2008,Kilmarnock,Aberdeen,3,1,H,2,0,H,D Somers,12,9,6,4,19,12,6,4,2,0,0,0,2.5,3.25,2.6,2.45,3.25,2.55,2.25,3.2,2.75,2007/8,€10.20m,€14.95m,2.6,3.25,2.4
SC0,24/02/2008,Rangers,Gretna,4,2,H,2,0,H,C Murray,15,16,7,8,7,8,6,4,0,0,0,0,1.11,8.0,15.0,1.12,7.0,13.0,1.11,6.5,15.0,2007/8,€92.48m,€9.03m,1.1,7.0,15.0
SC0,24/02/2008,St Mirren,Celtic,0,1,A,0,0,D,E Smith,6,14,2,6,7,6,4,6,2,2,0,0,7.5,5.0,1.36,7.5,4.25,1.35,8.0,4.33,1.3,2007/8,€7.70m,€87.28m,10.0,4.8,1.35
SC0,27/02/2008,Aberdeen,Motherwell,1,1,D,1,0,H,D McDonald,8,8,4,3,14,12,6,5,1,1,0,0,2.3,3.25,2.8,2.15,3.25,2.95,2.4,3.25,2.5,2007/8,€14.95m,€11.58m,2.25,3.25,2.8
SC0,27/02/2008,Celtic,Inverness C,2,1,H,1,0,H,W Collum,16,7,8,2,10,10,10,5,0,2,0,0,1.16,7.0,15.0,1.18,5.5,12.0,1.16,5.5,12.0,2007/8,€87.28m,€8.15m,1.17,5.5,13.0
SC0,27/02/2008,Dundee United,St Mirren,1,1,D,0,0,D,I Brines,11,6,8,4,6,11,9,2,1,2,0,0,1.72,3.4,4.5,1.7,3.4,4.35,1.8,3.3,3.75,2007/8,€11.75m,€7.70m,1.75,3.3,4.35
SC0,27/02/2008,Falkirk,Hibernian,0,2,A,0,1,A,S Conroy,13,11,6,5,10,5,7,4,0,2,0,0,2.4,3.3,2.7,2.3,3.25,2.7,2.25,3.2,2.75,2007/8,€8.28m,€13.55m,2.25,3.25,2.8
SC0,27/02/2008,Gretna,Kilmarnock,4,2,H,3,0,H,J Underhill,10,9,9,5,10,10,4,7,2,1,0,0,3.0,3.25,2.2,2.9,3.25,2.2,2.75,3.25,2.2,2007/8,€9.03m,€10.20m,3.0,3.25,2.1
SC0,27/02/2008,Hearts,Rangers,0,4,A,0,2,A,S Dougal,5,11,1,8,6,9,3,12,2,0,0,0,5.5,3.75,1.61,5.75,3.75,1.5,4.33,3.2,1.72,2007/8,€31.70m,€92.48m,5.5,3.8,1.65
SC0,01/03/2008,Falkirk,Motherwell,0,0,D,0,0,D,C Thomson,15,9,9,3,12,15,4,8,1,2,0,0,2.6,3.25,2.5,2.4,3.25,2.6,2.38,3.2,2.6,2007/8,€8.28m,€11.58m,2.35,3.25,2.6
SC0,01/03/2008,Hibernian,Celtic,0,2,A,0,0,D,I Brines,7,15,2,10,15,7,6,4,3,1,0,0,4.5,3.5,1.8,5.0,3.5,1.6,5.0,3.5,1.57,2007/8,€13.55m,€87.28m,4.8,3.5,1.84
SC0,01/03/2008,Inverness C,Hearts,0,3,A,0,2,A,A Freeland,6,13,2,7,10,11,6,4,1,2,0,0,2.5,3.25,2.6,2.4,3.25,2.6,2.4,3.25,2.5,2007/8,€8.15m,€31.70m,2.35,3.25,2.6
SC0,01/03/2008,Kilmarnock,St Mirren,1,0,H,1,0,H,M Tumilty,5,10,4,4,15,6,4,7,1,1,0,0,2.2,3.25,3.0,2.25,3.25,2.8,2.2,3.25,2.75,2007/8,€10.20m,€7.70m,2.1,3.25,3.0
SC0,01/03/2008,Rangers,Aberdeen,3,1,H,1,1,D,K Clark,23,11,12,5,11,16,9,4,0,1,0,0,1.22,5.5,10.0,1.2,5.5,11.0,1.2,5.0,11.0,2007/8,€92.48m,€14.95m,1.2,5.0,12.0
SC0,06/03/2008,Gretna,Dundee United,0,3,A,0,1,A,B Winter,5,12,2,6,9,7,2,5,1,1,0,0,4.5,3.4,1.72,4.55,3.5,1.65,4.33,3.4,1.66,2007/8,€9.03m,€11.75m,4.5,3.4,1.65
SC0,12/03/2008,Celtic,Dundee United,0,0,D,0,0,D,M McCurry,11,4,3,0,7,22,9,5,1,2,0,0,1.22,5.5,10.0,1.2,5.5,11.0,1.25,4.5,10.0,2007/8,€87.28m,€11.75m,1.2,5.5,11.0
