Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue
F1,23/10/2004,Stade Rennais FC,Metz,3.0,1.0,H,2.0,1.0,2.0,3.0,3.5,2.05,3.1,3.4,1.9,3.0,3.6,1.95,3.0,3.6,2004/5,€61.30m,€35.70m
F1,23/10/2004,St Etienne,Bordeaux,0.0,0.0,D,0.0,0.0,2.5,3.0,2.6,2.55,3.1,2.6,2.4,2.8,2.8,2.5,2.8,2.75,2004/5,€37.50m,€52.60m
F1,23/10/2004,Strasbourg,Nice,3.0,1.0,H,1.0,0.0,2.4,3.1,2.62,2.5,3.15,2.6,2.3,2.8,2.9,2.37,2.9,2.8,2004/5,€35.10m,€34.45m
F1,24/10/2004,Bastia,Sochaux,1.0,1.0,D,1.0,1.0,2.2,3.0,3.0,2.15,3.2,3.1,2.2,3.0,2.9,2.15,2.9,3.2,2004/5,€31.85m,€49.65m
F1,24/10/2004,Lens,Marseille,0.0,0.0,D,0.0,0.0,2.37,2.87,2.87,2.45,3.05,2.75,2.3,2.9,2.8,2.4,2.8,2.87,2004/5,€52.50m,€78.60m
F1,24/10/2004,Monaco,Auxerre,0.0,0.0,D,0.0,0.0,1.72,3.2,4.5,1.85,3.2,4.0,1.75,3.1,4.2,1.72,3.1,4.5,2004/5,€103.80m,€47.85m
F1,24/10/2004,Toulouse,Lille,1.0,0.0,H,0.0,0.0,2.5,3.0,2.62,2.3,3.1,2.9,2.2,3.0,2.9,2.37,3.0,2.7,2004/5,€37.10m,€56.25m
F1,29/10/2004,Marseille,Monaco,1.0,1.0,D,1.0,1.0,2.3,3.1,2.7,2.3,3.1,2.9,2.3,2.8,2.9,2.3,2.9,2.9,2004/5,€78.60m,€103.80m
F1,30/10/2004,Ajaccio,Nantes,1.0,1.0,D,1.0,1.0,2.4,3.0,2.7,2.45,3.05,2.75,2.4,2.9,2.7,2.4,2.9,2.75,2004/5,€24.55m,€47.35m
F1,30/10/2004,Auxerre,Paris SG,1.0,1.0,D,0.0,1.0,2.0,3.2,3.2,2.2,3.1,3.1,2.1,2.9,3.2,2.05,3.0,3.3,2004/5,€47.85m,€81.75m
F1,30/10/2004,Bordeaux,Lens,1.0,1.0,D,0.0,0.0,1.8,3.1,4.0,1.75,3.1,4.75,1.9,3.0,3.6,1.83,3.0,4.0,2004/5,€52.60m,€52.50m
F1,30/10/2004,Lille,St Etienne,1.0,0.0,H,1.0,0.0,1.57,3.25,5.5,1.55,3.45,6.0,1.7,3.1,4.4,1.66,3.1,5.0,2004/5,€56.25m,€37.50m
F1,30/10/2004,Lyon,Strasbourg,1.0,0.0,H,0.0,0.0,1.3,4.33,8.0,1.3,4.3,10.0,1.33,4.0,7.5,1.36,3.75,8.0,2004/5,€133.90m,€35.10m
F1,30/10/2004,Metz,Bastia,2.0,0.0,H,2.0,0.0,2.0,3.0,3.4,2.05,3.05,3.5,1.9,2.9,3.8,1.95,2.9,3.75,2004/5,€35.70m,€31.85m
F1,30/10/2004,Nice,Istres,0.0,0.0,D,0.0,0.0,1.61,3.25,5.0,1.6,3.2,6.0,1.65,3.1,4.8,1.61,3.1,5.5,2004/5,€34.45m,€18.50m
F1,30/10/2004,Stade Rennais FC,Caen,1.0,1.0,D,0.0,0.0,1.72,3.1,4.5,1.8,3.15,4.25,1.8,3.0,4.0,1.8,3.1,4.0,2004/5,€61.30m,€22.70m
F1,30/10/2004,Sochaux,Toulouse,2.0,0.0,H,1.0,0.0,1.8,3.1,4.0,1.9,3.05,4.0,1.85,3.0,3.8,1.83,3.0,4.0,2004/5,€49.65m,€37.10m
F1,06/11/2004,Bastia,Stade Rennais FC,1.0,1.0,D,1.0,0.0,2.1,3.0,3.25,2.25,3.1,3.0,2.0,2.9,3.4,2.05,2.9,3.4,2004/5,€31.85m,€61.30m
F1,06/11/2004,Caen,Sochaux,0.0,2.0,A,0.0,1.0,2.25,3.0,3.0,2.35,3.0,2.9,2.3,2.8,2.9,2.2,2.87,3.1,2004/5,€22.70m,€49.65m
F1,06/11/2004,Lens,Lyon,0.0,1.0,A,0.0,1.0,3.5,3.0,2.0,3.2,2.9,2.25,2.8,2.8,2.4,2.9,2.9,2.3,2004/5,€52.50m,€133.90m
F1,06/11/2004,Monaco,Ajaccio,2.0,2.0,D,1.0,1.0,1.4,3.75,7.5,1.3,4.5,9.0,1.35,3.8,7.5,1.33,4.0,8.0,2004/5,€103.80m,€24.55m
F1,06/11/2004,St Etienne,Nice,2.0,1.0,H,1.0,1.0,2.25,3.0,3.0,2.3,2.9,3.1,2.2,2.7,3.2,2.2,2.87,3.1,2004/5,€37.50m,€34.45m
F1,06/11/2004,Strasbourg,Bordeaux,1.0,0.0,H,0.0,0.0,2.5,2.87,2.75,2.7,2.95,2.55,2.6,2.8,2.6,2.62,2.75,2.62,2004/5,€35.10m,€52.60m
F1,06/11/2004,Toulouse,Metz,1.0,1.0,D,1.0,0.0,2.0,3.0,3.5,2.0,3.15,3.5,1.85,3.0,3.8,1.9,3.0,3.75,2004/5,€37.10m,€35.70m
F1,07/11/2004,Istres,Lille,0.0,2.0,A,0.0,1.0,3.1,3.0,2.2,3.5,2.85,2.15,3.0,2.9,2.2,3.2,3.0,2.1,2004/5,€18.50m,€56.25m
F1,07/11/2004,Nantes,Auxerre,1.0,1.0,D,1.0,0.0,2.2,3.0,3.1,2.3,3.0,3.0,2.1,2.9,3.2,2.25,2.87,3.0,2004/5,€47.35m,€47.85m
F1,07/11/2004,Paris SG,Marseille,2.0,1.0,H,1.0,1.0,2.1,3.0,3.25,2.0,3.05,3.65,2.0,2.9,3.4,2.1,2.87,3.3,2004/5,€81.75m,€78.60m
