Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue
T1,24/10/2004,Ankaragucu,Besiktas,1.0,4.0,A,1.0,2.0,3.2,3.4,1.9,3.3,3.55,1.9,3.2,3.1,2.0,3.1,3.3,2.0,2004/5,€32.76m,€76.25m
T1,24/10/2004,Diyarbakirspor,Ankaraspor,1.0,0.0,H,0.0,0.0,2.0,3.2,3.2,2.15,3.2,3.0,2.0,3.1,3.2,2.2,3.2,2.8,2004/5,€22.93m,€32.75m
T1,24/10/2004,Fenerbahce,Sakaryaspor,6.0,0.0,H,3.0,0.0,1.14,6.0,13.0,1.15,6.0,13.0,1.15,6.0,12.0,1.14,6.0,12.0,2004/5,€90.60m,€14.85m
T1,24/10/2004,Kayserispor,A. Sebatspor,4.0,1.0,H,3.0,0.0,2.1,3.25,3.0,2.15,3.3,2.9,2.2,2.9,3.0,2.2,3.1,2.9,2004/5,€30.03m,€26.73m
T1,24/10/2004,Rizespor,Denizlispor,2.0,0.0,H,1.0,0.0,2.25,3.2,2.75,2.2,3.2,2.9,2.3,3.0,2.7,2.35,3.25,2.55,2004/5,€22.85m,€27.24m
T1,29/10/2004,Trabzonspor,Diyarbakirspor,4.0,1.0,H,2.0,0.0,1.3,4.33,8.0,1.35,4.2,7.5,1.35,4.0,7.0,1.33,4.0,8.0,2004/5,€63.60m,€22.93m
T1,30/10/2004,Besiktas,Fenerbahce,2.0,1.0,H,0.0,0.0,2.62,3.1,2.37,2.6,3.3,2.35,2.5,3.0,2.5,2.62,3.1,2.37,2004/5,€76.25m,€90.60m
T1,30/10/2004,Denizlispor,Samsunspor,2.0,0.0,H,2.0,0.0,1.9,3.25,3.4,1.95,3.25,3.4,1.9,3.1,3.5,1.9,3.25,3.4,2004/5,€27.24m,€34.65m
T1,30/10/2004,Gaziantepspor,Rizespor,0.0,1.0,A,0.0,1.0,1.72,3.4,4.0,1.85,3.35,3.65,1.65,3.3,4.4,1.7,3.4,4.1,2004/5,€38.60m,€22.85m
T1,30/10/2004,Genclerbirligi,Istanbulspor,1.0,0.0,H,1.0,0.0,1.57,3.5,5.0,1.65,3.5,4.5,1.45,3.8,5.4,1.55,3.6,5.0,2004/5,€46.95m,€27.55m
T1,31/10/2004,Ankaraspor,Ankaragucu,2.0,0.0,H,1.0,0.0,2.37,3.1,2.62,2.3,3.25,2.7,2.3,3.0,2.7,2.5,3.25,2.4,2004/5,€32.75m,€32.76m
T1,31/10/2004,Galatasaray,A. Sebatspor,2.0,0.0,H,0.0,0.0,1.08,7.5,15.0,1.08,8.0,16.0,1.12,6.5,13.0,1.1,7.0,13.0,2004/5,€79.65m,€26.73m
T1,31/10/2004,Malatyaspor,Kayserispor,0.0,1.0,A,0.0,1.0,1.36,4.0,7.0,1.45,3.9,6.0,1.35,4.0,7.0,1.3,4.5,7.5,2004/5,€33.95m,€30.03m
