Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A
N1,2004/5,25/09/2004,Vitesse,Den Bosch,D,€21.40m,€8.35m,1.53,3.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.75,5.6,1.5,3.6,6.0,1.45,3.8,5.4,1.5,3.6,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.6,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.5,5.2,0,0,0
N1,2004/5,26/09/2004,Graafschap,Twente,D,€12.28m,€13.25m,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.2,2.55,2.4,3.2,2.6,2.7,3.0,2.3,2.38,3.25,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.35,3.3,2.55,0,1,0
N1,2004/5,26/09/2004,Groningen,Nijmegen,D,€12.95m,€16.88m,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.3,2.9,2.15,3.3,2.9,2.2,3.0,2.9,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.3,2.8,0,1,0
N1,2004/5,26/09/2004,NAC Breda,Waalwijk,A,€17.45m,€19.33m,1.9,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.4,3.4,1.85,3.3,3.75,1.85,3.1,3.6,1.8,3.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.25,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.3,4.0,0,0,1
N1,2004/5,26/09/2004,Utrecht,Den Haag,H,€20.30m,€9.92m,1.53,3.6,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.0,6.75,1.45,3.7,6.5,1.45,3.8,5.4,1.5,3.6,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.6,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0
N1,2004/5,01/10/2004,Nijmegen,Roosendaal,H,€16.88m,€10.70m,1.66,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.5,4.2,1.65,3.4,4.75,1.65,3.3,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.6,4.8,0,0,0
N1,2004/5,02/10/2004,NAC Breda,Graafschap,H,€17.45m,€12.28m,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.75,5.6,1.5,3.7,5.75,1.55,3.5,4.8,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.6,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.5,4.75,0,0,0
N1,2004/5,02/10/2004,PSV Eindhoven,Groningen,H,€86.85m,€12.95m,1.2,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,6.5,11.0,1.15,6.5,11.0,1.15,6.0,12.0,1.14,5.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,5.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,6.5,12.0,0,0,0
N1,2004/5,02/10/2004,Twente,Roda,A,€13.25m,€20.93m,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,3.0,2.2,3.2,2.9,2.2,3.0,2.9,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.3,2.7,0,0,0
N1,2004/5,02/10/2004,Willem II,Vitesse,H,€13.98m,€21.40m,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,3.0,2.1,3.2,3.1,2.1,3.0,3.1,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.3,3.1,0,0,0
