Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A
D1,2004/5,28/08/2004,Schalke 04,Hansa Rostock,A,€86.33m,€25.90m,1.5,3.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.2,6.6,1.5,3.85,6.5,1.55,3.5,4.8,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.6,6.5,0,0,1
D1,2004/5,29/08/2004,Dortmund,Hannover,D,€78.33m,€42.98m,1.5,3.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.2,6.6,1.5,3.9,6.35,1.45,3.8,5.4,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0
D1,2004/5,29/08/2004,Werder Bremen,Wolfsburg,A,€98.48m,€59.30m,1.44,3.75,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,4.1,6.0,1.5,3.9,6.35,1.6,3.4,4.6,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.6,6.5,0,0,1
D1,2004/5,11/09/2004,Bayern Munich,Bielefeld,H,€175.30m,€24.65m,1.2,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.6,11.0,1.2,6.0,13.0,1.2,5.0,10.0,1.25,4.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,4.8,8.5,0,0,0
D1,2004/5,11/09/2004,Bochum,Dortmund,D,€31.40m,€78.33m,2.375,3.2,2.625,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.3,2.5,2.5,3.2,2.7,2.4,3.0,2.6,2.375,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,3.0,2.7,0,1,0
D1,2004/5,11/09/2004,Mainz,Leverkusen,H,€16.73m,€86.93m,3.5,3.25,1.909,1.0,1.0,1.0,1.0,1.0,1.0,3.95,3.4,1.8,3.9,3.4,1.9,3.2,3.1,2.0,3.5,3.2,1.909,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.2,1.95,1,0,0
D1,2004/5,11/09/2004,M'gladbach,Werder Bremen,H,€50.93m,€98.48m,2.875,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.3,2.05,3.1,3.2,2.25,2.7,3.0,2.3,2.8,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.2,2.2,0,0,0
D1,2004/5,11/09/2004,Nurnberg,Hertha,D,€34.90m,€71.78m,2.25,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.3,2.6,2.4,3.2,2.85,2.4,3.0,2.6,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.25,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,3.1,2.62,0,1,0
D1,2004/5,11/09/2004,Stuttgart,Hamburg,H,€79.50m,€65.60m,1.571,3.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.9,5.6,1.65,3.4,5.6,1.6,3.4,4.6,1.571,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.5,5.0,0,0,0
D1,2004/5,11/09/2004,Wolfsburg,Schalke 04,H,€59.30m,€86.33m,2.3,3.2,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.3,2.6,2.3,3.25,3.0,2.2,3.0,2.9,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,2.8,0,0,0
