Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA,BFH,BFD,BFA,isSuprise_H,isSuprise_D,isSuprise_A
D1,14/08/04,Schalke 04,Kaiserslautern,H,1.53,3.5,5.5,1.5,3.7,6.0,1.51,3.8,6.45,1.5,3.7,5.0,1.5,3.4,6.0,1.53,3.6,6.0,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,15/08/04,Bochum,Leverkusen,D,2.37,3.2,2.62,2.5,3.3,2.5,2.45,3.2,2.8,2.2,3.0,2.9,2.38,3.2,2.6,2.4,3.2,2.7,2.3,3.1,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,15/08/04,Wolfsburg,Freiburg,A,1.61,3.4,5.0,1.65,3.6,4.7,1.65,3.5,5.3,1.65,3.3,4.4,1.62,3.5,4.5,1.62,3.4,5.5,1.61,3.3,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,28/08/04,Bielefeld,Bochum,A,2.3,3.2,2.7,2.4,3.3,2.6,2.45,3.35,2.7,2.4,3.0,2.6,2.4,3.25,2.5,2.4,3.2,2.7,2.4,3.1,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,28/08/04,Freiburg,M'gladbach,D,1.9,3.25,3.5,1.95,3.3,3.5,1.95,3.35,3.7,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.2,3.5,2.0,3.2,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,28/08/04,Hamburg,Nurnberg,H,1.8,3.25,4.0,1.75,3.4,4.2,1.8,3.45,4.25,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.4,4.0,1.9,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,28/08/04,Hertha,Mainz,D,1.53,3.4,6.0,1.5,3.8,5.8,1.5,3.9,6.35,1.5,3.7,5.0,1.53,3.5,5.5,1.5,3.6,6.5,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,28/08/04,Kaiserslautern,Stuttgart,A,2.75,3.25,2.25,2.75,3.3,2.3,2.75,3.35,2.4,2.5,3.0,2.5,2.75,3.2,2.25,2.8,3.25,2.3,2.62,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,28/08/04,Leverkusen,Bayern Munich,H,2.9,3.2,2.37,3.2,3.3,2.05,3.15,3.25,2.2,2.6,3.0,2.4,2.75,3.2,2.25,2.88,3.2,2.3,2.62,3.1,2.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,28/08/04,Schalke 04,Hansa Rostock,A,1.5,3.5,6.0,1.4,4.2,6.6,1.5,3.85,6.5,1.55,3.5,4.8,1.5,3.4,6.0,1.44,3.75,7.0,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,29/08/04,Dortmund,Hannover,D,1.5,3.5,6.0,1.4,4.2,6.6,1.5,3.9,6.35,1.45,3.8,5.4,1.5,3.4,6.0,1.44,3.75,7.0,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,29/08/04,Werder Bremen,Wolfsburg,A,1.44,3.75,6.5,1.45,4.1,6.0,1.5,3.9,6.35,1.6,3.4,4.6,1.44,3.6,6.5,1.44,3.75,7.0,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,11/09/04,Bayern Munich,Bielefeld,H,1.2,5.0,12.0,1.2,5.6,11.0,1.2,6.0,13.0,1.2,5.0,10.0,1.25,4.5,10.0,1.2,5.5,12.0,1.25,4.8,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,11/09/04,Bochum,Dortmund,D,2.375,3.2,2.625,2.5,3.3,2.5,2.5,3.2,2.7,2.4,3.0,2.6,2.375,3.2,2.6,2.4,3.2,2.7,2.37,3.0,2.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,11/09/04,Mainz,Leverkusen,H,3.5,3.25,1.909,3.95,3.4,1.8,3.9,3.4,1.9,3.2,3.1,2.0,3.5,3.2,1.909,3.4,3.25,2.0,3.3,3.2,1.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
D1,11/09/04,M'gladbach,Werder Bremen,H,2.875,3.2,2.2,3.2,3.3,2.05,3.1,3.2,2.25,2.7,3.0,2.3,2.8,3.2,2.2,3.0,3.2,2.2,2.8,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,11/09/04,Nurnberg,Hertha,D,2.25,3.2,2.8,2.4,3.3,2.6,2.4,3.2,2.85,2.4,3.0,2.6,2.25,3.2,2.75,2.3,3.25,2.8,2.37,3.1,2.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,11/09/04,Stuttgart,Hamburg,H,1.571,3.6,5.0,1.5,3.9,5.6,1.65,3.4,5.6,1.6,3.4,4.6,1.571,3.5,5.0,1.61,3.4,5.5,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,11/09/04,Wolfsburg,Schalke 04,H,2.3,3.2,2.7,2.4,3.3,2.6,2.3,3.25,3.0,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.9,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,12/09/04,Hannover,Freiburg,D,1.833,3.25,3.75,1.8,3.4,3.95,1.9,3.4,3.85,1.85,3.1,3.6,1.909,3.2,3.5,1.85,3.3,3.8,1.95,3.3,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,12/09/04,Hansa Rostock,Kaiserslautern,A,1.909,3.25,3.5,1.9,3.3,3.7,1.95,3.3,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.9,3.25,3.75,1.83,3.3,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,18/09/04,Bielefeld,Mainz,D,2.25,3.25,2.75,2.0,3.35,3.3,2.2,3.25,3.15,2.0,3.1,3.2,2.2,3.2,2.8,2.2,3.25,3.0,2.0,3.2,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,18/09/04,Dortmund,Bayern Munich,D,2.75,3.0,2.37,2.9,3.3,2.2,2.85,3.2,2.4,2.5,3.0,2.5,2.6,3.2,2.38,2.75,3.2,2.38,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,18/09/04,Hansa Rostock,Wolfsburg,A,2.3,3.2,2.7,2.2,3.3,2.9,2.4,3.2,2.85,2.3,3.0,2.7,2.38,3.2,2.6,2.38,3.2,2.75,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,18/09/04,Kaiserslautern,Hamburg,H,2.2,3.25,2.8,2.05,3.3,3.2,2.15,3.25,3.25,1.85,3.1,3.6,2.2,3.2,2.8,2.25,3.25,2.88,2.0,3.2,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,18/09/04,Leverkusen,Nurnberg,D,1.4,3.75,7.5,1.45,3.9,6.3,1.45,3.9,7.5,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.6,6.5,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,18/09/04,Schalke 04,M'gladbach,H,1.66,3.4,4.5,1.55,3.7,5.3,1.73,3.4,4.75,1.65,3.3,4.4,1.73,3.4,4.0,1.73,3.4,4.5,1.61,3.3,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,18/09/04,Werder Bremen,Hannover,H,1.5,3.5,6.0,1.4,4.2,6.6,1.53,3.75,6.2,1.65,3.3,4.4,1.5,3.6,5.5,1.44,3.75,7.0,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,19/09/04,Freiburg,Bochum,D,2.3,3.2,2.7,2.3,3.3,2.75,2.3,3.25,3.0,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.2,2.88,2.3,3.2,2.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,19/09/04,Hertha,Stuttgart,D,2.6,3.2,2.4,2.45,3.15,2.65,2.65,3.2,2.55,2.4,2.9,2.7,2.5,3.2,2.5,2.6,3.2,2.5,2.4,3.1,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,25/09/04,Bayern Munich,Freiburg,H,1.28,4.5,8.5,1.25,5.0,9.8,1.31,4.75,9.5,1.3,4.2,8.0,1.3,4.33,8.0,1.3,4.75,8.5,1.3,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,25/09/04,Bochum,Werder Bremen,A,2.62,3.2,2.37,2.6,3.3,2.4,2.7,3.2,2.5,2.6,3.0,2.4,2.4,3.25,2.5,2.75,3.2,2.38,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,25/09/04,Hannover,Schalke 04,H,2.5,3.2,2.5,2.6,3.3,2.4,2.6,3.2,2.6,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.6,2.6,3.1,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,25/09/04,M'gladbach,Hansa Rostock,D,1.83,3.25,3.75,1.8,3.4,4.0,1.83,3.4,4.25,1.8,3.1,3.8,1.8,3.25,3.75,1.85,3.25,4.0,1.83,3.2,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,25/09/04,Nurnberg,Bielefeld,A,1.8,3.25,4.0,1.75,3.4,4.3,1.83,3.35,4.25,1.85,3.1,3.6,1.73,3.4,4.0,1.8,3.4,4.0,1.83,3.2,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,25/09/04,Stuttgart,Leverkusen,H,2.2,3.25,2.8,2.15,3.2,3.1,2.2,3.3,3.1,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.2,2.1,3.1,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,25/09/04,Wolfsburg,Kaiserslautern,H,1.61,3.4,5.0,1.65,3.5,4.8,1.7,3.4,5.0,1.65,3.3,4.4,1.62,3.5,4.5,1.67,3.5,4.75,1.7,3.3,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,26/09/04,Hamburg,Hertha,H,2.1,3.25,3.0,2.2,3.2,3.0,2.2,3.3,3.1,2.1,3.0,3.1,2.1,3.2,3.0,2.2,3.2,3.0,2.15,3.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,26/09/04,Mainz,Dortmund,D,2.62,3.2,2.37,2.8,3.25,2.3,2.85,3.25,2.35,2.9,3.0,2.2,2.6,3.2,2.38,2.88,3.2,2.3,2.75,3.1,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
D1,28/09/04,Hannover,Bielefeld,A,1.83,3.25,3.75,1.8,3.4,4.0,1.85,3.4,4.0,1.8,3.1,3.8,1.91,3.4,3.25,1.91,3.25,3.75,1.9,3.1,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,02/10/04,Dortmund,Nurnberg,D,1.57,3.4,5.5,1.5,3.9,5.6,1.55,3.7,6.1,1.5,3.7,5.0,1.53,3.5,5.5,1.5,3.6,6.5,1.53,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,02/10/04,Freiburg,Mainz,A,1.9,3.25,3.5,2.0,3.25,3.4,2.0,3.25,3.7,1.9,3.1,3.5,1.91,3.25,3.4,2.0,3.2,3.5,1.9,3.1,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,02/10/04,Hansa Rostock,Hannover,A,2.0,3.25,3.25,1.95,3.3,3.5,2.05,3.25,3.5,1.9,3.1,3.5,1.91,3.2,3.5,2.1,3.2,3.25,1.9,3.1,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,02/10/04,Kaiserslautern,Hertha,A,2.0,3.25,3.25,2.1,3.2,3.2,2.15,3.2,3.3,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.25,2.1,3.1,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,02/10/04,Leverkusen,Hamburg,H,1.61,3.4,5.0,1.5,3.9,5.6,1.57,3.6,6.1,1.65,3.3,4.4,1.57,3.5,5.0,1.57,3.6,5.5,1.57,3.3,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,02/10/04,Werder Bremen,Bayern Munich,A,2.37,3.2,2.62,2.4,3.3,2.6,2.5,3.25,2.7,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.2,2.6,2.4,3.1,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,02/10/04,Wolfsburg,M'gladbach,H,1.61,3.4,5.0,1.65,3.5,4.8,1.7,3.4,5.1,1.65,3.3,4.4,1.57,3.5,5.0,1.62,3.6,5.0,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,03/10/04,Bielefeld,Stuttgart,A,3.25,3.25,2.0,3.7,3.3,1.9,3.5,3.25,2.05,3.5,3.1,1.9,3.2,3.2,2.0,3.5,3.2,2.0,3.0,3.1,2.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,03/10/04,Schalke 04,Bochum,H,1.9,3.25,3.5,1.75,3.4,4.2,1.8,3.3,4.5,1.8,3.1,3.8,1.91,3.2,3.5,1.83,3.3,4.0,1.8,3.1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,16/10/04,Bayern Munich,Schalke 04,A,1.57,3.4,5.5,1.5,3.9,5.6,1.55,3.8,5.85,1.5,3.7,5.0,1.5,3.4,6.0,1.5,3.75,6.0,1.53,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,16/10/04,Bochum,Hansa Rostock,A,1.8,3.25,4.0,1.8,3.4,4.0,1.85,3.35,4.15,1.8,3.1,3.8,1.8,3.25,3.75,1.75,3.4,4.33,1.83,3.2,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,16/10/04,Hamburg,Bielefeld,A,1.72,3.25,4.33,1.7,3.5,4.4,1.73,3.4,4.85,1.75,3.2,4.0,1.73,3.4,4.0,1.75,3.4,4.33,1.72,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
D1,16/10/04,Hertha,Leverkusen,H,2.37,3.2,2.62,2.3,3.2,2.8,2.47,3.2,2.75,2.4,2.9,2.7,2.4,3.25,2.5,2.4,3.2,2.7,2.37,3.0,2.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
D1,16/10/04,Mainz,Werder Bremen,H,2.75,3.25,2.25,3.1,3.3,2.1,3.1,3.3,2.2,2.9,3.0,2.2,2.75,3.2,2.25,2.8,3.25,2.3,2.8,3.1,2.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
