Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP
SP1,2009/10,26/09/2009,Ath Bilbao,Sevilla,A,100.8,218.3,5,5,0,4,2.9,3.3,2.4,1.0,1.0,1.0,2.75,3.25,2.4,2.9,3.3,2.2,2.8,3.3,2.4,2.8,3.3,2.4,2.6,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.2,2.4,3.2,3.4,2.2,1.0,1.0,1.0,2.8,3.2,2.3,2.62,3.1,2.38,0,0,0,0,6,3,3,9,9,9,12,12,3,5,5,8,12,12,13,3
SP1,2009/10,26/09/2009,Malaga,Barcelona,A,58.6,515.4,5,5,0,2,11.0,5.0,1.29,1.0,1.0,1.0,9.0,5.0,1.29,9.0,5.75,1.22,9.0,5.5,1.27,8.0,4.8,1.33,8.0,4.5,1.29,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.75,1.2,11.0,5.25,1.29,1.0,1.0,1.0,11.0,5.0,1.22,8.0,4.5,1.29,0,0,0,0,17,2,0,3,3,9,15,15,2,5,5,11,16,16,8,1
SP1,2009/10,26/09/2009,Real Madrid,Tenerife,H,451.7,34.0,5,5,3,0,1.11,8.5,21.0,1.0,1.0,1.0,1.11,7.0,19.0,1.08,8.0,19.0,1.12,8.0,17.0,1.12,7.0,22.0,1.12,6.5,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,7.5,15.0,1.08,10.0,26.0,1.0,1.0,1.0,1.1,8.0,15.0,1.1,6.5,17.0,0,0,0,0,1,13,9,15,15,3,6,6,10,16,16,1,3,3,2,0
SP1,2009/10,26/09/2009,Valencia,Ath Madrid,D,240.0,210.8,5,5,2,2,1.91,3.4,4.0,1.0,1.0,1.0,1.91,3.3,3.75,1.8,3.35,4.0,1.9,3.5,3.75,1.85,3.5,3.8,1.8,3.3,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.4,3.75,1.83,3.6,4.2,1.0,1.0,1.0,1.8,3.3,4.0,1.83,3.2,3.75,0,0,0,0,7,18,2,8,8,2,3,3,5,11,11,6,7,7,6,4
SP1,2009/10,27/09/2009,Almeria,Santander,D,63.7,65.5,5,5,2,2,2.25,3.25,3.2,1.0,1.0,1.0,2.1,3.25,3.1,2.15,3.2,3.1,2.2,3.2,3.2,2.0,3.3,3.6,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.2,2.15,3.25,3.5,1.0,1.0,1.0,2.2,3.2,3.0,2.2,3.2,2.8,0,1,0,1,11,15,5,6,6,4,5,5,5,5,5,5,7,7,12,11
SP1,2009/10,27/09/2009,Espanol,Xerez,D,71.0,32.5,5,5,0,0,1.53,4.0,6.0,1.0,1.0,1.0,1.53,3.6,6.0,1.5,3.75,6.0,1.55,3.75,6.0,1.55,3.7,6.0,1.44,3.75,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.6,6.25,1.5,4.0,7.0,1.0,1.0,1.0,1.5,3.5,6.0,1.53,3.5,5.5,0,0,0,0,10,20,7,7,7,1,1,1,5,5,5,0,0,0,10,0
SP1,2009/10,27/09/2009,La Coruna,Villarreal,H,75.9,163.7,5,5,1,0,2.4,3.3,2.9,1.0,1.0,1.0,2.3,3.25,2.8,2.3,3.2,2.8,2.4,3.25,2.85,2.4,3.2,2.85,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.9,2.5,3.4,2.75,1.0,1.0,1.0,2.2,3.2,3.0,2.2,3.2,2.8,0,0,0,0,5,19,6,9,9,0,2,2,6,9,9,2,4,4,7,5
SP1,2009/10,27/09/2009,Mallorca,Valladolid,H,65.1,50.5,5,5,3,0,1.85,3.4,4.2,1.0,1.0,1.0,1.91,3.3,3.6,1.8,3.3,4.1,1.85,3.5,4.0,1.75,3.5,4.6,1.8,3.3,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.25,4.2,1.8,3.5,4.5,1.0,1.0,1.0,1.75,3.3,4.33,1.8,3.3,3.75,0,0,0,0,4,16,6,10,10,3,4,4,7,10,10,3,5,5,9,15
SP1,2009/10,27/09/2009,Osasuna,Sp Gijon,H,60.0,55.2,5,5,1,0,1.91,3.4,4.0,1.0,1.0,1.0,1.91,3.3,3.6,1.9,3.3,3.65,1.9,3.3,4.0,1.85,3.5,3.8,1.83,3.4,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.25,4.2,1.95,3.4,4.0,1.0,1.0,1.0,1.85,3.25,3.8,1.91,3.2,3.5,0,0,0,0,9,14,6,7,7,2,5,5,3,5,5,3,4,4,14,16
SP1,2009/10,27/09/2009,Zaragoza,Getafe,H,87.25,77.3,5,5,3,0,2.2,3.25,3.3,1.0,1.0,1.0,2.25,3.2,2.88,2.2,3.25,2.95,2.25,3.2,3.1,2.3,3.3,2.9,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.2,2.4,3.4,2.88,1.0,1.0,1.0,2.2,3.2,3.0,2.0,3.2,3.2,0,0,0,0,8,12,4,7,7,3,6,6,5,7,7,3,7,7,0,17
SP1,2009/10,03/10/2009,Ath Madrid,Zaragoza,H,210.8,87.25,6,6,2,1,1.57,3.8,6.0,1.0,1.0,1.0,1.67,3.6,5.0,1.55,3.6,5.6,1.6,3.75,5.25,1.6,3.7,5.4,1.62,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.5,4.75,1.53,4.0,6.0,1.0,1.0,1.0,1.57,3.6,5.5,1.5,3.6,5.5,0,0,0,0,14,11,5,6,6,4,4,7,6,9,9,5,7,8,4,0
SP1,2009/10,03/10/2009,Barcelona,Almeria,H,515.4,63.7,6,6,1,0,1.08,10.0,26.0,1.0,1.0,1.0,1.1,8.0,23.0,1.1,8.0,15.0,1.1,8.0,21.0,1.12,7.5,18.0,1.1,7.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,7.5,21.0,1.09,10.0,21.0,1.0,1.0,1.0,1.1,7.5,21.0,1.08,7.0,17.0,0,0,0,0,1,13,9,15,18,2,5,6,7,14,17,4,5,5,1,12
SP1,2009/10,03/10/2009,Tenerife,La Coruna,A,34.0,75.9,6,6,0,1,2.5,3.3,2.75,1.0,1.0,1.0,2.6,3.2,2.62,2.5,3.2,2.6,2.5,3.25,2.7,2.4,3.3,2.8,2.38,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.2,2.6,2.75,3.4,2.5,1.0,1.0,1.0,2.4,3.25,2.62,2.4,3.1,2.6,0,0,0,0,15,4,3,6,6,9,12,12,1,3,3,5,8,10,0,7
SP1,2009/10,04/10/2009,Getafe,Osasuna,H,77.3,60.0,6,6,2,1,2.05,3.3,3.6,1.0,1.0,1.0,2.0,3.3,3.6,2.0,3.3,3.35,2.0,3.3,3.6,1.9,3.3,3.9,1.91,3.25,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.2,3.5,1.9,3.5,4.0,1.0,1.0,1.0,2.0,3.25,3.4,1.91,3.25,3.4,0,0,0,0,8,12,6,6,9,6,6,7,5,5,9,4,5,6,17,14
SP1,2009/10,04/10/2009,Santander,Valencia,A,65.5,240.0,6,6,0,1,3.4,3.4,2.1,1.0,1.0,1.0,3.1,3.25,2.2,3.35,3.3,2.0,3.4,3.25,2.1,3.35,3.3,2.1,2.75,3.25,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.2,2.1,3.5,3.6,2.0,1.0,1.0,1.0,3.1,3.3,2.1,3.1,3.3,2.0,0,0,0,0,17,5,1,5,5,4,8,11,3,6,7,4,10,12,11,6
SP1,2009/10,04/10/2009,Sevilla,Real Madrid,H,218.3,451.7,6,6,2,1,3.75,3.5,1.95,1.0,1.0,1.0,3.5,3.5,2.0,3.7,3.45,1.85,3.5,3.5,1.95,3.7,3.5,1.9,3.6,3.3,1.83,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.5,1.85,3.4,3.5,2.1,1.0,1.0,1.0,3.5,3.5,1.9,3.25,3.4,1.91,1,0,0,1,3,2,9,15,15,6,12,15,8,14,14,6,14,17,3,2
SP1,2009/10,04/10/2009,Sp Gijon,Mallorca,H,55.2,65.1,6,6,4,1,2.45,3.3,2.8,1.0,1.0,1.0,2.38,3.3,2.8,2.3,3.25,2.8,2.45,3.25,2.75,2.5,3.3,2.65,2.4,3.25,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.7,2.25,3.5,3.0,1.0,1.0,1.0,2.4,3.2,2.7,2.3,3.2,2.62,0,0,0,0,9,6,4,8,8,3,7,10,5,8,8,4,9,11,16,9
SP1,2009/10,04/10/2009,Valladolid,Ath Bilbao,D,50.5,100.8,6,6,2,2,2.4,3.3,2.88,1.0,1.0,1.0,2.38,3.3,2.8,2.3,3.25,2.8,2.4,3.25,2.85,2.4,3.2,2.85,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.7,2.5,3.4,2.75,1.0,1.0,1.0,2.4,3.25,2.62,2.3,3.2,2.62,0,1,0,1,16,7,1,4,5,1,7,10,3,7,7,2,6,7,15,13
SP1,2009/10,04/10/2009,Villarreal,Espanol,D,163.7,71.0,6,6,0,0,1.73,3.6,4.75,1.0,1.0,1.0,1.73,3.5,4.5,1.7,3.45,4.5,1.75,3.5,4.5,1.8,3.4,4.3,1.73,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.4,4.5,1.8,3.4,4.75,1.0,1.0,1.0,1.7,3.5,4.33,1.67,3.4,4.33,0,0,0,0,19,10,1,2,3,5,8,8,0,3,4,2,5,5,5,10
SP1,2009/10,04/10/2009,Xerez,Malaga,D,32.5,58.6,6,6,1,1,2.4,3.3,2.88,1.0,1.0,1.0,2.38,3.3,2.8,2.3,3.25,2.8,2.4,3.25,2.85,2.5,3.2,2.7,2.38,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.7,2.63,3.4,2.6,1.0,1.0,1.0,2.4,3.1,2.75,2.38,3.1,2.62,0,1,0,1,20,18,2,2,2,1,1,4,1,1,1,2,3,6,0,8
SP1,2009/10,17/10/2009,La Coruna,Sevilla,H,75.9,218.3,7,7,1,0,3.6,3.3,2.1,1.0,1.0,1.0,3.4,3.3,2.1,3.6,3.3,2.0,3.75,3.2,2.0,3.4,3.3,2.05,3.2,3.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.25,2.0,3.6,3.25,2.1,1.0,1.0,1.0,3.4,3.25,2.0,3.25,3.4,1.91,1,0,0,1,4,3,9,12,15,6,12,15,3,8,11,6,10,14,7,3
SP1,2009/10,17/10/2009,Real Madrid,Valladolid,H,451.7,50.5,7,7,4,2,1.17,7.0,15.0,1.0,1.0,1.0,1.17,6.5,15.0,1.12,8.0,16.0,1.15,7.5,13.0,1.15,7.2,14.0,1.12,6.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.13,7.0,13.0,1.13,8.0,19.0,1.0,1.0,1.0,1.1,7.5,15.0,1.14,6.0,12.0,0,0,0,0,2,17,6,12,18,1,4,5,8,15,21,4,7,9,2,15
SP1,2009/10,17/10/2009,Valencia,Barcelona,D,240.0,515.4,7,7,0,0,4.75,3.75,1.7,1.0,1.0,1.0,4.5,3.6,1.73,4.85,3.7,1.65,4.75,3.6,1.7,4.1,3.5,1.8,4.33,3.4,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.75,1.6,5.25,4.0,1.62,1.0,1.0,1.0,4.5,3.4,1.7,4.33,3.6,1.62,0,0,0,0,6,1,5,6,12,7,13,19,3,6,12,3,12,17,6,1
SP1,2009/10,18/10/2009,Ath Bilbao,Sp Gijon,A,100.8,55.2,7,7,1,2,1.83,3.5,4.33,1.0,1.0,1.0,1.83,3.5,4.0,1.8,3.45,4.2,1.8,3.4,4.33,1.8,3.4,4.3,1.83,3.3,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.8,3.5,4.5,1.0,1.0,1.0,1.8,3.3,4.0,1.73,3.4,4.0,0,0,1,1,10,7,1,4,10,6,8,11,3,6,8,6,9,10,13,16
SP1,2009/10,18/10/2009,Espanol,Tenerife,H,71.0,34.0,7,7,2,1,1.83,3.4,4.5,1.0,1.0,1.0,1.83,3.3,4.33,1.75,3.55,4.35,1.9,3.3,4.0,1.75,3.5,4.6,1.73,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.4,4.2,1.8,3.4,4.6,1.0,1.0,1.0,1.8,3.3,4.0,1.8,3.3,3.75,0,0,0,0,8,16,5,11,11,0,3,6,2,7,7,1,2,4,10,0
SP1,2009/10,18/10/2009,Malaga,Almeria,A,58.6,63.7,7,7,1,2,2.1,3.2,3.3,1.0,1.0,1.0,2.05,3.25,3.5,2.05,3.3,3.45,2.1,3.25,3.4,2.1,3.25,3.4,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.2,3.3,2.2,3.2,3.4,1.0,1.0,1.0,2.0,3.25,3.4,1.95,3.25,3.3,0,0,1,1,19,11,1,1,4,4,8,9,2,4,7,4,7,7,8,12
SP1,2009/10,18/10/2009,Mallorca,Getafe,H,65.1,77.3,7,7,3,1,2.15,3.25,3.4,1.0,1.0,1.0,2.1,3.3,3.3,2.1,3.4,3.2,2.15,3.25,3.25,2.0,3.3,3.6,2.0,3.2,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,3.1,2.2,3.4,3.2,1.0,1.0,1.0,2.2,3.2,3.0,2.1,3.2,3.0,0,0,0,0,5,12,6,9,13,3,6,9,7,11,14,3,6,10,9,17
SP1,2009/10,18/10/2009,Osasuna,Ath Madrid,H,60.0,210.8,7,7,3,0,2.75,3.3,2.5,1.0,1.0,1.0,2.7,3.3,2.5,2.75,3.3,2.4,2.6,3.4,2.5,2.8,3.3,2.4,2.6,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.2,2.4,2.7,3.4,2.5,1.0,1.0,1.0,2.6,3.25,2.4,2.6,3.1,2.4,0,0,0,0,9,15,6,9,10,4,5,6,5,7,9,4,8,9,14,4
SP1,2009/10,18/10/2009,Xerez,Villarreal,H,32.5,163.7,7,7,2,1,3.8,3.3,2.0,1.0,1.0,1.0,3.75,3.25,1.95,3.85,3.4,1.9,3.75,3.4,1.95,3.6,3.3,2.0,3.5,3.2,1.91,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.4,1.9,4.0,3.4,1.95,1.0,1.0,1.0,3.4,3.25,2.0,3.5,3.4,1.83,1,0,0,1,18,20,5,5,5,1,1,3,3,3,3,1,3,5,0,5
SP1,2009/10,18/10/2009,Zaragoza,Santander,D,87.25,65.5,7,7,2,2,2.0,3.4,3.75,1.0,1.0,1.0,2.0,3.3,3.5,2.0,3.4,3.45,2.0,3.3,3.6,2.15,3.25,3.25,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.4,3.4,1.95,3.4,4.0,1.0,1.0,1.0,1.9,3.25,3.75,1.91,3.25,3.4,0,0,0,0,13,14,4,5,8,2,5,6,6,8,10,4,7,9,0,11
SP1,2009/10,24/10/2009,Ath Madrid,Mallorca,D,210.8,65.1,8,8,1,1,1.8,3.5,4.5,1.0,1.0,1.0,1.83,3.5,4.0,1.75,3.5,4.45,1.75,3.5,4.5,1.8,3.4,4.3,1.67,3.3,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.5,3.8,1.8,3.5,4.5,1.0,1.0,1.0,1.75,3.3,4.33,1.7,3.5,4.0,0,0,0,0,17,6,4,6,7,4,7,14,3,7,10,5,8,15,4,9
SP1,2009/10,24/10/2009,Sevilla,Espanol,D,218.3,71.0,8,8,0,0,1.44,4.33,7.0,1.0,1.0,1.0,1.44,4.0,7.0,1.5,4.2,6.75,1.45,4.0,7.0,1.45,4.0,7.0,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,4.0,6.25,1.5,4.0,7.0,1.0,1.0,1.0,1.44,4.0,6.0,1.4,4.0,6.5,0,0,0,0,3,9,4,10,16,5,9,12,2,8,14,2,4,7,3,10
SP1,2009/10,24/10/2009,Sp Gijon,Real Madrid,D,55.2,451.7,8,8,0,0,7.0,4.33,1.44,1.0,1.0,1.0,6.0,4.0,1.5,6.75,4.3,1.5,6.5,4.25,1.45,6.3,4.0,1.5,6.0,3.75,1.44,1.0,1.0,1.0,1.0,1.0,1.0,6.5,4.33,1.4,6.0,4.33,1.5,1.0,1.0,1.0,6.5,4.0,1.4,6.0,4.2,1.4,0,0,0,0,7,2,7,8,12,4,10,19,6,7,10,5,10,21,16,2
SP1,2009/10,25/10/2009,Almeria,Valencia,A,63.7,240.0,8,8,0,3,3.5,3.3,2.1,1.0,1.0,1.0,3.2,3.3,2.2,3.2,3.4,2.25,3.2,3.25,2.2,3.05,3.2,2.25,3.0,3.2,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.3,2.1,3.2,3.25,2.25,1.0,1.0,1.0,3.2,3.2,2.1,3.2,3.2,2.0,0,0,0,0,12,4,3,5,9,7,8,15,2,6,7,4,7,15,12,6
SP1,2009/10,25/10/2009,Barcelona,Zaragoza,H,515.4,87.25,8,8,6,1,1.1,9.0,21.0,1.0,1.0,1.0,1.14,7.5,15.0,1.14,9.25,15.0,1.14,7.0,17.0,1.15,6.5,15.0,1.14,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,7.5,13.0,1.11,8.5,21.0,1.0,1.0,1.0,1.12,6.5,15.0,1.11,7.0,13.0,0,0,0,0,1,15,7,13,22,1,5,8,7,13,23,4,8,11,1,0
SP1,2009/10,25/10/2009,Getafe,Ath Bilbao,H,77.3,100.8,8,8,2,0,2.0,3.5,3.75,1.0,1.0,1.0,2.0,3.25,3.5,2.0,3.3,3.6,2.0,3.3,3.6,1.9,3.3,3.9,1.83,3.3,3.6,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.25,3.25,1.9,3.4,4.2,1.0,1.0,1.0,1.9,3.25,3.6,1.91,3.25,3.4,0,0,0,0,8,11,6,9,12,1,1,10,5,8,12,3,3,8,17,13
SP1,2009/10,25/10/2009,Santander,Osasuna,D,65.5,60.0,8,8,1,1,2.3,3.3,3.1,1.0,1.0,1.0,2.3,3.25,2.8,2.25,3.25,3.05,2.25,3.2,3.1,2.1,3.25,3.4,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.9,2.25,3.4,3.1,1.0,1.0,1.0,2.2,3.2,3.0,2.15,3.25,2.88,0,1,0,1,16,10,2,3,7,4,10,11,3,6,10,5,8,10,11,14
SP1,2009/10,25/10/2009,Tenerife,Xerez,H,34.0,32.5,8,8,1,0,1.91,3.3,4.2,1.0,1.0,1.0,1.83,3.3,4.0,1.85,3.3,4.2,1.83,3.4,4.25,1.9,3.3,3.9,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.85,3.4,4.33,1.0,1.0,1.0,1.9,3.25,3.6,1.83,3.2,3.75,0,0,0,0,13,19,3,6,9,4,5,5,2,3,5,3,3,3,0,0
SP1,2009/10,25/10/2009,Valladolid,La Coruna,H,50.5,75.9,8,8,4,0,2.6,3.2,2.75,1.0,1.0,1.0,2.5,3.25,2.5,2.5,3.3,2.65,2.5,3.25,2.7,2.55,3.3,2.55,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.2,2.6,2.63,3.4,2.63,1.0,1.0,1.0,2.5,3.2,2.5,2.4,3.1,2.6,0,0,0,0,14,5,4,4,8,6,12,15,8,9,13,2,6,11,15,7
SP1,2009/10,25/10/2009,Villarreal,Malaga,H,163.7,58.6,8,8,2,1,1.62,3.75,5.5,1.0,1.0,1.0,1.57,3.6,5.5,1.65,3.6,5.0,1.65,3.6,5.25,1.65,3.5,5.3,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.6,5.0,1.53,4.0,6.0,1.0,1.0,1.0,1.67,3.5,4.5,1.57,3.5,5.0,0,0,0,0,18,20,4,4,6,1,1,4,3,3,7,3,4,8,5,8
SP1,2009/10,31/10/2009,Ath Bilbao,Ath Madrid,H,100.8,210.8,9,9,1,0,2.6,3.25,2.7,1.0,1.0,1.0,2.4,3.25,2.7,2.5,3.35,2.6,2.55,3.3,2.6,2.55,3.3,2.55,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.25,2.65,2.5,3.5,2.63,1.0,1.0,1.0,2.4,3.2,2.7,2.4,3.1,2.6,0,0,0,0,8,14,3,4,13,1,5,7,2,4,9,1,5,10,13,4
SP1,2009/10,31/10/2009,Osasuna,Barcelona,D,60.0,515.4,9,9,1,1,7.5,4.5,1.4,1.0,1.0,1.0,6.5,4.0,1.44,7.0,4.5,1.4,6.75,4.25,1.44,7.0,4.0,1.45,6.0,3.75,1.44,1.0,1.0,1.0,1.0,1.0,1.0,6.5,4.3,1.4,7.0,4.5,1.44,1.0,1.0,1.0,7.0,4.0,1.4,6.5,4.2,1.36,0,0,0,0,6,7,5,8,12,5,11,23,5,7,11,7,10,24,14,1
SP1,2009/10,31/10/2009,Real Madrid,Getafe,H,451.7,77.3,9,9,2,0,1.44,4.2,7.5,1.0,1.0,1.0,1.44,4.33,6.5,1.45,4.05,6.75,1.42,4.33,7.0,1.4,4.5,7.0,1.4,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,4.2,5.75,1.5,4.0,7.0,1.0,1.0,1.0,1.4,4.0,7.0,1.36,4.2,6.5,0,0,0,0,20,4,7,10,22,3,6,12,6,10,23,3,5,12,2,17
SP1,2009/10,31/10/2009,Xerez,Sevilla,A,32.5,218.3,9,9,0,2,5.5,3.75,1.62,1.0,1.0,1.0,5.0,3.6,1.62,5.5,3.95,1.55,5.75,3.75,1.57,5.4,3.7,1.6,5.0,3.5,1.57,1.0,1.0,1.0,1.0,1.0,1.0,5.2,3.75,1.55,6.0,4.0,1.56,1.0,1.0,1.0,5.5,3.5,1.57,5.0,3.6,1.53,0,0,0,0,5,17,3,5,5,4,10,19,2,3,3,2,8,16,0,3
SP1,2009/10,01/11/2009,Espanol,Valladolid,D,71.0,50.5,9,9,1,1,1.91,3.5,4.0,1.0,1.0,1.0,1.83,3.3,4.0,1.85,3.5,3.9,1.87,3.4,4.0,1.85,3.4,4.0,1.8,3.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.85,3.4,4.33,1.0,1.0,1.0,1.75,3.3,4.33,1.8,3.3,3.75,0,0,0,0,13,16,5,7,13,4,5,9,3,3,8,7,9,14,10,15
SP1,2009/10,01/11/2009,La Coruna,Sp Gijon,D,75.9,55.2,9,9,1,1,1.8,3.5,4.5,1.0,1.0,1.0,1.8,3.4,4.0,1.8,3.5,4.15,1.83,3.4,4.25,1.8,3.5,4.1,1.83,3.3,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.4,4.33,1.85,3.4,4.33,1.0,1.0,1.0,1.8,3.3,4.0,1.73,3.4,4.0,0,0,0,0,12,15,4,10,16,5,8,13,2,4,12,3,7,11,7,16
SP1,2009/10,01/11/2009,Malaga,Valencia,A,58.6,240.0,9,9,0,1,3.8,3.6,1.91,1.0,1.0,1.0,4.0,3.4,1.83,4.2,3.45,1.8,3.75,3.4,1.95,3.5,3.4,2.0,3.75,3.3,1.8,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.3,1.91,4.2,3.6,1.83,1.0,1.0,1.0,3.6,3.25,1.9,3.6,3.4,1.8,0,0,0,0,9,18,0,1,4,7,11,18,2,3,8,4,7,16,8,6
SP1,2009/10,01/11/2009,Mallorca,Santander,H,65.1,65.5,9,9,1,0,1.83,3.5,4.33,1.0,1.0,1.0,1.75,3.4,4.33,1.75,3.55,4.4,1.83,3.5,4.0,1.85,3.4,4.0,1.73,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.85,3.4,4.33,1.0,1.0,1.0,1.75,3.3,4.33,1.73,3.4,4.0,0,0,0,0,10,1,7,10,17,2,3,7,5,9,16,3,5,10,9,11
SP1,2009/10,01/11/2009,Villarreal,Tenerife,H,163.7,34.0,9,9,5,0,1.73,3.5,5.0,1.0,1.0,1.0,1.73,3.4,4.5,1.6,3.75,5.25,1.73,3.5,4.75,1.7,3.5,4.9,1.62,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.5,4.6,1.73,3.6,5.0,1.0,1.0,1.0,1.75,3.3,4.33,1.7,3.4,4.2,0,0,0,0,2,11,6,7,9,3,3,9,8,8,12,2,2,5,5,0
SP1,2009/10,01/11/2009,Zaragoza,Almeria,H,87.25,63.7,9,9,2,1,2.0,3.4,3.75,1.0,1.0,1.0,1.91,3.3,3.75,1.95,3.4,3.65,2.0,3.3,3.6,2.1,3.3,3.35,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,3.4,1.9,3.5,4.0,1.0,1.0,1.0,1.9,3.25,3.6,1.83,3.3,3.6,0,0,0,0,19,3,4,7,11,3,4,9,5,9,13,3,5,8,0,12
SP1,2009/10,07/11/2009,Ath Madrid,Real Madrid,A,210.8,451.7,10,10,2,3,3.75,3.5,1.95,1.0,1.0,1.0,3.75,3.4,1.91,3.9,3.5,1.85,3.75,3.6,1.87,3.5,3.4,2.0,3.75,3.2,1.83,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.5,1.9,3.8,3.6,1.91,1.0,1.0,1.0,3.8,3.3,1.85,3.1,3.4,1.95,0,0,0,0,18,2,1,4,7,7,10,25,3,5,12,5,10,26,4,2
SP1,2009/10,07/11/2009,Barcelona,Mallorca,H,515.4,65.1,10,10,4,2,1.17,7.0,15.0,1.0,1.0,1.0,1.17,6.0,15.0,1.15,7.5,13.0,1.17,6.75,13.0,1.2,5.9,12.0,1.14,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,6.5,13.0,1.13,8.0,19.0,1.0,1.0,1.0,1.15,6.5,11.0,1.14,6.0,12.0,0,0,0,0,1,6,7,11,26,4,7,17,11,12,28,4,8,18,1,9
SP1,2009/10,07/11/2009,Getafe,La Coruna,A,77.3,75.9,10,10,0,2,2.1,3.3,3.5,1.0,1.0,1.0,2.1,3.3,3.2,2.05,3.35,3.4,2.1,3.3,3.35,2.1,3.25,3.4,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,3.1,2.0,3.4,3.75,1.0,1.0,1.0,2.0,3.25,3.4,1.95,3.25,3.3,0,0,1,1,12,5,3,6,12,4,10,19,2,5,12,3,5,14,17,7
