Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP
SP1,2014/15,17/05/2015,Ath Madrid,Barcelona,A,356.0,603.8,37,37,0,1,4.75,3.6,1.75,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.9,1.75,1.0,1.0,1.0,4.5,3.5,1.75,4.5,3.75,1.73,4.94,3.91,1.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8,3.9,1.8,5.0,3.5,1.75,0,0,0,0,3,1,2,8,77,9,15,93,2,6,67,11,19,108,1,2
SP1,2014/15,17/05/2015,Cordoba,Vallecano,A,50.9,51.7,37,37,1,2,4.33,3.75,1.75,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.6,1.75,1.0,1.0,1.0,4.2,3.5,1.8,4.33,3.8,1.75,4.56,4.19,1.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6,4.2,1.75,4.2,4.0,1.73,0,0,0,0,20,10,0,0,20,7,8,49,1,1,22,5,6,44,0,12
SP1,2014/15,17/05/2015,Elche,Ath Bilbao,A,38.6,112.1,37,37,2,3,3.5,3.3,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.3,2.15,1.0,1.0,1.0,3.3,3.3,2.1,3.6,3.3,2.1,3.91,3.43,2.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,3.4,2.15,3.4,3.2,2.2,0,0,0,0,13,7,3,6,40,5,9,52,4,8,35,4,6,38,16,4
SP1,2014/15,17/05/2015,Espanol,Real Madrid,A,75.7,787.8,37,37,1,4,6.5,4.33,1.5,1.0,1.0,1.0,1.0,1.0,1.0,6.75,4.6,1.42,1.0,1.0,1.0,4.8,4.4,1.55,5.75,4.33,1.53,6.36,4.83,1.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.25,4.75,1.53,6.5,4.0,1.53,0,0,0,0,9,2,4,7,49,7,13,89,4,6,45,9,16,111,13,3
SP1,2014/15,17/05/2015,Getafe,Eibar,D,50.2,29.4,37,37,1,1,2.2,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.25,3.5,1.0,1.0,1.0,2.2,3.1,3.3,2.2,3.1,3.5,2.25,3.07,3.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,3.7,2.25,3.0,3.6,0,0,0,0,14,18,1,1,37,1,1,32,2,2,30,2,3,31,14,0
SP1,2014/15,17/05/2015,La Coruna,Levante,H,53.4,43.45,37,37,2,0,1.75,3.6,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.7,4.33,1.0,1.0,1.0,1.75,3.5,4.5,1.73,3.75,4.75,1.76,3.88,5.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.8,5.0,1.75,3.5,5.0,0,0,0,0,16,15,5,6,34,1,7,36,4,5,33,2,4,34,0,10
SP1,2014/15,17/05/2015,Sevilla,Almeria,H,166.75,38.3,37,37,2,1,1.25,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.75,10.5,1.0,1.0,1.0,1.35,5.5,6.0,1.29,5.75,9.0,1.29,6.4,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,6.25,11.0,1.29,5.0,12.0,0,0,0,0,5,19,4,10,73,1,4,32,5,10,68,4,6,33,5,17
SP1,2014/15,17/05/2015,Sociedad,Granada,A,96.8,67.55,37,37,0,3,2.15,3.3,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.4,3.0,1.0,1.0,1.0,2.1,3.4,3.2,2.1,3.5,3.4,2.22,3.51,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.5,3.4,2.3,3.2,3.2,0,0,0,0,12,17,3,5,43,9,9,34,3,4,40,7,8,29,7,15
SP1,2014/15,17/05/2015,Valencia,Celta,D,230.0,60.4,37,37,1,1,1.62,4.2,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.55,4.1,5.5,1.0,1.0,1.0,1.45,4.2,6.5,1.6,4.2,5.5,1.6,4.49,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,4.4,5.4,1.62,3.8,5.5,0,0,0,0,4,11,5,9,74,3,6,48,6,11,67,4,7,44,8,9
SP1,2014/15,17/05/2015,Villarreal,Malaga,H,132.7,82.8,37,37,2,1,1.85,3.6,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.5,4.1,1.0,1.0,1.0,2.0,3.5,3.3,1.8,3.75,4.33,1.9,3.87,4.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.8,4.2,1.85,3.5,4.2,0,0,0,0,6,8,7,8,60,3,4,50,4,4,48,4,5,40,6,11
SP1,2014/15,23/05/2015,Almeria,Valencia,A,38.3,230.0,38,38,2,3,4.75,4.2,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.9,1.65,1.0,1.0,1.0,4.3,3.8,1.7,4.5,4.2,1.7,5.08,4.51,1.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.5,1.67,5.0,3.6,1.7,0,0,0,0,19,4,0,1,32,5,9,77,4,6,35,6,10,70,17,8
SP1,2014/15,23/05/2015,Ath Bilbao,Villarreal,H,112.1,132.7,38,38,4,0,1.67,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.9,5.0,1.0,1.0,1.0,1.75,3.5,4.5,1.73,3.75,4.5,1.74,4.04,5.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75,4.0,5.0,1.75,3.5,5.0,0,0,0,0,7,6,7,9,55,6,7,60,8,9,42,3,4,48,4,6
SP1,2014/15,23/05/2015,Barcelona,La Coruna,D,603.8,53.4,38,38,2,2,1.25,6.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.26,6.25,11.0,1.0,1.0,1.0,1.3,5.0,9.0,1.29,6.0,9.5,1.29,6.62,10.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,6.5,10.5,1.29,5.5,10.0,0,0,0,0,1,17,7,13,94,5,6,35,5,19,110,5,6,35,2,0
SP1,2014/15,23/05/2015,Celta,Espanol,H,60.4,75.7,38,38,3,2,1.7,4.0,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.8,4.6,1.0,1.0,1.0,1.7,3.6,4.7,1.73,4.0,4.5,1.73,4.24,4.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,4.2,5.0,1.7,3.75,4.8,0,0,0,0,8,10,5,9,51,3,7,49,5,8,47,5,8,47,9,13
SP1,2014/15,23/05/2015,Eibar,Cordoba,H,29.4,50.9,38,38,3,0,1.33,5.0,9.5,1.0,1.0,1.0,1.0,1.0,1.0,1.35,4.75,8.5,1.0,1.0,1.0,1.3,5.0,9.0,1.36,5.0,8.5,1.38,5.23,9.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,5.2,10.0,1.36,4.5,9.0,0,0,0,0,16,20,4,4,35,0,0,20,4,6,34,1,1,22,0,0
SP1,2014/15,23/05/2015,Granada,Ath Madrid,D,67.55,356.0,38,38,0,0,4.33,2.5,2.3,1.0,1.0,1.0,1.0,1.0,1.0,4.6,2.4,2.45,1.0,1.0,1.0,3.8,2.5,2.4,4.33,2.38,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,2.5,2.3,4.33,2.38,2.4,0,0,0,0,18,3,7,10,35,2,6,78,5,8,29,2,3,67,15,1
SP1,2014/15,23/05/2015,Levante,Elche,D,43.45,38.6,38,38,0,0,1.95,3.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.4,3.8,1.0,1.0,1.0,2.0,3.3,3.6,2.0,3.4,3.75,2.02,3.62,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.6,3.9,2.05,3.2,3.8,0,0,0,0,15,13,2,5,37,1,7,41,2,3,34,2,8,35,10,16
SP1,2014/15,23/05/2015,Malaga,Sevilla,A,82.8,166.75,38,38,2,3,3.3,3.75,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.6,2.15,1.0,1.0,1.0,3.1,3.5,2.1,3.2,3.6,2.1,3.17,3.98,2.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.9,2.0,3.1,3.5,2.2,0,0,0,0,9,5,3,3,50,7,10,76,5,6,42,6,11,71,11,5
SP1,2014/15,23/05/2015,Real Madrid,Getafe,H,787.8,50.2,38,38,7,3,1.13,9.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,10.0,18.0,1.0,1.0,1.0,1.15,7.0,15.0,1.11,9.5,17.0,1.13,10.84,22.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,10.5,23.0,1.14,7.0,21.0,0,0,0,0,2,14,7,13,92,1,1,37,13,19,118,4,5,33,3,14
SP1,2014/15,23/05/2015,Vallecano,Sociedad,A,51.7,96.8,38,38,2,4,1.85,3.8,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.75,3.8,1.0,1.0,1.0,1.85,3.45,4.0,1.91,3.75,3.75,1.91,4.11,3.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.91,4.1,3.9,1.91,3.5,4.0,0,0,1,1,11,12,6,8,49,3,7,46,6,8,46,4,8,44,12,7
SP1,2015/16,21/08/2015,Malaga,Sevilla,D,77.95,230.3,1,1,0,0,3.4,3.4,2.15,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.4,2.25,1.0,1.0,1.0,2.9,3.3,2.3,3.4,3.3,2.25,3.39,3.57,2.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.5,2.25,3.2,3.4,2.2,0,1,0,1,9,11,1,1,1,1,1,1,0,0,0,0,0,0,9,5
SP1,2015/16,22/08/2015,Ath Madrid,Las Palmas,H,418.5,32.2,1,1,1,0,1.2,6.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,6.0,12.0,1.0,1.0,1.0,1.25,5.5,10.3,1.22,6.5,15.0,1.23,6.78,16.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,6.5,19.0,1.22,5.5,15.0,0,0,0,0,3,19,3,3,3,0,0,0,1,1,1,0,0,0,3,0
SP1,2015/16,22/08/2015,Espanol,Getafe,H,62.2,49.1,1,1,1,0,1.91,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.25,4.0,1.0,1.0,1.0,2.0,3.3,3.6,1.91,3.4,4.5,1.93,3.47,4.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.5,4.6,1.91,3.3,4.33,0,0,0,0,5,18,3,3,3,0,0,0,1,1,1,0,0,0,10,14
SP1,2015/16,22/08/2015,La Coruna,Sociedad,D,61.75,119.4,1,1,0,0,2.5,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.55,3.1,2.8,1.0,1.0,1.0,2.6,3.2,2.6,2.62,3.2,2.8,2.59,3.23,3.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.55,3.3,3.0,2.62,3.0,2.9,0,1,0,1,8,12,1,1,1,1,1,1,0,0,0,0,0,0,17,12
SP1,2015/16,22/08/2015,Vallecano,Valencia,D,49.6,254.0,1,1,0,0,3.6,3.5,2.05,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.4,2.05,1.0,1.0,1.0,3.6,3.3,2.0,3.6,3.6,2.0,3.72,3.77,2.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7,3.75,2.05,3.6,3.3,2.1,0,0,0,0,15,14,1,1,1,1,1,1,0,0,0,0,0,0,11,4
SP1,2015/16,23/08/2015,Ath Bilbao,Barcelona,A,148.0,726.0,1,1,0,1,6.5,4.33,1.5,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.2,1.5,1.0,1.0,1.0,5.2,4.0,1.57,6.5,4.33,1.53,7.06,4.53,1.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,4.6,1.53,7.0,3.8,1.53,0,0,0,0,17,4,0,0,0,3,3,3,0,0,0,1,1,1,7,1
SP1,2015/16,23/08/2015,Betis,Villarreal,D,56.4,140.6,1,1,1,1,2.8,3.25,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.65,3.25,2.6,1.0,1.0,1.0,2.6,3.2,2.6,2.9,3.3,2.5,2.93,3.34,2.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.25,2.5,2.8,3.1,2.62,0,1,0,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,0,6
SP1,2015/16,23/08/2015,Levante,Celta,A,53.1,91.1,1,1,1,2,3.6,3.3,2.15,1.0,1.0,1.0,1.0,1.0,1.0,3.25,3.2,2.2,1.0,1.0,1.0,2.9,3.3,2.3,3.6,3.3,2.15,3.84,3.4,2.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.75,3.4,2.15,3.4,3.1,2.25,0,0,0,0,16,2,0,0,0,3,3,3,1,1,1,2,2,2,15,8
SP1,2015/16,23/08/2015,Sp Gijon,Real Madrid,D,53.2,714.3,1,1,0,0,13.0,6.5,1.22,1.0,1.0,1.0,1.0,1.0,1.0,10.0,6.5,1.22,1.0,1.0,1.0,12.5,6.0,1.2,13.0,6.5,1.22,12.98,6.6,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.5,1.25,15.0,5.0,1.25,0,0,0,0,13,10,1,1,1,1,1,1,0,0,0,0,0,0,0,2
SP1,2015/16,24/08/2015,Granada,Eibar,A,71.5,56.6,1,1,1,3,1.91,3.3,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.1,4.33,1.0,1.0,1.0,2.0,3.3,3.6,1.95,3.3,4.5,1.9,3.34,5.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.3,5.0,1.95,3.1,4.5,0,0,1,1,20,1,0,0,0,3,3,3,1,1,1,3,3,3,18,16
SP1,2015/16,28/08/2015,Villarreal,Espanol,H,140.6,62.2,2,2,3,1,1.57,3.8,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.75,6.0,1.0,1.0,1.0,1.6,3.7,5.4,1.53,4.0,7.0,1.6,4.09,6.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,4.1,6.5,1.53,3.8,7.0,0,0,0,0,6,8,4,4,4,3,3,3,4,4,4,2,2,2,6,10
SP1,2015/16,29/08/2015,Barcelona,Malaga,H,726.0,77.95,2,2,1,0,1.1,10.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.13,7.75,16.5,1.0,1.0,1.0,1.15,7.0,15.0,1.12,8.5,19.0,1.14,10.0,24.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,10.0,31.0,1.14,7.5,19.0,0,0,0,0,4,15,6,6,6,1,1,1,2,2,2,0,0,0,1,9
SP1,2015/16,29/08/2015,Celta,Vallecano,H,91.1,49.6,2,2,3,0,1.53,4.33,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.75,6.25,1.0,1.0,1.0,1.65,3.7,4.9,1.57,4.2,5.5,1.57,4.41,6.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,4.5,6.0,1.55,4.0,6.0,0,0,0,0,1,17,6,6,6,1,1,1,5,5,5,0,0,0,8,11
SP1,2015/16,29/08/2015,Real Madrid,Betis,H,714.3,56.4,2,2,5,0,1.1,10.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,8.5,19.5,1.0,1.0,1.0,1.12,8.0,16.0,1.12,9.0,19.0,1.13,11.4,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.13,11.0,23.0,1.12,8.0,21.0,0,0,0,0,5,18,4,4,4,1,1,1,5,5,5,1,1,1,2,0
SP1,2015/16,29/08/2015,Sociedad,Sp Gijon,D,119.4,53.2,2,2,0,0,1.85,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.5,4.75,1.0,1.0,1.0,1.85,3.45,4.0,1.85,3.4,4.33,1.88,3.47,4.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.6,4.8,1.91,3.2,4.5,0,0,0,0,11,12,2,2,2,2,2,2,0,0,0,0,0,0,12,0
SP1,2015/16,30/08/2015,Eibar,Ath Bilbao,H,56.6,148.0,2,2,2,0,4.0,3.1,2.1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.25,2.15,1.0,1.0,1.0,3.3,3.3,2.1,4.0,3.2,2.05,4.04,3.27,2.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.25,2.15,3.8,3.0,2.15,1,0,0,1,2,20,6,6,6,0,0,0,5,5,5,0,0,0,16,7
SP1,2015/16,30/08/2015,Getafe,Granada,A,49.1,71.5,2,2,1,2,2.05,3.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.25,3.6,1.0,1.0,1.0,2.1,3.3,3.3,2.1,3.2,4.0,2.1,3.3,4.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.3,4.3,2.05,3.1,4.0,0,0,1,1,19,7,0,0,0,3,3,3,1,1,1,3,3,3,14,18
SP1,2015/16,30/08/2015,Las Palmas,Levante,D,32.2,53.1,2,2,0,0,1.91,3.3,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.25,4.2,1.0,1.0,1.0,2.0,3.3,3.6,1.95,3.3,4.0,1.92,3.47,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.93,3.4,4.75,1.91,3.2,4.5,0,0,0,0,14,13,1,1,1,1,1,1,0,0,0,1,1,1,0,15
SP1,2015/16,30/08/2015,Sevilla,Ath Madrid,A,230.3,418.5,2,2,0,3,2.8,3.2,2.63,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.3,2.7,1.0,1.0,1.0,2.6,3.2,2.6,2.88,3.25,2.5,2.84,3.3,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.3,2.75,2.7,3.1,2.7,0,0,0,0,16,3,1,1,1,6,6,6,0,0,0,4,4,4,5,3
SP1,2015/16,30/08/2015,Valencia,La Coruna,D,254.0,61.75,2,2,1,1,1.44,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,4.0,7.75,1.0,1.0,1.0,1.45,4.0,7.0,1.44,4.33,7.5,1.4,4.86,10.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.8,9.0,1.44,4.2,7.5,0,0,0,0,10,9,2,2,2,2,2,2,1,1,1,1,1,1,4,17
SP1,2015/16,11/09/2015,Levante,Sevilla,D,53.1,230.3,3,3,1,1,4.75,3.75,1.75,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.8,1.8,1.0,1.0,1.0,4.0,3.45,1.85,4.75,3.6,1.8,4.83,3.82,1.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8,3.8,1.8,4.6,3.5,1.8,0,0,0,0,14,18,2,2,2,2,2,2,2,2,2,1,1,1,15,5
SP1,2015/16,12/09/2015,Ath Madrid,Barcelona,A,418.5,726.0,3,3,1,2,3.3,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.3,2.3,1.0,1.0,1.0,3.0,3.2,2.3,3.4,3.4,2.2,3.41,3.4,2.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.5,2.3,3.3,3.2,2.25,0,0,0,0,6,1,6,6,6,9,9,9,5,5,5,4,4,4,3,1
SP1,2015/16,12/09/2015,Betis,Sociedad,H,56.4,119.4,3,3,1,0,2.3,3.3,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.35,3.2,3.0,1.0,1.0,1.0,2.4,3.3,2.75,2.4,3.25,3.1,2.39,3.36,3.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.3,3.25,2.38,3.25,3.0,0,0,0,0,9,16,4,4,4,2,2,2,2,2,2,0,0,0,0,12
SP1,2015/16,12/09/2015,Espanol,Real Madrid,A,62.2,714.3,3,3,0,6,10.0,5.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,8.75,5.25,1.34,1.0,1.0,1.0,8.0,5.0,1.33,10.0,5.5,1.3,9.75,5.51,1.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.5,1.36,8.0,5.0,1.36,0,0,0,0,12,2,3,3,3,7,7,7,2,2,2,11,11,11,10,2
SP1,2015/16,12/09/2015,Sp Gijon,Valencia,A,53.2,254.0,3,3,0,1,3.4,3.2,2.25,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.2,2.3,1.0,1.0,1.0,2.75,3.3,2.4,3.4,3.2,2.25,3.39,3.42,2.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.4,2.25,3.3,3.2,2.25,0,0,0,0,17,8,2,2,2,5,5,5,0,0,0,2,2,2,0,4
SP1,2015/16,13/09/2015,Ath Bilbao,Getafe,H,148.0,49.1,3,3,3,1,1.57,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.7,6.25,1.0,1.0,1.0,1.65,3.6,5.1,1.6,3.8,6.5,1.59,4.03,7.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,4.0,7.0,1.6,3.75,6.0,0,0,0,0,10,20,3,3,3,0,0,0,3,3,3,2,2,2,7,14
SP1,2015/16,13/09/2015,Celta,Las Palmas,D,91.1,32.2,3,3,3,3,1.5,4.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.53,4.0,6.0,1.0,1.0,1.0,1.55,3.9,5.6,1.5,4.0,7.0,1.52,4.48,7.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.4,7.5,1.5,4.0,7.0,0,0,0,0,3,13,7,7,7,2,2,2,8,8,8,3,3,3,8,0
SP1,2015/16,13/09/2015,Granada,Villarreal,A,71.5,140.6,3,3,1,3,3.5,3.1,2.25,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.2,2.3,1.0,1.0,1.0,3.2,3.2,2.2,3.5,3.2,2.25,3.63,3.36,2.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.3,2.25,3.4,3.1,2.25,0,0,0,0,11,4,3,3,3,7,7,7,4,4,4,7,7,7,18,6
SP1,2015/16,13/09/2015,Malaga,Eibar,D,77.95,56.6,3,3,0,0,1.75,3.5,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.5,1.0,1.0,1.0,1.8,3.5,4.2,1.75,3.6,5.0,1.81,3.65,5.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.78,3.6,5.4,1.8,3.4,4.8,0,0,0,0,15,5,2,2,2,7,7,7,0,0,0,5,5,5,9,16
SP1,2015/16,14/09/2015,Vallecano,La Coruna,A,49.6,61.75,3,3,1,3,2.1,3.5,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.4,3.3,1.0,1.0,1.0,2.15,3.3,3.2,2.15,3.4,3.5,2.2,3.61,3.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.6,3.4,2.15,3.5,3.25,0,0,0,0,19,7,1,1,1,5,5,5,1,1,1,4,4,4,11,17
SP1,2015/16,18/09/2015,Getafe,Malaga,H,49.1,77.95,4,4,1,0,2.6,3.1,2.9,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.1,2.75,1.0,1.0,1.0,2.6,3.2,2.6,2.62,3.1,3.0,2.71,3.15,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.63,3.2,3.0,2.62,2.9,3.0,0,0,0,0,14,18,3,3,3,1,2,2,3,3,3,0,0,0,14,9
SP1,2015/16,19/09/2015,Eibar,Ath Madrid,A,56.6,418.5,4,4,0,2,7.0,3.75,1.57,1.0,1.0,1.0,1.0,1.0,1.0,6.75,3.7,1.6,1.0,1.0,1.0,5.1,3.6,1.65,7.0,3.75,1.57,7.15,3.95,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,3.9,1.57,6.5,3.5,1.62,0,0,0,0,6,5,4,7,7,6,9,9,2,5,5,6,7,7,16,3
SP1,2015/16,19/09/2015,Real Madrid,Granada,H,714.3,71.5,4,4,1,0,1.06,15.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,13.0,34.0,1.0,1.0,1.0,1.05,11.0,25.0,1.07,15.0,34.0,1.08,16.0,31.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,15.0,31.0,1.08,11.0,34.0,0,0,0,0,2,15,9,10,10,3,3,3,12,12,12,3,4,4,2,18
