Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise
I1,2004/5,11/09/2004,Chievo,Inter,D,46.28,240.63,1,1,4.5,3.2,1.727,1.0,1.0,1.0,1.0,1.0,1.0,5.35,3.25,1.65,5.0,3.2,1.7,4.2,3.1,1.75,4.5,3.25,1.667,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.1,1.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.2,1.7,0,0,0,0
I1,2004/5,11/09/2004,Milan,Livorno,D,273.7,25.0,1,1,1.167,6.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,6.0,13.0,1.15,6.0,15.0,1.15,6.0,12.0,1.167,5.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16,5.5,12.0,0,0,0,0
I1,2004/5,12/09/2004,Atalanta,Lecce,D,41.7,44.9,1,1,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.1,3.6,2.1,2.9,3.6,1.9,3.0,3.6,2.1,2.75,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.0,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,2.9,3.4,0,0,0,0
I1,2004/5,12/09/2004,Brescia,Juventus,A,45.25,304.9,1,1,4.0,3.1,1.833,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.1,1.8,4.1,3.25,1.8,3.8,3.0,1.85,4.0,3.0,1.833,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.2,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.83,0,0,0,0
I1,2004/5,12/09/2004,Cagliari,Bologna,H,23.9,29.94,1,1,2.375,2.875,2.875,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,3.1,2.25,2.9,3.15,2.2,2.9,3.0,2.25,2.875,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,2.9,0,0,0,0
I1,2004/5,12/09/2004,Palermo,Siena,H,78.75,54.9,1,1,1.727,3.2,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.66,3.15,5.5,1.7,3.1,5.2,1.8,3.0,4.0,1.727,3.2,4.333,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.1,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.1,4.5,0,0,0,0
I1,2004/5,12/09/2004,Parma,Messina,D,110.05,32.65,1,1,1.533,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.25,6.5,1.55,3.4,6.1,1.55,3.4,5.0,1.444,3.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0,0
I1,2004/5,12/09/2004,Reggina,Udinese,D,29.3,83.95,1,1,2.6,2.875,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.7,2.9,2.55,2.75,2.8,2.63,2.6,2.8,2.6,2.5,2.875,2.625,1.0,1.0,1.0,1.0,1.0,1.0,2.7,2.87,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,2.8,2.6,0,1,0,1
I1,2004/5,12/09/2004,Roma,Fiorentina,H,201.6,111.83,1,1,1.571,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.5,5.75,1.62,3.3,5.5,1.45,3.6,5.8,1.615,3.25,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61,3.3,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.5,5.0,0,0,0,0
I1,2004/5,12/09/2004,Sampdoria,Lazio,A,51.0,77.05,1,1,2.1,3.0,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.05,3.5,2.05,3.0,3.6,2.0,2.9,3.4,2.0,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.1,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.2,0,0,1,1
I1,2004/5,18/09/2004,Inter,Palermo,D,240.63,78.75,2,2,1.36,4.33,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.35,4.0,8.0,1.36,4.1,8.5,1.35,4.0,7.0,1.36,3.75,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,4.33,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.4,8.5,0,0,0,0
I1,2004/5,18/09/2004,Lecce,Brescia,H,44.9,45.25,2,2,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.25,3.55,2.05,3.0,3.6,2.1,2.8,3.3,2.0,2.8,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.87,3.6,0,0,0,0
I1,2004/5,19/09/2004,Bologna,Milan,A,29.94,273.7,2,2,5.5,3.2,1.61,1.0,1.0,1.0,1.0,1.0,1.0,5.55,3.35,1.6,5.25,3.3,1.65,4.2,3.2,1.7,5.0,3.2,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.3,1.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.1,1.66,0,0,0,0
I1,2004/5,19/09/2004,Fiorentina,Cagliari,H,111.83,23.9,2,2,1.57,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.4,6.1,1.63,3.3,5.5,1.6,3.3,4.8,1.62,3.25,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.0,6.0,0,0,0,0
I1,2004/5,19/09/2004,Juventus,Atalanta,H,304.9,41.7,2,2,1.2,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.75,9.0,1.22,5.2,11.5,1.2,5.0,10.0,1.2,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.25,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.0,11.0,0,0,0,0
I1,2004/5,19/09/2004,Lazio,Reggina,D,77.05,29.3,2,2,1.5,3.4,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.2,6.5,1.57,3.2,6.6,1.55,3.4,5.0,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.25,6.0,0,0,0,0
I1,2004/5,19/09/2004,Livorno,Chievo,A,25.0,46.28,2,2,2.37,2.75,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,3.1,2.3,2.8,3.25,2.3,2.8,2.9,2.25,2.75,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.0,2.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,2.9,0,0,1,1
I1,2004/5,19/09/2004,Messina,Roma,H,32.65,201.6,2,2,3.25,3.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.8,3.05,1.95,3.7,3.0,2.0,3.3,3.0,2.0,4.0,3.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.1,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.75,2.9,1.95,1,0,0,1
I1,2004/5,19/09/2004,Siena,Sampdoria,H,54.9,51.0,2,2,2.37,2.87,2.87,1.0,1.0,1.0,1.0,1.0,1.0,2.7,2.7,2.8,2.55,2.8,2.85,2.5,2.7,2.8,2.38,2.8,2.88,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.88,2.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.8,2.75,0,0,0,0
I1,2004/5,19/09/2004,Udinese,Parma,H,83.95,110.05,2,2,2.25,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.8,3.45,2.2,2.85,3.4,2.2,2.8,3.1,2.2,2.8,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.88,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.15,2.87,3.25,0,0,0,0
I1,2004/5,22/09/2004,Atalanta,Inter,A,41.7,240.63,3,3,4.0,3.2,1.8,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.3,1.7,4.65,3.2,1.75,4.0,3.0,1.8,4.5,2.88,1.8,1.0,1.0,1.0,1.0,1.0,1.0,4.33,3.2,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8,3.0,1.72,0,0,0,0
I1,2004/5,22/09/2004,Brescia,Lazio,A,45.25,77.05,3,3,2.62,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.9,2.9,2.45,2.75,3.0,2.5,2.7,2.9,2.4,2.75,3.0,2.38,1.0,1.0,1.0,1.0,1.0,1.0,2.8,2.9,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,3.1,2.62,0,0,0,0
I1,2004/5,22/09/2004,Cagliari,Siena,H,23.9,54.9,3,3,2.0,2.87,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.05,2.85,3.9,1.9,3.1,4.0,1.9,3.0,3.6,1.8,3.0,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.0,4.2,0,0,0,0
I1,2004/5,22/09/2004,Chievo,Udinese,D,46.28,83.95,3,3,2.3,3.0,2.87,1.0,1.0,1.0,1.0,1.0,1.0,2.35,2.85,3.1,2.3,3.0,3.0,2.3,2.8,2.9,2.38,2.88,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.0,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.0,3.0,0,0,0,0
I1,2004/5,22/09/2004,Milan,Messina,A,273.7,32.65,3,3,1.2,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.13,6.5,16.0,1.2,5.5,12.0,1.2,5.0,10.0,1.2,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,5.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.0,11.0,0,0,1,1
I1,2004/5,22/09/2004,Palermo,Fiorentina,D,78.75,111.83,3,3,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.95,2.85,4.2,2.05,3.0,3.6,2.0,2.9,3.4,2.0,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.1,2.88,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,2.9,3.4,0,0,0,0
I1,2004/5,22/09/2004,Parma,Bologna,A,110.05,29.94,3,3,1.83,3.1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,2.9,4.5,1.8,3.1,4.5,1.8,3.0,4.0,1.62,3.25,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.0,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.1,4.5,0,0,1,1
I1,2004/5,22/09/2004,Reggina,Livorno,H,29.3,25.0,3,3,1.9,2.9,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.9,4.2,1.9,3.1,4.0,1.8,3.0,4.0,1.83,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.0,4.0,0,0,0,0
I1,2004/5,22/09/2004,Roma,Lecce,D,201.6,44.9,3,3,1.57,3.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.75,5.4,1.53,3.5,6.1,1.45,3.6,5.8,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.4,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.6,6.5,0,0,0,0
I1,2004/5,22/09/2004,Sampdoria,Juventus,A,51.0,304.9,3,3,5.0,3.1,1.8,1.0,1.0,1.0,1.0,1.0,1.0,4.4,3.3,1.75,4.75,3.1,1.75,4.0,3.0,1.8,4.33,3.2,1.73,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.1,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.83,0,0,0,0
I1,2004/5,25/09/2004,Bologna,Roma,H,29.94,201.6,4,4,2.75,3.0,2.37,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.95,2.35,2.9,3.0,2.4,2.7,3.0,2.3,2.62,2.88,2.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.0,2.37,0,0,0,0
I1,2004/5,25/09/2004,Juventus,Palermo,D,304.9,78.75,4,4,1.3,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.4,9.25,1.33,4.25,9.0,1.3,4.0,8.5,1.3,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.5,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,4.0,8.0,0,0,0,0
I1,2004/5,26/09/2004,Fiorentina,Sampdoria,A,111.83,51.0,4,4,1.8,3.0,4.33,1.0,1.0,1.0,1.0,1.0,1.0,2.05,2.9,3.75,2.0,3.0,3.85,1.85,3.0,3.8,1.91,3.0,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.0,4.0,0,0,1,1
I1,2004/5,26/09/2004,Inter,Parma,D,240.63,110.05,4,4,1.5,3.4,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.0,7.5,1.45,3.8,7.3,1.5,3.5,5.4,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0,0
I1,2004/5,26/09/2004,Lazio,Milan,A,77.05,273.7,4,4,3.5,3.2,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.55,3.1,2.0,3.4,3.0,2.1,3.2,2.9,2.1,3.4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.0,2.15,0,0,0,0
I1,2004/5,26/09/2004,Lecce,Cagliari,H,44.9,23.9,4,4,1.83,3.0,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.15,3.85,1.9,3.0,4.25,1.85,3.0,3.8,1.83,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.0,4.0,0,0,0,0
I1,2004/5,26/09/2004,Livorno,Atalanta,D,25.0,41.7,4,4,2.2,3.0,3.1,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.95,3.05,2.25,3.0,3.1,2.3,2.7,3.0,2.1,2.88,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.0,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.0,3.0,0,0,0,0
I1,2004/5,26/09/2004,Messina,Chievo,D,32.65,46.28,4,4,2.25,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.9,3.3,2.25,3.0,3.1,2.2,2.9,3.0,2.2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.0,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.0,3.1,0,0,0,0
I1,2004/5,26/09/2004,Siena,Reggina,D,54.9,29.3,4,4,2.2,3.0,3.1,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.9,3.25,2.2,2.9,3.4,2.2,2.7,3.2,2.1,2.75,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.88,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.2,0,0,0,0
I1,2004/5,26/09/2004,Udinese,Brescia,A,83.95,45.25,4,4,1.61,3.2,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.35,6.5,1.65,3.2,5.0,1.6,3.2,5.0,1.57,3.25,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.3,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.2,4.5,0,0,1,1
I1,2004/5,02/10/2004,Cagliari,Brescia,H,23.9,45.25,5,5,1.9,3.1,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.91,2.9,4.3,1.9,2.9,4.3,1.85,2.9,4.0,1.83,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.0,4.2,0,0,0,0
I1,2004/5,02/10/2004,Chievo,Lecce,H,46.28,44.9,5,5,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.1,3.3,2.1,3.0,3.45,2.1,2.9,3.2,2.0,2.8,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.0,3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,2.87,3.5,0,0,0,0
I1,2004/5,03/10/2004,Atalanta,Lazio,D,41.7,77.05,5,5,2.75,3.0,2.37,1.0,1.0,1.0,1.0,1.0,1.0,2.85,2.9,2.45,2.8,2.9,2.5,2.7,2.8,2.5,2.75,2.88,2.4,1.0,1.0,1.0,1.0,1.0,1.0,2.9,3.0,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,2.87,2.4,0,1,0,1
I1,2004/5,03/10/2004,Messina,Siena,H,32.65,54.9,5,5,1.9,3.1,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.9,2.85,4.5,1.85,2.9,4.65,1.85,3.0,3.8,1.83,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.0,4.8,0,0,0,0
I1,2004/5,03/10/2004,Milan,Reggina,H,273.7,29.3,5,5,1.2,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.25,11.0,1.25,5.0,10.0,1.25,4.5,9.0,1.22,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.5,10.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.0,9.5,0,0,0,0
I1,2004/5,03/10/2004,Palermo,Bologna,H,78.75,29.94,5,5,1.83,3.1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.05,5.0,1.8,2.9,5.0,1.8,3.0,4.0,1.8,2.88,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.0,4.2,0,0,0,0
I1,2004/5,03/10/2004,Parma,Fiorentina,D,110.05,111.83,5,5,2.1,3.0,3.25,1.0,1.0,1.0,1.0,1.0,1.0,2.15,2.95,3.35,2.1,3.0,3.45,2.0,3.0,3.3,2.0,2.88,3.6,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
I1,2004/5,03/10/2004,Roma,Inter,D,201.6,240.63,5,5,2.75,3.0,2.62,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.1,2.45,2.65,3.0,2.55,2.5,3.0,2.5,2.62,2.88,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.62,2.9,2.5,0,1,0,1
I1,2004/5,03/10/2004,Sampdoria,Livorno,H,51.0,25.0,5,5,1.61,3.2,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.15,6.3,1.63,3.2,5.75,1.65,3.1,4.8,1.67,3.2,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.2,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.0,6.0,0,0,0,0
I1,2004/5,03/10/2004,Udinese,Juventus,A,83.95,304.9,5,5,4.0,3.1,1.83,1.0,1.0,1.0,1.0,1.0,1.0,4.15,3.1,1.85,4.1,3.15,1.85,3.6,3.0,1.9,3.75,3.2,1.83,1.0,1.0,1.0,1.0,1.0,1.0,4.2,3.2,1.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.1,1.8,0,0,0,0
I1,2004/5,16/10/2004,Juventus,Messina,H,304.9,32.65,6,6,1.4,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.5,9.0,1.33,4.2,9.0,1.33,3.8,8.0,1.3,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,4.2,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,3.75,8.0,0,0,0,0
I1,2004/5,16/10/2004,Livorno,Roma,A,25.0,201.6,6,6,3.75,3.1,1.9,1.0,1.0,1.0,1.0,1.0,1.0,4.45,3.1,1.8,4.4,3.15,1.8,3.8,3.1,1.8,4.0,3.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.1,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.87,1.9,0,0,0,0
I1,2004/5,17/10/2004,Bologna,Atalanta,H,29.94,41.7,6,6,1.83,2.87,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,2.9,4.6,1.85,2.9,4.6,2.0,2.7,3.8,1.8,2.88,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.1,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,2.9,4.5,0,0,0,0
I1,2004/5,17/10/2004,Brescia,Parma,H,45.25,110.05,6,6,2.37,2.87,2.87,1.0,1.0,1.0,1.0,1.0,1.0,2.4,2.75,3.1,2.4,2.85,3.0,2.5,3.0,2.5,2.5,2.88,2.62,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.0,2.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,2.8,2.87,0,0,0,0
I1,2004/5,17/10/2004,Cagliari,Milan,A,23.9,273.7,6,6,6.0,3.2,1.66,1.0,1.0,1.0,1.0,1.0,1.0,5.25,3.3,1.65,5.0,3.2,1.7,4.2,3.1,1.75,5.0,2.88,1.73,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.2,1.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.7,0,0,0,0
I1,2004/5,17/10/2004,Fiorentina,Siena,D,111.83,54.9,6,6,1.72,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.0,5.5,1.73,3.1,5.0,1.75,3.1,4.2,1.73,2.88,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.1,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,2.9,5.0,0,0,0,0
I1,2004/5,17/10/2004,Inter,Udinese,H,240.63,83.95,6,6,1.44,3.75,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.7,8.5,1.4,3.9,7.7,1.45,3.8,5.4,1.44,3.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.5,7.0,0,0,0,0
I1,2004/5,17/10/2004,Lazio,Chievo,A,77.05,46.28,6,6,1.9,3.1,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.05,4.0,1.85,3.1,4.2,1.85,3.1,3.6,1.8,3.0,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.1,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,2.9,4.5,0,0,1,1
I1,2004/5,17/10/2004,Lecce,Palermo,H,44.9,78.75,6,6,2.25,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,2.75,2.3,2.95,3.05,2.4,2.8,2.8,2.2,2.8,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.0,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.8,3.2,0,0,0,0
I1,2004/5,17/10/2004,Reggina,Sampdoria,A,29.3,51.0,6,6,2.5,2.4,2.87,1.0,1.0,1.0,1.0,1.0,1.0,2.55,2.75,2.9,2.5,2.75,2.95,2.4,2.8,2.8,2.38,2.8,2.88,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.8,2.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,2.7,3.0,0,0,1,1
I1,2004/5,23/10/2004,Atalanta,Cagliari,D,41.7,23.9,7,7,2.2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.75,3.55,2.2,2.85,3.4,1.9,3.0,3.6,2.1,2.75,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.88,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,2.87,3.3,0,0,0,0
I1,2004/5,23/10/2004,Siena,Juventus,A,54.9,304.9,7,7,5.5,3.2,1.61,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.35,1.65,5.5,3.2,1.65,4.6,3.4,1.6,5.0,3.25,1.62,1.0,1.0,1.0,1.0,1.0,1.0,5.5,3.3,1.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,3.1,1.61,0,0,0,0
I1,2004/5,24/10/2004,Chievo,Reggina,D,46.28,29.3,7,7,1.72,3.2,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.05,5.45,1.73,3.0,5.3,1.7,3.1,4.4,1.73,2.88,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.2,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,2.9,5.0,0,0,0,0
