Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise
I1,2007/8,11/05/2008,Livorno,Torino,A,48.35,60.05,37,37,4.75,3.4,1.8,1.0,1.0,1.0,3.75,3.3,1.83,4.1,3.3,1.8,4.5,3.2,1.8,3.5,3.3,1.8,3.75,3.3,1.8,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.1,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.75,3.25,1.85,1.0,1.0,1.0,0,0,0,0
I1,2007/8,11/05/2008,Napoli,Milan,H,76.95,279.4,37,37,8.0,5.25,1.33,1.0,1.0,1.0,7.0,4.5,1.33,7.5,5.0,1.3,7.5,4.75,1.35,7.5,4.2,1.35,7.0,4.33,1.33,1.0,1.0,1.0,1.0,1.0,1.0,7.5,4.6,1.33,7.5,5.5,1.25,1.0,1.0,1.0,7.5,4.5,1.33,7.0,4.8,1.29,1,0,0,1
I1,2007/8,11/05/2008,Palermo,Sampdoria,A,104.8,75.7,37,37,2.37,3.0,3.2,1.0,1.0,1.0,2.25,3.0,3.0,2.2,3.0,3.2,2.35,2.9,3.1,2.4,2.8,2.8,2.25,2.88,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.0,2.85,2.3,2.8,3.25,1.0,1.0,1.0,2.4,3.0,2.75,2.25,2.9,3.0,0,0,1,1
I1,2007/8,11/05/2008,Reggina,Empoli,H,44.23,49.5,37,37,2.0,3.25,3.8,1.0,1.0,1.0,1.83,3.1,4.0,1.9,3.15,3.85,1.95,3.2,3.85,1.9,3.1,3.8,2.0,3.2,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.2,3.8,1.91,3.2,3.8,1.0,1.0,1.0,1.9,3.2,3.6,1.95,3.1,3.5,0,0,0,0
I1,2007/8,11/05/2008,Roma,Atalanta,H,244.4,54.8,37,37,1.22,6.0,12.0,1.0,1.0,1.0,1.22,5.0,11.0,1.2,5.5,11.75,1.2,6.0,12.0,1.2,5.0,12.0,1.2,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,5.5,12.0,1.17,5.75,15.0,1.0,1.0,1.0,1.22,5.5,10.0,1.22,5.0,9.5,0,0,0,0
I1,2007/8,11/05/2008,Udinese,Cagliari,A,115.05,41.2,37,37,2.1,2.9,4.0,1.0,1.0,1.0,2.0,2.8,4.0,2.1,2.7,3.95,2.15,2.8,3.75,1.9,2.9,4.0,1.91,2.88,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.85,4.0,2.0,2.75,4.0,1.0,1.0,1.0,2.0,2.75,4.0,1.91,2.88,4.0,0,0,1,1
I1,2007/8,17/05/2008,Sampdoria,Juventus,D,75.7,236.85,38,38,2.37,3.0,3.2,1.0,1.0,1.0,2.5,2.75,2.88,2.35,3.0,2.9,2.4,2.9,3.0,2.5,2.9,2.8,2.38,2.88,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.4,2.9,2.95,2.3,3.0,3.0,1.0,1.0,1.0,2.3,3.0,2.9,2.38,2.88,2.8,0,0,0,0
I1,2007/8,18/05/2008,Atalanta,Genoa,H,54.8,63.25,38,38,2.15,2.75,4.2,1.0,1.0,1.0,2.1,2.75,3.6,2.1,2.7,4.0,2.1,2.7,4.0,2.0,2.8,3.7,2.0,2.75,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.7,3.6,2.0,2.8,4.0,1.0,1.0,1.0,2.15,2.6,3.75,2.05,2.75,3.6,0,0,0,0
I1,2007/8,18/05/2008,Cagliari,Reggina,D,41.2,44.23,38,38,2.1,2.87,4.2,1.0,1.0,1.0,2.0,2.6,4.33,2.0,2.75,4.2,2.1,2.7,4.0,2.0,2.8,3.7,2.0,2.75,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.1,2.65,4.0,1.95,2.75,4.33,1.0,1.0,1.0,2.0,2.75,4.0,2.05,2.7,3.75,0,0,0,0
I1,2007/8,18/05/2008,Catania,Roma,D,58.4,244.4,38,38,6.0,3.6,1.61,1.0,1.0,1.0,5.0,3.25,1.67,5.4,3.7,1.55,6.0,3.25,1.65,5.2,3.2,1.65,5.0,3.25,1.62,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.4,1.65,5.5,3.2,1.67,1.0,1.0,1.0,5.5,3.3,1.55,5.5,3.3,1.57,0,0,0,0
I1,2007/8,18/05/2008,Empoli,Livorno,H,49.5,48.35,38,38,1.25,5.5,12.0,1.0,1.0,1.0,1.17,5.5,13.0,1.2,5.75,10.5,1.25,5.5,9.5,1.2,5.0,9.0,1.17,5.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.0,12.0,1.17,6.0,13.0,1.0,1.0,1.0,1.2,5.5,11.0,1.17,5.5,12.0,0,0,0,0
I1,2007/8,18/05/2008,Lazio,Napoli,H,110.8,76.95,38,38,2.25,2.9,3.6,1.0,1.0,1.0,2.2,2.7,3.5,2.3,2.6,3.55,2.25,2.7,3.6,2.1,2.8,3.4,2.2,2.75,3.25,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.7,3.4,2.1,2.8,3.8,1.0,1.0,1.0,2.25,2.6,3.5,2.25,2.75,3.2,0,0,0,0
I1,2007/8,18/05/2008,Milan,Udinese,H,279.4,115.05,38,38,1.28,5.0,11.0,1.0,1.0,1.0,1.33,4.33,8.0,1.3,4.7,8.2,1.3,5.0,8.0,1.25,4.6,10.5,1.3,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28,5.0,8.0,1.3,4.75,8.5,1.0,1.0,1.0,1.28,4.5,8.5,1.29,4.5,8.0,0,0,0,0
I1,2007/8,18/05/2008,Parma,Inter,A,52.5,310.0,38,38,5.5,4.33,1.53,1.0,1.0,1.0,4.2,4.2,1.57,5.5,4.0,1.5,5.5,4.25,1.5,5.0,4.0,1.5,5.0,3.6,1.53,1.0,1.0,1.0,1.0,1.0,1.0,4.5,4.2,1.57,4.5,4.5,1.53,1.0,1.0,1.0,4.5,4.0,1.53,4.5,4.2,1.5,0,0,0,0
I1,2007/8,18/05/2008,Siena,Palermo,D,42.8,104.8,38,38,2.2,2.8,4.0,1.0,1.0,1.0,2.1,2.6,4.0,2.05,2.7,4.1,2.1,2.7,4.0,2.0,2.8,3.7,2.1,2.62,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.7,3.6,2.0,2.8,4.0,1.0,1.0,1.0,2.1,2.7,3.6,2.1,2.7,3.6,0,0,0,0
I1,2007/8,18/05/2008,Torino,Fiorentina,A,60.05,171.35,38,38,7.5,3.8,1.5,1.0,1.0,1.0,6.5,4.0,1.4,6.15,4.4,1.4,7.0,4.0,1.45,5.5,4.0,1.45,6.5,3.6,1.44,1.0,1.0,1.0,1.0,1.0,1.0,7.5,4.33,1.35,6.0,3.75,1.5,1.0,1.0,1.0,5.5,4.0,1.45,7.0,3.75,1.4,0,0,0,0
I1,2008/9,30/08/2008,Sampdoria,Inter,D,94.3,327.9,1,1,4.33,3.2,1.91,1.0,1.0,1.0,4.2,3.0,1.83,4.5,3.15,1.8,4.33,3.0,1.9,4.2,3.0,1.85,4.0,2.88,1.91,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.1,1.9,4.2,3.2,1.95,1.0,1.0,1.0,4.0,3.1,1.85,3.75,3.0,1.91,0,0,0,0
I1,2008/9,30/08/2008,Udinese,Palermo,H,124.65,106.35,1,1,2.1,3.1,3.8,1.0,1.0,1.0,2.0,3.0,3.6,2.1,3.0,3.4,2.1,3.0,3.6,2.0,3.0,3.6,1.91,3.0,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.4,2.1,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.5,2.05,2.88,3.5,0,0,0,0
I1,2008/9,31/08/2008,Atalanta,Siena,H,64.2,45.3,1,1,2.05,3.1,4.0,1.0,1.0,1.0,1.83,3.0,4.2,2.0,2.9,3.85,2.0,3.0,4.0,1.85,3.1,4.0,1.83,2.88,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.0,4.2,2.0,3.0,4.33,1.0,1.0,1.0,2.0,3.0,3.5,1.95,2.88,3.8,0,0,0,0
I1,2008/9,31/08/2008,Cagliari,Lazio,A,45.68,109.65,1,1,3.0,3.0,2.5,1.0,1.0,1.0,2.5,3.0,2.62,2.6,2.95,2.65,2.7,3.0,2.6,2.6,2.9,2.7,2.7,2.75,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.0,2.5,2.8,3.0,2.7,1.0,1.0,1.0,3.0,2.8,2.4,2.62,2.9,2.5,0,0,0,0
I1,2008/9,31/08/2008,Catania,Genoa,H,49.9,91.7,1,1,2.4,3.0,3.2,1.0,1.0,1.0,2.3,3.0,2.88,2.2,2.9,3.35,2.4,2.9,3.0,2.3,2.9,3.0,2.3,2.8,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.0,3.0,2.3,3.0,3.4,1.0,1.0,1.0,2.3,3.0,3.0,2.25,2.88,3.0,0,0,0,0
I1,2008/9,31/08/2008,Chievo,Reggina,H,38.25,35.85,1,1,2.15,3.0,3.75,1.0,1.0,1.0,2.1,3.0,3.25,2.1,2.9,3.6,2.15,3.0,3.4,2.1,2.9,3.4,2.1,3.0,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.0,3.6,2.25,3.0,3.5,1.0,1.0,1.0,2.0,3.0,3.5,2.05,2.88,3.5,0,0,0,0
I1,2008/9,31/08/2008,Fiorentina,Juventus,D,197.1,256.85,1,1,2.75,3.0,2.75,1.0,1.0,1.0,2.5,3.0,2.62,2.6,2.9,2.65,2.7,3.0,2.6,2.55,3.1,2.55,2.6,2.8,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,2.7,2.7,3.0,2.8,1.0,1.0,1.0,2.6,3.0,2.6,2.6,2.8,2.6,0,1,0,1
I1,2008/9,31/08/2008,Milan,Bologna,A,319.4,40.3,1,1,1.3,4.75,12.0,1.0,1.0,1.0,1.25,4.75,10.0,1.22,4.95,12.7,1.33,4.5,10.0,1.3,4.4,8.5,1.3,4.2,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.5,9.0,1.33,4.6,10.0,1.0,1.0,1.0,1.3,4.35,9.5,1.3,4.2,8.5,0,0,1,1
I1,2008/9,31/08/2008,Roma,Napoli,D,266.8,101.5,1,1,1.57,3.6,6.5,1.0,1.0,1.0,1.53,3.4,6.0,1.46,3.5,7.5,1.6,3.4,6.0,1.5,3.5,6.3,1.5,3.3,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.4,6.0,1.62,3.25,6.0,1.0,1.0,1.0,1.5,3.4,6.5,1.53,3.3,6.0,0,0,0,0
I1,2008/9,31/08/2008,Torino,Lecce,H,64.9,45.78,1,1,1.8,3.1,5.25,1.0,1.0,1.0,1.73,3.1,4.75,1.8,3.0,4.7,1.8,3.2,4.5,1.85,3.0,4.2,1.8,3.0,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.1,4.5,1.75,3.25,5.0,1.0,1.0,1.0,1.75,3.2,4.5,1.8,3.0,4.2,0,0,0,0
I1,2008/9,13/09/2008,Inter,Catania,H,327.9,49.9,2,2,1.25,5.0,15.0,1.0,1.0,1.0,1.22,5.0,12.0,1.18,5.25,17.0,1.25,5.0,11.0,1.22,4.8,11.0,1.2,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,10.0,1.25,5.25,13.0,1.0,1.0,1.0,1.22,5.0,10.5,1.22,4.8,10.0,0,0,0,0
I1,2008/9,13/09/2008,Palermo,Roma,H,106.35,266.8,2,2,3.5,3.1,2.2,1.0,1.0,1.0,3.2,2.88,2.25,3.6,3.05,2.07,3.4,3.0,2.2,3.3,3.0,2.1,3.75,3.0,1.91,1.0,1.0,1.0,1.0,1.0,1.0,3.25,2.95,2.2,3.6,3.0,2.2,1.0,1.0,1.0,3.0,3.1,2.25,3.3,2.88,2.1,1,0,0,1
I1,2008/9,14/09/2008,Bologna,Atalanta,A,40.3,64.2,2,2,2.2,3.0,3.6,1.0,1.0,1.0,2.25,2.88,3.2,2.27,2.85,3.3,2.25,2.9,3.3,2.2,2.8,3.3,2.2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.9,3.3,2.25,3.0,3.5,1.0,1.0,1.0,2.2,2.9,3.2,2.2,2.8,3.2,0,0,1,1
I1,2008/9,14/09/2008,Genoa,Milan,H,91.7,319.4,2,2,4.5,3.1,1.91,1.0,1.0,1.0,4.5,3.1,1.8,4.75,3.3,1.7,4.0,3.2,1.9,4.0,3.2,1.8,3.75,3.0,1.91,1.0,1.0,1.0,1.0,1.0,1.0,4.33,3.2,1.8,4.5,3.2,1.9,1.0,1.0,1.0,3.75,3.25,1.85,4.2,3.0,1.8,1,0,0,1
I1,2008/9,14/09/2008,Juventus,Udinese,H,256.85,124.65,2,2,1.53,3.75,7.0,1.0,1.0,1.0,1.5,3.6,6.5,1.45,3.65,8.0,1.5,3.6,7.0,1.5,3.5,6.3,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,3.75,7.0,1.53,3.6,7.5,1.0,1.0,1.0,1.45,3.6,7.0,1.44,3.6,6.5,0,0,0,0
I1,2008/9,14/09/2008,Lazio,Sampdoria,H,109.65,94.3,2,2,2.2,3.0,3.6,1.0,1.0,1.0,2.1,2.88,3.6,2.3,2.8,3.25,2.25,2.9,3.4,2.1,2.9,3.4,2.2,2.8,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.9,3.3,2.2,3.0,3.6,1.0,1.0,1.0,2.1,2.9,3.4,2.2,2.88,3.1,0,0,0,0
I1,2008/9,14/09/2008,Lecce,Chievo,H,45.78,38.25,2,2,2.38,3.0,3.2,1.0,1.0,1.0,2.25,2.8,3.3,2.25,2.75,3.4,2.4,2.9,3.1,2.3,2.9,3.0,2.25,2.88,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,3.1,2.5,2.88,3.2,1.0,1.0,1.0,2.25,2.9,3.1,2.3,2.9,2.9,0,0,0,0
I1,2008/9,14/09/2008,Napoli,Fiorentina,H,101.5,197.1,2,2,2.6,3.0,2.88,1.0,1.0,1.0,2.62,2.88,2.7,2.35,2.9,3.0,2.7,2.8,2.8,2.4,2.9,2.9,2.4,2.88,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.9,2.8,2.5,2.88,3.0,1.0,1.0,1.0,2.4,2.9,2.9,2.5,2.9,2.62,0,0,0,0
I1,2008/9,14/09/2008,Reggina,Torino,D,35.85,64.9,2,2,2.5,3.0,3.0,1.0,1.0,1.0,2.5,2.8,2.88,2.5,2.85,2.9,2.5,2.9,3.0,2.4,2.9,2.9,2.25,2.88,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.9,2.8,2.6,3.0,2.88,1.0,1.0,1.0,2.25,2.9,3.1,2.38,2.88,2.8,0,0,0,0
I1,2008/9,14/09/2008,Siena,Cagliari,H,45.3,45.68,2,2,1.91,3.1,4.5,1.0,1.0,1.0,2.0,2.8,4.0,1.95,2.9,4.2,1.95,3.1,4.0,2.0,2.9,3.7,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.0,4.33,1.95,3.1,4.25,1.0,1.0,1.0,1.9,3.0,4.0,1.91,3.0,3.75,0,0,0,0
I1,2008/9,20/09/2008,Catania,Atalanta,H,49.9,64.2,3,3,2.35,2.9,3.4,1.0,1.0,1.0,2.25,2.88,3.1,2.4,2.85,3.0,2.3,2.85,3.4,2.3,2.9,3.0,2.25,3.0,2.88,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.9,3.1,2.3,2.88,3.5,1.0,1.0,1.0,2.25,2.9,3.2,2.25,2.88,3.0,0,0,0,0
I1,2008/9,20/09/2008,Roma,Reggina,H,266.8,35.85,3,3,1.33,4.75,10.0,1.0,1.0,1.0,1.29,4.5,9.0,1.3,4.35,10.0,1.35,4.25,9.0,1.25,4.6,10.5,1.36,3.6,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,4.5,8.0,1.33,4.75,10.0,1.0,1.0,1.0,1.3,4.5,8.5,1.3,4.0,9.5,0,0,0,0
I1,2008/9,21/09/2008,Cagliari,Juventus,A,45.68,256.85,3,3,6.25,3.5,1.62,1.0,1.0,1.0,5.0,3.4,1.62,5.5,3.45,1.6,5.75,3.5,1.6,4.7,3.4,1.65,5.5,3.2,1.62,1.0,1.0,1.0,1.0,1.0,1.0,5.5,3.4,1.6,5.75,3.5,1.67,1.0,1.0,1.0,5.0,3.3,1.6,5.5,3.3,1.57,0,0,0,0
I1,2008/9,21/09/2008,Fiorentina,Bologna,H,197.1,40.3,3,3,1.53,3.6,7.5,1.0,1.0,1.0,1.44,3.6,7.0,1.43,3.75,7.25,1.5,3.7,6.5,1.5,3.5,6.3,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,3.75,7.0,1.57,3.5,7.0,1.0,1.0,1.0,1.5,3.5,6.0,1.44,3.5,7.0,0,0,0,0
I1,2008/9,21/09/2008,Lecce,Siena,D,45.78,45.3,3,3,2.25,2.88,3.6,1.0,1.0,1.0,2.2,2.88,3.25,2.25,2.9,3.2,2.25,2.75,3.6,2.2,2.9,3.2,2.2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.9,3.2,2.3,2.88,3.6,1.0,1.0,1.0,2.1,3.0,3.25,2.1,2.88,3.3,0,0,0,0
I1,2008/9,21/09/2008,Milan,Lazio,H,319.4,109.65,3,3,1.73,3.3,5.5,1.0,1.0,1.0,1.62,3.4,5.0,1.6,3.4,5.5,1.75,3.3,5.0,1.6,3.5,5.0,1.73,3.2,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.4,5.5,1.73,3.3,5.5,1.0,1.0,1.0,1.7,3.2,5.0,1.67,3.2,4.8,0,0,0,0
I1,2008/9,21/09/2008,Palermo,Genoa,H,106.35,91.7,3,3,2.1,3.1,3.8,1.0,1.0,1.0,2.0,3.0,3.6,1.87,3.1,4.25,2.05,3.0,3.8,2.0,3.0,3.6,1.91,3.0,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.75,2.0,3.1,4.2,1.0,1.0,1.0,1.9,3.1,3.75,1.95,3.0,3.6,0,0,0,0
I1,2008/9,21/09/2008,Sampdoria,Chievo,D,94.3,38.25,3,3,1.62,3.5,6.25,1.0,1.0,1.0,1.53,3.4,6.0,1.55,3.35,6.0,1.6,3.5,5.75,1.55,3.5,5.5,1.57,3.25,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.5,6.0,1.55,3.6,7.0,1.0,1.0,1.0,1.6,3.25,5.5,1.53,3.3,6.0,0,0,0,0
I1,2008/9,21/09/2008,Torino,Inter,A,64.9,327.9,3,3,5.75,3.4,1.67,1.0,1.0,1.0,4.75,3.3,1.67,5.5,3.4,1.6,5.25,3.3,1.7,4.7,3.4,1.65,5.5,2.88,1.67,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.4,1.65,5.5,3.3,1.73,1.0,1.0,1.0,4.7,3.2,1.7,5.0,3.3,1.62,0,0,0,0
I1,2008/9,21/09/2008,Udinese,Napoli,D,124.65,101.5,3,3,2.1,3.1,3.75,1.0,1.0,1.0,2.0,3.0,3.6,2.0,2.9,3.9,2.15,3.0,3.5,2.0,3.0,3.6,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.4,2.15,3.0,3.75,1.0,1.0,1.0,2.1,2.9,3.5,2.1,2.88,3.3,0,0,0,0
I1,2008/9,24/09/2008,Atalanta,Cagliari,H,64.2,45.68,4,4,1.73,3.3,5.5,1.0,1.0,1.0,1.73,3.2,4.5,1.62,3.3,5.5,1.7,3.3,5.0,1.7,3.3,4.5,1.7,3.2,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.4,5.5,1.73,3.2,5.5,1.0,1.0,1.0,1.65,3.3,5.0,1.67,3.1,5.0,0,0,0,0
I1,2008/9,24/09/2008,Bologna,Udinese,A,40.3,124.65,4,4,2.65,2.9,2.9,1.0,1.0,1.0,2.5,3.0,2.62,2.5,3.1,2.65,2.55,2.95,2.8,2.5,2.9,2.8,2.25,3.0,2.88,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.0,2.85,2.75,3.0,2.75,1.0,1.0,1.0,2.4,3.0,2.7,2.5,2.8,2.75,0,0,0,0
I1,2008/9,24/09/2008,Chievo,Torino,D,38.25,64.9,4,4,2.25,2.9,3.6,1.0,1.0,1.0,2.3,3.0,2.88,2.3,3.0,3.0,2.3,2.9,3.2,2.3,2.9,3.0,2.2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.0,3.0,2.38,2.88,3.4,1.0,1.0,1.0,2.1,3.0,3.25,2.15,2.8,3.3,0,0,0,0
I1,2008/9,24/09/2008,Genoa,Roma,H,91.7,266.8,4,4,4.2,3.0,2.05,1.0,1.0,1.0,3.2,3.1,2.1,3.6,3.1,2.0,3.4,3.1,2.15,3.2,3.1,2.1,3.2,3.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.1,2.0,3.6,3.0,2.2,1.0,1.0,1.0,3.25,3.1,2.1,3.5,2.88,2.05,1,0,0,1
I1,2008/9,24/09/2008,Inter,Lecce,H,327.9,45.78,4,4,1.17,6.5,19.0,1.0,1.0,1.0,1.17,6.0,12.0,1.15,6.0,15.0,1.18,5.75,15.0,1.2,5.0,12.0,1.14,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,5.5,13.0,1.15,7.0,19.0,1.0,1.0,1.0,1.14,6.0,15.0,1.14,5.5,15.0,0,0,0,0
I1,2008/9,24/09/2008,Juventus,Catania,D,256.85,49.9,4,4,1.25,5.25,13.0,1.0,1.0,1.0,1.25,5.0,9.0,1.25,5.0,10.0,1.25,5.0,11.0,1.25,4.6,10.5,1.25,4.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,10.0,1.29,5.0,11.0,1.0,1.0,1.0,1.29,4.5,10.0,1.29,4.0,10.0,0,0,0,0
I1,2008/9,24/09/2008,Lazio,Fiorentina,H,109.65,197.1,4,4,2.4,3.0,3.2,1.0,1.0,1.0,2.4,3.0,2.8,2.37,3.05,2.85,2.4,2.95,2.95,2.4,2.9,2.9,2.38,2.88,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.0,2.8,2.38,3.0,3.2,1.0,1.0,1.0,2.25,3.0,3.1,2.38,2.8,2.88,0,0,0,0
I1,2008/9,24/09/2008,Napoli,Palermo,H,101.5,106.35,4,4,2.05,3.1,4.0,1.0,1.0,1.0,1.91,3.0,4.0,1.8,3.2,4.3,2.0,3.0,4.0,2.1,2.9,3.4,1.83,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.1,4.0,2.0,3.1,4.2,1.0,1.0,1.0,1.9,3.0,4.0,1.95,2.88,3.8,0,0,0,0
I1,2008/9,24/09/2008,Reggina,Milan,A,35.85,319.4,4,4,6.5,3.6,1.57,1.0,1.0,1.0,6.0,3.6,1.5,6.45,3.55,1.5,6.5,3.5,1.53,6.0,3.6,1.5,5.5,3.25,1.57,1.0,1.0,1.0,1.0,1.0,1.0,6.6,3.5,1.5,7.5,3.6,1.53,1.0,1.0,1.0,5.5,3.5,1.55,6.5,3.3,1.5,0,0,0,0
I1,2008/9,24/09/2008,Siena,Sampdoria,D,45.3,94.3,4,4,2.75,2.9,2.8,1.0,1.0,1.0,2.6,2.88,2.62,2.6,3.15,2.5,2.6,2.95,2.75,2.5,2.8,2.9,2.6,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.6,2.9,2.7,2.75,3.0,2.75,1.0,1.0,1.0,2.6,3.0,2.6,2.6,2.8,2.6,0,1,0,1
I1,2008/9,27/09/2008,Fiorentina,Genoa,H,197.1,91.7,5,5,1.75,3.3,5.25,1.0,1.0,1.0,1.57,3.4,5.5,1.65,3.35,5.0,1.73,3.25,5.0,1.7,3.3,4.5,1.73,3.3,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.2,4.6,1.8,3.3,5.0,1.0,1.0,1.0,1.7,3.25,4.5,1.62,3.3,5.0,0,0,0,0
I1,2008/9,27/09/2008,Sampdoria,Juventus,D,94.3,256.85,5,5,3.4,3.0,2.3,1.0,1.0,1.0,3.1,3.0,2.2,3.1,3.2,2.15,3.2,3.0,2.25,3.3,3.0,2.1,3.25,3.0,2.38,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.0,2.2,3.25,3.0,2.38,1.0,1.0,1.0,3.25,3.0,2.1,3.1,2.88,2.2,0,0,0,0
I1,2008/9,28/09/2008,Bologna,Napoli,A,40.3,101.5,5,5,2.7,3.0,2.75,1.0,1.0,1.0,2.5,3.0,2.62,2.3,3.0,3.0,2.45,3.0,2.9,2.4,2.9,2.9,2.6,3.0,2.9,1.0,1.0,1.0,1.0,1.0,1.0,2.6,2.9,2.7,2.63,2.88,3.0,1.0,1.0,1.0,2.6,2.9,2.6,2.38,2.88,2.8,0,0,0,0
I1,2008/9,28/09/2008,Catania,Chievo,H,49.9,38.25,5,5,2.05,3.0,4.2,1.0,1.0,1.0,2.0,3.0,3.6,1.9,3.0,4.2,2.0,3.0,4.0,2.0,2.9,3.7,2.0,3.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.0,4.2,2.0,3.0,4.33,1.0,1.0,1.0,1.9,3.1,3.75,1.95,3.0,3.6,0,0,0,0
I1,2008/9,28/09/2008,Lecce,Cagliari,H,45.78,45.68,5,5,2.0,3.0,4.33,1.0,1.0,1.0,2.1,2.88,3.5,2.1,3.0,3.45,2.05,3.0,3.75,2.0,2.9,3.7,2.1,3.1,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.0,4.2,2.1,3.0,4.0,1.0,1.0,1.0,1.9,3.1,3.75,2.0,3.0,3.4,0,0,0,0
I1,2008/9,28/09/2008,Milan,Inter,H,319.4,327.9,5,5,2.88,2.88,2.75,1.0,1.0,1.0,2.7,2.88,2.62,2.8,2.9,2.5,2.7,3.0,2.6,2.6,2.9,2.7,2.88,3.0,2.62,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.0,2.5,2.88,2.88,2.7,1.0,1.0,1.0,2.7,2.9,2.6,2.62,2.9,2.5,0,0,0,0
I1,2008/9,28/09/2008,Palermo,Reggina,H,106.35,35.85,5,5,1.62,3.4,6.5,1.0,1.0,1.0,1.57,3.25,6.0,1.55,3.4,6.25,1.62,3.35,5.75,1.55,3.5,5.5,1.62,3.6,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.4,5.5,1.57,3.5,7.0,1.0,1.0,1.0,1.55,3.4,5.5,1.57,3.3,5.5,0,0,0,0
