Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA,BFH,BFD,BFA
SC0,24/10/04,Hearts,Hibernian,H,2.1,3.2,3.2,2.1,3.15,3.15,2.15,3.1,3.1,2.2,3.0,2.9,2.25,3.2,2.75,2.1,3.25,3.0,2.0,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,24/10/04,Livingston,Celtic,A,10.0,5.5,1.25,10.0,6.0,1.18,12.0,5.0,1.2,10.0,5.0,1.2,11.0,5.0,1.2,9.0,5.5,1.22,12.0,5.5,1.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,24/10/04,Rangers,Dundee United,D,1.14,6.5,13.0,1.18,6.0,10.0,1.15,6.0,13.0,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.11,6.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,27/10/04,Celtic,Aberdeen,A,1.14,6.5,13.0,1.18,6.0,10.0,1.15,6.0,13.0,1.15,6.0,12.0,1.17,5.5,12.0,1.14,6.0,13.0,1.14,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,27/10/04,Dundee United,Hearts,D,2.6,3.2,2.4,2.5,3.2,2.5,2.65,3.2,2.38,2.9,3.0,2.2,2.6,3.2,2.38,2.6,3.2,2.4,2.75,3.2,2.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,27/10/04,Dunfermline,Rangers,A,7.5,4.0,1.36,9.0,5.0,1.25,8.0,4.0,1.36,6.0,3.9,1.4,8.0,4.5,1.29,8.0,4.2,1.33,8.0,4.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,27/10/04,Hibernian,Livingston,H,1.72,3.5,4.0,1.7,3.3,4.5,1.75,3.3,4.25,1.75,3.2,4.0,1.73,3.2,4.33,1.73,3.25,4.33,1.72,3.25,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,27/10/04,Inverness C,Dundee,H,2.4,3.2,2.6,2.8,3.2,2.25,2.65,3.2,2.38,2.7,2.9,2.4,2.75,3.2,2.25,2.6,3.2,2.4,2.62,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,27/10/04,Motherwell,Kilmarnock,A,2.0,3.25,3.25,2.05,3.2,3.2,2.0,3.25,3.3,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.25,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SC0,30/10/04,Dundee United,Dunfermline,A,2.1,3.4,3.0,2.15,3.2,3.0,2.15,3.3,2.9,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
