Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
F1,2004/5,21/08/2004,Sochaux,Auxerre,A,49.65,47.85,3,3,1.0,2.0,2.0,3.25,3.25,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.0,3.2,2.1,3.0,3.3,2.1,2.9,3.2,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.1,3.2,0,0,1,1,12,6,4,4,4,6,6,6,3,3,3,5,5,5,0,0,1.5429,0.5437,3.7159,0.3524,0.1796,0.0803,2.0321,1.0354,3.6115,0.5095,0.2617,0.0898,2.1,1.1018,3.5988,0.5247,0.267,0.091,H
F1,2004/5,21/08/2004,St Etienne,Strasbourg,D,37.5,35.1,3,3,1.0,1.0,2.0,3.25,3.25,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.3,2.0,3.0,3.6,2.1,2.9,3.2,2.0,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.1,3.6,0,0,0,0,18,17,1,1,1,1,1,1,1,1,1,3,3,3,0,0,1.5143,0.5167,3.7219,0.3412,0.1759,0.0797,2.0179,1.0204,3.6145,0.5057,0.2585,0.0896,2.1857,1.1908,3.582,0.5448,0.2808,0.0924,H
F1,2004/5,21/08/2004,Toulouse,Paris SG,H,37.1,81.75,3,3,2.0,1.0,2.75,3.25,2.25,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.0,2.2,2.9,3.0,2.3,2.9,2.8,2.3,2.75,3.2,2.25,1.0,1.0,1.0,1.0,1.0,1.0,2.88,3.0,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.1,2.25,0,0,0,0,2,14,7,7,7,1,1,1,6,6,6,4,4,4,0,0,1.9343,0.9377,3.631,0.4848,0.2492,0.0881,2.025,1.0297,3.6126,0.5085,0.2624,0.0897,1.6321,0.6326,3.6961,0.3876,0.1965,0.0821,A
F1,2004/5,22/08/2004,Metz,Lyon,D,35.7,133.9,3,3,1.0,1.0,3.0,3.1,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.05,2.0,3.1,3.0,2.2,3.2,2.9,2.1,3.2,3.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.0,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.2,0,0,0,0,5,10,7,7,7,5,5,5,4,4,4,3,3,3,0,0,2.0786,1.0844,3.6019,0.5217,0.2693,0.0906,2.0179,1.0197,3.6147,0.5054,0.258,0.0896,1.5643,0.5677,3.7105,0.3629,0.1875,0.0807,A
F1,2004/5,27/08/2004,Nice,Bastia,D,34.45,31.85,4,4,1.0,1.0,1.83,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.05,3.5,1.9,3.1,3.8,1.9,3.1,3.5,2.0,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.1,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.1,3.6,0,0,0,0,19,5,2,2,2,5,8,8,3,3,3,3,5,5,0,0,1.46,0.4617,3.7341,0.3162,0.1626,0.0785,2.05,1.0512,3.6085,0.5128,0.2603,0.0902,2.3071,1.3111,3.5606,0.5683,0.2919,0.0943,H
F1,2004/5,28/08/2004,Ajaccio,Stade Rennais FC,D,24.55,61.3,4,4,1.0,1.0,2.37,3.0,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.0,3.0,2.5,3.0,2.65,2.4,2.9,2.7,2.38,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.0,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,3.0,2.7,0,1,0,1,20,10,1,1,1,4,7,7,2,2,2,3,5,5,0,0,1.6893,0.6909,3.6833,0.409,0.209,0.0833,2.0071,1.0089,3.6168,0.5026,0.2555,0.0894,1.8679,0.8719,3.6445,0.4668,0.2402,0.0868,H
F1,2004/5,28/08/2004,Auxerre,Caen,H,47.85,22.7,4,4,1.0,0.0,1.57,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.5,5.0,1.61,3.3,5.35,1.65,3.3,4.4,1.5,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.3,5.5,0,0,0,0,2,11,9,9,9,4,5,5,6,6,6,3,4,4,0,0,1.2907,0.2923,3.7701,0.2265,0.117,0.0751,2.1857,1.1867,3.583,0.543,0.2754,0.0924,3.1607,2.1855,3.4326,0.6915,0.361,0.1046,H
F1,2004/5,28/08/2004,Bordeaux,Sochaux,H,52.6,49.65,4,4,2.0,0.0,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.1,4.0,2.1,3.1,3.2,1.9,3.1,3.5,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.2,3.75,0,0,0,0,7,12,7,7,7,1,4,4,7,7,7,2,3,3,0,0,1.4743,0.479,3.7302,0.3249,0.1699,0.0788,2.05,1.0514,3.6085,0.5129,0.2611,0.0902,2.275,1.286,3.5646,0.5653,0.2941,0.0938,H
F1,2004/5,28/08/2004,Lens,Monaco,D,52.5,103.8,4,4,1.0,1.0,2.5,3.0,2.62,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.0,2.75,2.5,3.0,2.65,2.3,2.9,2.8,2.38,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,2.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.37,3.0,2.7,0,1,0,1,3,9,7,8,8,4,7,7,6,6,6,3,4,4,0,0,1.7107,0.7126,3.6785,0.4166,0.2136,0.0837,2.0071,1.0089,3.6168,0.5026,0.2555,0.0894,1.8386,0.84,3.6512,0.4569,0.2333,0.0863,H
F1,2004/5,28/08/2004,Lyon,Lille,H,133.9,56.25,4,4,1.0,0.0,1.53,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.5,5.5,1.53,3.4,6.1,1.55,3.5,4.8,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.4,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0,0,6,13,5,8,8,1,4,4,3,4,4,0,2,2,0,0,1.2593,0.2605,3.7763,0.2069,0.1064,0.0745,2.2286,1.2297,3.5752,0.5518,0.2798,0.0931,3.4214,2.4475,3.4027,0.7153,0.3727,0.107,H
