Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
B1,2004/5,14/08/2004,Anderlecht,St Truiden,H,63.6,12.1,2,2,2.0,1.0,1.22,5.5,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.5,8.25,1.25,5.0,9.0,1.33,4.0,7.5,1.25,4.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.0,9.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,4.5,10.0,0,0,0,0,8,15,3,3,3,1,1,1,2,2,2,1,1,1,0,0,1.13,0.1327,3.7974,0.1175,0.0619,0.0724,2.8571,1.8844,3.4709,0.6595,0.3464,0.1014,4.9821,4.0294,3.2713,0.8088,0.4242,0.1169,H
B1,2004/5,14/08/2004,Genk,Mouscron,D,30.45,15.6,2,2,0.0,0.0,1.8,3.25,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.35,3.65,1.7,3.3,4.5,1.75,3.2,4.0,1.67,3.25,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.25,3.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.2,4.33,0,0,0,0,7,4,4,4,4,4,4,4,1,1,1,2,2,2,0,0,1.3779,0.3802,3.7519,0.2759,0.1432,0.0768,2.1286,1.1291,3.5937,0.5305,0.2682,0.0915,2.5557,1.5713,3.5171,0.6148,0.3214,0.0978,H
B1,2004/5,14/08/2004,Lokeren,FC Brussels,H,18.73,10.22,2,2,1.0,0.0,1.72,3.25,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.45,4.3,1.7,3.3,4.5,1.7,3.2,4.2,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.4,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.3,4.33,0,0,0,0,6,17,4,4,4,0,0,0,3,3,3,0,0,0,0,0,1.3364,0.3384,3.7607,0.2532,0.1305,0.076,2.1714,1.1736,3.5853,0.5405,0.2763,0.0922,2.7436,1.7538,3.4903,0.6392,0.3307,0.1002,H
B1,2004/5,14/08/2004,Louvieroise,Cercle Brugge,H,17.8,10.98,2,2,2.0,1.0,1.66,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.4,4.05,1.75,3.3,4.25,1.8,3.1,3.8,1.73,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.25,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.4,4.0,0,0,0,0,2,12,6,6,6,1,1,1,7,7,7,3,3,3,0,0,1.3686,0.3696,3.7542,0.2701,0.1384,0.0766,2.1464,1.149,3.5899,0.5353,0.2739,0.0918,2.5543,1.5598,3.5195,0.6107,0.3142,0.0978,H
B1,2004/5,14/08/2004,Westerlo,Lierse,H,13.4,14.83,2,2,2.0,1.0,1.83,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.3,3.5,1.91,3.25,3.55,2.0,3.1,3.2,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.3,3.0,0,0,0,0,5,13,4,4,4,1,1,1,5,5,5,2,2,2,0,0,1.465,0.4674,3.7328,0.319,0.1647,0.0786,2.1143,1.1152,3.5963,0.5275,0.2676,0.0913,2.2143,1.2251,3.5754,0.5533,0.2878,0.0928,H
B1,2004/5,15/08/2004,Bergen,Beveren,D,15.63,14.3,2,2,2.0,2.0,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,3.25,2.1,3.25,3.05,1.85,3.2,3.5,2.0,3.2,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.1,2.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.0,0,1,0,1,11,10,2,2,2,2,2,2,2,2,2,3,3,3,0,0,1.5321,0.5384,3.717,0.3514,0.184,0.08,2.1036,1.1041,3.5984,0.5249,0.2652,0.0911,2.045,1.0577,3.6068,0.5172,0.2714,0.09,H
B1,2004/5,15/08/2004,Club Brugge,Gent,H,53.03,26.68,2,2,5.0,0.0,1.33,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.0,6.75,1.33,4.5,7.25,1.4,3.9,6.0,1.4,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,4.33,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,4.0,8.0,0,0,0,0,3,18,4,4,4,0,0,0,6,6,6,0,0,0,0,0,1.18,0.1817,3.7902,0.1539,0.0799,0.0731,2.5579,1.5681,3.518,0.613,0.3182,0.0978,4.0714,3.1059,3.3394,0.7629,0.3991,0.1119,H
B1,2004/5,15/08/2004,Germinal,Oostende,H,15.67,8.6,2,2,4.0,0.0,1.61,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.45,4.3,1.62,3.4,5.0,1.65,3.3,4.4,1.62,3.25,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61,3.3,5.0,0,0,0,0,1,16,6,6,6,1,1,1,5,5,5,3,3,3,0,0,1.32,0.3208,3.7644,0.243,0.1245,0.0756,2.1857,1.1872,3.5829,0.5432,0.2766,0.0924,2.8236,1.8368,3.4784,0.6505,0.3375,0.1011,H
B1,2004/5,21/08/2004,Beveren,Anderlecht,A,14.3,63.6,3,3,0.0,1.0,4.5,3.5,1.61,1.0,1.0,1.0,1.0,1.0,1.0,4.3,3.45,1.7,4.6,3.4,1.67,4.2,3.2,1.7,4.5,3.25,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.4,1.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.3,1.66,0,0,0,0,14,7,2,2,2,6,6,6,3,3,3,3,3,3,0,0,2.7393,1.7434,3.4921,0.6364,0.3259,0.1002,2.1786,1.1808,3.584,0.542,0.277,0.0923,1.3307,0.3315,3.7622,0.2491,0.1276,0.0758,A
B1,2004/5,21/08/2004,Charleroi,Westerlo,A,12.15,13.4,3,3,0.0,1.0,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.2,2.55,2.5,3.15,2.55,2.4,3.0,2.6,2.62,3.4,2.25,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.1,2.6,0,0,0,0,11,4,3,3,3,7,7,7,4,4,4,6,6,6,0,0,1.7407,0.7424,3.6721,0.4265,0.2181,0.0844,2.075,1.0782,3.6033,0.5196,0.2662,0.0906,1.7536,0.7577,3.6687,0.4321,0.2224,0.0846,H
B1,2004/5,21/08/2004,Gent,Bergen,H,26.68,15.63,3,3,2.0,1.0,1.72,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,3.8,1.8,3.25,4.0,1.8,3.1,3.8,1.67,3.25,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.25,3.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.1,4.0,0,0,0,0,12,13,3,3,3,2,2,2,2,2,2,3,3,3,0,0,1.385,0.3866,3.7505,0.2791,0.143,0.0769,2.125,1.1279,3.5938,0.5308,0.2719,0.0914,2.4929,1.5016,3.5286,0.6024,0.3105,0.097,H
B1,2004/5,21/08/2004,Lierse,Germinal,H,14.83,15.67,3,3,2.0,0.0,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.25,3.15,2.2,3.2,2.9,2.2,2.9,3.0,2.1,3.4,2.88,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.1,3.1,0,0,0,0,9,6,4,4,4,6,6,6,4,4,4,5,5,5,0,0,1.5679,0.5693,3.7102,0.3631,0.186,0.0808,2.0929,1.0975,3.5995,0.5244,0.2701,0.0909,1.9843,0.9884,3.6208,0.4981,0.257,0.089,H
B1,2004/5,21/08/2004,Mouscron,St Truiden,H,15.6,12.1,3,3,4.0,0.0,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.5,4.55,1.62,3.4,5.0,1.75,3.2,4.0,1.62,3.25,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.4,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.5,4.0,0,0,0,0,2,18,7,7,7,1,1,1,6,6,6,1,1,1,0,0,1.3236,0.3259,3.7633,0.2463,0.1279,0.0757,2.1964,1.1992,3.5806,0.546,0.2793,0.0926,2.8071,1.8312,3.4783,0.6523,0.3417,0.1008,H
B1,2004/5,21/08/2004,Oostende,Club Brugge,A,8.6,53.03,3,3,1.0,2.0,5.5,3.6,1.5,1.0,1.0,1.0,1.0,1.0,1.0,6.25,3.8,1.45,5.5,3.5,1.55,5.4,3.8,1.45,5.5,3.6,1.5,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.75,1.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,3.6,1.5,0,0,0,0,17,1,1,1,1,7,7,7,4,4,4,8,8,8,0,0,3.3321,2.3418,3.4156,0.7028,0.3608,0.1064,2.3321,1.3344,3.5567,0.5722,0.2919,0.0947,1.2421,0.2435,3.7795,0.196,0.1014,0.0741,A
B1,2004/5,22/08/2004,Cercle Brugge,Standard,A,10.98,43.55,3,3,1.0,3.0,3.2,3.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.25,3.25,2.0,3.3,3.25,2.0,3.2,3.1,2.0,3.5,3.4,1.83,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.2,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.3,1.83,0,0,0,0,16,8,1,1,1,4,4,4,4,4,4,5,5,5,0,0,2.1821,1.1871,3.5827,0.544,0.2805,0.0924,2.1214,1.1231,3.5948,0.5294,0.2698,0.0914,1.4693,0.4723,3.7317,0.3214,0.1662,0.0787,A
B1,2004/5,22/08/2004,FC Brussels,Louvieroise,D,10.22,17.8,3,3,1.0,1.0,2.37,3.1,2.62,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.2,2.55,2.4,3.15,2.65,2.2,3.0,2.9,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.3,2.62,0,1,0,1,15,3,1,1,1,7,7,7,1,1,1,8,8,8,0,0,1.6621,0.6657,3.6888,0.4005,0.2072,0.0827,2.0821,1.0839,3.6022,0.5206,0.2655,0.0907,1.8314,0.8365,3.6519,0.4567,0.2366,0.0861,H
B1,2004/5,22/08/2004,Genk,Lokeren,H,30.45,18.73,3,3,2.0,1.0,1.61,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.55,4.9,1.65,3.5,4.55,1.7,3.2,4.2,1.67,3.25,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66,3.3,4.5,0,0,0,0,5,10,7,7,7,4,4,4,3,3,3,4,4,4,0,0,1.3257,0.3265,3.7632,0.2463,0.1262,0.0757,2.1929,1.1963,3.5811,0.5455,0.2801,0.0925,2.7486,1.7543,3.4904,0.6383,0.3275,0.1003,H
B1,2004/5,27/08/2004,Louvieroise,Genk,H,17.8,30.45,4,4,2.0,0.0,2.62,3.1,2.37,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.2,2.55,2.6,3.1,2.45,2.6,3.0,2.4,2.6,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.62,3.1,2.37,0,0,0,0,2,6,7,10,10,4,7,7,5,10,10,2,3,3,0,0,1.785,0.7862,3.6627,0.4405,0.2242,0.0852,2.0571,1.0581,3.6072,0.5144,0.2609,0.0903,1.7421,0.7474,3.6709,0.429,0.2224,0.0844,A
B1,2004/5,28/08/2004,Anderlecht,Gent,H,63.6,26.68,4,4,2.0,0.0,1.25,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,9.0,1.25,5.0,9.0,1.25,4.5,9.0,1.3,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,4.75,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,8.0,0,0,0,0,3,16,9,9,9,3,3,3,5,5,5,2,2,2,0,0,1.1286,0.1292,3.7979,0.1145,0.0583,0.0724,2.875,1.8916,3.4705,0.6579,0.3412,0.1017,4.8571,3.8703,3.2838,0.7968,0.4076,0.1164,H
B1,2004/5,28/08/2004,Bergen,Oostende,H,15.63,8.6,4,4,2.0,0.0,1.72,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.4,4.05,1.75,3.25,4.25,1.8,3.1,3.8,1.8,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.25,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.1,4.0,0,0,0,0,9,18,4,5,5,0,1,1,5,5,5,1,4,4,0,0,1.3821,0.3828,3.7513,0.277,0.1414,0.0769,2.125,1.1279,3.5938,0.5308,0.2719,0.0914,2.5036,1.5085,3.5276,0.6025,0.3099,0.0972,H
B1,2004/5,28/08/2004,Club Brugge,Lierse,H,53.03,14.83,4,4,1.0,0.0,1.25,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.5,8.25,1.25,5.0,9.0,1.25,4.5,9.0,1.3,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,4.75,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,8.0,0,0,0,0,1,13,9,10,10,3,4,4,8,9,9,3,4,4,0,0,1.1321,0.1331,3.7974,0.1176,0.0606,0.0724,2.8393,1.8555,3.4755,0.6535,0.3401,0.1013,4.8036,3.8175,3.2873,0.7947,0.4081,0.1162,H
B1,2004/5,28/08/2004,Lokeren,Mouscron,D,18.73,15.6,4,4,1.0,1.0,2.3,3.2,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.2,2.5,2.4,3.1,2.65,2.2,3.0,2.9,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,2.8,0,1,0,1,10,4,4,5,5,5,8,8,3,5,5,5,7,7,0,0,1.6393,0.6454,3.6932,0.3937,0.2056,0.0823,2.0786,1.0798,3.603,0.5195,0.2634,0.0907,1.8786,0.8851,3.6416,0.4712,0.2452,0.087,H
B1,2004/5,28/08/2004,Standard,FC Brussels,A,43.55,10.22,4,4,1.0,3.0,1.33,4.33,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.5,8.25,1.33,4.25,8.0,1.35,4.0,7.0,1.4,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,4.33,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.33,8.0,0,0,1,1,14,12,3,4,4,4,4,4,5,6,6,4,4,4,0,0,1.1671,0.1686,3.7923,0.1445,0.0751,0.0729,2.6064,1.615,3.5108,0.6196,0.3199,0.0985,4.2321,3.2548,3.328,0.7691,0.3981,0.113,H
B1,2004/5,28/08/2004,Westerlo,Cercle Brugge,A,13.4,10.98,4,4,1.0,2.0,1.53,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.25,5.0,1.6,3.45,5.0,1.6,3.4,4.6,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,3.3,5.5,0,0,1,1,5,15,6,7,7,3,4,4,4,7,7,4,6,6,0,0,1.2921,0.2932,3.77,0.2269,0.1166,0.0751,2.2071,1.209,3.5788,0.5478,0.2792,0.0928,3.0429,2.0535,3.4499,0.6748,0.3481,0.1035,H
B1,2004/5,29/08/2004,Germinal,Charleroi,A,15.67,12.15,4,4,0.0,1.0,1.66,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.45,4.3,1.67,3.4,4.5,1.65,3.3,4.4,1.62,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.4,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66,3.3,4.5,0,0,1,1,7,8,3,6,6,6,6,6,4,5,5,3,5,5,0,0,1.3307,0.3311,3.7622,0.2488,0.1265,0.0758,2.1964,1.1974,3.581,0.5452,0.2765,0.0926,2.7043,1.7053,3.4978,0.6306,0.3193,0.0998,H
B1,2004/5,29/08/2004,St Truiden,Beveren,A,12.1,14.3,4,4,0.0,1.0,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,3.3,2.1,3.15,3.15,1.9,3.1,3.5,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,2.8,0,0,0,0,17,11,0,1,1,4,5,5,1,1,1,3,4,4,0,0,1.5357,0.5393,3.7168,0.3512,0.1817,0.0801,2.0929,1.0933,3.6005,0.5224,0.2638,0.0909,2.0536,1.0644,3.6056,0.5183,0.2707,0.0901,H
