Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
G1,2004/5,03/10/2004,Ergotelis,Aris,D,8.58,12.16,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.15,3.9,1.9,3.15,3.5,2.0,2.9,3.4,2.2,2.9,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,16,14,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1.3714,0.5049,3.7149,0.3681,0.1808,0.0778,1.7286,0.9799,3.5888,0.5669,0.2754,0.0842,1.8429,1.1487,3.546,0.6233,0.3068,0.0857,No Consensus
G1,2004/5,03/10/2004,Kalamaria,Panathinaikos,A,6.94,56.5,3,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.25,1.22,9.5,4.25,1.27,8.5,4.0,1.3,10.0,4.33,1.25,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,12,1,3,3,3,9,9,9,1,1,1,7,7,7,0,0,4.0714,4.1527,3.0802,1.02,0.5,0.0998,2.2736,1.7322,3.4153,0.7619,0.3747,0.0905,1.0921,0.1246,3.7982,0.1141,0.0559,0.0722,No Consensus
G1,2004/5,03/10/2004,PAOK,Iraklis,H,19.95,17.25,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.0,3.4,2.05,3.0,3.25,2.0,3.0,3.3,2.0,2.9,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.1,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.4,0,0,0,0,8,7,6,6,6,6,6,6,2,2,2,2,2,2,0,0,1.4393,0.5079,3.7188,0.3529,0.1767,0.0787,1.8571,0.9905,3.603,0.5333,0.2665,0.0867,2.0179,1.1765,3.562,0.583,0.2922,0.0892,No Consensus
G1,2004/5,03/10/2004,Xanthi,Olympiakos,H,13.78,48.6,3,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.5,1.22,8.0,4.25,1.3,8.5,4.0,1.3,8.0,4.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.2,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,5,6,6,6,6,6,6,6,6,6,6,4,4,4,0,0,3.6786,3.6234,3.1338,0.985,0.4806,0.0986,2.2107,1.659,3.4302,0.7504,0.3671,0.0899,1.1057,0.1439,3.7955,0.1301,0.0638,0.0725,No Consensus
G1,2004/5,16/10/2004,OFI Crete,Panionios,H,9.95,14.0,4,4,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7,2.85,2.65,2.58,2.9,2.55,2.7,2.8,2.5,2.4,2.9,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,10,13,4,4,4,3,3,3,3,3,3,2,2,2,0,0,1.57,0.7675,3.6446,0.4889,0.2381,0.0816,1.675,0.9065,3.6078,0.5412,0.2618,0.0834,1.5643,0.7586,3.647,0.485,0.2355,0.0815,No Consensus
G1,2004/5,16/10/2004,Olympiakos,Ergotelis,H,48.6,8.58,4,4,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,8.0,21.0,1.08,7.0,19.0,1.05,9.0,18.0,1.05,8.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,7.5,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,4,16,6,9,9,1,1,1,4,6,6,1,1,1,0,0,1.0243,0.0337,3.8066,0.0329,0.0161,0.0715,3.4643,3.3299,3.1673,0.9612,0.4705,0.0978,7.3571,8.5658,2.8204,1.1643,0.568,0.105,No Consensus
G1,2004/5,16/10/2004,Panathinaikos,Egaleo,D,56.5,15.06,4,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.32,4.5,8.0,1.28,4.25,9.0,1.3,4.0,8.5,1.3,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,4.5,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,5,7,10,10,7,8,8,4,7,7,2,3,3,0,0,1.1064,0.143,3.7956,0.1293,0.0627,0.0725,2.1607,1.563,3.4511,0.7234,0.3524,0.0895,3.7143,3.6485,3.1323,0.9823,0.4766,0.0988,No Consensus
G1,2004/5,17/10/2004,Aris,Chalkidona,A,12.16,9.45,4,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7,2.85,2.65,2.58,2.9,2.55,2.55,2.9,2.55,2.4,2.9,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,15,3,1,1,1,6,9,9,2,3,3,6,7,7,0,0,1.5521,0.7431,3.6512,0.4788,0.2332,0.0813,1.6821,0.9157,3.6054,0.5443,0.2625,0.0835,1.575,0.7722,3.6434,0.4903,0.2373,0.0817,No Consensus
G1,2004/5,17/10/2004,Ionikos,Kerkyra,D,8.41,8.16,4,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.15,5.6,1.65,3.25,4.75,1.7,3.1,4.4,1.67,3.25,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,11,14,4,4,4,2,2,2,2,2,2,1,1,1,0,0,1.235,0.3157,3.762,0.2556,0.1238,0.0749,1.7964,1.0703,3.5658,0.5958,0.289,0.0852,2.3629,1.8491,3.3923,0.7826,0.3843,0.0913,No Consensus
G1,2004/5,17/10/2004,Iraklis,AEK,A,17.25,31.63,4,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.95,2.75,2.6,2.95,2.5,2.6,2.9,2.5,2.4,2.9,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.62,3.1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,8,2,3,6,6,9,10,10,2,3,3,6,7,7,0,0,1.5514,0.7415,3.6516,0.4779,0.232,0.0813,1.7,0.9402,3.5991,0.553,0.2674,0.0838,1.5679,0.7648,3.6454,0.4878,0.2374,0.0815,No Consensus
G1,2004/5,17/10/2004,Kalamaria,Xanthi,D,6.94,13.78,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,2.95,2.45,2.6,2.95,2.5,2.7,3.0,2.3,2.5,2.8,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,12,6,1,4,4,4,7,7,1,2,2,4,7,7,0,0,1.5786,0.7794,3.6415,0.4937,0.2408,0.0817,1.6929,0.9306,3.6015,0.5497,0.2658,0.0836,1.5393,0.7281,3.6552,0.473,0.2315,0.081,No Consensus
G1,2004/5,17/10/2004,Kallithea,PAOK,D,8.27,19.95,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.1,2.1,2.85,3.1,2.2,3.1,3.0,2.1,3.1,3.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.1,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,9,7,4,4,4,4,7,7,6,7,7,2,3,3,0,0,1.7536,1.015,3.5798,0.5788,0.2821,0.0845,1.7357,0.9875,3.5868,0.5689,0.2743,0.0843,1.4,0.5372,3.7064,0.3837,0.1851,0.0784,No Consensus
G1,2004/5,23/10/2004,OFI Crete,Iraklis,H,9.95,17.25,5,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.95,3.05,2.35,3.0,2.75,2.3,3.0,2.7,2.25,3.0,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.1,2.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.35,3.1,2.65,0,0,0,0,8,9,7,7,7,0,6,6,5,5,5,2,4,4,0,0,1.5664,0.6547,3.6828,0.4179,0.2094,0.0813,1.8679,1.0028,3.6002,0.5369,0.2684,0.0868,1.7607,0.8826,3.6278,0.5013,0.2537,0.085,No Consensus
G1,2004/5,24/10/2004,AEK,Kallithea,H,31.63,8.27,5,5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,10.0,1.23,4.65,10.0,1.25,4.3,9.5,1.2,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,13,9,13,13,1,4,4,8,11,11,4,8,8,0,0,1.0843,0.1137,3.7996,0.1048,0.0511,0.0721,2.3536,1.8237,3.3977,0.7749,0.3773,0.0913,4.0714,4.1355,3.0828,1.0157,0.4937,0.0998,No Consensus
