Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA,BFH,BFD,BFA
B1,09/02/08,Standard,Roeselare,D,1.28,5.0,8.5,1.25,4.7,10.0,1.25,5.0,9.0,1.25,4.5,9.0,1.22,5.0,10.0,1.25,5.0,10.0,1.25,4.5,10.0,1.29,5.0,10.0,1.22,5.0,11.0,1.25,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,10/02/08,Genk,Germinal,A,2.2,3.3,3.25,2.0,3.15,3.45,2.0,3.25,3.25,2.0,3.1,3.2,1.9,3.25,3.4,2.1,3.2,3.2,2.05,3.2,3.1,2.1,3.25,3.5,2.0,3.25,3.25,2.1,3.25,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,10/02/08,Waregem,Gent,H,3.0,3.3,2.3,2.65,3.15,2.4,2.75,3.2,2.3,2.4,3.2,2.4,2.5,3.2,2.5,2.65,3.15,2.45,2.6,3.15,2.35,2.75,3.25,2.5,2.75,3.25,2.3,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/02/08,Gent,Cercle Brugge,H,2.5,3.2,2.87,2.45,3.25,2.5,2.4,3.2,2.63,2.3,3.1,2.6,2.25,3.2,2.75,2.5,3.15,2.6,2.35,3.1,2.65,2.4,3.33,2.8,2.3,3.2,2.8,2.38,3.25,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/02/08,Bergen,Charleroi,D,2.25,3.3,3.0,2.3,3.25,2.7,2.4,3.2,2.63,2.2,3.1,2.8,2.37,3.2,2.6,2.3,3.2,2.8,2.15,3.2,2.9,2.2,3.25,3.25,2.25,3.25,2.75,2.3,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/02/08,Germinal,Waregem,D,1.53,3.75,6.0,1.55,3.45,5.5,1.6,3.5,5.0,1.6,3.4,4.6,1.57,3.5,5.0,1.6,3.6,5.0,1.55,3.5,5.25,1.62,3.6,5.5,1.6,3.4,5.0,1.57,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/02/08,Mechelen,Lokeren,D,2.45,3.2,2.75,2.4,3.15,2.65,2.4,3.2,2.63,2.3,3.1,2.6,2.25,3.2,2.75,2.35,3.2,2.75,2.35,3.1,2.65,2.25,3.2,3.2,2.35,3.2,2.7,2.3,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/02/08,Roeselare,FC Brussels,H,1.66,3.5,4.75,1.7,3.2,4.8,1.7,3.4,4.5,1.6,3.4,4.6,1.66,3.4,4.33,1.7,3.4,4.5,1.75,3.4,3.9,1.7,3.5,5.0,1.65,3.4,4.5,1.67,3.3,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/02/08,St Truiden,Dender,A,1.85,3.4,3.8,2.0,3.15,3.4,1.95,3.25,3.6,2.0,3.2,3.1,2.0,3.2,3.2,1.91,3.4,3.5,1.9,3.25,3.4,1.88,3.4,4.0,1.9,3.2,3.5,2.0,3.25,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/02/08,Westerlo,Genk,H,2.15,3.25,3.1,2.4,3.2,2.6,2.3,3.2,2.8,2.3,3.1,2.6,2.25,3.2,2.75,2.3,3.2,2.8,2.3,3.2,2.65,2.2,3.33,3.1,2.1,3.2,3.1,2.25,3.25,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,17/02/08,Anderlecht,Mouscron,H,1.3,4.75,8.5,1.35,4.0,8.25,1.35,4.25,8.0,1.3,4.2,8.0,1.3,4.33,8.0,1.3,4.5,9.0,1.3,4.3,8.0,1.36,4.5,8.5,1.3,4.35,8.5,1.3,4.5,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,17/02/08,Club Brugge,Standard,A,2.05,3.25,3.4,2.1,3.1,3.2,2.1,3.2,3.2,2.0,3.2,3.1,2.0,3.2,3.2,2.2,3.2,3.0,2.05,3.2,3.1,2.1,3.1,3.6,2.1,3.2,3.2,2.0,3.2,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/02/08,Genk,St Truiden,A,1.57,3.75,6.0,1.45,3.8,6.0,1.5,3.6,6.0,1.5,3.7,5.0,1.44,3.6,6.5,1.6,3.6,5.0,1.55,3.6,5.0,1.53,3.75,6.5,1.6,3.4,5.0,1.62,3.4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/02/08,Cercle Brugge,Roeselare,D,1.36,3.8,8.0,1.45,3.6,7.0,1.44,3.6,7.0,1.45,3.8,5.4,1.4,3.75,7.0,1.45,3.75,7.0,1.35,4.0,7.5,1.5,3.75,7.0,1.4,3.75,7.5,1.44,3.6,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/02/08,Charleroi,Germinal,D,2.45,3.2,2.55,2.7,3.2,2.35,2.6,3.2,2.4,2.45,3.1,2.45,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3.2,2.5,2.88,3.25,2.38,2.5,3.25,2.5,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/02/08,Dender,Westerlo,H,2.7,3.2,2.37,2.6,3.15,2.45,2.6,3.2,2.4,2.45,3.1,2.45,2.6,3.2,2.37,2.8,3.2,2.3,2.65,3.2,2.3,2.75,3.2,2.5,2.65,3.25,2.4,2.6,3.2,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/02/08,FC Brussels,Bergen,D,2.7,3.2,2.37,2.5,3.2,2.5,2.5,3.2,2.5,2.45,3.1,2.45,2.6,3.2,2.37,2.5,3.3,2.5,2.6,3.2,2.35,2.75,3.2,2.5,2.65,3.2,2.4,2.5,3.4,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/02/08,Mouscron,Mechelen,A,1.9,3.3,3.5,1.9,3.2,3.8,2.1,3.2,3.1,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.2,3.3,1.95,3.2,3.35,1.91,3.33,4.0,2.0,3.2,3.4,2.1,3.3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/02/08,Standard,Gent,D,1.66,3.5,4.2,1.7,3.4,4.5,1.67,3.4,4.5,1.55,3.5,4.8,1.61,3.5,4.5,1.75,3.4,4.2,1.6,3.5,4.7,1.73,3.5,4.75,1.6,3.4,5.0,1.62,3.4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,24/02/08,Lokeren,Club Brugge,A,3.5,3.3,2.1,3.55,3.2,1.95,3.6,3.25,1.9,3.6,3.1,1.85,3.75,3.25,1.8,3.5,3.2,2.0,3.1,3.2,2.05,3.75,3.25,2.0,3.3,3.25,2.0,3.6,3.25,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,24/02/08,Waregem,Anderlecht,H,4.75,3.5,1.75,3.7,3.1,1.9,3.6,3.25,1.9,3.6,3.1,1.85,3.5,3.2,1.9,3.6,3.3,1.9,3.75,3.3,1.8,4.33,3.3,1.83,4.0,3.25,1.8,3.5,3.3,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/02/08,Club Brugge,Charleroi,A,1.4,4.33,8.5,1.35,4.5,7.0,1.35,4.25,7.0,1.35,4.0,7.0,1.33,4.0,8.0,1.4,4.0,7.25,1.35,4.0,7.5,1.4,4.33,8.0,1.3,4.5,8.0,1.36,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,01/03/08,Bergen,Dender,D,1.9,3.25,3.4,2.0,3.2,3.45,1.95,3.25,3.4,2.0,3.1,3.2,2.0,3.2,3.2,1.95,3.2,3.6,1.85,3.3,3.6,2.0,3.25,3.75,1.9,3.25,3.5,2.0,3.2,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,01/03/08,Lokeren,Mouscron,D,1.85,3.25,4.0,1.85,3.25,3.9,1.85,3.25,3.75,1.85,3.1,3.6,1.8,3.3,3.75,1.9,3.25,3.75,1.85,3.3,3.6,1.83,3.4,4.33,1.9,3.2,3.6,1.83,3.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,01/03/08,Mechelen,Waregem,H,2.2,3.25,3.0,2.15,3.2,3.0,2.1,3.2,3.0,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,3.0,2.0,3.2,3.2,2.1,3.25,3.4,2.0,3.2,3.3,2.1,3.2,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,01/03/08,Roeselare,Gent,A,3.0,3.25,2.2,3.0,3.25,2.15,2.9,3.2,2.2,2.5,3.1,2.4,2.75,3.2,2.25,3.0,3.2,2.2,2.9,3.2,2.15,3.0,3.25,2.3,2.9,3.25,2.2,2.88,3.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,01/03/08,St Truiden,FC Brussels,D,1.57,3.5,5.75,1.65,3.45,4.65,1.55,3.5,5.5,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.4,4.5,1.6,3.5,4.7,1.75,3.2,5.5,1.6,3.5,5.0,1.62,3.4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,01/03/08,Westerlo,Standard,A,3.25,3.25,2.1,3.4,3.25,2.0,3.25,3.2,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.0,3.2,2.2,3.0,3.2,2.1,3.5,3.2,2.1,3.1,3.25,2.1,3.1,3.2,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,02/03/08,Anderlecht,Genk,H,1.55,3.6,5.5,1.6,3.5,4.95,1.6,3.5,5.0,1.55,3.5,4.8,1.57,3.5,5.0,1.6,3.6,5.0,1.6,3.5,4.7,1.57,3.75,6.0,1.55,3.5,5.5,1.57,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,02/03/08,Germinal,Cercle Brugge,H,2.1,3.4,3.4,2.25,3.3,2.8,2.2,3.25,2.8,2.2,3.1,2.8,2.25,3.2,2.75,2.1,3.2,3.2,2.2,3.2,2.8,2.25,3.4,3.0,2.25,3.2,2.9,2.25,3.25,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,07/03/08,Standard,St Truiden,H,1.25,5.5,12.0,1.25,5.0,9.0,1.25,4.75,9.0,1.3,4.2,8.0,1.25,5.0,8.0,1.25,5.0,10.0,1.25,4.8,8.5,1.25,5.0,13.0,1.25,5.0,8.5,1.25,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,08/03/08,Cercle Brugge,Westerlo,H,1.83,3.4,4.0,1.75,3.1,4.6,1.75,3.4,4.0,1.65,3.3,4.4,1.67,3.4,4.33,1.7,3.4,4.5,1.7,3.3,4.3,1.83,3.4,4.33,1.7,3.4,4.5,1.73,3.3,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,08/03/08,Dender,Mechelen,A,2.3,3.25,2.8,2.1,3.2,3.1,2.2,3.25,2.8,2.2,3.0,2.9,2.0,3.2,3.2,2.2,3.2,3.0,2.25,3.2,2.75,2.3,3.2,3.1,2.2,3.25,2.8,2.3,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,08/03/08,FC Brussels,Lokeren,H,2.8,3.2,2.3,2.5,3.2,2.5,2.5,3.2,2.5,2.45,3.1,2.45,2.6,3.2,2.38,2.6,3.2,2.5,2.65,3.2,2.3,2.63,3.2,2.63,2.65,3.2,2.35,2.62,3.2,2.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,08/03/08,Genk,Bergen,A,1.7,3.5,4.5,1.6,3.5,5.0,1.7,3.3,4.5,1.65,3.3,4.4,1.57,3.5,5.0,1.55,3.6,5.5,1.65,3.4,4.5,1.65,3.5,5.5,1.6,3.4,5.0,1.73,3.3,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,08/03/08,Mouscron,Club Brugge,H,4.33,3.4,1.75,4.95,3.5,1.6,4.5,3.3,1.7,4.2,3.2,1.7,4.5,3.5,1.62,5.0,3.6,1.6,4.3,3.3,1.7,4.5,3.4,1.8,5.0,3.4,1.6,4.33,3.3,1.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,08/03/08,Waregem,Roeselare,H,1.8,3.5,4.0,1.85,3.25,3.8,1.8,3.4,3.8,1.8,3.2,3.7,1.8,3.3,3.75,1.85,3.25,3.9,1.75,3.3,4.0,1.83,3.4,4.33,1.8,3.25,4.0,1.73,3.3,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,09/03/08,Charleroi,Anderlecht,A,3.3,3.25,2.2,3.1,3.2,2.1,3.1,3.2,2.1,3.2,3.1,2.0,3.2,3.2,2.0,3.2,3.2,2.1,3.3,3.2,1.95,3.5,3.2,2.1,3.25,3.25,2.0,3.4,3.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,09/03/08,Gent,Germinal,H,2.05,3.3,3.6,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.2,2.0,3.2,3.2,2.1,3.33,3.4,2.1,3.2,3.2,2.0,3.25,3.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,14/03/08,Germinal,Standard,A,2.8,3.3,2.45,2.65,3.2,2.35,2.65,3.2,2.45,2.6,3.1,2.3,2.6,3.2,2.37,2.65,3.2,2.45,2.6,3.1,2.4,2.63,3.2,2.63,2.6,3.25,2.4,2.62,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/03/08,Bergen,Waregem,H,2.05,3.25,3.4,2.15,3.15,3.05,2.15,3.2,3.1,2.2,3.1,2.8,2.2,3.2,2.8,2.15,3.2,3.1,2.1,3.1,3.1,2.15,3.2,3.4,2.1,3.25,3.0,2.1,3.2,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/03/08,Club Brugge,FC Brussels,H,1.2,5.75,12.0,1.2,5.1,12.0,1.22,5.5,11.0,1.22,4.8,9.5,1.16,5.5,12.0,1.2,5.5,12.0,1.17,5.5,12.0,1.22,5.5,13.0,1.22,5.0,10.0,1.2,5.5,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/03/08,Lokeren,Dender,H,1.75,3.4,4.2,1.9,3.2,3.7,1.9,3.25,3.75,1.9,3.1,3.6,1.9,3.2,3.5,1.9,3.25,3.75,1.91,3.2,3.5,1.8,3.4,4.5,1.85,3.25,3.75,1.83,3.3,3.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/03/08,Mouscron,Charleroi,H,2.25,3.2,3.0,2.3,3.2,2.75,2.3,3.2,2.9,2.2,3.1,2.8,2.2,3.25,2.75,2.3,3.2,2.8,2.4,3.1,2.6,2.2,3.2,3.25,2.25,3.25,2.75,2.25,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/03/08,St Truiden,Cercle Brugge,D,3.3,3.25,2.1,2.8,3.2,2.25,3.0,3.2,2.2,2.8,3.1,2.2,3.2,3.2,2.0,3.0,3.2,2.2,2.88,3.2,2.15,2.88,3.25,2.38,2.8,3.25,2.2,3.1,3.25,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,15/03/08,Westerlo,Gent,H,2.9,3.2,2.3,2.5,3.15,2.55,2.5,3.2,2.6,2.45,3.1,2.45,2.6,3.2,2.37,2.55,3.15,2.55,2.4,3.1,2.6,2.5,3.25,2.75,2.5,3.25,2.5,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/03/08,Anderlecht,Roeselare,H,1.28,5.0,11.0,1.3,4.5,8.4,1.3,4.75,9.0,1.25,4.5,9.0,1.22,5.0,10.0,1.25,5.0,10.0,1.25,4.5,10.0,1.33,4.75,9.0,1.25,5.0,9.0,1.25,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,16/03/08,Mechelen,Genk,D,2.25,3.3,3.1,2.3,3.15,2.8,2.3,3.2,2.9,2.3,3.1,2.6,2.1,3.2,3.0,2.3,3.2,2.8,2.25,3.1,2.8,2.38,3.25,2.88,2.25,3.25,2.8,2.25,3.25,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,21/03/08,Genk,Mouscron,H,1.8,3.6,4.5,1.85,3.1,4.0,1.85,3.25,3.8,1.8,3.2,3.7,1.8,3.3,3.75,1.85,3.4,3.75,1.85,3.3,3.6,1.91,3.33,4.0,1.8,3.3,3.8,1.91,3.25,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/03/08,Cercle Brugge,Mechelen,H,1.66,3.6,4.5,1.58,3.35,5.5,1.62,3.5,5.0,1.55,3.5,4.8,1.61,3.5,4.5,1.65,3.4,5.0,1.73,3.4,4.0,1.67,3.6,5.0,1.6,3.5,5.0,1.73,3.3,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/03/08,Charleroi,Lokeren,H,1.95,3.3,3.5,1.95,3.2,3.55,2.05,3.25,3.25,1.9,3.1,3.5,2.0,3.2,3.2,2.1,3.2,3.2,2.0,3.2,3.25,2.2,3.2,3.25,1.9,3.25,3.5,2.0,3.25,3.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/03/08,Dender,Club Brugge,H,4.2,3.3,1.8,4.5,3.3,1.7,4.2,3.35,1.75,4.2,3.2,1.7,4.33,3.4,1.66,4.2,3.4,1.75,4.0,3.3,1.75,4.33,3.4,1.83,4.35,3.3,1.75,4.0,3.3,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/03/08,FC Brussels,Germinal,A,3.6,3.3,1.95,3.85,3.2,1.85,3.3,3.2,2.05,2.9,3.2,2.1,3.2,3.2,2.0,3.4,3.25,2.0,3.25,3.2,2.0,3.6,3.25,2.05,3.25,3.25,2.0,3.3,3.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/03/08,Roeselare,Westerlo,A,2.8,3.2,2.3,2.85,3.15,2.25,2.5,3.2,2.6,2.3,3.1,2.6,2.4,3.25,2.5,2.65,3.2,2.45,2.4,3.25,2.5,2.63,3.2,2.63,2.6,3.25,2.4,2.6,3.2,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,22/03/08,Waregem,St Truiden,H,1.83,3.3,4.0,1.8,3.25,4.05,1.72,3.4,4.4,1.8,3.3,3.5,1.66,3.4,4.33,1.7,3.4,4.5,1.8,3.1,4.0,1.73,3.5,4.75,1.75,3.3,4.35,1.8,3.3,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/03/08,Gent,Anderlecht,A,2.8,3.25,2.5,2.8,3.2,2.25,2.6,3.2,2.5,2.45,3.1,2.45,2.6,3.2,2.37,2.65,3.2,2.45,2.6,3.25,2.3,2.8,3.33,2.4,2.6,3.25,2.4,2.62,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,23/03/08,Standard,Bergen,H,1.33,4.75,9.5,1.25,4.8,10.0,1.25,5.0,10.0,1.25,4.5,9.0,1.28,4.33,9.0,1.25,5.0,10.0,1.25,5.0,8.0,1.3,5.0,10.0,1.25,5.0,9.5,1.3,4.75,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,Bergen,Gent,H,2.37,3.2,2.8,2.65,3.25,2.4,2.6,3.2,2.5,2.45,3.1,2.45,2.4,3.25,2.5,2.55,3.2,2.5,2.5,3.1,2.5,2.63,3.2,2.63,2.5,3.25,2.5,2.4,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,Charleroi,FC Brussels,H,1.55,3.6,5.5,1.57,3.5,5.25,1.6,3.5,5.25,1.65,3.3,4.4,1.57,3.5,5.0,1.65,3.4,5.0,1.61,3.3,5.0,1.7,3.5,5.0,1.6,3.4,5.0,1.62,3.4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,Germinal,Westerlo,A,1.85,3.3,3.8,1.7,3.45,4.5,1.8,3.3,4.2,1.7,3.2,4.2,1.73,3.4,4.0,1.75,3.4,4.2,1.8,3.4,3.6,1.8,3.4,4.5,1.75,3.3,4.35,1.8,3.3,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,Lokeren,Waregem,D,2.15,3.25,3.1,2.2,3.25,2.95,2.2,3.2,3.0,2.1,3.0,3.1,2.1,3.0,3.2,2.2,3.2,3.0,2.1,3.2,3.0,2.1,3.25,3.4,2.1,3.25,3.0,2.1,3.25,3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,Mechelen,Standard,A,4.33,3.4,1.72,4.6,3.35,1.7,4.2,3.3,1.8,4.0,3.2,1.75,4.0,3.4,1.73,4.1,3.3,1.8,3.6,3.4,1.8,4.75,3.5,1.73,4.35,3.3,1.75,4.33,3.3,1.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,Mouscron,Dender,H,1.75,3.3,4.33,1.9,3.1,3.95,1.85,3.25,4.0,1.85,3.1,3.6,1.8,3.3,3.75,1.85,3.2,4.0,1.83,3.2,3.75,1.91,3.33,4.0,1.9,3.25,3.5,1.8,3.25,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,29/03/08,St Truiden,Roeselare,A,1.85,3.3,3.75,1.95,3.25,3.55,1.95,3.25,3.6,1.9,3.2,3.4,1.91,3.25,3.4,2.0,3.25,3.4,1.91,3.2,3.5,2.0,3.25,3.75,1.9,3.3,3.5,1.91,3.3,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,30/03/08,Anderlecht,Cercle Brugge,H,1.55,3.6,5.5,1.55,3.55,5.35,1.62,3.5,5.0,1.6,3.4,4.6,1.57,3.5,5.0,1.6,3.5,5.0,1.57,3.5,5.0,1.62,3.6,5.5,1.55,3.4,5.5,1.57,3.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,30/03/08,Club Brugge,Genk,A,1.61,3.5,5.0,1.55,3.65,5.5,1.53,3.7,5.75,1.5,3.7,5.0,1.57,3.5,5.0,1.55,3.6,5.5,1.57,3.3,5.5,1.6,3.75,5.5,1.65,3.3,5.0,1.57,3.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,04/04/08,Gent,St Truiden,A,1.53,4.0,6.0,1.45,3.7,6.65,1.48,3.7,6.0,1.5,3.7,5.0,1.5,3.5,6.0,1.45,3.75,6.75,1.44,3.75,6.0,1.53,3.75,6.5,1.5,3.75,6.5,1.44,3.75,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,05/04/08,Cercle Brugge,Bergen,D,1.6,3.5,5.25,1.5,3.65,5.9,1.55,3.5,5.5,1.5,3.7,5.0,1.57,3.5,5.0,1.62,3.5,5.0,1.5,3.4,6.0,1.62,3.6,5.5,1.6,3.5,5.0,1.57,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,05/04/08,Dender,Charleroi,A,2.6,3.2,2.45,2.2,3.2,2.9,2.3,3.2,2.75,2.2,3.1,2.8,2.2,3.25,2.75,2.35,3.2,2.75,2.3,3.1,2.7,2.4,3.25,2.88,2.35,3.25,2.6,2.38,3.2,2.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,05/04/08,FC Brussels,Mechelen,D,2.9,3.2,2.2,2.7,3.2,2.35,2.6,3.2,2.4,2.4,3.1,2.5,2.6,3.2,2.38,2.8,3.2,2.3,2.6,3.1,2.4,2.75,3.25,2.5,2.65,3.2,2.4,2.75,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,05/04/08,Genk,Lokeren,A,1.57,3.6,5.5,1.65,3.35,4.8,1.6,3.5,5.0,1.65,3.3,4.4,1.62,3.5,4.5,1.65,3.5,4.75,1.7,3.2,4.5,1.67,3.4,5.5,1.65,3.4,4.5,1.57,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B1,05/04/08,Roeselare,Germinal,H,3.25,3.25,2.05,2.8,3.2,2.25,2.8,3.25,2.2,2.8,3.1,2.2,2.75,3.2,2.25,3.0,3.2,2.2,2.75,3.2,2.25,2.88,3.4,2.25,2.8,3.25,2.2,2.88,3.25,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
