Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
E0,2004/5,24/08/2004,Birmingham,Man City,H,106.93,94.3,3,3,1.0,0.0,1.9,3.1,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.25,3.6,1.93,3.25,3.95,1.9,3.1,3.5,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.2,3.75,0,0,0,0,10,18,4,4,4,1,1,1,2,2,2,2,2,2,0,0,1.4521,0.4528,3.7361,0.3118,0.1587,0.0784,2.0964,1.0973,3.5997,0.5234,0.2654,0.091,2.3843,1.3977,3.5453,0.5862,0.3054,0.0954,H
E0,2004/5,24/08/2004,Crystal Palace,Chelsea,A,38.53,331.48,3,3,0.0,2.0,8.5,3.75,1.44,1.0,1.0,1.0,1.0,1.0,1.0,7.5,3.6,1.45,7.5,3.75,1.47,5.0,3.7,1.5,6.5,3.6,1.44,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.75,1.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,3.6,1.44,0,0,0,0,20,2,1,1,1,9,9,9,2,2,2,4,4,4,0,0,3.9643,3.05,3.3401,0.7694,0.4086,0.1109,2.3393,1.3402,3.5557,0.5729,0.2902,0.0948,1.2271,0.2276,3.7824,0.1855,0.0946,0.0739,A
E0,2004/5,25/08/2004,Arsenal,Blackburn,H,247.0,73.7,3,3,3.0,0.0,1.28,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,10.0,1.3,4.8,10.0,1.25,4.5,9.0,1.22,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,4.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,5.0,9.5,0,0,0,0,1,19,9,9,9,1,1,1,12,12,12,3,3,3,0,0,1.1293,0.131,3.7977,0.116,0.0609,0.0724,2.9143,1.9205,3.4674,0.659,0.3379,0.1022,5.3929,4.4004,3.2519,0.816,0.4149,0.1188,H
E0,2004/5,25/08/2004,Charlton,Aston Villa,H,57.8,84.18,3,3,3.0,0.0,2.5,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.2,2.7,2.35,3.2,2.95,2.3,3.0,2.7,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.1,2.75,0,0,0,0,4,12,6,6,6,4,4,4,6,6,6,3,3,3,0,0,1.695,0.6972,3.6819,0.4113,0.2113,0.0834,2.0786,1.0798,3.603,0.5195,0.2634,0.0907,1.8643,0.8686,3.6452,0.4659,0.24,0.0867,H
E0,2004/5,25/08/2004,Fulham,Middlesbrough,A,65.23,95.43,3,3,0.0,2.0,2.5,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.25,2.8,2.4,3.2,2.85,2.3,3.0,2.7,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.1,2.75,0,0,0,0,11,8,4,4,4,4,4,4,3,3,3,7,7,7,0,0,1.67,0.6729,3.6872,0.403,0.2078,0.0829,2.0857,1.0873,3.6016,0.5213,0.2654,0.0908,1.8821,0.8827,3.6424,0.469,0.2373,0.0871,H
E0,2004/5,25/08/2004,Newcastle,Norwich,D,125.9,30.95,3,3,2.0,2.0,1.44,4.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,3.7,7.0,1.51,3.5,7.5,1.45,3.8,5.4,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0,0,16,17,2,2,2,2,2,2,4,4,4,4,4,4,0,0,1.2307,0.2316,3.7817,0.1882,0.0966,0.0739,2.3393,1.3457,3.5545,0.5752,0.2974,0.0948,3.85,2.8957,3.3569,0.7521,0.3961,0.1103,H
E0,2004/5,25/08/2004,Southampton,Bolton,A,85.48,63.58,3,3,1.0,2.0,2.25,3.2,3.1,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.2,2.35,3.2,2.95,2.2,3.0,2.9,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.1,2.75,0,0,0,0,15,3,3,3,3,6,6,6,4,4,4,6,6,6,0,0,1.6143,0.6166,3.6997,0.3819,0.1966,0.0818,2.0821,1.0836,3.6023,0.5204,0.2645,0.0907,1.975,0.9812,3.6221,0.4968,0.2579,0.0888,H
E0,2004/5,25/08/2004,West Brom,Tottenham,D,50.4,127.2,3,3,1.0,1.0,2.75,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.25,2.55,2.85,3.2,2.4,2.6,3.0,2.4,2.5,3.25,2.4,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.1,2.3,0,1,0,1,14,6,3,3,3,5,5,5,3,3,3,3,3,3,0,0,1.825,0.8297,3.6533,0.4547,0.2355,0.086,2.0857,1.0873,3.6016,0.5213,0.2654,0.0908,1.7179,0.72,3.6769,0.4191,0.2152,0.0839,A
E0,2004/5,28/08/2004,Aston Villa,Newcastle,H,84.18,125.9,4,4,4.0,2.0,2.4,3.2,2.87,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.2,2.9,2.4,3.25,2.8,2.3,3.0,2.7,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.2,2.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.0,2.8,0,0,0,0,5,14,4,7,7,1,2,2,5,7,7,4,6,6,0,0,1.6536,0.6553,3.6911,0.3963,0.2032,0.0826,2.075,1.0772,3.6035,0.5191,0.2647,0.0906,1.9107,0.9118,3.6364,0.4772,0.2428,0.0876,H
E0,2004/5,28/08/2004,Blackburn,Man United,D,73.7,293.23,4,3,1.0,1.0,5.0,3.4,1.72,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.2,1.85,4.2,3.3,1.85,3.5,3.1,1.9,4.5,3.25,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.4,1.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.83,0,0,0,0,9,11,1,2,2,5,5,5,3,4,4,3,3,3,0,0,2.6214,1.6515,3.504,0.63,0.3326,0.0985,2.1179,1.1221,3.5948,0.5298,0.2731,0.0913,1.3964,0.4003,3.7475,0.2867,0.1498,0.0772,A
