Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA,BFH,BFD,BFA
N1,30/11/05,Nijmegen,Willem II,H,1.72,3.4,4.33,1.75,3.4,4.05,1.7,3.4,4.3,1.7,3.2,4.2,1.67,3.4,4.33,1.75,3.4,4.33,1.75,3.5,3.75,1.8,3.4,3.75,1.73,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,30/11/05,Twente,Sparta,H,1.72,3.4,4.33,1.7,3.4,4.4,1.7,3.35,4.3,1.75,3.2,4.0,1.67,3.25,4.5,1.73,3.3,4.5,1.75,3.4,3.85,1.67,3.4,4.5,1.65,3.4,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,02/12/05,Heracles,Roda JC,A,2.37,3.25,2.62,2.75,3.2,2.3,2.6,3.25,2.4,2.7,3.0,2.3,2.5,3.25,2.4,2.62,3.3,2.4,2.3,3.4,2.55,2.38,3.4,2.5,2.35,3.25,2.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,03/12/05,AZ Alkmaar,Heerenveen,H,1.61,3.5,5.0,1.6,3.6,4.75,1.6,3.45,5.0,1.65,3.4,4.8,1.57,3.5,5.0,1.62,3.5,5.0,1.53,3.5,5.5,1.57,3.5,5.0,1.6,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,03/12/05,PSV Eindhoven,NAC Breda,H,1.2,5.5,11.0,1.2,5.35,11.0,1.22,5.2,10.0,1.2,5.0,10.0,1.2,5.0,11.0,1.22,5.5,12.0,1.16,6.0,10.0,1.2,5.0,11.0,1.2,5.5,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,03/12/05,Roosendaal,Feyenoord,D,10.0,5.0,1.22,9.25,4.25,1.3,8.25,4.5,1.3,7.0,4.0,1.35,8.0,4.0,1.33,9.0,4.5,1.3,8.0,4.33,1.3,8.5,4.33,1.3,7.5,4.5,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,04/12/05,Ajax,Waalwijk,H,1.5,3.5,6.5,1.55,3.6,5.25,1.47,3.65,6.25,1.6,3.5,5.0,1.57,3.5,5.0,1.53,3.6,6.5,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.6,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,04/12/05,Groningen,Twente,H,2.0,3.3,3.3,2.0,3.2,3.35,1.95,3.3,3.35,2.1,3.0,3.1,1.8,3.4,3.6,2.0,3.3,3.4,1.95,3.45,3.1,1.91,3.4,3.4,2.0,3.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,04/12/05,Nijmegen,Vitesse,H,2.3,3.25,2.75,2.3,3.2,2.75,2.3,3.2,2.72,2.3,3.0,2.7,2.3,3.25,2.6,2.3,3.2,2.8,2.3,3.35,2.55,2.25,3.4,2.62,2.25,3.25,2.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,04/12/05,Sparta,Den Haag,A,1.9,3.4,3.5,1.9,3.35,3.5,1.87,3.4,3.5,1.9,3.1,3.5,1.83,3.4,3.5,1.91,3.4,3.5,1.95,3.45,3.1,2.0,3.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,09/12/05,Roda JC,Nijmegen,A,2.1,3.3,3.0,2.15,3.25,2.95,2.1,3.3,3.0,2.1,3.1,3.0,2.25,3.2,2.75,2.2,3.2,3.0,2.2,3.25,2.75,2.0,3.25,3.25,2.2,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,10/12/05,Den Haag,Roosendaal,H,1.66,3.4,4.5,1.7,3.4,4.35,1.67,3.45,4.4,1.65,3.3,4.4,1.62,3.5,4.5,1.73,3.4,4.33,1.6,3.65,4.5,1.73,3.4,4.0,1.6,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,10/12/05,Heerenveen,Willem II,D,1.5,3.6,6.0,1.45,3.9,6.0,1.5,3.6,5.9,1.5,3.7,5.0,1.44,3.6,6.5,1.44,4.0,6.5,1.5,3.75,5.25,1.4,4.0,6.5,1.45,3.75,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,10/12/05,NAC Breda,Heracles,H,1.72,3.4,4.2,1.75,3.3,4.2,1.7,3.5,4.2,1.65,3.3,4.4,1.62,3.5,4.5,1.75,3.4,4.2,1.65,3.55,4.25,1.62,3.4,5.0,1.6,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,10/12/05,Twente,AZ Alkmaar,A,3.25,3.25,2.0,3.25,3.3,2.0,3.25,3.3,2.0,3.1,3.0,2.1,3.4,3.25,1.91,3.5,3.2,2.0,3.25,3.4,1.9,3.4,3.4,1.91,3.4,3.25,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,11/12/05,Feyenoord,PSV Eindhoven,H,2.5,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.2,2.5,2.4,3.25,2.5,2.5,3.2,2.7,2.4,3.1,2.6,2.5,3.25,2.5,2.4,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,11/12/05,Utrecht,Groningen,A,1.72,3.4,4.2,1.8,3.3,3.9,1.75,3.4,4.0,1.75,3.2,4.0,1.73,3.2,4.33,1.75,3.4,4.2,1.7,3.55,3.95,1.8,3.25,4.0,1.65,3.4,4.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,11/12/05,Vitesse,Ajax,A,2.87,3.2,2.2,2.9,3.2,2.2,2.85,3.25,2.2,3.0,3.1,2.1,3.0,3.4,2.0,2.88,3.2,2.25,2.62,3.2,2.3,2.75,3.4,2.2,3.25,3.4,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,11/12/05,Waalwijk,Sparta,H,1.57,3.6,5.0,1.5,3.75,5.55,1.55,3.7,5.1,1.55,3.5,4.8,1.5,3.6,5.5,1.53,3.75,5.5,1.55,3.75,4.75,1.53,3.5,5.5,1.55,3.75,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,14/12/05,Willem II,Utrecht,A,2.6,3.2,2.4,2.5,3.2,2.5,2.6,3.2,2.4,2.6,3.0,2.4,2.75,3.25,2.2,2.62,3.2,2.38,2.5,3.3,2.37,2.5,3.2,2.5,2.6,3.25,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,16/12/05,Sparta,Vitesse,H,2.75,3.25,2.25,2.75,3.4,2.2,2.85,3.25,2.2,2.8,3.1,2.2,3.0,3.4,2.0,3.0,3.2,2.2,2.8,3.3,2.15,2.62,3.4,2.25,2.8,3.4,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,17/12/05,Heerenveen,Twente,H,1.72,3.4,4.2,1.85,3.5,3.5,1.8,3.35,3.85,1.8,3.2,3.7,1.73,3.4,4.0,1.8,3.4,4.0,1.6,3.5,4.75,1.73,3.4,4.0,1.6,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,17/12/05,PSV Eindhoven,Willem II,H,1.16,6.5,15.0,1.15,6.0,13.0,1.17,6.0,11.0,1.15,6.0,12.0,1.14,6.0,12.0,1.17,6.0,13.0,1.12,6.5,12.0,1.14,6.0,13.0,1.14,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,17/12/05,Roosendaal,Roda JC,A,3.0,3.25,2.1,3.4,3.45,1.9,3.2,3.3,2.0,3.4,3.2,1.9,3.2,3.5,1.91,3.2,3.2,2.1,3.3,3.25,1.95,3.25,3.5,1.91,3.25,3.4,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/12/05,AZ Alkmaar,Waalwijk,H,1.44,3.75,6.5,1.35,4.0,8.25,1.44,3.85,6.25,1.4,3.9,6.0,1.44,3.75,6.0,1.44,4.0,6.5,1.36,4.0,7.0,1.5,3.5,6.0,1.35,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/12/05,Den Haag,Feyenoord,H,5.5,3.75,1.57,5.1,3.7,1.55,4.8,3.55,1.6,4.4,3.3,1.65,5.0,3.5,1.57,5.2,3.75,1.62,4.5,3.6,1.6,4.5,3.6,1.62,6.0,3.75,1.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/12/05,Groningen,Nijmegen,H,2.1,3.25,3.0,2.0,3.4,3.15,2.1,3.25,3.0,2.1,3.2,2.9,2.1,3.2,3.0,2.2,3.2,3.0,2.15,3.3,2.8,1.83,3.5,3.5,1.9,3.4,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/12/05,Heracles,Utrecht,D,2.5,3.2,2.5,2.4,3.3,2.55,2.6,3.25,2.38,2.8,3.1,2.2,2.5,3.25,2.4,2.7,3.2,2.38,2.6,3.3,2.3,2.5,3.4,2.38,2.65,3.4,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/12/05,NAC Breda,Ajax,A,3.8,3.4,1.9,3.45,3.4,1.9,3.5,3.3,1.9,3.6,3.1,1.85,3.6,3.4,1.8,4.0,3.3,1.91,3.5,3.2,1.9,3.4,3.4,1.91,3.8,3.5,1.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,26/12/05,Feyenoord,AZ Alkmaar,H,1.9,3.3,3.5,1.9,3.35,3.5,1.85,3.4,3.5,1.9,3.1,3.5,2.0,3.2,3.2,1.91,3.4,3.75,1.95,3.3,3.25,1.91,3.25,3.6,1.9,3.4,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,26/12/05,Nijmegen,PSV Eindhoven,A,4.33,3.3,1.72,4.25,3.3,1.75,4.3,3.4,1.7,4.4,3.3,1.65,4.5,3.3,1.65,4.2,3.4,1.75,4.4,3.45,1.65,4.25,3.4,1.73,4.35,3.5,1.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,26/12/05,Twente,Roosendaal,H,1.44,3.6,7.0,1.45,3.7,6.5,1.4,4.0,6.5,1.35,4.0,7.0,1.4,3.75,7.0,1.44,4.0,6.5,1.4,4.0,6.25,1.4,4.0,7.0,1.35,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,26/12/05,Utrecht,Sparta,D,1.57,3.4,5.0,1.6,3.6,4.75,1.55,3.5,5.5,1.5,3.7,5.0,1.57,3.5,5.0,1.57,3.5,5.5,1.55,3.55,5.1,1.53,3.5,5.5,1.55,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,27/12/05,Ajax,Groningen,H,1.4,3.75,7.5,1.4,4.0,6.75,1.4,4.0,6.5,1.3,4.2,8.0,1.36,3.75,8.0,1.4,4.0,7.5,1.35,4.0,7.5,1.36,4.0,7.5,1.4,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,27/12/05,Roda JC,Den Haag,H,1.72,3.3,4.33,1.8,3.3,3.9,1.7,3.4,4.3,1.75,3.2,4.0,1.8,3.2,4.0,1.8,3.4,4.0,1.7,3.5,4.0,1.73,3.25,4.5,1.8,3.4,3.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,27/12/05,Vitesse,NAC Breda,H,1.8,3.25,4.0,1.8,3.3,3.9,1.8,3.4,3.8,1.75,3.2,4.0,1.8,3.2,4.0,1.75,3.4,4.2,1.8,3.4,3.65,1.8,3.25,4.0,1.75,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,27/12/05,Waalwijk,Heerenveen,D,2.1,3.25,3.0,2.0,3.2,3.35,2.1,3.25,3.0,2.1,3.1,3.0,2.1,3.2,3.0,2.05,3.25,3.25,2.2,3.3,2.75,2.0,3.25,3.2,2.0,3.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,29/12/05,Feyenoord,Willem II,H,1.16,6.5,15.0,1.17,5.5,13.5,1.15,6.0,13.0,1.17,5.5,11.0,1.14,5.5,15.0,1.12,7.5,19.0,1.15,6.0,11.0,1.14,6.5,13.0,1.14,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,29/12/05,PSV Eindhoven,Twente,D,1.16,6.0,19.0,1.2,5.0,13.0,1.15,6.0,13.0,1.17,5.5,11.0,1.17,5.5,12.0,1.12,7.0,19.0,1.11,6.5,14.0,1.17,6.0,11.0,1.17,5.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,29/12/05,Roosendaal,Utrecht,A,4.0,3.4,1.72,3.95,3.45,1.75,4.0,3.4,1.75,4.0,3.2,1.75,4.0,3.4,1.73,4.33,3.5,1.7,4.15,3.4,1.7,4.25,3.4,1.73,4.5,3.5,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,30/12/05,Heerenveen,Ajax,H,3.0,3.3,2.25,2.9,3.2,2.2,2.9,3.3,2.15,2.9,3.0,2.2,3.0,3.4,2.0,3.0,3.3,2.25,2.7,3.3,2.2,2.88,3.4,2.1,2.9,3.3,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,30/12/05,Heracles,Vitesse,H,2.75,3.25,2.25,2.6,3.2,2.4,2.7,3.25,2.3,2.8,3.1,2.2,2.5,3.25,2.4,2.8,3.3,2.25,2.6,3.3,2.3,2.75,3.25,2.25,2.65,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,30/12/05,Roda JC,Groningen,A,2.0,3.25,3.25,2.05,3.3,3.1,2.0,3.25,3.25,1.9,3.2,3.4,2.1,3.5,2.75,2.0,3.25,3.4,2.1,3.3,2.9,2.0,3.25,3.25,2.0,3.25,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,11/01/06,NAC Breda,Waalwijk,A,2.25,3.25,2.75,2.3,3.2,2.75,2.25,3.25,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.8,2.1,3.35,2.85,2.25,3.25,2.75,2.25,3.3,2.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,11/01/06,Willem II,Heracles,A,2.25,3.25,2.75,2.3,3.2,2.75,2.25,3.25,2.75,2.0,3.1,3.2,2.25,3.2,2.75,2.25,3.2,2.88,2.1,3.35,2.85,2.25,3.25,2.75,2.25,3.3,2.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,13/01/06,Groningen,Heerenveen,H,2.25,3.25,2.75,2.0,3.35,3.2,2.1,3.25,3.0,2.2,3.0,2.9,2.0,3.4,3.0,2.1,3.4,3.0,2.0,3.4,3.0,2.1,3.2,3.1,2.1,3.25,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,14/01/06,Heracles,AZ Alkmaar,A,5.0,3.5,1.57,4.15,3.55,1.7,4.75,3.5,1.62,4.4,3.3,1.65,4.5,3.25,1.67,5.25,3.6,1.57,4.33,3.4,1.66,4.33,3.3,1.73,4.2,3.6,1.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,14/01/06,NAC Breda,Roda JC,A,2.25,3.25,2.75,2.2,3.2,2.9,2.2,3.2,2.9,2.2,3.0,2.9,2.1,3.5,2.75,2.2,3.2,3.0,2.2,3.3,2.75,2.2,3.2,2.88,2.1,3.4,2.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,14/01/06,Waalwijk,Roosendaal,D,1.25,5.0,8.0,1.3,4.35,9.0,1.3,4.25,9.0,1.3,4.2,8.0,1.36,4.0,7.0,1.33,4.5,8.0,1.28,4.5,8.0,1.33,4.33,8.0,1.35,4.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,15/01/06,Ajax,Nijmegen,D,1.28,4.5,9.0,1.4,3.9,7.0,1.35,4.0,8.0,1.35,4.0,7.0,1.36,3.75,8.0,1.36,4.33,8.5,1.33,4.0,8.0,1.33,4.25,8.0,1.35,4.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,15/01/06,Den Haag,Utrecht,A,2.5,3.2,2.5,2.75,3.2,2.3,2.55,3.25,2.4,2.7,3.0,2.3,2.5,3.25,2.4,2.6,3.3,2.4,2.4,3.4,2.4,2.6,3.25,2.4,2.5,3.4,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,15/01/06,Sparta,PSV Eindhoven,A,6.5,4.5,1.33,6.3,3.8,1.45,6.5,4.0,1.4,5.4,3.8,1.45,6.0,3.4,1.5,7.0,4.0,1.45,6.0,3.75,1.44,6.5,3.75,1.44,6.0,3.75,1.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,15/01/06,Vitesse,Feyenoord,A,4.33,3.3,1.83,3.5,3.35,1.9,3.75,3.3,1.85,3.5,3.1,1.9,3.5,3.4,1.83,4.0,3.5,1.83,3.25,3.4,1.9,3.5,3.3,1.91,3.5,3.4,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,15/01/06,Willem II,Twente,D,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.45,2.7,3.0,2.3,2.4,3.25,2.5,2.6,3.2,2.5,2.5,3.4,2.3,2.5,3.2,2.5,2.5,3.4,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/01/06,AZ Alkmaar,Den Haag,H,1.16,5.5,13.0,1.2,5.25,11.0,1.21,5.1,10.0,1.22,4.8,9.5,1.2,5.0,11.0,1.25,5.0,10.0,1.15,5.75,12.0,1.17,5.5,12.0,1.25,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,18/01/06,Sparta,Nijmegen,A,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.25,2.45,2.5,3.0,2.5,2.6,3.2,2.38,2.5,3.3,2.5,2.45,3.35,2.4,2.5,3.25,2.5,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,20/01/06,PSV Eindhoven,Waalwijk,H,1.2,5.5,11.0,1.25,5.0,9.0,1.22,5.0,10.0,1.22,4.8,9.5,1.25,4.5,10.0,1.25,5.25,11.0,1.22,5.0,9.5,1.2,5.25,11.0,1.2,5.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,21/01/06,AZ Alkmaar,Groningen,D,1.33,4.0,9.0,1.35,4.25,7.3,1.4,4.0,6.5,1.37,4.0,6.5,1.4,3.75,7.0,1.4,4.2,7.0,1.36,4.0,7.0,1.4,4.0,7.0,1.4,3.8,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,21/01/06,Heerenveen,Sparta,D,1.5,3.5,6.0,1.5,3.6,6.0,1.45,3.75,6.25,1.45,3.8,5.4,1.44,3.75,6.0,1.44,3.75,7.0,1.4,4.0,6.25,1.44,3.75,6.5,1.4,3.8,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,21/01/06,Roosendaal,Heracles,A,2.62,3.2,2.37,2.55,3.2,2.45,2.55,3.2,2.45,2.5,3.1,2.4,2.75,3.25,2.2,2.6,3.3,2.4,2.45,3.35,2.4,2.6,3.2,2.4,2.6,3.4,2.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,21/01/06,Vitesse,Willem II,H,1.5,3.5,6.0,1.5,3.6,6.0,1.5,3.65,5.75,1.5,3.7,5.0,1.5,3.6,5.5,1.5,3.75,6.0,1.5,3.75,5.25,1.5,3.6,6.0,1.5,3.8,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,22/01/06,Feyenoord,Roda JC,D,1.28,4.5,9.0,1.3,4.65,7.75,1.28,4.5,9.0,1.27,4.3,8.5,1.29,4.5,8.0,1.28,4.75,9.0,1.33,4.0,8.0,1.25,4.75,10.0,1.3,4.35,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,22/01/06,Nijmegen,Den Haag,H,1.61,3.4,5.0,1.65,3.5,4.5,1.6,3.5,4.9,1.6,3.4,4.6,1.62,3.25,5.0,1.62,3.5,5.0,1.53,3.75,4.8,1.57,3.5,5.25,1.6,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,22/01/06,Twente,Ajax,A,3.5,3.25,1.9,3.55,3.3,1.9,3.6,3.35,1.85,3.4,3.3,1.85,3.75,3.25,1.8,3.75,3.4,1.91,3.5,3.4,1.83,3.75,3.3,1.83,3.25,3.4,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,22/01/06,Utrecht,NAC Breda,D,1.61,3.4,5.0,1.65,3.5,4.5,1.65,3.5,4.5,1.6,3.5,4.4,1.57,3.5,5.0,1.62,3.5,5.0,1.61,3.6,4.33,1.62,3.5,4.75,1.5,3.6,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,27/01/06,Roda JC,AZ Alkmaar,A,3.25,3.25,2.0,3.25,3.3,2.0,3.4,3.3,1.95,3.4,3.2,1.9,3.5,3.4,1.83,3.4,3.25,2.0,3.25,3.4,1.9,3.25,3.25,2.0,3.25,3.5,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,28/01/06,Roosendaal,Heerenveen,A,3.5,3.5,1.83,3.7,3.3,1.85,3.75,3.35,1.83,3.5,3.2,1.85,4.0,3.4,1.73,4.0,3.4,1.8,4.0,3.5,1.7,3.75,3.3,1.83,4.35,3.4,1.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,28/01/06,Sparta,Twente,H,2.5,3.2,2.5,2.4,3.2,2.6,2.45,3.2,2.55,2.45,3.1,2.45,2.38,3.2,2.6,2.6,3.2,2.5,2.4,3.35,2.45,2.4,3.25,2.6,2.5,3.4,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,28/01/06,Willem II,Nijmegen,D,2.7,3.2,2.3,2.75,3.2,2.3,2.8,3.2,2.25,3.0,3.1,2.1,2.8,3.4,2.1,2.9,3.3,2.2,2.75,3.35,2.15,2.8,3.25,2.25,2.75,3.4,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,29/01/06,Ajax,Utrecht,A,1.5,3.5,6.0,1.5,3.75,5.55,1.5,3.6,6.0,1.4,3.9,6.0,1.44,3.6,6.5,1.5,3.75,6.0,1.55,3.5,5.25,1.44,4.0,6.0,1.5,3.8,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N1,29/01/06,Den Haag,PSV Eindhoven,A,7.5,4.0,1.36,6.0,3.9,1.45,6.5,3.85,1.43,6.0,3.9,1.4,7.0,3.75,1.4,7.5,4.33,1.4,6.5,3.9,1.4,8.0,4.0,1.36,8.5,4.35,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
