Column Name,Count,Percentage
Country,13,100.0
League,13,100.0
Season,13,100.0
Date,13,100.0
Time,13,100.0
Home,13,100.0
Away,13,100.0
HG,13,100.0
AG,13,100.0
Res,13,100.0
PSCH,13,100.0
PSCD,13,100.0
PSCA,13,100.0
MaxCH,13,100.0
MaxCD,13,100.0
MaxCA,13,100.0
AvgCH,13,100.0
AvgCD,13,100.0
AvgCA,13,100.0
BFECH,1,7.6923076923076925
BFECD,1,7.6923076923076925
BFECA,1,7.6923076923076925
