Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
T1,25/08/2017,Alanyaspor,Karabukspor,1.0,1.0,D,0.0,1.0,A,2.1,3.5,3.3,2.1,3.25,3.4,2.1,3.5,3.1,2017/18,€29.18m,€14.75m,2.15,3.6,3.2,6.0,12.0,3.0,6.0,9.0,27.0,9.0,2.0,1.0,5.0,0.0,0.0,47.61904761904761,47.61904761904761,47.61904761904761,46.51162790697674,28.57142857142857,30.76923076923077,28.57142857142857,27.77777777777778,30.303030303030305,29.411764705882355,32.25806451612903,31.25,47.342192691029894,0.5537098560354359,28.92246642246642,1.286766722121978,30.80571488126042,1.2250847052705323
T1,25/08/2017,Galatasaray,Sivasspor,3.0,0.0,H,1.0,0.0,H,1.36,4.75,8.5,1.3,5.0,8.75,1.33,4.8,8.0,2017/18,€96.05m,€22.93m,1.33,5.2,8.5,9.0,6.0,6.0,2.0,20.0,11.0,6.0,5.0,3.0,0.0,0.0,0.0,73.52941176470587,76.92307692307692,75.18796992481202,75.18796992481202,21.052631578947366,20.0,20.833333333333336,19.23076923076923,11.76470588235294,11.428571428571429,12.5,11.76470588235294,75.2071071343517,1.385634215167272,20.279183535762485,0.8331506216784713,11.864495798319329,0.45233162655697967
T1,26/08/2017,Besiktas,Bursaspor,2.0,1.0,H,1.0,1.0,D,1.36,5.0,7.5,1.35,5.0,7.25,1.36,4.8,7.0,2017/18,€122.55m,€31.90m,1.36,5.0,7.5,11.0,3.0,7.0,2.0,17.0,12.0,8.0,4.0,2.0,3.0,0.0,0.0,73.52941176470587,74.07407407407408,73.52941176470587,73.52941176470587,20.0,20.0,20.833333333333336,20.0,13.333333333333334,13.793103448275861,14.285714285714285,13.333333333333334,73.66557734204791,0.2723311546841032,20.208333333333336,0.41666666666666785,13.686371100164203,0.4545603655609092
T1,26/08/2017,Goztep,Trabzonspor,3.0,2.0,H,2.0,2.0,D,3.8,3.3,2.0,3.8,3.2,2.0,3.6,3.3,2.0,2017/18,€24.60m,€64.55m,3.6,3.5,2.0,15.0,10.0,9.0,2.0,18.0,18.0,3.0,4.0,2.0,4.0,0.0,0.0,26.31578947368421,26.31578947368421,27.77777777777778,27.77777777777778,30.303030303030305,31.25,30.303030303030305,28.57142857142857,50.0,50.0,50.0,50.0,27.046783625730995,0.8440793409205068,30.106872294372295,1.1167339740544449,50.0,0.0
T1,26/08/2017,Kayserispor,Osmanlispor,2.0,2.0,D,1.0,1.0,D,2.4,3.3,2.9,2.4,3.2,2.85,2.3,3.2,2.9,2017/18,€22.65m,€25.50m,2.38,3.3,3.0,8.0,13.0,4.0,4.0,13.0,9.0,6.0,3.0,5.0,1.0,1.0,1.0,41.66666666666667,41.66666666666667,43.47826086956522,42.016806722689076,30.303030303030305,31.25,31.25,30.303030303030305,34.48275862068966,35.08771929824561,34.48275862068966,33.33333333333333,42.20710023139691,0.8633650952829603,30.776515151515156,0.546733209459872,34.346642468239565,0.7332679102874263
T1,26/08/2017,Yeni Malatyaspor,Antalyaspor,1.0,1.0,D,0.0,1.0,A,3.0,3.1,2.45,2.85,3.2,2.4,2.7,3.2,2.45,2017/18,€18.73m,€30.15m,2.75,3.4,2.5,9.0,8.0,5.0,5.0,13.0,18.0,10.0,1.0,3.0,2.0,0.0,0.0,33.33333333333333,35.08771929824561,37.03703703703704,36.36363636363637,32.25806451612903,31.25,31.25,29.411764705882355,40.81632653061224,41.66666666666667,40.81632653061224,40.0,35.455431508063086,1.6293991777552115,31.042457305502843,1.1864523006371683,40.824829931972786,0.6804846606715176
T1,27/08/2017,Akhisar Belediyespor,Kasimpasa,2.0,1.0,H,0.0,0.0,D,2.0,3.3,3.8,1.95,3.4,3.6,2.0,3.4,3.4,2017/18,€18.60m,€23.80m,2.0,3.5,3.6,10.0,9.0,5.0,3.0,8.0,14.0,4.0,3.0,3.0,3.0,1.0,0.0,50.0,51.28205128205129,50.0,50.0,30.303030303030305,29.411764705882355,29.411764705882355,28.57142857142857,26.31578947368421,27.77777777777778,29.411764705882355,27.77777777777778,50.320512820512825,0.6410256410256459,29.424497071555894,0.7070763115311867,27.820777433780528,1.2649014719017448
T1,27/08/2017,Buyuksehyr,Konyaspor,2.0,1.0,H,0.0,0.0,D,1.44,4.75,6.0,1.48,4.5,5.5,1.5,3.9,7.0,2017/18,€51.80m,€26.28m,1.5,4.1,7.0,9.0,8.0,6.0,4.0,19.0,12.0,6.0,7.0,4.0,5.0,0.0,1.0,69.44444444444444,67.56756756756756,66.66666666666666,66.66666666666666,21.052631578947366,22.22222222222222,25.641025641025646,24.39024390243903,16.666666666666664,18.181818181818183,14.285714285714285,14.285714285714285,67.58633633633633,1.309516782470905,23.326530836158565,2.071914335093043,15.854978354978353,1.9146976204495825
T1,27/08/2017,Genclerbirligi,Fenerbahce,1.0,2.0,A,1.0,1.0,D,4.0,3.5,1.95,3.8,3.4,1.91,3.7,3.25,1.95,2017/18,€16.90m,€74.93m,3.8,3.5,1.95,5.0,9.0,2.0,3.0,13.0,12.0,8.0,3.0,3.0,4.0,2.0,0.0,25.0,26.31578947368421,27.027027027027025,26.31578947368421,28.57142857142857,29.411764705882355,30.76923076923077,28.57142857142857,51.28205128205129,52.35602094240838,51.28205128205129,51.28205128205129,26.164651493598857,0.8457324321253787,29.330963154492565,1.03745332233184,51.55054369714057,0.5369848301785431
T1,09/09/2017,Fenerbahce,Buyuksehyr,2.0,3.0,A,1.0,2.0,A,2.05,3.25,3.75,2.0,3.3,3.6,2.15,3.2,3.25,2017/18,€74.93m,€51.80m,2.15,3.3,3.4,8.0,9.0,2.0,7.0,17.0,12.0,5.0,3.0,2.0,4.0,0.0,0.0,48.78048780487806,50.0,46.51162790697674,46.51162790697674,30.76923076923077,30.303030303030305,31.25,30.303030303030305,26.666666666666668,27.77777777777778,30.76923076923077,29.411764705882355,47.95093590470788,1.7349385240171964,30.656322843822842,0.45270741255466296,28.656359979889395,1.8042214792956244
T1,09/09/2017,Karabukspor,Besiktas,0.0,1.0,A,0.0,0.0,D,4.33,3.4,1.85,3.9,3.5,1.85,3.8,3.4,1.87,2017/18,€14.75m,€122.55m,4.0,3.6,1.87,13.0,12.0,5.0,6.0,18.0,15.0,3.0,4.0,3.0,4.0,0.0,1.0,23.094688221709006,25.641025641025646,26.31578947368421,25.0,29.411764705882355,28.57142857142857,29.411764705882355,27.77777777777778,54.05405405405405,54.05405405405405,53.475935828877,53.475935828877,25.012875834104715,1.3870551101271267,28.793183940242763,0.7843276198137937,53.764994941465524,0.33377671292939864
T1,09/09/2017,Konyaspor,Alanyaspor,0.0,2.0,A,0.0,1.0,A,2.0,3.3,3.75,2.0,3.4,3.5,2.1,3.4,3.1,2017/18,€26.28m,€29.18m,2.15,3.5,3.25,12.0,12.0,6.0,6.0,12.0,11.0,12.0,5.0,3.0,2.0,0.0,0.0,50.0,50.0,47.61904761904761,46.51162790697674,30.303030303030305,29.411764705882355,29.411764705882355,28.57142857142857,26.666666666666668,28.57142857142857,32.25806451612903,30.76923076923077,48.53266888150609,1.75360881750976,29.424497071555894,0.7070763115311867,29.56634763086376,2.455624921409635
T1,09/09/2017,Sivasspor,Kayserispor,0.0,2.0,A,0.0,1.0,A,2.25,3.2,3.2,2.25,3.2,3.1,2.15,3.2,3.2,2017/18,€22.93m,€22.65m,2.15,3.3,3.4,6.0,7.0,2.0,4.0,13.0,18.0,6.0,4.0,2.0,2.0,0.0,0.0,44.44444444444444,44.44444444444444,46.51162790697674,46.51162790697674,31.25,31.25,31.25,30.303030303030305,31.25,32.25806451612903,31.25,29.411764705882355,45.47803617571059,1.1934889285573653,31.013257575757578,0.4734848484848477,31.042457305502843,1.1864523006371683
T1,10/09/2017,Antalyaspor,Galatasaray,1.0,1.0,D,0.0,1.0,A,3.75,3.6,1.91,3.6,3.4,1.95,3.6,3.6,1.87,2017/18,€30.15m,€96.05m,3.7,3.75,1.91,7.0,6.0,4.0,1.0,11.0,18.0,10.0,0.0,0.0,1.0,0.0,0.0,26.666666666666668,27.77777777777778,27.77777777777778,27.027027027027025,27.77777777777778,29.411764705882355,27.77777777777778,26.666666666666668,52.35602094240838,51.28205128205129,53.475935828877,52.35602094240838,27.312312312312315,0.5572438702589305,27.908496732026148,1.1308008080488876,52.36750724893626,0.8957478148360972
T1,10/09/2017,Bursaspor,Akhisar Belediyespor,3.0,0.0,H,0.0,0.0,D,2.38,3.3,2.9,2.3,3.3,2.9,2.4,3.3,2.7,2017/18,€31.90m,€18.60m,2.4,3.5,2.75,12.0,14.0,5.0,6.0,6.0,10.0,4.0,7.0,2.0,1.0,0.0,0.0,42.016806722689076,43.47826086956522,41.66666666666667,41.66666666666667,30.303030303030305,30.303030303030305,30.303030303030305,28.57142857142857,34.48275862068966,34.48275862068966,37.03703703703704,36.36363636363637,42.20710023139691,0.8633650952829606,29.87012987012987,0.8658008658008676,35.59154766051318,1.3095020393008572
T1,10/09/2017,Osmanlispor,Goztep,0.0,2.0,A,0.0,2.0,A,1.8,3.75,4.2,1.8,3.6,4.0,1.8,3.5,4.2,2017/18,€25.50m,€24.60m,1.8,3.7,4.3,13.0,6.0,4.0,5.0,14.0,15.0,3.0,4.0,1.0,1.0,0.0,0.0,55.55555555555556,55.55555555555556,55.55555555555556,55.55555555555556,26.666666666666668,27.77777777777778,28.57142857142857,27.027027027027025,23.809523809523807,25.0,23.809523809523807,23.25581395348837,55.55555555555556,0.0,27.51072501072501,0.8451444554409534,23.968715393133998,0.7354047238521595
