Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
T1,10/09/2017,Trabzonspor,Genclerbirligi,3.0,1.0,H,0.0,1.0,A,1.57,3.8,6.0,1.6,3.8,5.25,1.57,3.7,5.75,2017/18,€64.55m,€16.90m,1.57,3.9,6.0,14.0,7.0,5.0,3.0,15.0,21.0,4.0,5.0,4.0,7.0,0.0,0.0,63.69426751592356,62.5,63.69426751592356,63.69426751592356,26.31578947368421,26.31578947368421,27.027027027027025,25.641025641025646,16.666666666666664,19.047619047619047,17.391304347826086,16.666666666666664,63.39570063694268,0.5971337579617817,26.324907903855273,0.5659306506613714,17.443064182194615,1.1229220217579705
T1,11/09/2017,Kasimpasa,Yeni Malatyaspor,3.0,2.0,H,1.0,1.0,D,1.8,3.75,4.2,1.85,3.5,4.0,1.83,3.6,3.8,2017/18,€23.80m,€18.73m,1.85,3.75,4.0,10.0,6.0,4.0,4.0,15.0,13.0,3.0,7.0,3.0,2.0,0.0,0.0,55.55555555555556,54.05405405405405,54.64480874316939,54.05405405405405,26.666666666666668,28.57142857142857,27.77777777777778,26.666666666666668,23.809523809523807,25.0,26.31578947368421,25.0,54.577118101708265,0.7092516877971726,27.42063492063492,0.9289444373586991,25.031328320802004,1.0238179597975061
T1,15/09/2017,Kayserispor,Antalyaspor,2.0,0.0,H,1.0,0.0,H,2.38,3.3,2.9,2.45,3.4,2.65,2.37,3.25,2.8,2017/18,€22.65m,€30.15m,2.45,3.4,2.8,8.0,4.0,3.0,2.0,6.0,11.0,5.0,5.0,2.0,5.0,0.0,0.0,42.016806722689076,40.81632653061224,42.19409282700421,40.81632653061224,30.303030303030305,29.411764705882355,30.76923076923077,29.411764705882355,34.48275862068966,37.735849056603776,35.714285714285715,35.714285714285715,41.46088815272944,0.7477864936413025,29.973947621006445,0.6764786169501713,35.911794776466216,1.347508566539453
T1,16/09/2017,Akhisar Belediyespor,Karabukspor,2.0,1.0,H,1.0,1.0,D,1.85,3.6,4.0,1.83,3.6,3.9,1.85,3.5,3.9,2017/18,€18.60m,€14.75m,1.9,3.6,3.9,8.0,7.0,3.0,4.0,15.0,18.0,2.0,3.0,2.0,3.0,0.0,0.0,54.05405405405405,54.64480874316939,54.05405405405405,52.63157894736842,27.77777777777778,27.77777777777778,28.57142857142857,27.77777777777778,25.0,25.641025641025646,25.641025641025646,25.641025641025646,53.846123949661475,0.8562489549582412,27.976190476190474,0.3968253968253954,25.480769230769237,0.3205128205128229
T1,16/09/2017,Galatasaray,Kasimpasa,2.0,0.0,H,1.0,0.0,H,1.3,5.75,8.5,1.28,5.75,8.0,1.3,5.2,9.0,2017/18,€96.05m,€23.80m,1.29,5.75,9.0,14.0,7.0,8.0,2.0,14.0,11.0,11.0,2.0,1.0,4.0,0.0,0.0,76.92307692307692,78.125,76.92307692307692,77.51937984496124,17.391304347826086,17.391304347826086,19.23076923076923,17.391304347826086,11.76470588235294,12.5,11.11111111111111,11.11111111111111,77.37263342277876,0.574975962335616,17.85117056856187,0.919732441471572,11.621732026143793,0.6616302076937006
T1,17/09/2017,Alanyaspor,Fenerbahce,1.0,4.0,A,1.0,2.0,A,3.4,3.5,2.05,3.6,3.6,1.91,3.25,3.5,2.05,2017/18,€29.18m,€74.93m,3.25,3.6,2.1,6.0,12.0,2.0,8.0,12.0,14.0,3.0,6.0,0.0,3.0,0.0,0.0,29.411764705882355,27.77777777777778,30.76923076923077,30.76923076923077,28.57142857142857,27.77777777777778,28.57142857142857,27.77777777777778,48.78048780487806,52.35602094240838,48.78048780487806,47.61904761904761,29.68200100553042,1.4216458627135904,28.17460317460317,0.4582144993568442,49.384011042803024,2.0555955607380167
T1,17/09/2017,Buyuksehyr,Trabzonspor,2.0,2.0,D,1.0,1.0,D,1.85,3.4,4.33,1.8,3.6,4.1,1.83,3.5,3.9,2017/18,€51.80m,€64.55m,1.87,3.6,4.1,11.0,6.0,6.0,3.0,18.0,22.0,4.0,0.0,5.0,2.0,0.0,0.0,54.05405405405405,55.55555555555556,54.64480874316939,53.475935828877,29.411764705882355,27.77777777777778,28.57142857142857,27.77777777777778,23.094688221709006,24.39024390243903,25.641025641025646,24.39024390243903,54.432588545414,0.8877997333123363,28.38468720821662,0.7802646210222024,24.379050416903176,1.0396182477204197
T1,17/09/2017,Goztep,Genclerbirligi,3.0,2.0,H,2.0,1.0,H,2.0,3.4,3.75,1.95,3.4,3.7,2.0,3.25,3.5,2017/18,€24.60m,€16.90m,1.95,3.5,3.8,12.0,10.0,8.0,6.0,13.0,18.0,5.0,6.0,3.0,4.0,0.0,0.0,50.0,51.28205128205129,50.0,51.28205128205129,29.411764705882355,29.411764705882355,30.76923076923077,28.57142857142857,26.666666666666668,27.027027027027025,28.57142857142857,26.31578947368421,50.64102564102565,0.740192652807218,29.541047188106013,0.9095828881364126,27.145227934701616,0.994151021165565
T1,17/09/2017,Osmanlispor,Sivasspor,2.0,4.0,A,2.0,4.0,A,1.85,3.3,4.5,1.85,3.4,4.0,1.91,3.3,3.9,2017/18,€25.50m,€22.93m,1.9,3.5,4.0,10.0,15.0,5.0,8.0,9.0,17.0,6.0,7.0,2.0,6.0,0.0,0.0,54.05405405405405,54.05405405405405,52.35602094240838,52.63157894736842,30.303030303030305,29.411764705882355,30.303030303030305,28.57142857142857,22.22222222222222,25.0,25.641025641025646,25.0,53.27392699947122,0.9078103679030987,29.647313470842885,0.831252201097836,24.465811965811966,1.5259462454151405
T1,18/09/2017,Besiktas,Konyaspor,2.0,0.0,H,1.0,0.0,H,1.4,4.5,7.5,1.4,4.5,7.0,1.44,4.33,6.5,2017/18,€122.55m,€26.28m,1.44,4.5,7.0,16.0,11.0,9.0,3.0,8.0,12.0,3.0,2.0,2.0,2.0,0.0,0.0,71.42857142857143,71.42857142857143,69.44444444444444,69.44444444444444,22.22222222222222,22.22222222222222,23.094688221709006,22.22222222222222,13.333333333333334,14.285714285714285,15.384615384615385,14.285714285714285,70.43650793650794,1.1455362483921168,22.44033872209392,0.43623299974339247,14.322344322344323,0.8384998639018019
T1,22/09/2017,Trabzonspor,Alanyaspor,3.0,4.0,A,3.0,1.0,H,1.45,4.5,6.5,1.5,4.0,6.25,1.5,4.25,5.25,2017/18,€64.55m,€29.18m,1.45,4.8,6.25,12.0,10.0,3.0,5.0,17.0,7.0,5.0,5.0,4.0,4.0,0.0,0.0,68.96551724137932,66.66666666666666,66.66666666666666,68.96551724137932,22.22222222222222,25.0,23.52941176470588,20.833333333333336,15.384615384615385,16.0,19.047619047619047,16.0,67.816091954023,1.3272419981370798,22.896241830065357,1.7829373237577761,16.60805860805861,1.652043078627775
T1,23/09/2017,Fenerbahce,Besiktas,2.0,1.0,H,1.0,0.0,H,2.6,3.2,2.75,2.45,3.25,2.75,2.5,3.3,2.62,2017/18,€74.93m,€122.55m,2.55,3.4,2.7,9.0,8.0,3.0,3.0,22.0,16.0,5.0,8.0,3.0,9.0,2.0,3.0,38.46153846153846,40.81632653061224,40.0,39.21568627450981,31.25,30.76923076923077,30.303030303030305,29.411764705882355,36.36363636363637,36.36363636363637,38.167938931297705,37.03703703703704,39.62338781666513,1.0134189629424617,30.43350644453586,0.783231075378395,36.98306217390187,0.8513171921427561
T1,23/09/2017,Genclerbirligi,Buyuksehyr,1.0,0.0,H,0.0,0.0,D,5.0,3.5,1.73,4.2,3.5,1.8,4.4,3.5,1.75,2017/18,€16.90m,€51.80m,4.6,3.7,1.75,10.0,7.0,6.0,2.0,19.0,17.0,3.0,3.0,3.0,2.0,0.0,0.0,20.0,23.809523809523807,22.727272727272727,21.73913043478261,28.57142857142857,28.57142857142857,28.57142857142857,27.027027027027025,57.80346820809249,55.55555555555556,57.14285714285714,57.14285714285714,22.06898174289479,1.6178505332398871,28.18532818532818,0.7722007722007724,56.91118451234058,0.9559017518621984
T1,23/09/2017,Konyaspor,Akhisar Belediyespor,2.0,0.0,H,1.0,0.0,H,2.7,3.1,2.7,2.6,3.1,2.7,2.6,3.1,2.62,2017/18,€26.28m,€18.60m,2.63,3.25,2.7,8.0,9.0,4.0,3.0,15.0,15.0,2.0,6.0,2.0,2.0,0.0,0.0,37.03703703703704,38.46153846153846,38.46153846153846,38.02281368821293,32.25806451612903,32.25806451612903,32.25806451612903,30.76923076923077,37.03703703703704,37.03703703703704,38.167938931297705,37.03703703703704,37.995731912081716,0.6717590761250017,31.88585607940447,0.744416873449131,37.3197625106022,0.5654509471303335
T1,24/09/2017,Bursaspor,Galatasaray,1.0,2.0,A,1.0,0.0,H,5.75,3.8,1.6,4.75,3.9,1.62,4.6,4.0,1.61,2017/18,€31.90m,€96.05m,5.0,4.0,1.65,7.0,11.0,5.0,6.0,11.0,15.0,6.0,9.0,0.0,2.0,0.0,0.0,17.391304347826086,21.052631578947366,21.73913043478261,20.0,26.31578947368421,25.641025641025646,25.0,25.0,62.5,61.72839506172839,62.11180124223602,60.60606060606061,20.045766590389015,1.9087100873515002,25.489203778677464,0.6284728748379604,61.73656422750625,0.8168521223407277
T1,24/09/2017,Karabukspor,Yeni Malatyaspor,2.0,4.0,A,0.0,3.0,A,1.85,3.5,4.2,1.91,3.4,3.8,1.91,3.4,3.75,2017/18,€14.75m,€18.73m,1.93,3.5,3.9,12.0,6.0,5.0,5.0,24.0,12.0,4.0,4.0,2.0,2.0,0.0,0.0,54.05405405405405,52.35602094240838,52.35602094240838,51.81347150259068,28.57142857142857,29.411764705882355,29.411764705882355,28.57142857142857,23.809523809523807,26.31578947368421,26.666666666666668,25.641025641025646,52.64489186036538,0.9736342081648383,28.991596638655462,0.4851682934366627,25.608251397725084,1.2724449035932013
T1,24/09/2017,Kasimpasa,Kayserispor,1.0,1.0,D,1.0,0.0,H,2.15,3.5,3.2,1.95,3.5,3.5,2.15,3.4,3.1,2017/18,€23.80m,€22.65m,2.1,3.6,3.25,10.0,7.0,5.0,4.0,17.0,11.0,2.0,5.0,1.0,1.0,0.0,0.0,46.51162790697674,51.28205128205129,46.51162790697674,47.61904761904761,28.57142857142857,28.57142857142857,29.411764705882355,27.77777777777778,31.25,28.57142857142857,32.25806451612903,30.76923076923077,47.9810886787631,2.2617145234581804,28.583099906629315,0.6672084933686491,30.712180964197096,1.556179162650648
T1,24/09/2017,Sivasspor,Goztep,2.0,3.0,A,1.0,2.0,A,2.05,3.3,3.6,2.15,3.4,3.1,2.1,3.3,3.2,2017/18,€22.93m,€24.60m,2.15,3.4,3.3,7.0,11.0,4.0,8.0,7.0,14.0,6.0,2.0,0.0,1.0,1.0,0.0,48.78048780487806,46.51162790697674,47.61904761904761,46.51162790697674,30.303030303030305,29.411764705882355,30.303030303030305,29.411764705882355,27.77777777777778,32.25806451612903,31.25,30.303030303030305,47.35569780946979,1.0838646369680136,29.85739750445633,0.5145724324328212,30.397218149234277,1.9200976794744518
T1,25/09/2017,Antalyaspor,Osmanlispor,3.0,0.0,H,2.0,0.0,H,2.0,3.4,3.75,2.0,3.4,3.5,2.0,3.4,3.4,2017/18,€30.15m,€25.50m,2.05,3.5,3.5,7.0,9.0,6.0,4.0,22.0,15.0,4.0,3.0,4.0,3.0,1.0,0.0,50.0,50.0,50.0,48.78048780487806,29.411764705882355,29.411764705882355,29.411764705882355,28.57142857142857,26.666666666666668,28.57142857142857,29.411764705882355,28.57142857142857,49.69512195121951,0.6097560975609717,29.20168067226891,0.4201680672268928,28.30532212885154,1.162043053932299
T1,29/09/2017,Akhisar Belediyespor,Fenerbahce,1.0,0.0,H,0.0,0.0,D,3.4,3.2,2.2,3.25,3.4,2.1,3.1,3.3,2.15,2017/18,€18.60m,€74.93m,3.2,3.5,2.15,8.0,5.0,3.0,1.0,19.0,16.0,3.0,3.0,3.0,5.0,0.0,2.0,29.411764705882355,30.76923076923077,32.25806451612903,31.25,31.25,29.411764705882355,30.303030303030305,28.57142857142857,45.45454545454545,47.61904761904761,46.51162790697674,46.51162790697674,30.922264997810537,1.1827652897387233,29.884055895085307,1.1528793389412804,46.524212221886636,0.8837737776139837
T1,30/09/2017,Galatasaray,Karabukspor,3.0,2.0,H,2.0,1.0,H,1.3,5.0,10.0,1.26,5.75,8.75,1.33,5.0,8.5,2017/18,€96.05m,€14.75m,1.33,5.25,8.5,12.0,7.0,7.0,5.0,12.0,9.0,8.0,3.0,4.0,3.0,0.0,0.0,76.92307692307692,79.36507936507937,75.18796992481202,75.18796992481202,20.0,17.391304347826086,20.0,19.047619047619047,10.0,11.428571428571429,11.76470588235294,11.76470588235294,76.66602403444509,1.976551185557449,19.109730848861282,1.2304478640251455,11.239495798319329,0.841385898928604
T1,30/09/2017,Kayserispor,Bursaspor,3.0,1.0,H,1.0,1.0,D,2.0,3.4,3.75,2.0,3.4,3.5,2.05,3.4,3.25,2017/18,€22.65m,€31.90m,2.1,3.5,3.4,9.0,7.0,4.0,2.0,12.0,11.0,5.0,7.0,1.0,2.0,0.0,0.0,50.0,50.0,48.78048780487806,47.61904761904761,29.411764705882355,29.411764705882355,29.411764705882355,28.57142857142857,26.666666666666668,28.57142857142857,30.76923076923077,29.411764705882355,49.09988385598142,1.1424108927355419,29.20168067226891,0.4201680672268928,28.85477267830209,1.71692377056227
T1,30/09/2017,Osmanlispor,Kasimpasa,3.0,0.0,H,2.0,0.0,H,1.95,3.75,3.5,2.1,3.4,3.2,2.0,3.4,3.25,2017/18,€25.50m,€23.80m,2.05,3.75,3.3,10.0,4.0,6.0,0.0,20.0,19.0,4.0,3.0,2.0,2.0,0.0,0.0,51.28205128205129,47.61904761904761,50.0,48.78048780487806,26.666666666666668,29.411764705882355,29.411764705882355,26.666666666666668,28.57142857142857,31.25,30.76923076923077,30.303030303030305,49.42039667649424,1.5764981947074612,28.039215686274513,1.584883091893091,30.22342241092241,1.1672173994315267
T1,30/09/2017,Sivasspor,Antalyaspor,3.0,1.0,H,3.0,0.0,H,2.38,3.3,2.9,2.45,3.25,2.75,2.25,3.3,2.8,2017/18,€22.93m,€30.15m,2.3,3.4,3.0,8.0,14.0,4.0,7.0,16.0,22.0,4.0,3.0,2.0,5.0,1.0,0.0,42.016806722689076,40.81632653061224,44.44444444444444,43.47826086956522,30.303030303030305,30.76923076923077,30.303030303030305,29.411764705882355,34.48275862068966,36.36363636363637,35.714285714285715,33.33333333333333,42.68895964182774,1.5982560950666802,30.19676402029343,0.5676052466160416,34.973503507986266,1.3431575211364937
T1,01/10/2017,Alanyaspor,Genclerbirligi,4.0,1.0,H,2.0,0.0,H,2.0,3.5,3.6,1.91,3.5,3.7,2.0,3.5,3.4,2017/18,€29.18m,€16.90m,2.0,3.5,3.6,13.0,6.0,7.0,3.0,9.0,20.0,2.0,4.0,2.0,4.0,1.0,0.0,50.0,52.35602094240838,50.0,50.0,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,27.77777777777778,27.027027027027025,29.411764705882355,27.77777777777778,50.589005235602095,1.178010471204189,28.57142857142857,0.0,27.99858682211623,1.006398435796811
T1,01/10/2017,Besiktas,Trabzonspor,2.0,2.0,D,1.0,1.0,D,1.85,3.4,4.33,1.95,3.4,3.6,1.87,3.6,3.7,2017/18,€122.55m,€64.55m,1.93,3.6,3.8,9.0,10.0,3.0,7.0,17.0,20.0,1.0,4.0,4.0,4.0,0.0,0.0,54.05405405405405,51.28205128205129,53.475935828877,51.81347150259068,29.411764705882355,29.411764705882355,27.77777777777778,27.77777777777778,23.094688221709006,27.77777777777778,27.027027027027025,26.31578947368421,52.656378166893255,1.3196513021744396,28.594771241830067,0.9433827927935069,26.053820625049504,2.0610879993705358
T1,01/10/2017,Goztep,Buyuksehyr,1.0,2.0,A,0.0,2.0,A,3.6,3.6,1.95,3.6,3.5,1.95,3.7,3.4,1.95,2017/18,€24.60m,€51.80m,3.8,3.6,1.93,15.0,5.0,7.0,3.0,11.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,27.77777777777778,27.77777777777778,27.027027027027025,26.31578947368421,27.77777777777778,28.57142857142857,29.411764705882355,27.77777777777778,51.28205128205129,51.28205128205129,51.28205128205129,51.81347150259068,27.224593014066695,0.7016606396853289,28.38468720821662,0.7802646210222023,51.41490633718614,0.26571011026969416
T1,01/10/2017,Yeni Malatyaspor,Konyaspor,1.0,1.0,D,0.0,1.0,A,2.38,3.2,3.0,2.55,3.25,2.65,2.4,3.2,2.8,2017/18,€18.73m,€26.28m,2.45,3.4,2.8,4.0,6.0,1.0,2.0,15.0,22.0,3.0,2.0,5.0,2.0,1.0,0.0,42.016806722689076,39.21568627450981,41.66666666666667,40.81632653061224,31.25,30.76923076923077,31.25,29.411764705882355,33.33333333333333,37.735849056603776,35.714285714285715,35.714285714285715,40.92887154861945,1.248414293373344,30.67024886877828,0.8690612853692141,35.62443845462714,1.8003113126247896
T1,13/10/2017,Genclerbirligi,Besiktas,2.0,1.0,H,1.0,0.0,H,5.5,4.0,1.57,5.25,3.9,1.57,5.5,3.75,1.57,2017/18,€16.90m,€122.55m,5.75,4.0,1.57,9.0,8.0,5.0,2.0,20.0,10.0,4.0,9.0,3.0,0.0,0.0,1.0,18.181818181818183,19.047619047619047,18.181818181818183,17.391304347826086,25.0,25.641025641025646,26.666666666666668,25.0,63.69426751592356,63.69426751592356,63.69426751592356,63.69426751592356,18.200639939770376,0.6765368249806676,25.57692307692308,0.7868355828855549,63.69426751592356,0.0
T1,14/10/2017,Antalyaspor,Goztep,1.0,3.0,A,1.0,2.0,A,2.0,3.5,3.6,2.0,3.7,3.25,2.0,3.5,3.3,2017/18,€30.15m,€24.60m,2.0,3.7,3.5,10.0,11.0,5.0,4.0,12.0,13.0,5.0,2.0,4.0,3.0,1.0,0.0,50.0,50.0,50.0,50.0,28.57142857142857,27.027027027027025,28.57142857142857,27.027027027027025,27.77777777777778,30.76923076923077,30.303030303030305,28.57142857142857,50.0,0.0,27.7992277992278,0.8916606473971057,29.355366855366857,1.414263495924813
T1,14/10/2017,Buyuksehyr,Alanyaspor,2.0,1.0,H,1.0,1.0,D,1.5,4.33,6.0,1.45,4.4,6.0,1.5,4.25,5.75,2017/18,€51.80m,€29.18m,1.5,4.6,5.75,10.0,12.0,6.0,7.0,10.0,10.0,6.0,4.0,2.0,1.0,0.0,0.0,66.66666666666666,68.96551724137932,66.66666666666666,66.66666666666666,23.094688221709006,22.727272727272727,23.52941176470588,21.73913043478261,16.666666666666664,16.666666666666664,17.391304347826086,17.391304347826086,67.24137931034483,1.1494252873563298,22.772625787117555,0.7630244144159724,17.028985507246375,0.41836976028233835
T1,14/10/2017,Karabukspor,Kayserispor,1.0,0.0,H,0.0,0.0,D,2.25,3.3,3.2,2.45,3.3,2.7,2.3,3.2,2.9,2017/18,€14.75m,€22.65m,2.38,3.4,2.9,6.0,11.0,5.0,5.0,26.0,15.0,4.0,5.0,5.0,1.0,1.0,0.0,44.44444444444444,40.81632653061224,43.47826086956522,42.016806722689076,30.303030303030305,30.303030303030305,31.25,29.411764705882355,31.25,37.03703703703704,34.48275862068966,34.48275862068966,42.68895964182774,1.5982560950666802,30.316956327985743,0.7506286776105592,34.313138569604085,2.3706527006248934
T1,14/10/2017,Konyaspor,Galatasaray,0.0,2.0,A,0.0,0.0,D,5.0,3.8,1.65,4.75,3.7,1.67,4.75,3.6,1.67,2017/18,€26.28m,€96.05m,4.8,3.9,1.67,5.0,6.0,0.0,4.0,10.0,8.0,6.0,5.0,2.0,1.0,0.0,0.0,20.0,21.052631578947366,21.052631578947366,20.833333333333336,26.31578947368421,27.027027027027025,27.77777777777778,25.641025641025646,60.60606060606061,59.88023952095809,59.88023952095809,59.88023952095809,20.73464912280702,0.500557553092689,26.690404979878668,0.9196426440979176,60.06169479223372,0.36291054255125843
T1,15/10/2017,Fenerbahce,Yeni Malatyaspor,3.0,1.0,H,3.0,0.0,H,1.45,4.5,6.5,1.44,4.5,6.0,1.44,4.2,6.0,2017/18,€74.93m,€18.73m,1.45,4.5,6.5,16.0,7.0,10.0,2.0,21.0,14.0,7.0,4.0,1.0,1.0,0.0,0.0,68.96551724137932,69.44444444444444,69.44444444444444,68.96551724137932,22.22222222222222,22.22222222222222,23.809523809523807,22.22222222222222,15.384615384615385,16.666666666666664,16.666666666666664,15.384615384615385,69.20498084291188,0.27650874961188515,22.61904761904762,0.7936507936507926,16.025641025641026,0.7401926528072109
T1,15/10/2017,Kasimpasa,Sivasspor,2.0,3.0,A,1.0,0.0,H,2.25,3.4,3.1,2.25,3.4,2.9,2.2,3.4,3.0,2017/18,€23.80m,€22.93m,2.3,3.5,2.9,8.0,11.0,3.0,5.0,15.0,17.0,6.0,5.0,4.0,4.0,0.0,0.0,44.44444444444444,44.44444444444444,45.45454545454545,43.47826086956522,29.411764705882355,29.411764705882355,29.411764705882355,28.57142857142857,32.25806451612903,34.48275862068966,33.33333333333333,34.48275862068966,44.45542380324989,0.8069144039062971,29.20168067226891,0.4201680672268928,33.63922877271042,1.0683744556339592
T1,15/10/2017,Trabzonspor,Akhisar Belediyespor,1.0,6.0,A,0.0,3.0,A,1.7,3.75,4.75,1.7,3.5,4.75,1.75,3.6,4.25,2017/18,€64.55m,€18.60m,1.75,3.8,4.4,8.0,12.0,3.0,8.0,12.0,11.0,6.0,2.0,1.0,2.0,0.0,0.0,58.82352941176471,58.82352941176471,57.14285714285714,57.14285714285714,26.666666666666668,28.57142857142857,27.77777777777778,26.31578947368421,21.052631578947366,21.052631578947366,23.52941176470588,22.727272727272727,57.983193277310924,0.9703365868733254,27.332915622389304,1.0344483128083264,22.090486912468336,1.242348353047402
T1,16/10/2017,Bursaspor,Osmanlispor,3.0,1.0,H,2.0,1.0,H,2.5,3.2,2.8,2.4,3.3,2.75,2.37,3.3,2.75,2017/18,€31.90m,€25.50m,2.4,3.5,2.8,7.0,8.0,3.0,4.0,14.0,13.0,5.0,8.0,2.0,4.0,1.0,0.0,40.0,41.66666666666667,42.19409282700421,41.66666666666667,31.25,30.303030303030305,30.303030303030305,28.57142857142857,35.714285714285715,36.36363636363637,36.36363636363637,35.714285714285715,41.381856540084385,0.9541992977659212,30.106872294372295,1.1167339740544449,36.03896103896104,0.374902772201057
T1,20/10/2017,Antalyaspor,Kasimpasa,2.0,1.0,H,1.0,1.0,D,1.72,3.89,4.33,1.8,3.5,4.2,1.75,3.6,4.0,2017/18,€30.15m,€23.80m,1.75,3.9,4.3,13.0,8.0,8.0,2.0,17.0,14.0,6.0,5.0,4.0,5.0,0.0,1.0,58.139534883720934,55.55555555555556,57.14285714285714,57.14285714285714,25.70694087403599,28.57142857142857,27.77777777777778,25.641025641025646,23.094688221709006,23.809523809523807,25.0,23.25581395348837,56.995201181247694,1.0685946715489207,26.924293216066996,1.4798888662961178,23.790006496180297,0.8628044158995766
T1,20/10/2017,Goztep,Alanyaspor,3.0,3.0,D,1.0,0.0,H,1.9,3.79,3.6,1.9,3.5,3.75,1.87,3.7,3.5,2017/18,€24.60m,€29.18m,1.95,3.8,3.5,10.0,9.0,4.0,5.0,12.0,15.0,4.0,9.0,1.0,5.0,0.0,0.0,52.63157894736842,52.63157894736842,53.475935828877,51.28205128205129,26.385224274406333,28.57142857142857,27.027027027027025,26.31578947368421,27.77777777777778,26.666666666666668,28.57142857142857,28.57142857142857,52.50528625141629,0.9074440446668055,27.074867336636533,1.0478217055734105,27.896825396825395,0.901414023142899
T1,21/10/2017,Akhisar Belediyespor,Genclerbirligi,3.0,3.0,D,1.0,3.0,A,1.72,3.6,4.75,1.72,3.6,4.5,1.7,3.6,4.6,2017/18,€18.60m,€16.90m,1.7,3.8,4.8,6.0,5.0,4.0,5.0,14.0,14.0,2.0,3.0,0.0,3.0,0.0,1.0,58.139534883720934,58.139534883720934,58.82352941176471,58.82352941176471,27.77777777777778,27.77777777777778,27.77777777777778,26.31578947368421,21.052631578947366,22.22222222222222,21.73913043478261,20.833333333333336,58.481532147742826,0.39490442489030514,27.412280701754387,0.7309941520467849,21.461829392321384,0.6370618155637834
T1,21/10/2017,Osmanlispor,Karabukspor,3.0,0.0,H,0.0,0.0,D,1.72,3.6,5.0,1.75,3.4,4.75,1.73,3.6,4.33,2017/18,€25.50m,€14.75m,1.73,3.8,4.6,9.0,8.0,5.0,4.0,11.0,17.0,2.0,5.0,2.0,1.0,0.0,0.0,58.139534883720934,57.14285714285714,57.80346820809249,57.80346820809249,27.77777777777778,29.411764705882355,27.77777777777778,26.31578947368421,20.0,21.052631578947366,23.094688221709006,21.73913043478261,57.72233211069076,0.4175386308566786,27.82077743378053,1.2649014719017448,21.471612558859746,1.2970645070303832
T1,21/10/2017,Yeni Malatyaspor,Trabzonspor,1.0,0.0,H,1.0,0.0,H,3.39,3.25,2.14,3.4,3.5,2.0,3.2,3.4,2.05,2017/18,€18.73m,€64.55m,3.3,3.6,2.1,10.0,9.0,2.0,4.0,18.0,17.0,5.0,2.0,3.0,5.0,0.0,2.0,29.49852507374631,29.411764705882355,31.25,30.303030303030305,30.76923076923077,28.57142857142857,29.411764705882355,27.77777777777778,46.728971962616825,50.0,48.78048780487806,47.61904761904761,30.115830020664745,0.8559904307706315,29.13255045607987,1.2789253071826807,48.28212684663563,1.42026006674371
T1,22/10/2017,Galatasaray,Fenerbahce,0.0,0.0,D,0.0,0.0,D,1.83,3.39,4.5,1.91,3.4,3.8,1.91,3.5,3.6,2017/18,€96.05m,€74.93m,1.83,3.75,4.0,10.0,4.0,7.0,0.0,20.0,14.0,8.0,6.0,5.0,2.0,1.0,0.0,54.64480874316939,52.35602094240838,52.35602094240838,54.64480874316939,29.49852507374631,29.411764705882355,28.57142857142857,26.666666666666668,22.22222222222222,26.31578947368421,27.77777777777778,25.0,53.500414842788885,1.321432252887303,28.537096254430978,1.3151775324202453,25.328947368421055,2.3615372973076765
T1,22/10/2017,Kayserispor,Konyaspor,2.0,1.0,H,0.0,0.0,D,1.83,3.5,4.2,1.95,3.3,3.75,1.91,3.25,4.0,2017/18,€22.65m,€26.28m,1.87,3.5,4.2,19.0,8.0,8.0,4.0,15.0,7.0,4.0,3.0,0.0,2.0,0.0,0.0,54.64480874316939,51.28205128205129,52.35602094240838,53.475935828877,28.57142857142857,30.303030303030305,30.76923076923077,28.57142857142857,23.809523809523807,26.666666666666668,25.0,23.809523809523807,52.93970419912652,1.4472301365622096,29.553779553779552,1.1501775583863183,24.821428571428573,1.3521210347143529
T1,23/10/2017,Besiktas,Buyuksehyr,1.0,1.0,D,0.0,0.0,D,1.75,3.5,4.75,1.72,3.7,4.4,1.73,3.6,4.4,2017/18,€122.55m,€51.80m,1.73,3.8,4.6,13.0,9.0,3.0,5.0,12.0,12.0,9.0,5.0,5.0,2.0,0.0,0.0,57.14285714285714,58.139534883720934,57.80346820809249,57.80346820809249,28.57142857142857,27.027027027027025,27.77777777777778,26.31578947368421,21.052631578947366,22.727272727272727,22.727272727272727,21.73913043478261,57.72233211069076,0.4175386308566786,27.423005712479394,0.9708184176349048,22.061576867068855,0.8181777012975904
