Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
F1,11/09/2004,Toulouse,Ajaccio,H,1.667,3.4,4.5,1.7,3.3,4.5,1.65,3.2,4.6,1.66,3.3,4.5,2004/5,€37.10m,€24.55m,59.988,58.8235,60.241,60.6061,29.4118,30.303,30.303,31.25,22.2222,22.2222,22.2222,21.7391,H,59.9146,0.7704,30.317,0.7506,22.1014,0.2416
F1,12/09/2004,Sochaux,Marseille,H,2.3,3.0,2.875,2.5,3.05,2.6,2.4,2.9,2.7,2.4,3.1,2.6,2004/5,€49.65m,€78.60m,43.4783,40.0,41.6667,41.6667,33.3333,32.7869,32.2581,34.4828,34.7826,38.4615,38.4615,37.037,H,41.7029,1.4206,33.2153,0.9522,37.1856,1.7371
F1,18/09/2004,Ajaccio,St Etienne,D,2.0,3.25,3.25,2.25,3.05,2.95,2.1,2.9,3.2,2.0,3.0,3.4,2004/5,€24.55m,€37.50m,50.0,44.4444,50.0,47.619,30.7692,32.7869,33.3333,34.4828,30.7692,33.8983,29.4118,31.25,H,48.0158,2.6323,32.843,1.5528,31.3323,1.8794
F1,18/09/2004,Bordeaux,Stade Rennais FC,D,1.8,3.25,4.0,1.7,3.3,4.5,1.7,3.2,4.2,1.66,3.2,4.8,2004/5,€52.60m,€61.30m,55.5556,58.8235,60.241,58.8235,30.7692,30.303,31.25,31.25,25.0,22.2222,20.8333,23.8095,H,58.3609,1.986,30.893,0.454,22.9662,1.8212
F1,18/09/2004,Lyon,Bastia,D,1.44,3.75,6.5,1.4,3.9,7.0,1.5,3.5,5.4,1.4,3.75,7.0,2004/5,€133.90m,€31.85m,69.4444,71.4286,71.4286,66.6667,26.6667,25.641,26.6667,28.5714,15.3846,14.2857,14.2857,18.5185,H,69.7421,2.2535,26.8864,1.2229,15.6186,2.0015
F1,18/09/2004,Marseille,Toulouse,H,1.72,3.25,4.33,1.7,3.3,4.5,1.7,3.2,4.2,1.66,3.2,4.8,2004/5,€78.60m,€37.10m,58.1395,58.8235,60.241,58.8235,30.7692,30.303,31.25,31.25,23.0947,22.2222,20.8333,23.8095,H,59.0069,0.8837,30.893,0.454,22.4899,1.281
F1,18/09/2004,Nantes,Istres,H,1.72,3.25,4.33,1.7,3.3,4.5,1.65,3.2,4.6,1.61,3.3,5.0,2004/5,€47.35m,€18.50m,58.1395,58.8235,62.1118,60.6061,30.7692,30.303,30.303,31.25,23.0947,22.2222,20.0,21.7391,H,59.9202,1.7932,30.6563,0.4527,21.764,1.3029
F1,18/09/2004,Strasbourg,Lens,D,2.75,3.0,2.37,2.5,3.05,2.6,2.5,2.9,2.6,2.62,2.9,2.5,2004/5,€35.10m,€52.50m,36.3636,40.0,38.1679,40.0,33.3333,32.7869,34.4828,34.4828,42.1941,38.4615,40.0,38.4615,A,38.6329,1.742,33.7714,0.8511,39.7793,1.7657
F1,19/09/2004,Auxerre,Metz,H,1.83,3.25,3.75,1.85,3.1,4.0,1.8,3.1,3.8,1.83,3.0,4.0,2004/5,€47.85m,€35.70m,54.6448,54.0541,54.6448,55.5556,30.7692,32.2581,33.3333,32.2581,26.6667,25.0,25.0,26.3158,H,54.7248,0.6199,32.1547,1.0536,25.7456,0.8728
F1,19/09/2004,Lille,Caen,H,1.83,3.25,3.75,1.8,3.15,4.15,1.9,3.0,3.6,1.83,3.0,4.0,2004/5,€56.25m,€22.70m,54.6448,55.5556,54.6448,52.6316,30.7692,31.746,33.3333,33.3333,26.6667,24.0964,25.0,27.7778,H,54.3692,1.2354,32.2954,1.263,25.8852,1.6509
