Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
E0,15/04/2006,Fulham,Charlton,2.0,1.0,H,2.0,1.0,H,M Atkinson,6.0,10.0,4.0,7.0,12.0,16.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,3.25,3.75,2.05,3.2,3.35,2.1,3.2,3.0,2005/6,€70.88m,€82.43m,2.0,3.25,3.5,50.0,48.78048780487806,47.61904761904761,50.0,30.76923076923077,31.25,31.25,30.76923076923077,26.666666666666668,29.850746268656714,33.33333333333333,28.57142857142857,H,49.09988385598142,1.1424108927355419,31.009615384615387,0.2775722448027042,29.60554371002132,2.8084949804867443
E0,15/04/2006,Newcastle,Wigan,3.0,1.0,H,2.0,1.0,H,U Rennie,11.0,13.0,8.0,5.0,13.0,16.0,7.0,1.0,2.0,3.0,0.0,0.0,1.83,3.3,4.33,1.8,3.35,4.0,1.91,3.2,3.5,2005/6,€150.48m,€51.92m,1.85,3.4,4.0,54.64480874316939,55.55555555555556,52.35602094240838,54.05405405405405,30.303030303030305,29.850746268656714,31.25,29.411764705882355,23.094688221709006,25.0,28.57142857142857,25.0,H,54.15260982379685,1.347585662208498,30.20388531939234,0.7866273807136669,25.416529198284394,2.2870161580260673
E0,15/04/2006,Portsmouth,Middlesbrough,1.0,0.0,H,0.0,0.0,D,A Marriner,16.0,12.0,11.0,8.0,12.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,1.72,3.6,4.5,1.75,3.3,4.4,1.73,3.4,4.0,2005/6,€86.13m,€94.38m,1.65,3.5,5.0,58.139534883720934,57.14285714285714,57.80346820809249,60.60606060606061,27.77777777777778,30.303030303030305,29.411764705882355,28.57142857142857,22.22222222222222,22.727272727272727,25.0,20.0,H,58.422980210182786,1.5131304698309274,29.01600033952975,1.08687851667776,22.487373737373737,2.0516802623181416
E0,15/04/2006,West Ham,Man City,1.0,0.0,H,1.0,0.0,H,S Bennett,8.0,6.0,6.0,2.0,18.0,11.0,9.0,3.0,0.0,2.0,0.0,0.0,2.1,3.2,3.5,1.9,3.2,3.8,1.91,3.25,3.4,2005/6,€62.55m,€91.90m,2.0,3.3,3.5,47.61904761904761,52.63157894736842,52.35602094240838,50.0,31.25,31.25,30.76923076923077,30.303030303030305,28.57142857142857,26.31578947368421,29.411764705882355,28.57142857142857,H,50.6516618772061,2.341390176002798,30.89306526806527,0.4539754210630203,28.217602830605923,1.3283199838727306
E0,16/04/2006,Aston Villa,Birmingham,3.0,1.0,H,1.0,1.0,D,G Poll,9.0,12.0,7.0,8.0,22.0,12.0,5.0,5.0,4.0,3.0,0.0,0.0,2.4,3.0,3.0,2.15,3.1,3.2,2.2,3.0,3.0,2005/6,€89.00m,€81.83m,2.35,3.0,3.0,41.66666666666667,46.51162790697674,45.45454545454545,42.5531914893617,33.33333333333333,32.25806451612903,33.33333333333333,33.33333333333333,33.33333333333333,31.25,33.33333333333333,33.33333333333333,H,44.04650787938764,2.3060084274175656,33.064516129032256,0.5376344086021483,32.8125,1.0416666666666643
E0,16/04/2006,Blackburn,Liverpool,0.0,1.0,A,0.0,1.0,A,A Wiley,6.0,7.0,3.0,2.0,12.0,11.0,6.0,4.0,3.0,2.0,0.0,0.0,3.25,3.2,2.2,3.4,3.25,2.0,3.2,3.2,2.0,2005/6,€63.80m,€216.35m,3.1,3.25,2.2,30.76923076923077,29.411764705882355,31.25,32.25806451612903,31.25,30.76923076923077,31.25,30.76923076923077,45.45454545454545,50.0,50.0,45.45454545454545,A,30.922264997810537,1.1827652897387233,31.009615384615387,0.2775722448027042,47.72727272727272,2.6243194054073906
E0,17/04/2006,Charlton,Portsmouth,2.0,1.0,H,0.0,1.0,A,H Webb,16.0,11.0,9.0,5.0,10.0,17.0,6.0,9.0,1.0,1.0,0.0,0.0,2.25,3.25,2.8,2.3,3.2,2.85,2.25,3.2,2.75,2005/6,€82.43m,€86.13m,2.5,3.4,2.6,44.44444444444444,43.47826086956522,44.44444444444444,40.0,30.76923076923077,31.25,31.25,29.411764705882355,35.714285714285715,35.08771929824561,36.36363636363637,38.46153846153846,H,43.091787439613526,2.110913959185048,30.67024886877828,0.8690612853692141,36.406794959426534,1.4655332565755899
E0,17/04/2006,Chelsea,Everton,3.0,0.0,H,1.0,0.0,H,R Styles,15.0,4.0,8.0,2.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,1.0,1.2,5.5,11.0,1.2,5.5,12.0,1.22,5.0,10.0,2005/6,€363.43m,€92.92m,1.22,5.5,13.0,83.33333333333334,83.33333333333334,81.9672131147541,81.9672131147541,18.181818181818183,18.181818181818183,20.0,18.181818181818183,9.090909090909092,8.333333333333332,10.0,7.6923076923076925,H,82.65027322404372,0.788729875942115,18.636363636363637,0.9090909090909083,8.779137529137529,0.9945932426055879
E0,17/04/2006,Middlesbrough,West Ham,2.0,0.0,H,1.0,0.0,H,M Atkinson,12.0,14.0,8.0,6.0,6.0,12.0,4.0,7.0,0.0,1.0,0.0,0.0,2.5,3.25,2.5,2.5,3.2,2.55,2.37,3.2,2.6,2005/6,€94.38m,€62.55m,2.4,3.3,2.75,40.0,40.0,42.19409282700421,41.66666666666667,30.76923076923077,31.25,31.25,30.303030303030305,40.0,39.21568627450981,38.46153846153846,36.36363636363637,H,40.96518987341772,1.135114552853098,30.89306526806527,0.4539754210630203,38.51021527492116,1.5628305850680617
E0,17/04/2006,Sunderland,Newcastle,1.0,4.0,A,1.0,0.0,H,C Foy,12.0,9.0,6.0,4.0,16.0,21.0,13.0,1.0,1.0,2.0,0.0,0.0,4.0,3.2,1.83,3.9,3.25,1.85,3.75,3.25,1.8,2005/6,€34.35m,€150.48m,3.75,3.4,1.9,25.0,25.641025641025646,26.666666666666668,26.666666666666668,31.25,30.76923076923077,30.76923076923077,29.411764705882355,54.64480874316939,54.05405405405405,55.55555555555556,52.63157894736842,A,25.993589743589748,0.820078677880149,30.550056561085974,0.7919814459807936,54.22149932503685,1.2267547453566705
E0,17/04/2006,Tottenham,Man United,1.0,2.0,A,0.0,2.0,A,M Halsey,15.0,11.0,8.0,5.0,7.0,15.0,9.0,5.0,1.0,1.0,0.0,0.0,3.2,3.2,2.1,3.75,3.1,1.95,3.2,3.2,2.0,2005/6,€154.33m,€254.58m,3.25,3.3,2.1,31.25,26.666666666666668,31.25,30.76923076923077,31.25,32.25806451612903,31.25,30.303030303030305,47.61904761904761,51.28205128205129,50.0,47.61904761904761,A,29.98397435897436,2.2231209145974145,31.265273704789834,0.7983342097612395,49.130036630036635,1.8215541816649268
E0,17/04/2006,West Brom,Bolton,0.0,0.0,D,0.0,0.0,D,D Gallagher,9.0,8.0,1.0,3.0,13.0,16.0,3.0,6.0,0.0,0.0,0.0,0.0,2.5,3.25,2.5,2.4,3.1,2.75,2.37,3.2,2.6,2005/6,€65.55m,€61.85m,2.4,3.3,2.75,40.0,41.66666666666667,42.19409282700421,41.66666666666667,30.76923076923077,32.25806451612903,31.25,30.303030303030305,40.0,36.36363636363637,38.46153846153846,36.36363636363637,H,41.381856540084385,0.9541992977659212,31.145081397097528,0.8366705994539201,37.7972027972028,1.770487958205895
E0,18/04/2006,Wigan,Aston Villa,3.0,2.0,H,1.0,0.0,H,P Walton,18.0,9.0,11.0,4.0,10.0,13.0,8.0,7.0,2.0,2.0,0.0,0.0,1.9,3.25,3.6,2.0,3.1,3.6,1.9,3.2,3.5,2005/6,€51.92m,€89.00m,2.0,3.3,3.5,52.63157894736842,50.0,52.63157894736842,50.0,30.76923076923077,32.25806451612903,31.25,30.303030303030305,27.77777777777778,27.77777777777778,28.57142857142857,28.57142857142857,H,51.315789473684205,1.519342813656908,31.145081397097528,0.8366705994539201,28.174603174603174,0.4582144993568442
E0,19/04/2006,Birmingham,Blackburn,2.0,1.0,H,0.0,0.0,D,U Rennie,12.0,12.0,6.0,6.0,15.0,12.0,9.0,11.0,5.0,0.0,0.0,0.0,2.5,3.25,2.5,2.35,3.1,2.85,2.5,3.2,2.5,2005/6,€81.83m,€63.80m,2.4,3.3,2.75,40.0,42.5531914893617,40.0,41.66666666666667,30.76923076923077,32.25806451612903,31.25,30.303030303030305,40.0,35.08771929824561,40.0,36.36363636363637,H,41.05496453900709,1.2707955310063355,31.145081397097528,0.8366705994539201,37.8628389154705,2.5221559682004218
