Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
N1,06/11/2005,Utrecht,Den Haag,D,1.53,3.75,5.0,1.6,3.5,5.0,1.6,3.4,4.6,1.55,3.8,4.6,2005/6,€18.45m,€17.50m,65.3595,62.5,64.5161,62.5,26.6667,28.5714,26.3158,29.4118,20.0,20.0,21.7391,21.7391,H,63.7189,1.449,27.7414,1.4907,20.8696,1.0041
N1,18/11/2005,Willem II,Vitesse,A,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.0,2.5,2.4,3.4,2.4,2005/6,€18.58m,€25.75m,40.0,38.4615,41.6667,40.0,31.25,31.25,29.4118,33.3333,40.0,41.6667,41.6667,40.0,A,40.032,1.309,31.3113,1.6025,40.8333,0.9623
N1,19/11/2005,Ajax,Twente,H,1.44,3.75,6.5,1.5,3.7,5.7,1.5,3.7,5.0,1.44,3.75,6.0,2005/6,€87.25m,€22.75m,69.4444,66.6667,69.4444,66.6667,26.6667,27.027,26.6667,27.027,15.3846,17.5439,16.6667,20.0,H,68.0556,1.6037,26.8468,0.208,17.3988,1.9477
N1,19/11/2005,Den Haag,Nijmegen,A,2.37,3.2,2.62,2.25,3.2,2.8,2.2,3.0,2.9,2.25,3.4,2.6,2005/6,€17.50m,€17.88m,42.1941,44.4444,44.4444,45.4545,31.25,31.25,29.4118,33.3333,38.1679,35.7143,38.4615,34.4828,H,44.1344,1.3784,31.3113,1.6025,36.7066,1.9274
N1,19/11/2005,NAC Breda,Utrecht,A,1.9,3.25,3.5,2.1,3.2,3.1,2.0,3.0,2.9,1.95,3.45,3.1,2005/6,€18.35m,€18.45m,52.6316,47.619,51.2821,50.0,30.7692,31.25,28.9855,33.3333,28.5714,32.2581,32.2581,34.4828,H,50.3832,2.1331,31.0845,1.7879,31.8926,2.4499
N1,19/11/2005,Waalwijk,PSV Eindhoven,D,4.33,3.25,1.72,4.0,3.25,1.8,4.4,3.3,1.65,4.33,3.4,1.66,2005/6,€16.67m,€96.65m,23.0947,25.0,23.0947,22.7273,30.7692,30.7692,29.4118,30.303,58.1395,55.5556,60.241,60.6061,A,23.4792,1.0286,30.3133,0.6399,58.6356,2.3233
N1,20/11/2005,Groningen,AZ Alkmaar,D,3.75,3.2,1.83,3.45,3.35,1.9,3.8,3.3,1.75,3.0,3.4,2.0,2005/6,€13.48m,€49.50m,26.6667,28.9855,33.3333,26.3158,31.25,29.8507,29.4118,30.303,54.6448,52.6316,50.0,57.1429,A,28.8253,3.2303,30.2039,0.7866,53.6048,3.0299
N1,20/11/2005,Heracles,Roosendaal,H,1.83,3.3,3.75,1.9,3.2,3.65,1.8,3.2,3.7,1.85,3.45,3.4,2005/6,€9.75m,€10.85m,54.6448,52.6316,54.0541,55.5556,30.303,31.25,28.9855,31.25,26.6667,27.3973,29.4118,27.027,H,54.2215,1.2268,30.4471,1.0718,27.6257,1.2275
N1,20/11/2005,Roda,Feyenoord,A,3.75,3.3,1.8,3.65,3.2,1.9,3.5,3.1,1.9,3.1,3.4,1.95,2005/6,€25.85m,€76.88m,26.6667,27.3973,32.2581,28.5714,30.303,31.25,29.4118,32.2581,55.5556,52.6316,51.2821,52.6316,A,28.7234,2.4837,30.8057,1.2251,53.0252,1.8029
N1,20/11/2005,Sparta Rotterdam,Heerenveen,A,2.6,3.2,2.4,2.5,3.3,2.45,2.6,3.0,2.4,2.45,3.4,2.35,2005/6,€11.38m,€41.08m,38.4615,40.0,40.8163,38.4615,31.25,30.303,29.4118,33.3333,41.6667,40.8163,42.5532,41.6667,A,39.4348,1.1723,31.0745,1.6825,41.6757,0.7092
N1,27/11/2005,AZ Alkmaar,Roda,H,1.4,3.75,7.5,1.45,3.7,6.5,1.4,3.9,6.0,1.44,3.75,6.0,2005/6,€49.50m,€25.85m,71.4286,68.9655,69.4444,71.4286,26.6667,27.027,26.6667,25.641,13.3333,15.3846,16.6667,16.6667,H,70.3168,1.2986,26.5004,0.5975,15.5128,1.5737
N1,27/11/2005,Feyenoord,Heracles,H,1.25,4.5,11.0,1.25,5.0,9.0,1.22,4.8,9.5,1.2,5.5,9.0,2005/6,€76.88m,€9.75m,80.0,80.0,83.3333,81.9672,22.2222,20.0,18.1818,20.8333,9.0909,11.1111,11.1111,10.5263,H,81.3251,1.6286,20.3093,1.6888,10.4598,0.9534
N1,27/11/2005,Heerenveen,Roosendaal,H,1.28,4.33,9.5,1.3,4.6,8.2,1.22,4.8,9.5,1.2,5.5,9.0,2005/6,€41.08m,€10.85m,78.125,76.9231,83.3333,81.9672,23.0947,21.7391,18.1818,20.8333,10.5263,12.1951,11.1111,10.5263,H,80.0871,3.0514,20.9622,2.0735,11.0897,0.7868
N1,27/11/2005,PSV Eindhoven,Den Haag,H,1.14,6.0,13.0,1.2,5.5,10.5,1.12,6.5,13.0,1.11,6.5,15.0,2005/6,€96.65m,€17.50m,87.7193,83.3333,90.0901,89.2857,16.6667,18.1818,15.3846,15.3846,7.6923,9.5238,6.6667,7.6923,H,87.6071,3.0145,16.4044,1.3302,7.8938,1.1894
N1,27/11/2005,Utrecht,Ajax,H,3.1,3.2,2.1,2.8,3.3,2.2,3.1,3.2,2.0,2.87,3.3,2.1,2005/6,€18.45m,€87.25m,32.2581,35.7143,34.8432,32.2581,31.25,30.303,30.303,31.25,47.619,45.4545,47.619,50.0,A,33.7684,1.7799,30.7765,0.5468,47.6731,1.8567
N1,29/11/2005,Vitesse,Waalwijk,H,2.0,3.2,3.2,1.9,3.2,3.65,1.9,3.1,3.5,2.0,3.4,3.0,2005/6,€25.75m,€16.67m,50.0,52.6316,50.0,52.6316,31.25,31.25,29.4118,32.2581,31.25,27.3973,33.3333,28.5714,H,51.3158,1.5194,31.0425,1.1864,30.138,2.6716
N1,30/11/2005,NAC Breda,Groningen,D,1.83,3.3,3.6,1.9,3.3,3.55,1.8,3.2,3.7,1.85,3.4,3.45,2005/6,€18.35m,€13.48m,54.6448,52.6316,54.0541,55.5556,30.303,30.303,29.4118,31.25,27.7778,28.169,28.9855,27.027,H,54.2215,1.2268,30.317,0.7506,27.9898,0.8156
N1,30/11/2005,Nijmegen,Willem II,H,1.72,3.4,4.33,1.75,3.4,4.05,1.7,3.2,4.2,1.75,3.5,3.75,2005/6,€17.88m,€18.58m,58.1395,57.1429,57.1429,58.8235,29.4118,29.4118,28.5714,31.25,23.0947,24.6914,26.6667,23.8095,H,57.8122,0.8217,29.6612,1.1308,24.5656,1.5455
N1,30/11/2005,Twente,Sparta Rotterdam,H,1.72,3.4,4.33,1.7,3.4,4.4,1.75,3.2,4.0,1.75,3.4,3.85,2005/6,€22.75m,€11.38m,58.1395,58.8235,57.1429,57.1429,29.4118,29.4118,29.4118,31.25,23.0947,22.7273,25.974,25.0,H,57.8122,0.8217,29.8714,0.9191,24.199,1.5468
N1,02/12/2005,Heracles,Roda,A,2.37,3.25,2.62,2.75,3.2,2.3,2.7,3.0,2.3,2.3,3.4,2.55,2005/6,€9.75m,€25.85m,42.1941,36.3636,43.4783,37.037,30.7692,31.25,29.4118,33.3333,38.1679,43.4783,39.2157,43.4783,No Consensus,39.7682,3.5917,31.1911,1.6265,41.085,2.7964
N1,03/12/2005,AZ Alkmaar,Heerenveen,H,1.61,3.5,5.0,1.6,3.6,4.75,1.65,3.4,4.8,1.53,3.5,5.5,2005/6,€49.50m,€41.08m,62.1118,62.5,65.3595,60.6061,28.5714,27.7778,28.5714,29.4118,20.0,21.0526,18.1818,20.8333,H,62.6444,1.9859,28.5831,0.6672,20.0169,1.3047
N1,03/12/2005,PSV Eindhoven,NAC Breda,H,1.2,5.5,11.0,1.2,5.35,11.0,1.2,5.0,10.0,1.16,6.0,10.0,2005/6,€96.65m,€18.35m,83.3333,83.3333,86.2069,83.3333,18.1818,18.6916,16.6667,20.0,9.0909,9.0909,10.0,10.0,H,84.0517,1.4368,18.385,1.3779,9.5454,0.5249
N1,03/12/2005,Roosendaal,Feyenoord,D,10.0,5.0,1.22,9.25,4.25,1.3,7.0,4.0,1.35,8.0,4.33,1.3,2005/6,€10.85m,€76.88m,10.0,10.8108,12.5,14.2857,20.0,23.5294,23.0947,25.0,81.9672,76.9231,76.9231,74.0741,A,11.8991,1.9016,22.906,2.1019,77.4719,3.2841
N1,04/12/2005,Ajax,Waalwijk,H,1.5,3.5,6.5,1.55,3.6,5.25,1.6,3.5,5.0,1.5,3.4,6.0,2005/6,€87.25m,€16.67m,66.6667,64.5161,66.6667,62.5,28.5714,27.7778,29.4118,28.5714,15.3846,19.0476,16.6667,20.0,H,65.0874,2.0008,28.5831,0.6672,17.7747,2.1223
N1,04/12/2005,Groningen,Twente,H,2.0,3.3,3.3,2.0,3.2,3.35,2.1,3.0,3.1,1.95,3.45,3.1,2005/6,€13.48m,€22.75m,50.0,50.0,51.2821,47.619,30.303,31.25,28.9855,33.3333,30.303,29.8507,32.2581,32.2581,H,49.7253,1.5287,30.968,1.83,31.1675,1.2728
N1,04/12/2005,Nijmegen,Vitesse,H,2.3,3.25,2.75,2.3,3.2,2.75,2.3,3.0,2.7,2.3,3.35,2.55,2005/6,€17.88m,€25.75m,43.4783,43.4783,43.4783,43.4783,30.7692,31.25,29.8507,33.3333,36.3636,36.3636,39.2157,37.037,H,43.4783,0.0,31.3008,1.4741,37.245,1.3516
N1,04/12/2005,Sparta Rotterdam,Den Haag,A,1.9,3.4,3.5,1.9,3.35,3.5,1.9,3.1,3.5,1.95,3.45,3.1,2005/6,€11.38m,€17.50m,52.6316,52.6316,51.2821,52.6316,29.4118,29.8507,28.9855,32.2581,28.5714,28.5714,32.2581,28.5714,H,52.2942,0.6747,30.1265,1.4643,29.4931,1.8433
N1,09/12/2005,Roda,Nijmegen,A,2.1,3.3,3.0,2.15,3.25,2.95,2.1,3.1,3.0,2.2,3.25,2.75,2005/6,€25.85m,€17.88m,47.619,46.5116,45.4545,47.619,30.303,30.7692,30.7692,32.2581,33.3333,33.8983,36.3636,33.3333,H,46.801,1.0384,31.0249,0.851,34.2321,1.4457
N1,10/12/2005,Den Haag,Roosendaal,H,1.66,3.4,4.5,1.7,3.4,4.35,1.65,3.3,4.4,1.6,3.65,4.5,2005/6,€17.50m,€10.85m,60.241,58.8235,62.5,60.6061,29.4118,29.4118,27.3973,30.303,22.2222,22.9885,22.2222,22.7273,H,60.5426,1.5146,29.131,1.2298,22.54,0.3822
N1,10/12/2005,Heerenveen,Willem II,D,1.5,3.6,6.0,1.45,3.9,6.0,1.5,3.7,5.0,1.5,3.75,5.25,2005/6,€41.08m,€18.58m,66.6667,68.9655,66.6667,66.6667,27.7778,25.641,26.6667,27.027,16.6667,16.6667,19.0476,20.0,H,67.2414,1.1494,26.7781,0.8882,18.0952,1.6948
N1,10/12/2005,NAC Breda,Heracles,H,1.72,3.4,4.2,1.75,3.3,4.2,1.65,3.3,4.4,1.65,3.55,4.25,2005/6,€18.35m,€9.75m,58.1395,57.1429,60.6061,60.6061,29.4118,30.303,28.169,30.303,23.8095,23.8095,23.5294,22.7273,H,59.1236,1.7595,29.5467,1.01,23.4689,0.5117
N1,10/12/2005,Twente,AZ Alkmaar,A,3.25,3.25,2.0,3.25,3.3,2.0,3.1,3.0,2.1,3.25,3.4,1.9,2005/6,€22.75m,€49.50m,30.7692,30.7692,30.7692,32.2581,30.7692,30.303,29.4118,33.3333,50.0,50.0,52.6316,47.619,A,31.1414,0.7444,30.9543,1.683,50.0626,2.0477
N1,11/12/2005,Feyenoord,PSV Eindhoven,H,2.5,3.2,2.75,2.4,3.2,2.6,2.5,3.2,2.5,2.4,3.1,2.6,2005/6,€76.88m,€96.65m,40.0,41.6667,41.6667,40.0,31.25,31.25,32.2581,31.25,36.3636,38.4615,38.4615,40.0,H,40.8333,0.9623,31.502,0.504,38.3216,1.4933
N1,11/12/2005,Utrecht,Groningen,A,1.72,3.4,4.2,1.8,3.3,3.9,1.75,3.2,4.0,1.7,3.55,3.95,2005/6,€18.45m,€13.48m,58.1395,55.5556,58.8235,57.1429,29.4118,30.303,28.169,31.25,23.8095,25.641,25.3165,25.0,H,57.4154,1.4189,29.7834,1.3122,24.9418,0.7989
N1,11/12/2005,Vitesse,Ajax,A,2.87,3.2,2.2,2.9,3.2,2.2,3.0,3.1,2.1,2.62,3.2,2.3,2005/6,€25.75m,€87.25m,34.8432,34.4828,38.1679,33.3333,31.25,31.25,31.25,32.2581,45.4545,45.4545,43.4783,47.619,A,35.2068,2.0764,31.502,0.504,45.5016,1.6913
N1,11/12/2005,Waalwijk,Sparta Rotterdam,H,1.57,3.6,5.0,1.5,3.75,5.55,1.55,3.5,4.8,1.55,3.75,4.75,2005/6,€16.67m,€11.38m,63.6943,66.6667,64.5161,64.5161,27.7778,26.6667,26.6667,28.5714,20.0,18.018,21.0526,20.8333,H,64.8483,1.2727,27.4206,0.9289,19.976,1.3818
N1,14/12/2005,Willem II,Utrecht,A,2.6,3.2,2.4,2.5,3.2,2.5,2.6,3.0,2.4,2.5,3.3,2.37,2005/6,€18.58m,€18.45m,38.4615,40.0,40.0,38.4615,31.25,31.25,30.303,33.3333,41.6667,40.0,42.1941,41.6667,A,39.2308,0.8883,31.5341,1.2799,41.3819,0.9542
N1,16/12/2005,Sparta Rotterdam,Vitesse,H,2.75,3.25,2.25,2.75,3.4,2.2,2.8,3.1,2.2,2.8,3.3,2.15,2005/6,€11.38m,€25.75m,36.3636,36.3636,35.7143,35.7143,30.7692,29.4118,30.303,32.2581,44.4444,45.4545,46.5116,45.4545,A,36.039,0.3749,30.6855,1.1901,45.4662,0.844
N1,17/12/2005,Heerenveen,Twente,H,1.72,3.4,4.2,1.85,3.5,3.5,1.8,3.2,3.7,1.6,3.5,4.75,2005/6,€41.08m,€22.75m,58.1395,54.0541,62.5,55.5556,29.4118,28.5714,28.5714,31.25,23.8095,28.5714,21.0526,27.027,H,57.5623,3.699,29.4512,1.263,25.1151,3.3571
N1,17/12/2005,PSV Eindhoven,Willem II,H,1.16,6.5,15.0,1.15,6.0,13.0,1.15,6.0,12.0,1.12,6.5,12.0,2005/6,€96.65m,€18.58m,86.2069,86.9565,89.2857,86.9565,15.3846,16.6667,15.3846,16.6667,6.6667,7.6923,8.3333,8.3333,H,87.3514,1.3371,16.0256,0.7402,7.7564,0.7868
N1,17/12/2005,Roosendaal,Roda,A,3.0,3.25,2.1,3.4,3.45,1.9,3.4,3.2,1.9,3.3,3.25,1.95,2005/6,€10.85m,€25.85m,33.3333,29.4118,30.303,29.4118,30.7692,28.9855,30.7692,31.25,47.619,52.6316,51.2821,52.6316,A,30.615,1.8603,30.4435,0.9981,51.0411,2.3684
N1,18/12/2005,AZ Alkmaar,Waalwijk,H,1.44,3.75,6.5,1.35,4.0,8.25,1.4,3.9,6.0,1.36,4.0,7.0,2005/6,€49.50m,€16.67m,69.4444,74.0741,73.5294,71.4286,26.6667,25.0,25.0,25.641,15.3846,12.1212,14.2857,16.6667,H,72.1191,2.1167,25.5769,0.7869,14.6146,1.9261
N1,18/12/2005,Den Haag,Feyenoord,H,5.5,3.75,1.57,5.1,3.7,1.55,4.4,3.3,1.65,4.5,3.6,1.6,2005/6,€17.50m,€76.88m,18.1818,19.6078,22.2222,22.7273,26.6667,27.027,27.7778,30.303,63.6943,64.5161,62.5,60.6061,A,20.6848,2.1572,27.9436,1.6396,62.8291,1.6975
N1,18/12/2005,Groningen,Nijmegen,H,2.1,3.25,3.0,2.0,3.4,3.15,2.1,3.2,2.9,2.15,3.3,2.8,2005/6,€13.48m,€17.88m,47.619,50.0,46.5116,47.619,30.7692,29.4118,30.303,31.25,33.3333,31.746,35.7143,34.4828,H,47.9374,1.4708,30.4335,0.7832,33.8191,1.6898
N1,18/12/2005,Heracles,Utrecht,D,2.5,3.2,2.5,2.4,3.3,2.55,2.8,3.1,2.2,2.6,3.3,2.3,2005/6,€9.75m,€18.45m,40.0,41.6667,38.4615,35.7143,31.25,30.303,30.303,32.2581,40.0,39.2157,43.4783,45.4545,A,38.9606,2.5292,31.0285,0.9334,42.0371,2.9363
N1,18/12/2005,NAC Breda,Ajax,A,3.8,3.4,1.9,3.45,3.4,1.9,3.6,3.1,1.85,3.5,3.2,1.9,2005/6,€18.35m,€87.25m,26.3158,28.9855,28.5714,27.7778,29.4118,29.4118,31.25,32.2581,52.6316,52.6316,52.6316,54.0541,A,27.9126,1.1766,30.5829,1.4135,52.9872,0.7112
N1,26/12/2005,Feyenoord,AZ Alkmaar,H,1.9,3.3,3.5,1.9,3.35,3.5,1.9,3.1,3.5,1.95,3.3,3.25,2005/6,€76.88m,€49.50m,52.6316,52.6316,51.2821,52.6316,30.303,29.8507,30.303,32.2581,28.5714,28.5714,30.7692,28.5714,H,52.2942,0.6747,30.6787,1.0743,29.1208,1.0989
N1,26/12/2005,Nijmegen,PSV Eindhoven,A,4.33,3.3,1.72,4.25,3.3,1.75,4.4,3.3,1.65,4.4,3.45,1.65,2005/6,€17.88m,€96.65m,23.0947,23.5294,22.7273,22.7273,30.303,30.303,28.9855,30.303,58.1395,57.1429,60.6061,60.6061,A,23.0197,0.3814,29.9736,0.6588,59.1236,1.7595
N1,26/12/2005,Twente,Roosendaal,H,1.44,3.6,7.0,1.45,3.7,6.5,1.35,4.0,7.0,1.4,4.0,6.25,2005/6,€22.75m,€10.85m,69.4444,68.9655,71.4286,74.0741,27.7778,27.027,25.0,25.0,14.2857,15.3846,16.0,14.2857,H,70.9782,2.3231,26.2012,1.4205,14.989,0.8501
N1,26/12/2005,Utrecht,Sparta Rotterdam,D,1.57,3.4,5.0,1.6,3.6,4.75,1.5,3.7,5.0,1.55,3.55,5.1,2005/6,€18.45m,€11.38m,63.6943,62.5,64.5161,66.6667,29.4118,27.7778,28.169,27.027,20.0,21.0526,19.6078,20.0,H,64.3443,1.7557,28.0964,0.9968,20.1651,0.6199
N1,27/12/2005,Ajax,Groningen,H,1.4,3.75,7.5,1.4,4.0,6.75,1.3,4.2,8.0,1.35,4.0,7.5,2005/6,€87.25m,€13.48m,71.4286,71.4286,74.0741,76.9231,26.6667,25.0,25.0,23.8095,13.3333,14.8148,13.3333,12.5,H,73.4636,2.6219,25.119,1.1745,13.4954,0.9634
N1,27/12/2005,Roda,Den Haag,H,1.72,3.3,4.33,1.8,3.3,3.9,1.75,3.2,4.0,1.7,3.5,4.0,2005/6,€25.85m,€17.50m,58.1395,55.5556,58.8235,57.1429,30.303,30.303,28.5714,31.25,23.0947,25.641,25.0,25.0,H,57.4154,1.4189,30.1068,1.1167,24.6839,1.1017
N1,27/12/2005,Vitesse,NAC Breda,H,1.8,3.25,4.0,1.8,3.3,3.9,1.75,3.2,4.0,1.8,3.4,3.65,2005/6,€25.75m,€18.35m,55.5556,55.5556,55.5556,57.1429,30.7692,30.303,29.4118,31.25,25.0,25.641,27.3973,25.0,H,55.9524,0.7936,30.4335,0.7832,25.7596,1.1329
N1,27/12/2005,Waalwijk,Heerenveen,D,2.1,3.25,3.0,2.0,3.2,3.35,2.1,3.1,3.0,2.2,3.3,2.75,2005/6,€16.67m,€41.08m,47.619,50.0,45.4545,47.619,30.7692,31.25,30.303,32.2581,33.3333,29.8507,36.3636,33.3333,H,47.6731,1.8567,31.1451,0.8367,33.2202,2.6621
N1,29/12/2005,Feyenoord,Willem II,H,1.16,6.5,15.0,1.17,5.5,13.5,1.17,5.5,11.0,1.15,6.0,11.0,2005/6,€76.88m,€18.58m,86.2069,85.4701,86.9565,85.4701,15.3846,18.1818,16.6667,18.1818,6.6667,7.4074,9.0909,9.0909,H,86.0259,0.711,17.1037,1.3504,8.064,1.2237
N1,29/12/2005,PSV Eindhoven,Twente,D,1.16,6.0,19.0,1.2,5.0,13.0,1.17,5.5,11.0,1.11,6.5,14.0,2005/6,€96.65m,€22.75m,86.2069,83.3333,90.0901,85.4701,16.6667,20.0,15.3846,18.1818,5.2632,7.6923,7.1429,9.0909,H,86.2751,2.8202,17.5583,1.9892,7.2973,1.5848
N1,29/12/2005,Roosendaal,Utrecht,A,4.0,3.4,1.72,3.95,3.45,1.75,4.0,3.2,1.75,4.15,3.4,1.7,2005/6,€10.85m,€18.45m,25.0,25.3165,24.0964,25.0,29.4118,28.9855,29.4118,31.25,58.1395,57.1429,58.8235,57.1429,A,24.8532,0.5261,29.7648,1.0103,57.8122,0.8217
N1,30/12/2005,Heerenveen,Ajax,H,3.0,3.3,2.25,2.9,3.2,2.2,2.9,3.0,2.2,2.7,3.3,2.2,2005/6,€41.08m,€87.25m,33.3333,34.4828,37.037,34.4828,30.303,31.25,30.303,33.3333,44.4444,45.4545,45.4545,45.4545,A,34.834,1.5655,31.2973,1.4288,45.202,0.5051
N1,30/12/2005,Heracles,Vitesse,H,2.75,3.25,2.25,2.6,3.2,2.4,2.8,3.1,2.2,2.6,3.3,2.3,2005/6,€9.75m,€25.75m,36.3636,38.4615,38.4615,35.7143,30.7692,31.25,30.303,32.2581,44.4444,41.6667,43.4783,45.4545,A,37.2502,1.4236,31.1451,0.8367,43.761,1.6126
N1,30/12/2005,Roda,Groningen,A,2.0,3.25,3.25,2.05,3.3,3.1,1.9,3.2,3.4,2.1,3.3,2.9,2005/6,€25.85m,€13.48m,50.0,48.7805,47.619,52.6316,30.7692,30.303,30.303,31.25,30.7692,32.2581,34.4828,29.4118,H,49.7578,2.1484,30.6563,0.4527,31.7305,2.1721
N1,11/01/2006,NAC Breda,Waalwijk,A,2.25,3.25,2.75,2.3,3.2,2.75,2.3,3.0,2.7,2.1,3.35,2.85,2005/6,€18.35m,€16.67m,44.4444,43.4783,47.619,43.4783,30.7692,31.25,29.8507,33.3333,36.3636,36.3636,35.0877,37.037,H,44.755,1.9629,31.3008,1.4741,36.213,0.8146
N1,11/01/2006,Willem II,Heracles,A,2.25,3.25,2.75,2.3,3.2,2.75,2.0,3.1,3.2,2.1,3.35,2.85,2005/6,€18.58m,€9.75m,44.4444,43.4783,47.619,50.0,30.7692,31.25,29.8507,32.2581,36.3636,36.3636,35.0877,31.25,H,46.3854,2.9892,31.032,1.0026,34.7662,2.4201
N1,13/01/2006,Groningen,Heerenveen,H,2.25,3.25,2.75,2.0,3.35,3.2,2.2,3.0,2.9,2.0,3.4,3.0,2005/6,€13.48m,€41.08m,44.4444,50.0,50.0,45.4545,30.7692,29.8507,29.4118,33.3333,36.3636,31.25,33.3333,34.4828,H,47.4747,2.945,30.8412,1.755,33.8574,2.1405
N1,14/01/2006,Heracles,AZ Alkmaar,A,5.0,3.5,1.57,4.15,3.55,1.7,4.4,3.3,1.65,4.33,3.4,1.66,2005/6,€9.75m,€49.50m,20.0,24.0964,23.0947,22.7273,28.5714,28.169,29.4118,30.303,63.6943,58.8235,60.241,60.6061,A,22.4796,1.7514,29.1138,0.9469,60.8412,2.0516
N1,14/01/2006,NAC Breda,Roda,A,2.25,3.25,2.75,2.2,3.2,2.9,2.2,3.0,2.9,2.2,3.3,2.75,2005/6,€18.35m,€25.85m,44.4444,45.4545,45.4545,45.4545,30.7692,31.25,30.303,33.3333,36.3636,34.4828,36.3636,34.4828,H,45.202,0.5051,31.4139,1.3367,35.4232,1.0859
N1,14/01/2006,Waalwijk,Roosendaal,D,1.25,5.0,8.0,1.3,4.35,9.0,1.3,4.2,8.0,1.28,4.5,8.0,2005/6,€16.67m,€10.85m,80.0,76.9231,78.125,76.9231,20.0,22.9885,22.2222,23.8095,12.5,11.1111,12.5,12.5,H,77.9928,1.4531,22.255,1.6371,12.1528,0.6944
N1,15/01/2006,Ajax,Nijmegen,D,1.28,4.5,9.0,1.4,3.9,7.0,1.35,4.0,7.0,1.33,4.0,8.0,2005/6,€87.25m,€17.88m,78.125,71.4286,75.188,74.0741,22.2222,25.641,25.0,25.0,11.1111,14.2857,12.5,14.2857,H,74.7039,2.7726,24.4658,1.526,13.0456,1.5401
N1,15/01/2006,Den Haag,Utrecht,A,2.5,3.2,2.5,2.75,3.2,2.3,2.7,3.0,2.3,2.4,3.4,2.4,2005/6,€17.50m,€18.45m,40.0,36.3636,41.6667,37.037,31.25,31.25,29.4118,33.3333,40.0,43.4783,41.6667,43.4783,A,38.7668,2.4965,31.3113,1.6025,42.1558,1.6718
N1,15/01/2006,Sparta Rotterdam,PSV Eindhoven,A,6.5,4.5,1.33,6.3,3.8,1.45,5.4,3.8,1.45,6.0,3.75,1.44,2005/6,€11.38m,€96.65m,15.3846,15.873,16.6667,18.5185,22.2222,26.3158,26.6667,26.3158,75.188,68.9655,69.4444,68.9655,A,16.6107,1.3772,25.3801,2.1118,70.6408,3.0398
N1,15/01/2006,Vitesse,Feyenoord,A,4.33,3.3,1.83,3.5,3.35,1.9,3.5,3.1,1.9,3.25,3.4,1.9,2005/6,€25.75m,€76.88m,23.0947,28.5714,30.7692,28.5714,30.303,29.8507,29.4118,32.2581,54.6448,52.6316,52.6316,52.6316,A,27.7517,3.273,30.4559,1.2554,53.1349,1.0066
N1,15/01/2006,Willem II,Twente,D,2.5,3.2,2.5,2.5,3.2,2.5,2.7,3.0,2.3,2.5,3.4,2.3,2005/6,€18.58m,€22.75m,40.0,40.0,40.0,37.037,31.25,31.25,29.4118,33.3333,40.0,40.0,43.4783,43.4783,A,39.2592,1.4815,31.3113,1.6025,41.7391,2.0082
N1,18/01/2006,AZ Alkmaar,Den Haag,H,1.16,5.5,13.0,1.2,5.25,11.0,1.22,4.8,9.5,1.15,5.75,12.0,2005/6,€49.50m,€17.50m,86.2069,83.3333,86.9565,81.9672,18.1818,19.0476,17.3913,20.8333,7.6923,9.0909,8.3333,10.5263,H,84.616,2.3573,18.8635,1.4772,8.9107,1.2194
N1,18/01/2006,Sparta Rotterdam,Nijmegen,A,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.0,2.5,2.45,3.35,2.4,2005/6,€11.38m,€17.88m,40.0,38.4615,40.8163,40.0,31.25,31.25,29.8507,33.3333,40.0,41.6667,41.6667,40.0,A,39.8195,0.9837,31.421,1.4354,40.8333,0.9623
N1,20/01/2006,PSV Eindhoven,Waalwijk,H,1.2,5.5,11.0,1.25,5.0,9.0,1.22,4.8,9.5,1.22,5.0,9.5,2005/6,€96.65m,€16.67m,83.3333,80.0,81.9672,81.9672,18.1818,20.0,20.0,20.8333,9.0909,11.1111,10.5263,10.5263,H,81.8169,1.3718,19.7538,1.1192,10.3136,0.8605
N1,21/01/2006,AZ Alkmaar,Groningen,D,1.33,4.0,9.0,1.35,4.25,7.3,1.37,4.0,6.5,1.36,4.0,7.0,2005/6,€49.50m,€13.48m,75.188,74.0741,73.5294,72.9927,25.0,23.5294,25.0,25.0,11.1111,13.6986,14.2857,15.3846,H,73.946,0.9383,24.6324,0.7353,13.62,1.8127
N1,21/01/2006,Heerenveen,Sparta Rotterdam,D,1.5,3.5,6.0,1.5,3.6,6.0,1.45,3.8,5.4,1.4,4.0,6.25,2005/6,€41.08m,€11.38m,66.6667,66.6667,71.4286,68.9655,28.5714,27.7778,25.0,26.3158,16.6667,16.6667,16.0,18.5185,H,68.4319,2.2728,26.9162,1.5827,16.963,1.0836
N1,21/01/2006,Roosendaal,Heracles,A,2.62,3.2,2.37,2.55,3.2,2.45,2.5,3.1,2.4,2.45,3.35,2.4,2005/6,€10.85m,€9.75m,38.1679,39.2157,40.8163,40.0,31.25,31.25,29.8507,32.2581,42.1941,40.8163,41.6667,41.6667,A,39.55,1.1296,31.1522,0.9893,41.5859,0.5702
