Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,VCH,VCD,VCA,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
I1,30/04/2006,Reggina,Messina,3.0,0.0,H,0.0,0.0,D,1.9,3.25,4.0,2.0,3.3,3.35,1.9,3.2,3.5,2005/6,€43.65m,€39.98m,D. Messina,12.0,9.0,8.0,5.0,12.0,23.0,2.0,3.0,3.0,3.0,0.0,1.0,1.9,3.0,3.75,52.63157894736842,50.0,52.63157894736842,52.63157894736842,30.76923076923077,30.303030303030305,31.25,33.33333333333333,25.0,29.850746268656714,28.57142857142857,26.666666666666668,H,51.97368421052631,1.3157894736842088,31.4138986013986,1.336751963012012,27.52221037668799,2.1304489702400664
I1,30/04/2006,Siena,Juventus,0.0,3.0,A,0.0,3.0,A,9.0,4.0,1.4,8.65,4.0,1.36,7.0,3.75,1.4,2005/6,€34.98m,€308.90m,D. Tombolini,12.0,6.0,5.0,5.0,12.0,14.0,4.0,5.0,1.0,0.0,0.0,0.0,8.5,3.75,1.35,11.11111111111111,11.560693641618498,14.285714285714285,11.76470588235294,25.0,25.0,26.666666666666668,26.666666666666668,71.42857142857143,73.52941176470587,71.42857142857143,74.07407407407408,A,12.180556230199208,1.4297510787974264,25.833333333333336,0.9622504486493769,72.6151571739807,1.388076779871711
I1,07/05/2006,Inter,Siena,1.0,1.0,D,0.0,0.0,D,1.4,4.0,9.0,1.36,4.0,9.0,1.29,4.0,10.0,2005/6,€234.93m,€34.98m,A. De Marco,11.0,9.0,7.0,5.0,9.0,11.0,2.0,3.0,1.0,2.0,1.0,0.0,1.4,3.6,7.5,71.42857142857143,73.52941176470587,77.51937984496124,71.42857142857143,25.0,25.0,25.0,27.77777777777778,11.11111111111111,11.11111111111111,10.0,13.333333333333334,H,73.4764836167025,2.871451431007865,25.694444444444443,1.3888888888888893,11.38888888888889,1.398117488013102
I1,07/05/2006,Juventus,Palermo,2.0,1.0,H,1.0,0.0,H,1.14,6.5,21.0,1.15,6.5,13.5,1.14,6.0,12.0,2005/6,€308.90m,€94.20m,M. De Santis,10.0,6.0,6.0,4.0,30.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0,1.15,5.5,12.0,87.71929824561404,86.95652173913044,87.71929824561404,86.95652173913044,15.384615384615385,15.384615384615385,16.666666666666664,18.181818181818183,4.761904761904762,7.4074074074074066,8.333333333333332,8.333333333333332,H,87.33790999237223,0.44038922134983116,16.404428904428904,1.330152938288267,7.208994708994708,1.6887758379369975
I1,07/05/2006,Parma,Milan,2.0,3.0,A,0.0,2.0,A,9.0,5.0,1.3,10.0,4.1,1.33,8.0,4.0,1.33,2005/6,€57.05m,€269.75m,G. Paparesta,9.0,8.0,7.0,6.0,19.0,20.0,5.0,6.0,2.0,2.0,0.0,0.0,12.0,3.75,1.3,11.11111111111111,10.0,12.5,8.333333333333332,20.0,24.39024390243903,25.0,26.666666666666668,76.92307692307692,75.18796992481202,75.18796992481202,76.92307692307692,A,10.48611111111111,1.7623024361735449,24.014227642276424,2.8438583949324303,76.05552342394446,1.0017644925210416
I1,07/05/2006,Roma,Treviso,1.0,0.0,H,1.0,0.0,H,1.1,8.0,26.0,1.11,7.5,16.0,1.1,6.5,17.0,2005/6,€193.20m,€23.53m,R. Rosetti,15.0,9.0,5.0,3.0,19.0,17.0,8.0,4.0,0.0,3.0,0.0,0.0,1.1,6.5,17.0,90.9090909090909,90.09009009009009,90.9090909090909,90.9090909090909,12.5,13.333333333333334,15.384615384615385,15.384615384615385,3.8461538461538463,6.25,5.88235294117647,5.88235294117647,H,90.7043407043407,0.40950040950041,14.150641025641027,1.4649224207726206,5.465214932126697,1.0931993779813618
I1,14/05/2006,Cagliari,Inter,2.0,2.0,D,2.0,2.0,D,2.62,2.87,2.6,3.05,2.65,2.55,2.75,2.75,2.5,2005/6,€35.65m,€234.93m,M. Mazzoleni,8.0,12.0,2.0,3.0,12.0,14.0,2.0,3.0,0.0,3.0,0.0,0.0,2.9,2.6,2.5,38.167938931297705,32.786885245901644,36.36363636363637,34.48275862068966,34.843205574912886,37.735849056603776,36.36363636363637,38.46153846153846,38.46153846153846,39.21568627450981,40.0,40.0,A,35.450304790381345,2.327348931508424,36.851057364172874,1.5964078158337387,39.419306184012065,0.7378325676401216
I1,14/05/2006,Chievo,Fiorentina,0.0,2.0,A,0.0,1.0,A,8.5,3.25,1.44,7.2,3.4,1.5,8.0,3.0,1.5,2005/6,€49.55m,€138.68m,M. Bergonzi,8.0,13.0,3.0,6.0,20.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,3.4,1.45,11.76470588235294,13.88888888888889,12.5,14.285714285714285,30.76923076923077,29.411764705882355,33.33333333333333,29.411764705882355,69.44444444444444,66.66666666666666,66.66666666666666,68.96551724137932,A,13.109827264239028,1.179108155414143,30.731523378582203,1.8488160893108962,67.93582375478927,1.4784817088537545
I1,14/05/2006,Empoli,Ascoli,1.0,2.0,A,1.0,0.0,H,1.8,2.7,5.0,1.8,2.55,6.75,1.66,2.62,7.0,2005/6,€37.00m,€24.55m,R. Herberg,11.0,8.0,6.0,4.0,21.0,17.0,5.0,2.0,1.0,1.0,1.0,0.0,1.8,2.5,6.0,55.55555555555556,55.55555555555556,60.24096385542169,55.55555555555556,37.03703703703704,39.21568627450981,38.167938931297705,40.0,20.0,14.814814814814813,14.285714285714285,16.666666666666664,H,56.72690763052209,2.3427041499330663,38.605165560711136,1.2869204646794161,16.44179894179894,2.5824496547485243
I1,14/05/2006,Lazio,Parma,1.0,0.0,H,0.0,0.0,D,1.8,2.7,5.0,1.9,2.65,5.15,1.8,2.75,5.0,2005/6,€83.05m,€57.05m,A. Giannoccaro,8.0,8.0,4.0,2.0,15.0,20.0,4.0,5.0,0.0,0.0,0.0,0.0,1.8,2.5,6.0,55.55555555555556,52.63157894736842,55.55555555555556,55.55555555555556,37.03703703703704,37.735849056603776,36.36363636363637,40.0,20.0,19.41747572815534,20.0,16.666666666666664,H,54.82456140350877,1.4619883040935697,37.784130614319295,1.5799114925265145,19.021035598705502,1.5934198486684428
I1,14/05/2006,Milan,Roma,2.0,1.0,H,1.0,1.0,D,1.61,3.6,4.5,1.7,3.8,4.05,1.61,3.5,4.5,2005/6,€269.75m,€193.20m,A. De Marco,12.0,8.0,5.0,4.0,16.0,19.0,6.0,5.0,1.0,2.0,0.0,1.0,1.55,3.75,4.5,62.11180124223602,58.82352941176471,62.11180124223602,64.51612903225806,27.77777777777778,26.31578947368421,28.57142857142857,26.666666666666668,22.22222222222222,24.69135802469136,22.22222222222222,22.22222222222222,H,61.8908152321237,2.3379609696116246,27.332915622389308,1.0344483128083264,22.839506172839506,1.2345679012345698
I1,14/05/2006,Palermo,Messina,1.0,0.0,H,1.0,0.0,H,1.36,3.8,8.0,1.37,3.9,9.0,1.36,3.75,8.0,2005/6,€94.20m,€39.98m,O. Pantana,9.0,9.0,3.0,3.0,15.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0,1.35,3.6,8.5,73.52941176470587,72.99270072992701,73.52941176470587,74.07407407407408,26.31578947368421,25.641025641025646,26.666666666666668,27.77777777777778,12.5,11.11111111111111,12.5,11.76470588235294,H,73.5313995833532,0.4414747861459379,26.600314889788578,0.8929374718848391,11.968954248366014,0.668737971558207
I1,14/05/2006,Reggina,Juventus,0.0,2.0,A,0.0,1.0,A,15.0,5.0,1.18,15.0,4.3,1.25,15.0,4.5,1.2,2005/6,€43.65m,€308.90m,L. Banti,4.0,14.0,1.0,6.0,15.0,16.0,1.0,10.0,3.0,2.0,0.0,0.0,10.5,5.0,1.2,6.666666666666667,6.666666666666667,6.666666666666667,9.523809523809524,20.0,23.25581395348837,22.22222222222222,20.0,84.74576271186442,80.0,83.33333333333334,83.33333333333334,A,7.380952380952381,1.4285714285714284,21.36950904392765,1.6367015630091069,82.85310734463278,2.015241909346129
I1,09/09/2006,Fiorentina,Inter,2.0,3.0,A,0.0,2.0,A,3.25,3.0,2.3,3.05,2.85,2.4,2.8,2.87,2.37,2006/7,€159.60m,€267.23m,R. Rosetti,10.0,9.0,8.0,5.0,26.0,24.0,6.0,2.0,3.0,1.0,0.0,0.0,2.9,3.0,2.3,30.76923076923077,32.786885245901644,35.714285714285715,34.48275862068966,33.33333333333333,35.08771929824561,34.843205574912886,33.33333333333333,43.47826086956522,41.66666666666667,42.19409282700421,43.47826086956522,A,33.438290087526944,2.146258490339925,34.14939788495629,0.9475826947398566,42.70432030820033,0.919243374993332
I1,09/09/2006,Roma,Livorno,2.0,0.0,H,1.0,0.0,H,1.44,3.75,8.5,1.44,3.7,7.5,1.5,3.25,6.5,2006/7,€220.65m,€68.33m,D. Messina,11.0,6.0,7.0,3.0,19.0,17.0,8.0,6.0,2.0,2.0,0.0,0.0,1.45,3.6,6.5,69.44444444444444,69.44444444444444,66.66666666666666,68.96551724137932,26.666666666666668,27.027027027027025,30.76923076923077,27.77777777777778,11.76470588235294,13.333333333333334,15.384615384615385,15.384615384615385,H,68.63026819923371,1.328393618308735,28.06017556017556,1.8644026354347119,13.966817496229261,1.757924860854717
I1,10/09/2006,Atalanta,Ascoli,3.0,1.0,H,3.0,0.0,H,1.83,3.0,5.0,1.8,3.0,4.75,1.8,3.0,4.33,2006/7,€53.48m,€25.80m,M. Bergonzi,11.0,7.0,6.0,2.0,24.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0,1.85,2.9,4.35,54.64480874316939,55.55555555555556,55.55555555555556,54.05405405405405,33.33333333333333,33.33333333333333,33.33333333333333,34.48275862068966,20.0,21.052631578947366,23.094688221709006,22.98850574712644,H,54.952493477083635,0.7369375896956637,33.62068965517241,0.5747126436781649,21.783956386945704,1.5150680368762284
I1,10/09/2006,Cagliari,Catania,0.0,1.0,A,0.0,0.0,D,1.72,3.1,5.5,1.75,3.1,4.9,1.66,3.1,5.0,2006/7,€45.15m,€38.60m,G. Rocchi,16.0,9.0,7.0,5.0,16.0,17.0,3.0,5.0,0.0,5.0,1.0,0.0,1.7,3.0,5.0,58.139534883720934,57.14285714285714,60.24096385542169,58.82352941176471,32.25806451612903,32.25806451612903,32.25806451612903,33.33333333333333,18.181818181818183,20.40816326530612,20.0,20.0,H,58.58672132344111,1.3009375989585392,32.52688172043011,0.5376344086021483,19.647495361781075,0.9958822378924242
I1,10/09/2006,Chievo,Siena,1.0,2.0,A,1.0,0.0,H,1.72,3.1,5.5,1.7,3.2,5.05,1.72,2.87,5.0,2006/7,€83.50m,€46.08m,C. Brighi,3.0,7.0,2.0,6.0,14.0,26.0,6.0,7.0,4.0,1.0,1.0,0.0,1.75,2.9,5.0,58.139534883720934,58.82352941176471,58.139534883720934,57.14285714285714,32.25806451612903,31.25,34.843205574912886,34.48275862068966,18.181818181818183,19.801980198019802,20.0,20.0,H,58.06136408051593,0.6920434320744915,33.208507177932894,1.735419949930288,19.495949594959498,0.881046673500186
I1,10/09/2006,Messina,Udinese,1.0,0.0,H,0.0,0.0,D,2.8,3.0,2.6,2.95,2.85,2.45,2.75,2.8,2.5,2006/7,€40.58m,€104.58m,P. Mazzoleni,9.0,12.0,5.0,4.0,16.0,18.0,4.0,4.0,3.0,1.0,0.0,0.0,2.7,2.8,2.5,35.714285714285715,33.89830508474576,36.36363636363637,37.03703703703704,33.33333333333333,35.08771929824561,35.714285714285715,35.714285714285715,38.46153846153846,40.81632653061224,40.0,40.0,A,35.75331604992622,1.349446739237478,34.962406015037594,1.1254965401259407,39.81946624803767,0.9836807015009972
I1,10/09/2006,Milan,Lazio,2.0,1.0,H,1.0,0.0,H,1.44,3.75,8.5,1.4,3.8,8.25,1.44,3.6,6.5,2006/7,€274.35m,€105.35m,P. Bertini,8.0,10.0,6.0,6.0,14.0,14.0,4.0,3.0,3.0,3.0,0.0,0.0,1.35,3.75,8.5,69.44444444444444,71.42857142857143,69.44444444444444,74.07407407407408,26.666666666666668,26.31578947368421,27.77777777777778,26.666666666666668,11.76470588235294,12.121212121212121,15.384615384615385,11.76470588235294,H,71.0978835978836,2.1935349142562184,26.85672514619883,0.6359228997348412,12.758809817633347,1.758585697500077
I1,10/09/2006,Palermo,Reggina,4.0,3.0,H,3.0,1.0,H,1.44,3.75,8.5,1.4,3.7,8.75,1.44,3.6,6.5,2006/7,€127.28m,€50.10m,N. Ayroldi,13.0,13.0,6.0,8.0,31.0,23.0,4.0,3.0,4.0,4.0,0.0,1.0,1.5,3.5,6.0,69.44444444444444,71.42857142857143,69.44444444444444,66.66666666666666,26.666666666666668,27.027027027027025,27.77777777777778,28.57142857142857,11.76470588235294,11.428571428571429,15.384615384615385,16.666666666666664,H,69.24603174603175,1.957493199331849,27.510725010725007,0.8451444554409534,13.811139840551604,2.613706367432013
I1,10/09/2006,Sampdoria,Empoli,1.0,2.0,A,1.0,1.0,D,1.57,3.4,7.0,1.55,3.3,6.7,1.61,3.0,6.0,2006/7,€69.45m,€44.30m,G. Gava,13.0,13.0,4.0,7.0,36.0,28.0,7.0,6.0,3.0,1.0,2.0,0.0,1.55,3.1,6.0,63.69426751592356,64.51612903225806,62.11180124223602,64.51612903225806,29.411764705882355,30.303030303030305,33.33333333333333,32.25806451612903,14.285714285714285,14.925373134328357,16.666666666666664,16.666666666666664,H,63.709581705668924,1.1334569707744535,31.326548214593757,1.7896828334786876,15.636105188343992,1.2183061415637126
I1,10/09/2006,Torino,Parma,1.0,1.0,D,0.0,0.0,D,2.0,3.2,3.75,1.85,3.1,4.3,1.9,3.0,3.75,2006/7,€55.55m,€46.90m,N. Stefanini,16.0,10.0,9.0,4.0,18.0,21.0,6.0,1.0,2.0,2.0,0.0,0.0,1.9,3.1,3.75,50.0,54.05405405405405,52.63157894736842,52.63157894736842,31.25,32.25806451612903,33.33333333333333,32.25806451612903,26.666666666666668,23.25581395348837,26.666666666666668,26.666666666666668,H,52.32930298719772,1.6914648642507577,32.27486559139785,0.8507385014228585,25.813953488372096,1.7054263565891485
I1,16/09/2006,Inter,Sampdoria,1.0,1.0,D,0.0,0.0,D,1.28,4.75,11.0,1.25,5.0,10.0,1.25,4.5,10.0,2006/7,€267.23m,€69.45m,P. Tagliavento,11.0,3.0,5.0,1.0,18.0,12.0,8.0,4.0,3.0,2.0,0.0,0.0,1.25,4.5,9.5,78.125,80.0,80.0,80.0,21.052631578947366,20.0,22.22222222222222,22.22222222222222,9.090909090909092,10.0,10.0,10.526315789473683,H,79.53125,0.9375,21.374269005847953,1.0692856258793353,9.904306220095695,0.5963291577620381
I1,16/09/2006,Reggina,Cagliari,2.0,1.0,H,0.0,0.0,D,2.25,3.1,3.2,2.3,3.15,2.9,2.1,3.0,3.2,2006/7,€50.10m,€45.15m,O. Girardi,14.0,9.0,8.0,1.0,20.0,18.0,9.0,2.0,3.0,3.0,0.0,0.0,2.25,2.9,3.0,44.44444444444444,43.47826086956522,47.61904761904761,44.44444444444444,32.25806451612903,31.746031746031743,33.33333333333333,34.48275862068966,31.25,34.48275862068966,31.25,33.33333333333333,H,44.996549344375424,1.8066854305104052,32.95504705404594,1.21442796041701,32.57902298850574,1.60476349882821
