Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,VCH,VCD,VCA,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
I1,06/11/2005,Siena,Chievo,0.0,1.0,A,0.0,1.0,A,2.25,2.8,3.2,2.35,2.85,3.1,2.2,3.0,3.0,2005/6,€34.98m,€49.55m,D. Tombolini,13.0,8.0,5.0,5.0,28.0,18.0,10.0,1.0,3.0,3.0,0.0,1.0,2.25,3.0,3.1,44.44444444444444,42.5531914893617,45.45454545454545,44.44444444444444,35.714285714285715,35.08771929824561,33.33333333333333,33.33333333333333,31.25,32.25806451612903,33.33333333333333,32.25806451612903,H,44.22415645819902,1.211477693174746,34.3671679197995,1.2208669795885971,32.27486559139785,0.8507385014228585
I1,19/11/2005,Roma,Juventus,1.0,4.0,A,0.0,1.0,A,2.75,3.0,2.37,3.05,2.95,2.3,3.2,3.0,2.1,2005/6,€193.20m,€308.90m,G. Paparesta,9.0,9.0,3.0,6.0,31.0,21.0,3.0,6.0,3.0,3.0,0.0,1.0,3.0,3.1,2.25,36.36363636363637,32.786885245901644,31.25,33.33333333333333,33.33333333333333,33.89830508474576,33.33333333333333,32.25806451612903,42.19409282700421,43.47826086956522,47.61904761904761,44.44444444444444,A,33.43346373571784,2.1433241593043073,33.20575906688536,0.6856372547508892,44.433961440015366,2.314826044231355
I1,19/11/2005,Udinese,Messina,1.0,0.0,H,0.0,0.0,D,1.57,3.4,5.5,1.57,3.25,6.0,1.67,3.0,5.5,2005/6,€89.60m,€39.98m,M. De Santis,18.0,5.0,11.0,3.0,20.0,21.0,10.0,0.0,3.0,3.0,0.0,0.0,1.6,3.25,5.5,63.69426751592356,63.69426751592356,59.88023952095809,62.5,29.411764705882355,30.76923076923077,33.33333333333333,30.76923076923077,18.181818181818183,16.666666666666664,18.181818181818183,18.181818181818183,H,62.4421936382013,1.7983630023693546,31.070889894419306,1.6384284300452783,17.803030303030305,0.7575757575757596
I1,20/11/2005,Chievo,Ascoli,1.0,1.0,D,1.0,1.0,D,1.61,3.2,5.5,1.65,3.1,5.75,1.62,3.2,5.5,2005/6,€49.55m,€24.55m,M. Bergonzi,11.0,10.0,6.0,4.0,18.0,21.0,10.0,6.0,0.0,3.0,0.0,0.0,1.65,3.25,5.0,62.11180124223602,60.60606060606061,61.72839506172839,60.60606060606061,31.25,32.25806451612903,31.25,30.76923076923077,18.181818181818183,17.391304347826086,18.181818181818183,20.0,H,61.263079379021406,0.7746385870665485,31.38182382133995,0.6265841370590832,18.438735177865613,1.1055423818602466
I1,20/11/2005,Fiorentina,Milan,3.0,1.0,H,1.0,1.0,D,2.8,2.9,2.4,3.0,3.0,2.3,2.88,3.0,2.25,2005/6,€138.68m,€269.75m,P. Rodomonti,6.0,16.0,3.0,5.0,21.0,18.0,2.0,10.0,1.0,2.0,0.0,0.0,3.0,3.1,2.25,35.714285714285715,33.33333333333333,34.72222222222222,33.33333333333333,34.48275862068966,33.33333333333333,33.33333333333333,32.25806451612903,41.66666666666667,43.47826086956522,44.44444444444444,44.44444444444444,A,34.275793650793645,1.1611805466983784,33.35187245087134,0.9084798153967164,43.5084541062802,1.309611702062245
I1,20/11/2005,Inter,Parma,2.0,0.0,H,0.0,0.0,D,1.28,4.33,9.5,1.3,4.5,9.0,1.25,4.5,10.0,2005/6,€234.93m,€57.05m,G. Rocchi,15.0,6.0,9.0,3.0,16.0,18.0,8.0,3.0,2.0,3.0,0.0,0.0,1.3,4.5,8.5,78.125,76.92307692307692,80.0,76.92307692307692,23.094688221709006,22.22222222222222,22.22222222222222,22.22222222222222,10.526315789473683,11.11111111111111,10.0,11.76470588235294,H,77.99278846153845,1.4531510132663454,22.44033872209392,0.43623299974339247,10.850533195734434,0.7598544146764847
I1,20/11/2005,Lecce,Siena,3.0,0.0,H,1.0,0.0,H,2.37,2.87,2.87,2.4,3.0,2.85,2.3,3.0,2.88,2005/6,€52.15m,€34.98m,L. Palanca,18.0,8.0,12.0,5.0,20.0,19.0,10.0,3.0,2.0,4.0,0.0,0.0,2.35,3.0,2.9,42.19409282700421,41.66666666666667,43.47826086956522,42.5531914893617,34.843205574912886,33.33333333333333,33.33333333333333,33.33333333333333,34.843205574912886,35.08771929824561,34.72222222222222,34.48275862068966,H,42.47305296314945,0.762658231717114,33.71080139372822,0.7549361207897789,34.78397642901759,0.2518687306522743
I1,20/11/2005,Livorno,Empoli,2.0,0.0,H,1.0,0.0,H,1.83,3.0,4.33,1.8,3.0,4.8,2.0,3.0,3.4,2005/6,€56.38m,€37.00m,R. Rosetti,14.0,5.0,5.0,2.0,16.0,29.0,4.0,3.0,3.0,1.0,0.0,0.0,1.9,3.1,3.8,54.64480874316939,55.55555555555556,50.0,52.63157894736842,33.33333333333333,33.33333333333333,33.33333333333333,32.25806451612903,23.094688221709006,20.833333333333336,29.411764705882355,26.31578947368421,H,53.207985811523336,2.4629901664426392,33.064516129032256,0.5376344086021483,24.913893933652226,3.748628052327292
I1,20/11/2005,Reggina,Cagliari,3.0,1.0,H,2.0,0.0,H,1.9,2.9,4.0,2.0,3.1,3.6,1.8,3.2,4.0,2005/6,€43.65m,€35.65m,A. De Marco,11.0,4.0,7.0,1.0,26.0,27.0,2.0,5.0,2.0,3.0,1.0,1.0,1.9,3.0,4.0,52.63157894736842,50.0,55.55555555555556,52.63157894736842,34.48275862068966,32.25806451612903,31.25,33.33333333333333,25.0,27.77777777777778,25.0,25.0,H,52.7046783625731,2.269616183663747,32.831039117538005,1.3914574351326872,25.694444444444443,1.388888888888889
I1,20/11/2005,Sampdoria,Lazio,2.0,0.0,H,0.0,0.0,D,1.9,2.9,4.0,1.95,3.1,3.8,1.83,3.0,4.0,2005/6,€61.50m,€83.05m,S. Racalbuto,11.0,6.0,8.0,1.0,27.0,18.0,9.0,4.0,3.0,2.0,0.0,0.0,1.9,3.0,4.0,52.63157894736842,51.28205128205129,54.64480874316939,52.63157894736842,34.48275862068966,32.25806451612903,33.33333333333333,33.33333333333333,25.0,26.31578947368421,25.0,25.0,H,52.79750447998938,1.3861450141375211,33.35187245087134,0.9084798153967165,25.32894736842105,0.6578947368421045
I1,20/11/2005,Treviso,Palermo,2.0,2.0,D,2.0,1.0,H,4.0,2.8,2.1,3.8,2.9,2.05,3.2,3.0,2.1,2005/6,€23.53m,€94.20m,A. Giannoccaro,8.0,11.0,4.0,6.0,20.0,18.0,4.0,3.0,1.0,0.0,0.0,0.0,3.25,2.8,2.25,25.0,26.31578947368421,31.25,30.76923076923077,35.714285714285715,34.48275862068966,33.33333333333333,35.714285714285715,47.61904761904761,48.78048780487806,47.61904761904761,44.44444444444444,A,28.333755060728745,3.142299284916443,34.8111658456486,1.1435458355652008,47.11575687185443,1.8631373465762258
I1,26/11/2005,Livorno,Chievo,0.0,0.0,D,0.0,0.0,D,2.25,2.87,3.5,2.2,2.8,3.45,2.0,3.0,3.5,2005/6,€56.38m,€49.55m,S. Farina,14.0,5.0,2.0,2.0,22.0,30.0,8.0,3.0,2.0,3.0,0.0,0.0,2.1,2.9,3.5,44.44444444444444,45.45454545454545,50.0,47.61904761904761,34.843205574912886,35.714285714285715,33.33333333333333,34.48275862068966,28.57142857142857,28.985507246376812,28.57142857142857,28.57142857142857,H,46.87950937950938,2.4660658240566526,34.5933958108054,0.9863733452970211,28.67494824016563,0.2070393374741215
I1,26/11/2005,Milan,Lecce,2.0,1.0,H,1.0,0.0,H,1.2,6.0,13.0,1.16,5.9,15.0,1.17,5.5,12.0,2005/6,€269.75m,€52.15m,D. Tombolini,18.0,10.0,6.0,3.0,14.0,22.0,3.0,0.0,1.0,3.0,0.0,0.0,1.2,5.5,11.0,83.33333333333334,86.20689655172414,85.47008547008548,83.33333333333334,16.666666666666664,16.94915254237288,18.181818181818183,18.181818181818183,7.6923076923076925,6.666666666666667,8.333333333333332,9.090909090909092,H,84.58591217211908,1.4773016250930884,17.49486389316898,0.801565949410049,7.945804195804197,1.0266283568004355
I1,27/11/2005,Ascoli,Palermo,1.0,1.0,D,0.0,1.0,A,2.87,3.0,2.5,2.85,2.85,2.5,2.5,2.88,2.62,2005/6,€24.55m,€94.20m,P. Mazzoleni,5.0,5.0,3.0,2.0,18.0,20.0,0.0,6.0,2.0,3.0,0.0,0.0,2.7,2.9,2.6,34.843205574912886,35.08771929824561,40.0,37.03703703703704,33.33333333333333,35.08771929824561,34.72222222222222,34.48275862068966,40.0,40.0,38.167938931297705,38.46153846153846,A,36.74199047754888,2.383532096266644,34.4065083686227,0.7574611816898577,39.15736934820904,0.9803410976847837
I1,27/11/2005,Cagliari,Sampdoria,2.0,0.0,H,1.0,0.0,H,3.1,3.0,2.37,2.85,3.0,2.4,2.88,3.0,2.25,2005/6,€35.65m,€61.50m,P. Dondarini,6.0,9.0,3.0,1.0,23.0,12.0,2.0,7.0,3.0,3.0,0.0,0.0,3.1,2.9,2.3,32.25806451612903,35.08771929824561,34.72222222222222,32.25806451612903,33.33333333333333,33.33333333333333,33.33333333333333,34.48275862068966,42.19409282700421,41.66666666666667,44.44444444444444,43.47826086956522,A,33.581517638181474,1.5354594015442895,33.62068965517241,0.5747126436781649,42.94586620192013,1.255746191092414
I1,27/11/2005,Empoli,Lazio,2.0,3.0,A,0.0,1.0,A,2.3,2.87,3.4,2.2,2.9,3.35,2.2,2.8,3.2,2005/6,€37.00m,€83.05m,P. Tagliavento,12.0,12.0,8.0,8.0,20.0,16.0,5.0,9.0,1.0,3.0,1.0,0.0,2.1,2.9,3.5,43.47826086956522,45.45454545454545,45.45454545454545,47.61904761904761,34.843205574912886,34.48275862068966,35.714285714285715,34.48275862068966,29.411764705882355,29.850746268656714,31.25,28.57142857142857,H,45.501599849425936,1.6913420624516655,34.88075213264448,0.5810868113106175,29.77098488649191,1.119794932898533
I1,27/11/2005,Juventus,Treviso,3.0,1.0,H,2.0,1.0,H,1.14,6.5,21.0,1.14,6.1,18.0,1.14,5.5,15.0,2005/6,€308.90m,€23.53m,S. Racalbuto,11.0,4.0,6.0,3.0,14.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,1.15,5.5,15.0,87.71929824561404,87.71929824561404,87.71929824561404,86.95652173913044,15.384615384615385,16.393442622950822,18.181818181818183,18.181818181818183,4.761904761904762,5.555555555555555,6.666666666666667,6.666666666666667,H,87.52860411899314,0.38138825324180203,17.035423592800644,1.3863319002940253,5.912698412698413,0.9289444373587005
I1,27/11/2005,Messina,Inter,1.0,2.0,A,0.0,1.0,A,5.0,3.3,1.72,4.25,3.4,1.75,4.33,3.0,1.8,2005/6,€39.98m,€234.93m,M. Trefoloni,12.0,14.0,6.0,5.0,20.0,12.0,5.0,8.0,2.0,1.0,0.0,0.0,5.0,3.2,1.7,20.0,23.52941176470588,23.094688221709006,20.0,30.303030303030305,29.411764705882355,33.33333333333333,31.25,58.139534883720934,57.14285714285714,55.55555555555556,58.82352941176471,A,21.656024996603723,1.9204311527122673,31.074532085561497,1.6825558361519366,57.415369248474576,1.4189785919017226
I1,27/11/2005,Parma,Udinese,1.0,2.0,A,0.0,1.0,A,2.62,3.0,2.75,2.65,2.95,2.6,2.5,3.0,2.6,2005/6,€57.05m,€89.60m,M. Bergonzi,7.0,9.0,2.0,5.0,24.0,23.0,3.0,2.0,2.0,1.0,0.0,0.0,2.5,3.1,2.6,38.167938931297705,37.735849056603776,40.0,40.0,33.33333333333333,33.89830508474576,33.33333333333333,32.25806451612903,36.36363636363637,38.46153846153846,38.46153846153846,38.46153846153846,H,38.97594699697537,1.1955597074064734,33.20575906688536,0.6856372547508892,37.93706293706293,1.0489510489510465
I1,27/11/2005,Roma,Fiorentina,1.0,1.0,D,1.0,0.0,H,2.37,3.1,3.0,2.45,3.1,2.7,2.25,3.0,2.88,2005/6,€193.20m,€138.68m,N. Ayroldi,9.0,8.0,5.0,3.0,22.0,24.0,6.0,4.0,3.0,1.0,1.0,0.0,2.3,3.1,2.9,42.19409282700421,40.81632653061224,44.44444444444444,43.47826086956522,32.25806451612903,32.25806451612903,33.33333333333333,32.25806451612903,33.33333333333333,37.03703703703704,34.72222222222222,34.48275862068966,H,42.733281167906526,1.5757023474485405,32.526881720430104,0.5376344086021483,34.89383780332056,1.5520862474232588
I1,27/11/2005,Siena,Reggina,0.0,0.0,D,0.0,0.0,D,2.0,3.1,4.0,1.95,2.95,4.0,1.91,3.0,3.75,2005/6,€34.98m,€43.65m,O. Pantana,1.0,7.0,0.0,2.0,18.0,19.0,1.0,3.0,3.0,2.0,1.0,0.0,1.9,3.0,4.0,50.0,51.28205128205129,52.35602094240838,52.63157894736842,32.25806451612903,33.89830508474576,33.33333333333333,33.33333333333333,25.0,25.0,26.666666666666668,25.0,H,51.56741279295702,1.196183719585968,33.20575906688536,0.6856372547508892,25.416666666666668,0.8333333333333339
I1,03/12/2005,Chievo,Milan,2.0,1.0,H,1.0,1.0,D,5.0,3.0,1.72,5.5,3.2,1.65,5.0,3.2,1.67,2005/6,€49.55m,€269.75m,T. Pieri,10.0,13.0,5.0,4.0,19.0,19.0,3.0,3.0,2.0,3.0,0.0,0.0,6.0,3.1,1.6,20.0,18.181818181818183,20.0,16.666666666666664,33.33333333333333,31.25,31.25,32.25806451612903,58.139534883720934,60.60606060606061,59.88023952095809,62.5,A,18.71212121212121,1.6106281534446447,32.02284946236559,0.9945328351444025,60.28145875268491,1.8051875582699985
I1,03/12/2005,Inter,Ascoli,1.0,0.0,H,1.0,0.0,H,1.2,4.5,17.0,1.19,5.5,13.0,1.17,5.5,12.0,2005/6,€234.93m,€24.55m,A. De Marco,15.0,9.0,8.0,3.0,18.0,15.0,8.0,2.0,1.0,0.0,0.0,0.0,1.2,5.5,11.0,83.33333333333334,84.03361344537815,85.47008547008548,83.33333333333334,22.22222222222222,18.181818181818183,18.181818181818183,18.181818181818183,5.88235294117647,7.6923076923076925,8.333333333333332,9.090909090909092,H,84.04259139553258,1.007292399465327,19.191919191919194,2.020202020202019,7.749725764431647,1.3698842537162135
I1,11/12/2005,Ascoli,Reggina,1.0,1.0,D,0.0,0.0,D,2.3,3.0,3.25,2.2,2.85,3.4,2.1,3.0,3.2,2005/6,€24.55m,€43.65m,M. De Santis,9.0,5.0,5.0,3.0,23.0,20.0,3.0,6.0,4.0,2.0,0.0,1.0,2.2,2.9,3.3,43.47826086956522,45.45454545454545,47.61904761904761,45.45454545454545,33.33333333333333,35.08771929824561,33.33333333333333,34.48275862068966,30.76923076923077,29.411764705882355,31.25,30.303030303030305,H,45.50159984942593,1.6913420624516653,34.05928614640048,0.8738837943141958,30.43350644453586,0.783231075378395
I1,11/12/2005,Inter,Milan,3.0,2.0,H,1.0,1.0,D,2.75,2.87,2.75,2.5,2.95,2.8,2.4,3.0,2.75,2005/6,€234.93m,€269.75m,D. Messina,16.0,7.0,5.0,3.0,20.0,19.0,5.0,3.0,2.0,3.0,0.0,0.0,2.65,2.9,2.65,36.36363636363637,40.0,41.66666666666667,37.735849056603776,34.843205574912886,33.89830508474576,33.33333333333333,34.48275862068966,36.36363636363637,35.714285714285715,36.36363636363637,37.735849056603776,H,38.94153802172671,2.355555895489546,34.13940065342041,0.6636032094937517,36.54435187454055,0.8512719027094169
I1,11/12/2005,Juventus,Cagliari,4.0,0.0,H,2.0,0.0,H,1.16,6.0,19.0,1.17,5.7,15.0,1.17,5.5,12.0,2005/6,€308.90m,€35.65m,M. Mazzoleni,15.0,8.0,9.0,3.0,22.0,10.0,7.0,3.0,0.0,3.0,0.0,0.0,1.15,6.0,13.0,86.20689655172414,85.47008547008548,85.47008547008548,86.95652173913044,16.666666666666664,17.543859649122805,18.181818181818183,16.666666666666664,5.263157894736842,6.666666666666667,8.333333333333332,7.6923076923076925,H,86.02589730775638,0.7110265246757435,17.26475279106858,0.7380884304579932,6.988866396761134,1.3396894540462136
I1,11/12/2005,Livorno,Lazio,2.0,1.0,H,0.0,0.0,D,2.1,3.0,3.75,2.0,3.0,3.75,1.91,3.0,3.75,2005/6,€56.38m,€83.05m,D. Tombolini,9.0,13.0,5.0,7.0,23.0,15.0,2.0,7.0,1.0,0.0,0.0,0.0,1.9,3.0,4.0,47.61904761904761,50.0,52.35602094240838,52.63157894736842,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,26.666666666666668,26.666666666666668,26.666666666666668,25.0,H,50.6516618772061,2.3413901760027986,33.33333333333333,0.0,26.25,0.833333333333334
I1,11/12/2005,Parma,Sampdoria,1.0,1.0,D,1.0,0.0,H,3.1,3.1,2.3,3.2,3.0,2.2,2.88,3.0,2.25,2005/6,€57.05m,€61.50m,S. Farina,9.0,7.0,4.0,4.0,27.0,25.0,3.0,7.0,4.0,4.0,0.0,0.0,3.0,3.0,2.25,32.25806451612903,31.25,34.72222222222222,33.33333333333333,32.25806451612903,33.33333333333333,33.33333333333333,33.33333333333333,43.47826086956522,45.45454545454545,44.44444444444444,44.44444444444444,A,32.89090501792114,1.4880100689169704,33.064516129032256,0.5376344086021483,44.455423803249886,0.8069144039062971
I1,11/12/2005,Roma,Palermo,1.0,2.0,A,1.0,1.0,D,1.9,3.1,4.33,1.87,3.1,4.15,1.91,2.88,4.0,2005/6,€193.20m,€94.20m,P. Bertini,6.0,6.0,3.0,2.0,10.0,16.0,2.0,8.0,1.0,3.0,0.0,0.0,1.84,3.0,4.35,52.63157894736842,53.475935828877,52.35602094240838,54.347826086956516,32.25806451612903,32.25806451612903,34.72222222222222,33.33333333333333,23.094688221709006,24.096385542168672,25.0,22.98850574712644,H,53.20284045140258,0.89981779222746,33.1429211469534,1.168530587432345,23.79489487775103,0.9458202379516475
I1,11/12/2005,Udinese,Lecce,1.0,2.0,A,0.0,1.0,A,1.66,3.4,5.5,1.65,3.25,5.35,1.57,3.25,5.5,2005/6,€89.60m,€52.15m,M. Trefoloni,8.0,8.0,2.0,5.0,20.0,21.0,8.0,4.0,2.0,3.0,0.0,0.0,1.6,3.2,6.0,60.24096385542169,60.60606060606061,63.69426751592356,62.5,29.411764705882355,30.76923076923077,30.76923076923077,31.25,18.181818181818183,18.691588785046733,18.181818181818183,16.666666666666664,H,61.76032299435147,1.6256319119321214,30.550056561085974,0.7919814459807937,17.930472953837445,0.8761378292002497
I1,18/12/2005,Cagliari,Ascoli,2.0,1.0,H,2.0,0.0,H,1.83,3.0,5.0,1.85,3.0,4.5,1.91,2.88,4.0,2005/6,€35.65m,€24.55m,P. Rodomonti,4.0,12.0,3.0,6.0,22.0,23.0,4.0,7.0,2.0,4.0,0.0,0.0,1.85,3.0,4.35,54.64480874316939,54.05405405405405,52.35602094240838,54.05405405405405,33.33333333333333,33.33333333333333,34.72222222222222,33.33333333333333,20.0,22.22222222222222,25.0,22.98850574712644,H,53.77723444842147,0.9875544161726875,33.68055555555556,0.6944444444444464,22.552681992337167,2.065970053795252
I1,18/12/2005,Chievo,Udinese,2.0,0.0,H,1.0,0.0,H,2.3,3.0,3.2,2.4,2.85,3.0,2.1,3.0,3.2,2005/6,€49.55m,€89.60m,L. Banti,10.0,9.0,4.0,3.0,25.0,16.0,7.0,3.0,2.0,3.0,0.0,1.0,2.3,3.0,3.0,43.47826086956522,41.66666666666667,47.61904761904761,43.47826086956522,33.33333333333333,35.08771929824561,33.33333333333333,33.33333333333333,31.25,33.33333333333333,31.25,33.33333333333333,H,44.06055900621118,2.5213557187155726,33.7719298245614,0.8771929824561404,32.291666666666664,1.2028130608117176
I1,18/12/2005,Empoli,Fiorentina,1.0,1.0,D,0.0,0.0,D,4.0,3.1,2.0,3.6,3.1,2.0,3.5,3.0,2.0,2005/6,€37.00m,€138.68m,G. Paparesta,6.0,19.0,2.0,6.0,19.0,20.0,2.0,7.0,3.0,1.0,0.0,0.0,3.75,3.2,1.9,25.0,27.77777777777778,28.57142857142857,26.666666666666668,32.25806451612903,32.25806451612903,33.33333333333333,31.25,50.0,50.0,50.0,52.63157894736842,A,27.003968253968257,1.547619047619047,32.27486559139785,0.8507385014228585,50.6578947368421,1.3157894736842088
I1,18/12/2005,Milan,Messina,4.0,0.0,H,1.0,0.0,H,1.2,5.8,15.0,1.2,5.45,12.0,1.2,5.0,11.0,2005/6,€269.75m,€39.98m,P. Tagliavento,17.0,10.0,8.0,4.0,12.0,16.0,11.0,5.0,1.0,0.0,0.0,0.0,1.2,5.5,11.0,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,17.24137931034483,18.348623853211006,20.0,18.181818181818183,6.666666666666667,8.333333333333332,9.090909090909092,9.090909090909092,H,83.33333333333334,0.0,18.442955336343505,1.1467728739175713,8.295454545454547,1.1430778078541695
I1,18/12/2005,Palermo,Livorno,0.0,2.0,A,0.0,0.0,D,1.95,3.0,4.33,2.0,3.0,3.75,2.0,3.0,3.5,2005/6,€94.20m,€56.38m,L. Palanca,9.0,10.0,4.0,5.0,12.0,21.0,8.0,1.0,2.0,2.0,1.0,0.0,1.9,3.0,4.0,51.28205128205129,50.0,50.0,52.63157894736842,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,23.094688221709006,26.666666666666668,28.57142857142857,25.0,H,50.97840755735493,1.2569457496759209,33.33333333333333,0.0,25.833195864951062,2.337108711891846
I1,18/12/2005,Reggina,Inter,0.0,4.0,A,0.0,3.0,A,6.0,3.4,1.61,5.8,3.3,1.6,5.0,3.25,1.62,2005/6,€43.65m,€234.93m,P. Bertini,10.0,20.0,5.0,10.0,10.0,19.0,6.0,7.0,2.0,3.0,0.0,0.0,5.0,3.5,1.6,16.666666666666664,17.24137931034483,20.0,20.0,29.411764705882355,30.303030303030305,30.76923076923077,28.57142857142857,62.11180124223602,62.5,61.72839506172839,62.5,A,18.477011494252874,1.7741780506244982,29.763863587393,0.9742242738416169,62.21004907599111,0.3695881955907938
I1,18/12/2005,Sampdoria,Roma,1.0,1.0,D,0.0,1.0,A,2.3,3.0,3.25,2.25,3.0,3.15,2.1,3.0,3.2,2005/6,€61.50m,€193.20m,G. Rocchi,9.0,11.0,4.0,6.0,20.0,21.0,3.0,4.0,3.0,2.0,0.0,0.0,2.2,3.0,3.1,43.47826086956522,44.44444444444444,47.61904761904761,45.45454545454545,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,30.76923076923077,31.746031746031743,31.25,32.25806451612903,H,45.249074596900684,1.7740914424203171,33.33333333333333,0.0,31.505831757847886,0.6407238255051959
I1,18/12/2005,Siena,Parma,2.0,2.0,D,0.0,0.0,D,2.0,3.1,4.0,1.95,3.1,3.8,1.83,3.2,3.75,2005/6,€34.98m,€57.05m,A. Dattilo,8.0,3.0,4.0,2.0,16.0,19.0,5.0,2.0,3.0,1.0,0.0,0.0,1.9,3.1,3.8,50.0,51.28205128205129,54.64480874316939,52.63157894736842,32.25806451612903,32.25806451612903,31.25,32.25806451612903,25.0,26.31578947368421,26.666666666666668,26.31578947368421,H,52.139609743147275,1.9858996361667642,32.006048387096776,0.504032258064516,26.07456140350877,0.7352216936070267
I1,21/12/2005,Ascoli,Treviso,1.0,0.0,H,1.0,0.0,H,2.1,2.8,4.0,2.15,2.95,3.4,1.91,3.0,3.75,2005/6,€24.55m,€23.53m,P. Dondarini,7.0,5.0,3.0,1.0,19.0,14.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,2.9,3.75,47.61904761904761,46.51162790697674,52.35602094240838,50.0,35.714285714285715,33.89830508474576,33.33333333333333,34.48275862068966,25.0,29.411764705882355,26.666666666666668,26.666666666666668,H,49.121674117108185,2.6014536548234215,34.357170688263615,1.019204607209051,26.936274509803923,1.827802639451636
I1,21/12/2005,Fiorentina,Palermo,1.0,0.0,H,1.0,0.0,H,1.72,3.1,5.5,1.7,3.3,4.8,1.62,3.25,5.0,2005/6,€138.68m,€94.20m,R. Rosetti,10.0,10.0,3.0,6.0,20.0,24.0,1.0,7.0,2.0,1.0,0.0,0.0,1.65,3.3,5.0,58.139534883720934,58.82352941176471,61.72839506172839,60.60606060606061,32.25806451612903,30.303030303030305,30.76923076923077,30.303030303030305,18.181818181818183,20.833333333333336,20.0,20.0,H,59.82437999081867,1.6408029427692,30.908338972855105,0.9262662155147093,19.75378787878788,1.119188386567739
I1,21/12/2005,Inter,Empoli,4.0,1.0,H,2.0,0.0,H,1.14,6.0,17.0,1.16,6.0,14.5,1.2,5.0,11.0,2005/6,€234.93m,€37.00m,O. Girardi,17.0,6.0,9.0,4.0,18.0,17.0,9.0,2.0,0.0,1.0,0.0,0.0,1.17,6.0,13.0,87.71929824561404,86.20689655172414,83.33333333333334,85.47008547008548,16.666666666666664,16.666666666666664,20.0,16.666666666666664,5.88235294117647,6.896551724137931,9.090909090909092,7.6923076923076925,H,85.68240340018926,1.8245769153210152,17.5,1.6666666666666679,7.390530362132797,1.3541259673260482
I1,21/12/2005,Juventus,Siena,2.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.16,6.0,14.5,1.17,5.5,12.0,2005/6,€308.90m,€34.98m,M. De Santis,10.0,6.0,6.0,5.0,31.0,28.0,8.0,2.0,2.0,1.0,0.0,0.0,1.14,6.0,12.0,86.20689655172414,86.20689655172414,85.47008547008548,87.71929824561404,16.666666666666664,16.666666666666664,18.181818181818183,16.666666666666664,5.263157894736842,6.896551724137931,8.333333333333332,8.333333333333332,H,86.40079420478695,0.945139188030615,17.045454545454547,0.7575757575757596,7.206594071385359,1.4619796121039705
I1,21/12/2005,Lecce,Lazio,0.0,0.0,D,0.0,0.0,D,2.6,3.1,2.7,2.75,2.85,2.6,2.5,2.88,2.62,2005/6,€52.15m,€83.05m,G. Lops,11.0,4.0,2.0,2.0,22.0,15.0,5.0,5.0,2.0,3.0,1.0,0.0,2.4,3.0,2.7,38.46153846153846,36.36363636363637,40.0,41.66666666666667,32.25806451612903,35.08771929824561,34.72222222222222,33.33333333333333,37.03703703703704,38.46153846153846,38.167938931297705,37.03703703703704,H,39.12296037296038,2.257652774408247,33.85033484248255,1.3030634733787738,37.67588786672756,0.7473557547477797
I1,21/12/2005,Livorno,Milan,0.0,3.0,A,0.0,1.0,A,4.33,3.1,1.9,4.2,3.25,1.8,4.0,3.2,1.8,2005/6,€56.38m,€269.75m,M. Trefoloni,6.0,17.0,2.0,11.0,11.0,18.0,5.0,5.0,1.0,0.0,0.0,0.0,4.35,3.2,1.8,23.094688221709006,23.809523809523807,25.0,22.98850574712644,32.25806451612903,30.76923076923077,31.25,31.25,52.63157894736842,55.55555555555556,55.55555555555556,55.55555555555556,A,23.723179444589814,0.9260080523509773,31.38182382133995,0.6265841370590831,54.82456140350877,1.4619883040935697
I1,21/12/2005,Messina,Reggina,1.0,1.0,D,1.0,0.0,H,2.0,3.0,4.0,1.95,3.0,3.95,2.2,3.0,3.0,2005/6,€39.98m,€43.65m,G. Paparesta,6.0,13.0,1.0,5.0,21.0,22.0,1.0,5.0,5.0,1.0,0.0,1.0,2.1,2.9,3.6,50.0,51.28205128205129,45.45454545454545,47.61904761904761,33.33333333333333,33.33333333333333,33.33333333333333,34.48275862068966,25.0,25.316455696202528,33.33333333333333,27.77777777777778,H,48.5889110889111,2.582573593334967,33.62068965517241,0.5747126436781649,27.85689170182841,3.8563072686580773
