Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
P1,12/08/2017,Belenenses,Maritimo,1.0,0.0,H,0.0,0.0,D,2.4,3.0,3.2,2.3,2.9,3.4,2.37,2.9,3.0,2017/18,€19.88m,€28.55m,2.45,3.0,3.2,10.0,7.0,4.0,5.0,20.0,18.0,9.0,4.0,3.0,1.0,0.0,0.0,41.66666666666667,43.47826086956522,42.19409282700421,40.81632653061224,33.33333333333333,34.48275862068966,34.48275862068966,33.33333333333333,31.25,29.411764705882355,33.33333333333333,31.25,42.03883672346208,1.1149122615507603,33.9080459770115,0.6636209990685399,31.311274509803923,1.6025363763017155
P1,12/08/2017,Boavista,Rio Ave,1.0,2.0,A,0.0,1.0,A,3.0,3.0,2.5,3.0,2.9,2.55,2.9,2.87,2.55,2017/18,€16.43m,€32.95m,3.0,3.0,2.63,5.0,7.0,2.0,2.0,17.0,17.0,2.0,3.0,3.0,3.0,0.0,0.0,33.33333333333333,33.33333333333333,34.48275862068966,33.33333333333333,33.33333333333333,34.48275862068966,34.843205574912886,33.33333333333333,40.0,39.21568627450981,39.21568627450981,38.02281368821293,33.62068965517241,0.5747126436781649,33.9981577155673,0.7816492905507624,39.11354655930813,0.8157538316275315
P1,12/08/2017,Moreirense,Feirense,0.0,0.0,D,0.0,0.0,D,2.4,3.0,3.2,2.35,2.95,3.25,2.3,2.9,3.2,2017/18,€17.80m,€12.85m,2.38,3.1,3.3,11.0,6.0,0.0,4.0,18.0,23.0,8.0,4.0,1.0,2.0,0.0,0.0,41.66666666666667,42.5531914893617,43.47826086956522,42.016806722689076,33.33333333333333,33.89830508474576,34.48275862068966,32.25806451612903,31.25,30.76923076923077,31.25,30.303030303030305,42.42873143707067,0.7889712751209372,33.49311538872444,0.9477083551845996,30.89306526806527,0.4539754210630203
P1,13/08/2017,Pacos Ferreira,AVS,2.0,2.0,D,0.0,2.0,A,1.91,3.3,4.2,1.91,3.1,4.4,2.0,3.1,3.8,2017/18,€15.73m,€12.15m,2.0,3.25,4.1,16.0,7.0,5.0,3.0,17.0,20.0,2.0,3.0,1.0,3.0,0.0,0.0,52.35602094240838,52.35602094240838,50.0,50.0,30.303030303030305,32.25806451612903,32.25806451612903,30.76923076923077,23.809523809523807,22.727272727272727,26.31578947368421,24.39024390243903,51.17801047120419,1.360249325315873,31.397097526129784,1.0122134275629526,24.31070747822994,1.503898326748134
P1,13/08/2017,Sp Braga,Portimonense,2.0,1.0,H,1.0,1.0,D,1.53,4.0,6.0,1.5,4.0,6.5,1.53,3.8,6.0,2017/18,€94.80m,€35.78m,1.55,4.0,6.5,8.0,8.0,4.0,1.0,14.0,21.0,5.0,7.0,3.0,3.0,0.0,0.0,65.359477124183,66.66666666666666,65.359477124183,64.51612903225806,25.0,25.0,26.31578947368421,25.0,16.666666666666664,15.384615384615385,16.666666666666664,15.384615384615385,65.47543748682268,0.8881053393447494,25.32894736842105,0.6578947368421044,16.025641025641026,0.7401926528072109
P1,13/08/2017,Tondela,Porto,0.0,1.0,A,0.0,1.0,A,11.0,5.0,1.29,8.75,5.25,1.3,11.0,5.0,1.28,2017/18,€17.48m,€276.50m,12.0,5.25,1.29,5.0,15.0,2.0,6.0,22.0,10.0,2.0,6.0,3.0,2.0,0.0,0.0,9.090909090909092,11.428571428571429,9.090909090909092,8.333333333333332,20.0,19.047619047619047,20.0,19.047619047619047,77.51937984496124,76.92307692307692,78.125,77.51937984496124,9.485930735930737,1.3434306623031702,19.523809523809526,0.5498573992282151,77.52170915324984,0.49069041296542426
P1,14/08/2017,Chaves,Benfica,0.0,1.0,A,0.0,0.0,D,7.0,4.75,1.4,7.75,4.75,1.36,7.5,4.33,1.33,2017/18,€23.75m,€229.08m,8.0,4.75,1.4,9.0,21.0,4.0,9.0,12.0,15.0,5.0,13.0,1.0,2.0,0.0,0.0,14.285714285714285,12.903225806451612,13.333333333333334,12.5,21.052631578947366,21.052631578947366,23.094688221709006,21.052631578947366,71.42857142857143,73.52941176470587,75.18796992481202,71.42857142857143,13.255568356374807,0.7664369600120119,21.563145739637775,1.02102832138082,72.89363113666519,1.8221788586146368
P1,14/08/2017,Estoril,Guimaraes,3.0,0.0,H,1.0,0.0,H,3.2,3.2,2.3,3.1,3.1,2.35,3.1,3.0,2.3,2017/18,€26.20m,€50.33m,3.2,3.2,2.38,18.0,11.0,5.0,1.0,16.0,13.0,4.0,7.0,2.0,3.0,1.0,2.0,31.25,32.25806451612903,32.25806451612903,31.25,31.25,32.25806451612903,33.33333333333333,31.25,43.47826086956522,42.5531914893617,43.47826086956522,42.016806722689076,31.754032258064516,0.5820063197476064,32.02284946236559,0.9945328351444026,42.8816299877953,0.7228941705130864
P1,18/08/2017,Rio Ave,Portimonense,2.0,0.0,H,0.0,0.0,D,1.7,3.6,5.0,1.67,3.5,5.25,1.7,3.4,5.25,2017/18,€32.95m,€35.78m,1.67,3.6,5.75,11.0,11.0,7.0,4.0,15.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,58.82352941176471,59.88023952095809,58.82352941176471,59.88023952095809,27.77777777777778,28.57142857142857,29.411764705882355,27.77777777777778,20.0,19.047619047619047,19.047619047619047,17.391304347826086,59.351884466361405,0.6100918659981981,28.38468720821662,0.7802646210222023,18.87163561076605,1.0842089563397392
P1,19/08/2017,Benfica,Belenenses,5.0,0.0,H,3.0,0.0,H,1.2,6.25,15.0,1.18,6.75,13.5,1.18,6.0,15.0,2017/18,€229.08m,€19.88m,1.2,6.5,13.0,20.0,7.0,14.0,4.0,22.0,11.0,6.0,2.0,0.0,1.0,0.0,0.0,83.33333333333334,84.74576271186442,84.74576271186442,83.33333333333334,16.0,14.814814814814813,16.666666666666664,15.384615384615385,6.666666666666667,7.4074074074074066,6.666666666666667,7.6923076923076925,84.03954802259888,0.8154664819062506,15.716524216524217,0.7971558846319663,7.1082621082621085,0.523007400304439
P1,19/08/2017,Guimaraes,Sp Lisbon,0.0,5.0,A,0.0,3.0,A,4.75,3.6,1.75,5.0,3.6,1.7,4.6,3.5,1.73,2017/18,€50.33m,€259.08m,5.2,3.75,1.7,8.0,13.0,3.0,10.0,18.0,20.0,5.0,3.0,3.0,2.0,0.0,0.0,21.052631578947366,20.0,21.73913043478261,19.23076923076923,27.77777777777778,27.77777777777778,28.57142857142857,26.666666666666668,57.14285714285714,58.82352941176471,57.80346820809249,58.82352941176471,20.5056328111248,1.1108053726571334,27.6984126984127,0.7829972797327365,58.14834604361977,0.8249633955988426
P1,19/08/2017,Tondela,Estoril,2.0,3.0,A,0.0,2.0,A,2.25,3.25,3.2,2.3,3.1,3.25,2.35,3.0,3.1,2017/18,€17.48m,€26.20m,2.4,3.2,3.13,14.0,8.0,7.0,4.0,23.0,18.0,6.0,1.0,3.0,2.0,0.0,0.0,44.44444444444444,43.47826086956522,42.5531914893617,41.66666666666667,30.76923076923077,32.25806451612903,33.33333333333333,31.25,31.25,30.76923076923077,32.25806451612903,31.948881789137378,43.035640867509514,1.1954758814872222,31.902657154673282,1.1377998437812271,31.556544268624293,0.6732734270252918
P1,20/08/2017,AVS,Sp Braga,0.0,2.0,A,0.0,0.0,D,3.1,3.25,2.3,3.2,3.1,2.3,3.1,3.0,2.35,2017/18,€12.15m,€94.80m,3.13,3.25,2.38,9.0,18.0,4.0,9.0,14.0,10.0,4.0,8.0,1.0,0.0,1.0,0.0,32.25806451612903,31.25,32.25806451612903,31.948881789137378,30.76923076923077,32.25806451612903,33.33333333333333,30.76923076923077,43.47826086956522,43.47826086956522,42.5531914893617,42.016806722689076,31.92875270534886,0.47539560805403375,31.782464846980975,1.249623236537477,42.8816299877953,0.7228941705130864
