Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA
N1,17/01/2021,VVV Venlo,Heerenveen,D,3.2,4.0,2.0,3.3,4.0,2.0,2020/21,€13.73m,€30.95m,3.37,3.89,2.1,3.32,3.97,2.11,3.0,4.0,2.1
N1,17/01/2021,Ajax,Feyenoord,H,1.44,4.5,7.0,1.45,4.75,6.75,2020/21,€428.10m,€108.38m,1.47,5.03,6.48,1.4,5.64,7.22,1.36,5.25,7.0
N1,22/01/2021,Willem II,Zwolle,A,2.37,3.4,2.9,2.35,3.6,2.85,2020/21,€21.35m,€17.65m,2.38,3.55,3.07,2.37,3.66,3.0,2.3,3.4,3.0
N1,23/01/2021,Den Haag,FC Emmen,D,2.8,3.5,2.37,2.8,3.5,2.45,2020/21,€15.98m,€14.63m,2.94,3.58,2.45,3.39,3.56,2.21,3.25,3.5,2.1
N1,23/01/2021,Vitesse,Groningen,H,1.72,3.9,4.33,1.75,4.0,4.4,2020/21,€31.50m,€34.05m,1.77,3.93,4.74,1.81,3.84,4.62,1.72,4.0,4.33
N1,23/01/2021,PSV Eindhoven,Waalwijk,H,1.12,8.0,17.0,1.13,8.5,21.0,2020/21,€204.58m,€11.63m,1.16,8.41,17.65,1.26,6.41,11.17,1.22,6.5,11.0
N1,23/01/2021,Heracles,Heerenveen,H,2.2,3.6,3.0,2.3,3.5,3.0,2020/21,€17.58m,€30.95m,2.35,3.55,3.12,2.11,3.76,3.46,2.0,3.6,3.4
N1,24/01/2021,For Sittard,Ajax,A,11.0,8.5,1.16,15.5,8.5,1.15,2020/21,€18.55m,€428.10m,16.3,8.72,1.16,12.07,7.73,1.21,11.0,8.5,1.16
N1,24/01/2021,Twente,VVV Venlo,A,1.57,4.0,5.75,1.6,4.33,5.25,2020/21,€28.35m,€13.73m,1.6,4.55,5.33,1.79,3.9,4.64,1.72,4.0,4.5
N1,24/01/2021,Utrecht,Sparta Rotterdam,H,1.61,4.0,5.0,1.67,3.8,5.25,2020/21,€46.63m,€16.43m,1.66,3.93,5.74,1.67,3.94,5.67,1.57,4.0,5.25
N1,24/01/2021,Feyenoord,AZ Alkmaar,A,2.37,3.5,2.8,2.3,3.6,2.95,2020/21,€108.38m,€135.53m,2.43,3.7,2.89,2.62,3.84,2.59,2.5,3.5,2.7
N1,26/01/2021,Zwolle,Heracles,D,2.5,3.6,2.62,2.45,3.4,2.85,2020/21,€17.65m,€17.58m,2.66,3.42,2.79,2.73,3.38,2.74,2.7,3.4,2.5
N1,26/01/2021,FC Emmen,PSV Eindhoven,A,7.0,5.0,1.4,7.5,5.0,1.4,2020/21,€14.63m,€204.58m,7.45,5.05,1.43,7.49,5.05,1.43,7.0,5.0,1.4
N1,26/01/2021,Groningen,Den Haag,H,1.4,4.75,7.5,1.45,4.75,6.75,2020/21,€34.05m,€15.98m,1.44,4.79,7.71,1.5,4.51,7.0,1.44,4.33,7.0
N1,27/01/2021,AZ Alkmaar,Utrecht,A,1.83,3.8,3.8,1.9,3.8,3.8,2020/21,€135.53m,€46.63m,1.89,3.83,4.18,1.88,3.94,4.08,1.8,3.8,4.0
N1,27/01/2021,VVV Venlo,Vitesse,H,6.5,4.75,1.44,5.75,4.75,1.5,2020/21,€13.73m,€31.50m,6.4,4.83,1.5,7.01,4.96,1.45,7.0,5.0,1.4
N1,27/01/2021,Waalwijk,For Sittard,A,2.6,3.4,2.55,2.65,3.5,2.6,2020/21,€11.63m,€18.55m,2.77,3.66,2.54,2.4,3.77,2.9,2.25,3.5,2.87
N1,27/01/2021,Heerenveen,Feyenoord,H,4.75,4.0,1.66,4.5,4.0,1.72,2020/21,€30.95m,€108.38m,4.62,4.33,1.71,4.42,4.36,1.74,4.2,4.0,1.75
N1,28/01/2021,Ajax,Willem II,H,1.08,11.0,21.0,1.11,10.0,21.0,2020/21,€428.10m,€21.35m,1.13,10.15,21.68,1.08,13.54,31.61,1.07,10.0,26.0
N1,28/01/2021,Sparta Rotterdam,Twente,D,2.25,3.6,3.0,2.3,3.7,2.9,2020/21,€16.43m,€28.35m,2.34,3.74,3.01,2.22,3.74,3.22,2.1,3.6,3.2
N1,30/01/2021,Heracles,Groningen,H,2.3,3.6,2.8,2.3,3.6,2.95,2020/21,€17.58m,€34.05m,2.42,3.48,3.06,2.36,3.34,3.28,2.2,3.6,2.9
N1,30/01/2021,Utrecht,Zwolle,D,1.55,4.0,5.75,1.62,3.75,6.0,2020/21,€46.63m,€17.65m,1.59,3.99,6.57,1.56,4.14,6.74,1.5,4.0,7.0
N1,30/01/2021,For Sittard,VVV Venlo,H,1.9,3.75,3.6,2.0,3.75,3.5,2020/21,€18.55m,€13.73m,2.04,3.85,3.6,2.06,3.81,3.56,2.0,3.8,3.4
N1,30/01/2021,Vitesse,Waalwijk,D,1.33,5.0,8.5,1.34,5.25,9.0,2020/21,€31.50m,€11.63m,1.37,5.33,8.66,1.36,5.61,8.55,1.33,5.0,9.0
N1,31/01/2021,Twente,Heerenveen,D,2.05,3.75,3.2,2.15,3.6,3.25,2020/21,€28.35m,€30.95m,2.22,3.73,3.23,2.35,3.63,3.05,2.3,3.75,2.87
N1,31/01/2021,Feyenoord,PSV Eindhoven,H,2.8,3.5,2.4,2.85,3.6,2.4,2020/21,€108.38m,€204.58m,2.87,3.76,2.42,3.0,3.7,2.36,3.1,3.5,2.3
N1,31/01/2021,Willem II,FC Emmen,H,2.0,3.75,3.5,1.95,3.8,3.6,2020/21,€21.35m,€14.63m,2.09,3.76,3.53,2.04,3.75,3.67,1.95,3.75,3.75
N1,31/01/2021,AZ Alkmaar,Ajax,A,3.9,4.0,1.8,4.0,4.1,1.8,2020/21,€135.53m,€428.10m,3.98,4.33,1.83,3.93,4.44,1.81,3.8,4.33,1.75
N1,31/01/2021,Den Haag,Sparta Rotterdam,D,4.75,4.0,1.61,4.6,4.2,1.67,2020/21,€15.98m,€16.43m,4.91,4.34,1.68,5.19,4.18,1.67,4.5,4.0,1.65
N1,05/02/2021,For Sittard,Heracles,A,2.9,3.3,2.4,3.0,3.25,2.45,2020/21,€18.55m,€17.58m,2.93,3.38,2.56,2.82,3.47,2.6,2.7,3.3,2.55
N1,06/02/2021,FC Emmen,AZ Alkmaar,A,6.0,4.75,1.44,7.25,4.5,1.45,2020/21,€14.63m,€135.53m,7.15,4.77,1.47,7.66,5.36,1.4,8.5,5.25,1.33
N1,06/02/2021,Zwolle,Waalwijk,D,1.9,3.8,3.75,1.95,3.8,3.6,2020/21,€17.65m,€11.63m,1.97,3.91,3.75,1.85,3.9,4.26,1.75,4.0,4.2
N1,06/02/2021,Heerenveen,Vitesse,H,4.0,3.6,1.85,3.7,4.0,1.9,2020/21,€30.95m,€31.50m,3.83,4.17,1.89,3.24,3.7,2.23,3.25,3.6,2.1
N1,06/02/2021,PSV Eindhoven,Twente,H,1.44,4.5,6.5,1.4,5.25,6.75,2020/21,€204.58m,€28.35m,1.43,5.05,7.38,1.47,4.92,6.81,1.44,4.5,6.5
N1,12/02/2021,Waalwijk,FC Emmen,H,2.15,3.75,3.0,2.15,3.75,3.1,2020/21,€11.63m,€14.63m,2.25,3.64,3.23,2.28,3.61,3.21,2.15,3.75,3.0
N1,13/02/2021,Groningen,Zwolle,H,2.0,3.6,3.5,2.05,3.5,3.6,2020/21,€34.05m,€17.65m,2.09,3.55,3.73,2.2,3.45,3.52,2.1,3.5,3.4
N1,13/02/2021,Sparta Rotterdam,For Sittard,A,1.8,3.6,4.2,1.85,3.75,4.1,2020/21,€16.43m,€18.55m,1.9,3.85,4.1,1.9,3.77,4.2,1.8,3.6,4.2
N1,13/02/2021,Den Haag,PSV Eindhoven,D,11.0,6.5,1.22,9.5,6.25,1.28,2020/21,€15.98m,€204.58m,10.99,5.92,1.28,10.93,5.8,1.29,11.0,6.0,1.25
N1,13/02/2021,Heracles,Ajax,A,9.0,5.75,1.3,8.25,5.5,1.34,2020/21,€17.58m,€428.10m,8.42,5.43,1.37,8.87,5.84,1.34,9.0,5.75,1.3
N1,14/02/2021,AZ Alkmaar,Heerenveen,H,1.44,4.5,6.5,1.48,4.75,6.25,2020/21,€135.53m,€30.95m,1.48,4.87,6.68,1.39,5.34,7.98,1.33,4.5,8.0
N1,14/02/2021,Feyenoord,Willem II,H,1.36,5.0,8.5,1.35,5.25,8.5,2020/21,€108.38m,€21.35m,1.38,5.34,8.34,1.41,5.25,7.39,1.36,4.75,8.0
N1,14/02/2021,Utrecht,VVV Venlo,H,1.28,5.5,10.0,1.3,5.5,9.75,2020/21,€46.63m,€13.73m,1.32,5.76,9.71,1.37,5.48,8.39,1.33,5.0,8.5
N1,14/02/2021,Vitesse,Twente,A,1.7,4.0,4.75,1.72,3.9,4.75,2020/21,€31.50m,€28.35m,1.75,4.0,4.81,1.95,3.68,4.08,1.85,4.0,4.2
N1,19/02/2021,Willem II,Utrecht,A,5.75,4.75,1.5,5.5,4.4,1.55,2020/21,€21.35m,€46.63m,5.79,4.89,1.53,5.74,4.37,1.59,5.5,4.75,1.53
N1,20/02/2021,FC Emmen,Zwolle,H,3.4,3.6,2.05,3.25,3.6,2.15,2020/21,€14.63m,€17.65m,3.55,3.77,2.08,2.96,3.59,2.43,2.75,3.6,2.4
N1,20/02/2021,VVV Venlo,AZ Alkmaar,A,8.5,5.25,1.33,8.5,5.5,1.33,2020/21,€13.73m,€135.53m,8.22,5.32,1.38,7.65,5.23,1.41,7.0,5.0,1.4
N1,20/02/2021,For Sittard,Den Haag,H,1.55,4.0,5.25,1.6,4.1,5.5,2020/21,€18.55m,€15.98m,1.57,4.54,5.66,1.53,4.7,6.12,1.45,4.5,6.0
N1,21/02/2021,Twente,Feyenoord,D,3.6,3.75,1.95,3.5,3.6,2.05,2020/21,€28.35m,€108.38m,3.55,3.78,2.07,3.15,3.87,2.21,3.1,3.8,2.15
N1,21/02/2021,Heerenveen,Groningen,D,2.4,3.4,2.8,2.45,3.4,2.9,2020/21,€30.95m,€34.05m,2.56,3.46,2.88,2.48,3.63,2.87,2.37,3.3,2.9
N1,21/02/2021,Waalwijk,Heracles,H,3.25,3.4,2.15,3.25,3.6,2.15,2020/21,€11.63m,€17.58m,3.21,3.72,2.23,3.26,3.67,2.23,3.3,3.5,2.1
N1,21/02/2021,PSV Eindhoven,Vitesse,H,1.65,4.2,5.0,1.67,4.1,4.75,2020/21,€204.58m,€31.50m,1.67,4.31,4.98,2.19,3.65,3.35,2.05,3.7,3.3
N1,21/02/2021,Ajax,Sparta Rotterdam,H,1.14,8.5,13.0,1.16,8.25,14.5,2020/21,€428.10m,€16.43m,1.18,8.48,14.57,1.21,7.35,13.23,1.16,7.5,13.0
N1,24/02/2021,Willem II,Den Haag,D,1.7,3.6,4.2,1.72,3.9,4.75,2020/21,€21.35m,€15.98m,1.76,3.9,4.86,1.77,3.88,4.81,1.7,3.6,5.0
N1,24/02/2021,Groningen,Feyenoord,D,3.3,3.3,2.05,3.3,3.6,2.15,2020/21,€34.05m,€108.38m,3.41,3.64,2.17,3.67,3.8,2.03,3.5,3.5,1.95
N1,26/02/2021,Zwolle,Heerenveen,H,2.4,3.4,2.8,2.5,3.4,2.8,2020/21,€17.65m,€30.95m,2.57,3.5,2.83,2.71,3.61,2.62,2.62,3.4,2.55
N1,27/02/2021,Utrecht,FC Emmen,A,1.25,6.0,9.5,1.28,6.0,10.0,2020/21,€46.63m,€14.63m,1.27,6.08,11.34,1.28,6.15,10.76,1.22,6.0,10.0
N1,27/02/2021,Den Haag,Waalwijk,D,3.5,3.4,2.05,3.5,3.6,2.05,2020/21,€15.98m,€11.63m,3.59,3.72,2.08,4.3,3.64,1.92,4.33,3.6,1.85
N1,27/02/2021,Vitesse,VVV Venlo,H,1.4,4.33,8.0,1.45,4.5,7.0,2020/21,€31.50m,€13.73m,1.42,5.06,7.61,1.44,4.94,7.25,1.4,4.2,8.0
N1,27/02/2021,Heracles,Twente,D,2.5,3.5,2.6,2.55,3.6,2.65,2020/21,€17.58m,€28.35m,2.68,3.47,2.73,2.74,3.49,2.66,2.6,3.5,2.5
N1,28/02/2021,Sparta Rotterdam,Willem II,A,1.7,3.8,4.5,1.72,3.9,4.75,2020/21,€16.43m,€21.35m,1.75,3.97,4.68,1.81,3.77,4.67,1.75,4.0,4.33
N1,28/02/2021,Groningen,For Sittard,H,1.85,3.6,4.2,1.85,3.7,4.1,2020/21,€34.05m,€18.55m,1.92,3.71,4.19,2.28,3.46,3.33,2.2,3.5,3.2
N1,28/02/2021,PSV Eindhoven,Ajax,D,3.4,4.0,1.95,3.4,3.9,2.0,2020/21,€204.58m,€428.10m,3.46,4.23,1.99,3.38,4.15,2.03,3.3,4.1,1.95
N1,28/02/2021,AZ Alkmaar,Feyenoord,H,2.05,3.6,3.2,2.1,3.5,3.5,2020/21,€135.53m,€108.38m,2.11,3.93,3.33,1.98,4.07,3.59,1.9,3.8,3.5
N1,05/03/2021,FC Emmen,Sparta Rotterdam,D,2.9,3.6,2.25,2.95,3.6,2.3,2020/21,€14.63m,€16.43m,3.12,3.51,2.37,2.97,3.63,2.4,2.9,3.6,2.25
N1,06/03/2021,Feyenoord,VVV Venlo,H,1.25,6.0,9.0,1.3,6.25,8.5,2020/21,€108.38m,€13.73m,1.29,6.25,10.51,1.21,7.69,13.54,1.16,7.5,13.0
N1,06/03/2021,Twente,Willem II,D,1.7,4.0,4.5,1.72,4.0,4.6,2020/21,€28.35m,€21.35m,1.74,4.06,4.83,1.93,3.85,3.99,1.85,3.75,4.0
N1,06/03/2021,Heerenveen,Den Haag,H,1.45,4.5,5.75,1.5,4.33,6.5,2020/21,€30.95m,€15.98m,1.5,4.45,7.09,1.59,4.16,6.21,1.55,4.33,5.5
N1,06/03/2021,Waalwijk,Utrecht,A,6.0,4.0,1.53,5.5,4.1,1.6,2020/21,€11.63m,€46.63m,5.86,4.35,1.58,6.64,4.53,1.51,6.5,4.33,1.45
N1,07/03/2021,Ajax,Groningen,H,1.2,7.0,12.0,1.22,6.75,11.5,2020/21,€428.10m,€34.05m,1.24,6.79,12.39,1.15,8.82,18.69,1.2,7.0,12.0
N1,07/03/2021,For Sittard,PSV Eindhoven,A,7.0,4.5,1.44,6.25,5.0,1.45,2020/21,€18.55m,€204.58m,6.33,5.02,1.48,6.29,5.09,1.48,6.5,5.0,1.4
N1,07/03/2021,Heracles,Zwolle,H,2.0,3.4,3.6,2.1,3.5,3.5,2020/21,€17.58m,€17.65m,2.1,3.61,3.62,2.2,3.57,3.41,2.1,3.4,3.4
N1,07/03/2021,Vitesse,AZ Alkmaar,H,3.5,3.75,2.0,3.3,3.8,2.05,2020/21,€31.50m,€135.53m,3.38,4.07,2.06,3.48,3.6,2.16,3.3,3.75,2.05
N1,09/03/2021,VVV Venlo,Sparta Rotterdam,A,3.75,3.6,1.9,3.75,3.7,1.95,2020/21,€13.73m,€16.43m,3.93,3.69,1.98,4.12,3.63,1.95,3.8,3.6,1.9
N1,13/03/2021,Willem II,Heerenveen,H,2.62,3.5,2.37,2.75,3.7,2.4,2020/21,€21.35m,€30.95m,2.79,3.7,2.51,2.98,3.71,2.36,2.87,3.6,2.3
N1,13/03/2021,Den Haag,Heracles,A,5.5,4.0,1.57,5.5,4.0,1.62,2020/21,€15.98m,€17.58m,5.39,4.26,1.64,5.2,3.91,1.71,5.0,3.8,1.65
N1,13/03/2021,AZ Alkmaar,Twente,H,1.44,4.75,6.5,1.4,5.0,7.25,2020/21,€135.53m,€28.35m,1.46,4.87,7.14,1.63,4.54,5.1,1.6,4.2,5.0
N1,13/03/2021,Groningen,FC Emmen,D,1.8,3.75,3.75,1.85,3.7,4.2,2020/21,€34.05m,€14.63m,1.93,3.56,4.35,2.09,3.31,4.05,2.05,3.4,3.6
N1,13/03/2021,Sparta Rotterdam,Waalwijk,H,1.9,3.5,3.5,1.95,3.7,3.8,2020/21,€16.43m,€11.63m,1.95,3.65,4.1,2.05,3.47,3.96,1.95,3.5,3.75
N1,14/03/2021,VVV Venlo,For Sittard,A,3.5,3.4,1.9,3.5,3.75,2.0,2020/21,€13.73m,€18.55m,3.4,4.15,2.02,3.52,3.5,2.18,3.4,3.75,2.0
N1,14/03/2021,PSV Eindhoven,Feyenoord,D,1.8,3.6,4.2,1.85,3.8,4.0,2020/21,€204.58m,€108.38m,1.86,4.11,4.0,1.76,4.33,4.35,1.66,4.0,4.6
N1,14/03/2021,Utrecht,Vitesse,A,1.95,3.75,3.3,2.0,3.75,3.5,2020/21,€46.63m,€31.50m,2.01,3.87,3.66,1.84,3.78,4.49,1.75,3.8,4.2
N1,14/03/2021,Zwolle,Ajax,A,12.0,6.0,1.25,10.5,6.25,1.26,2020/21,€17.65m,€428.10m,10.95,6.62,1.27,13.3,7.8,1.2,12.0,6.0,1.22
N1,19/03/2021,Heerenveen,Twente,D,2.9,3.4,2.37,3.0,3.5,2.4,2020/21,€30.95m,€28.35m,2.98,3.52,2.45,2.75,3.49,2.64,2.75,3.4,2.5
N1,20/03/2021,For Sittard,Utrecht,A,4.33,3.8,1.7,4.6,4.0,1.72,2020/21,€18.55m,€46.63m,4.52,4.21,1.75,4.43,3.91,1.83,4.2,3.8,1.75
N1,20/03/2021,Feyenoord,FC Emmen,D,1.3,5.5,8.5,1.33,5.25,9.5,2020/21,€108.38m,€14.63m,1.33,5.65,9.63,1.37,5.68,7.83,1.33,5.5,7.5
N1,20/03/2021,Waalwijk,Groningen,H,3.1,3.25,2.3,3.3,3.2,2.3,2020/21,€11.63m,€34.05m,3.19,3.3,2.43,3.25,3.43,2.34,3.2,3.25,2.2
N1,21/03/2021,Zwolle,VVV Venlo,H,1.7,3.6,4.75,1.78,3.9,4.4,2020/21,€17.65m,€13.73m,1.79,4.16,4.31,1.78,3.92,4.69,1.7,3.6,4.75
N1,21/03/2021,AZ Alkmaar,PSV Eindhoven,H,2.75,3.6,2.3,2.7,3.75,2.4,2020/21,€135.53m,€204.58m,2.77,3.86,2.45,2.72,3.9,2.48,2.7,3.6,2.37
N1,21/03/2021,Vitesse,Willem II,D,1.5,4.33,6.5,1.53,4.4,5.75,2020/21,€31.50m,€21.35m,1.53,4.44,6.49,1.68,4.1,5.16,1.6,4.2,5.5
N1,21/03/2021,Heracles,Sparta Rotterdam,D,2.1,3.4,3.4,2.2,3.5,3.25,2020/21,€17.58m,€16.43m,2.22,3.44,3.48,2.24,3.42,3.45,2.15,3.4,3.5
N1,21/03/2021,Ajax,Den Haag,H,1.05,15.0,21.0,1.05,16.0,31.0,2020/21,€428.10m,€15.98m,1.06,14.99,41.83,1.05,16.47,48.13,1.05,15.0,21.0
N1,03/04/2021,VVV Venlo,Groningen,A,3.75,3.6,1.9,3.7,3.6,2.0,2020/21,€13.73m,€34.05m,3.72,3.75,2.03,4.12,3.66,1.95,3.75,3.75,1.9
N1,03/04/2021,Twente,Vitesse,A,2.75,3.4,2.5,2.6,3.6,2.6,2020/21,€28.35m,€31.50m,2.77,3.54,2.6,2.73,3.55,2.63,2.62,3.4,2.55
N1,03/04/2021,Willem II,AZ Alkmaar,A,6.0,4.5,1.5,5.5,4.6,1.53,2020/21,€21.35m,€135.53m,5.88,4.66,1.55,5.06,4.11,1.69,4.5,4.5,1.6
N1,03/04/2021,Sparta Rotterdam,Zwolle,H,2.05,3.4,3.6,2.1,3.5,3.5,2020/21,€16.43m,€17.65m,2.16,3.41,3.69,1.98,3.58,4.09,1.9,3.5,4.0
N1,04/04/2021,Feyenoord,For Sittard,H,1.5,4.33,6.0,1.53,4.0,6.75,2020/21,€108.38m,€18.55m,1.56,4.58,5.78,1.48,4.94,6.49,1.44,4.75,7.0
N1,04/04/2021,Den Haag,Utrecht,A,8.5,5.0,1.33,8.0,5.25,1.36,2020/21,€15.98m,€46.63m,9.34,5.42,1.35,10.34,6.05,1.29,11.0,5.75,1.22
N1,04/04/2021,PSV Eindhoven,Heracles,H,1.36,4.75,8.5,1.36,5.0,8.5,2020/21,€204.58m,€17.58m,1.37,5.17,9.23,1.34,5.35,10.1,1.33,5.0,10.0
N1,04/04/2021,FC Emmen,Waalwijk,H,2.2,3.3,3.3,2.3,3.3,3.2,2020/21,€14.63m,€11.63m,2.23,3.68,3.24,2.03,3.74,3.73,2.05,3.3,3.8
N1,04/04/2021,Heerenveen,Ajax,A,10.0,6.0,1.28,9.75,6.0,1.28,2020/21,€30.95m,€428.10m,9.68,6.2,1.29,11.79,7.3,1.23,11.0,6.5,1.22
N1,09/04/2021,Vitesse,Den Haag,D,1.18,6.5,15.0,1.22,6.25,13.5,2020/21,€31.50m,€15.98m,1.2,7.19,15.23,1.23,6.58,13.23,1.22,6.0,12.0
N1,10/04/2021,Heracles,Willem II,H,2.05,3.5,3.5,2.1,3.5,3.5,2020/21,€17.58m,€21.35m,2.15,3.64,3.46,2.26,3.42,3.4,2.15,3.4,3.3
N1,10/04/2021,AZ Alkmaar,Sparta Rotterdam,H,1.45,4.5,6.0,1.5,4.5,6.25,2020/21,€135.53m,€16.43m,1.5,4.75,6.52,1.47,4.97,6.58,1.45,4.5,5.5
N1,10/04/2021,For Sittard,FC Emmen,A,2.25,3.5,3.0,2.35,3.3,3.1,2020/21,€18.55m,€14.63m,2.45,3.44,3.04,2.36,3.48,3.16,2.25,3.5,3.1
N1,10/04/2021,Zwolle,Twente,H,2.9,3.3,2.37,2.95,3.5,2.35,2020/21,€17.65m,€28.35m,2.96,3.58,2.44,3.03,3.46,2.45,2.9,3.3,2.37
N1,11/04/2021,Utrecht,Feyenoord,A,2.25,3.4,3.1,2.35,3.3,3.1,2020/21,€46.63m,€108.38m,2.3,3.8,3.03,2.15,3.8,3.33,2.05,3.75,3.3
N1,11/04/2021,Groningen,Heerenveen,A,2.25,3.3,3.2,2.3,3.3,3.25,2020/21,€34.05m,€30.95m,2.31,3.36,3.29,2.3,3.47,3.28,2.2,3.3,3.25
N1,11/04/2021,VVV Venlo,PSV Eindhoven,A,10.0,6.5,1.22,9.75,6.0,1.28,2020/21,€13.73m,€204.58m,10.84,6.39,1.27,13.33,6.98,1.22,10.0,6.5,1.22
N1,11/04/2021,Waalwijk,Ajax,A,15.0,8.0,1.14,15.5,8.25,1.16,2020/21,€11.63m,€428.10m,15.45,8.19,1.18,16.08,8.63,1.17,13.0,9.0,1.14
N1,22/04/2021,Ajax,Utrecht,D,1.4,5.0,6.5,1.4,5.0,7.5,2020/21,€428.10m,€46.63m,1.44,5.03,7.14,1.45,5.23,6.68,1.4,5.0,6.5
N1,23/04/2021,Willem II,Waalwijk,H,1.83,3.6,4.33,1.87,3.7,4.1,2020/21,€21.35m,€11.63m,1.86,3.96,4.18,1.81,3.88,4.51,1.75,3.6,4.75
N1,24/04/2021,Heerenveen,Zwolle,A,2.05,3.6,3.4,2.05,3.6,3.5,2020/21,€30.95m,€17.65m,2.07,3.96,3.41,2.01,3.83,3.71,1.9,3.75,3.8
N1,24/04/2021,PSV Eindhoven,Groningen,H,1.28,5.25,9.5,1.3,5.5,10.0,2020/21,€204.58m,€34.05m,1.31,5.63,11.16,1.22,6.86,13.41,1.22,6.0,15.0
N1,24/04/2021,Sparta Rotterdam,VVV Venlo,H,1.5,4.0,6.0,1.57,4.25,5.75,2020/21,€16.43m,€13.73m,1.56,4.25,6.39,1.64,4.22,5.46,1.6,3.8,5.25
N1,25/04/2021,FC Emmen,Heracles,H,2.55,3.25,2.75,2.45,3.5,2.8,2020/21,€14.63m,€17.58m,2.56,3.49,2.85,2.27,3.57,3.27,2.25,3.4,3.1
N1,25/04/2021,Ajax,AZ Alkmaar,H,1.5,4.5,6.0,1.53,4.75,5.5,2020/21,€428.10m,€135.53m,1.56,4.69,5.6,1.45,5.24,6.57,1.4,4.75,6.5
N1,25/04/2021,Den Haag,For Sittard,A,4.2,3.8,1.8,4.2,3.7,1.85,2020/21,€15.98m,€18.55m,4.11,3.86,1.89,3.24,3.67,2.24,3.3,3.6,2.05
N1,25/04/2021,Feyenoord,Vitesse,D,2.05,3.6,3.3,2.1,3.7,3.25,2020/21,€108.38m,€31.50m,2.05,3.9,3.52,1.77,4.2,4.4,1.66,3.75,4.75
N1,25/04/2021,Twente,Utrecht,A,3.75,3.8,1.9,3.4,3.9,2.0,2020/21,€28.35m,€46.63m,3.75,3.92,1.97,3.58,3.77,2.07,3.4,3.75,2.0
N1,01/05/2021,Heracles,VVV Venlo,H,1.57,4.2,5.25,1.57,4.25,5.75,2020/21,€17.58m,€13.73m,1.64,4.19,5.47,1.73,4.14,4.72,1.7,4.0,4.75
N1,01/05/2021,For Sittard,Twente,H,2.8,3.5,2.37,2.95,3.5,2.35,2020/21,€18.55m,€28.35m,2.88,3.89,2.36,3.06,3.78,2.29,3.2,3.5,2.15
N1,01/05/2021,Vitesse,Zwolle,H,1.53,4.0,6.0,1.6,4.1,5.5,2020/21,€31.50m,€17.65m,1.56,4.5,6.01,1.45,4.94,7.1,1.44,4.33,6.5
N1,01/05/2021,Waalwijk,AZ Alkmaar,A,7.0,5.0,1.36,7.0,5.0,1.42,2020/21,€11.63m,€135.53m,7.44,5.2,1.42,7.66,5.57,1.38,8.0,5.25,1.33
N1,01/05/2021,Utrecht,Willem II,H,1.45,4.5,6.5,1.48,4.4,6.75,2020/21,€46.63m,€21.35m,1.52,4.53,6.54,1.51,4.62,6.48,1.5,4.5,6.5
N1,02/05/2021,Den Haag,Feyenoord,H,10.0,5.0,1.28,9.0,5.0,1.35,2020/21,€15.98m,€108.38m,8.58,5.49,1.36,8.79,6.0,1.33,17.0,4.75,1.3
N1,02/05/2021,Ajax,FC Emmen,H,1.1,10.0,17.0,1.12,9.25,19.5,2020/21,€428.10m,€14.63m,1.14,9.08,20.04,1.11,10.45,26.37,1.1,10.0,17.0
N1,02/05/2021,Groningen,Sparta Rotterdam,A,2.3,3.3,3.1,2.3,3.3,3.2,2020/21,€34.05m,€16.43m,2.31,3.46,3.27,2.59,3.36,2.92,2.5,3.3,2.75
N1,02/05/2021,PSV Eindhoven,Heerenveen,D,1.22,6.0,13.0,1.26,6.0,11.0,2020/21,€204.58m,€30.95m,1.28,6.35,10.22,1.26,6.48,10.87,1.25,6.0,10.0
N1,07/05/2021,Sparta Rotterdam,Vitesse,H,3.4,3.6,1.95,3.5,3.75,2.0,2020/21,€16.43m,€31.50m,3.58,3.76,2.07,3.56,3.63,2.12,3.4,3.75,2.0
N1,08/05/2021,Twente,Heracles,D,2.3,3.5,2.9,2.4,3.5,2.9,2020/21,€28.35m,€17.58m,2.49,3.56,2.9,2.78,3.45,2.65,2.45,3.5,2.75
N1,08/05/2021,Heerenveen,Utrecht,D,4.2,3.6,1.8,3.9,3.9,1.85,2020/21,€30.95m,€46.63m,3.95,4.14,1.87,4.4,4.17,1.78,4.75,3.75,1.7
N1,08/05/2021,AZ Alkmaar,For Sittard,H,1.28,5.75,9.0,1.3,5.75,9.25,2020/21,€135.53m,€18.55m,1.34,5.53,9.12,1.33,5.91,9.12,1.3,5.5,10.0
N1,08/05/2021,VVV Venlo,Waalwijk,D,2.37,3.5,2.9,2.4,3.5,2.9,2020/21,€13.73m,€11.63m,2.4,3.61,3.0,2.43,3.59,2.96,2.37,3.5,2.9
N1,09/05/2021,FC Emmen,Groningen,A,2.05,3.5,3.4,2.15,3.6,3.25,2020/21,€14.63m,€34.05m,2.11,3.66,3.55,2.43,3.33,3.17,2.25,3.4,3.1
N1,09/05/2021,Feyenoord,Ajax,A,5.25,4.5,1.55,5.0,4.5,1.6,2020/21,€108.38m,€428.10m,5.04,4.89,1.59,6.29,5.27,1.46,6.5,5.25,1.4
