Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue
G1,30/08/2014,Panetolikos,Olympiakos,1.0,1.0,D,0.0,0.0,8.0,4.2,1.36,8.75,4.25,1.36,2014/15,€12.85m,€83.90m
G1,30/08/2014,Panthrakikos,Giannina,1.0,1.0,D,0.0,1.0,2.2,3.1,3.0,2.35,3.0,3.1,2014/15,€10.98m,€12.40m
G1,31/08/2014,Asteras Tripolis,Levadeiakos,2.0,1.0,H,1.0,1.0,1.57,3.6,5.0,1.65,3.4,5.5,2014/15,€23.50m,€15.25m
G1,31/08/2014,Niki Volos,Atromitos,0.0,1.0,A,0.0,1.0,3.3,3.2,2.0,3.6,3.2,2.05,2014/15,€6.05m,€16.38m
G1,31/08/2014,Panathinaikos,Panionios,2.0,1.0,H,0.0,0.0,1.22,5.0,11.0,1.28,4.75,12.0,2014/15,€30.00m,€12.33m
G1,31/08/2014,Platanias,PAOK,0.0,4.0,A,0.0,1.0,3.1,3.4,2.0,3.3,3.1,2.2,2014/15,€12.70m,€41.80m
G1,31/08/2014,Xanthi,Kerkyra,0.0,0.0,D,0.0,0.0,1.8,3.4,3.8,1.7,3.3,5.25,2014/15,€15.40m,€11.35m
G1,01/09/2014,OFI Crete,Veria,0.0,1.0,A,0.0,0.0,2.0,3.1,3.4,1.9,3.2,4.2,2014/15,€13.00m,€13.63m
G1,13/09/2014,Olympiakos,OFI Crete,3.0,0.0,H,2.0,0.0,1.13,8.0,19.0,1.11,7.75,20.0,2014/15,€83.90m,€13.00m
G1,13/09/2014,PAOK,Niki Volos,3.0,0.0,H,1.0,0.0,1.22,6.0,13.0,1.22,5.5,12.0,2014/15,€41.80m,€6.05m
G1,13/09/2014,Veria,Kerkyra,2.0,1.0,H,1.0,1.0,1.91,3.3,4.2,1.83,3.2,4.6,2014/15,€13.63m,€11.35m
G1,14/09/2014,Atromitos,Panetolikos,0.0,0.0,D,0.0,0.0,1.62,3.5,6.5,1.55,3.6,6.5,2014/15,€16.38m,€12.85m
G1,14/09/2014,Giannina,Xanthi,2.0,2.0,D,0.0,1.0,2.0,3.2,4.0,1.95,3.2,4.0,2014/15,€12.40m,€15.40m
G1,14/09/2014,Kallonis,Panathinaikos,1.0,0.0,H,1.0,0.0,5.25,3.4,1.73,5.0,3.4,1.7,2014/15,€10.63m,€30.00m
G1,14/09/2014,Panionios,Asteras Tripolis,2.0,1.0,H,2.0,1.0,3.0,3.0,2.5,2.9,3.0,2.5,2014/15,€12.33m,€23.50m
G1,15/09/2014,Ergotelis,Platanias,0.0,3.0,A,0.0,1.0,2.2,3.2,3.4,2.2,3.1,3.3,2014/15,€15.70m,€12.70m
G1,20/09/2014,OFI Crete,Atromitos,1.0,0.0,H,0.0,0.0,3.5,3.0,2.25,3.1,3.0,2.35,2014/15,€13.00m,€16.38m
G1,20/09/2014,Olympiakos,Veria,3.0,0.0,H,1.0,0.0,1.17,7.5,13.0,1.16,6.75,14.0,2014/15,€83.90m,€13.63m
G1,20/09/2014,Xanthi,Levadeiakos,2.0,0.0,H,1.0,0.0,1.95,3.25,4.0,2.0,3.1,3.9,2014/15,€15.40m,€15.25m
G1,21/09/2014,Asteras Tripolis,Kallonis,1.0,0.0,H,1.0,0.0,1.75,3.4,5.0,1.7,3.4,5.0,2014/15,€23.50m,€10.63m
G1,21/09/2014,Kerkyra,Giannina,2.0,0.0,H,1.0,0.0,2.3,3.1,3.3,2.4,3.1,2.9,2014/15,€11.35m,€12.40m
G1,21/09/2014,Niki Volos,Ergotelis,1.0,4.0,A,1.0,1.0,2.6,3.1,2.8,2.4,3.2,2.85,2014/15,€6.05m,€15.70m
G1,21/09/2014,Panthrakikos,Panionios,1.0,0.0,H,0.0,0.0,1.91,3.2,4.33,1.95,3.2,3.9,2014/15,€10.98m,€12.33m
G1,21/09/2014,Platanias,Panathinaikos,2.0,3.0,A,1.0,1.0,3.4,3.1,2.25,3.3,3.1,2.2,2014/15,€12.70m,€30.00m
G1,22/09/2014,Panetolikos,PAOK,0.0,1.0,A,0.0,1.0,3.4,3.2,2.2,3.1,3.1,2.3,2014/15,€12.85m,€41.80m
G1,27/09/2014,Atromitos,Olympiakos,1.0,0.0,H,1.0,0.0,4.5,3.5,1.67,5.25,3.4,1.67,2014/15,€16.38m,€83.90m
G1,27/09/2014,Panionios,Xanthi,1.0,1.0,D,1.0,1.0,2.25,3.1,2.88,2.4,3.0,3.0,2014/15,€12.33m,€15.40m
G1,27/09/2014,Platanias,Asteras Tripolis,0.0,1.0,A,0.0,0.0,2.5,3.0,2.63,2.7,3.1,2.6,2014/15,€12.70m,€23.50m
G1,28/09/2014,Ergotelis,Panetolikos,1.0,1.0,D,0.0,1.0,2.4,3.0,2.75,2.6,3.0,2.75,2014/15,€15.70m,€12.85m
G1,28/09/2014,Levadeiakos,Kerkyra,2.0,3.0,A,1.0,2.0,1.62,3.5,4.75,1.65,3.4,5.5,2014/15,€15.25m,€11.35m
G1,28/09/2014,Panathinaikos,Niki Volos,1.0,0.0,H,1.0,0.0,1.17,6.0,11.0,1.18,6.25,14.5,2014/15,€30.00m,€6.05m
G1,28/09/2014,PAOK,OFI Crete,4.0,0.0,H,4.0,0.0,1.29,4.2,10.0,1.28,5.0,10.5,2014/15,€41.80m,€13.00m
G1,28/09/2014,Veria,Giannina,2.0,0.0,H,0.0,0.0,2.0,3.1,3.4,2.0,3.2,3.8,2014/15,€13.63m,€12.40m
G1,29/09/2014,Kallonis,Panthrakikos,2.0,0.0,H,1.0,0.0,2.0,3.1,3.4,2.1,3.1,3.5,2014/15,€10.63m,€10.98m
G1,18/10/2014,Asteras Tripolis,Panetolikos,1.0,1.0,D,1.0,1.0,1.62,3.75,5.5,1.6,3.4,6.25,2014/15,€23.50m,€12.85m
G1,18/10/2014,Ergotelis,Olympiakos,2.0,3.0,A,1.0,1.0,13.0,5.75,1.22,12.5,5.5,1.22,2014/15,€15.70m,€83.90m
G1,18/10/2014,Niki Volos,Panthrakikos,1.0,0.0,H,1.0,0.0,3.2,3.0,2.4,2.75,3.1,2.55,2014/15,€6.05m,€10.98m
G1,19/10/2014,Kallonis,Kerkyra,1.0,0.0,H,0.0,0.0,2.1,3.2,3.6,2.0,3.2,3.7,2014/15,€10.63m,€11.35m
G1,19/10/2014,Panathinaikos,OFI Crete,1.0,2.0,A,0.0,1.0,1.33,4.5,11.0,1.35,4.4,9.0,2014/15,€30.00m,€13.00m
G1,19/10/2014,PAOK,Atromitos,2.0,1.0,H,2.0,0.0,1.57,3.75,6.0,1.48,3.8,7.0,2014/15,€41.80m,€16.38m
G1,19/10/2014,Platanias,Xanthi,1.0,0.0,H,0.0,0.0,2.05,3.25,3.75,2.2,3.1,3.3,2014/15,€12.70m,€15.40m
G1,19/10/2014,Veria,Levadeiakos,2.0,1.0,H,2.0,1.0,1.73,3.5,5.0,1.7,3.4,5.0,2014/15,€13.63m,€15.25m
G1,20/10/2014,Panionios,Giannina,0.0,1.0,A,0.0,0.0,2.2,3.0,3.6,2.2,3.1,3.3,2014/15,€12.33m,€12.40m
G1,25/10/2014,Atromitos,Ergotelis,1.0,1.0,D,0.0,0.0,1.5,4.0,7.0,1.5,3.7,7.0,2014/15,€16.38m,€15.70m
G1,25/10/2014,Giannina,Kallonis,0.0,0.0,D,0.0,0.0,2.0,3.1,4.2,2.05,3.1,3.7,2014/15,€12.40m,€10.63m
G1,25/10/2014,Levadeiakos,Panionios,1.0,0.0,H,0.0,0.0,1.65,3.6,5.5,1.67,3.4,5.25,2014/15,€15.25m,€12.33m
G1,26/10/2014,Kerkyra,Platanias,1.0,2.0,A,1.0,1.0,2.0,3.2,4.0,1.95,3.2,3.9,2014/15,€11.35m,€12.70m
G1,26/10/2014,OFI Crete,Asteras Tripolis,2.0,3.0,A,0.0,1.0,2.75,3.2,2.6,2.6,3.0,2.75,2014/15,€13.00m,€23.50m
G1,26/10/2014,Olympiakos,Panathinaikos,1.0,0.0,H,0.0,0.0,1.57,3.8,6.0,1.6,3.8,5.5,2014/15,€83.90m,€30.00m
G1,26/10/2014,Panetolikos,Panthrakikos,3.0,1.0,H,1.0,0.0,1.8,3.25,5.0,1.8,3.2,4.75,2014/15,€12.85m,€10.98m
G1,26/10/2014,PAOK,Veria,4.0,1.0,H,2.0,0.0,1.4,4.5,8.0,1.4,4.33,7.25,2014/15,€41.80m,€13.63m
G1,27/10/2014,Xanthi,Niki Volos,2.0,0.0,H,0.0,0.0,1.67,3.6,5.25,1.65,3.4,5.5,2014/15,€15.40m,€6.05m
G1,01/11/2014,Asteras Tripolis,Olympiakos,0.0,0.0,D,0.0,0.0,5.5,3.5,1.67,5.0,3.4,1.72,2014/15,€23.50m,€83.90m
G1,01/11/2014,Platanias,Giannina,0.0,0.0,D,0.0,0.0,2.1,3.0,3.9,2.1,3.1,3.6,2014/15,€12.70m,€12.40m
G1,01/11/2014,Veria,Panionios,2.0,2.0,D,2.0,1.0,1.57,3.6,6.5,1.55,3.7,6.0,2014/15,€13.63m,€12.33m
G1,02/11/2014,Ergotelis,PAOK,0.0,2.0,A,0.0,1.0,6.0,3.8,1.57,5.25,3.5,1.65,2014/15,€15.70m,€41.80m
G1,02/11/2014,Niki Volos,Kerkyra,0.0,0.0,D,0.0,0.0,2.75,3.1,2.63,2.5,3.0,2.85,2014/15,€6.05m,€11.35m
G1,02/11/2014,Panathinaikos,Atromitos,2.0,0.0,H,1.0,0.0,2.0,3.2,4.0,1.83,3.25,4.5,2014/15,€30.00m,€16.38m
G1,02/11/2014,Panetolikos,Xanthi,5.0,2.0,H,2.0,2.0,1.85,3.3,4.5,1.9,3.2,4.2,2014/15,€12.85m,€15.40m
G1,02/11/2014,Panthrakikos,OFI Crete,0.0,0.0,D,0.0,0.0,1.95,3.2,4.1,2.0,3.1,3.9,2014/15,€10.98m,€13.00m
G1,03/11/2014,Kallonis,Levadeiakos,0.0,0.0,D,0.0,0.0,1.75,3.5,4.75,1.8,3.25,4.6,2014/15,€10.63m,€15.25m
G1,08/11/2014,Ergotelis,Veria,2.0,2.0,D,2.0,1.0,2.38,3.2,3.0,2.35,3.25,2.9,2014/15,€15.70m,€13.63m
G1,08/11/2014,Kerkyra,Panetolikos,1.0,2.0,A,0.0,2.0,2.15,3.2,3.5,2.2,3.1,3.25,2014/15,€11.35m,€12.85m
G1,08/11/2014,Xanthi,OFI Crete,2.0,1.0,H,2.0,1.0,1.8,3.4,4.75,1.8,3.4,4.33,2014/15,€15.40m,€13.00m
G1,09/11/2014,Giannina,Niki Volos,4.0,0.0,H,1.0,0.0,1.44,3.8,9.0,1.5,3.75,6.75,2014/15,€12.40m,€6.05m
G1,09/11/2014,Levadeiakos,Platanias,0.0,0.0,D,0.0,0.0,1.7,3.5,5.25,1.7,3.4,5.0,2014/15,€15.25m,€12.70m
G1,09/11/2014,Olympiakos,Panthrakikos,5.0,1.0,H,2.0,0.0,1.14,7.5,17.0,1.12,7.75,18.0,2014/15,€83.90m,€10.98m
G1,09/11/2014,Panionios,Kallonis,0.0,2.0,A,0.0,0.0,2.25,3.2,3.25,2.35,3.1,3.0,2014/15,€12.33m,€10.63m
G1,09/11/2014,PAOK,Panathinaikos,1.0,2.0,A,0.0,0.0,1.8,3.5,4.5,1.75,3.5,4.5,2014/15,€41.80m,€30.00m
G1,10/11/2014,Atromitos,Asteras Tripolis,4.0,3.0,H,3.0,1.0,2.0,3.2,4.0,2.05,3.2,3.6,2014/15,€16.38m,€23.50m
G1,29/11/2014,Atromitos,Xanthi,2.0,0.0,H,1.0,0.0,1.55,3.75,5.5,1.55,3.75,6.0,2014/15,€16.38m,€15.40m
G1,29/11/2014,Kallonis,Platanias,0.0,0.0,D,0.0,0.0,1.75,3.25,4.2,1.85,3.25,4.25,2014/15,€10.63m,€12.70m
G1,29/11/2014,Levadeiakos,Panetolikos,0.0,0.0,D,0.0,0.0,2.2,3.1,3.5,2.2,3.1,3.3,2014/15,€15.25m,€12.85m
G1,30/11/2014,Ergotelis,Asteras Tripolis,1.0,4.0,A,1.0,1.0,3.1,3.1,2.38,2.75,3.25,2.45,2014/15,€15.70m,€23.50m
G1,30/11/2014,Giannina,OFI Crete,3.0,0.0,H,2.0,0.0,1.65,3.6,5.5,1.78,3.4,4.5,2014/15,€12.40m,€13.00m
G1,30/11/2014,Kerkyra,Olympiakos,0.0,4.0,A,0.0,1.0,13.0,6.0,1.22,10.0,5.5,1.25,2014/15,€11.35m,€83.90m
G1,30/11/2014,Panathinaikos,Veria,2.0,1.0,H,1.0,0.0,1.33,5.0,9.0,1.36,4.5,8.0,2014/15,€30.00m,€13.63m
G1,30/11/2014,Panionios,Niki Volos,2.0,1.0,H,1.0,0.0,1.5,3.8,7.0,1.55,3.7,6.0,2014/15,€12.33m,€6.05m
G1,30/11/2014,PAOK,Panthrakikos,3.0,2.0,H,1.0,1.0,1.13,7.5,11.0,1.12,8.0,15.0,2014/15,€41.80m,€10.98m
G1,03/12/2014,Atromitos,Veria,0.0,0.0,D,0.0,0.0,1.44,4.33,7.0,1.45,4.1,6.75,2014/15,€16.38m,€13.63m
G1,03/12/2014,Giannina,Levadeiakos,0.0,4.0,A,0.0,2.0,1.7,3.6,5.0,1.75,3.6,4.4,2014/15,€12.40m,€15.25m
G1,03/12/2014,Kerkyra,Panionios,1.0,0.0,H,1.0,0.0,2.0,3.2,4.0,2.0,3.3,3.6,2014/15,€11.35m,€12.33m
G1,03/12/2014,Olympiakos,PAOK,1.0,2.0,A,1.0,1.0,1.53,4.0,6.0,1.55,3.8,5.75,2014/15,€83.90m,€41.80m
G1,03/12/2014,Panthrakikos,Platanias,1.0,0.0,H,1.0,0.0,2.2,3.1,3.5,2.3,3.0,3.2,2014/15,€10.98m,€12.70m
G1,03/12/2014,Xanthi,Kallonis,2.0,1.0,H,2.0,0.0,1.85,3.4,4.33,1.91,3.25,4.0,2014/15,€15.40m,€10.63m
G1,04/12/2014,Niki Volos,Asteras Tripolis,0.0,2.0,A,0.0,1.0,5.25,4.0,1.62,5.0,3.6,1.65,2014/15,€6.05m,€23.50m
G1,04/12/2014,OFI Crete,Ergotelis,1.0,0.0,H,0.0,0.0,2.05,3.25,3.7,2.05,3.3,3.5,2014/15,€13.00m,€15.70m
G1,04/12/2014,Panetolikos,Panathinaikos,0.0,1.0,A,0.0,0.0,3.0,3.2,2.4,2.65,3.1,2.6,2014/15,€12.85m,€30.00m
G1,06/12/2014,Kerkyra,Atromitos,1.0,1.0,D,0.0,0.0,3.75,3.25,2.05,3.3,3.2,2.15,2014/15,€11.35m,€16.38m
G1,06/12/2014,Olympiakos,Giannina,2.0,2.0,D,0.0,1.0,1.1,9.0,21.0,1.1,11.0,12.5,2014/15,€83.90m,€12.40m
G1,06/12/2014,Veria,Platanias,2.0,0.0,H,1.0,0.0,1.8,3.5,4.5,1.85,3.4,4.1,2014/15,€13.63m,€12.70m
G1,07/12/2014,Asteras Tripolis,Panathinaikos,1.0,1.0,D,1.0,1.0,2.75,3.3,2.5,2.7,3.2,2.5,2014/15,€23.50m,€30.00m
G1,07/12/2014,Niki Volos,Kallonis,2.0,0.0,H,0.0,0.0,6.0,3.6,1.62,5.5,3.5,1.62,2014/15,€6.05m,€10.63m
G1,07/12/2014,OFI Crete,Levadeiakos,0.0,2.0,A,0.0,0.0,2.25,3.2,3.25,2.25,3.2,3.1,2014/15,€13.00m,€15.25m
G1,07/12/2014,Panetolikos,Panionios,2.0,1.0,H,0.0,0.0,1.44,4.2,7.5,1.44,4.1,7.0,2014/15,€12.85m,€12.33m
G1,07/12/2014,Xanthi,PAOK,4.0,2.0,H,1.0,1.0,6.0,3.8,1.57,5.75,3.7,1.57,2014/15,€15.40m,€41.80m
G1,08/12/2014,Panthrakikos,Ergotelis,0.0,0.0,D,0.0,0.0,2.0,3.3,3.8,2.0,3.25,3.7,2014/15,€10.98m,€15.70m
G1,13/12/2014,Kallonis,Panetolikos,0.0,0.0,D,0.0,0.0,2.3,3.2,3.1,2.25,3.1,3.2,2014/15,€10.63m,€12.85m
G1,13/12/2014,Levadeiakos,Olympiakos,1.0,2.0,A,1.0,0.0,13.0,6.5,1.2,12.0,6.0,1.2,2014/15,€15.25m,€83.90m
G1,13/12/2014,Platanias,Niki Volos,3.0,1.0,H,2.0,0.0,1.44,4.0,8.0,1.53,3.7,6.25,2014/15,€12.70m,€6.05m
G1,14/12/2014,Asteras Tripolis,Veria,2.0,0.0,H,2.0,0.0,1.53,3.75,7.0,1.53,3.7,6.25,2014/15,€23.50m,€13.63m
G1,14/12/2014,Ergotelis,Xanthi,0.0,2.0,A,0.0,1.0,2.45,3.3,2.8,2.45,3.1,2.85,2014/15,€15.70m,€15.40m
G1,14/12/2014,Giannina,Atromitos,1.0,0.0,H,0.0,0.0,2.8,3.2,2.55,2.8,3.1,2.5,2014/15,€12.40m,€16.38m
G1,14/12/2014,Panathinaikos,Panthrakikos,4.0,0.0,H,1.0,0.0,1.22,6.0,13.0,1.25,5.5,10.5,2014/15,€30.00m,€10.98m
G1,14/12/2014,Panionios,OFI Crete,2.0,0.0,H,0.0,0.0,1.8,3.4,4.75,1.87,3.3,4.1,2014/15,€12.33m,€13.00m
G1,14/12/2014,PAOK,Kerkyra,2.0,1.0,H,0.0,0.0,1.14,7.5,17.0,1.17,6.25,16.0,2014/15,€41.80m,€11.35m
G1,17/12/2014,Atromitos,Levadeiakos,1.0,0.0,H,1.0,0.0,1.53,3.8,6.5,1.55,3.9,5.75,2014/15,€16.38m,€15.25m
G1,17/12/2014,Kerkyra,Ergotelis,3.0,1.0,H,0.0,1.0,1.91,3.3,4.2,1.87,3.4,4.0,2014/15,€11.35m,€15.70m
G1,17/12/2014,OFI Crete,Kallonis,1.0,1.0,D,0.0,0.0,1.57,3.8,6.0,1.6,3.5,6.0,2014/15,€13.00m,€10.63m
G1,17/12/2014,Olympiakos,Panionios,2.0,0.0,H,1.0,0.0,1.11,9.0,19.0,1.11,9.25,14.0,2014/15,€83.90m,€12.33m
G1,17/12/2014,Panetolikos,Platanias,1.0,0.0,H,1.0,0.0,1.57,3.8,6.0,1.55,3.9,5.75,2014/15,€12.85m,€12.70m
G1,17/12/2014,Panthrakikos,Asteras Tripolis,1.0,1.0,D,1.0,1.0,3.6,3.25,2.1,3.5,3.3,2.05,2014/15,€10.98m,€23.50m
G1,17/12/2014,Veria,Niki Volos,2.0,0.0,H,1.0,0.0,1.25,5.25,13.0,1.3,5.0,9.25,2014/15,€13.63m,€6.05m
G1,18/12/2014,Giannina,PAOK,3.0,0.0,H,1.0,0.0,5.25,3.6,1.67,4.25,3.7,1.75,2014/15,€12.40m,€41.80m
G1,18/12/2014,Xanthi,Panathinaikos,4.0,2.0,H,2.0,1.0,3.5,3.3,2.1,3.5,3.5,1.95,2014/15,€15.40m,€30.00m
G1,20/12/2014,Kallonis,Olympiakos,0.0,5.0,A,0.0,1.0,11.0,7.0,1.2,11.5,6.25,1.2,2014/15,€10.63m,€83.90m
G1,20/12/2014,Panthrakikos,Veria,1.0,1.0,D,1.0,0.0,2.25,3.2,3.25,2.25,3.4,2.9,2014/15,€10.98m,€13.63m
G1,20/12/2014,Platanias,OFI Crete,1.0,0.0,H,0.0,0.0,2.1,3.1,3.75,2.15,3.5,3.0,2014/15,€12.70m,€13.00m
G1,21/12/2014,Asteras Tripolis,Xanthi,2.0,1.0,H,1.0,0.0,1.75,3.6,4.75,1.7,3.7,4.5,2014/15,€23.50m,€15.40m
G1,21/12/2014,Ergotelis,Giannina,1.0,0.0,H,1.0,0.0,2.5,3.2,2.88,2.45,3.25,2.75,2014/15,€15.70m,€12.40m
G1,21/12/2014,Levadeiakos,PAOK,1.0,2.0,A,0.0,1.0,5.0,3.5,1.73,4.6,3.6,1.72,2014/15,€15.25m,€41.80m
G1,21/12/2014,Panionios,Atromitos,2.0,2.0,D,1.0,2.0,3.2,3.2,2.3,2.9,3.25,2.35,2014/15,€12.33m,€16.38m
G1,22/12/2014,Panathinaikos,Kerkyra,2.0,0.0,H,1.0,0.0,1.22,6.5,11.0,1.2,6.25,11.0,2014/15,€30.00m,€11.35m
G1,03/01/2015,Kerkyra,Asteras Tripolis,1.0,0.0,H,0.0,0.0,2.88,3.3,2.4,2.9,3.1,2.4,2014/15,€11.35m,€23.50m
G1,03/01/2015,PAOK,Panionios,3.0,2.0,H,2.0,2.0,1.22,5.75,13.0,1.25,5.25,11.0,2014/15,€41.80m,€12.33m
G1,03/01/2015,Veria,Panetolikos,1.0,3.0,A,0.0,1.0,2.2,3.1,3.5,2.25,3.1,3.2,2014/15,€13.63m,€12.85m
G1,04/01/2015,Atromitos,Kallonis,0.0,0.0,D,0.0,0.0,1.44,4.0,8.0,1.48,4.0,6.5,2014/15,€16.38m,€10.63m
G1,04/01/2015,Levadeiakos,Ergotelis,1.0,1.0,D,1.0,1.0,1.83,3.4,4.5,1.87,3.3,4.1,2014/15,€15.25m,€15.70m
G1,04/01/2015,Olympiakos,Platanias,2.0,1.0,H,1.0,0.0,1.13,8.5,17.0,1.12,7.5,17.5,2014/15,€83.90m,€12.70m
G1,05/01/2015,Giannina,Panathinaikos,0.0,0.0,D,0.0,0.0,3.2,3.25,2.25,3.3,3.2,2.15,2014/15,€12.40m,€30.00m
G1,05/01/2015,Xanthi,Panthrakikos,0.0,0.0,D,0.0,0.0,1.57,3.75,6.0,1.55,3.7,6.0,2014/15,€15.40m,€10.98m
G1,10/01/2015,Asteras Tripolis,PAOK,3.0,0.0,H,3.0,0.0,2.63,3.3,2.6,2.6,3.3,2.55,2014/15,€23.50m,€41.80m
G1,10/01/2015,Platanias,Panionios,3.0,0.0,H,0.0,0.0,1.91,3.3,4.2,1.8,3.4,4.33,2014/15,€12.70m,€12.33m
G1,10/01/2015,Veria,Kallonis,1.0,1.0,D,1.0,1.0,1.91,3.3,4.2,1.8,3.4,4.33,2014/15,€13.63m,€10.63m
G1,11/01/2015,OFI Crete,Kerkyra,3.0,2.0,H,1.0,1.0,1.95,3.3,4.0,2.05,3.2,3.6,2014/15,€13.00m,€11.35m
G1,11/01/2015,Panathinaikos,Ergotelis,5.0,0.0,H,5.0,0.0,1.2,6.5,13.0,1.2,6.0,12.0,2014/15,€30.00m,€15.70m
G1,11/01/2015,Panetolikos,Giannina,0.0,0.0,D,0.0,0.0,1.8,3.5,4.5,1.78,3.5,4.33,2014/15,€12.85m,€12.40m
G1,11/01/2015,Panthrakikos,Atromitos,1.0,1.0,D,1.0,0.0,3.1,3.3,2.3,2.9,3.25,2.35,2014/15,€10.98m,€16.38m
G1,11/01/2015,Xanthi,Olympiakos,1.0,3.0,A,0.0,2.0,8.0,4.5,1.4,7.5,4.33,1.4,2014/15,€15.40m,€83.90m
G1,14/01/2015,Asteras Tripolis,Giannina,2.0,2.0,D,2.0,1.0,1.62,3.6,6.0,1.6,3.5,6.0,2014/15,€23.50m,€12.40m
G1,14/01/2015,Kallonis,PAOK,1.0,2.0,A,1.0,0.0,5.0,3.5,1.73,5.0,3.4,1.72,2014/15,€10.63m,€41.80m
G1,14/01/2015,Panathinaikos,Levadeiakos,1.0,0.0,H,1.0,0.0,1.25,5.25,13.0,1.25,5.0,12.5,2014/15,€30.00m,€15.25m
G1,14/01/2015,Panetolikos,OFI Crete,3.0,1.0,H,1.0,0.0,1.36,4.5,9.5,1.34,4.5,9.0,2014/15,€12.85m,€13.00m
G1,14/01/2015,Panthrakikos,Kerkyra,1.0,0.0,H,1.0,0.0,2.15,3.2,3.5,2.1,3.2,3.4,2014/15,€10.98m,€11.35m
G1,14/01/2015,Xanthi,Veria,2.0,2.0,D,1.0,1.0,1.91,3.5,4.0,1.83,3.3,4.25,2014/15,€15.40m,€13.63m
G1,15/01/2015,Platanias,Atromitos,0.0,0.0,D,0.0,0.0,2.75,3.0,2.75,2.6,3.2,2.6,2014/15,€12.70m,€16.38m
G1,17/01/2015,Kerkyra,Xanthi,0.0,0.0,D,0.0,0.0,2.5,3.2,2.88,2.25,3.2,3.1,2014/15,€11.35m,€15.40m
G1,17/01/2015,Panionios,Panathinaikos,1.0,1.0,D,1.0,0.0,5.0,3.75,1.67,4.6,3.8,1.67,2014/15,€12.33m,€30.00m
G1,17/01/2015,Veria,OFI Crete,4.0,1.0,H,3.0,1.0,1.57,3.6,5.0,1.53,3.75,6.25,2014/15,€13.63m,€13.00m
G1,18/01/2015,Giannina,Panthrakikos,2.0,2.0,D,1.0,0.0,1.62,3.6,6.0,1.62,3.5,5.75,2014/15,€12.40m,€10.98m
G1,18/01/2015,Levadeiakos,Asteras Tripolis,3.0,1.0,H,1.0,1.0,3.2,3.25,2.25,3.1,3.2,2.25,2014/15,€15.25m,€23.50m
G1,18/01/2015,Olympiakos,Panetolikos,2.0,0.0,H,0.0,0.0,1.17,6.5,17.0,1.17,6.5,13.5,2014/15,€83.90m,€12.85m
G1,18/01/2015,PAOK,Platanias,1.0,0.0,H,1.0,0.0,1.2,6.0,15.0,1.19,6.0,13.5,2014/15,€41.80m,€12.70m
G1,19/01/2015,Ergotelis,Kallonis,3.0,3.0,D,0.0,2.0,2.2,3.2,3.4,2.05,3.2,3.6,2014/15,€15.70m,€10.63m
G1,24/01/2015,Asteras Tripolis,Panionios,2.0,0.0,H,1.0,0.0,1.4,4.2,8.5,1.45,4.0,7.25,2014/15,€23.50m,€12.33m
G1,24/01/2015,Kerkyra,Veria,4.0,0.0,H,3.0,0.0,2.2,3.2,3.4,2.25,3.1,3.2,2014/15,€11.35m,€13.63m
G1,24/01/2015,OFI Crete,Olympiakos,0.0,3.0,A,0.0,1.0,34.0,12.0,1.04,21.0,12.0,1.05,2014/15,€13.00m,€83.90m
G1,24/01/2015,Panathinaikos,Kallonis,1.0,0.0,H,0.0,0.0,1.29,5.25,10.0,1.22,5.5,12.0,2014/15,€30.00m,€10.63m
G1,24/01/2015,Panthrakikos,Levadeiakos,1.0,0.0,H,1.0,0.0,2.3,3.1,3.25,2.25,3.1,3.2,2014/15,€10.98m,€15.25m
G1,24/01/2015,Xanthi,Giannina,1.0,1.0,D,0.0,0.0,2.1,3.1,3.75,2.15,3.1,3.4,2014/15,€15.40m,€12.40m
G1,26/01/2015,Panetolikos,Atromitos,1.0,1.0,D,0.0,1.0,2.38,3.1,3.1,2.2,3.1,3.3,2014/15,€12.85m,€16.38m
G1,26/01/2015,Platanias,Ergotelis,1.0,2.0,A,1.0,0.0,1.8,3.4,4.75,1.75,3.4,4.75,2014/15,€12.70m,€15.70m
G1,31/01/2015,Kallonis,Asteras Tripolis,1.0,0.0,H,0.0,0.0,3.0,3.25,2.38,2.75,3.25,2.45,2014/15,€10.63m,€23.50m
G1,31/01/2015,Panionios,Panthrakikos,2.0,1.0,H,1.0,0.0,1.91,3.25,4.33,2.0,3.2,3.8,2014/15,€12.33m,€10.98m
G1,31/01/2015,PAOK,Panetolikos,1.0,2.0,A,0.0,1.0,1.44,4.2,7.5,1.42,4.1,7.5,2014/15,€41.80m,€12.85m
G1,01/02/2015,Giannina,Kerkyra,2.0,1.0,H,1.0,1.0,1.73,3.6,4.75,1.7,3.6,4.75,2014/15,€12.40m,€11.35m
G1,01/02/2015,Levadeiakos,Xanthi,1.0,2.0,A,0.0,1.0,2.1,3.3,3.5,2.05,3.2,3.6,2014/15,€15.25m,€15.40m
G1,01/02/2015,Panathinaikos,Platanias,3.0,0.0,H,1.0,0.0,1.22,6.0,13.0,1.25,5.25,11.0,2014/15,€30.00m,€12.70m
G1,01/02/2015,Veria,Olympiakos,0.0,2.0,A,0.0,0.0,13.0,7.0,1.18,13.0,5.5,1.22,2014/15,€13.63m,€83.90m
