Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue
G1,22/08/2009,Xanthi,Giannina,1.0,1.0,D,0.0,1.0,1.73,3.25,4.75,1.7,3.25,4.85,2009/10,€18.90m,€18.50m
G1,23/08/2009,Asteras Tripolis,Larisa,0.0,0.0,D,0.0,0.0,2.25,3.2,3.0,2.2,3.0,3.2,2009/10,€20.65m,€24.80m
G1,23/08/2009,Levadeiakos,Kavala,0.0,1.0,A,0.0,1.0,1.95,3.2,3.75,1.95,3.0,4.0,2009/10,€17.75m,€21.90m
G1,23/08/2009,Panthrakikos,Iraklis,1.0,2.0,A,0.0,1.0,2.75,3.0,2.5,2.7,2.8,2.65,2009/10,€13.60m,€23.45m
G1,29/08/2009,Iraklis,Aris,2.0,2.0,D,1.0,2.0,2.63,2.88,2.7,2.65,2.9,2.65,2009/10,€23.45m,€37.55m
G1,29/08/2009,Kavala,Asteras Tripolis,0.0,1.0,A,0.0,1.0,2.4,2.88,3.0,2.25,2.9,3.2,2009/10,€21.90m,€20.65m
G1,29/08/2009,Panionios,Ergotelis,1.0,1.0,D,1.0,1.0,1.62,3.4,5.5,1.7,3.1,5.25,2009/10,€26.23m,€17.30m
G1,30/08/2009,Atromitos,AEK,0.0,1.0,A,0.0,0.0,4.33,3.2,1.8,4.6,3.2,1.75,2009/10,€19.20m,€52.90m
G1,30/08/2009,Giannina,Panthrakikos,2.0,0.0,H,1.0,0.0,1.75,3.25,4.75,1.75,3.15,4.5,2009/10,€18.50m,€13.60m
G1,30/08/2009,Larisa,Olympiakos,0.0,2.0,A,0.0,2.0,5.5,3.5,1.62,5.85,3.45,1.55,2009/10,€24.80m,€96.95m
G1,30/08/2009,Panathinaikos,Xanthi,1.0,0.0,H,1.0,0.0,1.2,5.5,13.0,1.2,5.75,10.5,2009/10,€100.55m,€18.90m
G1,30/08/2009,PAOK,Levadeiakos,3.0,0.0,H,0.0,0.0,1.33,4.33,8.5,1.35,4.25,8.0,2009/10,€55.95m,€17.75m
G1,12/09/2009,Aris,Giannina,1.0,0.0,H,1.0,0.0,1.62,3.5,6.5,1.6,3.35,5.6,2009/10,€37.55m,€18.50m
G1,12/09/2009,Larisa,Atromitos,2.0,2.0,D,2.0,1.0,1.83,3.2,4.75,1.7,3.25,5.0,2009/10,€24.80m,€19.20m
G1,12/09/2009,Olympiakos,Kavala,0.0,0.0,D,0.0,0.0,1.17,6.5,19.0,1.15,6.5,13.0,2009/10,€96.95m,€21.90m
G1,13/09/2009,AEK,Iraklis,1.0,0.0,H,1.0,0.0,1.44,3.8,9.0,1.45,4.0,6.25,2009/10,€52.90m,€23.45m
G1,13/09/2009,Asteras Tripolis,PAOK,1.0,1.0,D,0.0,0.0,3.75,3.1,2.1,3.25,2.95,2.2,2009/10,€20.65m,€55.95m
G1,13/09/2009,Ergotelis,Xanthi,1.0,0.0,H,1.0,0.0,2.38,3.0,3.25,2.5,2.8,2.9,2009/10,€17.30m,€18.90m
G1,13/09/2009,Levadeiakos,Panionios,1.0,0.0,H,0.0,0.0,2.9,2.9,2.6,2.85,2.9,2.45,2009/10,€17.75m,€26.23m
G1,13/09/2009,Panthrakikos,Panathinaikos,0.0,1.0,A,0.0,0.0,9.0,4.5,1.36,9.0,3.95,1.35,2009/10,€13.60m,€100.55m
G1,19/09/2009,Iraklis,Larisa,2.0,1.0,H,0.0,0.0,2.25,2.9,3.6,2.15,2.95,3.35,2009/10,€23.45m,€24.80m
G1,19/09/2009,Kavala,Atromitos,2.0,1.0,H,1.0,1.0,2.25,2.9,3.6,2.1,2.95,3.5,2009/10,€21.90m,€19.20m
G1,19/09/2009,Panionios,Asteras Tripolis,1.0,3.0,A,0.0,3.0,1.8,3.25,5.0,1.7,3.25,4.85,2009/10,€26.23m,€20.65m
G1,20/09/2009,Giannina,AEK,1.0,1.0,D,0.0,0.0,5.0,3.25,1.8,4.5,3.25,1.75,2009/10,€18.50m,€52.90m
G1,20/09/2009,Levadeiakos,Ergotelis,2.0,2.0,D,1.0,0.0,2.3,3.0,3.4,2.25,2.9,3.25,2009/10,€17.75m,€17.30m
G1,20/09/2009,Panathinaikos,Aris,2.0,1.0,H,1.0,1.0,1.36,4.5,8.5,1.33,4.5,8.0,2009/10,€100.55m,€37.55m
G1,20/09/2009,PAOK,Olympiakos,1.0,2.0,A,1.0,1.0,2.5,3.0,3.0,2.35,2.95,2.95,2009/10,€55.95m,€96.95m
G1,20/09/2009,Xanthi,Panthrakikos,1.0,0.0,H,1.0,0.0,1.75,3.3,5.25,1.7,3.3,4.75,2009/10,€18.90m,€13.60m
G1,23/09/2009,AEK,Olympiakos,1.0,2.0,A,0.0,1.0,2.8,2.88,2.6,2.9,2.9,2.45,2009/10,€52.90m,€96.95m
G1,23/09/2009,Panionios,PAOK,0.0,0.0,D,0.0,0.0,3.0,3.0,2.38,2.85,2.9,2.45,2009/10,€26.23m,€55.95m
G1,26/09/2009,Aris,Xanthi,1.0,0.0,H,0.0,0.0,1.53,3.6,6.0,1.5,3.65,6.25,2009/10,€37.55m,€18.90m
G1,26/09/2009,Larisa,Giannina,0.0,0.0,D,0.0,0.0,1.83,3.3,4.0,1.75,3.25,4.5,2009/10,€24.80m,€18.50m
G1,26/09/2009,Olympiakos,Panionios,1.0,0.0,H,1.0,0.0,1.17,6.5,12.0,1.18,6.0,12.0,2009/10,€96.95m,€26.23m
G1,27/09/2009,AEK,Panathinaikos,0.0,1.0,A,0.0,0.0,2.75,3.0,2.5,2.55,3.0,2.65,2009/10,€52.90m,€100.55m
G1,27/09/2009,Asteras Tripolis,Levadeiakos,2.0,1.0,H,0.0,0.0,1.7,3.4,4.75,1.7,3.25,4.8,2009/10,€20.65m,€17.75m
G1,27/09/2009,Atromitos,PAOK,0.0,0.0,D,0.0,0.0,2.9,3.0,2.38,2.95,2.95,2.35,2009/10,€19.20m,€55.95m
G1,27/09/2009,Ergotelis,Panthrakikos,4.0,0.0,H,1.0,0.0,1.7,3.4,4.75,1.7,3.25,4.85,2009/10,€17.30m,€13.60m
G1,27/09/2009,Kavala,Iraklis,1.0,0.0,H,0.0,0.0,2.63,3.0,2.63,2.75,2.85,2.6,2009/10,€21.90m,€23.45m
G1,03/10/2009,Giannina,Kavala,2.0,1.0,H,1.0,0.0,1.95,3.1,4.33,1.85,3.0,4.4,2009/10,€18.50m,€21.90m
G1,03/10/2009,Levadeiakos,Olympiakos,0.0,3.0,A,0.0,3.0,8.5,4.2,1.4,8.0,3.8,1.4,2009/10,€17.75m,€96.95m
G1,03/10/2009,Panthrakikos,Aris,1.0,1.0,D,1.0,1.0,4.5,3.3,1.83,4.5,2.95,1.85,2009/10,€13.60m,€37.55m
G1,05/10/2009,Asteras Tripolis,Ergotelis,2.0,4.0,A,1.0,2.0,1.85,3.0,4.5,1.85,3.05,4.25,2009/10,€20.65m,€17.30m
G1,05/10/2009,Panathinaikos,Larisa,4.0,0.0,H,1.0,0.0,1.25,5.0,11.0,1.22,5.5,10.0,2009/10,€100.55m,€24.80m
G1,05/10/2009,Panionios,Atromitos,2.0,1.0,H,1.0,0.0,1.85,3.2,4.33,1.7,3.25,4.85,2009/10,€26.23m,€19.20m
G1,05/10/2009,PAOK,Iraklis,1.0,0.0,H,0.0,0.0,1.6,3.4,6.0,1.55,3.5,5.85,2009/10,€55.95m,€23.45m
G1,05/10/2009,Xanthi,AEK,1.0,0.0,H,1.0,0.0,3.4,3.0,2.2,3.5,2.95,2.1,2009/10,€18.90m,€52.90m
G1,17/10/2009,Ergotelis,Aris,0.0,0.0,D,0.0,0.0,2.8,2.9,2.6,2.8,2.85,2.55,2009/10,€17.30m,€37.55m
G1,17/10/2009,Olympiakos,Asteras Tripolis,3.0,0.0,H,1.0,0.0,1.2,6.0,11.0,1.17,6.0,12.0,2009/10,€96.95m,€20.65m
G1,17/10/2009,PAOK,Giannina,2.0,0.0,H,2.0,0.0,1.5,3.6,7.0,1.45,3.7,7.0,2009/10,€55.95m,€18.50m
G1,18/10/2009,AEK,Panthrakikos,3.0,2.0,H,2.0,1.0,1.2,6.0,11.0,1.2,5.75,11.0,2009/10,€52.90m,€13.60m
G1,18/10/2009,Atromitos,Levadeiakos,3.0,0.0,H,0.0,0.0,1.67,3.2,5.5,1.65,3.4,5.0,2009/10,€19.20m,€17.75m
G1,18/10/2009,Iraklis,Panionios,0.0,2.0,A,0.0,0.0,2.2,3.1,3.2,2.25,2.9,3.2,2009/10,€23.45m,€26.23m
G1,18/10/2009,Kavala,Panathinaikos,2.0,2.0,D,2.0,0.0,7.0,3.6,1.5,6.0,3.75,1.5,2009/10,€21.90m,€100.55m
G1,18/10/2009,Larisa,Xanthi,2.0,0.0,H,0.0,0.0,1.95,3.0,4.0,1.95,2.95,4.0,2009/10,€24.80m,€18.90m
G1,24/10/2009,Asteras Tripolis,Atromitos,1.0,2.0,A,0.0,1.0,2.1,3.1,3.5,1.9,3.0,4.15,2009/10,€20.65m,€19.20m
G1,24/10/2009,Olympiakos,Ergotelis,2.0,1.0,H,1.0,1.0,1.22,5.5,11.0,1.2,5.75,11.0,2009/10,€96.95m,€17.30m
G1,24/10/2009,Panionios,Giannina,3.0,1.0,H,2.0,1.0,1.8,3.2,4.33,1.75,3.15,4.75,2009/10,€26.23m,€18.50m
G1,25/10/2009,Aris,AEK,1.0,1.0,D,1.0,0.0,2.5,3.0,2.75,2.6,3.1,2.9,2009/10,€37.55m,€52.90m
G1,25/10/2009,Levadeiakos,Iraklis,1.0,0.0,H,1.0,0.0,2.5,3.0,2.75,2.45,2.9,2.9,2009/10,€17.75m,€23.45m
G1,25/10/2009,Panathinaikos,PAOK,2.0,1.0,H,1.0,1.0,1.4,4.0,7.5,1.4,4.0,7.25,2009/10,€100.55m,€55.95m
G1,25/10/2009,Panthrakikos,Larisa,1.0,3.0,A,0.0,3.0,2.63,3.0,2.63,2.6,2.95,2.65,2009/10,€13.60m,€24.80m
G1,25/10/2009,Xanthi,Kavala,2.0,1.0,H,0.0,1.0,2.05,3.0,3.75,2.0,3.0,3.75,2009/10,€18.90m,€21.90m
G1,31/10/2009,Atromitos,Olympiakos,0.0,1.0,A,0.0,0.0,5.0,3.6,1.62,5.3,3.45,1.6,2009/10,€19.20m,€96.95m
G1,31/10/2009,Larisa,Aris,2.0,2.0,D,2.0,2.0,2.35,3.0,3.0,2.4,2.9,2.95,2009/10,€24.80m,€37.55m
G1,31/10/2009,PAOK,Xanthi,1.0,0.0,H,0.0,0.0,1.53,3.6,6.0,1.55,3.6,5.5,2009/10,€55.95m,€18.90m
G1,01/11/2009,Ergotelis,AEK,2.0,2.0,D,0.0,1.0,3.5,3.0,2.1,3.5,3.05,2.05,2009/10,€17.30m,€52.90m
G1,01/11/2009,Giannina,Levadeiakos,1.0,1.0,D,1.0,1.0,1.67,3.2,5.25,1.7,3.3,4.75,2009/10,€18.50m,€17.75m
G1,01/11/2009,Iraklis,Asteras Tripolis,1.0,0.0,H,0.0,0.0,2.0,3.0,3.8,1.95,2.95,4.0,2009/10,€23.45m,€20.65m
G1,01/11/2009,Kavala,Panthrakikos,3.0,0.0,H,0.0,0.0,1.62,3.4,5.5,1.6,3.25,6.0,2009/10,€21.90m,€13.60m
G1,01/11/2009,Panathinaikos,Panionios,2.0,1.0,H,2.0,0.0,1.25,5.0,11.0,1.27,4.45,11.35,2009/10,€100.55m,€26.23m
G1,07/11/2009,Aris,Kavala,0.0,0.0,D,0.0,0.0,1.62,3.6,5.0,1.6,3.2,6.0,2009/10,€37.55m,€21.90m
G1,07/11/2009,Olympiakos,Iraklis,1.0,1.0,D,1.0,0.0,1.2,6.0,11.0,1.2,6.0,10.0,2009/10,€96.95m,€23.45m
G1,07/11/2009,Panthrakikos,PAOK,1.0,2.0,A,0.0,1.0,5.25,3.5,1.62,6.25,3.15,1.6,2009/10,€13.60m,€55.95m
G1,08/11/2009,Asteras Tripolis,Giannina,3.0,0.0,H,1.0,0.0,1.95,3.2,3.75,1.75,3.25,4.5,2009/10,€20.65m,€18.50m
G1,08/11/2009,Atromitos,Ergotelis,0.0,0.0,D,0.0,0.0,2.2,3.0,3.25,2.15,2.9,3.4,2009/10,€19.20m,€17.30m
G1,08/11/2009,Levadeiakos,Panathinaikos,0.0,2.0,A,0.0,0.0,6.5,3.6,1.5,6.8,3.45,1.5,2009/10,€17.75m,€100.55m
G1,08/11/2009,Xanthi,Panionios,1.0,2.0,A,0.0,1.0,2.1,3.25,3.25,2.15,2.95,3.3,2009/10,€18.90m,€26.23m
G1,09/11/2009,AEK,Larisa,3.0,1.0,H,1.0,1.0,1.57,3.5,5.8,1.5,3.6,6.5,2009/10,€52.90m,€24.80m
G1,21/11/2009,Giannina,Olympiakos,2.0,2.0,D,0.0,1.0,5.5,3.5,1.67,5.85,3.5,1.55,2009/10,€18.50m,€96.95m
G1,21/11/2009,Kavala,AEK,2.0,1.0,H,0.0,0.0,3.5,3.2,2.15,3.5,2.95,2.1,2009/10,€21.90m,€52.90m
G1,21/11/2009,Xanthi,Levadeiakos,1.0,0.0,H,1.0,0.0,1.57,3.6,7.0,1.6,3.35,5.75,2009/10,€18.90m,€17.75m
G1,22/11/2009,Iraklis,Atromitos,2.0,2.0,D,0.0,2.0,1.85,3.2,4.2,1.9,2.95,4.25,2009/10,€23.45m,€19.20m
G1,22/11/2009,Panathinaikos,Asteras Tripolis,1.0,1.0,D,0.0,0.0,1.22,5.5,11.0,1.22,5.5,10.0,2009/10,€100.55m,€20.65m
G1,22/11/2009,Panionios,Panthrakikos,3.0,1.0,H,1.0,0.0,1.4,4.0,7.5,1.4,3.85,8.0,2009/10,€26.23m,€13.60m
G1,22/11/2009,PAOK,Aris,4.0,1.0,H,2.0,0.0,1.91,3.1,4.0,1.95,3.05,3.85,2009/10,€55.95m,€37.55m
G1,28/11/2009,AEK,PAOK,1.0,0.0,H,0.0,0.0,2.0,3.1,3.6,2.0,3.05,3.65,2009/10,€52.90m,€55.95m
G1,28/11/2009,Asteras Tripolis,Xanthi,0.0,0.0,D,0.0,0.0,1.85,3.2,4.2,1.9,2.85,4.5,2009/10,€20.65m,€18.90m
G1,28/11/2009,Iraklis,Ergotelis,0.0,2.0,A,0.0,0.0,2.1,3.0,3.5,2.05,2.95,3.65,2009/10,€23.45m,€17.30m
G1,29/11/2009,Aris,Panionios,1.0,1.0,D,0.0,0.0,1.83,3.1,4.5,1.9,3.0,4.15,2009/10,€37.55m,€26.23m
G1,29/11/2009,Atromitos,Giannina,2.0,1.0,H,0.0,0.0,1.95,3.0,4.0,1.9,2.95,4.25,2009/10,€19.20m,€18.50m
G1,29/11/2009,Larisa,Kavala,1.0,0.0,H,0.0,0.0,1.85,3.2,4.2,1.95,3.15,3.7,2009/10,€24.80m,€21.90m
G1,29/11/2009,Olympiakos,Panathinaikos,2.0,0.0,H,1.0,0.0,2.2,3.0,3.25,2.2,3.1,3.25,2009/10,€96.95m,€100.55m
G1,29/11/2009,Panthrakikos,Levadeiakos,0.0,2.0,A,0.0,1.0,2.1,3.1,3.4,2.2,3.05,3.15,2009/10,€13.60m,€17.75m
G1,02/12/2009,Ergotelis,Larisa,0.0,0.0,D,0.0,0.0,1.91,3.2,4.0,2.0,3.2,3.5,2009/10,€17.30m,€24.80m
G1,05/12/2009,Levadeiakos,Aris,0.0,2.0,A,0.0,1.0,3.25,3.1,2.3,3.25,2.95,2.2,2009/10,€17.75m,€37.55m
G1,05/12/2009,PAOK,Larisa,1.0,0.0,H,1.0,0.0,1.53,3.75,6.5,1.5,3.75,6.0,2009/10,€55.95m,€24.80m
G1,05/12/2009,Xanthi,Olympiakos,0.0,1.0,A,0.0,1.0,5.5,3.5,1.67,5.5,3.4,1.6,2009/10,€18.90m,€96.95m
G1,06/12/2009,Ergotelis,Kavala,1.0,0.0,H,1.0,0.0,2.15,3.0,3.7,2.2,2.95,3.25,2009/10,€17.30m,€21.90m
G1,06/12/2009,Giannina,Iraklis,2.0,3.0,A,1.0,1.0,2.1,3.1,3.8,2.0,3.05,3.65,2009/10,€18.50m,€23.45m
G1,06/12/2009,Panathinaikos,Atromitos,3.0,1.0,H,2.0,1.0,1.25,5.75,11.0,1.25,5.0,10.0,2009/10,€100.55m,€19.20m
G1,06/12/2009,Panionios,AEK,3.0,1.0,H,1.0,1.0,3.0,3.1,2.45,2.95,3.0,2.35,2009/10,€26.23m,€52.90m
G1,06/12/2009,Panthrakikos,Asteras Tripolis,0.0,0.0,D,0.0,0.0,3.4,3.1,2.25,3.35,3.05,2.1,2009/10,€13.60m,€20.65m
G1,12/12/2009,Aris,Asteras Tripolis,0.0,1.0,A,0.0,1.0,1.67,3.5,5.5,1.55,3.4,6.15,2009/10,€37.55m,€20.65m
G1,12/12/2009,Giannina,Ergotelis,1.0,0.0,H,1.0,0.0,2.4,3.1,3.1,2.2,2.95,3.25,2009/10,€18.50m,€17.30m
G1,12/12/2009,Iraklis,Panathinaikos,0.0,1.0,A,0.0,0.0,6.5,3.6,1.57,6.0,3.35,1.55,2009/10,€23.45m,€100.55m
G1,13/12/2009,AEK,Levadeiakos,3.0,2.0,H,2.0,1.0,1.33,4.75,10.0,1.3,4.75,8.25,2009/10,€52.90m,€17.75m
G1,13/12/2009,Atromitos,Xanthi,1.0,0.0,H,1.0,0.0,2.1,3.1,3.8,1.95,2.9,4.1,2009/10,€19.20m,€18.90m
G1,13/12/2009,Kavala,PAOK,0.0,0.0,D,0.0,0.0,3.8,3.1,2.1,4.0,2.95,1.95,2009/10,€21.90m,€55.95m
G1,13/12/2009,Larisa,Panionios,2.0,2.0,D,0.0,0.0,2.5,3.0,3.0,2.4,3.0,2.85,2009/10,€24.80m,€26.23m
G1,13/12/2009,Olympiakos,Panthrakikos,3.0,0.0,H,2.0,0.0,1.11,8.5,21.0,1.08,8.5,18.0,2009/10,€96.95m,€13.60m
G1,19/12/2009,Ergotelis,PAOK,0.0,2.0,A,0.0,0.0,3.0,3.0,2.5,2.85,2.95,2.45,2009/10,€17.30m,€55.95m
G1,19/12/2009,Levadeiakos,Larisa,3.0,0.0,H,3.0,0.0,3.0,3.0,2.5,2.9,2.95,2.5,2009/10,€17.75m,€24.80m
G1,19/12/2009,Panathinaikos,Giannina,4.0,0.0,H,0.0,0.0,1.25,5.5,12.0,1.22,5.5,10.0,2009/10,€100.55m,€18.50m
G1,20/12/2009,Aris,Olympiakos,1.0,0.0,H,0.0,0.0,4.0,3.2,2.0,4.0,3.1,1.85,2009/10,€37.55m,€96.95m
G1,20/12/2009,Asteras Tripolis,AEK,2.0,0.0,H,1.0,0.0,2.75,3.0,2.75,2.85,3.0,2.4,2009/10,€20.65m,€52.90m
G1,20/12/2009,Panionios,Kavala,1.0,2.0,A,0.0,0.0,1.73,3.5,5.0,1.65,3.45,4.85,2009/10,€26.23m,€21.90m
G1,20/12/2009,Panthrakikos,Atromitos,0.0,3.0,A,0.0,1.0,3.8,3.0,2.1,3.6,3.1,1.95,2009/10,€13.60m,€19.20m
G1,20/12/2009,Xanthi,Iraklis,4.0,3.0,H,3.0,2.0,2.15,3.1,3.6,2.15,2.95,3.4,2009/10,€18.90m,€23.45m
G1,05/01/2010,Atromitos,Aris,0.0,3.0,A,0.0,2.0,3.0,2.9,2.6,3.0,2.85,2.4,2009/10,€19.20m,€37.55m
G1,05/01/2010,Kavala,Levadeiakos,2.0,2.0,D,1.0,0.0,1.85,3.5,4.0,1.85,3.3,3.85,2009/10,€21.90m,€17.75m
G1,05/01/2010,Larisa,Asteras Tripolis,1.0,0.0,H,1.0,0.0,2.1,3.1,3.75,1.95,3.15,3.65,2009/10,€24.80m,€20.65m
G1,06/01/2010,Giannina,Xanthi,0.0,0.0,D,0.0,0.0,2.3,3.0,3.4,2.25,2.95,3.2,2009/10,€18.50m,€18.90m
G1,06/01/2010,Iraklis,Panthrakikos,3.0,1.0,H,0.0,1.0,1.36,4.5,9.0,1.35,4.0,9.0,2009/10,€23.45m,€13.60m
G1,06/01/2010,Olympiakos,AEK,1.0,2.0,A,1.0,2.0,1.62,3.6,6.0,1.56,3.4,6.0,2009/10,€96.95m,€52.90m
G1,06/01/2010,Panathinaikos,Ergotelis,4.0,1.0,H,2.0,1.0,1.29,5.0,11.0,1.25,5.25,9.0,2009/10,€100.55m,€17.30m
G1,06/01/2010,PAOK,Panionios,1.0,0.0,H,1.0,0.0,1.7,3.4,5.5,1.7,3.25,4.85,2009/10,€55.95m,€26.23m
G1,09/01/2010,Ergotelis,Panionios,0.0,0.0,D,0.0,0.0,2.5,2.9,2.88,2.45,2.9,2.85,2009/10,€17.30m,€26.23m
G1,09/01/2010,Levadeiakos,PAOK,0.0,2.0,A,0.0,1.0,4.75,3.3,1.73,5.25,3.15,1.7,2009/10,€17.75m,€55.95m
G1,09/01/2010,Xanthi,Panathinaikos,1.0,2.0,A,0.0,1.0,6.0,3.5,1.57,6.0,3.35,1.55,2009/10,€18.90m,€100.55m
G1,10/01/2010,AEK,Atromitos,3.0,3.0,D,2.0,1.0,1.44,3.75,7.5,1.42,3.75,7.5,2009/10,€52.90m,€19.20m
G1,10/01/2010,Aris,Iraklis,4.0,2.0,H,2.0,1.0,1.53,3.5,6.5,1.5,3.5,6.75,2009/10,€37.55m,€23.45m
G1,10/01/2010,Asteras Tripolis,Kavala,1.0,0.0,H,0.0,0.0,1.8,3.2,4.5,1.8,3.1,4.5,2009/10,€20.65m,€21.90m
G1,10/01/2010,Olympiakos,Larisa,2.0,1.0,H,2.0,0.0,1.22,5.5,11.0,1.25,5.0,10.0,2009/10,€96.95m,€24.80m
G1,10/01/2010,Panthrakikos,Giannina,1.0,2.0,A,1.0,1.0,8.0,4.33,1.4,6.5,3.55,1.5,2009/10,€13.60m,€18.50m
G1,16/01/2010,Iraklis,AEK,1.0,1.0,D,1.0,0.0,4.0,3.2,2.0,3.5,2.95,2.1,2009/10,€23.45m,€52.90m
G1,16/01/2010,PAOK,Asteras Tripolis,1.0,0.0,H,0.0,0.0,1.53,3.6,7.25,1.5,3.55,6.5,2009/10,€55.95m,€20.65m
G1,16/01/2010,Xanthi,Ergotelis,1.0,0.0,H,0.0,0.0,1.85,3.3,4.5,1.9,3.0,4.1,2009/10,€18.90m,€17.30m
G1,17/01/2010,Atromitos,Larisa,2.0,1.0,H,1.0,0.0,2.15,3.1,3.6,2.15,2.95,3.35,2009/10,€19.20m,€24.80m
G1,17/01/2010,Giannina,Aris,0.0,1.0,A,0.0,0.0,3.6,3.1,2.15,3.65,3.05,2.0,2009/10,€18.50m,€37.55m
G1,17/01/2010,Kavala,Olympiakos,0.0,0.0,D,0.0,0.0,5.0,3.6,1.7,5.5,3.4,1.6,2009/10,€21.90m,€96.95m
G1,17/01/2010,Panathinaikos,Panthrakikos,2.0,0.0,H,2.0,0.0,1.08,10.0,23.0,1.07,9.0,18.0,2009/10,€100.55m,€13.60m
G1,17/01/2010,Panionios,Levadeiakos,2.0,2.0,D,0.0,0.0,1.53,3.7,7.0,1.45,3.55,8.0,2009/10,€26.23m,€17.75m
G1,23/01/2010,Asteras Tripolis,Panionios,2.0,0.0,H,2.0,0.0,2.4,2.9,3.0,2.35,2.85,3.1,2009/10,€20.65m,€26.23m
G1,23/01/2010,Ergotelis,Levadeiakos,1.0,0.0,H,0.0,0.0,1.67,3.4,5.0,1.65,3.35,5.0,2009/10,€17.30m,€17.75m
G1,23/01/2010,Larisa,Iraklis,2.0,1.0,H,0.0,0.0,1.8,3.0,4.5,1.9,3.05,4.0,2009/10,€24.80m,€23.45m
G1,24/01/2010,AEK,Giannina,3.0,1.0,H,1.0,0.0,1.33,4.33,9.0,1.35,4.35,7.5,2009/10,€52.90m,€18.50m
G1,24/01/2010,Aris,Panathinaikos,0.0,0.0,D,0.0,0.0,3.25,3.0,2.2,3.1,3.0,2.25,2009/10,€37.55m,€100.55m
G1,24/01/2010,Atromitos,Kavala,2.0,0.0,H,1.0,0.0,2.1,3.0,3.5,2.05,3.0,3.6,2009/10,€19.20m,€21.90m
G1,24/01/2010,Olympiakos,PAOK,0.0,1.0,A,0.0,1.0,1.5,3.6,6.5,1.5,3.6,6.5,2009/10,€96.95m,€55.95m
G1,24/01/2010,Panthrakikos,Xanthi,1.0,1.0,D,0.0,1.0,8.0,4.2,1.36,7.5,4.5,1.35,2009/10,€13.60m,€18.90m
G1,30/01/2010,Giannina,Larisa,2.0,0.0,H,0.0,0.0,2.4,3.1,3.1,2.35,2.95,2.95,2009/10,€18.50m,€24.80m
G1,30/01/2010,Iraklis,Kavala,1.0,0.0,H,1.0,0.0,2.3,3.1,3.3,2.2,2.95,3.25,2009/10,€23.45m,€21.90m
G1,30/01/2010,PAOK,Atromitos,1.0,0.0,H,0.0,0.0,1.53,3.8,6.5,1.5,3.6,6.5,2009/10,€55.95m,€19.20m
G1,31/01/2010,Levadeiakos,Asteras Tripolis,1.0,0.0,H,0.0,0.0,2.63,3.1,2.8,2.4,2.95,2.9,2009/10,€17.75m,€20.65m
G1,31/01/2010,Panathinaikos,AEK,1.0,1.0,D,1.0,1.0,1.75,3.4,5.0,1.75,3.5,4.15,2009/10,€100.55m,€52.90m
G1,31/01/2010,Panionios,Olympiakos,0.0,1.0,A,0.0,1.0,5.0,3.5,1.73,5.75,3.3,1.6,2009/10,€26.23m,€96.95m
G1,31/01/2010,Panthrakikos,Ergotelis,3.0,2.0,H,1.0,2.0,7.5,4.2,1.44,6.75,3.5,1.5,2009/10,€13.60m,€17.30m
G1,31/01/2010,Xanthi,Aris,2.0,1.0,H,2.0,0.0,2.75,3.0,2.7,2.8,2.9,2.5,2009/10,€18.90m,€37.55m
G1,06/02/2010,AEK,Xanthi,3.0,1.0,H,2.0,1.0,1.4,4.0,8.0,1.4,4.0,7.25,2009/10,€52.90m,€18.90m
G1,06/02/2010,Aris,Panthrakikos,0.0,2.0,A,0.0,1.0,1.25,5.25,13.0,1.25,5.0,10.0,2009/10,€37.55m,€13.60m
G1,06/02/2010,Kavala,Giannina,1.0,0.0,H,1.0,0.0,2.1,3.0,3.8,2.15,2.85,3.5,2009/10,€21.90m,€18.50m
G1,07/02/2010,Atromitos,Panionios,1.0,0.0,H,0.0,0.0,2.1,3.0,3.8,2.25,2.95,3.15,2009/10,€19.20m,€26.23m
G1,07/02/2010,Ergotelis,Asteras Tripolis,4.0,3.0,H,3.0,1.0,2.1,3.0,3.8,2.2,2.95,3.25,2009/10,€17.30m,€20.65m
G1,07/02/2010,Iraklis,PAOK,1.0,1.0,D,0.0,1.0,3.8,3.0,2.1,3.75,3.0,2.0,2009/10,€23.45m,€55.95m
G1,07/02/2010,Larisa,Panathinaikos,0.0,3.0,A,0.0,2.0,5.75,3.6,1.62,5.0,3.35,1.65,2009/10,€24.80m,€100.55m
G1,07/02/2010,Olympiakos,Levadeiakos,5.0,1.0,H,2.0,1.0,1.2,6.0,15.0,1.2,6.0,10.0,2009/10,€96.95m,€17.75m
G1,13/02/2010,Giannina,PAOK,0.0,1.0,A,0.0,1.0,4.0,3.1,2.05,4.0,3.05,1.9,2009/10,€18.50m,€55.95m
G1,13/02/2010,Panthrakikos,AEK,1.0,2.0,A,0.0,1.0,7.0,4.0,1.5,8.25,3.75,1.4,2009/10,€13.60m,€52.90m
G1,13/02/2010,Xanthi,Larisa,0.0,1.0,A,0.0,1.0,2.0,3.1,4.2,1.85,3.0,4.35,2009/10,€18.90m,€24.80m
G1,14/02/2010,Aris,Ergotelis,2.0,1.0,H,2.0,1.0,1.57,3.5,7.0,1.45,3.5,8.0,2009/10,€37.55m,€17.30m
G1,14/02/2010,Asteras Tripolis,Olympiakos,1.0,3.0,A,1.0,3.0,5.75,3.5,1.67,6.75,3.5,1.5,2009/10,€20.65m,€96.95m
