Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA
F1,24/01/2021,Metz,Nantes,H,2.37,3.1,3.25,2.45,3.1,3.1,2020/21,€103.50m,€94.75m,2.48,3.26,3.19,2.76,3.19,2.89,2.62,3.1,2.8
F1,24/01/2021,Reims,Brest,H,2.37,3.5,2.9,2.35,3.3,3.1,2020/21,€105.18m,€103.23m,2.44,3.56,3.02,2.55,3.39,2.98,2.5,3.5,2.75
F1,24/01/2021,Stade Rennais FC,Lille,A,2.8,3.0,2.75,2.8,3.0,2.75,2020/21,€297.50m,€323.20m,2.84,3.15,2.84,3.18,3.0,2.67,3.1,3.0,2.5
F1,24/01/2021,St Etienne,Lyon,A,8.0,4.75,1.4,7.75,4.6,1.42,2020/21,€154.50m,€431.35m,7.97,4.93,1.43,7.33,4.55,1.49,8.0,4.2,1.44
F1,27/01/2021,Lorient,Dijon,H,2.25,3.1,3.4,2.2,3.25,3.3,2020/21,€72.88m,€65.63m,2.2,3.5,3.46,2.26,3.47,3.44,2.15,3.4,3.4
F1,29/01/2021,Lyon,Bordeaux,H,1.28,5.75,9.0,1.33,5.5,8.5,2020/21,€431.35m,€105.70m,1.34,5.83,9.32,1.4,5.26,8.36,1.36,5.0,7.5
F1,30/01/2021,Montpellier,Lens,A,2.8,3.3,2.5,2.8,3.25,2.6,2020/21,€113.85m,€104.30m,3.01,3.29,2.59,3.21,3.28,2.47,3.0,3.3,2.3
F1,31/01/2021,Nice,St Etienne,A,2.15,3.4,3.4,2.15,3.5,3.3,2020/21,€236.10m,€154.50m,2.22,3.66,3.35,2.62,3.38,2.91,2.37,3.5,2.8
F1,31/01/2021,Angers,Nimes,H,1.66,3.75,5.5,1.65,3.75,5.5,2020/21,€111.65m,€60.40m,1.67,4.08,5.55,1.73,3.78,5.48,1.65,3.8,5.25
F1,31/01/2021,Brest,Metz,A,2.1,3.4,3.5,2.25,3.4,3.25,2020/21,€103.23m,€103.50m,2.19,3.48,3.59,2.02,3.42,4.24,1.85,3.4,4.2
F1,31/01/2021,Lorient,Paris SG,H,13.0,8.5,1.14,14.0,8.25,1.17,2020/21,€72.88m,€805.00m,13.76,8.65,1.19,15.24,9.6,1.16,13.0,8.5,1.14
F1,31/01/2021,Strasbourg,Reims,A,2.0,3.3,3.8,2.0,3.3,4.1,2020/21,€109.65m,€105.18m,2.13,3.33,3.95,2.15,3.3,3.92,2.0,3.3,3.75
F1,31/01/2021,Lille,Dijon,H,1.36,4.75,10.0,1.36,4.75,9.5,2020/21,€323.20m,€65.63m,1.38,4.94,10.08,1.34,5.29,10.76,1.3,5.0,10.0
F1,31/01/2021,Nantes,Monaco,A,4.33,4.0,1.75,4.25,3.8,1.8,2020/21,€94.75m,€370.35m,4.29,4.09,1.83,4.97,3.86,1.78,4.75,4.0,1.66
F1,03/02/2021,Bordeaux,Lille,A,4.0,3.2,2.05,3.7,3.2,2.15,2020/21,€105.70m,€323.20m,4.05,3.14,2.08,4.08,3.26,2.12,3.8,3.2,2.05
F1,03/02/2021,Metz,Montpellier,D,2.55,3.2,2.9,2.55,3.0,3.1,2020/21,€103.50m,€113.85m,2.58,3.02,3.07,2.78,3.15,2.9,2.6,3.1,2.9
F1,03/02/2021,Reims,Angers,D,2.6,3.0,3.0,2.65,2.95,3.0,2020/21,€105.18m,€111.65m,2.67,3.08,2.9,2.63,3.13,3.1,2.55,3.0,3.1
F1,03/02/2021,Stade Rennais FC,Lorient,D,1.57,4.2,5.5,1.62,4.2,5.25,2020/21,€297.50m,€72.88m,1.6,4.2,5.36,1.7,3.89,5.53,1.6,3.8,5.5
F1,03/02/2021,Strasbourg,Brest,D,2.15,3.4,3.4,2.1,3.25,3.7,2020/21,€109.65m,€103.23m,2.18,3.36,3.47,1.75,3.82,5.24,1.66,3.8,5.0
F1,03/02/2021,Dijon,Lyon,A,9.0,5.25,1.33,9.0,5.0,1.35,2020/21,€65.63m,€431.35m,8.01,5.02,1.37,9.69,6.23,1.3,10.0,5.5,1.28
F1,03/02/2021,Lens,Marseille,D,2.37,3.25,3.1,2.45,3.3,2.95,2020/21,€104.30m,€247.95m,2.48,3.17,3.07,2.49,3.25,3.21,2.4,3.25,3.0
F1,03/02/2021,Monaco,Nice,H,1.45,4.75,6.5,1.53,4.5,5.75,2020/21,€370.35m,€236.10m,1.5,4.65,5.96,1.5,4.65,6.89,1.45,4.75,6.0
F1,03/02/2021,Paris SG,Nimes,H,1.05,15.0,23.0,1.08,12.5,23.0,2020/21,€805.00m,€60.40m,1.08,11.91,24.99,1.16,9.6,16.13,1.12,9.5,17.0
F1,03/02/2021,St Etienne,Nantes,D,2.05,3.2,4.0,2.1,3.2,3.8,2020/21,€154.50m,€94.75m,2.11,3.17,3.9,2.07,3.47,3.98,2.0,3.3,3.9
F1,06/02/2021,Lorient,Reims,H,2.5,3.2,2.9,2.6,3.3,2.75,2020/21,€72.88m,€105.18m,2.6,3.24,3.04,2.92,3.2,2.72,2.9,3.2,2.5
F1,06/02/2021,Lyon,Strasbourg,H,1.45,4.5,7.0,1.45,4.4,7.25,2020/21,€431.35m,€109.65m,1.46,5.04,7.08,1.38,5.46,8.55,1.33,5.5,8.5
F1,06/02/2021,Lens,Stade Rennais FC,D,2.7,3.2,2.7,2.75,3.2,2.65,2020/21,€104.30m,€297.50m,2.8,3.29,2.77,2.9,3.08,2.84,2.8,3.2,2.62
F1,07/02/2021,Brest,Bordeaux,H,2.5,3.25,2.9,2.5,3.2,3.0,2020/21,€103.23m,€105.70m,2.66,3.28,2.94,2.92,3.39,2.6,2.8,3.25,2.5
F1,07/02/2021,Montpellier,Dijon,H,1.66,4.0,5.0,1.72,3.75,5.0,2020/21,€113.85m,€65.63m,1.79,3.72,5.11,1.75,3.87,5.19,1.72,3.8,4.75
F1,07/02/2021,Nice,Angers,H,2.7,3.2,2.7,2.65,3.2,2.8,2020/21,€236.10m,€111.65m,2.82,3.15,2.86,2.98,3.2,2.67,2.9,3.1,2.5
F1,07/02/2021,Nimes,Monaco,A,7.0,5.0,1.4,7.25,4.75,1.42,2020/21,€60.40m,€370.35m,8.49,4.8,1.43,6.85,4.58,1.51,6.0,4.75,1.45
F1,07/02/2021,St Etienne,Metz,H,2.05,3.25,3.8,2.1,3.25,3.8,2020/21,€154.50m,€103.50m,2.2,3.23,3.87,2.38,3.19,3.46,2.37,3.2,3.1
F1,07/02/2021,Nantes,Lille,A,4.5,3.5,1.8,4.5,3.5,1.85,2020/21,€94.75m,€323.20m,4.74,3.69,1.85,4.73,3.44,1.92,4.2,3.6,1.85
F1,07/02/2021,Marseille,Paris SG,A,7.5,5.0,1.4,7.75,5.25,1.36,2020/21,€247.95m,€805.00m,7.9,5.34,1.4,7.57,4.92,1.45,7.5,4.5,1.4
F1,13/02/2021,Paris SG,Nice,H,1.16,8.0,13.0,1.19,7.5,13.5,2020/21,€805.00m,€236.10m,1.2,7.12,12.37,1.33,6.01,9.43,1.28,5.75,9.5
F1,13/02/2021,Reims,Lens,D,3.0,3.0,2.55,3.2,3.0,2.5,2020/21,€105.18m,€104.30m,3.11,3.08,2.67,3.19,3.09,2.6,3.1,3.0,2.37
F1,13/02/2021,Lyon,Montpellier,A,1.36,5.0,8.5,1.36,5.25,8.0,2020/21,€431.35m,€113.85m,1.38,5.64,7.91,1.41,5.39,7.58,1.36,5.25,7.5
F1,14/02/2021,Monaco,Lorient,D,1.36,5.0,8.0,1.4,5.0,7.25,2020/21,€370.35m,€72.88m,1.4,5.29,8.24,1.42,5.04,7.98,1.4,4.75,7.0
F1,14/02/2021,Angers,Nantes,A,2.25,3.0,3.6,2.25,3.1,3.5,2020/21,€111.65m,€94.75m,2.33,3.05,3.77,2.21,3.08,4.08,2.1,3.0,4.0
F1,14/02/2021,Dijon,Nimes,A,2.45,3.4,2.8,2.5,3.3,2.85,2020/21,€65.63m,€60.40m,2.57,3.5,2.88,2.62,3.25,3.01,2.5,3.4,2.8
F1,14/02/2021,Metz,Strasbourg,A,3.0,3.1,2.5,3.1,3.0,2.55,2020/21,€103.50m,€109.65m,3.1,3.03,2.71,3.13,2.99,2.71,2.9,3.1,2.55
F1,14/02/2021,Stade Rennais FC,St Etienne,A,1.85,3.4,4.33,1.91,3.4,4.25,2020/21,€297.50m,€154.50m,1.94,3.6,4.31,1.93,3.53,4.48,1.85,3.4,4.33
F1,14/02/2021,Lille,Brest,D,1.5,4.0,7.0,1.55,4.1,6.25,2020/21,€323.20m,€103.23m,1.53,4.43,6.93,1.63,4.06,6.08,1.57,3.75,6.5
F1,14/02/2021,Bordeaux,Marseille,D,2.6,3.3,2.75,2.65,3.25,2.75,2020/21,€105.70m,€247.95m,2.66,3.43,2.82,2.71,3.29,2.87,2.45,3.3,2.8
F1,17/02/2021,Marseille,Nice,H,2.25,3.4,3.2,2.25,3.4,3.25,2020/21,€247.95m,€236.10m,2.36,3.44,3.24,2.56,3.16,3.18,2.45,3.1,3.1
F1,19/02/2021,Brest,Lyon,A,6.0,4.5,1.5,6.0,4.6,1.5,2020/21,€103.23m,€431.35m,6.17,4.78,1.53,6.16,4.73,1.53,6.5,4.5,1.45
F1,20/02/2021,St Etienne,Reims,D,2.15,3.0,3.9,2.15,3.0,4.0,2020/21,€154.50m,€105.18m,2.27,3.08,3.88,2.17,3.23,3.97,2.05,3.2,3.75
F1,20/02/2021,Nantes,Marseille,D,2.8,3.2,2.5,2.85,3.1,2.65,2020/21,€94.75m,€247.95m,2.98,3.26,2.64,2.52,3.15,3.25,2.4,3.1,3.0
F1,21/02/2021,Montpellier,Stade Rennais FC,H,2.87,3.3,2.45,3.1,3.25,2.4,2020/21,€113.85m,€297.50m,3.06,3.44,2.47,3.32,3.36,2.36,3.1,3.3,2.3
F1,21/02/2021,Lens,Dijon,H,1.5,4.2,6.5,1.55,4.0,6.5,2020/21,€104.30m,€65.63m,1.54,4.19,7.36,1.52,4.3,7.41,1.45,4.33,7.5
F1,21/02/2021,Nice,Metz,A,2.37,3.3,3.1,2.35,3.3,3.1,2020/21,€236.10m,€103.50m,2.37,3.44,3.23,2.17,3.26,3.91,2.1,3.2,3.75
F1,21/02/2021,Nimes,Bordeaux,H,3.1,3.4,2.3,3.1,3.4,2.3,2020/21,€60.40m,€105.70m,3.21,3.66,2.29,3.15,3.42,2.43,3.1,3.4,2.3
F1,21/02/2021,Strasbourg,Angers,D,2.25,3.2,3.4,2.25,3.2,3.4,2020/21,€109.65m,€111.65m,2.35,3.22,3.5,2.33,3.16,3.62,2.2,3.1,3.5
F1,21/02/2021,Lorient,Lille,A,4.2,3.4,1.95,4.2,3.4,1.95,2020/21,€72.88m,€323.20m,4.48,3.46,1.95,5.11,3.5,1.84,5.0,3.5,1.75
F1,21/02/2021,Paris SG,Monaco,A,1.61,4.33,4.75,1.62,4.25,5.0,2020/21,€805.00m,€370.35m,1.63,4.43,5.41,1.69,4.05,5.4,1.6,4.0,5.5
F1,24/02/2021,Nimes,Lorient,H,2.8,3.4,2.37,2.8,3.5,2.45,2020/21,€60.40m,€72.88m,3.01,3.31,2.58,3.39,3.59,2.23,3.1,3.4,2.1
F1,26/02/2021,Stade Rennais FC,Nice,A,1.83,3.4,4.75,1.85,3.4,4.75,2020/21,€297.50m,€236.10m,1.85,3.54,4.97,1.86,3.48,4.99,1.75,3.4,5.0
F1,27/02/2021,Bordeaux,Metz,A,2.37,3.1,3.1,2.55,3.0,3.1,2020/21,€105.70m,€103.50m,2.61,3.06,3.21,2.46,3.12,3.38,2.37,3.1,3.1
F1,27/02/2021,Dijon,Paris SG,A,15.0,7.0,1.18,13.5,6.5,1.22,2020/21,€65.63m,€805.00m,12.64,6.98,1.22,11.54,6.33,1.26,13.0,6.5,1.22
F1,28/02/2021,Monaco,Brest,H,1.44,4.75,6.5,1.45,5.0,6.25,2020/21,€370.35m,€103.23m,1.46,5.1,6.83,1.43,5.02,7.79,1.4,4.75,7.5
F1,28/02/2021,Angers,Lens,D,2.87,3.0,2.7,2.8,3.1,2.7,2020/21,€111.65m,€104.30m,2.99,3.07,2.76,3.28,3.08,2.55,3.1,3.0,2.5
F1,28/02/2021,Lorient,St Etienne,H,3.0,3.2,2.45,3.1,3.2,2.4,2020/21,€72.88m,€154.50m,3.24,3.28,2.45,2.98,3.17,2.69,2.87,3.3,2.5
F1,28/02/2021,Nimes,Nantes,D,3.2,3.3,2.3,3.2,3.25,2.3,2020/21,€60.40m,€94.75m,3.24,3.47,2.35,3.21,3.27,2.47,3.1,3.3,2.3
F1,28/02/2021,Reims,Montpellier,D,2.8,3.1,2.7,2.75,3.1,2.75,2020/21,€105.18m,€113.85m,2.94,3.13,2.76,2.74,3.23,2.88,2.7,3.1,2.8
F1,28/02/2021,Lille,Strasbourg,D,1.75,3.6,4.75,1.78,3.5,5.0,2020/21,€323.20m,€109.65m,1.77,3.77,5.17,1.71,3.49,6.52,1.66,3.6,5.75
F1,28/02/2021,Marseille,Lyon,D,5.0,4.0,1.65,4.6,4.1,1.7,2020/21,€247.95m,€431.35m,4.87,4.27,1.71,5.28,4.36,1.65,5.25,4.5,1.57
F1,03/03/2021,Brest,Dijon,H,1.7,4.2,4.75,1.7,4.1,4.6,2020/21,€103.23m,€65.63m,1.71,4.03,5.19,1.79,3.86,4.82,1.75,3.8,4.5
F1,03/03/2021,Lyon,Stade Rennais FC,H,1.57,4.0,6.0,1.57,4.0,6.0,2020/21,€431.35m,€297.50m,1.61,4.24,5.95,1.74,3.89,5.23,1.66,4.0,5.0
F1,03/03/2021,Metz,Angers,A,2.4,3.1,3.1,2.45,3.1,3.1,2020/21,€103.50m,€111.65m,2.64,3.1,3.12,2.75,3.01,3.07,2.55,3.1,2.87
F1,03/03/2021,Nice,Nimes,H,1.7,3.8,5.0,1.75,3.8,4.6,2020/21,€236.10m,€60.40m,1.77,3.98,4.82,1.88,3.5,4.79,1.8,3.5,4.5
F1,03/03/2021,St Etienne,Lens,A,2.8,3.3,2.55,2.8,3.3,2.55,2020/21,€154.50m,€104.30m,2.86,3.37,2.66,2.94,3.2,2.71,2.75,3.3,2.55
F1,03/03/2021,Bordeaux,Paris SG,A,7.5,4.75,1.4,7.5,4.5,1.44,2020/21,€105.70m,€805.00m,7.88,4.54,1.47,7.1,4.25,1.54,6.5,4.2,1.5
F1,03/03/2021,Lille,Marseille,H,1.72,3.5,5.5,1.78,3.6,4.75,2020/21,€323.20m,€247.95m,1.76,3.69,5.44,1.81,3.55,5.28,1.8,3.6,4.5
F1,03/03/2021,Montpellier,Lorient,D,2.0,3.4,3.8,2.05,3.5,3.6,2020/21,€113.85m,€72.88m,2.09,3.54,3.82,1.97,3.59,4.2,1.95,3.6,3.8
F1,03/03/2021,Nantes,Reims,A,2.45,3.0,3.2,2.45,2.95,3.3,2020/21,€94.75m,€105.18m,2.57,3.0,3.34,2.65,2.97,3.24,2.5,3.0,3.1
F1,03/03/2021,Strasbourg,Monaco,H,4.0,3.6,1.9,4.1,3.7,1.87,2020/21,€109.65m,€370.35m,4.14,3.87,1.91,4.46,3.91,1.84,4.2,3.75,1.83
F1,10/03/2021,Marseille,Stade Rennais FC,H,2.9,3.0,2.62,2.85,2.95,2.75,2020/21,€247.95m,€297.50m,3.0,3.08,2.75,2.93,3.24,2.69,2.8,3.1,2.62
F1,12/03/2021,Reims,Lyon,D,7.5,4.5,1.4,6.5,4.5,1.48,2020/21,€105.18m,€431.35m,7.31,4.79,1.47,6.46,4.53,1.54,6.0,4.5,1.45
F1,13/03/2021,Angers,St Etienne,A,2.5,3.2,3.0,2.5,3.2,3.0,2020/21,€111.65m,€154.50m,2.66,3.18,3.02,2.55,3.13,3.22,2.4,3.2,3.1
F1,13/03/2021,Marseille,Brest,H,2.0,3.25,4.2,1.95,3.3,4.2,2020/21,€247.95m,€103.23m,2.05,3.38,4.16,2.02,3.42,4.25,1.95,3.4,4.0
F1,14/03/2021,Nimes,Montpellier,D,3.25,3.6,2.15,3.3,3.6,2.15,2020/21,€60.40m,€113.85m,3.39,3.74,2.17,4.22,3.6,1.96,4.0,3.6,1.85
F1,14/03/2021,Dijon,Bordeaux,A,3.6,3.5,2.05,3.5,3.6,2.05,2020/21,€65.63m,€105.70m,3.64,3.5,2.16,3.49,3.27,2.33,3.4,3.3,2.2
F1,14/03/2021,Lens,Metz,D,1.85,3.4,4.5,1.85,3.5,4.5,2020/21,€104.30m,€103.50m,1.93,3.47,4.62,2.01,3.27,4.53,1.95,3.25,4.33
F1,14/03/2021,Lorient,Nice,D,2.55,3.2,2.87,2.6,3.25,2.8,2020/21,€72.88m,€236.10m,2.62,3.46,2.85,2.56,3.34,3.01,2.4,3.25,3.0
F1,14/03/2021,Stade Rennais FC,Strasbourg,H,2.1,3.3,3.6,2.2,3.2,3.5,2020/21,€297.50m,€109.65m,2.19,3.4,3.68,2.12,3.36,3.93,2.1,3.3,3.6
F1,14/03/2021,Monaco,Lille,D,2.4,3.2,3.1,2.45,3.1,3.1,2020/21,€370.35m,€323.20m,2.52,3.13,3.28,2.5,3.23,3.21,2.45,3.2,3.0
F1,14/03/2021,Paris SG,Nantes,A,1.18,7.0,17.0,1.18,7.5,15.0,2020/21,€805.00m,€94.75m,1.18,7.68,18.23,1.24,6.51,14.08,1.22,5.75,15.0
F1,19/03/2021,St Etienne,Monaco,A,4.5,3.6,1.75,4.25,3.7,1.83,2020/21,€154.50m,€370.35m,4.79,3.74,1.83,4.51,3.44,1.96,4.2,3.5,1.83
F1,20/03/2021,Metz,Stade Rennais FC,A,3.3,3.2,2.3,3.5,3.1,2.25,2020/21,€103.50m,€297.50m,3.55,3.19,2.34,3.81,3.2,2.23,3.7,3.1,2.15
F1,20/03/2021,Nice,Marseille,H,3.0,3.3,2.4,2.95,3.4,2.4,2020/21,€236.10m,€247.95m,3.03,3.32,2.56,3.51,3.31,2.3,3.5,3.3,2.15
F1,21/03/2021,Strasbourg,Lens,A,2.62,3.4,2.6,2.65,3.25,2.75,2020/21,€109.65m,€104.30m,2.78,3.49,2.66,2.73,3.25,2.88,2.62,3.4,2.62
F1,21/03/2021,Brest,Angers,D,2.5,3.25,2.9,2.55,3.2,2.9,2020/21,€103.23m,€111.65m,2.65,3.14,3.07,2.42,3.28,3.29,2.4,3.2,3.1
F1,21/03/2021,Dijon,Reims,A,3.6,3.3,2.1,3.7,3.3,2.1,2020/21,€65.63m,€105.18m,3.63,3.47,2.18,3.73,3.29,2.22,3.5,3.4,2.15
F1,21/03/2021,Montpellier,Bordeaux,H,2.1,3.2,3.75,2.1,3.3,3.7,2020/21,€113.85m,€105.70m,2.19,3.36,3.74,2.32,3.27,3.5,2.1,3.4,3.5
F1,21/03/2021,Nantes,Lorient,D,2.3,3.1,3.3,2.25,3.25,3.4,2020/21,€94.75m,€72.88m,2.39,3.21,3.42,2.44,3.06,3.51,2.2,3.1,3.4
F1,21/03/2021,Lille,Nimes,A,1.3,5.0,11.0,1.34,5.0,9.5,2020/21,€323.20m,€60.40m,1.33,5.24,12.03,1.37,5.05,10.39,1.3,5.0,11.0
F1,21/03/2021,Lyon,Paris SG,A,2.9,3.75,2.25,2.8,3.9,2.2,2020/21,€431.35m,€805.00m,3.01,3.98,2.28,3.3,3.9,2.16,3.2,4.0,2.05
F1,03/04/2021,Monaco,Metz,H,1.44,4.5,7.0,1.45,4.4,7.25,2020/21,€370.35m,€103.50m,1.46,4.6,6.82,1.56,4.26,6.75,1.5,4.33,6.5
F1,03/04/2021,Paris SG,Lille,A,1.72,3.8,4.75,1.67,3.7,5.5,2020/21,€805.00m,€323.20m,1.69,3.93,5.58,1.71,3.96,5.33,1.66,3.8,5.25
F1,03/04/2021,Lens,Lyon,D,4.0,4.0,1.83,4.1,4.0,1.8,2020/21,€104.30m,€431.35m,4.18,4.05,1.86,4.73,4.28,1.72,4.5,4.0,1.66
F1,04/04/2021,Angers,Montpellier,D,2.62,3.2,2.75,2.55,3.3,2.8,2020/21,€111.65m,€113.85m,2.75,3.34,2.79,2.78,3.24,2.83,2.8,3.2,2.6
F1,04/04/2021,Bordeaux,Strasbourg,A,2.7,3.2,2.6,2.8,3.1,2.7,2020/21,€105.70m,€109.65m,2.92,3.18,2.74,2.87,3.24,2.74,2.75,3.2,2.6
F1,04/04/2021,Lorient,Brest,H,2.3,3.5,3.0,2.4,3.5,2.9,2020/21,€72.88m,€103.23m,2.47,3.51,3.01,2.31,3.43,3.35,2.2,3.4,3.2
F1,04/04/2021,Nantes,Nice,A,2.37,3.3,2.87,2.5,3.4,2.8,2020/21,€94.75m,€236.10m,2.54,3.43,2.97,2.4,3.35,3.26,2.3,3.2,3.1
F1,04/04/2021,Reims,Stade Rennais FC,D,3.8,3.2,2.1,3.7,3.3,2.1,2020/21,€105.18m,€297.50m,3.79,3.2,2.24,3.87,3.14,2.24,3.8,3.2,2.05
F1,04/04/2021,Nimes,St Etienne,A,3.25,3.4,2.15,3.25,3.5,2.2,2020/21,€60.40m,€154.50m,3.32,3.48,2.3,3.25,3.43,2.37,3.1,3.4,2.25
F1,04/04/2021,Marseille,Dijon,H,1.5,4.0,7.5,1.45,4.4,7.25,2020/21,€247.95m,€65.63m,1.52,4.4,7.26,1.51,4.55,7.01,1.45,4.2,7.0
F1,09/04/2021,Metz,Lille,A,6.0,3.7,1.61,6.0,3.6,1.65,2020/21,€103.50m,€323.20m,6.5,3.79,1.65,6.12,3.63,1.7,6.0,3.6,1.65
F1,10/04/2021,Strasbourg,Paris SG,A,4.33,4.0,1.75,4.4,4.0,1.75,2020/21,€109.65m,€805.00m,4.63,4.19,1.76,5.51,4.16,1.66,5.0,4.0,1.65
F1,10/04/2021,Montpellier,Marseille,D,2.55,3.4,2.62,2.65,3.4,2.65,2020/21,€113.85m,€247.95m,2.64,3.47,2.82,2.55,3.54,2.88,2.5,3.4,2.8
F1,11/04/2021,Stade Rennais FC,Nantes,H,1.8,3.6,4.5,1.8,3.6,4.6,2020/21,€297.50m,€94.75m,1.82,3.82,4.7,1.96,3.53,4.33,1.9,3.6,4.0
F1,11/04/2021,Brest,Nimes,D,2.05,3.5,3.6,1.95,3.7,3.7,2020/21,€103.23m,€60.40m,2.08,3.77,3.62,1.95,3.92,3.91,1.9,3.75,3.8
F1,11/04/2021,Lens,Lorient,H,2.0,3.5,3.8,1.95,3.6,3.9,2020/21,€104.30m,€72.88m,2.05,3.67,3.8,2.35,3.37,3.34,2.25,3.3,3.2
F1,11/04/2021,Nice,Reims,D,2.2,3.2,3.5,2.25,3.2,3.4,2020/21,€236.10m,€105.18m,2.3,3.24,3.58,2.15,3.35,3.85,2.05,3.25,3.8
F1,11/04/2021,St Etienne,Bordeaux,H,2.3,3.0,3.5,2.35,3.0,3.4,2020/21,€154.50m,€105.70m,2.45,2.97,3.61,2.16,3.25,3.96,2.05,3.2,3.8
F1,11/04/2021,Monaco,Dijon,H,1.18,7.0,15.0,1.2,7.0,13.0,2020/21,€370.35m,€65.63m,1.19,7.72,15.68,1.19,8.01,15.05,1.14,8.0,17.0
F1,11/04/2021,Lyon,Angers,H,1.36,5.0,8.5,1.36,5.25,7.75,2020/21,€431.35m,€111.65m,1.4,5.17,8.29,1.32,5.83,10.19,1.3,5.25,11.0
F1,16/04/2021,Lille,Montpellier,D,1.61,3.9,5.5,1.62,3.9,5.75,2020/21,€323.20m,€113.85m,1.67,4.0,5.73,1.59,4.17,6.35,1.55,4.0,6.0
F1,17/04/2021,Angers,Stade Rennais FC,A,3.6,3.3,2.1,3.5,3.25,2.2,2020/21,€111.65m,€297.50m,3.75,3.34,2.19,4.98,3.74,1.8,4.75,3.6,1.75
F1,17/04/2021,Marseille,Lorient,H,2.1,3.4,3.5,2.05,3.5,3.6,2020/21,€247.95m,€72.88m,2.19,3.46,3.6,2.04,3.58,3.95,2.0,3.5,3.75
F1,18/04/2021,Paris SG,St Etienne,H,1.3,5.5,10.0,1.3,5.75,9.75,2020/21,€805.00m,€154.50m,1.33,5.79,9.75,1.32,6.07,9.38,1.28,5.75,9.5
F1,18/04/2021,Brest,Lens,D,2.87,3.3,2.5,2.95,3.25,2.5,2020/21,€103.23m,€104.30m,2.86,3.35,2.67,2.91,3.46,2.57,2.8,3.5,2.4
F1,18/04/2021,Dijon,Nice,H,4.75,3.75,1.75,4.25,3.9,1.78,2020/21,€65.63m,€236.10m,4.7,4.04,1.78,4.88,4.06,1.75,4.75,3.8,1.7
F1,18/04/2021,Nimes,Strasbourg,D,3.4,3.5,2.05,3.4,3.6,2.1,2020/21,€60.40m,€109.65m,3.61,3.64,2.12,3.85,3.64,2.05,3.6,3.5,2.0
F1,18/04/2021,Reims,Metz,D,2.37,3.1,3.2,2.35,3.1,3.3,2020/21,€105.18m,€103.50m,2.5,3.14,3.29,2.73,3.12,2.98,2.55,3.1,2.9
F1,18/04/2021,Bordeaux,Monaco,A,5.5,3.75,1.66,5.5,3.8,1.65,2020/21,€105.70m,€370.35m,5.48,4.14,1.66,6.48,4.19,1.58,6.0,4.0,1.55
F1,18/04/2021,Nantes,Lyon,A,6.5,4.2,1.5,5.75,4.0,1.55,2020/21,€94.75m,€431.35m,6.05,4.47,1.57,6.88,4.87,1.48,7.0,4.75,1.44
F1,23/04/2021,Reims,Marseille,A,3.75,3.4,2.0,3.6,3.4,2.1,2020/21,€105.18m,€247.95m,3.8,3.51,2.11,3.81,3.49,2.11,3.75,3.4,2.0
F1,24/04/2021,St Etienne,Brest,A,2.0,3.6,3.6,2.05,3.5,3.6,2020/21,€154.50m,€103.23m,2.11,3.59,3.69,2.2,3.41,3.65,2.05,3.5,3.7
F1,24/04/2021,Metz,Paris SG,A,11.0,5.5,1.28,10.5,5.5,1.3,2020/21,€103.50m,€805.00m,11.2,5.5,1.32,14.95,7.04,1.21,13.0,7.0,1.2
F1,25/04/2021,Nice,Montpellier,H,2.75,3.4,2.5,2.75,3.4,2.55,2020/21,€236.10m,€113.85m,2.76,3.5,2.67,2.82,3.55,2.59,2.75,3.5,2.45
F1,25/04/2021,Lens,Nimes,H,1.66,3.75,5.25,1.75,3.6,5.0,2020/21,€104.30m,€60.40m,1.76,3.67,5.46,1.91,3.56,4.56,1.83,3.6,4.33
F1,25/04/2021,Lorient,Bordeaux,H,2.1,3.4,3.5,2.1,3.4,3.6,2020/21,€72.88m,€105.70m,2.11,3.65,3.64,2.35,3.37,3.33,2.2,3.4,3.25
F1,25/04/2021,Stade Rennais FC,Dijon,H,1.3,5.25,10.0,1.33,5.5,8.75,2020/21,€297.50m,€65.63m,1.36,5.35,9.8,1.36,5.45,9.19,1.36,4.75,9.0
F1,25/04/2021,Strasbourg,Nantes,A,2.2,3.1,3.6,2.2,3.25,3.5,2020/21,€109.65m,€94.75m,2.22,3.53,3.48,2.15,3.45,3.74,2.1,3.4,3.5
F1,25/04/2021,Angers,Monaco,A,6.5,4.5,1.45,5.75,4.75,1.5,2020/21,€111.65m,€370.35m,6.45,4.91,1.5,8.36,4.7,1.44,8.5,4.75,1.36
F1,25/04/2021,Lyon,Lille,A,2.0,3.5,3.6,2.05,3.4,3.7,2020/21,€431.35m,€323.20m,2.06,3.62,3.81,2.06,3.53,3.93,2.0,3.5,3.6
F1,30/04/2021,Marseille,Strasbourg,D,1.85,3.6,4.2,1.87,3.6,4.2,2020/21,€247.95m,€109.65m,1.9,3.76,4.32,1.87,3.58,4.77,1.75,3.75,4.5
F1,01/05/2021,Paris SG,Lens,H,1.33,5.5,7.5,1.35,5.5,7.75,2020/21,€805.00m,€104.30m,1.36,5.6,8.78,1.38,5.32,8.66,1.36,5.25,7.5
