Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HF,AF
B1,17/01/2021,Beerschot VA,Club Brugge,0.0,3.0,A,0.0,2.0,A,6.5,4.75,1.45,6.25,4.5,1.5,2020/21,€24.80m,€170.90m,10.0,15.0,4.0,6.0,5.0,7.0,3.0,2.0,0.0,0.0,15.0,6.0
B1,17/01/2021,St Truiden,Oud-Heverlee Leuven,3.0,1.0,H,2.0,1.0,H,2.0,3.4,3.75,2.1,3.25,3.7,2020/21,€23.08m,€32.65m,12.0,9.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,11.0,17.0
B1,19/01/2021,Mouscron,Waasland-Beveren,1.0,1.0,D,0.0,0.0,D,1.83,3.8,4.0,1.9,3.6,4.1,2020/21,€18.03m,€20.95m,14.0,8.0,4.0,4.0,6.0,6.0,4.0,1.0,0.0,0.0,14.0,12.0
B1,19/01/2021,Anderlecht,Charleroi,3.0,0.0,H,2.0,0.0,H,1.9,3.5,3.75,1.95,3.5,3.9,2020/21,€139.80m,€42.83m,15.0,4.0,4.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,2.0,16.0
B1,20/01/2021,Kortrijk,St Truiden,0.0,2.0,A,0.0,2.0,A,2.15,3.5,3.1,2.15,3.6,3.3,2020/21,€31.80m,€23.08m,29.0,8.0,7.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,14.0,12.0
B1,20/01/2021,Eupen,Beerschot VA,3.0,1.0,H,2.0,1.0,H,1.95,3.75,3.4,1.95,3.8,3.7,2020/21,€21.10m,€24.80m,13.0,5.0,5.0,3.0,7.0,4.0,0.0,2.0,0.0,1.0,8.0,14.0
B1,20/01/2021,Mechelen,Standard,0.0,4.0,A,0.0,1.0,A,2.25,3.75,2.8,2.3,3.5,3.0,2020/21,€31.88m,€85.25m,13.0,11.0,3.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,17.0,14.0
B1,20/01/2021,Antwerp,Cercle Brugge,1.0,0.0,H,0.0,0.0,D,1.5,4.33,5.75,1.55,4.4,5.75,2020/21,€54.40m,€40.45m,10.0,8.0,1.0,1.0,2.0,8.0,2.0,3.0,0.0,0.0,9.0,14.0
B1,20/01/2021,Club Brugge,Oostende,2.0,1.0,H,1.0,1.0,D,1.28,5.5,8.5,1.3,5.75,9.25,2020/21,€170.90m,€34.55m,14.0,10.0,6.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,11.0,12.0
B1,21/01/2021,Waregem,Oud-Heverlee Leuven,2.0,3.0,A,2.0,1.0,H,2.25,3.5,3.0,2.3,3.9,2.8,2020/21,€22.75m,€32.65m,11.0,17.0,5.0,8.0,5.0,9.0,1.0,0.0,0.0,0.0,12.0,9.0
B1,21/01/2021,Genk,Gent,1.0,1.0,D,1.0,1.0,D,2.05,3.75,3.3,2.05,3.8,3.1,2020/21,€140.05m,€81.65m,6.0,16.0,3.0,6.0,0.0,4.0,2.0,4.0,1.0,0.0,12.0,25.0
B1,22/01/2021,Anderlecht,Waasland-Beveren,0.0,0.0,D,0.0,0.0,D,1.28,4.5,11.0,1.3,5.5,10.0,2020/21,€139.80m,€20.95m,26.0,4.0,10.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0
B1,23/01/2021,Mechelen,Eupen,3.0,0.0,H,1.0,0.0,H,1.75,3.6,3.6,1.9,3.8,3.8,2020/21,€31.88m,€21.10m,14.0,12.0,8.0,4.0,5.0,10.0,3.0,1.0,0.0,0.0,9.0,16.0
B1,23/01/2021,Kortrijk,Cercle Brugge,1.0,2.0,A,1.0,2.0,A,2.0,3.75,3.0,2.0,3.6,3.7,2020/21,€31.80m,€40.45m,16.0,11.0,3.0,5.0,8.0,7.0,2.0,1.0,0.0,0.0,13.0,9.0
B1,23/01/2021,St Truiden,Mouscron,0.0,2.0,A,0.0,1.0,A,1.9,3.6,3.25,1.95,3.6,3.9,2020/21,€23.08m,€18.03m,17.0,12.0,3.0,6.0,7.0,4.0,4.0,3.0,0.0,0.0,8.0,16.0
B1,23/01/2021,Antwerp,Oostende,1.0,2.0,A,1.0,1.0,D,2.0,3.75,3.4,2.05,3.7,3.4,2020/21,€54.40m,€34.55m,11.0,12.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,7.0,9.0
B1,24/01/2021,Club Brugge,Genk,3.0,2.0,H,1.0,2.0,A,1.55,3.8,5.0,1.6,3.8,6.25,2020/21,€170.90m,€140.05m,18.0,9.0,8.0,4.0,7.0,2.0,0.0,1.0,0.0,0.0,12.0,17.0
B1,24/01/2021,Waregem,Beerschot VA,0.0,3.0,A,0.0,0.0,D,1.95,3.6,3.1,2.1,3.5,3.5,2020/21,€22.75m,€24.80m,9.0,9.0,2.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,13.0,16.0
B1,24/01/2021,Standard,Charleroi,3.0,2.0,H,2.0,1.0,H,1.9,3.6,3.3,2.1,3.25,3.75,2020/21,€85.25m,€42.83m,14.0,16.0,6.0,10.0,3.0,2.0,1.0,2.0,0.0,1.0,11.0,13.0
B1,24/01/2021,Oud-Heverlee Leuven,Gent,0.0,3.0,A,0.0,1.0,A,3.8,3.6,1.72,3.7,4.25,1.85,2020/21,€32.65m,€81.65m,12.0,25.0,5.0,9.0,3.0,7.0,2.0,2.0,1.0,0.0,4.0,10.0
B1,26/01/2021,Eupen,Antwerp,0.0,2.0,A,0.0,2.0,A,2.75,3.6,2.37,3.0,3.5,2.3,2020/21,€21.10m,€54.40m,19.0,11.0,4.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,10.0,8.0
B1,26/01/2021,Waasland-Beveren,Mechelen,2.0,3.0,A,0.0,2.0,A,4.75,4.33,1.6,4.5,4.5,1.65,2020/21,€20.95m,€31.88m,9.0,17.0,6.0,7.0,6.0,10.0,2.0,1.0,0.0,0.0,13.0,13.0
B1,26/01/2021,Mouscron,Anderlecht,1.0,1.0,D,1.0,0.0,H,5.0,3.8,1.7,4.6,4.0,1.72,2020/21,€18.03m,€139.80m,7.0,11.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,23.0,11.0
B1,27/01/2021,Beerschot VA,Kortrijk,0.0,0.0,D,0.0,0.0,D,2.4,3.5,2.8,2.45,3.75,2.65,2020/21,€24.80m,€31.80m,4.0,20.0,1.0,4.0,4.0,9.0,1.0,2.0,0.0,0.0,11.0,12.0
B1,27/01/2021,Genk,Waregem,3.0,2.0,H,1.0,0.0,H,1.5,4.5,5.75,1.5,4.4,6.5,2020/21,€140.05m,€22.75m,12.0,13.0,5.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,11.0
B1,27/01/2021,Charleroi,Oud-Heverlee Leuven,1.0,1.0,D,0.0,1.0,A,1.8,3.8,4.0,1.9,3.8,3.9,2020/21,€42.83m,€32.65m,19.0,17.0,11.0,5.0,12.0,5.0,2.0,3.0,0.0,0.0,9.0,14.0
B1,27/01/2021,Gent,St Truiden,1.0,1.0,D,0.0,1.0,A,1.57,4.0,5.75,1.62,4.2,5.25,2020/21,€81.65m,€23.08m,10.0,3.0,5.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,18.0,16.0
B1,28/01/2021,Cercle Brugge,Club Brugge,1.0,2.0,A,1.0,1.0,D,7.5,5.0,1.36,8.0,4.6,1.42,2020/21,€40.45m,€170.90m,8.0,8.0,5.0,3.0,2.0,6.0,0.0,2.0,0.0,0.0,9.0,9.0
B1,28/01/2021,Oostende,Standard,2.0,2.0,D,1.0,0.0,H,2.7,3.2,2.6,2.7,3.25,2.7,2020/21,€34.55m,€85.25m,9.0,21.0,3.0,5.0,8.0,12.0,2.0,0.0,0.0,0.0,15.0,5.0
B1,29/01/2021,Antwerp,Waasland-Beveren,3.0,2.0,H,1.0,1.0,D,1.5,4.5,6.0,1.55,4.0,6.5,2020/21,€54.40m,€20.95m,15.0,6.0,7.0,3.0,12.0,2.0,2.0,1.0,0.0,0.0,7.0,9.0
B1,30/01/2021,Mechelen,Genk,0.0,0.0,D,0.0,0.0,D,2.55,3.4,2.62,2.65,3.4,2.65,2020/21,€31.88m,€140.05m,15.0,12.0,2.0,3.0,4.0,3.0,2.0,3.0,0.0,0.0,20.0,16.0
B1,30/01/2021,Eupen,Mouscron,1.0,1.0,D,1.0,0.0,H,2.05,3.3,3.5,2.05,3.4,3.8,2020/21,€21.10m,€18.03m,12.0,11.0,5.0,4.0,7.0,6.0,0.0,2.0,0.0,0.0,10.0,13.0
B1,30/01/2021,Oud-Heverlee Leuven,Beerschot VA,0.0,1.0,A,0.0,0.0,D,2.2,3.5,3.1,2.3,3.5,3.0,2020/21,€32.65m,€24.80m,14.0,14.0,3.0,7.0,6.0,4.0,3.0,2.0,0.0,0.0,15.0,12.0
B1,30/01/2021,Kortrijk,Charleroi,1.0,3.0,A,0.0,1.0,A,2.45,3.4,2.75,2.65,3.2,2.75,2020/21,€31.80m,€42.83m,12.0,14.0,4.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,14.0,19.0
B1,31/01/2021,Club Brugge,Standard,3.0,1.0,H,2.0,1.0,H,1.55,3.8,6.5,1.62,3.9,5.75,2020/21,€170.90m,€85.25m,17.0,10.0,7.0,5.0,7.0,4.0,1.0,4.0,0.0,0.0,8.0,18.0
B1,31/01/2021,Waregem,Oostende,2.0,1.0,H,1.0,1.0,D,3.4,3.5,2.05,3.2,4.0,2.05,2020/21,€22.75m,€34.55m,20.0,13.0,3.0,7.0,7.0,9.0,1.0,1.0,0.0,0.0,8.0,11.0
B1,31/01/2021,Anderlecht,Gent,0.0,0.0,D,0.0,0.0,D,2.25,3.4,3.1,2.35,3.3,3.1,2020/21,€139.80m,€81.65m,10.0,12.0,4.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,11.0,17.0
B1,31/01/2021,St Truiden,Cercle Brugge,3.0,0.0,H,1.0,0.0,H,2.0,3.5,3.5,2.15,3.3,3.6,2020/21,€23.08m,€40.45m,10.0,15.0,6.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,7.0,11.0
B1,05/02/2021,Mouscron,Kortrijk,0.0,3.0,A,0.0,2.0,A,3.0,3.4,2.3,3.0,3.4,2.35,2020/21,€18.03m,€31.80m,10.0,13.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,14.0,8.0
B1,06/02/2021,Oostende,St Truiden,3.0,1.0,H,1.0,0.0,H,2.0,3.2,3.8,2.05,3.3,3.9,2020/21,€34.55m,€23.08m,13.0,5.0,4.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,8.0,14.0
B1,06/02/2021,Cercle Brugge,Mechelen,0.0,1.0,A,0.0,0.0,D,3.0,3.6,2.15,3.0,3.75,2.2,2020/21,€40.45m,€31.88m,9.0,13.0,3.0,3.0,7.0,10.0,2.0,1.0,0.0,0.0,13.0,11.0
B1,06/02/2021,Waasland-Beveren,Club Brugge,0.0,2.0,A,0.0,1.0,A,13.0,7.5,1.16,13.5,6.25,1.22,2020/21,€20.95m,€170.90m,6.0,22.0,0.0,10.0,3.0,5.0,2.0,0.0,0.0,0.0,16.0,9.0
B1,06/02/2021,Standard,Oud-Heverlee Leuven,1.0,1.0,D,0.0,0.0,D,1.65,3.8,5.0,1.7,4.0,4.75,2020/21,€85.25m,€32.65m,13.0,10.0,4.0,3.0,7.0,1.0,3.0,1.0,1.0,0.0,11.0,13.0
B1,07/02/2021,Beerschot VA,Antwerp,1.0,2.0,A,0.0,0.0,D,3.4,3.25,2.2,3.5,3.1,2.25,2020/21,€24.80m,€54.40m,6.0,11.0,3.0,2.0,5.0,7.0,4.0,3.0,0.0,0.0,8.0,16.0
B1,07/02/2021,Charleroi,Waregem,1.0,1.0,D,1.0,0.0,H,1.75,3.6,4.33,1.83,3.6,4.4,2020/21,€42.83m,€22.75m,9.0,20.0,8.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,16.0,8.0
B1,07/02/2021,Genk,Anderlecht,1.0,2.0,A,1.0,2.0,A,2.3,3.4,3.0,2.4,3.3,3.0,2020/21,€140.05m,€139.80m,5.0,11.0,1.0,3.0,5.0,2.0,3.0,2.0,0.0,0.0,16.0,11.0
B1,07/02/2021,Gent,Eupen,2.0,2.0,D,2.0,1.0,H,1.65,3.75,5.0,1.72,3.9,4.75,2020/21,€81.65m,€21.10m,9.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,0.0,0.0,10.0,16.0
B1,12/02/2021,Oud-Heverlee Leuven,Kortrijk,3.0,1.0,H,3.0,0.0,H,2.9,3.4,2.37,2.65,3.7,2.5,2020/21,€32.65m,€31.80m,8.0,28.0,4.0,10.0,3.0,5.0,2.0,4.0,1.0,0.0,7.0,17.0
B1,13/02/2021,St Truiden,Waregem,1.0,2.0,A,0.0,0.0,D,2.0,3.5,3.6,2.05,3.6,3.5,2020/21,€23.08m,€22.75m,9.0,15.0,5.0,9.0,5.0,2.0,0.0,2.0,0.0,0.0,12.0,13.0
B1,14/02/2021,Standard,Antwerp,1.0,1.0,D,1.0,1.0,D,2.05,3.5,3.6,2.1,3.5,3.5,2020/21,€85.25m,€54.40m,9.0,14.0,3.0,5.0,4.0,2.0,1.0,4.0,0.0,0.0,8.0,21.0
B1,14/02/2021,Beerschot VA,Mechelen,1.0,2.0,A,0.0,0.0,D,3.1,3.5,2.25,3.25,3.25,2.3,2020/21,€24.80m,€31.88m,14.0,16.0,3.0,6.0,5.0,6.0,2.0,0.0,0.0,0.0,8.0,12.0
B1,14/02/2021,Cercle Brugge,Anderlecht,0.0,0.0,D,0.0,0.0,D,3.8,3.6,1.9,3.9,3.7,1.91,2020/21,€40.45m,€139.80m,10.0,4.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,10.0,12.0
B1,15/02/2021,Gent,Mouscron,4.0,0.0,H,1.0,0.0,H,1.5,4.2,6.5,1.55,4.2,6.0,2020/21,€81.65m,€18.03m,20.0,10.0,9.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0,9.0,12.0
B1,17/02/2021,Waasland-Beveren,Eupen,1.0,0.0,H,1.0,0.0,H,4.0,3.8,1.83,3.7,3.9,1.91,2020/21,€20.95m,€21.10m,11.0,9.0,5.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,18.0,18.0
B1,17/02/2021,Oostende,Genk,3.0,1.0,H,2.0,1.0,H,2.25,3.6,2.8,2.4,3.75,2.7,2020/21,€34.55m,€140.05m,7.0,10.0,4.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,13.0,8.0
B1,19/02/2021,Mechelen,Gent,1.0,1.0,D,1.0,1.0,D,3.4,3.6,2.05,3.5,3.6,2.05,2020/21,€31.88m,€81.65m,14.0,12.0,3.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,11.0,9.0
B1,20/02/2021,Eupen,Oostende,1.0,1.0,D,0.0,0.0,D,2.7,3.5,2.45,2.75,3.5,2.5,2020/21,€21.10m,€34.55m,9.0,10.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,11.0,10.0
B1,20/02/2021,Mouscron,Cercle Brugge,1.0,2.0,A,0.0,1.0,A,2.37,3.5,2.8,2.5,3.3,2.85,2020/21,€18.03m,€40.45m,9.0,15.0,3.0,8.0,7.0,5.0,4.0,2.0,0.0,0.0,12.0,12.0
B1,20/02/2021,Waasland-Beveren,Charleroi,1.0,1.0,D,0.0,0.0,D,3.6,3.5,1.9,3.25,4.0,2.05,2020/21,€20.95m,€42.83m,12.0,8.0,3.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,12.0,10.0
B1,21/02/2021,Anderlecht,Kortrijk,0.0,2.0,A,0.0,1.0,A,1.6,4.0,5.25,1.6,4.0,5.75,2020/21,€139.80m,€31.80m,10.0,13.0,0.0,8.0,6.0,6.0,0.0,3.0,0.0,0.0,13.0,15.0
B1,21/02/2021,Waregem,Standard,3.0,2.0,H,1.0,1.0,D,3.5,3.4,1.95,3.6,3.7,2.0,2020/21,€22.75m,€85.25m,13.0,11.0,4.0,6.0,6.0,3.0,0.0,1.0,0.0,0.0,15.0,16.0
B1,21/02/2021,Genk,Beerschot VA,1.0,2.0,A,0.0,0.0,D,1.61,4.33,4.75,1.65,4.25,4.75,2020/21,€140.05m,€24.80m,20.0,12.0,6.0,5.0,10.0,3.0,2.0,3.0,0.0,0.0,12.0,11.0
B1,21/02/2021,Antwerp,St Truiden,0.0,0.0,D,0.0,0.0,D,1.7,4.0,4.33,1.8,4.0,4.1,2020/21,€54.40m,€23.08m,9.0,9.0,3.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,10.0,11.0
B1,22/02/2021,Club Brugge,Oud-Heverlee Leuven,3.0,0.0,H,2.0,0.0,H,1.2,7.0,11.0,1.34,5.5,8.25,2020/21,€170.90m,€32.65m,21.0,4.0,10.0,0.0,8.0,5.0,1.0,3.0,0.0,0.0,16.0,13.0
B1,26/02/2021,Charleroi,Genk,1.0,2.0,A,0.0,1.0,A,3.1,3.5,2.2,2.95,3.7,2.25,2020/21,€42.83m,€140.05m,13.0,13.0,4.0,4.0,3.0,6.0,2.0,2.0,0.0,0.0,7.0,10.0
B1,27/02/2021,Cercle Brugge,Waasland-Beveren,2.0,0.0,H,1.0,0.0,H,1.75,4.0,4.2,1.8,4.0,4.1,2020/21,€40.45m,€20.95m,13.0,9.0,4.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,15.0,14.0
B1,27/02/2021,Oostende,Mechelen,2.0,0.0,H,1.0,0.0,H,2.37,3.6,2.7,2.4,3.6,2.8,2020/21,€34.55m,€31.88m,15.0,15.0,6.0,1.0,5.0,11.0,2.0,3.0,0.0,0.0,12.0,4.0
B1,27/02/2021,Kortrijk,Waregem,1.0,2.0,A,1.0,1.0,D,1.95,3.6,3.5,1.95,4.0,3.5,2020/21,€31.80m,€22.75m,8.0,9.0,6.0,3.0,1.0,6.0,1.0,4.0,0.0,0.0,16.0,15.0
B1,28/02/2021,Standard,Anderlecht,1.0,3.0,A,0.0,1.0,A,2.5,3.5,2.62,2.65,3.3,2.7,2020/21,€85.25m,€139.80m,13.0,11.0,4.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,22.0,19.0
B1,28/02/2021,Beerschot VA,Mouscron,2.0,2.0,D,0.0,1.0,A,2.05,3.6,3.3,2.05,3.7,3.4,2020/21,€24.80m,€18.03m,9.0,10.0,3.0,3.0,3.0,4.0,2.0,5.0,0.0,0.0,9.0,14.0
B1,28/02/2021,St Truiden,Eupen,0.0,2.0,A,0.0,1.0,A,2.15,3.6,3.0,2.2,3.6,3.1,2020/21,€23.08m,€21.10m,11.0,10.0,3.0,4.0,6.0,9.0,2.0,1.0,1.0,0.0,4.0,8.0
B1,01/03/2021,Oud-Heverlee Leuven,Antwerp,2.0,0.0,H,2.0,0.0,H,3.4,3.6,2.0,3.7,3.6,2.0,2020/21,€32.65m,€54.40m,10.0,13.0,6.0,6.0,2.0,5.0,1.0,2.0,0.0,0.0,10.0,15.0
B1,05/03/2021,Charleroi,St Truiden,0.0,0.0,D,0.0,0.0,D,2.2,3.6,3.0,2.3,3.4,3.1,2020/21,€42.83m,€23.08m,18.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,9.0,11.0
B1,06/03/2021,Eupen,Oud-Heverlee Leuven,3.0,3.0,D,2.0,2.0,D,1.75,3.8,4.2,1.85,3.9,3.9,2020/21,€21.10m,€32.65m,10.0,13.0,7.0,8.0,2.0,6.0,4.0,2.0,0.0,0.0,21.0,9.0
B1,06/03/2021,Waasland-Beveren,Beerschot VA,1.0,2.0,A,1.0,1.0,D,3.0,3.6,2.15,2.95,3.6,2.3,2020/21,€20.95m,€24.80m,18.0,7.0,6.0,2.0,9.0,1.0,2.0,2.0,0.0,0.0,13.0,17.0
B1,06/03/2021,Antwerp,Kortrijk,4.0,2.0,H,1.0,0.0,H,1.9,3.6,3.6,2.0,3.8,3.5,2020/21,€54.40m,€31.80m,9.0,18.0,7.0,8.0,5.0,9.0,1.0,1.0,1.0,0.0,11.0,15.0
B1,07/03/2021,Mouscron,Standard,1.0,0.0,H,1.0,0.0,H,3.5,3.6,2.0,3.4,3.7,2.05,2020/21,€18.03m,€85.25m,8.0,21.0,0.0,4.0,3.0,14.0,2.0,1.0,0.0,0.0,11.0,16.0
B1,07/03/2021,Club Brugge,Waregem,3.0,0.0,H,2.0,0.0,H,1.22,7.0,10.0,1.26,6.25,10.0,2020/21,€170.90m,€22.75m,18.0,7.0,8.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,6.0,6.0
B1,07/03/2021,Anderlecht,Mechelen,1.0,1.0,D,1.0,0.0,H,1.9,3.75,3.6,1.83,3.9,4.1,2020/21,€139.80m,€31.88m,14.0,7.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,16.0,16.0
B1,07/03/2021,Genk,Cercle Brugge,2.0,0.0,H,2.0,0.0,H,1.7,3.8,4.33,1.78,3.8,4.4,2020/21,€140.05m,€40.45m,15.0,7.0,8.0,1.0,8.0,2.0,1.0,4.0,0.0,1.0,9.0,17.0
B1,08/03/2021,Gent,Oostende,1.0,0.0,H,1.0,0.0,H,1.72,3.8,4.5,1.75,3.8,4.6,2020/21,€81.65m,€34.55m,7.0,15.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,16.0,10.0
B1,12/03/2021,Charleroi,Club Brugge,1.0,1.0,D,0.0,1.0,A,6.5,4.0,1.5,7.0,4.0,1.53,2020/21,€42.83m,€170.90m,5.0,8.0,3.0,2.0,7.0,7.0,3.0,0.0,0.0,0.0,10.0,7.0
B1,15/03/2021,Gent,Club Brugge,0.0,4.0,A,0.0,0.0,D,3.3,3.6,2.1,3.4,3.4,2.15,2020/21,€81.65m,€170.90m,11.0,8.0,2.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,14.0,13.0
B1,19/03/2021,Genk,Standard,2.0,2.0,D,0.0,0.0,D,2.05,3.4,3.5,2.1,3.5,3.5,2020/21,€140.05m,€85.25m,14.0,20.0,5.0,5.0,3.0,6.0,2.0,4.0,0.0,0.0,9.0,15.0
B1,20/03/2021,Mouscron,Oostende,0.0,1.0,A,0.0,0.0,D,3.6,3.3,2.05,3.7,3.3,2.1,2020/21,€18.03m,€34.55m,10.0,15.0,2.0,5.0,2.0,9.0,1.0,1.0,0.0,0.0,10.0,11.0
B1,20/03/2021,Eupen,Kortrijk,2.0,0.0,H,0.0,0.0,D,2.45,3.3,2.75,2.45,3.5,2.8,2020/21,€21.10m,€31.80m,23.0,8.0,8.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,8.0,10.0
B1,21/03/2021,Club Brugge,Antwerp,0.0,2.0,A,0.0,2.0,A,1.5,4.2,6.5,1.53,4.0,6.75,2020/21,€170.90m,€54.40m,14.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,1.0,0.0,8.0,14.0
B1,21/03/2021,Mechelen,Oud-Heverlee Leuven,2.0,2.0,D,1.0,1.0,D,1.8,3.75,4.33,1.87,3.75,4.0,2020/21,€31.88m,€32.65m,20.0,12.0,8.0,4.0,6.0,4.0,3.0,1.0,0.0,0.0,17.0,11.0
B1,21/03/2021,Anderlecht,Waregem,4.0,1.0,H,2.0,1.0,H,1.57,4.0,5.75,1.6,4.1,5.5,2020/21,€139.80m,€22.75m,26.0,4.0,11.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,10.0,5.0
B1,21/03/2021,Gent,Cercle Brugge,1.0,0.0,H,0.0,0.0,D,2.05,3.75,3.2,2.15,3.6,3.25,2020/21,€81.65m,€40.45m,9.0,7.0,5.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,18.0,19.0
B1,03/04/2021,Oostende,Waasland-Beveren,0.0,2.0,A,0.0,2.0,A,1.44,4.5,7.0,1.45,4.75,6.75,2020/21,€34.55m,€20.95m,18.0,15.0,6.0,7.0,4.0,3.0,2.0,2.0,2.0,0.0,9.0,19.0
B1,03/04/2021,St Truiden,Mechelen,2.0,1.0,H,2.0,0.0,H,2.9,3.4,2.4,2.8,3.5,2.45,2020/21,€23.08m,€31.88m,12.0,15.0,3.0,6.0,5.0,8.0,0.0,2.0,0.0,0.0,13.0,9.0
B1,03/04/2021,Kortrijk,Club Brugge,1.0,2.0,A,1.0,1.0,D,6.5,4.2,1.5,5.25,4.1,1.62,2020/21,€31.80m,€170.90m,11.0,13.0,5.0,3.0,3.0,9.0,4.0,2.0,0.0,0.0,14.0,15.0
B1,04/04/2021,Cercle Brugge,Beerschot VA,2.0,1.0,H,2.0,0.0,H,1.95,3.6,3.6,2.0,3.7,3.6,2020/21,€40.45m,€24.80m,7.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,10.0,15.0
B1,04/04/2021,Standard,Gent,2.0,1.0,H,0.0,1.0,A,2.55,3.4,2.62,2.6,3.3,2.75,2020/21,€85.25m,€81.65m,16.0,13.0,4.0,4.0,6.0,7.0,2.0,4.0,0.0,0.0,9.0,14.0
B1,04/04/2021,Charleroi,Mouscron,1.0,1.0,D,0.0,0.0,D,1.8,3.6,4.5,1.8,3.7,4.5,2020/21,€42.83m,€18.03m,15.0,18.0,6.0,4.0,6.0,5.0,1.0,3.0,0.0,0.0,17.0,17.0
B1,05/04/2021,Oud-Heverlee Leuven,Genk,2.0,3.0,A,0.0,1.0,A,3.75,3.5,1.95,3.4,3.7,2.05,2020/21,€32.65m,€140.05m,10.0,21.0,7.0,8.0,7.0,7.0,1.0,0.0,0.0,0.0,8.0,12.0
B1,05/04/2021,Waregem,Eupen,2.0,1.0,H,0.0,1.0,A,2.3,3.4,2.9,2.45,3.5,2.8,2020/21,€22.75m,€21.10m,24.0,21.0,10.0,8.0,7.0,8.0,1.0,3.0,0.0,1.0,9.0,15.0
B1,05/04/2021,Antwerp,Anderlecht,1.0,4.0,A,0.0,0.0,D,3.0,3.2,2.45,2.9,3.5,2.4,2020/21,€54.40m,€139.80m,9.0,14.0,4.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,11.0,11.0
B1,06/04/2021,Waasland-Beveren,St Truiden,2.0,4.0,A,1.0,1.0,D,3.1,3.5,2.2,3.3,3.3,2.25,2020/21,€20.95m,€23.08m,13.0,19.0,6.0,8.0,4.0,6.0,5.0,1.0,2.0,0.0,11.0,7.0
B1,07/04/2021,Beerschot VA,Charleroi,2.0,1.0,H,1.0,0.0,H,2.8,3.5,2.37,2.8,3.6,2.4,2020/21,€24.80m,€42.83m,12.0,16.0,4.0,3.0,3.0,9.0,2.0,2.0,0.0,0.0,13.0,14.0
B1,09/04/2021,Eupen,Standard,0.0,4.0,A,0.0,1.0,A,3.5,3.4,2.05,3.2,3.2,2.35,2020/21,€21.10m,€85.25m,11.0,19.0,3.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,10.0,12.0
B1,10/04/2021,Cercle Brugge,Oud-Heverlee Leuven,3.0,0.0,H,1.0,0.0,H,2.0,3.75,3.4,2.0,3.9,3.4,2020/21,€40.45m,€32.65m,12.0,13.0,6.0,2.0,4.0,11.0,4.0,1.0,1.0,0.0,13.0,13.0
B1,10/04/2021,Mechelen,Waregem,4.0,2.0,H,2.0,0.0,H,1.75,4.2,4.0,1.78,4.0,4.25,2020/21,€31.88m,€22.75m,20.0,18.0,12.0,5.0,3.0,7.0,3.0,0.0,0.0,0.0,14.0,9.0
