Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HF,AF
B1,30/10/2019,Standard,Waasland-Beveren,2.0,0.0,H,1.0,0.0,H,1.2,6.5,11.0,1.22,6.25,13.5,2019/20,€76.68m,€14.93m,15.0,3.0,8.0,2.0,11.0,1.0,1.0,2.0,0.0,0.0,8.0,17.0
B1,30/10/2019,Waregem,Club Brugge,0.0,2.0,A,0.0,1.0,A,5.75,4.5,1.45,6.25,4.75,1.48,2019/20,€30.08m,€160.73m,5.0,13.0,2.0,5.0,6.0,8.0,1.0,2.0,0.0,0.0,10.0,13.0
B1,31/10/2019,Anderlecht,Gent,3.0,3.0,D,1.0,1.0,D,2.75,3.6,2.37,2.75,3.6,2.45,2019/20,€137.28m,€95.10m,10.0,13.0,8.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,18.0,19.0
B1,02/11/2019,Eupen,Genk,2.0,0.0,H,2.0,0.0,H,4.33,3.6,1.8,4.4,3.6,1.83,2019/20,€26.05m,€113.53m,6.0,7.0,2.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,12.0,13.0
B1,02/11/2019,Mouscron,Antwerp,3.0,1.0,H,0.0,1.0,A,3.8,3.6,1.9,3.6,3.7,2.0,2019/20,€26.15m,€49.98m,8.0,8.0,6.0,6.0,5.0,5.0,3.0,1.0,0.0,0.0,18.0,14.0
B1,02/11/2019,St Truiden,Oostende,1.0,0.0,H,0.0,0.0,D,1.95,3.8,3.25,2.05,3.9,3.3,2019/20,€26.75m,€23.85m,5.0,10.0,2.0,6.0,4.0,6.0,1.0,3.0,0.0,0.0,9.0,16.0
B1,02/11/2019,Waasland-Beveren,Waregem,1.0,2.0,A,0.0,1.0,A,2.9,3.75,2.2,3.1,3.8,2.15,2019/20,€14.93m,€30.08m,13.0,9.0,5.0,6.0,7.0,4.0,2.0,2.0,0.0,0.0,13.0,8.0
B1,02/11/2019,Club Brugge,Kortrijk,3.0,0.0,H,2.0,0.0,H,1.16,7.0,15.0,1.18,7.5,14.5,2019/20,€160.73m,€19.90m,15.0,4.0,8.0,1.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0,22.0
B1,03/11/2019,Anderlecht,Cercle Brugge,2.0,1.0,H,2.0,1.0,H,1.36,5.25,7.5,1.42,5.0,7.0,2019/20,€137.28m,€31.93m,15.0,8.0,13.0,5.0,12.0,6.0,1.0,3.0,0.0,0.0,7.0,16.0
B1,03/11/2019,Gent,Standard,3.0,1.0,H,0.0,1.0,A,1.75,4.0,4.0,1.78,4.1,4.1,2019/20,€95.10m,€76.68m,11.0,14.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,13.0,22.0
B1,03/11/2019,Mechelen,Charleroi,2.0,2.0,D,2.0,2.0,D,2.3,3.6,2.8,2.35,3.7,2.85,2019/20,€23.63m,€31.65m,11.0,9.0,5.0,7.0,8.0,4.0,2.0,0.0,0.0,0.0,17.0,19.0
B1,08/11/2019,Waregem,Anderlecht,1.0,2.0,A,0.0,1.0,A,3.0,3.75,2.2,3.0,3.6,2.3,2019/20,€30.08m,€137.28m,11.0,6.0,6.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,9.0,14.0
B1,09/11/2019,Charleroi,Eupen,1.0,0.0,H,0.0,0.0,D,1.75,3.75,4.33,1.8,3.75,4.4,2019/20,€31.65m,€26.05m,13.0,8.0,7.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,8.0,9.0
B1,09/11/2019,Cercle Brugge,St Truiden,2.0,1.0,H,1.0,0.0,H,2.37,3.6,2.75,2.45,3.6,2.75,2019/20,€31.93m,€26.75m,16.0,12.0,8.0,4.0,10.0,7.0,1.0,2.0,0.0,0.0,14.0,7.0
B1,09/11/2019,Kortrijk,Waasland-Beveren,1.0,3.0,A,0.0,2.0,A,1.6,4.33,4.75,1.62,4.1,5.25,2019/20,€19.90m,€14.93m,9.0,7.0,4.0,6.0,5.0,5.0,1.0,4.0,0.0,0.0,19.0,14.0
B1,09/11/2019,Oostende,Mouscron,2.0,2.0,D,1.0,0.0,H,2.6,3.6,2.5,2.65,3.4,2.65,2019/20,€23.85m,€26.15m,7.0,14.0,5.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,10.0,15.0
B1,10/11/2019,Antwerp,Club Brugge,2.0,1.0,H,0.0,1.0,A,3.5,3.6,2.0,3.5,3.6,2.05,2019/20,€49.98m,€160.73m,9.0,7.0,3.0,4.0,4.0,9.0,6.0,3.0,0.0,0.0,16.0,19.0
B1,10/11/2019,Genk,Gent,0.0,2.0,A,0.0,1.0,A,2.37,3.6,2.7,2.4,3.5,2.85,2019/20,€113.53m,€95.10m,10.0,8.0,7.0,7.0,6.0,2.0,3.0,0.0,0.0,0.0,19.0,11.0
B1,10/11/2019,Standard,Mechelen,1.0,2.0,A,0.0,1.0,A,1.57,4.0,5.5,1.6,4.25,5.25,2019/20,€76.68m,€23.63m,12.0,6.0,3.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,14.0,15.0
B1,21/11/2019,Antwerp,Gent,3.0,2.0,H,2.0,1.0,H,2.8,3.4,2.4,2.7,3.6,2.5,2019/20,€49.98m,€95.10m,10.0,12.0,6.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,20.0,11.0
B1,22/11/2019,Club Brugge,Oostende,2.0,0.0,H,1.0,0.0,H,1.16,7.5,13.0,1.19,7.5,14.5,2019/20,€160.73m,€23.85m,17.0,4.0,8.0,2.0,9.0,2.0,1.0,0.0,0.0,1.0,7.0,6.0
B1,23/11/2019,Eupen,Standard,1.0,2.0,A,0.0,1.0,A,4.5,3.6,1.8,3.9,3.9,1.87,2019/20,€26.05m,€76.68m,5.0,15.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,19.0,12.0
B1,23/11/2019,Mechelen,Waregem,0.0,2.0,A,0.0,1.0,A,1.8,3.75,4.2,1.83,3.8,4.1,2019/20,€23.63m,€30.08m,10.0,15.0,4.0,6.0,1.0,6.0,2.0,3.0,0.0,0.0,12.0,17.0
B1,23/11/2019,Waasland-Beveren,Cercle Brugge,1.0,1.0,D,1.0,0.0,H,2.25,3.4,3.1,2.25,3.7,3.0,2019/20,€14.93m,€31.93m,6.0,8.0,3.0,7.0,2.0,3.0,2.0,3.0,0.0,0.0,14.0,20.0
B1,23/11/2019,Mouscron,Genk,2.0,2.0,D,1.0,1.0,D,3.6,3.5,2.0,3.5,3.6,2.05,2019/20,€26.15m,€113.53m,3.0,6.0,2.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,14.0,10.0
B1,24/11/2019,Gent,Antwerp,1.0,1.0,D,1.0,0.0,H,1.95,3.5,3.75,1.95,3.8,3.6,2019/20,€95.10m,€49.98m,9.0,10.0,3.0,4.0,5.0,2.0,1.0,6.0,0.0,0.0,15.0,18.0
B1,24/11/2019,Anderlecht,Kortrijk,0.0,0.0,D,0.0,0.0,D,1.53,4.2,5.75,1.65,4.1,5.0,2019/20,€137.28m,€19.90m,19.0,3.0,7.0,3.0,9.0,2.0,1.0,3.0,0.0,0.0,8.0,19.0
B1,24/11/2019,St Truiden,Charleroi,1.0,3.0,A,0.0,0.0,D,2.7,3.4,2.5,2.75,3.5,2.5,2019/20,€26.75m,€31.65m,7.0,17.0,2.0,7.0,6.0,10.0,2.0,0.0,0.0,0.0,11.0,21.0
B1,29/11/2019,Antwerp,Mechelen,1.0,0.0,H,0.0,0.0,D,1.53,4.33,5.5,1.55,4.6,5.25,2019/20,€49.98m,€23.63m,14.0,5.0,7.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,13.0,15.0
B1,30/11/2019,Club Brugge,Mouscron,1.0,0.0,H,1.0,0.0,H,1.12,8.0,19.0,1.17,7.5,16.5,2019/20,€160.73m,€26.15m,9.0,6.0,4.0,1.0,9.0,1.0,0.0,2.0,0.0,0.0,8.0,11.0
B1,30/11/2019,Charleroi,Waasland-Beveren,2.0,0.0,H,2.0,0.0,H,1.4,4.5,8.0,1.48,4.5,6.75,2019/20,€31.65m,€14.93m,11.0,7.0,6.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,18.0,9.0
B1,30/11/2019,Waregem,Eupen,1.0,0.0,H,1.0,0.0,H,2.0,3.5,3.6,2.0,3.7,3.6,2019/20,€30.08m,€26.05m,10.0,7.0,6.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,11.0,22.0
B1,30/11/2019,Genk,St Truiden,1.0,2.0,A,1.0,2.0,A,1.33,4.75,9.0,1.34,5.25,8.75,2019/20,€113.53m,€26.75m,20.0,6.0,8.0,3.0,12.0,1.0,1.0,1.0,0.0,0.0,7.0,14.0
B1,01/12/2019,Oostende,Anderlecht,3.0,2.0,H,2.0,0.0,H,4.0,3.5,1.9,3.8,3.7,1.95,2019/20,€23.85m,€137.28m,10.0,7.0,5.0,5.0,4.0,8.0,2.0,2.0,0.0,0.0,12.0,9.0
B1,01/12/2019,Standard,Cercle Brugge,2.0,1.0,H,1.0,0.0,H,1.33,5.0,9.0,1.34,5.25,8.75,2019/20,€76.68m,€31.93m,14.0,15.0,11.0,8.0,3.0,4.0,1.0,4.0,0.0,0.0,13.0,17.0
B1,01/12/2019,Kortrijk,Gent,0.0,2.0,A,0.0,1.0,A,3.8,3.8,1.85,4.0,3.9,1.85,2019/20,€19.90m,€95.10m,7.0,11.0,4.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,16.0,15.0
B1,06/12/2019,Waasland-Beveren,Antwerp,0.0,4.0,A,0.0,1.0,A,6.0,4.0,1.53,6.0,4.2,1.55,2019/20,€14.93m,€49.98m,4.0,9.0,0.0,6.0,6.0,2.0,1.0,1.0,0.0,0.0,22.0,13.0
B1,07/12/2019,Mechelen,Kortrijk,1.0,1.0,D,0.0,0.0,D,1.9,3.75,3.75,2.0,3.8,3.5,2019/20,€23.63m,€19.90m,9.0,6.0,4.0,4.0,7.0,5.0,0.0,3.0,0.0,0.0,13.0,19.0
B1,07/12/2019,Cercle Brugge,Genk,1.0,2.0,A,0.0,1.0,A,5.0,4.0,1.61,4.4,4.0,1.75,2019/20,€31.93m,€113.53m,16.0,10.0,9.0,5.0,3.0,3.0,1.0,3.0,0.0,0.0,13.0,13.0
B1,07/12/2019,Gent,Waregem,2.0,0.0,H,2.0,0.0,H,1.33,5.0,9.0,1.35,5.0,9.0,2019/20,€95.10m,€30.08m,12.0,10.0,6.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,14.0,16.0
B1,07/12/2019,St Truiden,Club Brugge,1.0,2.0,A,1.0,1.0,D,9.5,4.75,1.33,9.5,4.75,1.36,2019/20,€26.75m,€160.73m,7.0,8.0,2.0,3.0,2.0,6.0,3.0,4.0,0.0,0.0,15.0,20.0
B1,08/12/2019,Mouscron,Standard,2.0,2.0,D,1.0,1.0,D,4.5,3.75,1.75,4.4,3.75,1.8,2019/20,€26.15m,€76.68m,11.0,11.0,5.0,5.0,7.0,5.0,2.0,0.0,0.0,2.0,15.0,10.0
B1,08/12/2019,Anderlecht,Charleroi,0.0,0.0,D,0.0,0.0,D,1.85,3.6,4.0,1.91,3.7,3.9,2019/20,€137.28m,€31.65m,9.0,8.0,3.0,3.0,8.0,5.0,0.0,3.0,0.0,0.0,11.0,20.0
B1,08/12/2019,Eupen,Oostende,1.0,0.0,H,0.0,0.0,D,2.0,3.6,3.4,2.0,3.6,3.7,2019/20,€26.05m,€23.85m,10.0,11.0,2.0,5.0,6.0,8.0,0.0,1.0,0.0,0.0,15.0,10.0
B1,13/12/2019,Kortrijk,Mouscron,1.0,2.0,A,1.0,0.0,H,1.9,3.8,3.8,1.95,3.6,3.8,2019/20,€19.90m,€26.15m,12.0,7.0,7.0,3.0,8.0,3.0,1.0,2.0,0.0,0.0,16.0,18.0
B1,14/12/2019,Antwerp,Eupen,1.0,0.0,H,0.0,0.0,D,1.33,5.0,9.0,1.34,5.25,9.0,2019/20,€49.98m,€26.05m,7.0,3.0,4.0,1.0,5.0,1.0,2.0,6.0,0.0,1.0,18.0,19.0
B1,14/12/2019,Charleroi,Cercle Brugge,3.0,0.0,H,1.0,0.0,H,1.44,4.5,6.5,1.42,4.75,7.25,2019/20,€31.65m,€31.93m,8.0,7.0,7.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,12.0,18.0
B1,14/12/2019,Waregem,St Truiden,5.0,1.0,H,2.0,1.0,H,1.75,3.8,4.33,1.87,3.8,3.9,2019/20,€30.08m,€26.75m,21.0,3.0,13.0,2.0,7.0,3.0,2.0,1.0,0.0,0.0,12.0,12.0
B1,14/12/2019,Genk,Waasland-Beveren,4.0,1.0,H,3.0,0.0,H,1.22,6.5,11.0,1.22,6.75,11.5,2019/20,€113.53m,€14.93m,8.0,5.0,5.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,12.0,21.0
B1,15/12/2019,Standard,Anderlecht,1.0,1.0,D,1.0,0.0,H,1.9,3.6,3.8,1.95,3.7,3.75,2019/20,€76.68m,€137.28m,15.0,4.0,7.0,1.0,9.0,2.0,2.0,3.0,0.0,1.0,17.0,14.0
B1,15/12/2019,Club Brugge,Mechelen,3.0,0.0,H,2.0,0.0,H,1.22,6.0,13.0,1.2,7.0,13.0,2019/20,€160.73m,€23.63m,10.0,3.0,3.0,0.0,2.0,5.0,1.0,3.0,0.0,0.0,9.0,10.0
B1,15/12/2019,Oostende,Gent,2.0,1.0,H,1.0,1.0,D,5.75,4.5,1.5,5.75,4.4,1.55,2019/20,€23.85m,€95.10m,6.0,8.0,5.0,5.0,6.0,5.0,4.0,0.0,0.0,0.0,13.0,18.0
B1,20/12/2019,Mechelen,Oostende,1.0,0.0,H,0.0,0.0,D,1.7,3.8,4.75,1.75,4.1,4.33,2019/20,€23.63m,€23.85m,7.0,5.0,4.0,3.0,5.0,6.0,3.0,1.0,0.0,0.0,19.0,15.0
B1,21/12/2019,Mouscron,Charleroi,1.0,1.0,D,1.0,0.0,H,3.4,3.4,2.1,3.25,3.7,2.1,2019/20,€26.15m,€31.65m,3.0,4.0,2.0,4.0,4.0,7.0,5.0,2.0,0.0,0.0,16.0,15.0
B1,21/12/2019,Cercle Brugge,Waregem,2.0,0.0,H,1.0,0.0,H,3.0,3.5,2.25,2.9,3.7,2.3,2019/20,€31.93m,€30.08m,12.0,5.0,8.0,2.0,6.0,6.0,1.0,2.0,0.0,0.0,16.0,17.0
B1,21/12/2019,Eupen,Kortrijk,1.0,2.0,A,1.0,1.0,D,2.25,3.25,3.25,2.35,3.3,3.1,2019/20,€26.05m,€19.90m,8.0,9.0,1.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,16.0,16.0
B1,21/12/2019,Waasland-Beveren,Standard,2.0,1.0,H,0.0,1.0,A,6.5,4.5,1.45,6.0,4.4,1.53,2019/20,€14.93m,€76.68m,10.0,7.0,7.0,3.0,3.0,0.0,5.0,2.0,0.0,1.0,22.0,17.0
B1,22/12/2019,Gent,Club Brugge,1.0,1.0,D,0.0,0.0,D,2.8,3.4,2.4,2.85,3.5,2.4,2019/20,€95.10m,€160.73m,14.0,6.0,7.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,16.0,10.0
B1,22/12/2019,St Truiden,Antwerp,1.0,1.0,D,0.0,0.0,D,4.75,3.6,1.72,4.75,3.75,1.75,2019/20,€26.75m,€49.98m,10.0,14.0,5.0,6.0,7.0,5.0,1.0,2.0,0.0,0.0,7.0,16.0
B1,22/12/2019,Anderlecht,Genk,2.0,0.0,H,0.0,0.0,D,2.5,3.4,2.7,2.55,3.3,2.8,2019/20,€137.28m,€113.53m,10.0,8.0,6.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,13.0,10.0
B1,26/12/2019,Genk,Eupen,2.0,1.0,H,1.0,0.0,H,1.44,5.0,6.5,1.4,4.75,7.0,2019/20,€113.53m,€26.05m,15.0,11.0,5.0,5.0,9.0,2.0,1.0,3.0,0.0,0.0,8.0,16.0
B1,26/12/2019,Kortrijk,Cercle Brugge,1.0,0.0,H,0.0,0.0,D,1.72,4.0,4.33,1.8,3.8,4.0,2019/20,€19.90m,€31.93m,7.0,2.0,4.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,17.0,23.0
B1,26/12/2019,Mouscron,Mechelen,1.0,2.0,A,0.0,2.0,A,2.62,3.3,2.62,2.55,3.4,2.6,2019/20,€26.15m,€23.63m,7.0,8.0,2.0,3.0,6.0,1.0,1.0,2.0,0.0,0.0,16.0,6.0
B1,26/12/2019,Waasland-Beveren,St Truiden,1.0,0.0,H,1.0,0.0,H,2.37,3.6,2.75,2.5,3.5,2.6,2019/20,€14.93m,€26.75m,11.0,8.0,8.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,10.0,6.0
B1,26/12/2019,Club Brugge,Waregem,4.0,0.0,H,1.0,0.0,H,1.22,7.0,10.0,1.22,6.0,11.5,2019/20,€160.73m,€30.08m,8.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,11.0,9.0
B1,26/12/2019,Standard,Gent,0.0,1.0,A,0.0,0.0,D,2.3,3.6,2.75,2.35,3.5,2.75,2019/20,€76.68m,€95.10m,11.0,7.0,4.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,7.0,16.0
B1,27/12/2019,Charleroi,Oostende,5.0,0.0,H,1.0,0.0,H,1.53,4.0,6.0,1.57,4.0,5.5,2019/20,€31.65m,€23.85m,19.0,5.0,10.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,16.0,10.0
B1,27/12/2019,Antwerp,Anderlecht,0.0,0.0,D,0.0,0.0,D,1.85,3.6,4.0,1.83,3.7,3.9,2019/20,€49.98m,€137.28m,11.0,8.0,5.0,3.0,9.0,0.0,2.0,2.0,0.0,0.0,15.0,17.0
B1,17/01/2020,Mechelen,Standard,2.0,3.0,A,0.0,1.0,A,2.8,3.4,2.4,2.85,3.4,2.45,2019/20,€23.63m,€76.68m,9.0,13.0,6.0,6.0,6.0,10.0,0.0,4.0,0.0,0.0,10.0,13.0
B1,18/01/2020,Eupen,Charleroi,1.0,1.0,D,1.0,1.0,D,3.3,3.3,2.2,3.3,3.3,2.25,2019/20,€26.05m,€31.65m,6.0,8.0,3.0,5.0,3.0,7.0,1.0,2.0,0.0,0.0,18.0,18.0
B1,18/01/2020,Oostende,Waasland-Beveren,0.0,1.0,A,0.0,1.0,A,1.9,3.6,3.8,1.91,3.9,3.7,2019/20,€23.85m,€14.93m,10.0,10.0,5.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,13.0,14.0
B1,18/01/2020,St Truiden,Kortrijk,2.0,0.0,H,0.0,0.0,D,2.7,3.5,2.5,2.6,3.6,2.6,2019/20,€26.75m,€19.90m,11.0,6.0,8.0,2.0,5.0,5.0,0.0,2.0,0.0,0.0,12.0,12.0
B1,18/01/2020,Gent,Mouscron,3.0,1.0,H,1.0,0.0,H,1.25,6.0,12.0,1.25,6.0,12.0,2019/20,€95.10m,€26.15m,7.0,9.0,4.0,4.0,0.0,5.0,1.0,2.0,0.0,0.0,8.0,9.0
B1,19/01/2020,Cercle Brugge,Antwerp,1.0,2.0,A,1.0,1.0,D,5.0,4.0,1.61,5.0,4.25,1.62,2019/20,€31.93m,€49.98m,12.0,5.0,3.0,3.0,10.0,1.0,2.0,3.0,0.0,1.0,23.0,13.0
B1,19/01/2020,Anderlecht,Club Brugge,1.0,2.0,A,1.0,1.0,D,4.2,4.0,1.75,4.6,3.9,1.75,2019/20,€137.28m,€160.73m,8.0,13.0,3.0,7.0,3.0,3.0,0.0,3.0,0.0,0.0,12.0,21.0
B1,19/01/2020,Waregem,Genk,0.0,3.0,A,0.0,1.0,A,3.2,3.6,2.1,3.2,3.5,2.2,2019/20,€30.08m,€113.53m,9.0,10.0,5.0,7.0,6.0,4.0,0.0,2.0,0.0,0.0,12.0,14.0
B1,24/01/2020,Standard,Oostende,2.0,1.0,H,0.0,0.0,D,1.25,5.75,10.5,1.26,6.25,11.0,2019/20,€76.68m,€23.85m,15.0,8.0,3.0,4.0,5.0,6.0,0.0,2.0,0.0,0.0,12.0,12.0
B1,25/01/2020,Mouscron,St Truiden,1.0,3.0,A,0.0,1.0,A,1.9,3.6,3.75,1.95,3.7,3.7,2019/20,€26.15m,€26.75m,10.0,8.0,5.0,6.0,3.0,1.0,1.0,2.0,0.0,0.0,13.0,14.0
B1,25/01/2020,Waasland-Beveren,Eupen,0.0,1.0,A,0.0,1.0,A,2.5,3.3,2.75,2.55,3.25,2.85,2019/20,€14.93m,€26.05m,7.0,2.0,3.0,1.0,7.0,4.0,3.0,2.0,0.0,0.0,15.0,14.0
B1,25/01/2020,Gent,Genk,4.0,1.0,H,1.0,1.0,D,1.83,3.75,4.0,1.87,3.8,3.9,2019/20,€95.10m,€113.53m,19.0,7.0,8.0,4.0,7.0,5.0,0.0,1.0,0.0,0.0,6.0,14.0
B1,26/01/2020,Cercle Brugge,Anderlecht,1.0,2.0,A,1.0,0.0,H,3.6,4.0,1.85,3.9,3.9,1.87,2019/20,€31.93m,€137.28m,18.0,5.0,8.0,3.0,10.0,4.0,3.0,2.0,0.0,0.0,15.0,10.0
B1,26/01/2020,Kortrijk,Club Brugge,2.0,2.0,D,1.0,2.0,A,7.0,4.75,1.4,7.5,5.0,1.4,2019/20,€19.90m,€160.73m,5.0,10.0,3.0,4.0,3.0,4.0,5.0,1.0,0.0,0.0,20.0,15.0
B1,26/01/2020,Antwerp,Waregem,2.0,1.0,H,1.0,1.0,D,1.53,3.8,6.5,1.57,4.1,5.75,2019/20,€49.98m,€30.08m,15.0,7.0,7.0,3.0,5.0,1.0,0.0,4.0,0.0,0.0,7.0,18.0
B1,29/01/2020,Charleroi,Club Brugge,0.0,0.0,D,0.0,0.0,D,4.2,3.8,1.8,4.2,4.0,1.78,2019/20,€31.65m,€160.73m,6.0,11.0,3.0,5.0,3.0,5.0,1.0,2.0,0.0,0.0,12.0,22.0
B1,31/01/2020,Kortrijk,Standard,3.0,1.0,H,0.0,0.0,D,4.2,3.75,1.8,3.8,3.8,1.91,2019/20,€19.90m,€76.68m,16.0,9.0,7.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,15.0,16.0
B1,01/02/2020,Genk,Charleroi,1.0,0.0,H,1.0,0.0,H,2.05,3.5,3.4,2.1,3.5,3.5,2019/20,€113.53m,€31.65m,10.0,8.0,6.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,14.0,18.0
B1,01/02/2020,Eupen,Cercle Brugge,1.0,0.0,H,1.0,0.0,H,2.1,3.4,3.4,2.15,3.4,3.4,2019/20,€26.05m,€31.93m,9.0,9.0,4.0,4.0,4.0,6.0,3.0,2.0,0.0,0.0,11.0,12.0
B1,01/02/2020,Oostende,St Truiden,1.0,0.0,H,0.0,0.0,D,2.1,3.6,3.25,2.15,3.6,3.3,2019/20,€23.85m,€26.75m,7.0,7.0,5.0,3.0,2.0,7.0,2.0,2.0,0.0,1.0,12.0,12.0
B1,01/02/2020,Mechelen,Gent,0.0,3.0,A,0.0,1.0,A,3.8,3.8,1.85,3.9,4.0,1.83,2019/20,€23.63m,€95.10m,14.0,8.0,5.0,5.0,7.0,5.0,3.0,2.0,0.0,0.0,5.0,12.0
B1,02/02/2020,Club Brugge,Antwerp,1.0,0.0,H,0.0,0.0,D,1.53,4.33,5.5,1.53,4.33,6.0,2019/20,€160.73m,€49.98m,11.0,4.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,16.0,19.0
B1,02/02/2020,Anderlecht,Mouscron,1.0,0.0,H,0.0,0.0,D,1.45,4.2,6.5,1.48,4.33,6.75,2019/20,€137.28m,€26.15m,14.0,4.0,6.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,17.0,19.0
B1,02/02/2020,Waregem,Waasland-Beveren,5.0,0.0,H,3.0,0.0,H,1.61,4.33,4.75,1.62,4.1,5.25,2019/20,€30.08m,€14.93m,12.0,9.0,9.0,4.0,5.0,2.0,1.0,3.0,0.0,0.0,14.0,15.0
B1,07/02/2020,Gent,Anderlecht,1.0,1.0,D,1.0,1.0,D,1.6,4.2,5.25,1.62,4.1,5.25,2019/20,€95.10m,€137.28m,12.0,11.0,5.0,7.0,3.0,6.0,2.0,4.0,0.0,0.0,14.0,13.0
B1,08/02/2020,Charleroi,Waregem,4.0,0.0,H,1.0,0.0,H,1.57,4.0,5.5,1.6,4.1,5.5,2019/20,€31.65m,€30.08m,12.0,6.0,7.0,3.0,5.0,7.0,2.0,4.0,0.0,1.0,15.0,10.0
B1,08/02/2020,Cercle Brugge,Mechelen,3.0,2.0,H,2.0,1.0,H,2.3,3.6,2.87,2.5,3.5,2.75,2019/20,€31.93m,€23.63m,12.0,6.0,5.0,3.0,6.0,1.0,1.0,2.0,0.0,0.0,15.0,9.0
B1,08/02/2020,St Truiden,Eupen,5.0,2.0,H,3.0,2.0,H,2.15,3.5,3.2,2.15,3.3,3.5,2019/20,€26.75m,€26.05m,12.0,10.0,5.0,4.0,5.0,2.0,4.0,2.0,1.0,0.0,8.0,16.0
B1,08/02/2020,Mouscron,Oostende,3.0,1.0,H,0.0,1.0,A,2.2,3.6,3.0,2.2,3.75,3.0,2019/20,€26.15m,€23.85m,11.0,10.0,6.0,5.0,6.0,5.0,0.0,1.0,0.0,0.0,9.0,11.0
B1,11/02/2020,Charleroi,Mechelen,2.0,1.0,H,0.0,0.0,D,1.61,3.8,5.5,1.57,4.2,6.0,2019/20,€31.65m,€23.63m,5.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,17.0,6.0
B1,12/02/2020,Standard,Club Brugge,0.0,0.0,D,0.0,0.0,D,3.1,3.3,2.3,3.0,3.6,2.3,2019/20,€76.68m,€160.73m,5.0,7.0,1.0,3.0,4.0,5.0,2.0,2.0,0.0,0.0,13.0,23.0
B1,12/02/2020,Waasland-Beveren,Kortrijk,1.0,2.0,A,1.0,1.0,D,3.0,3.4,2.3,3.1,3.3,2.35,2019/20,€14.93m,€19.90m,8.0,8.0,1.0,4.0,3.0,8.0,2.0,1.0,0.0,0.0,10.0,18.0
B1,13/02/2020,Antwerp,Genk,1.0,1.0,D,1.0,1.0,D,2.1,3.4,3.4,2.1,3.75,3.25,2019/20,€49.98m,€113.53m,14.0,8.0,6.0,5.0,5.0,7.0,2.0,2.0,0.0,0.0,13.0,17.0
B1,14/02/2020,Eupen,Gent,2.0,3.0,A,2.0,2.0,D,5.5,4.33,1.53,6.25,4.4,1.5,2019/20,€26.05m,€95.10m,8.0,12.0,3.0,9.0,7.0,3.0,3.0,1.0,0.0,0.0,16.0,15.0
B1,15/02/2020,Club Brugge,Waasland-Beveren,2.0,1.0,H,1.0,0.0,H,1.14,8.0,15.0,1.12,8.5,23.0,2019/20,€160.73m,€14.93m,15.0,2.0,5.0,1.0,16.0,2.0,2.0,7.0,0.0,1.0,16.0,13.0
B1,15/02/2020,Oostende,Kortrijk,0.0,3.0,A,0.0,0.0,D,2.45,3.4,2.8,2.45,3.4,2.85,2019/20,€23.85m,€19.90m,6.0,14.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,19.0,13.0
B1,15/02/2020,St Truiden,Cercle Brugge,0.0,1.0,A,0.0,0.0,D,2.2,3.5,3.1,2.3,3.5,3.0,2019/20,€26.75m,€31.93m,13.0,11.0,2.0,4.0,5.0,6.0,5.0,3.0,0.0,0.0,14.0,16.0
