Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,06/11/2005,Ascoli,Fiorentina,0.0,2.0,A,0.0,1.0,A,3.5,3.0,2.0,3.85,2.95,2.0,2005/6,€24.55m,€138.68m,A. Dattilo,5.0,11.0,3.0,5.0,17.0,13.0,6.0,3.0,2.0,1.0,0.0,0.0
I1,06/11/2005,Cagliari,Treviso,0.0,0.0,D,0.0,0.0,D,1.9,3.0,3.8,1.85,3.05,4.35,2005/6,€35.65m,€23.53m,E. Morganti,14.0,7.0,7.0,2.0,19.0,23.0,6.0,1.0,2.0,4.0,0.0,0.0
I1,06/11/2005,Juventus,Livorno,3.0,0.0,H,0.0,0.0,D,1.25,4.5,11.0,1.25,5.0,10.0,2005/6,€308.90m,€56.38m,C. Brighi,18.0,7.0,7.0,3.0,21.0,19.0,8.0,5.0,3.0,2.0,0.0,1.0
I1,06/11/2005,Messina,Roma,0.0,2.0,A,0.0,1.0,A,3.2,3.2,2.2,3.25,3.05,2.15,2005/6,€39.98m,€193.20m,P. Dondarini,11.0,9.0,7.0,5.0,24.0,11.0,7.0,3.0,4.0,2.0,0.0,0.0
I1,06/11/2005,Milan,Udinese,5.0,1.0,H,3.0,0.0,H,1.36,4.33,9.0,1.32,4.5,8.5,2005/6,€269.75m,€89.60m,P. Bertini,7.0,4.0,4.0,3.0,26.0,26.0,6.0,2.0,2.0,3.0,0.0,0.0
I1,06/11/2005,Palermo,Sampdoria,0.0,2.0,A,0.0,1.0,A,2.2,3.0,3.5,2.15,2.9,3.4,2005/6,€94.20m,€61.50m,M. Trefoloni,15.0,8.0,7.0,3.0,18.0,19.0,6.0,4.0,2.0,4.0,0.0,0.0
I1,06/11/2005,Parma,Lecce,2.0,0.0,H,1.0,0.0,H,1.8,3.25,4.0,1.8,3.05,4.6,2005/6,€57.05m,€52.15m,P. Tagliavento,5.0,10.0,3.0,4.0,20.0,20.0,6.0,3.0,1.0,3.0,0.0,0.0
I1,06/11/2005,Siena,Chievo,0.0,1.0,A,0.0,1.0,A,2.25,2.8,3.2,2.35,2.85,3.1,2005/6,€34.98m,€49.55m,D. Tombolini,13.0,8.0,5.0,5.0,28.0,18.0,10.0,1.0,3.0,3.0,0.0,1.0
I1,19/11/2005,Roma,Juventus,1.0,4.0,A,0.0,1.0,A,2.75,3.0,2.37,3.05,2.95,2.3,2005/6,€193.20m,€308.90m,G. Paparesta,9.0,9.0,3.0,6.0,31.0,21.0,3.0,6.0,3.0,3.0,0.0,1.0
I1,19/11/2005,Udinese,Messina,1.0,0.0,H,0.0,0.0,D,1.57,3.4,5.5,1.57,3.25,6.0,2005/6,€89.60m,€39.98m,M. De Santis,18.0,5.0,11.0,3.0,20.0,21.0,10.0,0.0,3.0,3.0,0.0,0.0
I1,20/11/2005,Chievo,Ascoli,1.0,1.0,D,1.0,1.0,D,1.61,3.2,5.5,1.65,3.1,5.75,2005/6,€49.55m,€24.55m,M. Bergonzi,11.0,10.0,6.0,4.0,18.0,21.0,10.0,6.0,0.0,3.0,0.0,0.0
I1,20/11/2005,Fiorentina,Milan,3.0,1.0,H,1.0,1.0,D,2.8,2.9,2.4,3.0,3.0,2.3,2005/6,€138.68m,€269.75m,P. Rodomonti,6.0,16.0,3.0,5.0,21.0,18.0,2.0,10.0,1.0,2.0,0.0,0.0
I1,20/11/2005,Inter,Parma,2.0,0.0,H,0.0,0.0,D,1.28,4.33,9.5,1.3,4.5,9.0,2005/6,€234.93m,€57.05m,G. Rocchi,15.0,6.0,9.0,3.0,16.0,18.0,8.0,3.0,2.0,3.0,0.0,0.0
I1,20/11/2005,Lecce,Siena,3.0,0.0,H,1.0,0.0,H,2.37,2.87,2.87,2.4,3.0,2.85,2005/6,€52.15m,€34.98m,L. Palanca,18.0,8.0,12.0,5.0,20.0,19.0,10.0,3.0,2.0,4.0,0.0,0.0
I1,20/11/2005,Livorno,Empoli,2.0,0.0,H,1.0,0.0,H,1.83,3.0,4.33,1.8,3.0,4.8,2005/6,€56.38m,€37.00m,R. Rosetti,14.0,5.0,5.0,2.0,16.0,29.0,4.0,3.0,3.0,1.0,0.0,0.0
I1,20/11/2005,Reggina,Cagliari,3.0,1.0,H,2.0,0.0,H,1.9,2.9,4.0,2.0,3.1,3.6,2005/6,€43.65m,€35.65m,A. De Marco,11.0,4.0,7.0,1.0,26.0,27.0,2.0,5.0,2.0,3.0,1.0,1.0
I1,20/11/2005,Sampdoria,Lazio,2.0,0.0,H,0.0,0.0,D,1.9,2.9,4.0,1.95,3.1,3.8,2005/6,€61.50m,€83.05m,S. Racalbuto,11.0,6.0,8.0,1.0,27.0,18.0,9.0,4.0,3.0,2.0,0.0,0.0
I1,20/11/2005,Treviso,Palermo,2.0,2.0,D,2.0,1.0,H,4.0,2.8,2.1,3.8,2.9,2.05,2005/6,€23.53m,€94.20m,A. Giannoccaro,8.0,11.0,4.0,6.0,20.0,18.0,4.0,3.0,1.0,0.0,0.0,0.0
I1,26/11/2005,Livorno,Chievo,0.0,0.0,D,0.0,0.0,D,2.25,2.87,3.5,2.2,2.8,3.45,2005/6,€56.38m,€49.55m,S. Farina,14.0,5.0,2.0,2.0,22.0,30.0,8.0,3.0,2.0,3.0,0.0,0.0
I1,26/11/2005,Milan,Lecce,2.0,1.0,H,1.0,0.0,H,1.2,6.0,13.0,1.16,5.9,15.0,2005/6,€269.75m,€52.15m,D. Tombolini,18.0,10.0,6.0,3.0,14.0,22.0,3.0,0.0,1.0,3.0,0.0,0.0
I1,27/11/2005,Ascoli,Palermo,1.0,1.0,D,0.0,1.0,A,2.87,3.0,2.5,2.85,2.85,2.5,2005/6,€24.55m,€94.20m,P. Mazzoleni,5.0,5.0,3.0,2.0,18.0,20.0,0.0,6.0,2.0,3.0,0.0,0.0
I1,27/11/2005,Cagliari,Sampdoria,2.0,0.0,H,1.0,0.0,H,3.1,3.0,2.37,2.85,3.0,2.4,2005/6,€35.65m,€61.50m,P. Dondarini,6.0,9.0,3.0,1.0,23.0,12.0,2.0,7.0,3.0,3.0,0.0,0.0
I1,27/11/2005,Empoli,Lazio,2.0,3.0,A,0.0,1.0,A,2.3,2.87,3.4,2.2,2.9,3.35,2005/6,€37.00m,€83.05m,P. Tagliavento,12.0,12.0,8.0,8.0,20.0,16.0,5.0,9.0,1.0,3.0,1.0,0.0
I1,27/11/2005,Juventus,Treviso,3.0,1.0,H,2.0,1.0,H,1.14,6.5,21.0,1.14,6.1,18.0,2005/6,€308.90m,€23.53m,S. Racalbuto,11.0,4.0,6.0,3.0,14.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0
I1,27/11/2005,Messina,Inter,1.0,2.0,A,0.0,1.0,A,5.0,3.3,1.72,4.25,3.4,1.75,2005/6,€39.98m,€234.93m,M. Trefoloni,12.0,14.0,6.0,5.0,20.0,12.0,5.0,8.0,2.0,1.0,0.0,0.0
I1,27/11/2005,Parma,Udinese,1.0,2.0,A,0.0,1.0,A,2.62,3.0,2.75,2.65,2.95,2.6,2005/6,€57.05m,€89.60m,M. Bergonzi,7.0,9.0,2.0,5.0,24.0,23.0,3.0,2.0,2.0,1.0,0.0,0.0
I1,27/11/2005,Roma,Fiorentina,1.0,1.0,D,1.0,0.0,H,2.37,3.1,3.0,2.45,3.1,2.7,2005/6,€193.20m,€138.68m,N. Ayroldi,9.0,8.0,5.0,3.0,22.0,24.0,6.0,4.0,3.0,1.0,1.0,0.0
I1,27/11/2005,Siena,Reggina,0.0,0.0,D,0.0,0.0,D,2.0,3.1,4.0,1.95,2.95,4.0,2005/6,€34.98m,€43.65m,O. Pantana,1.0,7.0,0.0,2.0,18.0,19.0,1.0,3.0,3.0,2.0,1.0,0.0
I1,03/12/2005,Chievo,Milan,2.0,1.0,H,1.0,1.0,D,5.0,3.0,1.72,5.5,3.2,1.65,2005/6,€49.55m,€269.75m,T. Pieri,10.0,13.0,5.0,4.0,19.0,19.0,3.0,3.0,2.0,3.0,0.0,0.0
I1,03/12/2005,Inter,Ascoli,1.0,0.0,H,1.0,0.0,H,1.2,4.5,17.0,1.19,5.5,13.0,2005/6,€234.93m,€24.55m,A. De Marco,15.0,9.0,8.0,3.0,18.0,15.0,8.0,2.0,1.0,0.0,0.0,0.0
I1,11/12/2005,Ascoli,Reggina,1.0,1.0,D,0.0,0.0,D,2.3,3.0,3.25,2.2,2.85,3.4,2005/6,€24.55m,€43.65m,M. De Santis,9.0,5.0,5.0,3.0,23.0,20.0,3.0,6.0,4.0,2.0,0.0,1.0
I1,11/12/2005,Inter,Milan,3.0,2.0,H,1.0,1.0,D,2.75,2.87,2.75,2.5,2.95,2.8,2005/6,€234.93m,€269.75m,D. Messina,16.0,7.0,5.0,3.0,20.0,19.0,5.0,3.0,2.0,3.0,0.0,0.0
I1,11/12/2005,Juventus,Cagliari,4.0,0.0,H,2.0,0.0,H,1.16,6.0,19.0,1.17,5.7,15.0,2005/6,€308.90m,€35.65m,M. Mazzoleni,15.0,8.0,9.0,3.0,22.0,10.0,7.0,3.0,0.0,3.0,0.0,0.0
I1,11/12/2005,Livorno,Lazio,2.0,1.0,H,0.0,0.0,D,2.1,3.0,3.75,2.0,3.0,3.75,2005/6,€56.38m,€83.05m,D. Tombolini,9.0,13.0,5.0,7.0,23.0,15.0,2.0,7.0,1.0,0.0,0.0,0.0
I1,11/12/2005,Parma,Sampdoria,1.0,1.0,D,1.0,0.0,H,3.1,3.1,2.3,3.2,3.0,2.2,2005/6,€57.05m,€61.50m,S. Farina,9.0,7.0,4.0,4.0,27.0,25.0,3.0,7.0,4.0,4.0,0.0,0.0
I1,11/12/2005,Roma,Palermo,1.0,2.0,A,1.0,1.0,D,1.9,3.1,4.33,1.87,3.1,4.15,2005/6,€193.20m,€94.20m,P. Bertini,6.0,6.0,3.0,2.0,10.0,16.0,2.0,8.0,1.0,3.0,0.0,0.0
I1,11/12/2005,Udinese,Lecce,1.0,2.0,A,0.0,1.0,A,1.66,3.4,5.5,1.65,3.25,5.35,2005/6,€89.60m,€52.15m,M. Trefoloni,8.0,8.0,2.0,5.0,20.0,21.0,8.0,4.0,2.0,3.0,0.0,0.0
I1,18/12/2005,Cagliari,Ascoli,2.0,1.0,H,2.0,0.0,H,1.83,3.0,5.0,1.85,3.0,4.5,2005/6,€35.65m,€24.55m,P. Rodomonti,4.0,12.0,3.0,6.0,22.0,23.0,4.0,7.0,2.0,4.0,0.0,0.0
I1,18/12/2005,Chievo,Udinese,2.0,0.0,H,1.0,0.0,H,2.3,3.0,3.2,2.4,2.85,3.0,2005/6,€49.55m,€89.60m,L. Banti,10.0,9.0,4.0,3.0,25.0,16.0,7.0,3.0,2.0,3.0,0.0,1.0
I1,18/12/2005,Empoli,Fiorentina,1.0,1.0,D,0.0,0.0,D,4.0,3.1,2.0,3.6,3.1,2.0,2005/6,€37.00m,€138.68m,G. Paparesta,6.0,19.0,2.0,6.0,19.0,20.0,2.0,7.0,3.0,1.0,0.0,0.0
I1,18/12/2005,Milan,Messina,4.0,0.0,H,1.0,0.0,H,1.2,5.8,15.0,1.2,5.45,12.0,2005/6,€269.75m,€39.98m,P. Tagliavento,17.0,10.0,8.0,4.0,12.0,16.0,11.0,5.0,1.0,0.0,0.0,0.0
I1,18/12/2005,Palermo,Livorno,0.0,2.0,A,0.0,0.0,D,1.95,3.0,4.33,2.0,3.0,3.75,2005/6,€94.20m,€56.38m,L. Palanca,9.0,10.0,4.0,5.0,12.0,21.0,8.0,1.0,2.0,2.0,1.0,0.0
I1,18/12/2005,Reggina,Inter,0.0,4.0,A,0.0,3.0,A,6.0,3.4,1.61,5.8,3.3,1.6,2005/6,€43.65m,€234.93m,P. Bertini,10.0,20.0,5.0,10.0,10.0,19.0,6.0,7.0,2.0,3.0,0.0,0.0
I1,18/12/2005,Sampdoria,Roma,1.0,1.0,D,0.0,1.0,A,2.3,3.0,3.25,2.25,3.0,3.15,2005/6,€61.50m,€193.20m,G. Rocchi,9.0,11.0,4.0,6.0,20.0,21.0,3.0,4.0,3.0,2.0,0.0,0.0
I1,18/12/2005,Siena,Parma,2.0,2.0,D,0.0,0.0,D,2.0,3.1,4.0,1.95,3.1,3.8,2005/6,€34.98m,€57.05m,A. Dattilo,8.0,3.0,4.0,2.0,16.0,19.0,5.0,2.0,3.0,1.0,0.0,0.0
I1,21/12/2005,Ascoli,Treviso,1.0,0.0,H,1.0,0.0,H,2.1,2.8,4.0,2.15,2.95,3.4,2005/6,€24.55m,€23.53m,P. Dondarini,7.0,5.0,3.0,1.0,19.0,14.0,6.0,3.0,3.0,2.0,1.0,1.0
I1,21/12/2005,Fiorentina,Palermo,1.0,0.0,H,1.0,0.0,H,1.72,3.1,5.5,1.7,3.3,4.8,2005/6,€138.68m,€94.20m,R. Rosetti,10.0,10.0,3.0,6.0,20.0,24.0,1.0,7.0,2.0,1.0,0.0,0.0
I1,21/12/2005,Inter,Empoli,4.0,1.0,H,2.0,0.0,H,1.14,6.0,17.0,1.16,6.0,14.5,2005/6,€234.93m,€37.00m,O. Girardi,17.0,6.0,9.0,4.0,18.0,17.0,9.0,2.0,0.0,1.0,0.0,0.0
I1,21/12/2005,Juventus,Siena,2.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.16,6.0,14.5,2005/6,€308.90m,€34.98m,M. De Santis,10.0,6.0,6.0,5.0,31.0,28.0,8.0,2.0,2.0,1.0,0.0,0.0
I1,21/12/2005,Lecce,Lazio,0.0,0.0,D,0.0,0.0,D,2.6,3.1,2.7,2.75,2.85,2.6,2005/6,€52.15m,€83.05m,G. Lops,11.0,4.0,2.0,2.0,22.0,15.0,5.0,5.0,2.0,3.0,1.0,0.0
I1,21/12/2005,Livorno,Milan,0.0,3.0,A,0.0,1.0,A,4.33,3.1,1.9,4.2,3.25,1.8,2005/6,€56.38m,€269.75m,M. Trefoloni,6.0,17.0,2.0,11.0,11.0,18.0,5.0,5.0,1.0,0.0,0.0,0.0
I1,21/12/2005,Messina,Reggina,1.0,1.0,D,1.0,0.0,H,2.0,3.0,4.0,1.95,3.0,3.95,2005/6,€39.98m,€43.65m,G. Paparesta,6.0,13.0,1.0,5.0,21.0,22.0,1.0,5.0,5.0,1.0,0.0,1.0
I1,21/12/2005,Parma,Cagliari,1.0,0.0,H,1.0,0.0,H,2.0,3.0,4.0,2.0,3.0,3.8,2005/6,€57.05m,€35.65m,N. Ayroldi,5.0,7.0,4.0,1.0,21.0,19.0,3.0,8.0,3.0,3.0,0.0,0.0
I1,21/12/2005,Roma,Chievo,4.0,0.0,H,2.0,0.0,H,1.9,3.1,4.33,1.95,3.1,3.85,2005/6,€193.20m,€49.55m,D. Tombolini,12.0,7.0,6.0,3.0,21.0,11.0,1.0,8.0,1.0,2.0,0.0,1.0
I1,21/12/2005,Udinese,Sampdoria,2.0,0.0,H,0.0,0.0,D,2.4,3.0,3.0,2.3,2.9,3.15,2005/6,€89.60m,€61.50m,M. Saccani,19.0,8.0,7.0,5.0,21.0,19.0,5.0,5.0,2.0,2.0,0.0,0.0
I1,07/01/2006,Palermo,Juventus,1.0,2.0,A,1.0,2.0,A,5.5,3.4,1.66,5.1,3.2,1.7,2005/6,€94.20m,€308.90m,P. Bertini,12.0,13.0,6.0,6.0,20.0,25.0,7.0,6.0,2.0,2.0,0.0,0.0
I1,07/01/2006,Reggina,Fiorentina,1.0,1.0,D,1.0,1.0,D,3.75,3.2,2.0,3.65,3.1,2.0,2005/6,€43.65m,€138.68m,S. Farina,6.0,6.0,3.0,3.0,26.0,28.0,4.0,4.0,2.0,3.0,0.0,0.0
I1,08/01/2006,Cagliari,Udinese,2.0,1.0,H,1.0,1.0,D,2.62,3.0,2.75,2.7,2.85,2.65,2005/6,€35.65m,€89.60m,L. Palanca,5.0,6.0,4.0,2.0,16.0,18.0,3.0,1.0,3.0,3.0,0.0,2.0
I1,08/01/2006,Chievo,Lecce,3.0,1.0,H,1.0,1.0,D,1.72,3.2,5.5,1.7,3.2,5.0,2005/6,€49.55m,€52.15m,M. Ciampi,16.0,15.0,11.0,7.0,19.0,22.0,4.0,10.0,1.0,4.0,0.0,0.0
I1,08/01/2006,Empoli,Messina,1.0,3.0,A,1.0,1.0,D,2.05,3.0,4.0,2.0,3.1,3.65,2005/6,€37.00m,€39.98m,A. Giannoccaro,8.0,9.0,3.0,5.0,17.0,24.0,1.0,2.0,2.0,4.0,1.0,0.0
I1,08/01/2006,Lazio,Ascoli,4.0,1.0,H,2.0,1.0,H,1.57,3.5,6.5,1.5,3.5,6.75,2005/6,€83.05m,€24.55m,N. Stefanini,13.0,11.0,8.0,5.0,17.0,15.0,5.0,3.0,1.0,1.0,0.0,0.0
I1,08/01/2006,Milan,Parma,4.0,3.0,H,3.0,1.0,H,1.18,6.0,15.0,1.21,5.2,13.0,2005/6,€269.75m,€57.05m,P. Mazzoleni,20.0,9.0,9.0,6.0,15.0,21.0,5.0,3.0,1.0,2.0,0.0,0.0
I1,08/01/2006,Sampdoria,Livorno,0.0,2.0,A,0.0,1.0,A,2.0,3.1,4.0,2.05,2.9,3.75,2005/6,€61.50m,€56.38m,M. De Santis,9.0,6.0,6.0,3.0,19.0,20.0,4.0,7.0,1.0,1.0,1.0,0.0
I1,08/01/2006,Siena,Inter,0.0,0.0,D,0.0,0.0,D,7.0,3.5,1.53,6.3,3.4,1.55,2005/6,€34.98m,€234.93m,M. Saccani,6.0,13.0,0.0,4.0,37.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0
I1,08/01/2006,Treviso,Roma,0.0,1.0,A,0.0,1.0,A,4.2,3.2,1.9,3.85,3.2,1.9,2005/6,€23.53m,€193.20m,S. Racalbuto,10.0,12.0,3.0,4.0,20.0,25.0,6.0,5.0,1.0,2.0,0.0,0.0
I1,14/01/2006,Lecce,Sampdoria,0.0,3.0,A,0.0,2.0,A,2.6,3.1,2.7,2.5,3.0,2.75,2005/6,€52.15m,€61.50m,E. Morganti,12.0,17.0,5.0,9.0,16.0,19.0,6.0,5.0,2.0,2.0,0.0,0.0
I1,14/01/2006,Messina,Palermo,0.0,0.0,D,0.0,0.0,D,2.6,3.0,2.8,2.5,2.95,2.8,2005/6,€39.98m,€94.20m,N. Ayroldi,4.0,6.0,1.0,2.0,15.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0
I1,15/01/2006,Ascoli,Empoli,3.0,1.0,H,1.0,1.0,D,2.1,3.0,3.75,2.2,2.85,3.45,2005/6,€24.55m,€37.00m,C. Brighi,12.0,9.0,7.0,4.0,19.0,20.0,7.0,3.0,2.0,5.0,0.0,1.0
I1,15/01/2006,Fiorentina,Chievo,2.0,1.0,H,1.0,0.0,H,1.8,3.2,4.75,1.75,3.2,4.65,2005/6,€138.68m,€49.55m,M. Trefoloni,12.0,8.0,4.0,3.0,18.0,28.0,6.0,3.0,2.0,3.0,0.0,0.0
I1,15/01/2006,Inter,Cagliari,3.0,2.0,H,2.0,1.0,H,1.2,5.5,17.0,1.15,6.0,14.9,2005/6,€234.93m,€35.65m,A. Dattilo,11.0,7.0,5.0,4.0,14.0,23.0,5.0,2.0,2.0,4.0,0.0,0.0
I1,15/01/2006,Juventus,Reggina,1.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.13,6.5,17.0,2005/6,€308.90m,€43.65m,D. Tombolini,22.0,3.0,13.0,0.0,16.0,23.0,7.0,2.0,0.0,2.0,0.0,0.0
I1,15/01/2006,Livorno,Siena,2.0,2.0,D,1.0,1.0,D,1.72,3.3,5.0,1.72,3.15,5.0,2005/6,€56.38m,€34.98m,G. Paparesta,7.0,11.0,4.0,9.0,23.0,20.0,7.0,5.0,2.0,1.0,0.0,0.0
I1,15/01/2006,Parma,Lazio,1.0,1.0,D,1.0,1.0,D,2.4,3.0,3.0,2.4,3.0,2.85,2005/6,€57.05m,€83.05m,P. Dondarini,6.0,10.0,3.0,3.0,27.0,17.0,10.0,5.0,2.0,3.0,0.0,0.0
I1,15/01/2006,Roma,Milan,1.0,0.0,H,0.0,0.0,D,4.0,3.0,2.0,4.0,3.1,1.9,2005/6,€193.20m,€269.75m,R. Rosetti,12.0,9.0,6.0,3.0,17.0,14.0,5.0,10.0,1.0,2.0,0.0,0.0
I1,15/01/2006,Udinese,Treviso,2.0,2.0,D,1.0,1.0,D,1.61,3.4,6.0,1.6,3.45,5.5,2005/6,€89.60m,€23.53m,O. Pantana,6.0,13.0,4.0,7.0,16.0,15.0,2.0,3.0,3.0,2.0,0.0,0.0
I1,18/01/2006,Cagliari,Siena,1.0,0.0,H,0.0,0.0,D,2.1,2.8,3.5,2.05,2.9,3.75,2005/6,€35.65m,€34.98m,A. Romeo,13.0,11.0,5.0,4.0,20.0,22.0,9.0,4.0,1.0,3.0,0.0,0.0
I1,18/01/2006,Chievo,Juventus,1.0,1.0,D,1.0,1.0,D,5.0,3.2,1.66,5.85,3.3,1.6,2005/6,€49.55m,€308.90m,L. Palanca,3.0,10.0,1.0,4.0,22.0,23.0,2.0,10.0,4.0,2.0,0.0,0.0
I1,18/01/2006,Empoli,Udinese,1.0,1.0,D,0.0,0.0,D,2.4,2.9,2.8,2.65,2.85,2.7,2005/6,€37.00m,€89.60m,S. Farina,17.0,6.0,10.0,3.0,23.0,23.0,3.0,5.0,1.0,2.0,0.0,0.0
I1,18/01/2006,Lecce,Livorno,0.0,0.0,D,0.0,0.0,D,2.6,2.87,2.6,2.65,2.95,2.6,2005/6,€52.15m,€56.38m,P. Rodomonti,16.0,5.0,8.0,2.0,18.0,28.0,6.0,3.0,4.0,2.0,1.0,0.0
I1,18/01/2006,Messina,Lazio,1.0,1.0,D,1.0,0.0,H,2.5,2.87,2.75,2.5,2.85,2.9,2005/6,€39.98m,€83.05m,T. Pieri,17.0,6.0,9.0,5.0,23.0,23.0,2.0,4.0,2.0,4.0,0.0,0.0
I1,18/01/2006,Milan,Ascoli,1.0,0.0,H,1.0,0.0,H,1.16,5.5,13.0,1.18,5.75,13.0,2005/6,€269.75m,€24.55m,G. Rocchi,11.0,5.0,5.0,2.0,17.0,14.0,9.0,4.0,1.0,2.0,0.0,0.0
I1,18/01/2006,Palermo,Parma,4.0,2.0,H,1.0,2.0,A,1.72,3.2,4.5,1.7,3.2,5.1,2005/6,€94.20m,€57.05m,L. Banti,15.0,10.0,9.0,7.0,18.0,19.0,6.0,2.0,4.0,3.0,0.0,0.0
I1,18/01/2006,Roma,Reggina,3.0,1.0,H,1.0,0.0,H,1.44,3.6,7.0,1.5,3.5,6.9,2005/6,€193.20m,€43.65m,P. Tagliavento,13.0,10.0,7.0,4.0,29.0,13.0,8.0,4.0,2.0,4.0,0.0,0.0
I1,18/01/2006,Sampdoria,Fiorentina,3.0,1.0,H,3.0,1.0,H,2.37,2.87,2.87,2.5,2.85,2.9,2005/6,€61.50m,€138.68m,D. Messina,10.0,6.0,8.0,3.0,28.0,24.0,4.0,5.0,2.0,3.0,0.0,0.0
I1,18/01/2006,Treviso,Inter,0.0,1.0,A,0.0,1.0,A,7.0,3.2,1.4,7.5,3.7,1.44,2005/6,€23.53m,€234.93m,M. Gabriele,11.0,11.0,5.0,6.0,19.0,22.0,2.0,4.0,2.0,3.0,0.0,0.0
I1,21/01/2006,Inter,Palermo,3.0,0.0,H,1.0,0.0,H,1.36,4.33,9.0,1.35,4.25,8.15,2005/6,€234.93m,€94.20m,T. Pieri,13.0,9.0,9.0,5.0,23.0,15.0,8.0,11.0,3.0,2.0,0.0,0.0
I1,21/01/2006,Lazio,Cagliari,1.0,1.0,D,1.0,0.0,H,1.61,3.4,6.0,1.63,3.25,5.7,2005/6,€83.05m,€35.65m,M. Mazzoleni,8.0,7.0,4.0,6.0,15.0,28.0,6.0,5.0,3.0,3.0,2.0,0.0
I1,22/01/2006,Ascoli,Lecce,2.0,0.0,H,2.0,0.0,H,1.83,3.1,4.75,1.8,3.1,4.6,2005/6,€24.55m,€52.15m,D. Messina,10.0,13.0,5.0,4.0,28.0,21.0,4.0,9.0,3.0,3.0,1.0,0.0
I1,22/01/2006,Fiorentina,Messina,2.0,0.0,H,1.0,0.0,H,1.44,4.0,7.5,1.47,3.5,7.5,2005/6,€138.68m,€39.98m,G. Paparesta,22.0,5.0,11.0,3.0,24.0,22.0,9.0,2.0,1.0,2.0,0.0,0.0
I1,22/01/2006,Juventus,Empoli,2.0,1.0,H,1.0,1.0,D,1.14,6.5,21.0,1.12,6.9,17.0,2005/6,€308.90m,€37.00m,A. De Marco,14.0,0.0,6.0,0.0,24.0,17.0,14.0,0.0,1.0,2.0,0.0,0.0
I1,22/01/2006,Livorno,Treviso,1.0,1.0,D,0.0,1.0,A,1.57,3.4,7.0,1.57,3.25,6.5,2005/6,€56.38m,€23.53m,N. Rizzoli,10.0,5.0,3.0,1.0,23.0,28.0,5.0,5.0,2.0,0.0,0.0,2.0
I1,22/01/2006,Parma,Chievo,2.0,1.0,H,1.0,1.0,D,2.5,2.87,3.0,2.5,2.8,2.9,2005/6,€57.05m,€49.55m,M. De Santis,10.0,10.0,6.0,5.0,21.0,25.0,1.0,11.0,4.0,3.0,1.0,1.0
I1,22/01/2006,Reggina,Sampdoria,2.0,1.0,H,2.0,1.0,H,2.75,2.87,2.75,2.75,2.85,2.6,2005/6,€43.65m,€61.50m,R. Rosetti,8.0,7.0,5.0,2.0,21.0,20.0,8.0,5.0,1.0,2.0,0.0,0.0
I1,22/01/2006,Siena,Milan,0.0,3.0,A,0.0,1.0,A,7.0,3.4,1.57,6.05,3.25,1.6,2005/6,€34.98m,€269.75m,E. Morganti,8.0,17.0,3.0,10.0,21.0,22.0,2.0,10.0,3.0,1.0,0.0,0.0
I1,22/01/2006,Udinese,Roma,1.0,4.0,A,0.0,1.0,A,2.75,2.87,2.75,2.75,2.9,2.55,2005/6,€89.60m,€193.20m,N. Ayroldi,8.0,10.0,3.0,7.0,16.0,21.0,4.0,4.0,2.0,1.0,1.0,0.0
I1,28/01/2006,Milan,Sampdoria,1.0,1.0,D,1.0,1.0,D,1.36,3.75,9.0,1.35,4.05,8.95,2005/6,€269.75m,€61.50m,M. De Santis,20.0,14.0,8.0,8.0,27.0,14.0,5.0,4.0,3.0,3.0,0.0,0.0
I1,28/01/2006,Palermo,Siena,1.0,3.0,A,0.0,1.0,A,1.66,3.2,5.0,1.65,3.25,5.5,2005/6,€94.20m,€34.98m,P. Dondarini,12.0,7.0,5.0,4.0,14.0,21.0,11.0,1.0,1.0,4.0,0.0,0.0
I1,29/01/2006,Ascoli,Juventus,1.0,3.0,A,1.0,3.0,A,7.0,3.6,1.44,8.15,3.75,1.41,2005/6,€24.55m,€308.90m,S. Racalbuto,9.0,8.0,4.0,6.0,24.0,27.0,0.0,3.0,2.0,1.0,0.0,0.0
I1,29/01/2006,Chievo,Reggina,4.0,0.0,H,0.0,0.0,D,1.72,3.0,5.0,1.75,2.95,5.4,2005/6,€49.55m,€43.65m,N. Stefanini,13.0,8.0,7.0,5.0,19.0,20.0,4.0,5.0,0.0,4.0,0.0,0.0
I1,29/01/2006,Empoli,Parma,1.0,2.0,A,0.0,1.0,A,2.1,3.0,3.25,2.2,3.0,3.25,2005/6,€37.00m,€57.05m,P. Rodomonti,14.0,5.0,8.0,4.0,24.0,24.0,5.0,2.0,2.0,3.0,0.0,0.0
I1,29/01/2006,Lecce,Inter,0.0,2.0,A,0.0,0.0,D,7.0,3.75,1.4,8.4,4.15,1.35,2005/6,€52.15m,€234.93m,M. Trefoloni,7.0,13.0,3.0,6.0,25.0,18.0,1.0,6.0,2.0,3.0,1.0,0.0
