Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue
SC0,22/09/2007,Falkirk,Motherwell,H,2.5,3.2,2.5,2.45,3.25,2.55,2007/8,€8.28m,€11.58m
SC0,22/09/2007,Gretna,Dundee United,H,3.4,3.4,1.9,3.6,3.3,1.9,2007/8,€9.03m,€11.75m
SC0,22/09/2007,Inverness C,Hearts,H,3.75,3.4,1.8,3.8,3.4,1.8,2007/8,€8.15m,€31.70m
SC0,22/09/2007,Kilmarnock,St Mirren,D,1.61,3.4,5.0,1.65,3.4,4.75,2007/8,€10.20m,€7.70m
SC0,23/09/2007,Hibernian,Celtic,H,5.5,3.75,1.61,5.0,3.5,1.6,2007/8,€13.55m,€87.28m
SC0,23/09/2007,Rangers,Aberdeen,H,1.28,4.33,10.0,1.33,4.5,7.5,2007/8,€92.48m,€14.95m
SC0,29/09/2007,Aberdeen,Gretna,H,1.53,3.6,5.5,1.45,3.8,6.3,2007/8,€14.95m,€9.03m
SC0,29/09/2007,Celtic,Dundee United,H,1.2,6.0,9.0,1.2,5.5,11.0,2007/8,€87.28m,€11.75m
SC0,29/09/2007,Hibernian,Kilmarnock,H,1.61,3.4,5.0,1.75,3.4,4.1,2007/8,€13.55m,€10.20m
SC0,29/09/2007,Inverness C,Falkirk,H,2.25,3.25,2.75,2.3,3.25,2.7,2007/8,€8.15m,€8.28m
SC0,29/09/2007,Motherwell,Rangers,D,7.0,4.33,1.44,6.3,3.8,1.45,2007/8,€11.58m,€92.48m
SC0,30/09/2007,St Mirren,Hearts,A,3.75,3.4,2.0,3.6,3.3,1.9,2007/8,€7.70m,€31.70m
SC0,06/10/2007,Dundee United,Motherwell,H,2.2,3.3,2.8,2.1,3.25,3.05,2007/8,€11.75m,€11.58m
SC0,06/10/2007,Hearts,Falkirk,H,1.5,3.5,6.5,1.45,4.0,5.9,2007/8,€31.70m,€8.28m
SC0,06/10/2007,Kilmarnock,Inverness C,D,2.0,3.3,3.2,1.85,3.25,3.8,2007/8,€10.20m,€8.15m
SC0,06/10/2007,Rangers,Hibernian,A,1.36,4.5,6.5,1.4,4.25,6.15,2007/8,€92.48m,€13.55m
SC0,07/10/2007,Aberdeen,St Mirren,H,1.57,3.25,6.0,1.6,3.5,5.0,2007/8,€14.95m,€7.70m
SC0,07/10/2007,Gretna,Celtic,A,10.0,5.5,1.2,9.0,5.5,1.22,2007/8,€9.03m,€87.28m
SC0,20/10/2007,Falkirk,Kilmarnock,D,2.37,3.25,2.62,2.35,3.25,2.65,2007/8,€8.28m,€10.20m
SC0,20/10/2007,Hearts,Dundee United,A,1.7,3.25,5.0,1.65,3.5,4.55,2007/8,€31.70m,€11.75m
SC0,20/10/2007,Motherwell,Hibernian,H,3.0,3.4,2.1,2.8,3.25,2.25,2007/8,€11.58m,€13.55m
SC0,20/10/2007,Rangers,Celtic,H,2.4,3.3,2.9,2.45,3.15,2.6,2007/8,€92.48m,€87.28m
SC0,20/10/2007,St Mirren,Gretna,H,1.9,3.3,3.6,1.8,3.45,3.75,2007/8,€7.70m,€9.03m
SC0,21/10/2007,Inverness C,Aberdeen,A,2.87,3.3,2.4,2.65,3.25,2.35,2007/8,€8.15m,€14.95m
SC0,27/10/2007,Celtic,Motherwell,H,1.2,5.5,11.0,1.2,5.5,11.0,2007/8,€87.28m,€11.58m
SC0,27/10/2007,Gretna,Inverness C,A,3.0,3.3,2.2,2.8,3.25,2.25,2007/8,€9.03m,€8.15m
SC0,27/10/2007,Hibernian,St Mirren,A,1.44,3.6,7.5,1.45,4.0,5.9,2007/8,€13.55m,€7.70m
SC0,27/10/2007,Kilmarnock,Hearts,H,2.62,3.3,2.37,2.6,3.25,2.4,2007/8,€10.20m,€31.70m
SC0,28/10/2007,Aberdeen,Falkirk,D,1.53,3.5,6.0,1.55,3.55,5.5,2007/8,€14.95m,€8.28m
SC0,28/10/2007,Dundee United,Rangers,H,5.5,3.75,1.61,5.0,3.5,1.6,2007/8,€11.75m,€92.48m
SC0,03/11/2007,Aberdeen,Dundee United,H,2.25,3.3,2.87,2.2,3.25,2.9,2007/8,€14.95m,€11.75m
SC0,03/11/2007,Falkirk,Gretna,H,1.72,3.4,4.5,1.7,3.4,4.35,2007/8,€8.28m,€9.03m
SC0,03/11/2007,Kilmarnock,Celtic,A,6.5,4.0,1.44,5.9,4.0,1.45,2007/8,€10.20m,€87.28m
SC0,03/11/2007,Motherwell,St Mirren,D,1.72,3.4,4.5,1.7,3.4,4.35,2007/8,€11.58m,€7.70m
SC0,03/11/2007,Rangers,Inverness C,H,1.2,5.5,12.0,1.2,5.5,11.0,2007/8,€92.48m,€8.15m
SC0,04/11/2007,Hibernian,Hearts,D,2.1,3.3,3.5,2.1,3.25,3.05,2007/8,€13.55m,€31.70m
SC0,10/11/2007,Dundee United,Kilmarnock,H,1.8,3.4,4.0,1.85,3.3,3.75,2007/8,€11.75m,€10.20m
SC0,10/11/2007,Gretna,Hibernian,A,6.0,3.75,1.5,5.8,3.65,1.5,2007/8,€9.03m,€13.55m
SC0,10/11/2007,Inverness C,Motherwell,A,2.37,3.4,2.62,2.45,3.25,2.55,2007/8,€8.15m,€11.58m
SC0,11/11/2007,Hearts,Aberdeen,H,1.9,3.4,3.6,2.0,3.25,3.3,2007/8,€31.70m,€14.95m
SC0,24/11/2007,Celtic,Aberdeen,H,1.25,5.0,10.5,1.25,5.25,8.5,2007/8,€87.28m,€14.95m
SC0,24/11/2007,Falkirk,Rangers,A,7.0,4.33,1.44,6.15,4.25,1.4,2007/8,€8.28m,€92.48m
SC0,24/11/2007,Hibernian,Dundee United,D,1.83,3.3,4.0,1.85,3.33,3.75,2007/8,€13.55m,€11.75m
SC0,24/11/2007,Inverness C,St Mirren,H,2.1,3.3,3.25,2.2,3.25,2.9,2007/8,€8.15m,€7.70m
SC0,24/11/2007,Kilmarnock,Motherwell,A,2.4,3.3,2.7,2.2,3.25,2.9,2007/8,€10.20m,€11.58m
SC0,25/11/2007,Gretna,Hearts,D,6.5,3.8,1.53,5.75,3.7,1.5,2007/8,€9.03m,€31.70m
SC0,01/12/2007,Dundee United,Inverness C,A,1.61,3.5,5.25,1.65,3.4,4.8,2007/8,€11.75m,€8.15m
SC0,01/12/2007,Hearts,Celtic,D,4.75,3.6,1.72,4.25,3.3,1.75,2007/8,€31.70m,€87.28m
SC0,01/12/2007,Motherwell,Gretna,H,1.44,4.0,6.5,1.45,3.7,6.5,2007/8,€11.58m,€9.03m
SC0,01/12/2007,Rangers,Kilmarnock,H,1.2,5.5,12.0,1.2,5.5,11.0,2007/8,€92.48m,€10.20m
SC0,01/12/2007,St Mirren,Falkirk,A,2.1,3.25,3.2,2.05,3.25,3.2,2007/8,€7.70m,€8.28m
SC0,02/12/2007,Aberdeen,Hibernian,H,2.5,3.3,2.8,2.4,3.25,2.6,2007/8,€14.95m,€13.55m
SC0,08/12/2007,Aberdeen,Kilmarnock,H,1.72,3.5,4.5,1.8,3.4,3.8,2007/8,€14.95m,€10.20m
SC0,08/12/2007,Celtic,St Mirren,D,1.15,6.0,15.0,1.15,6.0,13.0,2007/8,€87.28m,€7.70m
SC0,08/12/2007,Falkirk,Dundee United,H,2.5,3.4,2.5,2.5,3.25,2.5,2007/8,€8.28m,€11.75m
SC0,08/12/2007,Hearts,Motherwell,A,1.9,3.4,3.6,1.85,3.3,3.75,2007/8,€31.70m,€11.58m
SC0,08/12/2007,Inverness C,Hibernian,H,2.62,3.4,2.37,2.8,3.25,2.25,2007/8,€8.15m,€13.55m
SC0,11/12/2007,Celtic,Falkirk,H,1.16,7.0,15.0,1.15,6.0,13.0,2007/8,€87.28m,€8.28m
SC0,15/12/2007,Hibernian,Falkirk,D,1.66,3.4,5.0,1.6,3.4,5.25,2007/8,€13.55m,€8.28m
SC0,15/12/2007,Kilmarnock,Gretna,D,1.57,3.6,5.5,1.5,3.6,6.0,2007/8,€10.20m,€9.03m
SC0,15/12/2007,Motherwell,Aberdeen,H,2.1,3.4,3.1,2.1,3.25,3.05,2007/8,€11.58m,€14.95m
SC0,15/12/2007,Rangers,Hearts,H,1.4,4.2,7.0,1.33,4.5,7.25,2007/8,€92.48m,€31.70m
SC0,15/12/2007,St Mirren,Dundee United,A,2.75,3.4,2.25,2.7,3.25,2.3,2007/8,€7.70m,€11.75m
SC0,16/12/2007,Inverness C,Celtic,H,7.5,3.8,1.5,7.0,4.0,1.4,2007/8,€8.15m,€87.28m
SC0,22/12/2007,Celtic,Hibernian,D,1.33,5.0,8.5,1.25,5.0,9.0,2007/8,€87.28m,€13.55m
SC0,22/12/2007,Dundee United,Gretna,A,1.44,4.0,6.5,1.4,4.0,7.0,2007/8,€11.75m,€9.03m
SC0,22/12/2007,Hearts,Inverness C,A,1.66,3.5,4.75,1.65,3.4,4.8,2007/8,€31.70m,€8.15m
SC0,22/12/2007,Motherwell,Falkirk,A,1.66,3.5,4.75,1.65,3.4,4.8,2007/8,€11.58m,€8.28m
SC0,22/12/2007,St Mirren,Kilmarnock,D,2.37,3.25,2.75,2.35,3.25,2.65,2007/8,€7.70m,€10.20m
SC0,23/12/2007,Aberdeen,Rangers,D,5.0,3.5,1.66,5.4,3.6,1.55,2007/8,€14.95m,€92.48m
SC0,26/12/2007,Dundee United,Celtic,A,5.5,3.75,1.61,5.25,3.6,1.55,2007/8,€11.75m,€87.28m
SC0,26/12/2007,Falkirk,Inverness C,H,2.25,3.3,2.87,2.25,3.25,2.8,2007/8,€8.28m,€8.15m
SC0,26/12/2007,Gretna,Aberdeen,D,4.2,3.6,1.7,4.8,3.4,1.65,2007/8,€9.03m,€14.95m
SC0,26/12/2007,Hearts,St Mirren,A,1.66,3.6,4.5,1.55,3.6,5.25,2007/8,€31.70m,€7.70m
SC0,26/12/2007,Kilmarnock,Hibernian,H,2.62,3.3,2.4,2.55,3.25,2.45,2007/8,€10.20m,€13.55m
SC0,26/12/2007,Rangers,Motherwell,H,1.33,4.33,9.5,1.3,4.75,7.75,2007/8,€92.48m,€11.58m
SC0,29/12/2007,Celtic,Gretna,H,1.12,7.0,15.0,1.1,7.0,17.0,2007/8,€87.28m,€9.03m
SC0,29/12/2007,Falkirk,Hearts,H,2.37,3.25,2.75,2.45,3.25,2.55,2007/8,€8.28m,€31.70m
SC0,29/12/2007,Hibernian,Rangers,A,5.0,3.5,1.72,5.0,3.5,1.6,2007/8,€13.55m,€92.48m
SC0,29/12/2007,Inverness C,Kilmarnock,H,1.9,3.3,3.75,1.95,3.15,3.7,2007/8,€8.15m,€10.20m
SC0,29/12/2007,Motherwell,Dundee United,H,1.9,3.25,3.75,1.9,3.3,3.6,2007/8,€11.58m,€11.75m
SC0,29/12/2007,St Mirren,Aberdeen,A,2.87,3.25,2.25,2.8,3.25,2.25,2007/8,€7.70m,€14.95m
SC0,02/01/2008,Aberdeen,Inverness C,H,2.0,3.3,3.6,1.8,3.3,4.0,2007/8,€14.95m,€8.15m
SC0,02/01/2008,Dundee United,Hearts,H,2.0,3.3,3.4,1.85,3.3,3.8,2007/8,€11.75m,€31.70m
SC0,02/01/2008,Kilmarnock,Falkirk,A,2.37,3.25,2.75,2.2,3.25,2.85,2007/8,€10.20m,€8.28m
SC0,05/01/2008,Falkirk,Aberdeen,D,2.3,3.3,2.8,2.3,3.2,2.75,2007/8,€8.28m,€14.95m
SC0,05/01/2008,Hearts,Kilmarnock,D,2.05,3.3,3.3,1.9,3.25,3.65,2007/8,€31.70m,€10.20m
SC0,05/01/2008,Inverness C,Gretna,H,1.5,3.8,6.0,1.5,3.6,6.0,2007/8,€8.15m,€9.03m
SC0,05/01/2008,Rangers,Dundee United,H,1.25,5.0,10.0,1.3,4.5,8.25,2007/8,€92.48m,€11.75m
SC0,05/01/2008,St Mirren,Hibernian,H,2.8,3.3,2.3,2.85,3.25,2.2,2007/8,€7.70m,€13.55m
SC0,16/01/2008,Gretna,Rangers,A,12.0,5.5,1.25,9.0,5.0,1.25,2007/8,€9.03m,€92.48m
SC0,19/01/2008,Celtic,Kilmarnock,H,1.18,6.0,12.0,1.18,6.5,9.0,2007/8,€87.28m,€10.20m
SC0,19/01/2008,Dundee United,Aberdeen,H,2.3,3.3,2.8,2.3,3.25,2.7,2007/8,€11.75m,€14.95m
SC0,19/01/2008,Gretna,Falkirk,H,4.2,3.4,1.8,4.0,3.3,1.8,2007/8,€9.03m,€8.28m
SC0,19/01/2008,Hearts,Hibernian,H,2.4,3.4,2.8,2.45,3.25,2.55,2007/8,€31.70m,€13.55m
SC0,19/01/2008,St Mirren,Motherwell,H,2.8,3.3,2.3,2.8,3.25,2.25,2007/8,€7.70m,€11.58m
SC0,20/01/2008,Inverness C,Rangers,A,6.5,4.0,1.5,6.25,3.8,1.45,2007/8,€8.15m,€92.48m
SC0,26/01/2008,Aberdeen,Hearts,A,1.83,3.3,4.0,1.8,3.3,4.0,2007/8,€14.95m,€31.70m
SC0,26/01/2008,Kilmarnock,Dundee United,A,2.5,3.2,2.6,2.5,3.25,2.5,2007/8,€10.20m,€11.75m
SC0,26/01/2008,Rangers,St Mirren,H,1.18,5.5,15.0,1.18,6.5,9.0,2007/8,€92.48m,€7.70m
SC0,27/01/2008,Falkirk,Celtic,A,7.0,4.0,1.5,6.25,3.8,1.45,2007/8,€8.28m,€87.28m
SC0,09/02/2008,Dundee United,Hibernian,D,2.0,3.3,3.8,1.9,3.3,3.6,2007/8,€11.75m,€13.55m
SC0,09/02/2008,Hearts,Gretna,H,1.44,4.0,6.5,1.45,3.8,6.25,2007/8,€31.70m,€9.03m
SC0,09/02/2008,Motherwell,Kilmarnock,H,1.72,3.4,4.5,1.7,3.4,4.35,2007/8,€11.58m,€10.20m
SC0,09/02/2008,Rangers,Falkirk,H,1.2,6.0,15.0,1.2,5.75,9.5,2007/8,€92.48m,€8.28m
SC0,09/02/2008,St Mirren,Inverness C,D,2.3,3.25,2.8,2.3,3.25,2.7,2007/8,€7.70m,€8.15m
SC0,10/02/2008,Aberdeen,Celtic,A,5.5,3.75,1.61,5.15,3.55,1.57,2007/8,€14.95m,€87.28m
SC0,13/02/2008,Hibernian,Gretna,H,1.44,3.75,7.5,1.45,3.8,6.25,2007/8,€13.55m,€9.03m
SC0,16/02/2008,Celtic,Hearts,H,1.33,4.33,9.0,1.28,4.75,8.5,2007/8,€87.28m,€31.70m
SC0,16/02/2008,Falkirk,St Mirren,H,2.0,3.3,3.4,1.85,3.3,3.75,2007/8,€8.28m,€7.70m
SC0,16/02/2008,Gretna,Motherwell,A,6.0,3.8,1.5,6.25,3.55,1.5,2007/8,€9.03m,€11.58m
SC0,16/02/2008,Inverness C,Dundee United,D,2.25,3.4,2.8,2.35,3.25,2.65,2007/8,€8.15m,€11.75m
SC0,17/02/2008,Hibernian,Aberdeen,H,2.0,3.3,3.6,2.2,3.25,2.9,2007/8,€13.55m,€14.95m
SC0,17/02/2008,Kilmarnock,Rangers,A,7.0,3.8,1.44,7.5,4.25,1.35,2007/8,€10.20m,€92.48m
SC0,20/02/2008,Motherwell,Inverness C,H,1.9,3.4,3.6,1.85,3.3,3.75,2007/8,€11.58m,€8.15m
SC0,23/02/2008,Dundee United,Falkirk,D,1.9,3.25,3.75,1.85,3.3,3.75,2007/8,€11.75m,€8.28m
SC0,23/02/2008,Hibernian,Inverness C,H,1.8,3.4,4.0,1.8,3.3,4.0,2007/8,€13.55m,€8.15m
SC0,23/02/2008,Motherwell,Hearts,A,2.0,3.25,3.5,1.9,3.3,3.6,2007/8,€11.58m,€31.70m
SC0,24/02/2008,Kilmarnock,Aberdeen,H,2.5,3.25,2.6,2.45,3.25,2.55,2007/8,€10.20m,€14.95m
SC0,24/02/2008,Rangers,Gretna,H,1.11,8.0,15.0,1.12,7.0,13.0,2007/8,€92.48m,€9.03m
SC0,24/02/2008,St Mirren,Celtic,A,7.5,5.0,1.36,7.5,4.25,1.35,2007/8,€7.70m,€87.28m
SC0,27/02/2008,Aberdeen,Motherwell,D,2.3,3.25,2.8,2.15,3.25,2.95,2007/8,€14.95m,€11.58m
SC0,27/02/2008,Celtic,Inverness C,H,1.16,7.0,15.0,1.18,5.5,12.0,2007/8,€87.28m,€8.15m
SC0,27/02/2008,Dundee United,St Mirren,D,1.72,3.4,4.5,1.7,3.4,4.35,2007/8,€11.75m,€7.70m
SC0,27/02/2008,Falkirk,Hibernian,A,2.4,3.3,2.7,2.3,3.25,2.7,2007/8,€8.28m,€13.55m
SC0,27/02/2008,Gretna,Kilmarnock,H,3.0,3.25,2.2,2.9,3.25,2.2,2007/8,€9.03m,€10.20m
SC0,27/02/2008,Hearts,Rangers,A,5.5,3.75,1.61,5.75,3.75,1.5,2007/8,€31.70m,€92.48m
SC0,01/03/2008,Falkirk,Motherwell,D,2.6,3.25,2.5,2.4,3.25,2.6,2007/8,€8.28m,€11.58m
SC0,01/03/2008,Hibernian,Celtic,A,4.5,3.5,1.8,5.0,3.5,1.6,2007/8,€13.55m,€87.28m
SC0,01/03/2008,Inverness C,Hearts,A,2.5,3.25,2.6,2.4,3.25,2.6,2007/8,€8.15m,€31.70m
SC0,01/03/2008,Kilmarnock,St Mirren,H,2.2,3.25,3.0,2.25,3.25,2.8,2007/8,€10.20m,€7.70m
SC0,01/03/2008,Rangers,Aberdeen,H,1.22,5.5,10.0,1.2,5.5,11.0,2007/8,€92.48m,€14.95m
SC0,06/03/2008,Gretna,Dundee United,A,4.5,3.4,1.72,4.55,3.5,1.65,2007/8,€9.03m,€11.75m
SC0,12/03/2008,Celtic,Dundee United,D,1.22,5.5,10.0,1.2,5.5,11.0,2007/8,€87.28m,€11.75m
SC0,12/03/2008,Hibernian,Motherwell,H,2.1,3.3,3.2,2.0,3.2,3.35,2007/8,€13.55m,€11.58m
SC0,15/03/2008,Aberdeen,Gretna,H,1.22,5.25,12.0,1.3,4.5,8.5,2007/8,€14.95m,€9.03m
SC0,15/03/2008,Hibernian,Kilmarnock,H,1.57,3.6,5.5,1.6,3.5,5.0,2007/8,€13.55m,€10.20m
SC0,15/03/2008,Inverness C,Falkirk,A,2.25,3.3,2.87,2.2,3.25,2.9,2007/8,€8.15m,€8.28m
SC0,15/03/2008,St Mirren,Hearts,D,2.8,3.4,2.25,2.9,3.25,2.2,2007/8,€7.70m,€31.70m
SC0,22/03/2008,Aberdeen,St Mirren,D,1.72,3.5,4.33,1.7,3.3,4.5,2007/8,€14.95m,€7.70m
SC0,22/03/2008,Dundee United,Motherwell,H,2.2,3.3,3.3,2.15,3.25,2.95,2007/8,€11.75m,€11.58m
SC0,22/03/2008,Hearts,Falkirk,D,1.83,3.5,3.75,1.85,3.3,3.75,2007/8,€31.70m,€8.28m
SC0,22/03/2008,Kilmarnock,Inverness C,H,2.1,3.4,3.1,2.05,3.25,3.2,2007/8,€10.20m,€8.15m
SC0,22/03/2008,Rangers,Hibernian,H,1.33,4.75,9.5,1.28,4.75,8.5,2007/8,€92.48m,€13.55m
SC0,23/03/2008,Gretna,Celtic,A,23.0,9.0,1.1,16.0,6.5,1.12,2007/8,€9.03m,€87.28m
SC0,29/03/2008,Falkirk,Kilmarnock,D,1.9,3.4,3.6,1.9,3.4,3.45,2007/8,€8.28m,€10.20m
SC0,29/03/2008,Hearts,Dundee United,H,2.2,3.2,3.0,2.2,3.25,2.9,2007/8,€31.70m,€11.75m
SC0,29/03/2008,Inverness C,Aberdeen,A,2.55,3.3,2.5,2.45,3.25,2.55,2007/8,€8.15m,€14.95m
SC0,29/03/2008,Motherwell,Hibernian,H,2.3,3.25,2.87,2.25,3.25,2.8,2007/8,€11.58m,€13.55m
SC0,29/03/2008,Rangers,Celtic,H,2.2,3.2,3.1,2.2,3.25,2.9,2007/8,€92.48m,€87.28m
SC0,29/03/2008,St Mirren,Gretna,H,1.29,4.75,9.0,1.22,5.1,10.5,2007/8,€7.70m,€9.03m
SC0,05/04/2008,Celtic,Motherwell,A,1.25,4.5,13.0,1.25,5.0,9.0,2007/8,€87.28m,€11.58m
SC0,05/04/2008,Gretna,Inverness C,A,6.0,4.2,1.44,7.0,4.0,1.4,2007/8,€9.03m,€8.15m
SC0,05/04/2008,Hibernian,St Mirren,H,1.61,3.5,5.25,1.55,3.5,5.5,2007/8,€13.55m,€7.70m
SC0,05/04/2008,Kilmarnock,Hearts,D,2.7,3.4,2.3,2.65,3.25,2.35,2007/8,€10.20m,€31.70m
SC0,06/04/2008,Dundee United,Rangers,D,6.0,3.4,1.57,5.5,3.5,1.55,2007/8,€11.75m,€92.48m
SC0,07/04/2008,Aberdeen,Falkirk,H,1.91,3.4,4.0,1.85,3.3,3.75,2007/8,€14.95m,€8.28m
SC0,09/04/2008,Gretna,St Mirren,D,6.5,4.33,1.4,5.5,3.8,1.5,2007/8,€9.03m,€7.70m
SC0,13/04/2008,Motherwell,Celtic,A,4.6,3.6,1.66,4.4,3.4,1.7,2007/8,€11.58m,€87.28m
SC0,16/04/2008,Celtic,Rangers,H,2.3,3.25,2.87,2.2,3.25,2.9,2007/8,€87.28m,€92.48m
SC0,19/04/2008,Celtic,Aberdeen,H,1.28,5.0,9.0,1.3,4.5,8.5,2007/8,€87.28m,€14.95m
SC0,19/04/2008,Falkirk,Gretna,D,1.33,4.5,8.0,1.3,4.5,8.5,2007/8,€8.28m,€9.03m
SC0,19/04/2008,Hearts,St Mirren,H,1.66,3.4,5.0,1.65,3.5,4.5,2007/8,€31.70m,€7.70m
SC0,19/04/2008,Inverness C,Kilmarnock,H,2.25,3.3,2.87,2.2,3.25,2.85,2007/8,€8.15m,€10.20m
SC0,20/04/2008,Dundee United,Hibernian,D,2.1,3.25,3.2,2.12,3.25,3.0,2007/8,€11.75m,€13.55m
SC0,26/04/2008,Aberdeen,Hibernian,H,2.3,3.3,2.8,2.3,3.25,2.7,2007/8,€14.95m,€13.55m
SC0,26/04/2008,Hearts,Inverness C,H,1.72,3.5,4.33,1.75,3.4,4.1,2007/8,€31.70m,€8.15m
SC0,26/04/2008,Kilmarnock,Gretna,D,1.33,4.5,8.0,1.3,4.5,8.25,2007/8,€10.20m,€9.03m
SC0,26/04/2008,Motherwell,Dundee United,D,2.1,3.3,3.2,2.1,3.25,3.05,2007/8,€11.58m,€11.75m
SC0,26/04/2008,St Mirren,Falkirk,H,2.3,3.3,2.8,2.3,3.25,2.7,2007/8,€7.70m,€8.28m
SC0,27/04/2008,Celtic,Rangers,H,2.1,3.25,3.25,2.1,3.25,3.05,2007/8,€87.28m,€92.48m
SC0,03/05/2008,Aberdeen,Dundee United,H,2.37,3.4,2.6,2.3,3.25,2.7,2007/8,€14.95m,€11.75m
SC0,03/05/2008,Inverness C,Gretna,H,1.4,4.33,6.5,1.35,4.25,7.5,2007/8,€8.15m,€9.03m
SC0,03/05/2008,Motherwell,Celtic,A,6.5,4.5,1.44,6.25,3.8,1.45,2007/8,€11.58m,€87.28m
SC0,03/05/2008,St Mirren,Kilmarnock,H,2.2,3.25,3.0,2.25,3.25,2.8,2007/8,€7.70m,€10.20m
SC0,04/05/2008,Hibernian,Rangers,D,4.5,3.7,1.72,4.65,3.7,1.6,2007/8,€13.55m,€92.48m
SC0,05/05/2008,Falkirk,Hearts,H,2.6,3.4,2.37,2.6,3.25,2.4,2007/8,€8.28m,€31.70m
SC0,07/05/2008,Rangers,Motherwell,H,1.28,5.0,8.5,1.25,5.5,7.75,2007/8,€92.48m,€11.58m
SC0,10/05/2008,Falkirk,Inverness C,H,2.1,3.3,3.2,2.1,3.25,3.05,2007/8,€8.28m,€8.15m
SC0,10/05/2008,Hearts,Kilmarnock,A,1.66,3.6,4.5,1.65,3.5,4.5,2007/8,€31.70m,€10.20m
SC0,10/05/2008,Motherwell,Aberdeen,H,2.0,3.3,3.4,2.0,3.25,3.3,2007/8,€11.58m,€14.95m
SC0,10/05/2008,Rangers,Dundee United,H,1.3,5.5,9.0,1.25,5.5,7.75,2007/8,€92.48m,€11.75m
SC0,10/05/2008,St Mirren,Gretna,D,1.33,5.0,7.0,1.35,4.5,6.8,2007/8,€7.70m,€9.03m
SC0,11/05/2008,Celtic,Hibernian,H,1.28,5.5,10.0,1.25,5.5,7.75,2007/8,€87.28m,€13.55m
SC0,13/05/2008,Gretna,Hearts,H,5.25,3.75,1.57,6.25,3.8,1.45,2007/8,€9.03m,€31.70m
SC0,17/05/2008,Inverness C,St Mirren,D,1.9,3.3,3.75,1.9,3.3,3.55,2007/8,€8.15m,€7.70m
SC0,17/05/2008,Kilmarnock,Falkirk,H,2.37,3.3,2.7,2.35,3.2,2.7,2007/8,€10.20m,€8.28m
SC0,17/05/2008,Motherwell,Rangers,D,6.5,4.0,1.44,6.3,3.8,1.45,2007/8,€11.58m,€92.48m
SC0,19/05/2008,St Mirren,Rangers,A,9.5,5.5,1.29,7.75,5.5,1.25,2007/8,€7.70m,€92.48m
SC0,22/05/2008,Aberdeen,Rangers,H,6.5,4.2,1.5,7.0,4.0,1.42,2007/8,€14.95m,€92.48m
SC0,22/05/2008,Dundee United,Celtic,A,7.5,5.0,1.36,9.0,4.5,1.3,2007/8,€11.75m,€87.28m
SC0,22/05/2008,Hibernian,Motherwell,A,2.1,3.4,3.0,2.1,3.25,3.05,2007/8,€13.55m,€11.58m
SC0,09/08/2008,Aberdeen,Inverness C,A,1.73,3.4,4.2,1.65,3.5,4.5,2008/9,€19.55m,€10.43m
SC0,09/08/2008,Falkirk,Rangers,A,6.5,4.0,1.5,6.0,3.9,1.45,2008/9,€14.28m,€94.48m
SC0,09/08/2008,Hearts,Motherwell,H,2.0,3.25,3.25,2.0,3.25,3.3,2008/9,€37.53m,€13.63m
SC0,09/08/2008,Kilmarnock,Hibernian,H,2.4,3.2,2.62,2.55,3.25,2.45,2008/9,€11.38m,€23.70m
SC0,10/08/2008,Celtic,St Mirren,H,1.17,6.5,17.0,1.15,6.5,12.0,2008/9,€93.10m,€10.28m
SC0,11/08/2008,Hamilton,Dundee United,H,3.6,3.25,2.1,2.8,3.25,2.25,2008/9,€11.80m,€15.80m
SC0,16/08/2008,Hibernian,Falkirk,H,2.1,3.3,3.6,1.95,3.25,3.45,2008/9,€23.70m,€14.28m
SC0,16/08/2008,Inverness C,Hamilton,A,1.8,3.5,4.5,1.8,3.4,3.85,2008/9,€10.43m,€11.80m
SC0,16/08/2008,Motherwell,Aberdeen,A,2.1,3.3,3.5,2.1,3.25,3.05,2008/9,€13.63m,€19.55m
SC0,16/08/2008,Rangers,Hearts,H,1.44,4.2,7.5,1.4,4.25,6.25,2008/9,€94.48m,€37.53m
SC0,16/08/2008,St Mirren,Kilmarnock,D,2.4,3.3,2.88,2.3,3.25,2.7,2008/9,€10.28m,€11.38m
SC0,17/08/2008,Dundee United,Celtic,D,5.75,4.0,1.57,5.6,3.75,1.5,2008/9,€15.80m,€93.10m
SC0,23/08/2008,Aberdeen,Rangers,D,5.0,3.5,1.73,4.5,3.5,1.65,2008/9,€19.55m,€94.48m
SC0,23/08/2008,Celtic,Falkirk,H,1.2,6.5,13.0,1.17,6.25,10.5,2008/9,€93.10m,€14.28m
SC0,23/08/2008,Hearts,St Mirren,H,1.73,3.5,5.0,1.6,3.6,4.8,2008/9,€37.53m,€10.28m
SC0,23/08/2008,Inverness C,Hibernian,D,2.4,3.3,2.88,2.45,3.25,2.55,2008/9,€10.43m,€23.70m
SC0,23/08/2008,Kilmarnock,Hamilton,H,2.1,3.3,3.5,1.9,3.3,3.6,2008/9,€11.38m,€11.80m
SC0,23/08/2008,Motherwell,Dundee United,D,2.4,3.3,2.88,2.25,3.25,2.8,2008/9,€13.63m,€15.80m
SC0,30/08/2008,Dundee United,Kilmarnock,A,1.8,3.5,4.5,1.85,3.35,3.65,2008/9,€15.80m,€11.38m
