Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue
T1,15/12/2014,Trabzonspor,Rizespor,H,1.33,5.0,8.5,1.42,4.0,8.0,2014/15,€96.80m,€37.15m
T1,19/12/2014,Erciyesspor,Fenerbahce,A,5.75,3.8,1.6,5.0,3.75,1.62,2014/15,€29.68m,€105.33m
T1,20/12/2014,Eskisehirspor,Karabukspor,D,2.0,3.2,4.0,2.1,3.1,3.6,2014/15,€55.63m,€32.83m
T1,20/12/2014,Galatasaray,Mersin Idman Yurdu,H,1.4,4.5,7.5,1.42,4.33,7.0,2014/15,€142.20m,€24.20m
T1,20/12/2014,Genclerbirligi,Konyaspor,H,2.5,3.1,2.9,2.3,3.2,3.0,2014/15,€46.40m,€32.83m
T1,20/12/2014,Sivasspor,Buyuksehyr,A,2.75,3.25,2.55,2.75,3.2,2.45,2014/15,€35.90m,€47.20m
T1,21/12/2014,Balikesirspor,Kasimpasa,H,4.75,3.6,1.75,4.25,3.5,1.78,2014/15,€23.53m,€51.25m
T1,21/12/2014,Besiktas,Akhisar Belediyespor,H,1.44,4.33,7.0,1.4,4.25,7.5,2014/15,€117.93m,€31.10m
T1,21/12/2014,Bursaspor,Trabzonspor,D,2.4,3.5,2.75,2.4,3.3,2.75,2014/15,€80.70m,€96.80m
T1,22/12/2014,Rizespor,Gaziantepspor,A,2.0,3.4,3.75,2.1,3.3,3.3,2014/15,€37.15m,€33.75m
T1,26/12/2014,Genclerbirligi,Galatasaray,D,4.0,3.6,1.85,3.9,3.5,1.85,2014/15,€46.40m,€142.20m
T1,27/12/2014,Buyuksehyr,Erciyesspor,H,1.73,3.5,5.0,1.73,3.5,4.75,2014/15,€47.20m,€29.68m
T1,27/12/2014,Fenerbahce,Mersin Idman Yurdu,H,1.33,5.0,9.0,1.35,4.75,7.75,2014/15,€105.33m,€24.20m
T1,27/12/2014,Karabukspor,Balikesirspor,A,1.53,4.0,6.0,1.55,3.75,6.0,2014/15,€32.83m,€23.53m
T1,28/12/2014,Akhisar Belediyespor,Rizespor,A,1.85,3.6,4.0,1.87,3.5,3.8,2014/15,€31.10m,€37.15m
T1,28/12/2014,Gaziantepspor,Bursaspor,A,2.88,3.25,2.45,2.75,3.2,2.5,2014/15,€33.75m,€80.70m
T1,28/12/2014,Kasimpasa,Sivasspor,D,1.67,3.75,5.0,1.75,3.5,4.4,2014/15,€51.25m,€35.90m
T1,28/12/2014,Konyaspor,Besiktas,A,4.0,3.5,1.91,3.7,3.4,1.95,2014/15,€32.83m,€117.93m
T1,29/12/2014,Trabzonspor,Eskisehirspor,A,1.73,3.6,4.75,1.75,3.6,4.4,2014/15,€96.80m,€55.63m
T1,03/01/2015,Bursaspor,Akhisar Belediyespor,H,1.62,3.8,5.5,1.67,3.6,5.0,2014/15,€80.70m,€31.10m
T1,03/01/2015,Fenerbahce,Buyuksehyr,H,1.62,3.8,5.5,1.55,4.0,5.5,2014/15,€105.33m,€47.20m
T1,03/01/2015,Rizespor,Konyaspor,D,2.3,3.3,3.1,2.4,3.3,2.75,2014/15,€37.15m,€32.83m
T1,04/01/2015,Besiktas,Galatasaray,A,2.4,3.2,3.0,2.4,3.1,2.9,2014/15,€117.93m,€142.20m
T1,04/01/2015,Erciyesspor,Kasimpasa,A,2.75,3.25,2.55,2.55,3.3,2.6,2014/15,€29.68m,€51.25m
T1,04/01/2015,Eskisehirspor,Gaziantepspor,A,1.75,3.6,4.6,1.8,3.4,4.33,2014/15,€55.63m,€33.75m
T1,04/01/2015,Sivasspor,Karabukspor,H,2.2,3.3,3.25,2.15,3.3,3.2,2014/15,€35.90m,€32.83m
T1,05/01/2015,Balikesirspor,Trabzonspor,D,4.0,3.6,1.85,4.2,3.5,1.8,2014/15,€23.53m,€96.80m
T1,05/01/2015,Mersin Idman Yurdu,Genclerbirligi,D,2.4,3.3,2.9,2.2,3.25,3.1,2014/15,€24.20m,€46.40m
T1,23/01/2015,Konyaspor,Bursaspor,A,2.88,3.3,2.4,2.7,3.1,2.6,2014/15,€32.83m,€80.70m
T1,23/01/2015,Trabzonspor,Sivasspor,H,1.75,3.6,4.5,1.75,3.8,4.0,2014/15,€96.80m,€35.90m
T1,24/01/2015,Akhisar Belediyespor,Eskisehirspor,D,2.88,3.3,2.4,2.6,3.2,2.6,2014/15,€31.10m,€55.63m
T1,24/01/2015,Buyuksehyr,Mersin Idman Yurdu,D,1.62,3.75,5.5,1.67,3.7,4.75,2014/15,€47.20m,€24.20m
T1,24/01/2015,Gaziantepspor,Balikesirspor,H,1.75,3.75,4.5,1.72,3.5,4.6,2014/15,€33.75m,€23.53m
T1,24/01/2015,Kasimpasa,Fenerbahce,A,2.9,3.2,2.45,2.95,3.4,2.25,2014/15,€51.25m,€105.33m
T1,25/01/2015,Galatasaray,Rizespor,H,1.33,5.0,8.5,1.3,5.25,8.5,2014/15,€142.20m,€37.15m
T1,25/01/2015,Karabukspor,Erciyesspor,A,1.83,3.75,4.0,1.91,3.6,3.6,2014/15,€32.83m,€29.68m
T1,26/01/2015,Genclerbirligi,Besiktas,A,3.5,3.4,2.05,3.5,3.25,2.05,2014/15,€46.40m,€117.93m
T1,30/01/2015,Akhisar Belediyespor,Balikesirspor,D,1.73,3.5,5.0,1.7,3.6,4.6,2014/15,€31.10m,€23.53m
T1,30/01/2015,Trabzonspor,Erciyesspor,H,1.55,3.75,6.0,1.6,3.7,5.5,2014/15,€96.80m,€29.68m
T1,31/01/2015,Gaziantepspor,Sivasspor,A,2.5,3.3,2.75,2.45,3.2,2.8,2014/15,€33.75m,€35.90m
T1,31/01/2015,Karabukspor,Fenerbahce,A,4.5,3.5,1.8,4.2,3.4,1.83,2014/15,€32.83m,€105.33m
T1,31/01/2015,Kasimpasa,Buyuksehyr,A,2.1,3.4,3.4,2.1,3.4,3.2,2014/15,€51.25m,€47.20m
T1,01/02/2015,Besiktas,Mersin Idman Yurdu,H,1.36,4.5,9.0,1.36,4.33,8.5,2014/15,€117.93m,€24.20m
T1,01/02/2015,Galatasaray,Bursaspor,D,1.75,3.4,5.0,1.78,3.5,4.33,2014/15,€142.20m,€80.70m
T1,01/02/2015,Genclerbirligi,Rizespor,A,2.15,3.4,3.3,2.0,3.3,3.6,2014/15,€46.40m,€37.15m
T1,01/02/2015,Konyaspor,Eskisehirspor,H,2.38,3.3,2.9,2.35,3.2,2.9,2014/15,€32.83m,€55.63m
T1,06/02/2015,Buyuksehyr,Karabukspor,D,1.75,3.6,4.75,1.72,3.5,4.6,2014/15,€47.20m,€32.83m
T1,07/02/2015,Erciyesspor,Gaziantepspor,A,2.1,3.3,3.5,2.2,3.2,3.2,2014/15,€29.68m,€33.75m
T1,07/02/2015,Fenerbahce,Trabzonspor,D,1.75,3.75,4.33,1.78,3.7,4.1,2014/15,€105.33m,€96.80m
T1,07/02/2015,Sivasspor,Akhisar Belediyespor,H,1.85,3.6,4.0,1.87,3.4,4.0,2014/15,€35.90m,€31.10m
T1,08/02/2015,Balikesirspor,Konyaspor,A,2.9,3.3,2.38,2.7,3.3,2.45,2014/15,€23.53m,€32.83m
T1,08/02/2015,Bursaspor,Genclerbirligi,H,1.45,4.2,7.5,1.5,4.1,5.75,2014/15,€80.70m,€46.40m
T1,08/02/2015,Mersin Idman Yurdu,Kasimpasa,H,2.9,3.3,2.4,2.85,3.2,2.4,2014/15,€24.20m,€51.25m
T1,08/02/2015,Rizespor,Besiktas,A,4.0,3.5,1.91,3.7,3.25,2.0,2014/15,€37.15m,€117.93m
T1,09/02/2015,Eskisehirspor,Galatasaray,A,3.1,3.4,2.25,3.0,3.2,2.3,2014/15,€55.63m,€142.20m
T1,14/02/2015,Akhisar Belediyespor,Erciyesspor,H,2.25,3.25,3.2,2.05,3.3,3.4,2014/15,€31.10m,€29.68m
T1,14/02/2015,Gaziantepspor,Fenerbahce,A,5.0,3.6,1.7,4.1,3.8,1.75,2014/15,€33.75m,€105.33m
T1,14/02/2015,Karabukspor,Kasimpasa,D,2.4,3.25,2.9,2.5,3.2,2.7,2014/15,€32.83m,€51.25m
T1,15/02/2015,Besiktas,Bursaspor,H,2.0,3.4,3.7,2.0,3.4,3.5,2014/15,€117.93m,€80.70m
T1,15/02/2015,Konyaspor,Sivasspor,A,2.25,3.25,3.2,2.45,3.25,2.75,2014/15,€32.83m,€35.90m
T1,15/02/2015,Rizespor,Mersin Idman Yurdu,A,2.38,3.25,3.0,2.3,3.25,2.95,2014/15,€37.15m,€24.20m
T1,15/02/2015,Trabzonspor,Buyuksehyr,H,2.1,3.3,3.5,2.0,3.4,3.5,2014/15,€96.80m,€47.20m
T1,16/02/2015,Galatasaray,Balikesirspor,H,1.22,6.0,13.0,1.22,6.0,10.5,2014/15,€142.20m,€23.53m
T1,16/02/2015,Genclerbirligi,Eskisehirspor,A,2.6,3.2,2.7,2.35,3.2,2.9,2014/15,€46.40m,€55.63m
T1,20/02/2015,Erciyesspor,Konyaspor,H,2.4,3.25,2.9,2.55,2.9,2.95,2014/15,€29.68m,€32.83m
T1,21/02/2015,Bursaspor,Rizespor,D,1.4,4.5,7.5,1.45,4.25,6.25,2014/15,€80.70m,€37.15m
T1,21/02/2015,Buyuksehyr,Gaziantepspor,H,1.62,3.6,6.0,1.62,3.6,5.5,2014/15,€47.20m,€33.75m
T1,21/02/2015,Sivasspor,Galatasaray,A,3.1,3.3,2.3,3.25,3.25,2.15,2014/15,€35.90m,€142.20m
T1,22/02/2015,Balikesirspor,Genclerbirligi,A,2.75,3.3,2.5,2.65,3.2,2.55,2014/15,€23.53m,€46.40m
T1,22/02/2015,Eskisehirspor,Besiktas,H,3.25,3.3,2.2,3.25,3.25,2.15,2014/15,€55.63m,€117.93m
T1,22/02/2015,Kasimpasa,Trabzonspor,D,2.2,3.4,3.2,2.25,3.3,3.0,2014/15,€51.25m,€96.80m
T1,22/02/2015,Mersin Idman Yurdu,Karabukspor,H,2.15,3.25,3.4,2.25,3.2,3.1,2014/15,€24.20m,€32.83m
T1,23/02/2015,Fenerbahce,Akhisar Belediyespor,A,1.29,5.5,9.5,1.28,5.25,9.5,2014/15,€105.33m,€31.10m
T1,27/02/2015,Galatasaray,Erciyesspor,H,1.4,4.5,7.0,1.4,4.5,7.0,2014/15,€142.20m,€29.68m
T1,28/02/2015,Genclerbirligi,Sivasspor,D,2.63,3.3,2.63,2.5,3.2,2.7,2014/15,€46.40m,€35.90m
T1,28/02/2015,Konyaspor,Fenerbahce,D,4.5,3.8,1.73,4.25,3.6,1.75,2014/15,€32.83m,€105.33m
T1,28/02/2015,Rizespor,Eskisehirspor,H,2.6,3.25,2.7,2.45,3.1,2.85,2014/15,€37.15m,€55.63m
T1,01/03/2015,Akhisar Belediyespor,Buyuksehyr,A,3.0,3.4,2.3,2.9,3.2,2.35,2014/15,€31.10m,€47.20m
T1,01/03/2015,Besiktas,Balikesirspor,D,1.3,5.25,9.5,1.33,4.6,9.0,2014/15,€117.93m,€23.53m
T1,01/03/2015,Bursaspor,Mersin Idman Yurdu,H,1.57,4.0,5.75,1.6,4.0,5.0,2014/15,€80.70m,€24.20m
T1,01/03/2015,Gaziantepspor,Kasimpasa,A,2.9,3.3,2.38,2.85,3.1,2.45,2014/15,€33.75m,€51.25m
T1,02/03/2015,Trabzonspor,Karabukspor,H,1.8,3.75,4.2,1.75,3.6,4.25,2014/15,€96.80m,€32.83m
T1,06/03/2015,Kasimpasa,Akhisar Belediyespor,D,1.67,3.75,5.0,1.72,3.6,4.6,2014/15,€51.25m,€31.10m
T1,07/03/2015,Balikesirspor,Rizespor,D,2.8,3.25,2.5,2.8,3.1,2.5,2014/15,€23.53m,€37.15m
T1,07/03/2015,Erciyesspor,Genclerbirligi,A,2.1,3.25,3.75,2.15,3.25,3.25,2014/15,€29.68m,€46.40m
T1,07/03/2015,Eskisehirspor,Bursaspor,D,2.9,3.25,2.4,2.75,3.2,2.45,2014/15,€55.63m,€80.70m
T1,08/03/2015,Buyuksehyr,Konyaspor,D,1.75,3.5,4.75,1.78,3.5,4.25,2014/15,€47.20m,€32.83m
T1,08/03/2015,Fenerbahce,Galatasaray,H,1.75,3.75,4.33,1.91,3.6,3.75,2014/15,€105.33m,€142.20m
T1,08/03/2015,Karabukspor,Gaziantepspor,D,1.91,3.4,4.0,2.0,3.25,3.7,2014/15,€32.83m,€33.75m
T1,08/03/2015,Sivasspor,Besiktas,A,2.75,3.3,2.5,2.8,3.2,2.45,2014/15,€35.90m,€117.93m
T1,09/03/2015,Mersin Idman Yurdu,Trabzonspor,A,2.9,3.4,2.3,2.8,3.3,2.4,2014/15,€24.20m,€96.80m
T1,13/03/2015,Bursaspor,Balikesirspor,H,1.3,5.0,11.0,1.34,4.75,8.25,2014/15,€80.70m,€23.53m
T1,13/03/2015,Konyaspor,Kasimpasa,H,2.7,3.25,2.6,2.65,3.2,2.55,2014/15,€32.83m,€51.25m
T1,14/03/2015,Akhisar Belediyespor,Karabukspor,H,2.63,3.2,2.7,2.5,3.1,2.8,2014/15,€31.10m,€32.83m
T1,14/03/2015,Galatasaray,Buyuksehyr,D,1.73,3.6,4.75,1.78,3.6,4.2,2014/15,€142.20m,€47.20m
T1,14/03/2015,Rizespor,Sivasspor,H,2.4,3.25,2.9,2.5,3.2,2.7,2014/15,€37.15m,€35.90m
T1,15/03/2015,Besiktas,Erciyesspor,H,1.44,4.5,6.5,1.45,4.0,7.0,2014/15,€117.93m,€29.68m
T1,15/03/2015,Eskisehirspor,Mersin Idman Yurdu,H,1.91,3.6,3.8,1.87,3.4,4.0,2014/15,€55.63m,€24.20m
T1,15/03/2015,Genclerbirligi,Fenerbahce,H,6.0,3.8,1.57,5.5,3.7,1.6,2014/15,€46.40m,€105.33m
T1,16/03/2015,Gaziantepspor,Trabzonspor,H,3.6,3.5,2.0,3.4,3.25,2.1,2014/15,€33.75m,€96.80m
T1,20/03/2015,Balikesirspor,Eskisehirspor,H,3.6,3.4,2.05,3.4,3.2,2.1,2014/15,€23.53m,€55.63m
T1,20/03/2015,Karabukspor,Konyaspor,A,2.1,3.4,3.4,2.1,3.2,3.4,2014/15,€32.83m,€32.83m
T1,21/03/2015,Erciyesspor,Rizespor,A,2.5,3.25,2.8,2.4,3.2,2.85,2014/15,€29.68m,€37.15m
T1,21/03/2015,Kasimpasa,Galatasaray,A,2.88,3.2,2.5,2.75,3.3,2.4,2014/15,€51.25m,€142.20m
T1,21/03/2015,Mersin Idman Yurdu,Gaziantepspor,A,1.95,3.5,3.8,1.95,3.25,3.8,2014/15,€24.20m,€33.75m
T1,21/03/2015,Sivasspor,Bursaspor,H,3.1,3.4,2.25,2.75,3.3,2.4,2014/15,€35.90m,€80.70m
T1,22/03/2015,Buyuksehyr,Genclerbirligi,H,1.73,3.5,5.0,1.75,3.5,4.5,2014/15,€47.20m,€46.40m
T1,22/03/2015,Fenerbahce,Besiktas,H,1.7,3.6,5.0,1.75,3.7,4.25,2014/15,€105.33m,€117.93m
T1,22/03/2015,Trabzonspor,Akhisar Belediyespor,H,1.65,3.8,5.25,1.67,3.7,4.75,2014/15,€96.80m,€31.10m
T1,04/04/2015,Balikesirspor,Mersin Idman Yurdu,A,2.9,3.3,2.38,2.85,3.3,2.35,2014/15,€23.53m,€24.20m
T1,04/04/2015,Eskisehirspor,Sivasspor,A,2.2,3.3,3.3,2.1,3.4,3.25,2014/15,€55.63m,€35.90m
T1,04/04/2015,Genclerbirligi,Kasimpasa,H,2.63,3.3,2.63,2.5,3.25,2.7,2014/15,€46.40m,€51.25m
T1,04/04/2015,Rizespor,Fenerbahce,A,5.0,3.75,1.67,4.75,3.75,1.67,2014/15,€37.15m,€105.33m
T1,05/04/2015,Akhisar Belediyespor,Gaziantepspor,H,2.1,3.4,3.4,2.05,3.25,3.5,2014/15,€31.10m,€33.75m
T1,05/04/2015,Bursaspor,Erciyesspor,H,1.5,4.33,6.0,1.55,4.2,5.0,2014/15,€80.70m,€29.68m
T1,05/04/2015,Galatasaray,Karabukspor,H,1.4,4.75,7.0,1.4,4.6,6.75,2014/15,€142.20m,€32.83m
T1,05/04/2015,Konyaspor,Trabzonspor,H,2.63,3.3,2.63,2.7,3.3,2.45,2014/15,€32.83m,€96.80m
T1,06/04/2015,Besiktas,Buyuksehyr,D,1.83,3.5,4.33,1.8,3.5,4.2,2014/15,€117.93m,€47.20m
T1,17/04/2015,Gaziantepspor,Konyaspor,D,2.6,3.2,2.7,2.45,3.2,2.8,2014/15,€33.75m,€32.83m
T1,18/04/2015,Karabukspor,Genclerbirligi,H,2.0,3.3,3.8,2.0,3.4,3.5,2014/15,€32.83m,€46.40m
T1,18/04/2015,Kasimpasa,Besiktas,A,3.0,3.25,2.38,2.85,3.3,2.35,2014/15,€51.25m,€117.93m
T1,19/04/2015,Buyuksehyr,Rizespor,H,1.75,3.6,4.75,1.75,3.6,4.33,2014/15,€47.20m,€37.15m
T1,19/04/2015,Erciyesspor,Eskisehirspor,A,2.9,3.25,2.4,2.75,3.2,2.45,2014/15,€29.68m,€55.63m
T1,19/04/2015,Sivasspor,Balikesirspor,D,1.53,4.0,6.0,1.55,4.0,5.5,2014/15,€35.90m,€23.53m
T1,19/04/2015,Trabzonspor,Galatasaray,H,2.5,3.5,2.63,2.65,3.3,2.5,2014/15,€96.80m,€142.20m
T1,20/04/2015,Fenerbahce,Bursaspor,H,1.62,4.0,5.0,1.57,3.9,5.25,2014/15,€105.33m,€80.70m
T1,20/04/2015,Mersin Idman Yurdu,Akhisar Belediyespor,D,2.2,3.3,3.25,2.15,3.3,3.2,2014/15,€24.20m,€31.10m
T1,24/04/2015,Sivasspor,Mersin Idman Yurdu,A,1.91,3.6,3.8,1.9,3.2,4.1,2014/15,€35.90m,€24.20m
T1,25/04/2015,Bursaspor,Buyuksehyr,H,2.0,3.5,3.6,2.05,3.4,3.3,2014/15,€80.70m,€47.20m
T1,25/04/2015,Eskisehirspor,Fenerbahce,D,4.33,3.75,1.75,4.5,3.3,1.8,2014/15,€55.63m,€105.33m
T1,25/04/2015,Rizespor,Kasimpasa,A,2.3,3.5,2.88,2.35,3.2,2.9,2014/15,€37.15m,€51.25m
T1,26/04/2015,Balikesirspor,Erciyesspor,D,2.3,3.4,3.0,2.45,3.2,2.8,2014/15,€23.53m,€29.68m
T1,26/04/2015,Galatasaray,Gaziantepspor,H,1.3,5.25,9.5,1.3,5.0,9.0,2014/15,€142.20m,€33.75m
T1,26/04/2015,Genclerbirligi,Trabzonspor,D,3.2,3.5,2.15,3.2,3.2,2.2,2014/15,€46.40m,€96.80m
T1,26/04/2015,Konyaspor,Akhisar Belediyespor,H,2.0,3.5,3.6,2.1,3.2,3.4,2014/15,€32.83m,€31.10m
T1,27/04/2015,Besiktas,Karabukspor,H,1.5,4.33,6.0,1.5,4.0,6.0,2014/15,€117.93m,€32.83m
T1,02/05/2015,Buyuksehyr,Eskisehirspor,D,1.83,3.6,4.2,1.87,3.3,4.1,2014/15,€47.20m,€55.63m
T1,02/05/2015,Fenerbahce,Balikesirspor,H,1.17,6.5,17.0,1.17,6.5,14.5,2014/15,€105.33m,€23.53m
T1,02/05/2015,Karabukspor,Rizespor,H,1.91,3.6,3.8,2.0,3.3,3.6,2014/15,€32.83m,€37.15m
T1,02/05/2015,Mersin Idman Yurdu,Konyaspor,H,2.2,3.3,3.3,2.2,3.1,3.25,2014/15,€24.20m,€32.83m
T1,03/05/2015,Gaziantepspor,Genclerbirligi,A,2.5,3.3,2.75,2.35,3.2,2.95,2014/15,€33.75m,€46.40m
T1,03/05/2015,Kasimpasa,Bursaspor,H,2.75,3.4,2.45,2.6,3.4,2.5,2014/15,€51.25m,€80.70m
T1,03/05/2015,Trabzonspor,Besiktas,A,2.55,3.3,2.7,2.55,3.25,2.65,2014/15,€96.80m,€117.93m
T1,04/05/2015,Akhisar Belediyespor,Galatasaray,A,4.0,3.6,1.85,4.1,3.4,1.85,2014/15,€31.10m,€142.20m
T1,04/05/2015,Erciyesspor,Sivasspor,A,2.88,3.4,2.38,2.8,3.3,2.4,2014/15,€29.68m,€35.90m
T1,08/05/2015,Erciyesspor,Mersin Idman Yurdu,D,2.8,3.4,2.45,2.75,3.2,2.45,2014/15,€29.68m,€24.20m
T1,08/05/2015,Eskisehirspor,Kasimpasa,H,2.38,3.3,2.9,2.25,3.2,3.1,2014/15,€55.63m,€51.25m
T1,08/05/2015,Galatasaray,Konyaspor,H,1.2,6.5,13.0,1.2,6.25,11.5,2014/15,€142.20m,€32.83m
T1,09/05/2015,Balikesirspor,Buyuksehyr,A,5.5,3.6,1.67,5.0,3.4,1.7,2014/15,€23.53m,€47.20m
T1,09/05/2015,Bursaspor,Karabukspor,H,1.73,3.6,4.75,1.65,3.9,4.6,2014/15,€80.70m,€32.83m
T1,09/05/2015,Genclerbirligi,Akhisar Belediyespor,D,1.91,3.4,4.0,1.91,3.25,4.0,2014/15,€46.40m,€31.10m
T1,09/05/2015,Sivasspor,Fenerbahce,A,4.75,3.75,1.7,4.75,3.5,1.7,2014/15,€35.90m,€105.33m
T1,10/05/2015,Besiktas,Gaziantepspor,D,1.22,6.0,12.0,1.26,5.75,8.75,2014/15,€117.93m,€33.75m
T1,10/05/2015,Rizespor,Trabzonspor,A,3.1,3.4,2.25,3.1,3.2,2.25,2014/15,€37.15m,€96.80m
T1,12/05/2015,Buyuksehyr,Sivasspor,H,1.55,4.0,6.0,1.57,3.8,5.5,2014/15,€47.20m,€35.90m
T1,12/05/2015,Karabukspor,Eskisehirspor,D,1.83,3.75,4.0,1.83,3.4,4.1,2014/15,€32.83m,€55.63m
T1,12/05/2015,Kasimpasa,Balikesirspor,A,1.44,4.5,6.5,1.5,4.25,5.5,2014/15,€51.25m,€23.53m
T1,12/05/2015,Konyaspor,Genclerbirligi,H,2.2,3.3,3.25,2.15,3.2,3.3,2014/15,€32.83m,€46.40m
T1,12/05/2015,Mersin Idman Yurdu,Galatasaray,A,5.75,4.33,1.45,6.0,4.5,1.44,2014/15,€24.20m,€142.20m
T1,13/05/2015,Fenerbahce,Erciyesspor,D,1.13,8.5,17.0,1.14,7.75,13.5,2014/15,€105.33m,€29.68m
T1,13/05/2015,Gaziantepspor,Rizespor,A,2.88,3.3,2.4,2.9,3.3,2.3,2014/15,€33.75m,€37.15m
T1,13/05/2015,Trabzonspor,Bursaspor,H,2.38,3.4,2.88,2.35,3.3,2.85,2014/15,€96.80m,€80.70m
T1,14/05/2015,Akhisar Belediyespor,Besiktas,D,6.5,4.2,1.5,6.25,4.25,1.45,2014/15,€31.10m,€117.93m
T1,16/05/2015,Balikesirspor,Karabukspor,H,4.2,3.75,1.8,3.8,3.7,1.83,2014/15,€23.53m,€32.83m
T1,16/05/2015,Galatasaray,Genclerbirligi,H,1.22,6.5,11.0,1.25,5.5,10.0,2014/15,€142.20m,€46.40m
T1,16/05/2015,Sivasspor,Kasimpasa,D,2.4,3.5,2.8,2.35,3.4,2.75,2014/15,€35.90m,€51.25m
T1,17/05/2015,Bursaspor,Gaziantepspor,H,1.36,4.75,9.0,1.4,4.6,6.75,2014/15,€80.70m,€33.75m
T1,17/05/2015,Erciyesspor,Buyuksehyr,A,5.5,4.0,1.57,5.0,4.0,1.6,2014/15,€29.68m,€47.20m
T1,17/05/2015,Eskisehirspor,Trabzonspor,H,3.8,3.6,1.91,3.5,3.6,1.95,2014/15,€55.63m,€96.80m
T1,17/05/2015,Mersin Idman Yurdu,Fenerbahce,A,7.5,5.0,1.36,7.5,4.75,1.36,2014/15,€24.20m,€105.33m
T1,18/05/2015,Besiktas,Konyaspor,A,1.2,6.0,15.0,1.17,6.5,13.5,2014/15,€117.93m,€32.83m
T1,18/05/2015,Rizespor,Akhisar Belediyespor,H,2.0,3.5,3.6,2.05,3.4,3.3,2014/15,€37.15m,€31.10m
T1,22/05/2015,Genclerbirligi,Mersin Idman Yurdu,A,2.1,3.4,3.4,2.15,3.3,3.2,2014/15,€46.40m,€24.20m
T1,23/05/2015,Kasimpasa,Erciyesspor,D,1.5,4.33,6.0,1.53,4.1,5.5,2014/15,€51.25m,€29.68m
T1,23/05/2015,Konyaspor,Rizespor,D,1.91,3.4,4.0,1.95,3.4,3.7,2014/15,€32.83m,€37.15m
T1,23/05/2015,Trabzonspor,Balikesirspor,H,1.33,5.0,8.5,1.33,5.0,7.75,2014/15,€96.80m,€23.53m
T1,24/05/2015,Galatasaray,Besiktas,H,1.85,3.75,3.9,1.91,3.4,3.8,2014/15,€142.20m,€117.93m
T1,24/05/2015,Gaziantepspor,Eskisehirspor,H,2.75,3.25,2.55,2.7,3.2,2.5,2014/15,€33.75m,€55.63m
T1,24/05/2015,Karabukspor,Sivasspor,H,2.5,3.5,2.63,2.65,3.3,2.5,2014/15,€32.83m,€35.90m
T1,25/05/2015,Akhisar Belediyespor,Bursaspor,A,5.0,3.75,1.67,4.5,3.8,1.67,2014/15,€31.10m,€80.70m
T1,25/05/2015,Buyuksehyr,Fenerbahce,D,3.3,3.25,2.2,3.2,3.3,2.15,2014/15,€47.20m,€105.33m
T1,29/05/2015,Balikesirspor,Gaziantepspor,D,2.25,3.75,2.8,2.2,3.6,2.85,2014/15,€23.53m,€33.75m
T1,29/05/2015,Besiktas,Genclerbirligi,H,1.95,3.8,3.4,2.0,3.5,3.4,2014/15,€117.93m,€46.40m
T1,29/05/2015,Erciyesspor,Karabukspor,H,2.45,3.5,2.7,2.55,3.4,2.55,2014/15,€29.68m,€32.83m
T1,29/05/2015,Eskisehirspor,Akhisar Belediyespor,A,1.8,3.75,4.2,1.9,3.4,3.9,2014/15,€55.63m,€31.10m
T1,30/05/2015,Bursaspor,Konyaspor,D,1.4,4.75,7.0,1.36,4.75,7.5,2014/15,€80.70m,€32.83m
T1,30/05/2015,Fenerbahce,Kasimpasa,H,1.8,3.6,4.33,1.8,3.8,3.8,2014/15,€105.33m,€51.25m
T1,30/05/2015,Mersin Idman Yurdu,Buyuksehyr,D,6.0,4.33,1.5,6.0,4.0,1.5,2014/15,€24.20m,€47.20m
T1,30/05/2015,Rizespor,Galatasaray,D,3.1,3.5,2.2,3.0,3.6,2.15,2014/15,€37.15m,€142.20m
T1,30/05/2015,Sivasspor,Trabzonspor,D,3.4,3.6,2.05,3.5,3.5,1.95,2014/15,€35.90m,€96.80m
T1,14/08/2015,Fenerbahce,Eskisehirspor,H,1.4,4.75,7.0,1.4,4.6,6.75,2015/16,€168.80m,€38.58m
T1,15/08/2015,Buyuksehyr,Antalyaspor,A,1.7,3.5,5.25,1.78,3.5,4.33,2015/16,€54.10m,€47.55m
T1,15/08/2015,Sivasspor,Galatasaray,D,3.4,3.5,2.05,3.4,3.25,2.1,2015/16,€32.05m,€117.23m
T1,15/08/2015,Trabzonspor,Bursaspor,H,2.25,3.4,3.1,2.25,3.4,2.9,2015/16,€107.30m,€81.00m
T1,16/08/2015,Gaziantepspor,Kasimpasa,A,2.63,3.3,2.6,2.6,3.4,2.5,2015/16,€38.30m,€55.65m
T1,16/08/2015,Konyaspor,Akhisar Belediyespor,D,1.91,3.4,4.0,1.91,3.25,4.0,2015/16,€36.05m,€34.75m
T1,16/08/2015,Mersin Idman Yurdu,Besiktas,A,3.4,3.3,2.15,3.4,3.2,2.1,2015/16,€21.68m,€127.95m
T1,16/08/2015,Osmanlispor,Kayserispor,D,2.3,3.2,3.2,2.3,3.2,3.0,2015/16,€44.60m,€39.35m
T1,17/08/2015,Genclerbirligi,Rizespor,A,2.1,3.3,3.5,2.05,3.3,3.4,2015/16,€37.35m,€36.65m
T1,21/08/2015,Kasimpasa,Buyuksehyr,H,2.38,3.4,2.88,2.3,3.25,2.95,2015/16,€55.65m,€54.10m
