Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
P1,31/03/2019,Rio Ave,AVS,0.0,2.0,A,0.0,1.0,A,2.15,3.25,3.4,2.15,3.25,3.4,2018/19,€34.20m,€14.65m,20.0,17.0,3.0,5.0,13.0,16.0,12.0,7.0,1.0,4.0,0.0,0.0
P1,01/04/2019,Feirense,Setubal,0.0,1.0,A,0.0,0.0,D,2.5,3.2,2.8,2.6,3.2,2.7,2018/19,€12.35m,€17.98m,16.0,9.0,3.0,3.0,13.0,16.0,5.0,5.0,1.0,2.0,1.0,0.0
P1,05/04/2019,Porto,Boavista,2.0,0.0,H,1.0,0.0,H,1.14,8.0,15.0,1.16,7.0,15.0,2018/19,€347.15m,€18.80m,17.0,5.0,7.0,1.0,15.0,17.0,8.0,0.0,0.0,2.0,0.0,0.0
P1,06/04/2019,Belenenses,Santa Clara,1.0,1.0,D,1.0,1.0,D,2.1,3.1,3.8,2.1,3.2,3.6,2018/19,€18.18m,€20.48m,8.0,15.0,2.0,1.0,13.0,17.0,1.0,2.0,2.0,5.0,1.0,0.0
P1,06/04/2019,Guimaraes,Chaves,4.0,0.0,H,3.0,0.0,H,1.61,3.6,6.0,1.62,3.6,5.75,2018/19,€51.80m,€23.55m,13.0,18.0,6.0,6.0,12.0,13.0,4.0,9.0,0.0,1.0,0.0,0.0
P1,06/04/2019,Moreirense,Sp Braga,1.0,0.0,H,0.0,0.0,D,3.6,3.3,2.05,3.75,3.4,1.95,2018/19,€26.50m,€99.00m,8.0,6.0,2.0,2.0,18.0,11.0,8.0,7.0,1.0,1.0,0.0,0.0
P1,06/04/2019,Nacional,AVS,0.0,0.0,D,0.0,0.0,D,2.87,3.1,2.55,2.8,3.2,2.5,2018/19,€11.68m,€14.65m,14.0,9.0,5.0,2.0,10.0,17.0,11.0,5.0,4.0,3.0,1.0,1.0
P1,07/04/2019,Feirense,Benfica,1.0,4.0,A,1.0,2.0,A,15.0,6.0,1.2,13.0,5.75,1.22,2018/19,€12.35m,€383.00m,6.0,18.0,1.0,7.0,14.0,11.0,3.0,5.0,2.0,0.0,0.0,0.0
P1,07/04/2019,Setubal,Maritimo,1.0,0.0,H,1.0,0.0,H,2.1,3.25,3.6,2.15,3.2,3.4,2018/19,€17.98m,€17.68m,13.0,5.0,4.0,2.0,20.0,20.0,8.0,4.0,2.0,1.0,0.0,0.0
P1,07/04/2019,Sp Lisbon,Rio Ave,3.0,0.0,H,2.0,0.0,H,1.33,5.0,8.5,1.33,5.25,8.0,2018/19,€211.18m,€34.20m,12.0,8.0,5.0,3.0,19.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0
P1,08/04/2019,Tondela,Portimonense,3.0,2.0,H,0.0,2.0,A,2.55,3.25,2.75,2.45,3.4,2.75,2018/19,€16.53m,€56.38m,27.0,12.0,8.0,5.0,7.0,13.0,7.0,8.0,2.0,4.0,1.0,0.0
P1,12/04/2019,Chaves,Belenenses,2.0,2.0,D,1.0,1.0,D,2.05,3.2,4.0,2.05,3.2,3.7,2018/19,€23.55m,€18.18m,13.0,22.0,3.0,4.0,12.0,10.0,4.0,4.0,1.0,3.0,2.0,1.0
P1,13/04/2019,AVS,Sp Lisbon,1.0,3.0,A,1.0,2.0,A,5.0,3.8,1.66,4.75,3.6,1.72,2018/19,€14.65m,€211.18m,21.0,13.0,5.0,8.0,19.0,11.0,11.0,3.0,3.0,3.0,0.0,1.0
P1,13/04/2019,Portimonense,Porto,0.0,3.0,A,0.0,1.0,A,7.5,4.0,1.45,6.25,4.33,1.48,2018/19,€56.38m,€347.15m,9.0,11.0,1.0,5.0,14.0,19.0,3.0,7.0,4.0,2.0,0.0,0.0
P1,13/04/2019,Santa Clara,Moreirense,1.0,1.0,D,1.0,1.0,D,2.7,3.2,2.62,2.6,3.25,2.65,2018/19,€20.48m,€26.50m,11.0,16.0,6.0,5.0,18.0,11.0,6.0,4.0,2.0,0.0,0.0,1.0
P1,14/04/2019,Benfica,Setubal,4.0,2.0,H,2.0,1.0,H,1.2,7.0,11.0,1.18,7.0,13.0,2018/19,€383.00m,€17.98m,20.0,15.0,8.0,4.0,18.0,16.0,4.0,5.0,2.0,4.0,0.0,0.0
P1,14/04/2019,Boavista,Nacional,1.0,0.0,H,1.0,0.0,H,1.9,3.25,4.33,1.9,3.5,3.9,2018/19,€18.80m,€11.68m,15.0,14.0,6.0,0.0,19.0,8.0,9.0,10.0,1.0,1.0,0.0,0.0
P1,14/04/2019,Maritimo,Feirense,2.0,0.0,H,2.0,0.0,H,1.7,3.6,5.0,1.72,3.5,5.0,2018/19,€17.68m,€12.35m,8.0,5.0,2.0,2.0,13.0,16.0,2.0,5.0,4.0,8.0,0.0,2.0
P1,14/04/2019,Rio Ave,Guimaraes,2.0,1.0,H,1.0,0.0,H,2.87,3.25,2.45,2.7,3.3,2.5,2018/19,€34.20m,€51.80m,8.0,13.0,7.0,7.0,26.0,16.0,8.0,3.0,4.0,3.0,1.0,0.0
P1,14/04/2019,Sp Braga,Tondela,3.0,0.0,H,1.0,0.0,H,1.33,4.75,9.5,1.33,4.75,9.0,2018/19,€99.00m,€16.53m,20.0,9.0,8.0,0.0,14.0,12.0,5.0,2.0,2.0,2.0,0.0,0.0
P1,19/04/2019,Guimaraes,AVS,0.0,2.0,A,0.0,1.0,A,1.8,3.4,4.75,1.8,3.3,4.75,2018/19,€51.80m,€14.65m,18.0,14.0,4.0,6.0,12.0,14.0,7.0,3.0,0.0,0.0,0.0,0.0
P1,19/04/2019,Nacional,Sp Lisbon,0.0,1.0,A,0.0,0.0,D,5.5,4.2,1.55,5.25,4.2,1.57,2018/19,€11.68m,€211.18m,3.0,23.0,1.0,10.0,8.0,13.0,2.0,9.0,2.0,3.0,0.0,0.0
P1,19/04/2019,Setubal,Portimonense,1.0,1.0,D,0.0,0.0,D,2.3,3.0,3.4,2.25,3.1,3.25,2018/19,€17.98m,€56.38m,10.0,11.0,2.0,5.0,18.0,13.0,6.0,5.0,2.0,4.0,0.0,0.0
P1,19/04/2019,Tondela,Boavista,1.0,0.0,H,1.0,0.0,H,2.15,3.1,3.6,2.15,3.1,3.6,2018/19,€16.53m,€18.80m,19.0,16.0,4.0,4.0,14.0,18.0,4.0,7.0,1.0,3.0,0.0,0.0
P1,20/04/2019,Belenenses,Rio Ave,1.0,3.0,A,0.0,2.0,A,2.15,3.2,3.5,2.15,3.2,3.4,2018/19,€18.18m,€34.20m,16.0,16.0,3.0,7.0,20.0,11.0,5.0,2.0,2.0,1.0,0.0,0.0
P1,20/04/2019,Feirense,Sp Braga,0.0,2.0,A,0.0,0.0,D,7.5,4.33,1.4,7.0,4.33,1.44,2018/19,€12.35m,€99.00m,8.0,21.0,4.0,5.0,13.0,14.0,4.0,9.0,0.0,2.0,0.0,0.0
P1,20/04/2019,Moreirense,Chaves,0.0,1.0,A,0.0,0.0,D,1.9,3.25,4.33,1.85,3.3,4.4,2018/19,€26.50m,€23.55m,18.0,7.0,4.0,2.0,23.0,19.0,5.0,6.0,4.0,3.0,0.0,0.0
P1,20/04/2019,Porto,Santa Clara,1.0,0.0,H,1.0,0.0,H,1.12,8.0,19.0,1.13,7.75,16.5,2018/19,€347.15m,€20.48m,14.0,6.0,5.0,2.0,14.0,13.0,4.0,2.0,2.0,1.0,0.0,0.0
P1,22/04/2019,Benfica,Maritimo,6.0,0.0,H,1.0,0.0,H,1.16,7.0,15.0,1.12,8.5,17.5,2018/19,€383.00m,€17.68m,25.0,1.0,11.0,0.0,8.0,17.0,10.0,1.0,0.0,3.0,0.0,0.0
P1,26/04/2019,Rio Ave,Porto,2.0,2.0,D,0.0,2.0,A,9.5,5.25,1.28,10.0,5.25,1.28,2018/19,€34.20m,€347.15m,10.0,10.0,4.0,4.0,12.0,14.0,3.0,4.0,3.0,1.0,1.0,0.0
P1,27/04/2019,AVS,Belenenses,3.0,0.0,H,0.0,0.0,D,1.85,3.3,4.5,1.83,3.4,4.4,2018/19,€14.65m,€18.18m,14.0,10.0,8.0,3.0,14.0,12.0,6.0,2.0,2.0,4.0,0.0,0.0
P1,27/04/2019,Portimonense,Feirense,1.0,0.0,H,1.0,0.0,H,1.36,4.75,8.0,1.4,4.5,7.25,2018/19,€56.38m,€12.35m,18.0,5.0,6.0,3.0,13.0,12.0,5.0,2.0,2.0,0.0,1.0,1.0
P1,27/04/2019,Santa Clara,Setubal,0.0,0.0,D,0.0,0.0,D,2.2,3.2,3.3,2.25,3.1,3.3,2018/19,€20.48m,€17.98m,10.0,9.0,4.0,2.0,14.0,21.0,2.0,3.0,3.0,3.0,0.0,0.0
P1,27/04/2019,Sp Lisbon,Guimaraes,2.0,0.0,H,1.0,0.0,H,1.4,5.0,6.5,1.4,4.75,7.0,2018/19,€211.18m,€51.80m,24.0,10.0,7.0,1.0,17.0,7.0,7.0,4.0,0.0,1.0,0.0,0.0
P1,28/04/2019,Boavista,Moreirense,3.0,1.0,H,1.0,0.0,H,2.3,3.2,3.2,2.4,3.1,3.0,2018/19,€18.80m,€26.50m,8.0,7.0,4.0,4.0,12.0,14.0,6.0,4.0,2.0,3.0,0.0,0.0
P1,28/04/2019,Chaves,Nacional,4.0,1.0,H,2.0,1.0,H,1.8,3.4,4.75,1.83,3.75,3.9,2018/19,€23.55m,€11.68m,12.0,17.0,4.0,4.0,17.0,15.0,1.0,11.0,2.0,2.0,0.0,0.0
P1,28/04/2019,Maritimo,Tondela,2.0,0.0,H,1.0,0.0,H,2.2,3.25,3.25,2.2,3.2,3.25,2018/19,€17.68m,€16.53m,8.0,9.0,2.0,3.0,9.0,7.0,3.0,11.0,2.0,0.0,0.0,0.0
P1,28/04/2019,Sp Braga,Benfica,1.0,4.0,A,1.0,0.0,H,5.25,3.75,1.65,4.75,3.9,1.65,2018/19,€99.00m,€383.00m,12.0,17.0,3.0,9.0,14.0,16.0,5.0,5.0,4.0,6.0,0.0,0.0
P1,03/05/2019,Moreirense,Rio Ave,1.0,2.0,A,1.0,1.0,D,2.25,3.5,3.0,2.3,3.4,2.9,2018/19,€26.50m,€34.20m,14.0,6.0,6.0,2.0,16.0,21.0,5.0,1.0,2.0,3.0,0.0,0.0
P1,04/05/2019,Benfica,Portimonense,5.0,1.0,H,0.0,0.0,D,1.12,8.5,17.0,1.1,9.0,20.0,2018/19,€383.00m,€56.38m,19.0,11.0,12.0,5.0,10.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0
P1,04/05/2019,Feirense,Chaves,4.0,4.0,D,2.0,1.0,H,5.0,3.8,1.66,4.6,3.75,1.7,2018/19,€12.35m,€23.55m,12.0,13.0,6.0,7.0,20.0,20.0,5.0,4.0,5.0,1.0,0.0,0.0
P1,04/05/2019,Maritimo,Sp Braga,1.0,0.0,H,0.0,0.0,D,4.33,3.75,1.75,4.1,3.7,1.8,2018/19,€17.68m,€99.00m,6.0,20.0,3.0,5.0,10.0,10.0,3.0,13.0,0.0,1.0,1.0,0.0
P1,04/05/2019,Porto,AVS,4.0,0.0,H,2.0,0.0,H,1.16,7.5,13.0,1.14,7.5,17.0,2018/19,€347.15m,€14.65m,19.0,7.0,11.0,1.0,14.0,16.0,6.0,3.0,1.0,2.0,0.0,0.0
P1,05/05/2019,Belenenses,Sp Lisbon,1.0,8.0,A,0.0,2.0,A,7.0,4.75,1.4,6.0,4.4,1.48,2018/19,€18.18m,€211.18m,9.0,21.0,3.0,10.0,10.0,17.0,2.0,0.0,2.0,2.0,1.0,0.0
P1,05/05/2019,Guimaraes,Nacional,2.0,2.0,D,1.0,0.0,H,1.5,4.0,7.0,1.57,4.1,5.25,2018/19,€51.80m,€11.68m,10.0,12.0,5.0,5.0,13.0,25.0,4.0,7.0,5.0,5.0,1.0,0.0
P1,05/05/2019,Tondela,Santa Clara,1.0,3.0,A,0.0,1.0,A,1.72,3.6,4.75,1.75,3.75,4.25,2018/19,€16.53m,€20.48m,15.0,10.0,7.0,4.0,18.0,11.0,8.0,3.0,1.0,3.0,0.0,0.0
P1,06/05/2019,Setubal,Boavista,0.0,3.0,A,0.0,0.0,D,2.3,3.0,3.4,2.35,2.9,3.3,2018/19,€17.98m,€18.80m,11.0,12.0,2.0,5.0,16.0,24.0,6.0,3.0,3.0,2.0,3.0,0.0
P1,10/05/2019,AVS,Moreirense,0.0,1.0,A,0.0,0.0,D,2.2,3.2,3.4,2.1,3.3,3.4,2018/19,€14.65m,€26.50m,12.0,7.0,4.0,3.0,8.0,17.0,4.0,5.0,2.0,2.0,0.0,0.0
P1,11/05/2019,Boavista,Sp Braga,4.0,2.0,H,3.0,2.0,H,4.5,3.75,1.75,4.75,3.7,1.7,2018/19,€18.80m,€99.00m,14.0,25.0,6.0,9.0,19.0,23.0,2.0,9.0,4.0,1.0,0.0,0.0
P1,11/05/2019,Portimonense,Maritimo,3.0,2.0,H,1.0,2.0,A,1.8,3.6,4.5,1.83,3.6,4.1,2018/19,€56.38m,€17.68m,16.0,6.0,5.0,3.0,13.0,18.0,3.0,3.0,0.0,2.0,0.0,0.0
P1,11/05/2019,Santa Clara,Feirense,4.0,4.0,D,2.0,3.0,A,1.45,4.5,6.5,1.48,4.1,6.75,2018/19,€20.48m,€12.35m,11.0,9.0,5.0,6.0,13.0,18.0,6.0,7.0,1.0,2.0,0.0,0.0
P1,11/05/2019,Sp Lisbon,Tondela,1.0,1.0,D,1.0,0.0,H,1.3,5.5,8.5,1.3,5.5,8.25,2018/19,€211.18m,€16.53m,17.0,15.0,6.0,4.0,16.0,18.0,5.0,7.0,4.0,6.0,1.0,0.0
P1,12/05/2019,Chaves,Setubal,1.0,2.0,A,0.0,2.0,A,1.7,3.6,5.0,1.75,3.5,4.75,2018/19,€23.55m,€17.98m,9.0,8.0,2.0,4.0,21.0,14.0,7.0,6.0,4.0,4.0,0.0,0.0
P1,12/05/2019,Guimaraes,Belenenses,5.0,1.0,H,0.0,0.0,D,1.45,4.75,6.0,1.48,4.33,6.0,2018/19,€51.80m,€18.18m,14.0,8.0,8.0,2.0,8.0,18.0,6.0,1.0,1.0,2.0,0.0,0.0
P1,12/05/2019,Nacional,Porto,0.0,4.0,A,0.0,2.0,A,13.0,7.5,1.16,12.5,6.5,1.19,2018/19,€11.68m,€347.15m,11.0,17.0,3.0,6.0,15.0,17.0,5.0,4.0,1.0,0.0,0.0,0.0
P1,12/05/2019,Rio Ave,Benfica,2.0,3.0,A,0.0,2.0,A,12.0,7.0,1.18,12.0,7.0,1.19,2018/19,€34.20m,€383.00m,12.0,13.0,6.0,6.0,9.0,11.0,5.0,2.0,3.0,4.0,0.0,0.0
P1,16/05/2019,Belenenses,Nacional,3.0,0.0,H,1.0,0.0,H,1.95,3.5,3.75,2.0,3.5,3.5,2018/19,€18.18m,€11.68m,9.0,18.0,5.0,4.0,17.0,15.0,5.0,7.0,2.0,3.0,0.0,0.0
P1,17/05/2019,Sp Braga,Portimonense,2.0,0.0,H,1.0,0.0,H,1.3,5.5,8.5,1.33,5.0,8.25,2018/19,€99.00m,€56.38m,13.0,7.0,7.0,1.0,17.0,25.0,5.0,3.0,1.0,2.0,0.0,0.0
P1,18/05/2019,Benfica,Santa Clara,4.0,1.0,H,3.0,0.0,H,1.08,11.0,21.0,1.06,10.5,29.0,2018/19,€383.00m,€20.48m,21.0,17.0,8.0,3.0,10.0,3.0,4.0,8.0,0.0,1.0,0.0,0.0
P1,18/05/2019,Feirense,AVS,2.0,1.0,H,0.0,1.0,A,2.7,3.2,2.7,2.8,3.25,2.45,2018/19,€12.35m,€14.65m,17.0,15.0,8.0,4.0,20.0,14.0,5.0,4.0,3.0,1.0,0.0,0.0
P1,18/05/2019,Maritimo,Boavista,0.0,1.0,A,0.0,1.0,A,2.4,3.0,3.2,2.4,3.0,3.1,2018/19,€17.68m,€18.80m,17.0,9.0,5.0,3.0,18.0,16.0,7.0,3.0,1.0,3.0,0.0,0.0
P1,18/05/2019,Porto,Sp Lisbon,2.0,1.0,H,0.0,0.0,D,1.44,4.75,6.5,1.44,4.5,6.5,2018/19,€347.15m,€211.18m,29.0,2.0,8.0,1.0,18.0,11.0,17.0,1.0,4.0,4.0,1.0,1.0
P1,18/05/2019,Setubal,Rio Ave,1.0,3.0,A,0.0,0.0,D,2.4,3.3,2.87,2.5,3.4,2.65,2018/19,€17.98m,€34.20m,9.0,15.0,4.0,7.0,17.0,19.0,4.0,7.0,1.0,2.0,0.0,0.0
P1,19/05/2019,Moreirense,Guimaraes,1.0,3.0,A,1.0,1.0,D,2.6,3.0,2.9,2.55,3.1,2.8,2018/19,€26.50m,€51.80m,16.0,14.0,6.0,6.0,23.0,17.0,12.0,2.0,3.0,2.0,0.0,0.0
P1,19/05/2019,Tondela,Chaves,5.0,2.0,H,4.0,2.0,H,2.1,3.4,3.4,2.05,3.5,3.4,2018/19,€16.53m,€23.55m,13.0,18.0,7.0,5.0,19.0,29.0,6.0,3.0,5.0,3.0,0.0,0.0
P1,09/08/2019,Portimonense,Belenenses,0.0,0.0,D,0.0,0.0,D,1.9,3.2,4.33,2.0,3.3,3.75,2019/20,€23.00m,€15.08m,16.0,8.0,5.0,2.0,19.0,15.0,5.0,5.0,1.0,1.0,0.0,0.0
P1,10/08/2019,Santa Clara,Famalicao,0.0,2.0,A,0.0,1.0,A,2.0,3.3,3.75,2.0,3.3,3.7,2019/20,€14.70m,€38.95m,22.0,14.0,6.0,6.0,14.0,22.0,14.0,6.0,0.0,3.0,0.0,0.0
P1,10/08/2019,Gil Vicente,Porto,2.0,1.0,H,0.0,0.0,D,11.0,5.0,1.28,10.0,5.75,1.25,2019/20,€12.23m,€224.45m,13.0,16.0,7.0,5.0,15.0,19.0,4.0,6.0,3.0,3.0,0.0,0.0
P1,10/08/2019,Benfica,Pacos Ferreira,5.0,0.0,H,2.0,0.0,H,1.16,7.5,13.0,1.12,8.25,17.5,2019/20,€312.70m,€14.35m,15.0,7.0,7.0,0.0,15.0,11.0,10.0,3.0,0.0,4.0,0.0,1.0
P1,11/08/2019,Boavista,AVS,2.0,1.0,H,1.0,1.0,D,2.2,3.2,3.5,2.2,3.1,3.4,2019/20,€14.78m,€14.18m,8.0,17.0,3.0,2.0,24.0,20.0,3.0,8.0,5.0,3.0,0.0,0.0
P1,11/08/2019,Maritimo,Sp Lisbon,1.0,1.0,D,1.0,1.0,D,5.5,3.75,1.61,5.25,3.8,1.62,2019/20,€16.25m,€175.53m,10.0,17.0,3.0,2.0,14.0,14.0,2.0,8.0,4.0,4.0,0.0,0.0
P1,11/08/2019,Sp Braga,Moreirense,3.0,1.0,H,1.0,0.0,H,1.4,4.2,9.0,1.44,4.2,7.5,2019/20,€102.90m,€14.55m,19.0,11.0,9.0,4.0,14.0,11.0,7.0,4.0,2.0,2.0,0.0,0.0
P1,12/08/2019,Setubal,Tondela,0.0,0.0,D,0.0,0.0,D,2.2,3.2,3.4,2.15,3.1,3.2,2019/20,€13.75m,€13.28m,7.0,7.0,4.0,2.0,23.0,18.0,3.0,3.0,7.0,2.0,1.0,0.0
P1,16/08/2019,Famalicao,Rio Ave,1.0,0.0,H,0.0,0.0,D,3.0,3.2,2.4,2.75,3.2,2.55,2019/20,€38.95m,€20.95m,16.0,13.0,4.0,1.0,16.0,16.0,5.0,2.0,3.0,5.0,0.0,1.0
P1,17/08/2019,Moreirense,Gil Vicente,3.0,0.0,H,2.0,0.0,H,2.15,3.4,3.25,2.15,3.2,3.4,2019/20,€14.55m,€12.23m,12.0,16.0,4.0,2.0,17.0,16.0,3.0,5.0,0.0,3.0,0.0,0.0
P1,17/08/2019,Belenenses,Benfica,0.0,2.0,A,0.0,0.0,D,15.0,7.0,1.16,13.5,7.0,1.17,2019/20,€15.08m,€312.70m,7.0,21.0,1.0,5.0,11.0,10.0,5.0,4.0,7.0,1.0,0.0,0.0
P1,17/08/2019,Porto,Setubal,4.0,0.0,H,2.0,0.0,H,1.16,7.5,13.0,1.16,7.0,15.5,2019/20,€224.45m,€13.75m,23.0,6.0,10.0,5.0,16.0,16.0,7.0,0.0,0.0,2.0,0.0,0.0
P1,18/08/2019,AVS,Maritimo,3.0,1.0,H,2.0,1.0,H,2.3,3.2,3.2,2.3,3.1,3.25,2019/20,€14.18m,€16.25m,11.0,10.0,4.0,1.0,25.0,14.0,4.0,6.0,2.0,4.0,0.0,0.0
P1,18/08/2019,Pacos Ferreira,Santa Clara,0.0,1.0,A,0.0,1.0,A,2.37,3.3,2.9,2.35,3.2,3.0,2019/20,€14.35m,€14.70m,19.0,6.0,3.0,3.0,24.0,20.0,8.0,3.0,3.0,1.0,0.0,0.0
P1,18/08/2019,Guimaraes,Boavista,1.0,1.0,D,1.0,0.0,H,1.6,3.6,6.0,1.65,3.75,5.0,2019/20,€65.15m,€14.78m,16.0,5.0,4.0,2.0,14.0,13.0,4.0,2.0,3.0,3.0,0.0,0.0
P1,18/08/2019,Sp Lisbon,Sp Braga,2.0,1.0,H,2.0,0.0,H,1.95,3.3,4.0,1.95,3.4,3.75,2019/20,€175.53m,€102.90m,11.0,21.0,6.0,7.0,13.0,16.0,2.0,7.0,3.0,5.0,0.0,0.0
P1,19/08/2019,Tondela,Portimonense,1.0,2.0,A,0.0,2.0,A,2.7,3.4,2.5,2.65,3.3,2.55,2019/20,€13.28m,€23.00m,8.0,14.0,3.0,6.0,11.0,16.0,6.0,3.0,1.0,1.0,0.0,0.0
P1,23/08/2019,Setubal,Moreirense,0.0,0.0,D,0.0,0.0,D,2.5,3.0,3.0,2.55,3.1,2.85,2019/20,€13.75m,€14.55m,18.0,5.0,1.0,2.0,18.0,27.0,9.0,5.0,3.0,1.0,0.0,0.0
P1,23/08/2019,Rio Ave,AVS,5.0,1.0,H,2.0,0.0,H,1.75,3.4,5.25,1.83,3.5,4.25,2019/20,€20.95m,€14.18m,17.0,7.0,9.0,1.0,17.0,15.0,3.0,6.0,0.0,3.0,0.0,0.0
P1,24/08/2019,Benfica,Porto,0.0,2.0,A,0.0,1.0,A,1.9,3.25,4.33,1.9,3.5,3.9,2019/20,€312.70m,€224.45m,6.0,11.0,1.0,5.0,15.0,12.0,5.0,4.0,2.0,5.0,0.0,0.0
P1,24/08/2019,Boavista,Pacos Ferreira,1.0,1.0,D,1.0,1.0,D,2.1,3.1,3.8,2.0,3.25,3.8,2019/20,€14.78m,€14.35m,15.0,14.0,2.0,5.0,17.0,17.0,6.0,8.0,5.0,2.0,0.0,0.0
P1,25/08/2019,Maritimo,Tondela,2.0,3.0,A,0.0,1.0,A,1.95,3.1,4.33,1.95,3.3,3.9,2019/20,€16.25m,€13.28m,15.0,10.0,5.0,7.0,11.0,13.0,4.0,6.0,2.0,5.0,0.0,0.0
P1,25/08/2019,Santa Clara,Belenenses,0.0,0.0,D,0.0,0.0,D,2.05,3.2,3.75,2.15,3.1,3.6,2019/20,€14.70m,€15.08m,15.0,6.0,3.0,1.0,10.0,12.0,9.0,2.0,2.0,1.0,0.0,0.0
P1,25/08/2019,Portimonense,Sp Lisbon,1.0,3.0,A,1.0,2.0,A,4.5,3.5,1.8,4.25,3.4,1.85,2019/20,€23.00m,€175.53m,16.0,11.0,2.0,6.0,16.0,13.0,3.0,6.0,1.0,0.0,0.0,0.0
P1,25/08/2019,Gil Vicente,Sp Braga,1.0,1.0,D,0.0,1.0,A,4.75,3.5,1.75,5.0,3.6,1.7,2019/20,€12.23m,€102.90m,15.0,8.0,6.0,4.0,13.0,13.0,5.0,1.0,2.0,2.0,0.0,0.0
P1,25/08/2019,Guimaraes,Famalicao,1.0,1.0,D,0.0,0.0,D,1.72,3.5,5.0,1.7,3.6,5.0,2019/20,€65.15m,€38.95m,18.0,15.0,4.0,3.0,16.0,12.0,12.0,5.0,4.0,1.0,0.0,0.0
P1,30/08/2019,Moreirense,Portimonense,1.0,0.0,H,1.0,0.0,H,2.2,3.25,3.25,2.35,3.3,2.95,2019/20,€14.55m,€23.00m,9.0,10.0,3.0,2.0,21.0,23.0,0.0,3.0,2.0,5.0,0.0,1.0
P1,30/08/2019,Belenenses,Boavista,0.0,1.0,A,0.0,0.0,D,2.5,3.0,3.0,2.4,3.1,3.0,2019/20,€15.08m,€14.78m,9.0,12.0,3.0,7.0,17.0,20.0,5.0,1.0,3.0,4.0,1.0,0.0
P1,31/08/2019,AVS,Famalicao,2.0,3.0,A,1.0,1.0,D,2.45,3.1,3.0,2.4,3.3,2.85,2019/20,€14.18m,€38.95m,18.0,12.0,6.0,7.0,21.0,11.0,4.0,7.0,5.0,3.0,1.0,1.0
P1,31/08/2019,Pacos Ferreira,Maritimo,0.0,1.0,A,0.0,0.0,D,2.05,3.2,3.75,2.0,3.3,3.7,2019/20,€14.35m,€16.25m,21.0,9.0,3.0,2.0,19.0,15.0,7.0,0.0,1.0,4.0,0.0,1.0
P1,31/08/2019,Sp Lisbon,Rio Ave,2.0,3.0,A,1.0,1.0,D,1.36,4.75,8.5,1.36,4.75,8.0,2019/20,€175.53m,€20.95m,9.0,6.0,5.0,3.0,18.0,14.0,1.0,2.0,2.0,2.0,1.0,0.0
P1,31/08/2019,Gil Vicente,Setubal,0.0,0.0,D,0.0,0.0,D,2.15,3.0,3.7,2.2,3.2,3.25,2019/20,€12.23m,€13.75m,15.0,8.0,2.0,3.0,16.0,18.0,7.0,6.0,3.0,6.0,0.0,0.0
P1,01/09/2019,Tondela,Santa Clara,0.0,0.0,D,0.0,0.0,D,2.3,3.0,3.4,2.35,3.2,3.0,2019/20,€13.28m,€14.70m,11.0,13.0,4.0,4.0,9.0,11.0,7.0,10.0,2.0,2.0,1.0,0.0
P1,01/09/2019,Porto,Guimaraes,3.0,0.0,H,1.0,0.0,H,1.16,7.0,15.0,1.16,7.25,14.0,2019/20,€224.45m,€65.15m,18.0,8.0,10.0,3.0,19.0,7.0,7.0,5.0,3.0,3.0,0.0,2.0
P1,01/09/2019,Sp Braga,Benfica,0.0,4.0,A,0.0,1.0,A,6.0,3.75,1.6,5.25,3.7,1.65,2019/20,€102.90m,€312.70m,11.0,12.0,2.0,6.0,10.0,16.0,4.0,5.0,2.0,1.0,0.0,0.0
P1,08/09/2019,Rio Ave,Guimaraes,1.0,1.0,D,1.0,1.0,D,1.85,3.5,4.2,1.87,3.5,4.0,2019/20,€20.95m,€65.15m,6.0,15.0,2.0,5.0,13.0,16.0,5.0,8.0,2.0,2.0,1.0,0.0
P1,13/09/2019,Setubal,Sp Braga,1.0,0.0,H,0.0,0.0,D,5.0,3.5,1.75,5.0,3.5,1.72,2019/20,€13.75m,€102.90m,7.0,22.0,4.0,6.0,13.0,11.0,1.0,7.0,1.0,4.0,0.0,1.0
P1,14/09/2019,Famalicao,Pacos Ferreira,4.0,2.0,H,1.0,0.0,H,2.05,3.3,3.6,2.1,3.25,3.5,2019/20,€38.95m,€14.35m,11.0,15.0,5.0,3.0,20.0,18.0,1.0,9.0,3.0,2.0,0.0,0.0
P1,14/09/2019,Benfica,Gil Vicente,2.0,0.0,H,1.0,0.0,H,1.12,8.0,21.0,1.11,8.25,20.0,2019/20,€312.70m,€12.23m,13.0,8.0,4.0,1.0,13.0,14.0,9.0,7.0,1.0,4.0,0.0,0.0
P1,14/09/2019,Guimaraes,AVS,5.0,1.0,H,2.0,1.0,H,1.53,4.0,6.0,1.55,4.0,5.75,2019/20,€65.15m,€14.18m,18.0,12.0,8.0,2.0,12.0,15.0,9.0,6.0,3.0,2.0,0.0,0.0
