Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
P1,24/10/2022,Rio Ave,Portimonense,1.0,0.0,H,1.0,0.0,H,2.45,3.3,2.7,2.45,3.1,2.85,2022/23,€17.80m,€31.58m,11.0,12.0,4.0,3.0,13.0,15.0,3.0,2.0,3.0,1.0,0.0,1.0
P1,28/10/2022,Pacos Ferreira,Maritimo,0.0,1.0,A,0.0,1.0,A,2.25,3.2,3.3,2.25,3.2,3.2,2022/23,€28.13m,€16.53m,10.0,16.0,4.0,7.0,26.0,12.0,6.0,10.0,2.0,4.0,0.0,0.0
P1,29/10/2022,Santa Clara,Porto,1.0,1.0,D,0.0,1.0,A,7.5,4.5,1.4,7.25,4.5,1.41,2022/23,€23.70m,€284.55m,9.0,15.0,5.0,4.0,13.0,13.0,5.0,6.0,4.0,1.0,0.0,0.0
P1,29/10/2022,Benfica,Chaves,5.0,0.0,H,3.0,0.0,H,1.18,7.0,13.0,1.17,7.5,14.0,2022/23,€477.58m,€17.75m,18.0,7.0,9.0,2.0,16.0,12.0,13.0,2.0,2.0,2.0,0.0,0.0
P1,29/10/2022,Arouca,Sp Lisbon,1.0,0.0,H,0.0,0.0,D,7.0,4.2,1.45,6.75,4.33,1.46,2022/23,€21.00m,€366.60m,10.0,21.0,5.0,7.0,12.0,6.0,4.0,11.0,5.0,3.0,0.0,0.0
P1,30/10/2022,Boavista,Vizela,2.0,2.0,D,1.0,2.0,A,2.4,3.25,2.87,2.45,3.2,2.8,2022/23,€28.85m,€18.48m,12.0,7.0,4.0,5.0,8.0,20.0,6.0,1.0,3.0,7.0,0.0,1.0
P1,30/10/2022,Portimonense,Estoril,1.0,1.0,D,0.0,1.0,A,2.37,3.3,3.0,2.35,3.1,3.0,2022/23,€31.58m,€36.15m,23.0,10.0,7.0,5.0,22.0,15.0,11.0,7.0,5.0,7.0,0.0,1.0
P1,30/10/2022,Casa Pia,Rio Ave,1.0,0.0,H,0.0,0.0,D,2.0,3.2,3.8,2.05,3.1,3.7,2022/23,€17.30m,€17.80m,11.0,9.0,2.0,0.0,18.0,21.0,3.0,4.0,2.0,3.0,0.0,0.0
P1,30/10/2022,Gil Vicente,Sp Braga,0.0,1.0,A,0.0,0.0,D,4.5,3.8,1.72,4.2,3.7,1.77,2022/23,€46.85m,€150.75m,8.0,14.0,3.0,6.0,17.0,16.0,5.0,8.0,4.0,3.0,0.0,0.0
P1,31/10/2022,Guimaraes,Famalicao,3.0,2.0,H,1.0,0.0,H,1.95,3.6,3.5,2.05,3.2,3.75,2022/23,€72.40m,€51.85m,13.0,9.0,6.0,4.0,19.0,20.0,1.0,7.0,4.0,5.0,0.0,0.0
P1,04/11/2022,Gil Vicente,Portimonense,1.0,2.0,A,1.0,1.0,D,2.2,3.25,3.2,2.2,3.4,3.1,2022/23,€46.85m,€31.58m,19.0,17.0,6.0,7.0,12.0,12.0,4.0,3.0,2.0,1.0,0.0,0.0
P1,05/11/2022,Vizela,Arouca,0.0,1.0,A,0.0,1.0,A,1.9,3.25,4.5,1.93,3.2,4.0,2022/23,€18.48m,€21.00m,25.0,7.0,6.0,2.0,5.0,14.0,11.0,2.0,1.0,4.0,0.0,0.0
P1,05/11/2022,Porto,Pacos Ferreira,4.0,0.0,H,3.0,0.0,H,1.12,8.0,21.0,1.12,8.75,21.0,2022/23,€284.55m,€28.13m,18.0,9.0,7.0,3.0,16.0,8.0,4.0,6.0,2.0,3.0,0.0,0.0
P1,05/11/2022,Sp Lisbon,Guimaraes,3.0,0.0,H,2.0,0.0,H,1.33,5.25,8.0,1.33,5.0,8.5,2022/23,€366.60m,€72.40m,17.0,3.0,6.0,0.0,17.0,10.0,11.0,3.0,1.0,5.0,0.0,1.0
P1,06/11/2022,Rio Ave,Boavista,1.0,0.0,H,0.0,0.0,D,2.45,3.1,3.0,2.35,3.1,3.1,2022/23,€17.80m,€28.85m,7.0,7.0,1.0,1.0,11.0,13.0,4.0,4.0,3.0,2.0,0.0,0.0
P1,06/11/2022,Maritimo,Famalicao,0.0,0.0,D,0.0,0.0,D,2.75,3.2,2.55,2.7,3.2,2.55,2022/23,€16.53m,€51.85m,17.0,13.0,3.0,3.0,19.0,14.0,7.0,6.0,2.0,2.0,0.0,0.0
P1,06/11/2022,Sp Braga,Casa Pia,0.0,1.0,A,0.0,1.0,A,1.4,5.0,7.0,1.41,4.6,7.0,2022/23,€150.75m,€17.30m,28.0,12.0,8.0,3.0,14.0,14.0,7.0,1.0,2.0,3.0,0.0,0.0
P1,06/11/2022,Estoril,Benfica,1.0,5.0,A,0.0,3.0,A,8.5,5.75,1.3,8.75,5.5,1.31,2022/23,€36.15m,€477.58m,8.0,18.0,3.0,7.0,13.0,9.0,2.0,11.0,0.0,0.0,0.0,0.0
P1,07/11/2022,Chaves,Santa Clara,0.0,0.0,D,0.0,0.0,D,2.3,3.25,3.1,2.3,3.2,3.1,2022/23,€17.75m,€23.70m,13.0,18.0,4.0,2.0,12.0,12.0,4.0,6.0,4.0,4.0,0.0,0.0
P1,12/11/2022,Arouca,Rio Ave,0.0,1.0,A,0.0,0.0,D,2.25,3.2,3.25,2.25,3.1,3.2,2022/23,€21.00m,€17.80m,11.0,9.0,0.0,5.0,12.0,15.0,10.0,4.0,5.0,4.0,0.0,0.0
P1,13/11/2022,Guimaraes,Maritimo,1.0,0.0,H,0.0,0.0,D,1.66,3.6,5.25,1.71,3.6,4.8,2022/23,€72.40m,€16.53m,12.0,6.0,4.0,3.0,12.0,16.0,1.0,6.0,1.0,2.0,0.0,0.0
P1,13/11/2022,Pacos Ferreira,Vizela,0.0,2.0,A,0.0,0.0,D,3.1,3.2,2.37,2.95,3.2,2.35,2022/23,€28.13m,€18.48m,14.0,21.0,5.0,9.0,12.0,17.0,9.0,7.0,1.0,4.0,0.0,0.0
P1,13/11/2022,Benfica,Gil Vicente,3.0,1.0,H,2.0,1.0,H,1.14,8.5,15.0,1.14,8.5,16.5,2022/23,€477.58m,€46.85m,17.0,4.0,6.0,2.0,13.0,12.0,6.0,0.0,1.0,1.0,0.0,0.0
P1,13/11/2022,Casa Pia,Chaves,1.0,2.0,A,1.0,0.0,H,2.0,3.4,3.75,2.05,3.3,3.5,2022/23,€17.30m,€17.75m,14.0,13.0,4.0,4.0,15.0,12.0,2.0,0.0,4.0,1.0,0.0,0.0
P1,13/11/2022,Portimonense,Sp Braga,1.0,2.0,A,1.0,0.0,H,5.0,3.75,1.66,5.0,3.7,1.68,2022/23,€31.58m,€150.75m,14.0,22.0,5.0,10.0,9.0,8.0,2.0,8.0,2.0,5.0,0.0,2.0
P1,13/11/2022,Famalicao,Sp Lisbon,1.0,2.0,A,0.0,2.0,A,5.5,3.75,1.65,5.0,3.8,1.65,2022/23,€51.85m,€366.60m,11.0,21.0,2.0,8.0,14.0,17.0,3.0,5.0,4.0,7.0,0.0,0.0
P1,14/11/2022,Santa Clara,Estoril,3.0,1.0,H,2.0,1.0,H,2.25,3.2,3.2,2.35,3.2,3.0,2022/23,€23.70m,€36.15m,15.0,16.0,9.0,1.0,19.0,15.0,6.0,7.0,3.0,1.0,0.0,0.0
P1,23/12/2022,Rio Ave,Maritimo,1.0,1.0,D,1.0,1.0,D,2.0,3.5,3.8,1.98,3.25,3.8,2022/23,€17.80m,€16.53m,19.0,8.0,5.0,1.0,18.0,19.0,5.0,5.0,1.0,1.0,0.0,0.0
P1,28/12/2022,Portimonense,Casa Pia,1.0,2.0,A,1.0,1.0,D,2.38,3.1,3.1,2.3,3.2,3.0,2022/23,€31.58m,€17.30m,6.0,20.0,2.0,7.0,22.0,10.0,1.0,11.0,4.0,3.0,0.0,0.0
P1,28/12/2022,Porto,Arouca,5.0,1.0,H,3.0,0.0,H,1.11,8.0,23.0,1.14,8.0,17.5,2022/23,€284.55m,€21.00m,16.0,8.0,11.0,2.0,13.0,14.0,5.0,3.0,1.0,3.0,0.0,0.0
P1,29/12/2022,Gil Vicente,Santa Clara,1.0,0.0,H,1.0,0.0,H,2.15,3.2,3.5,2.15,3.2,3.4,2022/23,€46.85m,€23.70m,14.0,10.0,5.0,1.0,17.0,14.0,4.0,9.0,3.0,2.0,0.0,0.0
P1,29/12/2022,Sp Lisbon,Pacos Ferreira,3.0,0.0,H,3.0,0.0,H,1.13,8.0,21.0,1.15,7.75,18.0,2022/23,€366.60m,€28.13m,15.0,6.0,5.0,1.0,18.0,14.0,4.0,3.0,1.0,4.0,1.0,0.0
P1,30/12/2022,Chaves,Famalicao,0.0,2.0,A,0.0,1.0,A,2.5,3.2,2.8,2.4,3.2,2.9,2022/23,€17.75m,€51.85m,19.0,15.0,3.0,6.0,18.0,19.0,5.0,3.0,4.0,5.0,0.0,0.0
P1,30/12/2022,Vizela,Guimaraes,3.0,0.0,H,1.0,0.0,H,2.2,3.25,3.3,2.2,3.25,3.2,2022/23,€18.48m,€72.40m,9.0,16.0,4.0,3.0,18.0,12.0,1.0,5.0,5.0,3.0,0.0,0.0
P1,30/12/2022,Sp Braga,Benfica,3.0,0.0,H,2.0,0.0,H,4.5,3.8,1.7,4.5,3.6,1.73,2022/23,€150.75m,€477.58m,15.0,10.0,6.0,3.0,11.0,13.0,4.0,8.0,1.0,3.0,0.0,0.0
P1,05/01/2023,Santa Clara,Sp Braga,0.0,4.0,A,0.0,2.0,A,5.0,3.6,1.65,4.75,3.7,1.7,2022/23,€23.70m,€150.75m,3.0,26.0,0.0,13.0,15.0,14.0,1.0,6.0,1.0,1.0,0.0,0.0
P1,06/01/2023,Benfica,Portimonense,1.0,0.0,H,1.0,0.0,H,1.14,6.0,21.0,1.16,7.5,15.5,2022/23,€477.58m,€31.58m,27.0,1.0,12.0,0.0,11.0,15.0,12.0,2.0,0.0,2.0,0.0,0.0
P1,06/01/2023,Famalicao,Vizela,2.0,1.0,H,1.0,0.0,H,2.38,3.2,3.0,2.35,3.1,3.1,2022/23,€51.85m,€18.48m,9.0,7.0,3.0,4.0,14.0,11.0,6.0,4.0,3.0,6.0,0.0,0.0
P1,07/01/2023,Arouca,Estoril,2.0,0.0,H,1.0,0.0,H,2.2,3.3,3.3,2.15,3.3,3.2,2022/23,€21.00m,€36.15m,17.0,14.0,7.0,3.0,19.0,18.0,2.0,5.0,2.0,1.0,0.0,0.0
P1,07/01/2023,Guimaraes,Rio Ave,0.0,0.0,D,0.0,0.0,D,2.0,3.4,3.75,2.0,3.25,3.6,2022/23,€72.40m,€17.80m,9.0,9.0,2.0,0.0,21.0,21.0,5.0,2.0,3.0,2.0,0.0,0.0
P1,07/01/2023,Casa Pia,Porto,0.0,0.0,D,0.0,0.0,D,9.0,4.5,1.36,8.0,4.75,1.37,2022/23,€17.30m,€284.55m,2.0,25.0,0.0,9.0,10.0,11.0,5.0,6.0,3.0,0.0,1.0,0.0
P1,08/01/2023,Pacos Ferreira,Chaves,1.0,1.0,D,0.0,0.0,D,2.75,3.3,2.5,2.75,3.2,2.5,2022/23,€28.13m,€17.75m,18.0,12.0,4.0,2.0,19.0,20.0,9.0,6.0,6.0,5.0,0.0,0.0
P1,08/01/2023,Maritimo,Sp Lisbon,1.0,0.0,H,0.0,0.0,D,9.0,4.5,1.4,7.5,4.8,1.36,2022/23,€16.53m,€366.60m,9.0,10.0,2.0,1.0,24.0,12.0,3.0,8.0,4.0,4.0,0.0,0.0
P1,08/01/2023,Boavista,Gil Vicente,1.0,0.0,H,1.0,0.0,H,2.55,3.25,2.7,2.5,3.25,2.7,2022/23,€28.85m,€46.85m,13.0,18.0,5.0,4.0,18.0,10.0,6.0,9.0,4.0,2.0,1.0,0.0
P1,13/01/2023,Portimonense,Santa Clara,0.0,0.0,D,0.0,0.0,D,1.95,3.3,3.75,1.95,3.25,3.7,2022/23,€31.58m,€23.70m,24.0,10.0,4.0,2.0,17.0,13.0,6.0,1.0,2.0,5.0,0.0,1.0
P1,14/01/2023,Vizela,Maritimo,3.0,0.0,H,2.0,0.0,H,1.75,3.5,4.33,1.82,3.4,4.33,2022/23,€18.48m,€16.53m,18.0,8.0,9.0,1.0,15.0,10.0,7.0,4.0,1.0,4.0,0.0,1.0
P1,14/01/2023,Rio Ave,Pacos Ferreira,0.0,1.0,A,0.0,1.0,A,1.85,3.3,4.0,1.93,3.25,4.0,2022/23,€17.80m,€28.13m,16.0,5.0,6.0,2.0,22.0,16.0,6.0,2.0,5.0,6.0,0.0,0.0
P1,14/01/2023,Sp Braga,Boavista,1.0,0.0,H,0.0,0.0,D,1.29,5.0,10.0,1.32,4.8,10.0,2022/23,€150.75m,€28.85m,9.0,10.0,4.0,0.0,11.0,14.0,1.0,7.0,2.0,3.0,0.0,0.0
P1,15/01/2023,Chaves,Arouca,1.0,1.0,D,1.0,0.0,H,2.15,3.2,3.4,2.15,3.25,3.3,2022/23,€17.75m,€21.00m,15.0,18.0,5.0,6.0,6.0,14.0,5.0,10.0,0.0,1.0,0.0,1.0
P1,15/01/2023,Benfica,Sp Lisbon,2.0,2.0,D,1.0,1.0,D,1.8,3.75,3.8,1.83,3.6,4.0,2022/23,€477.58m,€366.60m,14.0,8.0,8.0,3.0,14.0,16.0,5.0,2.0,2.0,5.0,0.0,0.0
P1,15/01/2023,Porto,Famalicao,4.0,1.0,H,3.0,0.0,H,1.18,6.5,15.0,1.18,7.0,15.0,2022/23,€284.55m,€51.85m,17.0,10.0,9.0,2.0,22.0,15.0,2.0,5.0,3.0,1.0,0.0,0.0
P1,16/01/2023,Estoril,Casa Pia,2.0,0.0,H,1.0,0.0,H,2.8,3.1,2.45,2.7,3.1,2.6,2022/23,€36.15m,€17.30m,11.0,6.0,3.0,0.0,13.0,21.0,4.0,4.0,2.0,5.0,0.0,1.0
P1,16/01/2023,Gil Vicente,Guimaraes,2.0,1.0,H,1.0,1.0,D,2.4,3.1,2.9,2.45,3.2,2.8,2022/23,€46.85m,€72.40m,9.0,11.0,6.0,2.0,14.0,12.0,3.0,0.0,2.0,4.0,0.0,1.0
P1,20/01/2023,Arouca,Portimonense,4.0,0.0,H,2.0,0.0,H,2.4,3.25,2.9,2.37,3.1,2.95,2022/23,€21.00m,€31.58m,17.0,3.0,12.0,0.0,9.0,11.0,3.0,7.0,0.0,5.0,0.0,1.0
P1,20/01/2023,Sp Lisbon,Vizela,2.0,1.0,H,0.0,0.0,D,1.29,5.75,8.5,1.28,5.25,10.5,2022/23,€366.60m,€18.48m,21.0,8.0,8.0,3.0,10.0,8.0,8.0,1.0,2.0,1.0,0.0,0.0
P1,21/01/2023,Pacos Ferreira,Sp Braga,1.0,2.0,A,0.0,0.0,D,6.0,4.5,1.44,6.25,4.33,1.47,2022/23,€28.13m,€150.75m,11.0,15.0,5.0,10.0,6.0,13.0,4.0,10.0,2.0,4.0,1.0,0.0
P1,21/01/2023,Santa Clara,Benfica,0.0,3.0,A,0.0,2.0,A,9.0,5.25,1.29,9.5,5.25,1.3,2022/23,€23.70m,€477.58m,8.0,12.0,1.0,5.0,14.0,13.0,8.0,9.0,1.0,2.0,0.0,0.0
P1,21/01/2023,Guimaraes,Porto,0.0,1.0,A,0.0,1.0,A,7.0,4.75,1.4,7.25,4.6,1.4,2022/23,€72.40m,€284.55m,9.0,14.0,0.0,2.0,20.0,17.0,3.0,6.0,6.0,4.0,0.0,0.0
P1,22/01/2023,Maritimo,Estoril,1.0,0.0,H,1.0,0.0,H,2.5,3.1,3.0,2.4,3.2,2.95,2022/23,€16.53m,€36.15m,11.0,11.0,2.0,2.0,21.0,14.0,4.0,5.0,8.0,2.0,1.0,0.0
P1,22/01/2023,Casa Pia,Gil Vicente,1.0,3.0,A,0.0,0.0,D,2.3,3.25,3.1,2.3,3.2,3.1,2022/23,€17.30m,€46.85m,14.0,12.0,5.0,7.0,17.0,18.0,6.0,4.0,2.0,1.0,0.0,0.0
P1,22/01/2023,Famalicao,Rio Ave,0.0,0.0,D,0.0,0.0,D,2.05,3.3,3.75,2.1,3.25,3.4,2022/23,€51.85m,€17.80m,19.0,14.0,5.0,2.0,13.0,16.0,4.0,3.0,0.0,3.0,0.0,0.0
P1,23/01/2023,Boavista,Chaves,1.0,1.0,D,1.0,0.0,H,2.2,3.4,3.1,2.2,3.25,3.1,2022/23,€28.85m,€17.75m,18.0,7.0,3.0,3.0,11.0,13.0,11.0,5.0,2.0,4.0,0.0,0.0
P1,26/01/2023,Pacos Ferreira,Benfica,0.0,2.0,A,0.0,2.0,A,13.0,6.5,1.2,12.0,6.5,1.21,2022/23,€28.13m,€477.58m,12.0,13.0,3.0,6.0,15.0,19.0,1.0,10.0,0.0,2.0,0.0,0.0
P1,29/01/2023,Casa Pia,Santa Clara,2.0,1.0,H,0.0,0.0,D,2.0,3.2,4.0,2.0,3.25,3.7,2022/23,€17.30m,€23.70m,19.0,6.0,8.0,3.0,12.0,20.0,8.0,3.0,5.0,4.0,0.0,0.0
P1,29/01/2023,Vizela,Rio Ave,3.0,1.0,H,0.0,1.0,A,1.91,3.4,4.0,1.93,3.4,3.8,2022/23,€18.48m,€17.80m,12.0,13.0,7.0,2.0,14.0,15.0,3.0,8.0,4.0,2.0,0.0,1.0
P1,29/01/2023,Boavista,Portimonense,4.0,2.0,H,0.0,0.0,D,2.1,3.3,3.5,2.1,3.25,3.4,2022/23,€28.85m,€31.58m,18.0,7.0,10.0,3.0,10.0,15.0,7.0,6.0,2.0,2.0,0.0,0.0
P1,29/01/2023,Famalicao,Estoril,1.0,0.0,H,0.0,0.0,D,2.05,3.3,3.75,2.05,3.2,3.5,2022/23,€51.85m,€36.15m,16.0,16.0,6.0,6.0,15.0,14.0,5.0,7.0,3.0,4.0,0.0,0.0
P1,30/01/2023,Guimaraes,Chaves,2.0,1.0,H,1.0,0.0,H,1.91,3.4,4.0,1.98,3.4,3.7,2022/23,€72.40m,€17.75m,18.0,16.0,6.0,4.0,19.0,10.0,7.0,6.0,3.0,3.0,0.0,0.0
P1,31/01/2023,Pacos Ferreira,Gil Vicente,2.0,1.0,H,1.0,0.0,H,3.0,3.25,2.38,3.1,3.2,2.3,2022/23,€28.13m,€46.85m,21.0,10.0,8.0,4.0,14.0,12.0,11.0,12.0,2.0,2.0,0.0,0.0
P1,31/01/2023,Arouca,Benfica,0.0,3.0,A,0.0,1.0,A,9.5,4.75,1.33,9.25,5.0,1.32,2022/23,€21.00m,€477.58m,6.0,5.0,0.0,3.0,10.0,11.0,3.0,3.0,3.0,1.0,0.0,0.0
P1,01/02/2023,Maritimo,Porto,0.0,2.0,A,0.0,0.0,D,11.0,5.5,1.25,11.0,5.75,1.26,2022/23,€16.53m,€284.55m,10.0,9.0,2.0,4.0,28.0,15.0,5.0,1.0,6.0,3.0,1.0,1.0
P1,01/02/2023,Sp Lisbon,Sp Braga,5.0,0.0,H,1.0,0.0,H,1.91,3.6,3.75,1.93,3.5,3.75,2022/23,€366.60m,€150.75m,22.0,4.0,9.0,4.0,13.0,13.0,10.0,1.0,1.0,2.0,0.0,1.0
P1,04/02/2023,Santa Clara,Boavista,2.0,2.0,D,0.0,1.0,A,2.7,3.0,2.8,2.6,3.0,2.8,2022/23,€23.70m,€28.85m,11.0,6.0,3.0,4.0,13.0,12.0,7.0,7.0,2.0,3.0,0.0,0.0
P1,04/02/2023,Benfica,Casa Pia,3.0,0.0,H,2.0,0.0,H,1.18,6.5,15.0,1.19,6.5,15.0,2022/23,€477.58m,€17.30m,16.0,7.0,5.0,0.0,16.0,7.0,4.0,4.0,0.0,1.0,0.0,0.0
P1,04/02/2023,Estoril,Guimaraes,0.0,1.0,A,0.0,1.0,A,2.75,2.88,2.9,2.6,3.0,2.75,2022/23,€36.15m,€72.40m,15.0,12.0,4.0,3.0,15.0,23.0,4.0,5.0,1.0,1.0,0.0,0.0
P1,05/02/2023,Chaves,Maritimo,2.0,1.0,H,2.0,1.0,H,2.1,3.2,3.75,2.05,3.25,3.5,2022/23,€17.75m,€16.53m,5.0,15.0,5.0,3.0,19.0,12.0,3.0,6.0,6.0,5.0,0.0,0.0
P1,05/02/2023,Sp Braga,Famalicao,4.0,1.0,H,1.0,0.0,H,1.4,4.75,8.0,1.38,4.8,7.5,2022/23,€150.75m,€51.85m,14.0,6.0,4.0,1.0,16.0,9.0,6.0,2.0,3.0,3.0,0.0,0.0
P1,05/02/2023,Porto,Vizela,2.0,0.0,H,1.0,0.0,H,1.2,6.5,15.0,1.21,6.5,13.0,2022/23,€284.55m,€18.48m,15.0,10.0,4.0,3.0,15.0,9.0,7.0,5.0,2.0,2.0,0.0,0.0
P1,05/02/2023,Gil Vicente,Arouca,1.0,1.0,D,1.0,1.0,D,2.2,3.1,3.3,2.25,3.25,3.1,2022/23,€46.85m,€21.00m,17.0,12.0,7.0,6.0,14.0,10.0,13.0,4.0,2.0,3.0,0.0,0.0
P1,06/02/2023,Portimonense,Pacos Ferreira,1.0,0.0,H,0.0,0.0,D,1.95,3.1,4.2,1.95,3.3,3.75,2022/23,€31.58m,€28.13m,15.0,8.0,3.0,4.0,15.0,16.0,10.0,2.0,1.0,3.0,0.0,1.0
P1,06/02/2023,Rio Ave,Sp Lisbon,0.0,1.0,A,0.0,0.0,D,7.0,4.33,1.5,6.25,4.2,1.49,2022/23,€17.80m,€366.60m,5.0,8.0,1.0,1.0,10.0,14.0,4.0,2.0,1.0,3.0,0.0,0.0
P1,09/02/2023,Estoril,Boavista,2.0,1.0,H,0.0,1.0,A,2.4,3.1,2.88,2.45,3.1,2.9,2022/23,€36.15m,€28.85m,27.0,5.0,13.0,4.0,13.0,15.0,11.0,0.0,2.0,2.0,0.0,1.0
P1,10/02/2023,Vizela,Chaves,0.0,0.0,D,0.0,0.0,D,1.7,3.5,5.0,1.7,3.6,4.8,2022/23,€18.48m,€17.75m,15.0,15.0,4.0,5.0,14.0,15.0,5.0,6.0,3.0,3.0,0.0,0.0
P1,11/02/2023,Arouca,Santa Clara,1.0,0.0,H,0.0,0.0,D,2.05,3.3,3.5,2.1,3.2,3.4,2022/23,€21.00m,€23.70m,9.0,4.0,4.0,0.0,18.0,11.0,3.0,3.0,2.0,4.0,0.0,0.0
P1,11/02/2023,Guimaraes,Portimonense,1.0,0.0,H,1.0,0.0,H,1.8,3.5,4.2,1.78,3.5,4.5,2022/23,€72.40m,€31.58m,9.0,8.0,4.0,3.0,19.0,13.0,5.0,2.0,2.0,2.0,0.0,0.0
P1,12/02/2023,Famalicao,Gil Vicente,0.0,1.0,A,0.0,0.0,D,2.1,3.3,3.3,2.15,3.3,3.3,2022/23,€51.85m,€46.85m,16.0,16.0,3.0,3.0,17.0,24.0,4.0,6.0,1.0,6.0,0.0,0.0
P1,12/02/2023,Sp Lisbon,Porto,1.0,2.0,A,0.0,0.0,D,2.6,3.25,2.55,2.65,3.25,2.55,2022/23,€366.60m,€284.55m,15.0,10.0,5.0,3.0,11.0,12.0,8.0,4.0,4.0,1.0,0.0,0.0
P1,12/02/2023,Maritimo,Sp Braga,1.0,2.0,A,1.0,2.0,A,5.5,4.0,1.57,5.25,3.9,1.58,2022/23,€16.53m,€150.75m,18.0,9.0,6.0,3.0,10.0,15.0,5.0,5.0,3.0,3.0,1.0,0.0
P1,13/02/2023,Rio Ave,Estoril,2.0,0.0,H,0.0,0.0,D,2.2,3.1,3.4,2.2,3.1,3.3,2022/23,€17.80m,€36.15m,10.0,16.0,3.0,3.0,26.0,15.0,2.0,9.0,4.0,2.0,0.0,0.0
P1,13/02/2023,Boavista,Casa Pia,0.0,0.0,D,0.0,0.0,D,2.38,3.1,3.1,2.4,3.1,3.0,2022/23,€28.85m,€17.30m,10.0,6.0,3.0,2.0,10.0,13.0,7.0,3.0,3.0,2.0,1.0,0.0
P1,17/02/2023,Gil Vicente,Vizela,1.0,1.0,D,0.0,0.0,D,2.38,3.4,2.8,2.4,3.3,2.8,2022/23,€46.85m,€18.48m,16.0,13.0,6.0,4.0,16.0,11.0,10.0,2.0,5.0,4.0,1.0,0.0
P1,18/02/2023,Estoril,Pacos Ferreira,1.0,3.0,A,0.0,2.0,A,2.0,3.3,3.8,2.05,3.2,3.7,2022/23,€36.15m,€28.13m,13.0,17.0,4.0,5.0,16.0,19.0,5.0,7.0,0.0,3.0,0.0,0.0
P1,18/02/2023,Portimonense,Maritimo,2.0,1.0,H,0.0,1.0,A,2.2,3.2,3.4,2.25,3.25,3.1,2022/23,€31.58m,€16.53m,11.0,8.0,3.0,2.0,19.0,20.0,8.0,1.0,3.0,3.0,0.0,0.0
P1,18/02/2023,Porto,Rio Ave,1.0,0.0,H,1.0,0.0,H,1.17,7.0,15.0,1.16,7.0,15.5,2022/23,€284.55m,€17.80m,14.0,11.0,4.0,4.0,19.0,17.0,8.0,2.0,2.0,3.0,0.0,0.0
P1,19/02/2023,Santa Clara,Famalicao,1.0,3.0,A,0.0,0.0,D,2.88,3.25,2.45,2.95,3.0,2.5,2022/23,€23.70m,€51.85m,16.0,17.0,7.0,7.0,22.0,19.0,3.0,6.0,2.0,3.0,1.0,1.0
P1,19/02/2023,Sp Braga,Arouca,2.0,0.0,H,1.0,0.0,H,1.44,4.75,7.0,1.42,4.6,6.75,2022/23,€150.75m,€21.00m,7.0,13.0,4.0,3.0,14.0,10.0,4.0,3.0,1.0,4.0,0.0,0.0
P1,19/02/2023,Casa Pia,Guimaraes,0.0,0.0,D,0.0,0.0,D,2.45,3.1,3.0,2.45,3.1,2.95,2022/23,€17.30m,€72.40m,11.0,9.0,2.0,0.0,16.0,12.0,3.0,4.0,3.0,2.0,0.0,0.0
P1,20/02/2023,Chaves,Sp Lisbon,2.0,3.0,A,1.0,1.0,D,6.5,4.75,1.44,6.25,4.6,1.44,2022/23,€17.75m,€366.60m,13.0,16.0,5.0,8.0,13.0,16.0,4.0,4.0,2.0,3.0,0.0,0.0
P1,20/02/2023,Benfica,Boavista,3.0,1.0,H,0.0,0.0,D,1.18,7.5,12.0,1.2,6.75,13.0,2022/23,€477.58m,€28.85m,18.0,5.0,10.0,2.0,11.0,13.0,8.0,5.0,1.0,5.0,0.0,0.0
P1,24/02/2023,Famalicao,Portimonense,1.0,0.0,H,0.0,0.0,D,1.8,3.25,4.5,1.83,3.4,4.2,2022/23,€51.85m,€31.58m,21.0,17.0,6.0,7.0,20.0,16.0,7.0,8.0,1.0,3.0,1.0,0.0
P1,25/02/2023,Arouca,Casa Pia,2.0,0.0,H,0.0,0.0,D,2.25,3.1,3.2,2.25,3.1,3.2,2022/23,€21.00m,€17.30m,9.0,11.0,3.0,3.0,11.0,12.0,1.0,11.0,2.0,4.0,0.0,1.0
P1,25/02/2023,Maritimo,Santa Clara,3.0,1.0,H,0.0,1.0,A,2.1,2.9,3.6,2.1,3.2,3.5,2022/23,€16.53m,€23.70m,26.0,11.0,7.0,6.0,9.0,19.0,9.0,4.0,3.0,5.0,0.0,0.0
P1,25/02/2023,Vizela,Benfica,0.0,2.0,A,0.0,1.0,A,7.5,4.75,1.36,7.25,4.8,1.38,2022/23,€18.48m,€477.58m,9.0,11.0,3.0,6.0,14.0,10.0,6.0,5.0,4.0,2.0,1.0,0.0
P1,26/02/2023,Rio Ave,Chaves,1.0,0.0,H,0.0,0.0,D,2.1,3.25,3.25,2.2,3.2,3.25,2022/23,€17.80m,€17.75m,10.0,11.0,3.0,6.0,17.0,12.0,4.0,8.0,5.0,3.0,0.0,0.0
P1,26/02/2023,Pacos Ferreira,Boavista,1.0,3.0,A,0.0,1.0,A,2.55,3.0,2.88,2.65,3.1,2.6,2022/23,€28.13m,€28.85m,15.0,12.0,6.0,4.0,17.0,19.0,9.0,10.0,4.0,7.0,0.0,0.0
